actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
182,PT00M06.50S,2024-12-08T01:35:15.7Z,1,REGULAR,substitution,in,[],204001,,,1610612738,27,31,2024-12-08T01:35:25Z,1820000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT00M06.50S,2024-12-08T01:35:15.7Z,1,REGULAR,substitution,in,[],1628991,,,1610612738,27,31,2024-12-08T01:35:25Z,1830000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT00M06.50S,2024-12-08T01:35:15.7Z,1,REGULAR,substitution,in,[],203935,,,1610612738,27,31,2024-12-08T01:35:25Z,1840000,False,,,0,,SUB in: M. Smart,[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT00M00.00S,2024-12-08T01:35:43.2Z,1,REGULAR,3pt,Jump Shot,[],1628369,28.86005256241787,19.11764705882353,1610612738,27,31,2024-12-08T01:35:59Z,1850000,False,154.0,219.0,1,left,MISS J. Tatum 26' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,26.78,Missed,,,,,,,,,,,,,,,,
186,PT00M00.00S,2024-12-08T01:35:46.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,27,31,2024-12-08T01:35:46Z,1860000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,185.0,,,,,,,,,,,,,,,
187,PT00M00.00S,2024-12-08T01:35:47.7Z,1,REGULAR,period,end,[],0,,,1610612738,27,31,2024-12-08T01:35:47Z,1870000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2024-12-08T01:37:55.5Z,2,REGULAR,substitution,out,['startperiod'],1628369,,,1610612738,27,31,2024-12-08T01:38:12Z,1880000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2024-12-08T01:37:55.5Z,2,REGULAR,substitution,out,['startperiod'],204001,,,1610612738,27,31,2024-12-08T01:38:12Z,1890000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2024-12-08T01:37:55.5Z,2,REGULAR,substitution,out,['startperiod'],1631222,,,1610612738,27,31,2024-12-08T01:38:12Z,1900000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2024-12-08T01:37:55.5Z,2,REGULAR,substitution,out,['startperiod'],203935,,,1610612738,27,31,2024-12-08T01:38:12Z,1910000,False,,,0,,SUB out: M. Smart,[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2024-12-08T01:37:55.5Z,2,REGULAR,substitution,in,['startperiod'],1628436,,,1610612738,27,31,2024-12-08T01:38:12Z,1920000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT12M00.00S,2024-12-08T01:37:55.5Z,2,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,27,31,2024-12-08T01:38:12Z,1930000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT12M00.00S,2024-12-08T01:37:55.5Z,2,REGULAR,substitution,in,['startperiod'],1629634,,,1610612738,27,31,2024-12-08T01:38:12Z,1940000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT12M00.00S,2024-12-08T01:37:55.5Z,2,REGULAR,substitution,in,['startperiod'],1629630,,,1610612738,27,31,2024-12-08T01:38:12Z,1950000,False,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT12M00.00S,2024-12-08T01:38:28.7Z,2,REGULAR,period,start,[],0,,,1610612738,27,31,2024-12-08T01:38:28Z,1960000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT11M43.00S,2024-12-08T01:38:45.3Z,2,REGULAR,turnover,bad pass,[],1627759,,,1610612738,27,31,2024-12-08T01:38:50Z,1970000,False,,,0,,J. Brown bad pass TURNOVER (1 TO),"[1627759, 1628991]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,1.0,,,,,,,,,,,,,,,,,Jackson Jr.,1628991.0
199,PT11M43.00S,2024-12-08T01:38:45.3Z,2,REGULAR,steal,,[],1628991,,,1610612763,27,31,2024-12-08T01:38:47Z,1980000,False,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
200,PT11M39.00S,2024-12-08T01:38:53.2Z,2,REGULAR,turnover,out-of-bounds,[],1629630,,,1610612763,27,31,2024-12-08T01:41:25Z,1990000,False,,,0,,J. Morant lost ball out-of-bounds TURNOVER (1 TO),[1629630],1610612763.0,MEM,lost ball,,,Morant,J. Morant,,,,,Mid-Range,8-16 Right,1628159.0,1.0,,,,,,,,,,,,,,,,,,
201,PT11M27.00S,2024-12-08T01:39:05.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,27.283180026281208,83.82352941176471,1610612738,30,31,2024-12-08T01:39:33Z,2000000,False,-169.0,204.0,1,left,D. White 26' 3PT pullup (6 PTS),[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,26.5,Made,,,,,6.0,,,,,,,,,,,
202,PT11M11.00S,2024-12-08T01:39:20.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,87.07293035479631,42.40196078431372,1610612763,30,33,2024-12-08T01:39:26Z,2010000,False,-38.0,69.0,1,right,J. Jackson Jr. 7' Hook (6 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,7.88,Made,,,,,6.0,,,,,,,,,,,
203,PT11M01.00S,2024-12-08T01:39:30.6Z,2,REGULAR,3pt,Jump Shot,[],1628401,30.56833114323259,72.05882352941177,1610612738,30,33,2024-12-08T01:40:01Z,2020000,False,-110.0,235.0,1,left,MISS D. White 25' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,25.94,Missed,,,,,,,,,,,,,,,,
204,PT10M59.00S,2024-12-08T01:39:33.6Z,2,REGULAR,rebound,offensive,[],1628436,,,1610612738,30,33,2024-12-08T01:39:33Z,2030000,False,,,0,,L. Kornet REBOUND (Off:1 Def:0),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Left Center,,,,,203.0,1.0,0.0,1.0,,,,,,,,,,,,
205,PT10M51.00S,2024-12-08T01:39:41.7Z,2,REGULAR,turnover,bad pass,[],1630202,,,1610612738,30,33,2024-12-08T01:39:46Z,2040000,False,,,0,,P. Pritchard bad pass TURNOVER (1 TO),"[1630202, 1629634]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,,,,,,,Clarke,1629634.0
206,PT10M51.00S,2024-12-08T01:39:41.7Z,2,REGULAR,steal,,[],1629634,,,1610612763,30,33,2024-12-08T01:39:43Z,2050000,False,,,0,,B. Clarke STEAL (1 STL),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
207,PT10M41.00S,2024-12-08T01:39:52.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642377,92.06636005256242,41.17647058823529,1610612763,30,35,2024-12-08T01:39:57Z,2060000,False,-44.0,22.0,1,right,J. Wells driving reverse Layup (5 PTS),[1642377],1610612763.0,MEM,driving reverse,,,Wells,J. Wells,,,,,In The Paint (Non-RA),0-8 Center,,,4.93,Made,,,,,5.0,,,,,,,,,,,
208,PT10M27.00S,2024-12-08T01:40:09.9Z,2,REGULAR,foul,personal,[],1642377,,,1610612738,30,35,2024-12-08T01:40:15Z,2070000,False,,,0,,J. Wells personal FOUL (2 PF),"[1642377, 1627759]",1610612763.0,MEM,,,,Wells,J. Wells,,,,,Mid-Range,16-24 Center,201246.0,,,,,,,,,,,,,,2.0,0.0,Brown,1627759.0,,
210,PT10M22.00S,2024-12-08T01:40:30.0Z,2,REGULAR,2pt,Jump Shot,[],1628401,25.312089356110377,45.588235294117645,1610612738,30,35,2024-12-08T01:40:35Z,2090000,False,22.0,185.0,1,left,MISS D. White 18' driving floating Shot,[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,Mid-Range,16-24 Center,,,18.67,Missed,,,,,,,,,,,,,,,,
211,PT10M20.00S,2024-12-08T01:40:32.0Z,2,REGULAR,rebound,defensive,[],1630590,,,1610612763,30,35,2024-12-08T01:40:35Z,2100000,False,,,0,,S. Pippen Jr. REBOUND (Off:0 Def:1),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Mid-Range,16-24 Center,,,,,210.0,1.0,1.0,0.0,,,,,,,,,,,,
212,PT10M14.00S,2024-12-08T01:40:39.4Z,2,REGULAR,3pt,Jump Shot,[],1628991,70.25295663600527,77.45098039215686,1610612763,30,38,2024-12-08T01:40:44Z,2110000,False,137.0,227.0,1,right,J. Jackson Jr. 26' 3PT  (9 PTS) (S. Pippen Jr. 1 AST),"[1628991, 1630590]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,,,26.54,Made,,,,,9.0,S. Pippen Jr.,1630590.0,1.0,,,,,,,,
214,PT09M58.00S,2024-12-08T01:40:56.3Z,2,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612738,30,38,2024-12-08T01:41:06Z,2130000,False,,,0,,J. Jackson Jr. shooting personal FOUL (2 PF) (Kornet 2 FT),"[1628991, 1628436]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,1628159.0,,,,,,,,,,,,,,2.0,0.0,Kornet,1628436.0,,
216,PT09M58.00S,2024-12-08T01:41:27.7Z,2,REGULAR,freethrow,1 of 2,[],1628436,,,1610612738,31,38,2024-12-08T01:45:44Z,2150000,False,,,0,,L. Kornet Free Throw 1 of 2 (1 PTS),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
217,PT09M58.00S,2024-12-08T01:41:27.7Z,2,REGULAR,freethrow,2 of 2,[],1628436,,,1610612738,31,38,2024-12-08T01:45:44Z,2160000,False,,,0,,MISS L. Kornet Free Throw 2 of 2,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
235,PT09M58.00S,2024-12-08T01:41:27.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612763,31,38,2024-12-08T01:45:44Z,2165000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,217.0,,,,,,,,,,,,,,,
218,PT09M47.00S,2024-12-08T01:42:06.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629634,92.72339027595268,53.67647058823529,1610612763,31,40,2024-12-08T01:46:44Z,2170000,False,18.0,16.0,1,right,B. Clarke alley-oop DUNK (6 PTS) (J. Morant 2 AST),"[1629634, 1629630]",1610612763.0,MEM,alley-oop,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,,,2.43,Made,,,,,6.0,J. Morant,1629630.0,2.0,,,,,,,,
220,PT09M37.00S,2024-12-08T01:42:20.9Z,2,REGULAR,foul,personal,['2freethrow'],1629634,,,1610612738,31,40,2024-12-08T01:42:30Z,2190000,False,,,0,,B. Clarke shooting personal FOUL (1 PF) (Kornet 2 FT),"[1629634, 1628436]",1610612763.0,MEM,shooting,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,201246.0,,,,,,,,,,,,,,1.0,0.0,Kornet,1628436.0,,
222,PT09M37.00S,2024-12-08T01:42:43.3Z,2,REGULAR,freethrow,1 of 2,[],1628436,,,1610612738,32,40,2024-12-08T01:42:43Z,2210000,False,,,0,,L. Kornet Free Throw 1 of 2 (2 PTS),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,
223,PT09M37.00S,2024-12-08T01:43:00.4Z,2,REGULAR,freethrow,2 of 2,[],1628436,,,1610612738,33,40,2024-12-08T01:43:00Z,2220000,False,,,0,,L. Kornet Free Throw 2 of 2 (3 PTS),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
224,PT09M18.00S,2024-12-08T01:43:20.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,80.89684625492772,37.99019607843137,1610612763,33,40,2024-12-08T01:45:25Z,2230000,False,-60.0,127.0,1,right,MISS J. Morant 14' pullup Shot - blocked,"[1629630, 1628401]",1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,,,14.06,Missed,,,,,,,,,White,1628401.0,,,,,,
225,PT09M18.00S,2024-12-08T01:43:20.5Z,2,REGULAR,block,,[],1628401,,,1610612763,33,40,2024-12-08T01:43:23Z,2240000,False,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
226,PT09M14.00S,2024-12-08T01:43:24.5Z,2,REGULAR,rebound,defensive,[],1628436,,,1610612738,33,40,2024-12-08T01:43:29Z,2250000,False,,,0,,L. Kornet REBOUND (Off:1 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),8-16 Center,,,,,224.0,2.0,1.0,1.0,,,,,,,,,,,,
227,PT09M02.00S,2024-12-08T01:43:35.8Z,2,REGULAR,2pt,Jump Shot,[],1627759,12.959921156373195,89.95098039215686,1610612738,35,40,2024-12-08T01:45:53Z,2260000,False,-200.0,69.0,1,left,J. Brown 21' step back Jump Shot (2 PTS),[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left,,,21.15,Made,,,,,2.0,,,,,,,,,,,
228,PT08M59.00S,2024-12-08T01:43:45.0Z,2,REGULAR,foul,personal,[],1627759,,,1610612763,35,40,2024-12-08T01:43:48Z,2270000,False,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 1628991]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,201246.0,,,,,,,,,,,,,,1.0,0.0,Jackson Jr.,1628991.0,,
230,PT08M59.00S,2024-12-08T01:44:02.8Z,2,REGULAR,substitution,out,[],1630573,,,1610612763,35,40,2024-12-08T01:44:07Z,2290000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M59.00S,2024-12-08T01:44:02.8Z,2,REGULAR,substitution,in,[],201950,,,1610612763,35,40,2024-12-08T01:44:07Z,2300000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M49.00S,2024-12-08T01:44:23.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629634,92.06636005256242,47.794117647058826,1610612763,35,42,2024-12-08T01:47:10Z,2310000,False,-11.0,22.0,1,right,B. Clarke alley-oop Layup (8 PTS) (J. Morant 3 AST),"[1629634, 1629630]",1610612763.0,MEM,alley-oop,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,,,2.47,Made,,,,,8.0,J. Morant,1629630.0,3.0,,,,,,,,
234,PT08M49.00S,2024-12-08T01:44:28.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,35,42,2024-12-08T01:44:28Z,2330000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M29.00S,2024-12-08T01:47:40.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.783837056504599,59.31372549019608,1610612738,37,42,2024-12-08T01:47:46Z,2340000,False,-47.0,11.0,1,left,J. Brown driving Layup (4 PTS) (P. Pritchard 1 AST),"[1627759, 1630202]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,4.8,Made,,,,,4.0,P. Pritchard,1630202.0,1.0,,,,,,,,
237,PT08M19.00S,2024-12-08T01:47:49.5Z,2,REGULAR,3pt,Jump Shot,[],1628991,70.38436268068331,21.813725490196077,1610612763,37,45,2024-12-08T01:47:55Z,2350000,False,-141.0,226.0,1,right,J. Jackson Jr. 26' 3PT  (12 PTS) (J. Morant 4 AST),"[1628991, 1629630]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,26.62,Made,,,,,12.0,J. Morant,1629630.0,4.0,,,,,,,,
239,PT08M05.00S,2024-12-08T01:48:08.0Z,2,REGULAR,foul,personal,[],1629634,,,1610612738,37,45,2024-12-08T01:48:18Z,2370000,False,,,0,,B. Clarke personal FOUL (2 PF),"[1629634, 1627759]",1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Mid-Range,8-16 Right,201246.0,,,,,,,,,,,,,,2.0,0.0,Brown,1627759.0,,
241,PT08M05.00S,2024-12-08T01:48:16.5Z,2,REGULAR,substitution,out,[],1628436,,,1610612738,37,45,2024-12-08T01:48:20Z,2390000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT08M05.00S,2024-12-08T01:48:16.5Z,2,REGULAR,substitution,in,[],204001,,,1610612738,37,45,2024-12-08T01:48:20Z,2400000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT08M03.00S,2024-12-08T01:48:32.7Z,2,REGULAR,3pt,Jump Shot,[],201950,32.013797634691194,33.82352941176471,1610612738,40,45,2024-12-08T01:48:39Z,2410000,False,81.0,248.0,1,left,J. Holiday 26' 3PT  (14 PTS) (D. White 2 AST),"[201950, 1628401]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,,,26.12,Made,,,,,14.0,D. White,1628401.0,2.0,,,,,,,,
245,PT07M47.00S,2024-12-08T01:48:48.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,91.80354796320631,57.107843137254896,1610612763,40,45,2024-12-08T01:49:11Z,2430000,False,36.0,25.0,1,right,MISS J. Jackson Jr. driving Layup - blocked,"[1628991, 204001]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,4.31,Missed,,,,,,,,,Porziņģis,204001.0,,,,,,
246,PT07M47.00S,2024-12-08T01:48:48.6Z,2,REGULAR,block,,[],204001,,,1610612763,40,45,2024-12-08T01:48:50Z,2440000,False,,,0,,K. Porziņģis BLOCK (2 BLK),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
247,PT07M46.00S,2024-12-08T01:48:49.6Z,2,REGULAR,rebound,offensive,[],1628991,,,1610612763,40,45,2024-12-08T01:48:56Z,2450000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,245.0,4.0,3.0,1.0,,,,,,,,,,,,
248,PT07M46.00S,2024-12-08T01:48:55.8Z,2,REGULAR,foul,personal,['2freethrow'],204001,,,1610612763,40,45,2024-12-08T01:49:02Z,2460000,False,,,0,,K. Porziņģis shooting personal FOUL (2 PF) (Jackson Jr. 2 FT),"[204001, 1628991]",1610612738.0,BOS,shooting,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,201246.0,,,,,,,,,,,,,,2.0,0.0,Jackson Jr.,1628991.0,,
250,PT07M46.00S,2024-12-08T01:49:18.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628991,,,1610612763,40,46,2024-12-08T01:49:39Z,2480000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (13 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,Made,,,,,13.0,,,,,,,,,,,
251,PT07M46.00S,2024-12-08T01:49:18.5Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628991,,,1610612763,40,46,2024-12-08T01:49:39Z,2490000,False,,,0,,MISS J. Jackson Jr. Free Throw 2 of 2,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
252,PT07M43.00S,2024-12-08T01:49:21.5Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,40,46,2024-12-08T01:49:39Z,2500000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,251.0,1.0,1.0,0.0,,,,,,,,,,,,
314,PT07M30.00S,2024-12-08T01:49:34.6Z,2,REGULAR,turnover,lost ball,[],204001,,,1610612738,40,46,2024-12-08T01:56:35Z,2505000,False,,,0,,K. Porziņģis lost ball TURNOVER (1 TO),"[204001, 1629634]",1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,16-24 Right Center,,1.0,,,,,,,,,,,,,,,,,Clarke,1629634.0
315,PT07M30.00S,2024-12-08T01:49:34.6Z,2,REGULAR,steal,,[],1629634,,,1610612763,40,46,2024-12-08T01:56:35Z,2507500,False,,,0,,B. Clarke STEAL (2 STL),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
257,PT07M25.00S,2024-12-08T01:49:55.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'fromturnover']",1629634,91.67214191852825,51.470588235294116,1610612763,40,48,2024-12-08T01:56:42Z,2540000,False,7.0,26.0,1,right,B. Clarke running Layup (10 PTS) (J. Morant 5 AST),"[1629634, 1629630]",1610612763.0,MEM,running,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,,,2.68,Made,,,,,10.0,J. Morant,1629630.0,5.0,,,,,,,,
260,PT07M18.00S,2024-12-08T01:50:32.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627759,6.389618922470433,53.67647058823529,1610612738,42,48,2024-12-08T01:50:37Z,2570000,False,-18.0,8.0,1,left,J. Brown driving DUNK (6 PTS) (D. White 3 AST),"[1627759, 1628401]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,1.99,Made,,,,,6.0,D. White,1628401.0,3.0,,,,,,,,
262,PT07M10.00S,2024-12-08T01:50:40.5Z,2,REGULAR,turnover,lost ball,[],1630590,,,1610612763,42,48,2024-12-08T01:50:44Z,2590000,False,,,0,,S. Pippen Jr. lost ball TURNOVER (1 TO),"[1630590, 1627759]",1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Center,,1.0,,,,,,,,,,,,,,,,,Brown,1627759.0
263,PT07M10.00S,2024-12-08T01:50:40.5Z,2,REGULAR,steal,,[],1627759,,,1610612738,42,48,2024-12-08T01:50:42Z,2600000,False,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
264,PT07M05.00S,2024-12-08T01:50:45.6Z,2,REGULAR,turnover,bad pass,[],1627759,,,1610612738,42,48,2024-12-08T01:50:48Z,2610000,False,,,0,,J. Brown bad pass TURNOVER (2 TO),"[1627759, 1629630]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right,,2.0,,,,,,,,,,,,,,,,,Morant,1629630.0
265,PT07M05.00S,2024-12-08T01:50:45.6Z,2,REGULAR,steal,,[],1629630,,,1610612763,42,48,2024-12-08T01:50:47Z,2620000,False,,,0,,J. Morant STEAL (1 STL),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
266,PT07M01.00S,2024-12-08T01:50:49.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630590,72.09264126149803,19.11764705882353,1610612763,42,48,2024-12-08T01:51:20Z,2630000,False,-154.0,210.0,1,right,MISS S. Pippen Jr. 26' running 3PT,[1630590],1610612763.0,MEM,running,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Left Center,,,26.05,Missed,,,,,,,,,,,,,,,,
267,PT06M56.00S,2024-12-08T01:50:54.4Z,2,REGULAR,rebound,offensive,[],1629634,,,1610612763,42,48,2024-12-08T01:50:59Z,2640000,False,,,0,,B. Clarke REBOUND (Off:2 Def:2),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Above the Break 3,24+ Left Center,,,,,266.0,4.0,2.0,2.0,,,,,,,,,,,,
268,PT06M55.00S,2024-12-08T01:50:55.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629634,93.11760840998686,50.98039215686274,1610612763,42,50,2024-12-08T01:51:06Z,2650000,False,5.0,12.0,1,right,B. Clarke putback Layup (12 PTS),[1629634],1610612763.0,MEM,putback,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,,,1.31,Made,,,,,12.0,,,,,,,,,,,
