actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-12-13T00:40:43.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-13T00:40:43Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-12-13T00:40:45.7Z,1,REGULAR,jumpball,recovered,[],201143,,,1610612738,0,0,2024-12-13T00:40:45Z,40000,False,,,0,,Jump Ball K. Porziņģis vs. I. Stewart: Tip to A. Horford,"[201143, 204001, 1630191]",1610612738.0,BOS,startperiod,A. Horford,201143.0,Horford,A. Horford,Porziņģis,204001.0,Stewart,1630191.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2024-12-13T00:41:04.6Z,1,REGULAR,3pt,Jump Shot,[],1628401,70.12155059132719,22.794117647058822,1610612738,0,0,2024-12-13T00:41:22Z,70000,False,-136.0,228.0,1,right,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,26.58,Missed,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2024-12-13T00:41:07.6Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,0,0,2024-12-13T00:41:13Z,80000,False,,,0,,J. Ivey REBOUND (Off:0 Def:1),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M21.00S,2024-12-13T00:41:21.8Z,1,REGULAR,2pt,Jump Shot,[],1630595,22.815374507227332,77.69607843137256,1610612765,0,0,2024-12-13T00:41:29Z,90000,False,-138.0,162.0,1,left,MISS C. Cunningham 21' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Left Center,21.31,Missed,,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2024-12-13T00:41:22.8Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,0,0,2024-12-13T00:41:29Z,100000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,16-24 Left Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M02.00S,2024-12-13T00:41:41.3Z,1,REGULAR,2pt,Jump Shot,[],204001,77.08607095926413,43.872549019607845,1610612738,0,0,2024-12-13T00:42:14Z,110000,False,-31.0,163.0,1,right,MISS K. Porziņģis 16' step back Shot,[204001],1610612738.0,BOS,step back,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,16-24 Center,16.57,Missed,,,,,,,,,,,,,,,,,,
12,PT11M00.00S,2024-12-13T00:41:43.3Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,0,0,2024-12-13T00:41:48Z,120000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT10M50.00S,2024-12-13T00:41:52.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,9.017739816031538,45.83333333333333,1610612765,0,0,2024-12-13T00:42:01Z,130000,False,21.0,32.0,1,left,MISS T. Harris driving Layup,[202699],1610612765.0,DET,driving,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,3.84,Missed,,,,,,,,,,,,,,,,,,
15,PT10M49.00S,2024-12-13T00:41:53.4Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,0,0,2024-12-13T00:42:01Z,150000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M42.00S,2024-12-13T00:42:02.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",204001,92.59198423127464,51.71568627450981,1610612738,0,0,2024-12-13T00:42:12Z,160000,False,9.0,17.0,1,right,MISS K. Porziņģis running DUNK - blocked,"[204001, 1630191]",1610612738.0,BOS,running,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,1.91,Missed,,,,,Stewart,1630191.0,,,,,,,,,,,,
17,PT10M42.00S,2024-12-13T00:42:02.2Z,1,REGULAR,block,,[],1630191,,,1610612738,0,0,2024-12-13T00:42:04Z,170000,False,,,0,,I. Stewart BLOCK (1 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
18,PT10M41.00S,2024-12-13T00:42:03.2Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,0,0,2024-12-13T00:42:12Z,180000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M36.00S,2024-12-13T00:42:09.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631093,6.915243101182654,96.56862745098039,1610612765,0,0,2024-12-13T00:44:34Z,190000,False,-233.0,13.0,1,left,MISS J. Ivey running 3PT,[1631093],1610612765.0,DET,running,,,Ivey,J. Ivey,,,,,Left Corner 3,24+ Left,23.31,Missed,,,,,,,,,,,,,,,,,,
20,PT10M35.00S,2024-12-13T00:42:10.4Z,1,REGULAR,rebound,defensive,[],204001,,,1610612738,0,0,2024-12-13T01:02:27Z,200000,False,,,0,,K. Porziņģis REBOUND (Off:0 Def:1),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Left Corner 3,24+ Left,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M21.00S,2024-12-13T00:42:23.0Z,1,REGULAR,3pt,Jump Shot,[],204001,63.81406044678055,37.99019607843137,1610612738,3,0,2024-12-13T00:42:27Z,210000,False,-60.0,288.0,1,right,K. Porziņģis 29' 3PT  (3 PTS) (J. Brown 1 AST),"[204001, 1627759]",1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Center,29.38,Made,,,,,,,3.0,J. Brown,1627759.0,1.0,,,,,,,,
23,PT10M00.00S,2024-12-13T00:42:46.1Z,1,REGULAR,2pt,Jump Shot,[],1630595,23.603810775295663,34.068627450980394,1610612765,3,0,2024-12-13T00:42:51Z,230000,False,80.0,169.0,1,left,MISS C. Cunningham 18' step back Shot,[1630595],1610612765.0,DET,step back,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Right Center,18.72,Missed,,,,,,,,,,,,,,,,,,
24,PT09M59.00S,2024-12-13T00:42:47.1Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,3,0,2024-12-13T00:42:51Z,240000,False,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,,,23.0,2.0,2.0,0.0,,,,,,,,,,,,,,
25,PT09M47.00S,2024-12-13T00:42:59.5Z,1,REGULAR,3pt,Jump Shot,[],1628401,67.7562417871222,35.53921568627451,1610612738,3,0,2024-12-13T00:43:05Z,250000,False,-72.0,251.0,1,right,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,26.08,Missed,,,,,,,,,,,,,,,,,,
26,PT09M45.00S,2024-12-13T00:43:01.5Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,3,0,2024-12-13T00:43:05Z,260000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,,,25.0,2.0,2.0,0.0,,,,,,,,,,,,,,
27,PT09M38.00S,2024-12-13T00:43:08.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203501,8.09789750328515,3.9215686274509802,1610612765,3,0,2024-12-13T00:46:25Z,270000,False,230.0,24.0,1,left,MISS T. Hardaway Jr. running 3PT,[203501],1610612765.0,DET,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
28,PT09M36.00S,2024-12-13T00:43:10.8Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,3,0,2024-12-13T00:43:14Z,280000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,,,27.0,2.0,2.0,0.0,,,,,,,,,,,,,,
29,PT09M26.00S,2024-12-13T00:43:19.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,92.85479632063075,45.83333333333333,1610612738,3,0,2024-12-13T00:43:25Z,290000,False,-21.0,15.0,1,right,MISS J. Holiday cutting Layup,[201950],1610612738.0,BOS,cutting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,2.55,Missed,,,,,,,,,,,,,,,,,,
30,PT09M24.00S,2024-12-13T00:43:21.5Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,3,0,2024-12-13T00:43:25Z,300000,False,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,,,
31,PT09M19.00S,2024-12-13T00:43:27.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630595,19.530223390275953,38.48039215686275,1610612765,3,2,2024-12-13T00:47:35Z,310000,False,58.0,131.0,1,left,C. Cunningham 14' floating Jump Shot (2 PTS) (T. Harris 1 AST),"[1630595, 202699]",1610612765.0,DET,floating,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,14.32,Made,,,,,,,2.0,T. Harris,202699.0,1.0,,,,,,,,
33,PT08M54.00S,2024-12-13T00:43:51.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,85.3646517739816,36.029411764705884,1610612738,3,2,2024-12-13T00:48:17Z,330000,False,-70.0,85.0,1,right,MISS J. Brown 11' driving floating bank Shot,[1627759],1610612738.0,BOS,driving floating bank,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Left,11.01,Missed,,,,,,,,,,,,,,,,,,
34,PT08M52.00S,2024-12-13T00:43:53.9Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,3,2,2024-12-13T00:43:58Z,340000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:3),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Left,,,33.0,3.0,3.0,0.0,,,,,,,,,,,,,,
35,PT08M47.00S,2024-12-13T00:43:58.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631093,10.463206307490145,40.931372549019606,1610612765,3,2,2024-12-13T00:48:52Z,350000,False,45.0,46.0,1,left,MISS J. Ivey 6' running finger roll Layup - blocked,"[1631093, 1628401]",1610612765.0,DET,running finger roll,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,6.45,Missed,,,,,White,1628401.0,,,,,,,,,,,,
36,PT08M47.00S,2024-12-13T00:43:58.5Z,1,REGULAR,block,,[],1628401,,,1610612765,3,2,2024-12-13T00:44:00Z,360000,False,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
37,PT08M45.00S,2024-12-13T00:44:00.5Z,1,REGULAR,rebound,defensive,[],201950,,,1610612738,3,2,2024-12-13T00:44:05Z,370000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,
38,PT08M41.00S,2024-12-13T00:44:04.7Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",204001,93.77463863337714,51.225490196078425,1610612738,3,2,2024-12-13T00:46:59Z,380000,False,6.0,6.0,1,right,MISS K. Porziņģis alley-oop DUNK - blocked,"[204001, 1630595]",1610612738.0,BOS,alley-oop,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,0.86,Missed,,,,,Cunningham,1630595.0,,,,,,,,,,,,
54,PT08M41.00S,2024-12-13T00:44:04.7Z,1,REGULAR,block,,[],1630595,,,1610612738,3,2,2024-12-13T00:47:19Z,385000,False,,,0,,C. Cunningham BLOCK (1 BLK),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
39,PT08M40.00S,2024-12-13T00:44:05.7Z,1,REGULAR,rebound,offensive,[],1627759,,,1610612738,3,2,2024-12-13T00:44:24Z,390000,False,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,38.0,3.0,2.0,1.0,,,,,,,,,,,,,,
40,PT08M39.00S,2024-12-13T00:44:07.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",204001,93.24901445466492,50.49019607843137,1610612738,5,2,2024-12-13T00:44:30Z,400000,False,2.0,11.0,1,right,K. Porziņģis DUNK (5 PTS) (J. Brown 2 AST),"[204001, 1627759]",1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,1.13,Made,,,,,,,5.0,J. Brown,1627759.0,2.0,,,,,,,,
43,PT08M12.00S,2024-12-13T00:44:50.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,9.937582128777924,64.70588235294117,1610612765,5,4,2024-12-13T00:50:48Z,430000,False,-74.0,41.0,1,left,T. Harris 8' turnaround fadeaway Jump Shot (2 PTS) (C. Cunningham 1 AST),"[202699, 1630595]",1610612765.0,DET,turnaround fadeaway,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Left,8.41,Made,,,,,,,2.0,C. Cunningham,1630595.0,1.0,,,,,,,,
45,PT08M01.00S,2024-12-13T00:45:00.3Z,1,REGULAR,3pt,Jump Shot,[],204001,67.49342969776609,21.323529411764707,1610612738,5,4,2024-12-13T00:45:05Z,450000,False,-143.0,253.0,1,right,MISS K. Porziņģis 29' 3PT,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Left Center,29.09,Missed,,,,,,,,,,,,,,,,,,
46,PT08M00.00S,2024-12-13T00:45:01.3Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,5,4,2024-12-13T00:45:05Z,460000,False,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,45.0,3.0,3.0,0.0,,,,,,,,,,,,,,
47,PT07M54.00S,2024-12-13T00:45:07.6Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1631093,11.251642575558476,67.15686274509804,1610612765,5,4,2024-12-13T00:45:16Z,470000,False,-86.0,53.0,1,left,MISS J. Ivey 10' driving floating Shot,[1631093],1610612765.0,DET,driving floating,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Left,10.1,Missed,,,,,,,,,,,,,,,,,,
48,PT07M53.00S,2024-12-13T00:45:08.6Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,5,4,2024-12-13T00:45:16Z,480000,False,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,8-16 Left,,,47.0,3.0,3.0,0.0,,,,,,,,,,,,,,
