actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-03-09T01:41:24.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-09T01:41:24Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-03-09T01:41:28.0Z,1,REGULAR,jumpball,recovered,[],1629029,,,1610612747,0,0,2025-03-09T01:41:28Z,40000,False,,,0,,Jump Ball J. Vanderbilt vs. A. Horford: Tip to L. Dončić,"[1629029, 1629020, 201143]",1610612747.0,LAL,startperiod,L. Dončić,1629029.0,Dončić,L. Dončić,Vanderbilt,1629020.0,Horford,201143.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2025-03-09T01:41:46.8Z,1,REGULAR,3pt,Jump Shot,[],1627827,20.97568988173456,96.07843137254902,1610612747,0,3,2025-03-09T01:42:07Z,70000,False,-230.0,145.0,1,left,D. Finney-Smith 27' 3PT  (3 PTS) (L. James 1 AST),"[1627827, 2544]",1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,27.21,Made,3.0,L. James,2544.0,1.0,,,,,,,,,,,,,,
26,PT11M26.00S,2025-03-09T01:41:53.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.64323258869908,51.225490196078425,1610612738,0,3,2025-03-09T01:44:01Z,85000,False,6.0,7.0,1,right,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.95,Missed,,,,,,,,,,,,,,,,,,
27,PT11M25.00S,2025-03-09T01:41:54.1Z,1,REGULAR,rebound,offensive,[],1627759,,,1610612738,0,3,2025-03-09T01:44:01Z,87500,False,,,0,,J. Brown REBOUND (Off:1 Def:0),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,26.0,1.0,0.0,1.0,,,,,,,,,,
9,PT11M25.00S,2025-03-09T01:41:59.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,91.5407358738502,51.9607843137255,1610612738,0,3,2025-03-09T01:44:05Z,90000,False,10.0,27.0,1,right,MISS J. Brown tip Layup,[1627759],1610612738.0,BOS,tip,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.87,Missed,,,,,,,,,,,,,,,,,,
10,PT11M24.00S,2025-03-09T01:42:00.5Z,1,REGULAR,rebound,offensive,[],201950,,,1610612738,0,3,2025-03-09T01:42:23Z,100000,False,,,0,,J. Holiday REBOUND (Off:1 Def:0),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,
11,PT11M19.00S,2025-03-09T01:42:04.7Z,1,REGULAR,turnover,bad pass,[],201950,,,1610612738,0,3,2025-03-09T01:42:13Z,110000,False,,,0,,J. Holiday bad pass TURNOVER (1 TO),"[201950, 1629029]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1.0,Dončić,1629029.0,,,,,,,
12,PT11M19.00S,2025-03-09T01:42:04.7Z,1,REGULAR,steal,,[],1629029,,,1610612747,0,3,2025-03-09T01:42:06Z,120000,False,,,0,,L. Dončić STEAL (1 STL),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M15.00S,2025-03-09T01:42:08.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630559,6.915243101182654,48.28431372549019,1610612747,0,5,2025-03-09T01:49:04Z,130000,False,9.0,13.0,1,left,A. Reaves running finger roll Layup (2 PTS) (L. Dončić 1 AST),"[1630559, 1629029]",1610612747.0,LAL,running finger roll,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,1.52,Made,2.0,L. Dončić,1629029.0,1.0,,,,,,,,,,,,,,
