actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-12-07T00:43:47.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-07T00:43:47Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-12-07T00:43:49.2Z,1,REGULAR,jumpball,recovered,[],203507,,,1610612749,0,0,2024-12-07T00:43:49Z,40000,False,,,0,,Jump Ball B. Lopez vs. A. Horford: Tip to G. Antetokounmpo,"[203507, 201572, 201143]",1610612749.0,MIL,startperiod,G. Antetokounmpo,203507.0,Antetokounmpo,G. Antetokounmpo,Lopez,201572.0,Horford,201143.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2024-12-07T00:44:00.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201572,16.770696452036795,36.76470588235294,1610612749,0,0,2024-12-07T00:44:08Z,70000,False,66.0,105.0,1,left,MISS B. Lopez 12' turnaround Hook,[201572],1610612749.0,MIL,turnaround,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Right,12.42,Missed,,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2024-12-07T00:44:02.5Z,1,REGULAR,rebound,defensive,[],201950,,,1610612738,0,0,2024-12-07T00:44:08Z,80000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M34.00S,2024-12-07T00:44:11.8Z,1,REGULAR,3pt,Jump Shot,[],1628369,73.53810775295663,16.42156862745098,1610612738,3,0,2024-12-07T00:44:16Z,90000,False,-168.0,196.0,1,right,J. Tatum 25' 3PT  (3 PTS) (J. Holiday 1 AST),"[1628369, 201950]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,25.82,Made,,,,,3.0,J. Holiday,201950.0,1.0,,,,,,,,,,
11,PT11M24.00S,2024-12-07T00:44:23.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,5.601182654402102,55.14705882352941,1610612749,3,0,2024-12-07T00:45:09Z,110000,False,-26.0,0.0,1,left,MISS G. Antetokounmpo driving Layup - blocked,"[203507, 201143]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.57,Missed,,,,,,,,,Horford,201143.0,,,,,,,,
12,PT11M24.00S,2024-12-07T00:44:23.8Z,1,REGULAR,block,,[],201143,,,1610612749,3,0,2024-12-07T00:44:26Z,120000,False,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M23.00S,2024-12-07T00:44:24.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,3,0,2024-12-07T00:45:09Z,130000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Restricted Area,0-8 Center,,,11.0,,,,,,,,,,,,,,,,,
15,PT11M20.00S,2024-12-07T00:44:43.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203507,22.946780551905388,47.30392156862745,1610612749,3,0,2024-12-07T00:44:56Z,150000,False,13.0,163.0,1,left,MISS G. Antetokounmpo 16' pullup Shot,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Center,16.38,Missed,,,,,,,,,,,,,,,,,,
16,PT11M18.00S,2024-12-07T00:44:45.7Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,3,0,2024-12-07T00:44:56Z,160000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
