actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
15,PT10M39.00S,2024-12-31T20:14:06.9Z,1,REGULAR,3pt,Jump Shot,[],201950,6.783837056504599,97.30392156862744,1610612738,0,0,2024-12-31T20:14:15Z,150000,False,-237.0,11.0,1,left,MISS J. Holiday 3PT,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,23.68,Missed,,,,,,,,,,,,,,,,,,
16,PT10M37.00S,2024-12-31T20:14:08.9Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612761,0,0,2024-12-31T20:14:15Z,160000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612761.0,TOR,,,,Mitchell,D. Mitchell,,,,,Left Corner 3,24+ Left,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M26.00S,2024-12-31T20:14:19.7Z,1,REGULAR,3pt,Jump Shot,[],1642266,94.95729303547962,96.07843137254902,1610612761,0,0,2024-12-31T20:14:28Z,170000,False,230.0,-5.0,1,right,MISS J. Walter 3PT,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Right Corner 3,24+ Right,23.05,Missed,,,,,,,,,,,,,,,,,,
18,PT10M25.00S,2024-12-31T20:14:24.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,0,0,2024-12-31T20:14:24Z,180000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Right Corner 3,24+ Right,,,17.0,,,,,,,,,,,,,,,,,
20,PT10M17.00S,2024-12-31T20:14:50.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630567,75.77201051248358,89.4607843137255,1610612761,0,0,2024-12-31T20:15:00Z,200000,False,197.0,175.0,1,right,MISS S. Barnes 26' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,26.39,Missed,,,,,,,,,,,,,,,,,,
21,PT10M16.00S,2024-12-31T20:14:51.2Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612761,0,0,2024-12-31T20:15:00Z,210000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:0),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,,,20.0,1.0,0.0,1.0,,,,,,,,,,,,,,
22,PT10M14.00S,2024-12-31T20:14:57.0Z,1,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612761,0,0,2024-12-31T20:15:17Z,220000,False,,,0,,J. Brown shooting personal FOUL (1 PF) (Poeltl 2 FT),"[1627759, 1627751]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,1628172.0,1.0,0.0,Poeltl,1627751.0,,,,,,,,,
24,PT10M14.00S,2024-12-31T20:15:18.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1627751,,,1610612761,0,1,2024-12-31T20:15:18Z,240000,False,,,0,,J. Poeltl Free Throw 1 of 2 (1 PTS),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
25,PT10M14.00S,2024-12-31T20:15:18.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1627751,,,1610612761,0,1,2024-12-31T20:15:42Z,250000,False,,,0,,MISS J. Poeltl Free Throw 2 of 2,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
26,PT10M14.00S,2024-12-31T20:15:18.4Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,0,1,2024-12-31T20:15:42Z,260000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,
27,PT09M59.00S,2024-12-31T20:15:52.1Z,1,REGULAR,3pt,Jump Shot,[],1628369,5.863994743758213,96.56862745098039,1610612738,0,1,2024-12-31T20:15:59Z,270000,False,-233.0,3.0,1,left,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Left Corner 3,24+ Left,23.28,Missed,,,,,,,,,,,,,,,,,,
28,PT09M57.00S,2024-12-31T20:15:54.1Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,0,1,2024-12-31T20:15:59Z,280000,False,,,0,,S. Barnes REBOUND (Off:0 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Left Corner 3,24+ Left,,,27.0,3.0,3.0,0.0,,,,,,,,,,,,,,
29,PT09M42.00S,2024-12-31T20:16:08.2Z,1,REGULAR,3pt,Jump Shot,[],1642266,67.88764783180025,74.75490196078431,1610612761,0,1,2024-12-31T20:16:16Z,290000,False,124.0,249.0,1,right,MISS J. Walter 27' step back 3PT,[1642266],1610612761.0,TOR,step back,,,Walter,J. Walter,,,,,Above the Break 3,24+ Right Center,27.84,Missed,,,,,,,,,,,,,,,,,,
30,PT09M40.00S,2024-12-31T20:16:10.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,0,1,2024-12-31T20:16:16Z,300000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,29.0,,,,,,,,,,,,,,,,,
32,PT09M25.00S,2024-12-31T20:16:28.9Z,1,REGULAR,3pt,Jump Shot,[],201143,30.042706964520367,30.637254901960787,1610612738,0,1,2024-12-31T20:16:35Z,320000,False,97.0,230.0,1,left,MISS A. Horford 24' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,24.94,Missed,,,,,,,,,,,,,,,,,,
33,PT09M24.00S,2024-12-31T20:16:29.9Z,1,REGULAR,rebound,defensive,[],1630534,,,1610612761,0,1,2024-12-31T20:16:35Z,330000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:1),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Right Center,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT09M13.00S,2024-12-31T20:16:41.0Z,1,REGULAR,2pt,Jump Shot,[],1630567,85.3646517739816,27.450980392156865,1610612761,0,3,2024-12-31T20:16:45Z,340000,False,-113.0,85.0,1,right,S. Barnes 14' turnaround fadeaway Jump Shot (2 PTS),[1630567],1610612761.0,TOR,turnaround fadeaway,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,14.12,Made,,,,,,,,,,2.0,,,,,,,,
35,PT08M51.00S,2024-12-31T20:17:03.9Z,1,REGULAR,2pt,Layup,[],1628401,8.229303547963205,33.82352941176471,1610612738,0,3,2024-12-31T20:17:13Z,350000,False,81.0,25.0,1,left,MISS D. White 8' driving Layup - blocked,"[1628401, 1630567]",1610612738.0,BOS,driving,,,White,D. White,,,,,Mid-Range,8-16 Right,8.46,Missed,,,,,,,,,,,Barnes,1630567.0,,,,,,
36,PT08M51.00S,2024-12-31T20:17:03.9Z,1,REGULAR,block,,[],1630567,,,1610612738,0,3,2024-12-31T20:17:36Z,360000,False,,,0,,S. Barnes BLOCK (1 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
37,PT08M50.00S,2024-12-31T20:17:04.9Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,0,3,2024-12-31T20:17:13Z,370000,False,,,0,,S. Barnes REBOUND (Off:0 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Right,,,35.0,4.0,4.0,0.0,,,,,,,,,,,,,,
38,PT08M45.00S,2024-12-31T20:17:15.8Z,1,REGULAR,turnover,out-of-bounds,[],1630558,,,1610612761,0,3,2024-12-31T20:17:22Z,380000,False,,,0,,D. Mitchell bad pass out-of-bounds TURNOVER (1 TO),[1630558],1610612761.0,TOR,bad pass,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Left,,,,,,,1628951.0,,,,,,,,1.0,,,,,
39,PT08M35.00S,2024-12-31T20:17:25.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201950,7.835085413929041,62.745098039215684,1610612738,0,3,2024-12-31T20:17:33Z,390000,False,-64.0,21.0,1,left,MISS J. Holiday 6' turnaround fadeaway Shot,[201950],1610612738.0,BOS,turnaround fadeaway,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,6.71,Missed,,,,,,,,,,,,,,,,,,
40,PT08M34.00S,2024-12-31T20:17:26.3Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,0,3,2024-12-31T20:17:33Z,400000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,39.0,2.0,1.0,1.0,,,,,,,,,,,,,,
41,PT08M13.00S,2024-12-31T20:17:47.3Z,1,REGULAR,turnover,lost ball,[],1627751,,,1610612761,0,3,2024-12-31T20:17:51Z,410000,False,,,0,,J. Poeltl lost ball TURNOVER (1 TO),"[1627751, 201950]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,1.0,Holiday,201950.0,,,
42,PT08M13.00S,2024-12-31T20:17:47.3Z,1,REGULAR,steal,,[],201950,,,1610612738,0,3,2024-12-31T20:17:49Z,420000,False,,,0,,J. Holiday STEAL (1 STL),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
43,PT08M08.00S,2024-12-31T20:17:52.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628369,15.193823915900131,4.166666666666666,1610612738,0,3,2024-12-31T20:19:06Z,430000,False,229.0,90.0,1,left,MISS J. Tatum 24' running 3PT,[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right,24.63,Missed,,,,,,,,,,,,,,,,,,
44,PT08M07.00S,2024-12-31T20:17:53.7Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,0,3,2024-12-31T20:18:00Z,440000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:2),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right,,,43.0,3.0,2.0,1.0,,,,,,,,,,,,,,
45,PT07M45.00S,2024-12-31T20:18:15.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630534,92.85479632063075,44.85294117647059,1610612761,0,3,2024-12-31T20:19:40Z,450000,False,-26.0,15.0,1,right,MISS O. Agbaji reverse Layup,[1630534],1610612761.0,TOR,reverse,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,2.96,Missed,,,,,,,,,,,,,,,,,,
46,PT07M44.00S,2024-12-31T20:18:16.8Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,0,3,2024-12-31T20:18:21Z,460000,False,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,45.0,3.0,3.0,0.0,,,,,,,,,,,,,,
47,PT07M35.00S,2024-12-31T20:18:25.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.915243101182654,53.67647058823529,1610612738,2,3,2024-12-31T20:18:28Z,470000,False,-18.0,13.0,1,left,J. Brown driving Layup (2 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.22,Made,,,,,,,,,,2.0,,,,,,,,
48,PT07M34.00S,2024-12-31T20:18:35.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,2,3,2024-12-31T20:18:35Z,480000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M34.00S,2024-12-31T20:21:02.2Z,1,REGULAR,substitution,out,[],1642266,,,1610612761,2,3,2024-12-31T20:21:22Z,490000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M34.00S,2024-12-31T20:21:02.2Z,1,REGULAR,substitution,in,[],1628971,,,1610612761,2,3,2024-12-31T20:21:22Z,500000,False,,,0,,SUB in: B. Brown,[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M21.00S,2024-12-31T20:21:40.0Z,1,REGULAR,2pt,Jump Shot,[],1630567,73.80091984231275,52.69607843137255,1610612761,2,3,2024-12-31T20:21:46Z,510000,False,13.0,194.0,1,right,MISS S. Barnes 19' step back Shot,[1630567],1610612761.0,TOR,step back,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Center,19.43,Missed,,,,,,,,,,,,,,,,,,
52,PT07M20.00S,2024-12-31T20:21:41.0Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,2,3,2024-12-31T20:21:46Z,520000,False,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,,,51.0,2.0,2.0,0.0,,,,,,,,,,,,,,
53,PT07M01.00S,2024-12-31T20:22:00.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.966491458607096,56.127450980392155,1610612738,2,3,2024-12-31T20:22:09Z,530000,False,-31.0,22.0,1,left,MISS J. Brown driving Layup - blocked,"[1627759, 1630534]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.79,Missed,,,,,,,,,,,Agbaji,1630534.0,,,,,,
54,PT07M01.00S,2024-12-31T20:22:00.1Z,1,REGULAR,block,,[],1630534,,,1610612738,2,3,2024-12-31T20:22:02Z,540000,False,,,0,,O. Agbaji BLOCK (1 BLK),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
55,PT07M00.00S,2024-12-31T20:22:01.1Z,1,REGULAR,rebound,offensive,[],1627759,,,1610612738,2,3,2024-12-31T20:22:09Z,550000,False,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,53.0,3.0,2.0,1.0,,,,,,,,,,,,,,
56,PT06M59.00S,2024-12-31T20:22:04.8Z,1,REGULAR,turnover,bad pass,[],1627759,,,1610612738,2,3,2024-12-31T20:22:45Z,560000,False,,,0,,J. Brown bad pass TURNOVER (1 TO),"[1627759, 1627751]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,Poeltl,1627751.0,,,
57,PT06M59.00S,2024-12-31T20:22:04.8Z,1,REGULAR,steal,,[],1627751,,,1610612761,2,3,2024-12-31T20:22:45Z,570000,False,,,0,,J. Poeltl STEAL (1 STL),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
58,PT06M56.00S,2024-12-31T20:22:14.1Z,1,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612761,2,3,2024-12-31T20:22:31Z,580000,False,,,0,,D. White shooting personal FOUL (1 PF) (Brown 2 FT),"[1628401, 1628971]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,202041.0,1.0,0.0,Brown,1628971.0,,,,,,,,,
60,PT06M56.00S,2024-12-31T20:22:35.2Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628971,,,1610612761,2,3,2024-12-31T20:23:23Z,600000,False,,,0,,MISS B. Brown Free Throw 1 of 2,[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
61,PT06M56.00S,2024-12-31T20:22:35.2Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612761,2,3,2024-12-31T20:23:23Z,610000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,
62,PT06M56.00S,2024-12-31T20:22:35.2Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1628971,,,1610612761,2,4,2024-12-31T20:23:23Z,620000,False,,,0,,B. Brown Free Throw 2 of 2 (1 PTS),[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
63,PT06M38.00S,2024-12-31T20:23:12.4Z,1,REGULAR,3pt,Jump Shot,[],201143,32.14520367936925,38.23529411764706,1610612738,2,4,2024-12-31T20:23:19Z,630000,False,59.0,250.0,1,left,MISS A. Horford 25' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,25.65,Missed,,,,,,,,,,,,,,,,,,
64,PT06M35.00S,2024-12-31T20:23:15.4Z,1,REGULAR,rebound,offensive,[],1627759,,,1610612738,2,4,2024-12-31T20:23:19Z,640000,False,,,0,,J. Brown REBOUND (Off:2 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,63.0,4.0,2.0,2.0,,,,,,,,,,,,,,
65,PT06M31.00S,2024-12-31T20:23:19.4Z,1,REGULAR,turnover,bad pass,[],1627759,,,1610612738,2,4,2024-12-31T20:23:22Z,650000,False,,,0,,J. Brown bad pass TURNOVER (2 TO),"[1627759, 1630567]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,2.0,Barnes,1630567.0,,,
66,PT06M31.00S,2024-12-31T20:23:19.4Z,1,REGULAR,steal,,[],1630567,,,1610612761,2,4,2024-12-31T20:23:21Z,660000,False,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
67,PT06M26.00S,2024-12-31T20:23:23.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630534,92.9862023653088,51.9607843137255,1610612761,2,6,2024-12-31T20:24:26Z,670000,False,10.0,13.0,1,right,O. Agbaji running Layup (2 PTS) (D. Mitchell 1 AST),"[1630534, 1630558]",1610612761.0,TOR,running,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,1.66,Made,,,,,,,,,,2.0,,,,,,D. Mitchell,1630558.0,1.0
69,PT06M12.00S,2024-12-31T20:23:37.5Z,1,REGULAR,3pt,Jump Shot,[],1628401,26.888961892247043,18.137254901960784,1610612738,5,6,2024-12-31T20:23:41Z,690000,False,159.0,200.0,1,left,D. White 25' 3PT  (3 PTS) (J. Tatum 1 AST),"[1628401, 1628369]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,25.59,Made,,,,,,,,,,3.0,,,,,,J. Tatum,1628369.0,1.0
71,PT05M47.00S,2024-12-31T20:24:01.9Z,1,REGULAR,3pt,Jump Shot,[],1630567,64.73390275952694,26.47058823529412,1610612761,5,6,2024-12-31T20:24:07Z,710000,False,-118.0,279.0,1,right,MISS S. Barnes 30' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,30.28,Missed,,,,,,,,,,,,,,,,,,
72,PT05M46.00S,2024-12-31T20:24:02.9Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,5,6,2024-12-31T20:24:07Z,720000,False,,,0,,J. Brown REBOUND (Off:2 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,71.0,5.0,3.0,2.0,,,,,,,,,,,,,,
73,PT05M34.00S,2024-12-31T20:24:15.4Z,1,REGULAR,3pt,Jump Shot,[],201950,32.276609724047304,63.23529411764706,1610612738,8,6,2024-12-31T20:24:19Z,730000,False,-66.0,251.0,1,left,J. Holiday 25' 3PT pullup (3 PTS) (A. Horford 1 AST),"[201950, 201143]",1610612738.0,BOS,pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,25.95,Made,,,,,,,,,,3.0,,,,,,A. Horford,201143.0,1.0
74,PT05M21.00S,2024-12-31T20:24:30.6Z,1,REGULAR,turnover,lost ball,[],1630567,,,1610612761,8,6,2024-12-31T20:24:37Z,740000,False,,,0,,S. Barnes lost ball TURNOVER (1 TO),"[1630567, 201143]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,Horford,201143.0,,,
75,PT05M21.00S,2024-12-31T20:24:30.6Z,1,REGULAR,steal,,[],201143,,,1610612738,8,6,2024-12-31T20:25:35Z,750000,False,,,0,,A. Horford STEAL (1 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
76,PT05M15.00S,2024-12-31T20:24:35.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628401,6.389618922470433,51.9607843137255,1610612738,10,6,2024-12-31T20:24:43Z,760000,False,-10.0,8.0,1,left,D. White running alley-oop Layup (5 PTS) (J. Brown 1 AST),"[1628401, 1627759]",1610612738.0,BOS,running alley-oop,,,White,D. White,,,,,Restricted Area,0-8 Center,1.24,Made,,,,,,,,,,5.0,,,,,,J. Brown,1627759.0,1.0
78,PT05M15.00S,2024-12-31T20:24:43.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,10,6,2024-12-31T20:24:43Z,780000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M15.00S,2024-12-31T20:26:56.4Z,1,REGULAR,substitution,out,[],1627759,,,1610612761,10,6,2024-12-31T20:27:18Z,790000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
