actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-03-18T23:40:44.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-18T23:40:44Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-03-18T23:40:50.9Z,1,REGULAR,jumpball,recovered,[],1630533,,,1610612751,0,0,2025-03-18T23:40:50Z,40000,False,,,0,,Jump Ball N. Claxton vs. K. Porziņģis: Tip to Z. Williams,"[1630533, 1629651, 204001]",1610612751.0,BKN,startperiod,Z. Williams,1630533.0,Williams,Z. Williams,Claxton,1629651.0,Porziņģis,204001.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-03-18T23:41:01.6Z,1,REGULAR,foul,personal,['2freethrow'],1630573,,,1610612751,0,0,2025-03-18T23:41:13Z,70000,False,,,0,,S. Hauser shooting personal FOUL (1 PF) (Williams 2 FT),"[1630573, 1630533]",1610612738.0,BOS,shooting,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,1628171.0,1.0,0.0,Williams,1630533.0,,,,,,,,,,,,,,,
9,PT11M44.00S,2025-03-18T23:41:32.1Z,1,REGULAR,freethrow,1 of 2,[],1630533,,,1610612751,0,1,2025-03-18T23:41:32Z,90000,False,,,0,,Z. Williams Free Throw 1 of 2 (1 PTS),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
10,PT11M44.00S,2025-03-18T23:41:54.3Z,1,REGULAR,freethrow,2 of 2,[],1630533,,,1610612751,0,2,2025-03-18T23:41:54Z,100000,False,,,0,,Z. Williams Free Throw 2 of 2 (2 PTS),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
11,PT11M29.00S,2025-03-18T23:42:12.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,91.40932982917214,56.127450980392155,1610612738,2,2,2025-03-18T23:42:40Z,110000,False,31.0,28.0,1,right,K. Porziņģis driving floating bank Jump Shot (2 PTS) (A. Horford 1 AST),"[204001, 201143]",1610612738.0,BOS,driving floating bank,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,4.17,A. Horford,201143.0,1.0,,,,,,,,,
13,PT11M29.00S,2025-03-18T23:42:17.5Z,1,REGULAR,foul,personal,['1freethrow'],1629661,,,1610612738,2,2,2025-03-18T23:42:44Z,130000,False,,,0,,C. Johnson shooting personal FOUL (1 PF) (Porziņģis 1 FT),"[1629661, 204001]",1610612751.0,BKN,shooting,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,1628171.0,1.0,0.0,Porziņģis,204001.0,,,,,,,,,,,,,,,
15,PT11M29.00S,2025-03-18T23:42:45.0Z,1,REGULAR,freethrow,1 of 1,[],204001,,,1610612738,3,2,2025-03-18T23:42:45Z,150000,False,,,0,,K. Porziņģis Free Throw 1 of 1 (3 PTS),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
16,PT11M13.00S,2025-03-18T23:43:02.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,12.959921156373195,52.20588235294118,1610612751,3,4,2025-03-18T23:43:13Z,160000,False,-11.0,69.0,1,left,D. Russell 7' driving floating Jump Shot (2 PTS) (N. Claxton 1 AST),"[1626156, 1629651]",1610612751.0,BKN,driving floating,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,7.02,N. Claxton,1629651.0,1.0,,,,,,,,,
18,PT10M59.00S,2025-03-18T23:43:17.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204001,93.11760840998686,52.94117647058824,1610612738,5,4,2025-03-18T23:43:53Z,180000,False,15.0,12.0,1,right,K. Porziņģis Layup (5 PTS) (D. White 1 AST),"[204001, 1628401]",1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,1.91,D. White,1628401.0,1.0,,,,,,,,,
