actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
87,PT05M08.00S,2025-04-13T17:24:42.9Z,1,REGULAR,substitution,out,[],203994,,,1610612766,22,5,2025-04-13T17:25:28Z,860000,False,,,0,,SUB out: J. Nurkić,[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M08.00S,2025-04-13T17:24:42.9Z,1,REGULAR,substitution,out,[],1642354,,,1610612766,22,5,2025-04-13T17:25:28Z,870000,False,,,0,,SUB out: K. Simpson,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M08.00S,2025-04-13T17:24:42.9Z,1,REGULAR,substitution,out,[],1642275,,,1610612766,22,5,2025-04-13T17:25:28Z,880000,False,,,0,,SUB out: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M08.00S,2025-04-13T17:24:42.9Z,1,REGULAR,substitution,in,[],1631120,,,1610612766,22,5,2025-04-13T17:25:28Z,890000,False,,,0,,SUB in: J. Davison,[1631120],1610612738.0,BOS,,,,Davison,J. Davison,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M08.00S,2025-04-13T17:24:42.9Z,1,REGULAR,substitution,in,[],1641775,,,1610612766,22,5,2025-04-13T17:25:28Z,900000,False,,,0,,SUB in: J. Walsh,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M08.00S,2025-04-13T17:24:42.9Z,1,REGULAR,substitution,in,[],201959,,,1610612766,22,5,2025-04-13T17:25:28Z,910000,False,,,0,,SUB in: T. Gibson,[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M08.00S,2025-04-13T17:24:42.9Z,1,REGULAR,substitution,in,[],1641878,,,1610612766,22,5,2025-04-13T17:25:28Z,920000,False,,,0,,SUB in: D. Baugh,[1641878],1610612766.0,CHA,,,,Baugh,D. Baugh,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M08.00S,2025-04-13T17:24:42.9Z,1,REGULAR,substitution,in,[],1631217,,,1610612766,22,5,2025-04-13T17:25:28Z,930000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M08.00S,2025-04-13T17:24:42.9Z,1,REGULAR,substitution,in,[],1631111,,,1610612766,22,5,2025-04-13T17:25:28Z,940000,False,,,0,,SUB in: W. Moore Jr.,[1631111],1610612766.0,CHA,,,,Moore Jr.,W. Moore Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M50.00S,2025-04-13T17:25:55.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201959,80.3712220762155,50.98039215686274,1610612766,22,5,2025-04-13T17:26:02Z,950000,False,5.0,132.0,1,right,MISS T. Gibson 13' Jump Shot,[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,In The Paint (Non-RA),8-16 Center,13.21,Missed,,,,,,,,,,,,,,,,,,
97,PT04M47.00S,2025-04-13T17:25:58.8Z,1,REGULAR,rebound,defensive,[],1641775,,,1610612738,22,5,2025-04-13T17:26:02Z,960000,False,,,0,,J. Walsh REBOUND (Off:0 Def:1),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,96.0,,,,1.0,1.0,0.0,,,,,
98,PT04M29.00S,2025-04-13T17:26:16.2Z,1,REGULAR,2pt,Jump Shot,[],1631248,21.369908015768726,66.91176470588235,1610612738,22,5,2025-04-13T17:26:21Z,970000,False,-85.0,148.0,1,left,MISS B. Scheierman 17' pullup Shot,[1631248],1610612738.0,BOS,pullup,,,Scheierman,B. Scheierman,,,,,Mid-Range,16-24 Left Center,17.08,Missed,,,,,,,,,,,,,,,,,,
99,PT04M26.00S,2025-04-13T17:26:19.2Z,1,REGULAR,rebound,offensive,[],1641775,,,1610612738,22,5,2025-04-13T17:26:21Z,980000,False,,,0,,J. Walsh REBOUND (Off:1 Def:1),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Mid-Range,16-24 Left Center,,,,,,,,,98.0,,,,2.0,1.0,1.0,,,,,
100,PT04M21.00S,2025-04-13T17:26:24.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631120,16.770696452036795,38.48039215686275,1610612738,24,5,2025-04-13T17:26:36Z,990000,False,58.0,105.0,1,left,J. Davison 11' driving floating Jump Shot (2 PTS) (N. Queta 2 AST),"[1631120, 1629674]",1610612738.0,BOS,driving floating,,,Davison,J. Davison,,,,,In The Paint (Non-RA),8-16 Center,11.98,Made,2.0,,,,,,,N. Queta,1629674.0,2.0,,,,,,,,
102,PT04M01.00S,2025-04-13T17:26:44.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631217,86.02168199737189,48.77450980392157,1610612766,24,7,2025-04-13T18:07:40Z,1010000,False,-6.0,79.0,1,right,M. Diabaté 7' turnaround Jump Shot (2 PTS) (J. Sims 1 AST),"[1631217, 1631301]",1610612766.0,CHA,turnaround,,,Diabaté,M. Diabaté,,,,,In The Paint (Non-RA),0-8 Center,7.91,Made,2.0,,,,,,,J. Sims,1631301.0,1.0,,,,,,,,
104,PT03M42.00S,2025-04-13T17:27:02.5Z,1,REGULAR,3pt,Jump Shot,[],1631248,40.42378449408673,48.529411764705884,1610612738,24,7,2025-04-13T17:27:08Z,1030000,False,7.0,327.0,1,left,MISS B. Scheierman 32' 3PT,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Center,32.76,Missed,,,,,,,,,,,,,,,,,,
105,PT03M39.00S,2025-04-13T17:27:05.5Z,1,REGULAR,rebound,defensive,[],201959,,,1610612766,24,7,2025-04-13T17:27:08Z,1040000,False,,,0,,T. Gibson REBOUND (Off:0 Def:1),[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,Above the Break 3,24+ Center,,,,,,,,,104.0,,,,1.0,1.0,0.0,,,,,
106,PT03M33.00S,2025-04-13T17:27:12.4Z,1,REGULAR,3pt,Jump Shot,[],1631301,67.09921156373193,24.754901960784316,1610612766,24,7,2025-04-13T17:27:19Z,1050000,False,-126.0,257.0,1,right,MISS J. Sims 28' 3PT,[1631301],1610612766.0,CHA,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Left Center,28.61,Missed,,,,,,,,,,,,,,,,,,
107,PT03M29.00S,2025-04-13T17:27:17.2Z,1,REGULAR,rebound,offensive,[],201959,,,1610612766,24,7,2025-04-13T17:27:17Z,1060000,False,,,0,,T. Gibson REBOUND (Off:1 Def:1),[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,106.0,,,,2.0,1.0,1.0,,,,,
108,PT03M16.00S,2025-04-13T17:27:29.6Z,1,REGULAR,turnover,lost ball,[],1631217,,,1610612766,24,7,2025-04-13T17:27:34Z,1070000,False,,,0,,M. Diabaté lost ball TURNOVER (1 TO),"[1631217, 1629674]",1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Queta,1629674.0
109,PT03M16.00S,2025-04-13T17:27:29.6Z,1,REGULAR,steal,,[],1629674,,,1610612738,24,7,2025-04-13T17:27:31Z,1080000,False,,,0,,N. Queta STEAL (1 STL),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
110,PT03M07.00S,2025-04-13T17:27:38.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630573,28.991458607095925,80.3921568627451,1610612738,24,7,2025-04-13T17:27:45Z,1090000,False,-152.0,220.0,1,left,MISS S. Hauser 26' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,26.74,Missed,,,,,,,,,,,,,,,,,,
111,PT03M05.00S,2025-04-13T17:27:40.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,24,7,2025-04-13T17:27:45Z,1100000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,110.0,,,,,,,,,,,
113,PT02M55.00S,2025-04-13T17:27:59.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631301,92.9862023653088,48.03921568627451,1610612766,24,9,2025-04-13T17:28:04Z,1120000,False,-10.0,13.0,1,right,J. Sims cutting DUNK (2 PTS) (D. Baugh 1 AST),"[1631301, 1641878]",1610612766.0,CHA,cutting,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,1.66,Made,2.0,,,,,,,D. Baugh,1641878.0,1.0,,,,,,,,
115,PT02M44.00S,2025-04-13T17:28:10.6Z,1,REGULAR,3pt,Jump Shot,[],1631248,26.757555847568987,14.460784313725492,1610612738,27,9,2025-04-13T17:28:16Z,1140000,False,178.0,199.0,1,left,B. Scheierman 26' 3PT pullup (3 PTS),[1631248],1610612738.0,BOS,pullup,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Right Center,26.68,Made,3.0,,,,,,,,,,,,,,,,,
116,PT02M19.00S,2025-04-13T17:28:35.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201959,89.04402102496715,61.76470588235294,1610612766,27,11,2025-04-13T17:28:43Z,1150000,False,59.0,50.0,1,right,T. Gibson 7' turnaround Hook (2 PTS) (W. Moore Jr. 1 AST),"[201959, 1631111]",1610612766.0,CHA,turnaround,,,Gibson,T. Gibson,,,,,In The Paint (Non-RA),0-8 Center,7.75,Made,2.0,,,,,,,W. Moore Jr.,1631111.0,1.0,,,,,,,,
118,PT02M01.00S,2025-04-13T17:28:53.6Z,1,REGULAR,3pt,Jump Shot,[],1641775,32.276609724047304,67.64705882352942,1610612738,27,11,2025-04-13T17:28:58Z,1170000,False,-88.0,251.0,1,left,MISS J. Walsh 26' 3PT,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Above the Break 3,24+ Left Center,26.6,Missed,,,,,,,,,,,,,,,,,,
119,PT01M59.00S,2025-04-13T17:28:55.6Z,1,REGULAR,rebound,defensive,[],201959,,,1610612766,27,11,2025-04-13T17:28:58Z,1180000,False,,,0,,T. Gibson REBOUND (Off:1 Def:2),[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,118.0,,,,3.0,2.0,1.0,,,,,
120,PT01M51.00S,2025-04-13T17:29:04.2Z,1,REGULAR,2pt,Jump Shot,[],1631301,92.9862023653088,31.127450980392158,1610612766,27,13,2025-04-13T17:34:02Z,1190000,False,-94.0,13.0,1,right,J. Sims 9' driving floating Jump Shot (4 PTS),[1631301],1610612766.0,CHA,driving floating,,,Sims,J. Sims,,,,,Mid-Range,8-16 Left,9.53,Made,4.0,,,,,,,,,,,,,,,,,
122,PT01M39.00S,2025-04-13T17:29:19.5Z,1,REGULAR,foul,personal,[],1631301,,,1610612738,27,13,2025-04-13T17:29:38Z,1210000,False,,,0,,J. Sims personal FOUL (1 PF),"[1631301, 1630573]",1610612766.0,CHA,,,,Sims,J. Sims,,,,,Mid-Range,16-24 Center,,,,1628487.0,1.0,0.0,Hauser,1630573.0,,,,,,,,,,,,
124,PT01M36.00S,2025-04-13T17:29:35.8Z,1,REGULAR,3pt,Jump Shot,[],1630573,29.6484888304862,80.3921568627451,1610612738,30,13,2025-04-13T17:29:40Z,1230000,False,-152.0,226.0,1,left,S. Hauser 27' 3PT  (12 PTS) (J. Davison 1 AST),"[1630573, 1631120]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,27.25,Made,12.0,,,,,,,J. Davison,1631120.0,1.0,,,,,,,,
126,PT01M19.00S,2025-04-13T17:29:52.4Z,1,REGULAR,3pt,Jump Shot,[],1631111,90.3580814717477,4.6568627450980395,1610612766,30,13,2025-04-13T17:36:16Z,1250000,False,-227.0,38.0,1,right,MISS W. Moore Jr. step back 3PT,[1631111],1610612766.0,CHA,step back,,,Moore Jr.,W. Moore Jr.,,,,,Left Corner 3,24+ Left,22.99,Missed,,,,,,,,,,,,,,,,,,
127,PT01M14.00S,2025-04-13T17:29:57.4Z,1,REGULAR,rebound,defensive,[],1641775,,,1610612738,30,13,2025-04-13T17:30:00Z,1260000,False,,,0,,J. Walsh REBOUND (Off:1 Def:2),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Left Corner 3,24+ Left,,,,,,,,,126.0,,,,3.0,2.0,1.0,,,,,
128,PT01M10.00S,2025-04-13T17:30:01.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641775,6.258212877792378,46.81372549019608,1610612738,30,13,2025-04-13T17:30:09Z,1270000,False,16.0,6.0,1,left,MISS J. Walsh running Layup,[1641775],1610612738.0,BOS,running,,,Walsh,J. Walsh,,,,,Restricted Area,0-8 Center,1.71,Missed,,,,,,,,,,,,,,,,,,
129,PT01M08.00S,2025-04-13T17:30:03.4Z,1,REGULAR,rebound,offensive,[],1631248,,,1610612738,30,13,2025-04-13T17:30:09Z,1280000,False,,,0,,B. Scheierman REBOUND (Off:1 Def:0),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Restricted Area,0-8 Center,,,,,,,,,128.0,,,,1.0,0.0,1.0,,,,,
130,PT01M02.00S,2025-04-13T17:30:09.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631120,29.122864651773984,15.686274509803921,1610612738,30,13,2025-04-13T17:30:15Z,1290000,False,172.0,221.0,1,left,MISS J. Davison 28' 3PT,[1631120],1610612738.0,BOS,,,,Davison,J. Davison,,,,,Above the Break 3,24+ Right Center,28.0,Missed,,,,,,,,,,,,,,,,,,
131,PT00M58.20S,2025-04-13T17:30:13.7Z,1,REGULAR,rebound,defensive,[],1631217,,,1610612766,30,13,2025-04-13T17:30:15Z,1300000,False,,,0,,M. Diabaté REBOUND (Off:0 Def:1),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Right Center,,,,,,,,,130.0,,,,1.0,1.0,0.0,,,,,
132,PT00M55.30S,2025-04-13T17:30:18.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641878,92.59198423127464,56.61764705882353,1610612766,30,15,2025-04-13T17:30:26Z,1310000,False,33.0,17.0,1,right,D. Baugh running Layup (2 PTS),[1641878],1610612766.0,CHA,running,,,Baugh,D. Baugh,,,,,Restricted Area,0-8 Center,3.73,Made,2.0,,,,,,,,,,,,,,,,,
133,PT00M35.70S,2025-04-13T17:30:43.5Z,1,REGULAR,3pt,Jump Shot,[],1641775,6.521024967148489,96.32352941176471,1610612738,33,15,2025-04-13T17:30:48Z,1320000,False,-232.0,9.0,1,left,J. Walsh 3PT  (3 PTS) (J. Davison 2 AST),"[1641775, 1631120]",1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Left Corner 3,24+ Left,23.18,Made,3.0,,,,,,,J. Davison,1631120.0,2.0,,,,,,,,
135,PT00M20.70S,2025-04-13T17:31:06.8Z,1,REGULAR,foul,personal,[],1641775,,,1610612766,33,15,2025-04-13T17:31:17Z,1340000,False,,,0,,J. Walsh personal FOUL (1 PF),"[1641775, 1631301]",1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Above the Break 3,24+ Center,,,,1628487.0,1.0,0.0,Sims,1631301.0,,,,,,,,,,,,
137,PT00M20.70S,2025-04-13T17:31:17.3Z,1,REGULAR,substitution,out,[],1631111,,,1610612766,33,15,2025-04-13T17:31:21Z,1360000,False,,,0,,SUB out: W. Moore Jr.,[1631111],1610612766.0,CHA,,,,Moore Jr.,W. Moore Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT00M20.70S,2025-04-13T17:31:17.3Z,1,REGULAR,substitution,in,[],1629006,,,1610612766,33,15,2025-04-13T17:31:21Z,1370000,False,,,0,,SUB in: J. Okogie,[1629006],1610612766.0,CHA,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT00M14.20S,2025-04-13T17:31:25.0Z,1,REGULAR,turnover,lost ball,[],1641878,,,1610612766,33,15,2025-04-13T17:42:33Z,1375000,False,,,0,,D. Baugh lost ball TURNOVER (1 TO),"[1641878, 1631120]",1610612766.0,CHA,,,,Baugh,D. Baugh,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Davison,1631120.0
215,PT00M14.20S,2025-04-13T17:31:25.0Z,1,REGULAR,steal,,[],1631120,,,1610612738,33,15,2025-04-13T17:42:33Z,1377500,False,,,0,,J. Davison STEAL (1 STL),[1631120],1610612738.0,BOS,,,,Davison,J. Davison,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
142,PT00M01.40S,2025-04-13T17:31:45.5Z,1,REGULAR,turnover,lost ball,[],1631120,,,1610612738,33,15,2025-04-13T17:31:50Z,1410000,False,,,0,,J. Davison lost ball TURNOVER (1 TO),"[1631120, 1631301]",1610612738.0,BOS,,,,Davison,J. Davison,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,1.0,Sims,1631301.0
143,PT00M01.40S,2025-04-13T17:31:45.5Z,1,REGULAR,steal,,[],1631301,,,1610612766,33,15,2025-04-13T17:31:47Z,1420000,False,,,0,,J. Sims STEAL (1 STL),[1631301],1610612766.0,CHA,,,,Sims,J. Sims,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
146,PT00M00.00S,2025-04-13T17:31:53.5Z,1,REGULAR,period,end,[],0,,,1610612766,33,15,2025-04-13T17:31:53Z,1450000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2025-04-13T17:34:07.4Z,2,REGULAR,substitution,out,['startperiod'],1631120,,,1610612766,33,15,2025-04-13T17:34:34Z,1460000,False,,,0,,SUB out: J. Davison,[1631120],1610612738.0,BOS,,,,Davison,J. Davison,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2025-04-13T17:34:07.4Z,2,REGULAR,substitution,out,['startperiod'],1630573,,,1610612766,33,15,2025-04-13T17:34:34Z,1470000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2025-04-13T17:34:07.4Z,2,REGULAR,substitution,out,['startperiod'],1631248,,,1610612766,33,15,2025-04-13T17:34:34Z,1480000,False,,,0,,SUB out: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2025-04-13T17:34:07.4Z,2,REGULAR,substitution,out,['startperiod'],1631301,,,1610612766,33,15,2025-04-13T17:34:34Z,1490000,False,,,0,,SUB out: J. Sims,[1631301],1610612766.0,CHA,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2025-04-13T17:34:07.4Z,2,REGULAR,substitution,in,['startperiod'],1630202,,,1610612766,33,15,2025-04-13T17:34:34Z,1500000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2025-04-13T17:34:07.4Z,2,REGULAR,substitution,in,['startperiod'],1641809,,,1610612766,33,15,2025-04-13T17:34:34Z,1510000,False,,,0,,SUB in: D. Peterson,[1641809],1610612738.0,BOS,,,,Peterson,D. Peterson,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2025-04-13T17:34:07.4Z,2,REGULAR,substitution,in,['startperiod'],1641936,,,1610612766,33,15,2025-04-13T17:34:34Z,1520000,False,,,0,,SUB in: M. Norris,[1641936],1610612738.0,BOS,,,,Norris,M. Norris,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2025-04-13T17:34:07.4Z,2,REGULAR,substitution,in,['startperiod'],1642354,,,1610612766,33,15,2025-04-13T17:34:34Z,1530000,False,,,0,,SUB in: K. Simpson,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2025-04-13T17:34:35.6Z,2,REGULAR,period,start,[],0,,,1610612738,33,15,2025-04-13T17:34:35Z,1540000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT11M41.00S,2025-04-13T17:34:53.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641775,7.835085413929041,63.725490196078425,1610612738,35,15,2025-04-13T17:34:58Z,1550000,False,-69.0,21.0,1,left,J. Walsh 7' driving Layup (5 PTS) (P. Pritchard 3 AST),"[1641775, 1630202]",1610612738.0,BOS,driving,,,Walsh,J. Walsh,,,,,In The Paint (Non-RA),0-8 Center,7.18,Made,5.0,,,,,,,P. Pritchard,1630202.0,3.0,,,,,,,,
157,PT11M20.00S,2025-04-13T17:35:14.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641878,89.30683311432325,56.61764705882353,1610612766,35,15,2025-04-13T17:35:18Z,1560000,False,33.0,48.0,1,right,MISS D. Baugh driving Layup,[1641878],1610612766.0,CHA,driving,,,Baugh,D. Baugh,,,,,In The Paint (Non-RA),0-8 Center,5.83,Missed,,,,,,,,,,,,,,,,,,
158,PT11M18.00S,2025-04-13T17:35:16.3Z,2,REGULAR,rebound,offensive,[],201959,,,1610612766,35,15,2025-04-13T17:35:18Z,1570000,False,,,0,,T. Gibson REBOUND (Off:2 Def:2),[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,157.0,,,,4.0,2.0,2.0,,,,,
159,PT11M15.00S,2025-04-13T17:35:19.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629006,87.99277266754271,41.42156862745098,1610612766,35,17,2025-04-13T17:35:30Z,1580000,False,-43.0,60.0,1,right,J. Okogie 7' driving floating Jump Shot (2 PTS) (T. Gibson 1 AST),"[1629006, 201959]",1610612766.0,CHA,driving floating,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),0-8 Center,7.41,Made,2.0,,,,,,,T. Gibson,201959.0,1.0,,,,,,,,
162,PT10M55.00S,2025-04-13T17:35:38.8Z,2,REGULAR,3pt,Jump Shot,[],1641809,29.6484888304862,24.754901960784316,1610612738,38,17,2025-04-13T17:41:42Z,1600000,False,126.0,226.0,1,left,D. Peterson 25' 3PT pullup (3 PTS) (N. Queta 3 AST),"[1641809, 1629674]",1610612738.0,BOS,pullup,,,Peterson,D. Peterson,,,,,Above the Break 3,24+ Right Center,25.9,Made,3.0,,,,,,,N. Queta,1629674.0,3.0,,,,,,,,
164,PT10M34.00S,2025-04-13T17:36:02.6Z,2,REGULAR,foul,personal,['2freethrow'],1641809,,,1610612766,38,17,2025-04-13T17:36:14Z,1620000,False,,,0,,D. Peterson shooting personal FOUL (1 PF) (Okogie 2 FT),"[1641809, 1629006]",1610612738.0,BOS,shooting,,,Peterson,D. Peterson,,,,,In The Paint (Non-RA),0-8 Center,,,,200832.0,1.0,0.0,Okogie,1629006.0,,,,,,,,,,,,
166,PT10M34.00S,2025-04-13T17:36:31.6Z,2,REGULAR,freethrow,1 of 2,[],1629006,,,1610612766,38,18,2025-04-13T17:36:31Z,1640000,False,,,0,,J. Okogie Free Throw 1 of 2 (3 PTS),[1629006],1610612766.0,CHA,,,,Okogie,J. Okogie,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
167,PT10M34.00S,2025-04-13T17:36:49.9Z,2,REGULAR,freethrow,2 of 2,[],1629006,,,1610612766,38,19,2025-04-13T17:36:49Z,1650000,False,,,0,,J. Okogie Free Throw 2 of 2 (4 PTS),[1629006],1610612766.0,CHA,,,,Okogie,J. Okogie,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
168,PT10M20.00S,2025-04-13T17:37:06.0Z,2,REGULAR,3pt,Jump Shot,[],1630202,30.699737187910642,18.872549019607842,1610612738,38,19,2025-04-13T17:42:50Z,1660000,False,156.0,236.0,1,left,MISS P. Pritchard 28' step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,28.28,Missed,,,,,,,,,,,,,,,,,,
169,PT10M18.00S,2025-04-13T17:37:08.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,38,19,2025-04-13T17:37:14Z,1670000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,168.0,,,,,,,,,,,
170,PT10M18.00S,2025-04-13T17:37:18.0Z,2,REGULAR,foul,personal,[],1641878,,,1610612738,38,19,2025-04-13T17:37:28Z,1680000,False,,,0,,D. Baugh loose ball personal FOUL (1 PF),"[1641878, 1641775]",1610612766.0,CHA,loose ball,,,Baugh,D. Baugh,,,,,Mid-Range,16-24 Right,,,,200832.0,1.0,0.0,Walsh,1641775.0,,,,,,,,,,,,
172,PT10M18.00S,2025-04-13T17:37:28.1Z,2,REGULAR,substitution,out,[],1641878,,,1610612738,38,19,2025-04-13T17:37:40Z,1700000,False,,,0,,SUB out: D. Baugh,[1641878],1610612766.0,CHA,,,,Baugh,D. Baugh,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT10M18.00S,2025-04-13T17:37:28.1Z,2,REGULAR,substitution,out,[],1631217,,,1610612738,38,19,2025-04-13T17:37:40Z,1710000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT10M18.00S,2025-04-13T17:37:28.1Z,2,REGULAR,substitution,out,[],201959,,,1610612738,38,19,2025-04-13T17:37:40Z,1720000,False,,,0,,SUB out: T. Gibson,[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT10M18.00S,2025-04-13T17:37:28.1Z,2,REGULAR,substitution,in,[],1629610,,,1610612738,38,19,2025-04-13T17:37:40Z,1730000,False,,,0,,SUB in: D. Jeffries,[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,,,,,,,,,
