actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
32,PT09M19.00S,2024-11-26T00:44:16.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,7.440867279894875,46.81372549019608,1610612738,3,6,2024-11-26T00:44:23Z,320000,False,16.0,17.0,1,left,MISS D. White cutting Layup,[1628401],1610612738.0,BOS,cutting,,,White,D. White,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,,,,,,,,,,,
33,PT09M18.00S,2024-11-26T00:44:17.7Z,1,REGULAR,rebound,offensive,[],1628401,,,1610612738,3,6,2024-11-26T00:44:23Z,330000,False,,,0,,D. White REBOUND (Off:1 Def:0),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,32.0,1.0,0.0,1.0,,,,,,,,,,,,,,
34,PT09M17.00S,2024-11-26T00:44:18.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628401,7.703679369250986,48.28431372549019,1610612738,5,6,2024-11-26T00:44:27Z,340000,False,9.0,20.0,1,left,D. White tip Layup (2 PTS),[1628401],1610612738.0,BOS,tip,,,White,D. White,,,,,Restricted Area,0-8 Center,2.17,Made,,,,,,,2.0,,,,,,,,,,,
35,PT09M00.00S,2024-11-26T00:44:36.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,92.19776609724047,60.049019607843135,1610612746,5,6,2024-11-26T00:44:44Z,350000,False,50.0,21.0,1,right,MISS K. Dunn pullup Shot,[1627739],1610612746.0,LAC,pullup,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,5.43,Missed,,,,,,,,,,,,,,,,,,
36,PT08M57.00S,2024-11-26T00:44:39.8Z,1,REGULAR,rebound,defensive,[],204001,,,1610612738,5,6,2024-11-26T00:44:44Z,360000,False,,,0,,K. Porziņģis REBOUND (Off:0 Def:1),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),0-8 Center,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,
37,PT08M51.00S,2024-11-26T00:44:45.5Z,1,REGULAR,3pt,Jump Shot,[],204001,28.597240473061763,79.90196078431373,1610612738,5,6,2024-11-26T00:44:52Z,370000,False,-150.0,216.0,1,left,MISS K. Porziņģis 26' 3PT,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Left Center,26.29,Missed,,,,,,,,,,,,,,,,,,
38,PT08M47.00S,2024-11-26T00:44:49.5Z,1,REGULAR,rebound,defensive,[],1629599,,,1610612746,5,6,2024-11-26T00:44:52Z,380000,False,,,0,,A. Coffey REBOUND (Off:0 Def:2),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Left Center,,,37.0,2.0,2.0,0.0,,,,,,,,,,,,,,
39,PT08M40.00S,2024-11-26T00:44:56.0Z,1,REGULAR,turnover,lost ball,[],201935,,,1610612746,5,6,2024-11-26T00:45:00Z,390000,False,,,0,,J. Harden lost ball TURNOVER (1 TO),"[201935, 1627759]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,,,,,Brown,1627759.0,,,,,,
40,PT08M40.00S,2024-11-26T00:44:56.0Z,1,REGULAR,steal,,[],1627759,,,1610612738,5,6,2024-11-26T00:44:57Z,400000,False,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
41,PT08M37.00S,2024-11-26T00:45:03.7Z,1,REGULAR,foul,personal,['2freethrow'],1627884,,,1610612738,5,6,2024-11-26T00:45:12Z,410000,False,,,0,,D. Jones Jr. shooting personal FOUL (1 PF) (Porziņģis 2 FT),"[1627884, 204001]",1610612746.0,LAC,shooting,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1627529.0,,,,,,,,1.0,0.0,Porziņģis,204001.0,,
43,PT08M37.00S,2024-11-26T00:45:37.0Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",204001,,,1610612738,5,6,2024-11-26T00:45:37Z,430000,False,,,0,,MISS K. Porziņģis Free Throw 1 of 2,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
44,PT08M37.00S,2024-11-26T00:45:37.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,5,6,2024-11-26T00:45:37Z,440000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,
45,PT08M37.00S,2024-11-26T00:45:55.5Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",204001,,,1610612738,6,6,2024-11-26T00:45:55Z,450000,False,,,0,,K. Porziņģis Free Throw 2 of 2 (4 PTS),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
46,PT08M28.00S,2024-11-26T00:46:08.3Z,1,REGULAR,3pt,Jump Shot,[],201935,62.76281208935611,24.754901960784316,1610612746,6,6,2024-11-26T00:46:22Z,460000,False,-126.0,298.0,1,right,MISS J. Harden 32' pullup 3PT,[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,32.32,Missed,,,,,,,,,,,,,,,,,,
47,PT08M25.00S,2024-11-26T00:46:11.3Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,6,6,2024-11-26T00:46:22Z,470000,False,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,46.0,2.0,2.0,0.0,,,,,,,,,,,,,,
48,PT08M16.00S,2024-11-26T00:46:18.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,19.004599211563733,34.31372549019608,1610612738,6,6,2024-11-26T00:46:27Z,480000,False,78.0,126.0,1,left,MISS J. Tatum 14' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Right,14.85,Missed,,,,,,,,,,,,,,,,,,
49,PT08M16.00S,2024-11-26T00:46:18.8Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612746,6,6,2024-11-26T00:46:55Z,490000,False,,,0,,K. Dunn REBOUND (Off:0 Def:1),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),8-16 Right,,,48.0,1.0,1.0,0.0,,,,,,,,,,,,,,
50,PT08M06.00S,2024-11-26T00:46:28.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,88.78120893561103,55.63725490196079,1610612746,6,8,2024-11-26T00:46:36Z,500000,False,28.0,53.0,1,right,K. Dunn 6' driving floating Jump Shot (2 PTS),[1627739],1610612746.0,LAC,driving floating,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,6.0,Made,,,,,,,2.0,,,,,,,,,,,
51,PT08M01.00S,2024-11-26T00:46:33.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628369,7.046649145860711,51.470588235294116,1610612738,8,8,2024-11-26T00:46:48Z,510000,False,-7.0,14.0,1,left,J. Tatum driving Layup (2 PTS) (J. Holiday 1 AST),"[1628369, 201950]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.56,Made,,,,,,,2.0,J. Holiday,201950.0,1.0,,,,,,,,
52,PT07M37.00S,2024-11-26T00:46:56.7Z,1,REGULAR,3pt,Jump Shot,[],1627739,92.19776609724047,95.09803921568627,1610612746,8,8,2024-11-26T00:47:03Z,520000,False,225.0,21.0,1,right,MISS K. Dunn 3PT,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Right Corner 3,24+ Right,22.65,Missed,,,,,,,,,,,,,,,,,,
53,PT07M34.00S,2024-11-26T00:46:59.7Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,8,8,2024-11-26T00:47:03Z,530000,False,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Right Corner 3,24+ Right,,,52.0,3.0,3.0,0.0,,,,,,,,,,,,,,
55,PT07M19.00S,2024-11-26T00:47:15.5Z,1,REGULAR,3pt,Jump Shot,[],1627759,28.07161629434954,18.872549019607842,1610612738,8,8,2024-11-26T00:47:22Z,540000,False,156.0,211.0,1,left,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,26.25,Missed,,,,,,,,,,,,,,,,,,
56,PT07M17.00S,2024-11-26T00:47:17.5Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,8,8,2024-11-26T00:47:22Z,550000,False,,,0,,I. Zubac REBOUND (Off:1 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Right Center,,,55.0,3.0,2.0,1.0,,,,,,,,,,,,,,
57,PT07M10.00S,2024-11-26T00:47:25.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629599,91.01511169513797,43.38235294117647,1610612746,8,8,2024-11-26T00:47:34Z,560000,False,-33.0,32.0,1,right,MISS A. Coffey driving Layup,[1629599],1610612746.0,LAC,driving,,,Coffey,A. Coffey,,,,,In The Paint (Non-RA),0-8 Center,4.6,Missed,,,,,,,,,,,,,,,,,,
58,PT07M08.00S,2024-11-26T00:47:27.7Z,1,REGULAR,rebound,defensive,[],201950,,,1610612738,8,8,2024-11-26T00:54:36Z,570000,False,,,0,,J. Holiday REBOUND (Off:1 Def:2),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,57.0,3.0,2.0,1.0,,,,,,,,,,,,,,
59,PT07M02.00S,2024-11-26T00:47:32.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,7.835085413929041,52.20588235294118,1610612738,10,8,2024-11-26T00:47:38Z,580000,False,-11.0,21.0,1,left,J. Brown running Layup (2 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.38,Made,,,,,,,2.0,,,,,,,,,,,
60,PT06M43.00S,2024-11-26T00:47:52.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,90.3580814717477,51.9607843137255,1610612746,10,10,2024-11-26T00:48:08Z,590000,False,10.0,38.0,1,right,I. Zubac Hook (4 PTS) (J. Harden 2 AST),"[1627826, 201935]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,3.93,Made,,,,,,,4.0,J. Harden,201935.0,2.0,,,,,,,,
62,PT06M43.00S,2024-11-26T00:47:58.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,10,10,2024-11-26T00:47:58Z,610000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M43.00S,2024-11-26T00:49:30.2Z,1,REGULAR,substitution,out,[],1628401,,,1610612738,10,10,2024-11-26T00:50:39Z,620000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M43.00S,2024-11-26T00:49:30.2Z,1,REGULAR,substitution,in,[],1630202,,,1610612738,10,10,2024-11-26T00:50:39Z,630000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M27.00S,2024-11-26T00:51:01.9Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,10,10,2024-11-26T00:51:07Z,640000,False,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 1627739]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,,,,,Dunn,1627739.0,,,,,,
66,PT06M27.00S,2024-11-26T00:51:01.9Z,1,REGULAR,steal,,[],1627739,,,1610612746,10,10,2024-11-26T00:51:04Z,650000,False,,,0,,K. Dunn STEAL (2 STL),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
67,PT06M23.00S,2024-11-26T00:51:06.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627884,92.9862023653088,42.40196078431372,1610612746,10,10,2024-11-26T00:51:18Z,660000,False,-38.0,13.0,1,right,MISS D. Jones Jr. running Layup,[1627884],1610612746.0,LAC,running,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,4.03,Missed,,,,,,,,,,,,,,,,,,
68,PT06M19.00S,2024-11-26T00:51:10.8Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,10,10,2024-11-26T00:51:18Z,670000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,67.0,1.0,1.0,0.0,,,,,,,,,,,,,,
69,PT06M16.00S,2024-11-26T00:51:13.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,29.77989487516426,80.63725490196079,1610612738,10,10,2024-11-26T03:49:00Z,680000,False,-153.0,227.0,1,left,MISS J. Tatum 27' running pullup 3PT,[1628369],1610612738.0,BOS,running pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,27.42,Missed,,,,,,,,,,,,,,,,,,
70,PT06M13.00S,2024-11-26T00:51:16.0Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,10,10,2024-11-26T00:51:28Z,690000,False,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,69.0,2.0,2.0,0.0,,,,,,,,,,,,,,
71,PT05M53.00S,2024-11-26T00:51:35.9Z,1,REGULAR,3pt,Jump Shot,[],201935,67.49342969776609,44.11764705882353,1610612746,10,10,2024-11-26T00:51:46Z,700000,False,-29.0,253.0,1,right,MISS J. Harden 25' pullup 3PT,[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,25.48,Missed,,,,,,,,,,,,,,,,,,
72,PT05M51.00S,2024-11-26T00:51:37.9Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,10,10,2024-11-26T00:51:46Z,710000,False,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,71.0,4.0,4.0,0.0,,,,,,,,,,,,,,
73,PT05M48.00S,2024-11-26T00:51:43.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,16.90210249671485,92.8921568627451,1610612738,10,10,2024-11-26T00:52:13Z,720000,False,-214.0,106.0,1,left,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,23.94,Missed,,,,,,,,,,,,,,,,,,
74,PT05M46.00S,2024-11-26T00:51:45.7Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,10,10,2024-11-26T00:52:13Z,730000,False,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,73.0,3.0,3.0,0.0,,,,,,,,,,,,,,
75,PT05M33.00S,2024-11-26T00:51:57.8Z,1,REGULAR,foul,personal,['2freethrow'],201950,,,1610612746,10,10,2024-11-26T00:52:07Z,740000,False,,,0,,J. Holiday shooting personal FOUL (1 PF) (Zubac 2 FT),"[201950, 1627826]",1610612738.0,BOS,shooting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,2534.0,,,,,,,,1.0,0.0,Zubac,1627826.0,,
77,PT05M33.00S,2024-11-26T00:52:23.6Z,1,REGULAR,freethrow,1 of 2,[],1627826,,,1610612746,10,10,2024-11-26T00:53:05Z,760000,False,,,0,,MISS I. Zubac Free Throw 1 of 2,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
78,PT05M33.00S,2024-11-26T00:52:23.6Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612746,10,10,2024-11-26T00:53:05Z,770000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,
