actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-12-24T02:12:14.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-24T02:12:14Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-12-24T02:12:17.8Z,1,REGULAR,jumpball,recovered,[],1642285,,,1610612763,0,0,2025-12-24T02:12:17Z,40000,False,,,0,,Jump Ball J. Jackson Jr. vs. K. Filipowski: Tip to C. Spencer,"[1642285, 1628991, 1642271]",1610612763.0,MEM,startperiod,C. Spencer,1642285.0,Spencer,C. Spencer,Jackson Jr.,1628991.0,Filipowski,1642271.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2025-12-24T02:12:28.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,13.222733245729303,52.20588235294118,1610612763,0,0,2025-12-24T02:12:39Z,70000,False,-11.0,72.0,1,left,MISS J. Jackson Jr. 7' turnaround Hook,[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.26,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2025-12-24T02:12:30.5Z,1,REGULAR,rebound,defensive,[],201567,,,1610612762,0,0,2025-12-24T02:12:33Z,80000,False,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M34.00S,2025-12-24T02:12:39.5Z,1,REGULAR,3pt,Jump Shot,[],1641718,74.32654402102497,81.37254901960785,1610612762,0,0,2025-12-24T02:12:44Z,90000,False,157.0,189.0,1,right,MISS K. George 24' step back 3PT,[1641718],1610612762.0,UTA,step back,,,George,K. George,,,,,Above the Break 3,24+ Right Center,24.55,Missed,,,,,,,,,,,,,,,,,,
10,PT11M31.00S,2025-12-24T02:12:42.5Z,1,REGULAR,rebound,defensive,[],1641713,,,1610612763,0,0,2025-12-24T02:12:44Z,100000,False,,,0,,G. Jackson REBOUND (Off:0 Def:1),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Right Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M22.00S,2025-12-24T02:12:52.3Z,1,REGULAR,2pt,Jump Shot,[],1630583,20.844283837056505,57.59803921568627,1610612763,0,2,2025-12-24T02:12:57Z,110000,False,-38.0,143.0,1,left,S. Aldama 14' Jump Shot (2 PTS) (J. Wells 1 AST),"[1630583, 1642377]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Mid-Range,8-16 Center,14.83,Made,,,,,2.0,J. Wells,1642377.0,1.0,,,,,,,,,,
13,PT11M06.00S,2025-12-24T02:13:07.3Z,1,REGULAR,3pt,Jump Shot,[],201567,69.72733245729303,70.58823529411765,1610612762,0,2,2025-12-24T02:13:11Z,130000,False,103.0,232.0,1,right,MISS K. Love 25' 3PT,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,25.39,Missed,,,,,,,,,,,,,,,,,,
14,PT11M03.00S,2025-12-24T02:13:10.3Z,1,REGULAR,rebound,defensive,[],1641713,,,1610612763,0,2,2025-12-24T02:13:11Z,140000,False,,,0,,G. Jackson REBOUND (Off:0 Def:2),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Right Center,,,13.0,2.0,2.0,0.0,,,,,,,,,,,,,,
15,PT10M55.00S,2025-12-24T02:13:18.9Z,1,REGULAR,3pt,Jump Shot,[],1628991,24.78646517739816,13.725490196078432,1610612763,0,5,2025-12-24T02:13:22Z,150000,False,181.0,180.0,1,left,J. Jackson Jr. 25' 3PT  (3 PTS) (C. Spencer 1 AST),"[1628991, 1642285]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,25.59,Made,,,,,3.0,C. Spencer,1642285.0,1.0,,,,,,,,,,
17,PT10M40.00S,2025-12-24T02:13:33.1Z,1,REGULAR,3pt,Jump Shot,[],1629004,75.1149802890933,81.86274509803921,1610612762,3,5,2025-12-24T02:13:37Z,170000,False,159.0,181.0,1,right,S. Mykhailiuk 24' 3PT  (3 PTS) (K. George 1 AST),"[1629004, 1641718]",1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Right Center,24.14,Made,,,,,3.0,K. George,1641718.0,1.0,,,,,,,,,,
19,PT10M19.00S,2025-12-24T02:13:55.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630583,7.178055190538765,51.71568627450981,1610612763,3,7,2025-12-24T02:14:00Z,190000,False,-9.0,15.0,1,left,S. Aldama driving DUNK (4 PTS) (J. Jackson Jr. 1 AST),"[1630583, 1628991]",1610612763.0,MEM,driving,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,4.0,J. Jackson Jr.,1628991.0,1.0,,,,,,,,,,
21,PT10M01.00S,2025-12-24T02:14:12.3Z,1,REGULAR,3pt,Jump Shot,[],201567,88.91261498028909,2.941176470588235,1610612762,6,7,2025-12-24T02:14:17Z,210000,False,-235.0,52.0,1,right,K. Love 24' 3PT  (3 PTS) (K. George 2 AST),"[201567, 1641718]",1610612762.0,UTA,,,,Love,K. Love,,,,,Left Corner 3,24+ Left,24.09,Made,,,,,3.0,K. George,1641718.0,2.0,,,,,,,,,,
