actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
165,PT12M00.00S,2025-12-31T02:36:04.3Z,2,REGULAR,period,start,[],0,,,1610612738,38,31,2025-12-31T02:36:04Z,1640000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M52.00S,2025-12-31T02:36:12.0Z,2,REGULAR,3pt,Jump Shot,[],1629014,28.728646517739815,24.509803921568626,1610612738,38,34,2025-12-31T02:36:16Z,1650000,False,127.0,218.0,1,left,A. Simons 25' 3PT  (3 PTS) (D. White 2 AST),"[1629014, 1628401]",1610612738.0,BOS,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,25.21,Made,,,,,,,3.0,,,,,,D. White,1628401.0,2.0,,,
168,PT11M33.00S,2025-12-31T02:36:31.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642262,92.46057818659659,36.76470588235294,1610612762,38,34,2025-12-31T02:36:56Z,1670000,False,-66.0,18.0,1,right,MISS C. Williams 6' driving floating Shot,[1642262],1610612762.0,UTA,driving floating,,,Williams,C. Williams,,,,,In The Paint (Non-RA),0-8 Center,6.87,Missed,,,,,,,,,,,,,,,,,,
169,PT11M30.00S,2025-12-31T02:36:34.4Z,2,REGULAR,rebound,defensive,[],1629674,,,1610612738,38,34,2025-12-31T02:36:35Z,1680000,False,,,0,,N. Queta REBOUND (Off:0 Def:1),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,168.0,,,1.0,1.0,0.0,,,,,,,,,,,,
170,PT11M27.00S,2025-12-31T02:36:37.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630573,4.02431011826544,1.2254901960784315,1610612738,38,37,2025-12-31T02:37:36Z,1690000,False,244.0,-15.0,1,left,S. Hauser 24' 3PT running (5 PTS) (H. González 1 AST),"[1630573, 1642864]",1610612738.0,BOS,running,,,Hauser,S. Hauser,,,,,Right Corner 3,24+ Right,24.43,Made,,,,,,,5.0,,,,,,H. González,1642864.0,1.0,,,
172,PT11M10.00S,2025-12-31T02:36:53.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642271,88.25558475689881,44.11764705882353,1610612762,38,37,2025-12-31T02:36:57Z,1710000,False,-29.0,58.0,1,right,MISS K. Filipowski 6' turnaround Shot - blocked,"[1642271, 1629674]",1610612762.0,UTA,turnaround,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,6.49,Missed,,Queta,1629674.0,,,,,,,,,,,,,,,
173,PT11M10.00S,2025-12-31T02:36:53.5Z,2,REGULAR,block,,[],1629674,,,1610612762,38,37,2025-12-31T02:36:55Z,1720000,False,,,0,,N. Queta BLOCK (1 BLK),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
174,PT11M07.00S,2025-12-31T02:36:56.5Z,2,REGULAR,rebound,offensive,[],1642268,,,1610612762,38,37,2025-12-31T02:36:57Z,1730000,False,,,0,,I. Collier REBOUND (Off:1 Def:2),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,,,172.0,,,3.0,2.0,1.0,,,,,,,,,,,,
175,PT11M03.00S,2025-12-31T02:37:00.5Z,2,REGULAR,turnover,bad pass,[],1642268,,,1610612762,38,37,2025-12-31T02:37:04Z,1740000,False,,,0,,I. Collier bad pass TURNOVER (1 TO),"[1642268, 1629674]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Queta,1629674.0
176,PT11M03.00S,2025-12-31T02:37:00.5Z,2,REGULAR,steal,,[],1629674,,,1610612738,38,37,2025-12-31T02:37:01Z,1750000,False,,,0,,N. Queta STEAL (1 STL),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
177,PT10M59.00S,2025-12-31T02:37:05.2Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629014,9.017739816031538,48.529411764705884,1610612738,38,37,2025-12-31T02:40:36Z,1760000,False,7.0,32.0,1,left,MISS A. Simons running Shot - blocked,"[1629014, 1642383]",1610612738.0,BOS,running,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,3.31,Missed,,Clayton Jr.,1642383.0,,,,,,,,,,,,,,,
178,PT10M59.00S,2025-12-31T02:37:05.2Z,2,REGULAR,block,,[],1642383,,,1610612738,38,37,2025-12-31T02:37:07Z,1770000,False,,,0,,W. Clayton Jr. BLOCK (1 BLK),[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
179,PT10M59.00S,2025-12-31T02:37:05.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612762,38,37,2025-12-31T02:37:29Z,1780000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Restricted Area,0-8 Center,,,177.0,,,,,,,,,,,,,,,,,
181,PT10M59.00S,2025-12-31T02:37:13.1Z,2,REGULAR,substitution,out,[],1642262,,,1610612762,38,37,2025-12-31T02:37:17Z,1800000,False,,,0,,SUB out: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT10M59.00S,2025-12-31T02:37:13.1Z,2,REGULAR,substitution,in,[],1641729,,,1610612762,38,37,2025-12-31T02:37:17Z,1810000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT10M47.00S,2025-12-31T02:37:40.6Z,2,REGULAR,3pt,Jump Shot,[],1641729,88.64980289093299,94.6078431372549,1610612762,38,37,2025-12-31T02:37:47Z,1820000,False,223.0,54.0,1,right,MISS B. Sensabaugh 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Right Corner 3,24+ Right,22.95,Missed,,,,,,,,,,,,,,,,,,
184,PT10M42.00S,2025-12-31T02:37:45.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,38,37,2025-12-31T02:37:47Z,1830000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Right Corner 3,24+ Right,,,183.0,,,,,,,,,,,,,,,,,
186,PT10M33.00S,2025-12-31T02:38:01.4Z,2,REGULAR,3pt,Jump Shot,[],1629014,29.25427069645204,22.30392156862745,1610612738,38,37,2025-12-31T02:38:05Z,1850000,False,138.0,222.0,1,left,MISS A. Simons 26' 3PT,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,26.21,Missed,,,,,,,,,,,,,,,,,,
187,PT10M30.00S,2025-12-31T02:38:04.4Z,2,REGULAR,rebound,defensive,[],1642268,,,1610612762,38,37,2025-12-31T02:38:05Z,1860000,False,,,0,,I. Collier REBOUND (Off:1 Def:3),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Right Center,,,186.0,,,4.0,3.0,1.0,,,,,,,,,,,,
188,PT10M24.00S,2025-12-31T02:38:10.8Z,2,REGULAR,3pt,Jump Shot,[],1628374,89.56964520367937,94.36274509803921,1610612762,38,37,2025-12-31T02:38:16Z,1870000,False,222.0,46.0,1,right,MISS L. Markkanen 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Right Corner 3,24+ Right,22.64,Missed,,,,,,,,,,,,,,,,,,
189,PT10M18.00S,2025-12-31T02:38:16.3Z,2,REGULAR,rebound,offensive,[],1642271,,,1610612762,38,37,2025-12-31T02:38:16Z,1880000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:0),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Right Corner 3,24+ Right,,,188.0,,,1.0,0.0,1.0,,,,,,,,,,,,
190,PT10M16.00S,2025-12-31T02:38:18.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642268,93.9060446780552,94.36274509803921,1610612762,38,37,2025-12-31T02:38:23Z,1890000,False,222.0,5.0,1,right,MISS I. Collier 3PT,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Right Corner 3,24+ Right,22.19,Missed,,,,,,,,,,,,,,,,,,
191,PT10M12.00S,2025-12-31T02:38:22.8Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,38,37,2025-12-31T02:38:23Z,1900000,False,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,,,190.0,,,2.0,2.0,0.0,,,,,,,,,,,,
192,PT10M02.00S,2025-12-31T02:38:32.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629674,7.835085413929041,57.107843137254896,1610612738,38,37,2025-12-31T02:38:36Z,1910000,False,-36.0,21.0,1,left,MISS N. Queta Layup,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,4.13,Missed,,,,,,,,,,,,,,,,,,
193,PT10M00.00S,2025-12-31T02:38:34.4Z,2,REGULAR,rebound,defensive,[],1641729,,,1610612762,38,37,2025-12-31T02:38:36Z,1920000,False,,,0,,B. Sensabaugh REBOUND (Off:1 Def:2),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,,,192.0,,,3.0,2.0,1.0,,,,,,,,,,,,
194,PT09M57.00S,2025-12-31T02:38:37.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642268,92.32917214191852,55.88235294117647,1610612762,38,37,2025-12-31T02:38:44Z,1930000,False,29.0,20.0,1,right,MISS I. Collier running Layup - blocked,"[1642268, 1628401]",1610612762.0,UTA,running,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,3.53,Missed,,White,1628401.0,,,,,,,,,,,,,,,
272,PT09M57.00S,2025-12-31T02:38:37.6Z,2,REGULAR,block,,[],1628401,,,1610612762,38,37,2025-12-31T02:51:36Z,1935000,False,,,0,,D. White BLOCK (3 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
195,PT09M57.00S,2025-12-31T02:38:37.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,38,37,2025-12-31T02:38:44Z,1940000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Restricted Area,0-8 Center,,,194.0,,,,,,,,,,,,,,,,,
197,PT09M57.00S,2025-12-31T02:38:48.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,38,37,2025-12-31T02:38:48Z,1960000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M51.00S,2025-12-31T02:41:52.4Z,2,REGULAR,turnover,out-of-bounds,[],1641729,,,1610612762,38,37,2025-12-31T02:41:59Z,1970000,False,,,0,,B. Sensabaugh bad pass out-of-bounds TURNOVER (1 TO),[1641729],1610612762.0,UTA,bad pass,,,Sensabaugh,B. Sensabaugh,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,1193.0,,,,,,,,1.0,,
199,PT09M51.00S,2025-12-31T02:42:03.3Z,2,REGULAR,substitution,out,[],1629674,,,1610612738,38,37,2025-12-31T02:42:06Z,1980000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M51.00S,2025-12-31T02:42:03.3Z,2,REGULAR,substitution,in,[],1630568,,,1610612738,38,37,2025-12-31T02:42:06Z,1990000,False,,,0,,SUB in: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M39.00S,2025-12-31T02:42:17.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629014,20.318659658344284,53.92156862745098,1610612738,38,39,2025-12-31T02:42:38Z,2000000,False,-20.0,138.0,1,left,A. Simons 13' step back Jump Shot (5 PTS),[1629014],1610612738.0,BOS,step back,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Center,13.99,Made,,,,,,,5.0,,,,,,,,,,,
202,PT09M18.00S,2025-12-31T02:42:37.2Z,2,REGULAR,turnover,bad pass,[],1642271,,,1610612762,38,39,2025-12-31T02:42:40Z,2010000,False,,,0,,K. Filipowski bad pass TURNOVER (1 TO),"[1642271, 1630568]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,1.0,Garza,1630568.0
203,PT09M18.00S,2025-12-31T02:42:37.2Z,2,REGULAR,steal,,[],1630568,,,1610612738,38,39,2025-12-31T02:42:38Z,2020000,False,,,0,,L. Garza STEAL (1 STL),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
204,PT09M11.00S,2025-12-31T02:42:44.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630573,4.944152431011826,2.941176470588235,1610612738,38,39,2025-12-31T02:42:49Z,2030000,False,235.0,-6.0,1,left,MISS S. Hauser 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Right Corner 3,24+ Right,23.54,Missed,,,,,,,,,,,,,,,,,,
205,PT09M10.00S,2025-12-31T02:42:45.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,38,39,2025-12-31T02:42:49Z,2040000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Right Corner 3,24+ Right,,,204.0,,,,,,,,,,,,,,,,,
206,PT09M10.00S,2025-12-31T02:42:49.4Z,2,REGULAR,foul,personal,[],1642271,,,1610612738,38,39,2025-12-31T02:43:06Z,2050000,False,,,0,,K. Filipowski loose ball personal FOUL (1 PF),"[1642271, 1630568]",1610612762.0,UTA,loose ball,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,,,,,,,,,,202058.0,1.0,0.0,Garza,1630568.0,,,,,,
208,PT09M10.00S,2025-12-31T02:42:59.2Z,2,REGULAR,substitution,out,[],1628374,,,1610612738,38,39,2025-12-31T02:43:08Z,2070000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M10.00S,2025-12-31T02:42:59.2Z,2,REGULAR,substitution,out,[],1630573,,,1610612738,38,39,2025-12-31T02:43:08Z,2080000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M10.00S,2025-12-31T02:42:59.2Z,2,REGULAR,substitution,in,[],1641707,,,1610612738,38,39,2025-12-31T02:43:08Z,2090000,False,,,0,,SUB in: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M10.00S,2025-12-31T02:42:59.2Z,2,REGULAR,substitution,in,[],1631248,,,1610612738,38,39,2025-12-31T02:43:08Z,2100000,False,,,0,,SUB in: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M03.00S,2025-12-31T02:43:18.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1642864,10.068988173455978,2.696078431372549,1610612738,38,42,2025-12-31T02:43:24Z,2110000,False,237.0,42.0,1,left,H. González 24' 3PT bank (3 PTS) (D. White 3 AST),"[1642864, 1628401]",1610612738.0,BOS,bank,,,González,H. González,,,,,Right Corner 3,24+ Right,24.02,Made,,,,,,,3.0,,,,,,D. White,1628401.0,3.0,,,
214,PT08M51.00S,2025-12-31T02:43:31.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642268,89.70105124835742,50.98039215686274,1610612762,40,42,2025-12-31T02:43:36Z,2130000,False,5.0,44.0,1,right,I. Collier driving Layup (4 PTS),[1642268],1610612762.0,UTA,driving,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,4.46,Made,,,,,,,4.0,,,,,,,,,,,
216,PT08M40.00S,2025-12-31T02:43:41.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,14.668199737187912,35.049019607843135,1610612738,40,42,2025-12-31T02:43:46Z,2150000,False,75.0,85.0,1,left,MISS A. Simons 11' pullup Shot,[1629014],1610612738.0,BOS,pullup,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Right,11.35,Missed,,,,,,,,,,,,,,,,,,
217,PT08M38.00S,2025-12-31T02:43:43.3Z,2,REGULAR,rebound,defensive,[],1642271,,,1610612762,40,42,2025-12-31T02:43:46Z,2160000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),8-16 Right,,,216.0,,,2.0,1.0,1.0,,,,,,,,,,,,
218,PT08M28.00S,2025-12-31T02:43:54.2Z,2,REGULAR,3pt,Jump Shot,[],1641729,71.69842312746385,77.69607843137256,1610612762,40,42,2025-12-31T02:43:59Z,2170000,False,138.0,214.0,1,right,MISS B. Sensabaugh 25' 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,25.45,Missed,,,,,,,,,,,,,,,,,,
219,PT08M24.00S,2025-12-31T02:43:58.2Z,2,REGULAR,rebound,defensive,[],1629014,,,1610612738,40,42,2025-12-31T02:43:59Z,2180000,False,,,0,,A. Simons REBOUND (Off:1 Def:3),[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,218.0,,,4.0,3.0,1.0,,,,,,,,,,,,
220,PT08M20.00S,2025-12-31T02:44:04.3Z,2,REGULAR,foul,personal,['2freethrow'],1642271,,,1610612738,40,42,2025-12-31T02:44:18Z,2190000,False,,,0,,K. Filipowski shooting personal FOUL (2 PF) (Simons 2 FT),"[1642271, 1629014]",1610612762.0,UTA,shooting,,,Filipowski,K. Filipowski,,,,,Mid-Range,8-16 Right,,,,,,,,,,1193.0,2.0,0.0,Simons,1629014.0,,,,,,
222,PT08M20.00S,2025-12-31T02:44:29.0Z,2,REGULAR,freethrow,1 of 2,[],1629014,,,1610612738,40,43,2025-12-31T02:44:29Z,2210000,False,,,0,,A. Simons Free Throw 1 of 2 (6 PTS),[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
223,PT08M20.00S,2025-12-31T02:44:29.8Z,2,REGULAR,substitution,out,[],1642271,,,1610612738,40,43,2025-12-31T02:44:33Z,2220000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M20.00S,2025-12-31T02:44:29.8Z,2,REGULAR,substitution,in,[],203994,,,1610612738,40,43,2025-12-31T02:44:33Z,2230000,False,,,0,,SUB in: J. Nurkić,[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M20.00S,2025-12-31T02:44:50.7Z,2,REGULAR,freethrow,2 of 2,[],1629014,,,1610612738,40,44,2025-12-31T02:44:50Z,2240000,False,,,0,,A. Simons Free Throw 2 of 2 (7 PTS),[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
226,PT08M06.00S,2025-12-31T02:45:06.4Z,2,REGULAR,3pt,Jump Shot,[],1641707,91.27792378449409,95.09803921568627,1610612762,40,44,2025-12-31T02:45:11Z,2250000,False,225.0,29.0,1,right,MISS T. Hendricks 3PT,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Right Corner 3,24+ Right,22.74,Missed,,,,,,,,,,,,,,,,,,
227,PT08M03.00S,2025-12-31T02:45:09.4Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,40,44,2025-12-31T02:45:11Z,2260000,False,,,0,,D. White REBOUND (Off:0 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,,,226.0,,,3.0,3.0,0.0,,,,,,,,,,,,
228,PT07M55.00S,2025-12-31T02:45:15.3Z,2,REGULAR,2pt,Jump Shot,[],1628401,21.632720105124836,42.64705882352941,1610612738,40,46,2025-12-31T02:46:06Z,2270000,False,37.0,151.0,1,left,D. White 15' pullup Jump Shot (2 PTS),[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Mid-Range,8-16 Center,15.52,Made,,,,,,,2.0,,,,,,,,,,,
229,PT07M26.00S,2025-12-31T02:45:45.9Z,2,REGULAR,3pt,Jump Shot,[],1641707,76.2976346911958,86.76470588235294,1610612762,40,46,2025-12-31T02:45:50Z,2280000,False,184.0,170.0,1,right,MISS T. Hendricks 25' 3PT,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Above the Break 3,24+ Right Center,25.06,Missed,,,,,,,,,,,,,,,,,,
230,PT07M22.00S,2025-12-31T02:45:49.9Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,40,46,2025-12-31T02:51:42Z,2290000,False,,,0,,D. White REBOUND (Off:0 Def:4),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,229.0,,,4.0,4.0,0.0,,,,,,,,,,,,
231,PT07M13.00S,2025-12-31T02:45:59.3Z,2,REGULAR,3pt,Jump Shot,[],1630568,9.937582128777924,4.411764705882353,1610612738,40,49,2025-12-31T02:46:04Z,2300000,False,228.0,41.0,1,left,L. Garza 3PT  (11 PTS) (A. Simons 1 AST),"[1630568, 1629014]",1610612738.0,BOS,,,,Garza,L. Garza,,,,,Right Corner 3,24+ Right,23.15,Made,,,,,,,11.0,,,,,,A. Simons,1629014.0,1.0,,,
233,PT06M55.00S,2025-12-31T02:46:17.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642383,88.78120893561103,41.42156862745098,1610612762,42,49,2025-12-31T02:46:22Z,2320000,False,-43.0,53.0,1,right,W. Clayton Jr. 6' driving Layup (2 PTS) (T. Hendricks 1 AST),"[1642383, 1641707]",1610612762.0,UTA,driving,,,Clayton Jr.,W. Clayton Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.82,Made,,,,,,,2.0,,,,,,T. Hendricks,1641707.0,1.0,,,
235,PT06M44.00S,2025-12-31T02:46:32.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,18.74178712220762,64.4607843137255,1610612738,42,51,2025-12-31T02:46:38Z,2340000,False,-72.0,124.0,1,left,D. White 14' bank Jump Shot (4 PTS),[1628401],1610612738.0,BOS,bank,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Left,14.33,Made,,,,,,,4.0,,,,,,,,,,,
237,PT06M44.00S,2025-12-31T02:46:35.8Z,2,REGULAR,foul,personal,['1freethrow'],1642383,,,1610612738,42,51,2025-12-31T02:46:40Z,2360000,False,,,0,,W. Clayton Jr. shooting personal FOUL (1 PF) (White 1 FT),"[1642383, 1628401]",1610612762.0,UTA,shooting,,,Clayton Jr.,W. Clayton Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,202058.0,1.0,0.0,White,1628401.0,,,,,,
239,PT06M44.00S,2025-12-31T02:46:50.0Z,2,REGULAR,substitution,out,[],1642268,,,1610612738,42,51,2025-12-31T02:47:06Z,2380000,False,,,0,,SUB out: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M44.00S,2025-12-31T02:46:50.0Z,2,REGULAR,substitution,out,[],1641729,,,1610612738,42,51,2025-12-31T02:47:06Z,2390000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M44.00S,2025-12-31T02:46:50.0Z,2,REGULAR,substitution,in,[],1641718,,,1610612738,42,51,2025-12-31T02:47:06Z,2400000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M44.00S,2025-12-31T02:46:50.0Z,2,REGULAR,substitution,in,[],1628374,,,1610612738,42,51,2025-12-31T02:47:06Z,2410000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M44.00S,2025-12-31T02:47:11.8Z,2,REGULAR,freethrow,1 of 1,[],1628401,,,1610612738,42,52,2025-12-31T02:47:11Z,2420000,False,,,0,,D. White Free Throw 1 of 1 (5 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
244,PT06M32.00S,2025-12-31T02:47:26.5Z,2,REGULAR,3pt,Jump Shot,[],1641707,95.3515111695138,95.34313725490196,1610612762,45,52,2025-12-31T02:47:30Z,2430000,False,227.0,-9.0,1,right,T. Hendricks 3PT  (3 PTS) (K. George 3 AST),"[1641707, 1641718]",1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Right Corner 3,24+ Right,22.69,Made,,,,,,,3.0,,,,,,K. George,1641718.0,3.0,,,
246,PT06M14.00S,2025-12-31T02:47:43.3Z,2,REGULAR,3pt,Jump Shot,[],1642864,28.465834428383708,74.50980392156863,1610612738,45,52,2025-12-31T02:47:47Z,2450000,False,-123.0,215.0,1,left,MISS H. González 24' step back 3PT,[1642864],1610612738.0,BOS,step back,,,González,H. González,,,,,Above the Break 3,24+ Left Center,24.75,Missed,,,,,,,,,,,,,,,,,,
247,PT06M11.00S,2025-12-31T02:47:46.3Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612762,45,52,2025-12-31T02:47:47Z,2460000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:3),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,,,246.0,,,3.0,3.0,0.0,,,,,,,,,,,,
248,PT06M04.00S,2025-12-31T02:47:53.3Z,2,REGULAR,3pt,Jump Shot,[],1642383,68.28186596583443,29.65686274509804,1610612762,45,52,2025-12-31T02:47:57Z,2470000,False,-102.0,246.0,1,right,MISS W. Clayton Jr. 26' 3PT,[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,Above the Break 3,24+ Left Center,26.59,Missed,,,,,,,,,,,,,,,,,,
