actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
89,PT06M10.00S,2026-03-01T02:58:40.6Z,1,REGULAR,substitution,in,[],1629723,,,1610612740,8,13,2026-03-01T02:58:54Z,830000,False,,,0,,SUB in: J. Konchar,[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT06M10.00S,2026-03-01T02:58:40.6Z,1,REGULAR,substitution,in,[],1641989,,,1610612740,8,13,2026-03-01T02:58:54Z,840000,False,,,0,,SUB in: E. Harkless,[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT06M10.00S,2026-03-01T02:58:40.6Z,1,REGULAR,substitution,in,[],1631255,,,1610612740,8,13,2026-03-01T02:58:54Z,850000,False,,,0,,SUB in: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT06M10.00S,2026-03-01T02:58:40.0Z,1,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,8,14,2026-03-01T03:01:31Z,860000,False,,,0,,Z. Williamson Free Throw 2 of 2 (2 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
93,PT05M57.00S,2026-03-01T02:59:28.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641989,92.46057818659659,55.14705882352941,1610612762,10,14,2026-03-01T02:59:32Z,870000,False,26.0,18.0,1,right,E. Harkless driving Layup (2 PTS) (K. George 2 AST),"[1641989, 1641718]",1610612762.0,UTA,driving,,,Harkless,E. Harkless,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,,,,3.16,K. George,1641718.0,2.0,,
95,PT05M46.00S,2026-03-01T02:59:38.3Z,1,REGULAR,3pt,Jump Shot,[],1630529,26.888961892247043,77.94117647058823,1610612740,10,14,2026-03-01T02:59:42Z,890000,False,-140.0,200.0,1,left,MISS H. Jones 24' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,,,,24.42,,,,,
96,PT05M45.00S,2026-03-01T02:59:39.3Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,10,14,2026-03-01T02:59:42Z,900000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Left Center,,,,,,,,95.0,2.0,1.0,1.0,,,,,,,,,
97,PT05M39.00S,2026-03-01T02:59:47.8Z,1,REGULAR,foul,personal,['2freethrow'],1630180,,,1610612762,10,14,2026-03-01T02:59:57Z,910000,False,,,0,,S. Bey shooting personal FOUL (1 PF) (George 2 FT),"[1630180, 1641718]",1610612740.0,NOP,shooting,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Center,2882.0,1.0,0.0,George,1641718.0,,,,,,,,,,,,,,,
99,PT05M39.00S,2026-03-01T03:00:15.9Z,1,REGULAR,freethrow,1 of 2,[],1641718,,,1610612762,11,14,2026-03-01T03:00:15Z,930000,False,,,0,,K. George Free Throw 1 of 2 (1 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
100,PT05M39.00S,2026-03-01T03:00:16.4Z,1,REGULAR,substitution,out,[],1629627,,,1610612762,11,14,2026-03-01T03:00:22Z,940000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M39.00S,2026-03-01T03:00:16.4Z,1,REGULAR,substitution,out,[],1631121,,,1610612762,11,14,2026-03-01T03:00:22Z,950000,False,,,0,,SUB out: B. McGowens,[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M39.00S,2026-03-01T03:00:16.4Z,1,REGULAR,substitution,in,[],1642852,,,1610612762,11,14,2026-03-01T03:00:22Z,960000,False,,,0,,SUB in: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT05M39.00S,2026-03-01T03:00:16.4Z,1,REGULAR,substitution,in,[],1629673,,,1610612762,11,14,2026-03-01T03:00:22Z,970000,False,,,0,,SUB in: J. Poole,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT05M39.00S,2026-03-01T03:00:38.3Z,1,REGULAR,freethrow,2 of 2,[],1641718,,,1610612762,12,14,2026-03-01T03:00:38Z,980000,False,,,0,,K. George Free Throw 2 of 2 (2 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
105,PT05M23.00S,2026-03-01T03:00:57.4Z,1,REGULAR,3pt,Jump Shot,[],1630180,29.517082785808146,69.85294117647058,1610612740,12,14,2026-03-01T03:01:02Z,990000,False,-99.0,225.0,1,left,MISS S. Bey 24' 3PT,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,,,,24.59,,,,,
106,PT05M22.00S,2026-03-01T03:00:58.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,12,14,2026-03-01T03:01:02Z,1000000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,105.0,,,,,,,,,,,,
107,PT05M22.00S,2026-03-01T03:01:02.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641989,,,1610612740,12,14,2026-03-01T03:01:17Z,1010000,False,,,0,,E. Harkless loose ball personal FOUL (1 PF) (Queen 2 FT),"[1641989, 1642852]",1610612762.0,UTA,loose ball,,,Harkless,E. Harkless,,,,,Restricted Area,0-8 Center,2882.0,1.0,0.0,Queen,1642852.0,,,,,,,,,,,,,,,
109,PT05M22.00S,2026-03-01T03:01:34.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1642852,,,1610612740,12,14,2026-03-01T03:01:34Z,1030000,False,,,0,,MISS D. Queen Free Throw 1 of 2,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
110,PT05M22.00S,2026-03-01T03:01:34.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,12,14,2026-03-01T03:01:34Z,1040000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,109.0,,,,,,,,,,,,
111,PT05M22.00S,2026-03-01T03:01:34.8Z,1,REGULAR,substitution,out,[],1642271,,,1610612740,12,14,2026-03-01T03:01:39Z,1050000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT05M22.00S,2026-03-01T03:01:34.8Z,1,REGULAR,substitution,in,[],201567,,,1610612740,12,14,2026-03-01T03:01:39Z,1060000,False,,,0,,SUB in: K. Love,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT05M22.00S,2026-03-01T03:01:57.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1642852,,,1610612740,12,15,2026-03-01T03:01:57Z,1070000,False,,,0,,D. Queen Free Throw 2 of 2 (1 PTS),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
114,PT05M13.00S,2026-03-01T03:02:09.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1642846,92.06636005256242,54.166666666666664,1610612762,14,15,2026-03-01T03:02:21Z,1080000,False,21.0,22.0,1,right,A. Bailey driving Layup (7 PTS),[1642846],1610612762.0,UTA,driving,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,,,,,,,,3.03,,,,,
115,PT05M13.00S,2026-03-01T03:02:13.6Z,1,REGULAR,violation,defensive goaltending,[],1631255,,,1610612762,14,15,2026-03-01T03:02:21Z,1090000,False,,,0,,K. Matković defensive goaltending VIOLATION,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,2882.0,,,,,,,,,,,,,,,,,,,
116,PT04M50.00S,2026-03-01T03:02:44.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642852,5.206964520367937,46.568627450980394,1610612740,14,17,2026-03-01T03:02:49Z,1100000,False,17.0,-4.0,1,left,D. Queen driving reverse Layup (3 PTS),[1642852],1610612740.0,NOP,driving reverse,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,Made,3.0,,,,,,,,1.76,,,,,
117,PT04M42.00S,2026-03-01T03:02:51.9Z,1,REGULAR,3pt,Jump Shot,[],1642846,84.70762155059133,95.34313725490196,1610612762,14,17,2026-03-01T03:02:56Z,1110000,False,227.0,91.0,1,right,MISS A. Bailey 24' 3PT,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Right,,,,,,Missed,,,,,,,,,24.44,,,,,
118,PT04M39.00S,2026-03-01T03:02:55.6Z,1,REGULAR,rebound,offensive,[],1642846,,,1610612762,14,17,2026-03-01T03:02:55Z,1120000,False,,,0,,A. Bailey REBOUND (Off:2 Def:2),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Right,,,,,,,,117.0,4.0,2.0,2.0,,,,,,,,,
119,PT04M36.00S,2026-03-01T03:02:58.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642846,92.19776609724047,56.372549019607845,1610612762,14,17,2026-03-01T03:06:37Z,1130000,False,32.0,21.0,1,right,MISS A. Bailey driving Layup - blocked,"[1642846, 1631255]",1610612762.0,UTA,driving,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,,,,3.81,,,,Matković,1631255.0
120,PT04M36.00S,2026-03-01T03:02:58.0Z,1,REGULAR,block,,[],1631255,,,1610612762,14,17,2026-03-01T03:02:59Z,1140000,False,,,0,,K. Matković BLOCK (1 BLK),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
121,PT04M33.00S,2026-03-01T03:03:01.0Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612740,14,17,2026-03-01T03:03:01Z,1150000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,,,119.0,1.0,1.0,0.0,,,,,,,,,
122,PT04M27.00S,2026-03-01T03:03:06.9Z,1,REGULAR,turnover,lost ball,[],1629673,,,1610612740,14,17,2026-03-01T03:03:27Z,1160000,False,,,0,,J. Poole lost ball TURNOVER (1 TO),"[1629673, 1629723]",1610612740.0,NOP,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,Konchar,1629723.0,,,,,,
123,PT04M27.00S,2026-03-01T03:03:06.9Z,1,REGULAR,steal,,[],1629723,,,1610612762,14,17,2026-03-01T03:03:27Z,1170000,False,,,0,,J. Konchar STEAL (1 STL),[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
124,PT04M23.00S,2026-03-01T03:03:11.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629723,92.85479632063075,95.58823529411765,1610612762,17,17,2026-03-01T03:03:17Z,1180000,False,228.0,15.0,1,right,J. Konchar 3PT running (3 PTS) (K. George 3 AST),"[1629723, 1641718]",1610612762.0,UTA,running,,,Konchar,J. Konchar,,,,,Right Corner 3,24+ Right,,,,,,Made,3.0,,,,,,,,22.84,K. George,1641718.0,3.0,,
126,PT04M21.00S,2026-03-01T03:03:21.2Z,1,REGULAR,timeout,full,['team'],0,,,1610612740,17,17,2026-03-01T03:03:21Z,1200000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT04M21.00S,2026-03-01T03:04:19.7Z,1,REGULAR,substitution,out,[],1641718,,,1610612740,17,17,2026-03-01T03:04:52Z,1210000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT04M21.00S,2026-03-01T03:04:19.7Z,1,REGULAR,substitution,out,[],1642846,,,1610612740,17,17,2026-03-01T03:04:52Z,1220000,False,,,0,,SUB out: A. Bailey,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT04M21.00S,2026-03-01T03:04:19.7Z,1,REGULAR,substitution,out,[],1630529,,,1610612740,17,17,2026-03-01T03:04:52Z,1230000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT04M21.00S,2026-03-01T03:04:19.7Z,1,REGULAR,substitution,in,[],1641729,,,1610612740,17,17,2026-03-01T03:04:52Z,1240000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT04M21.00S,2026-03-01T03:04:19.7Z,1,REGULAR,substitution,in,[],1642268,,,1610612740,17,17,2026-03-01T03:04:52Z,1250000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT04M21.00S,2026-03-01T03:04:19.7Z,1,REGULAR,substitution,in,[],1642847,,,1610612740,17,17,2026-03-01T03:04:52Z,1260000,False,,,0,,SUB in: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT04M06.00S,2026-03-01T03:05:17.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642852,5.995400788436268,45.34313725490196,1610612740,17,19,2026-03-01T03:05:21Z,1270000,False,23.0,4.0,1,left,D. Queen reverse Layup (5 PTS) (K. Matković 1 AST),"[1642852, 1631255]",1610612740.0,NOP,reverse,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,,,,,,,,2.36,K. Matković,1631255.0,1.0,,
135,PT03M56.00S,2026-03-01T03:05:27.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641729,91.67214191852825,47.30392156862745,1610612762,19,19,2026-03-01T03:05:32Z,1290000,False,-13.0,26.0,1,right,B. Sensabaugh cutting DUNK (2 PTS) (K. Love 1 AST),"[1641729, 201567]",1610612762.0,UTA,cutting,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,,,,2.91,K. Love,201567.0,1.0,,
137,PT03M38.00S,2026-03-01T03:05:45.7Z,1,REGULAR,turnover,bad pass,[],1642852,,,1610612740,19,19,2026-03-01T03:05:50Z,1310000,False,,,0,,D. Queen bad pass TURNOVER (1 TO),"[1642852, 1641729]",1610612740.0,NOP,,,,Queen,D. Queen,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,Sensabaugh,1641729.0,,,,,,
138,PT03M38.00S,2026-03-01T03:05:45.7Z,1,REGULAR,steal,,[],1641729,,,1610612762,19,19,2026-03-01T03:05:47Z,1320000,False,,,0,,B. Sensabaugh STEAL (1 STL),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
139,PT03M24.00S,2026-03-01T03:05:58.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642268,72.09264126149803,20.098039215686274,1610612762,19,19,2026-03-01T03:06:02Z,1330000,False,-150.0,210.0,1,right,MISS I. Collier 25' 3PT,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,,,,25.76,,,,,
140,PT03M21.00S,2026-03-01T03:06:01.9Z,1,REGULAR,rebound,offensive,[],1641729,,,1610612762,19,19,2026-03-01T03:06:02Z,1340000,False,,,0,,B. Sensabaugh REBOUND (Off:1 Def:0),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,,,,,,,,139.0,1.0,0.0,1.0,,,,,,,,,
141,PT03M20.00S,2026-03-01T03:06:03.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1641729,63.55124835742444,46.568627450980394,1610612762,19,19,2026-03-01T03:06:08Z,1350000,False,-17.0,290.0,1,right,MISS B. Sensabaugh 29' 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,,,,29.06,,,,,
142,PT03M16.00S,2026-03-01T03:06:07.1Z,1,REGULAR,rebound,defensive,[],1642847,,,1610612740,19,19,2026-03-01T03:06:08Z,1360000,False,,,0,,J. Fears REBOUND (Off:0 Def:1),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Above the Break 3,24+ Center,,,,,,,,141.0,1.0,1.0,0.0,,,,,,,,,
143,PT03M11.00S,2026-03-01T03:06:12.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642852,6.652431011826544,53.67647058823529,1610612740,19,21,2026-03-01T03:06:18Z,1370000,False,-18.0,10.0,1,left,D. Queen running Layup (7 PTS) (K. Matković 2 AST),"[1642852, 1631255]",1610612740.0,NOP,running,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,,,,,,,,2.09,K. Matković,1631255.0,2.0,,
145,PT02M56.00S,2026-03-01T03:06:26.9Z,1,REGULAR,3pt,Jump Shot,[],1641989,94.43166885676742,2.696078431372549,1610612762,19,21,2026-03-01T03:06:31Z,1390000,False,-237.0,0.0,1,right,MISS E. Harkless 3PT,[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,,,,23.65,,,,,
146,PT02M54.00S,2026-03-01T03:06:28.9Z,1,REGULAR,rebound,defensive,[],1642847,,,1610612740,19,21,2026-03-01T03:06:31Z,1400000,False,,,0,,J. Fears REBOUND (Off:0 Def:2),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Left Corner 3,24+ Left,,,,,,,,145.0,2.0,2.0,0.0,,,,,,,,,
147,PT02M51.00S,2026-03-01T03:06:34.1Z,1,REGULAR,turnover,out-of-bounds,[],1642847,,,1610612740,19,21,2026-03-01T03:06:39Z,1410000,False,,,0,,J. Fears bad pass out-of-bounds TURNOVER (1 TO),[1642847],1610612740.0,NOP,bad pass,,,Fears,J. Fears,,,,,Above the Break 3,24+ Center,2882.0,,,,,,,,,,,1.0,,,,,,,,
148,PT02M41.00S,2026-03-01T03:07:01.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201567,90.09526938239159,3.9215686274509802,1610612762,19,21,2026-03-01T03:07:05Z,1420000,False,-230.0,41.0,1,right,MISS K. Love 3PT,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,,,,23.39,,,,,
149,PT02M38.00S,2026-03-01T03:07:04.7Z,1,REGULAR,rebound,defensive,[],1642847,,,1610612740,19,21,2026-03-01T03:07:05Z,1430000,False,,,0,,J. Fears REBOUND (Off:0 Def:3),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Left Corner 3,24+ Left,,,,,,,,148.0,3.0,3.0,0.0,,,,,,,,,
150,PT02M29.00S,2026-03-01T03:07:14.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642847,7.440867279894875,55.14705882352941,1610612740,19,23,2026-03-01T03:07:16Z,1440000,False,-26.0,17.0,1,left,J. Fears driving Layup (2 PTS),[1642847],1610612740.0,NOP,driving,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,,,,3.1,,,,,
151,PT02M16.00S,2026-03-01T03:07:28.7Z,1,REGULAR,foul,personal,[],1642852,,,1610612762,19,23,2026-03-01T03:07:35Z,1450000,False,,,0,,D. Queen personal FOUL (1 PF),"[1642852, 1642268]",1610612740.0,NOP,,,,Queen,D. Queen,,,,,In The Paint (Non-RA),0-8 Center,1629178.0,1.0,0.0,Collier,1642268.0,,,,,,,,,,,,,,,
153,PT02M16.00S,2026-03-01T03:07:40.2Z,1,REGULAR,substitution,out,[],1630180,,,1610612762,19,23,2026-03-01T03:07:42Z,1470000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT02M16.00S,2026-03-01T03:07:40.2Z,1,REGULAR,substitution,in,[],1629627,,,1610612762,19,23,2026-03-01T03:07:42Z,1480000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT02M04.00S,2026-03-01T03:08:05.3Z,1,REGULAR,2pt,Jump Shot,[],1642268,79.188567674113,27.696078431372552,1610612762,19,23,2026-03-01T03:08:09Z,1490000,False,-112.0,143.0,1,right,MISS I. Collier 18' pullup Shot,[1642268],1610612762.0,UTA,pullup,,,Collier,I. Collier,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,,,,,,,,18.14,,,,,
156,PT02M01.00S,2026-03-01T03:08:08.3Z,1,REGULAR,rebound,defensive,[],1642847,,,1610612740,19,23,2026-03-01T03:08:09Z,1500000,False,,,0,,J. Fears REBOUND (Off:0 Def:4),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Mid-Range,16-24 Left Center,,,,,,,,155.0,4.0,4.0,0.0,,,,,,,,,
240,PT01M50.00S,2026-03-01T03:08:13.3Z,1,REGULAR,turnover,out-of-bounds,[],1629673,,,1610612740,19,23,2026-03-01T03:21:07Z,1505000,False,,,0,,J. Poole lost ball out-of-bounds TURNOVER (2 TO),[1629673],1610612740.0,NOP,lost ball,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,2882.0,,,,,,,,,,,2.0,,,,,,,,
161,PT01M38.00S,2026-03-01T03:08:44.0Z,1,REGULAR,foul,technical,['1freethrow'],1642852,,,1610612762,19,23,2026-03-01T03:08:49Z,1550000,False,,,0,,D. Queen defensive-3-second technical FOUL (1 Tech),[1642852],1610612740.0,NOP,defensive-3-second,,,Queen,D. Queen,,,,,,,101283.0,1.0,1.0,,,,,,,,,,,,,,,,,
162,PT01M38.00S,2026-03-01T03:09:01.9Z,1,REGULAR,freethrow,1 of 1,[],1641729,,,1610612762,19,23,2026-03-01T03:09:01Z,1560000,False,,,0,,MISS B. Sensabaugh technical Free Throw 1 of 1,[1641729],1610612762.0,UTA,technical,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
163,PT01M38.00S,2026-03-01T03:09:01.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,19,23,2026-03-01T03:09:01Z,1570000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,162.0,,,,,,,,,,,,
164,PT01M29.00S,2026-03-01T03:09:33.7Z,1,REGULAR,foul,personal,[],1642852,,,1610612762,19,23,2026-03-01T03:09:41Z,1580000,False,,,0,,D. Queen personal FOUL (2 PF),"[1642852, 1641729]",1610612740.0,NOP,,,,Queen,D. Queen,,,,,In The Paint (Non-RA),8-16 Center,101283.0,2.0,1.0,Sensabaugh,1641729.0,,,,,,,,,,,,,,,
166,PT01M24.00S,2026-03-01T03:10:08.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201567,68.15045992115637,32.1078431372549,1610612762,22,23,2026-03-01T03:21:10Z,1600000,False,-89.0,247.0,1,right,K. Love 26' 3PT  (3 PTS) (E. Harkless 1 AST),"[201567, 1641989]",1610612762.0,UTA,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,,,,,,,,26.26,E. Harkless,1641989.0,1.0,,
168,PT01M12.00S,2026-03-01T03:10:19.3Z,1,REGULAR,3pt,Jump Shot,[],1642847,31.750985545335087,65.93137254901961,1610612740,22,23,2026-03-01T03:10:23Z,1620000,False,-80.0,246.0,1,left,MISS J. Fears 25' pullup 3PT,[1642847],1610612740.0,NOP,pullup,,,Fears,J. Fears,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,,,,25.86,,,,,
169,PT01M10.00S,2026-03-01T03:10:21.3Z,1,REGULAR,rebound,defensive,[],201567,,,1610612762,22,23,2026-03-01T03:10:23Z,1630000,False,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,Above the Break 3,24+ Center,,,,,,,,168.0,1.0,1.0,0.0,,,,,,,,,
170,PT01M04.00S,2026-03-01T03:10:29.1Z,1,REGULAR,turnover,out-of-bounds,[],1642268,,,1610612762,22,23,2026-03-01T03:10:33Z,1640000,False,,,0,,I. Collier bad pass out-of-bounds TURNOVER (1 TO),[1642268],1610612762.0,UTA,bad pass,,,Collier,I. Collier,,,,,In The Paint (Non-RA),8-16 Left,1629178.0,,,,,,,,,,,1.0,,,,,,,,
171,PT00M49.80S,2026-03-01T03:10:49.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629627,10.988830486202366,55.14705882352941,1610612740,22,25,2026-03-01T03:10:53Z,1650000,False,-26.0,51.0,1,left,Z. Williamson cutting DUNK (4 PTS) (J. Poole 1 AST),"[1629627, 1629673]",1610612740.0,NOP,cutting,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,4.0,,,,,,,,5.69,J. Poole,1629673.0,1.0,,
173,PT00M31.30S,2026-03-01T03:11:09.2Z,1,REGULAR,turnover,bad pass,[],1642268,,,1610612762,22,25,2026-03-01T03:11:12Z,1670000,False,,,0,,I. Collier bad pass TURNOVER (2 TO),"[1642268, 1631255]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,2.0,Matković,1631255.0,,,,,,
174,PT00M31.30S,2026-03-01T03:11:09.2Z,1,REGULAR,steal,,[],1631255,,,1610612740,22,25,2026-03-01T03:11:10Z,1680000,False,,,0,,K. Matković STEAL (1 STL),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
