actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-01-23T02:11:26.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-23T02:11:26Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2026-01-23T02:11:27.9Z,1,REGULAR,jumpball,recovered,[],1642264,,,1610612759,0,0,2026-01-23T02:11:27Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. J. Nurkić: Tip to S. Castle,"[1642264, 1641705, 203994]",1610612759.0,SAS,startperiod,S. Castle,1642264.0,Castle,S. Castle,Wembanyama,1641705.0,Nurkić,203994.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2026-01-23T02:11:40.7Z,1,REGULAR,turnover,lost ball,[],1641705,,,1610612759,0,0,2026-01-23T02:11:44Z,70000,False,,,0,,V. Wembanyama lost ball TURNOVER (1 TO),"[1641705, 203994]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Right,1.0,Nurkić,203994.0,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2026-01-23T02:11:40.7Z,1,REGULAR,steal,,[],203994,,,1610612762,0,0,2026-01-23T02:11:42Z,80000,False,,,0,,J. Nurkić STEAL (1 STL),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
9,PT11M32.00S,2026-01-23T02:11:50.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203994,92.46057818659659,54.65686274509803,1610612762,2,0,2026-01-23T02:12:55Z,90000,False,23.0,18.0,1,right,J. Nurkić cutting Layup (2 PTS) (K. George 1 AST),"[203994, 1641718]",1610612762.0,UTA,cutting,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,,,,2.97,Made,2.0,K. George,1641718.0,1.0,,,,,,,,,,,
11,PT11M25.00S,2026-01-23T02:11:58.2Z,1,REGULAR,3pt,Jump Shot,[],1630577,29.25427069645204,74.75490196078431,1610612759,2,3,2026-01-23T02:12:03Z,110000,False,-124.0,222.0,1,left,J. Champagnie 25' 3PT  (3 PTS) (S. Castle 1 AST),"[1630577, 1642264]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,25.46,Made,3.0,S. Castle,1642264.0,1.0,,,,,,,,,,,
13,PT11M04.00S,2026-01-23T02:12:18.1Z,1,REGULAR,3pt,Jump Shot,[],203994,72.09264126149803,22.54901960784314,1610612762,2,3,2026-01-23T02:12:21Z,130000,False,-137.0,210.0,1,right,MISS J. Nurkić 25' 3PT,[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Left Center,,,,25.07,Missed,,,,,,,,,,,,,,,
14,PT11M01.00S,2026-01-23T02:12:21.1Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,2,3,2026-01-23T02:12:21Z,140000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,
15,PT10M49.00S,2026-01-23T02:12:33.4Z,1,REGULAR,2pt,Jump Shot,[],1642264,21.369908015768726,67.15686274509804,1610612759,2,3,2026-01-23T02:13:50Z,150000,False,-86.0,148.0,1,left,MISS S. Castle 17' step back Shot,[1642264],1610612759.0,SAS,step back,,,Castle,S. Castle,,,,,Mid-Range,16-24 Left Center,,,,17.14,Missed,,,,,,,,,,,,,,,
16,PT10M47.00S,2026-01-23T02:12:35.4Z,1,REGULAR,rebound,defensive,[],1641718,,,1610612762,2,3,2026-01-23T02:12:36Z,160000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,
17,PT10M42.00S,2026-01-23T02:12:39.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642262,94.82588699080158,56.372549019607845,1610612762,2,3,2026-01-23T02:14:38Z,170000,False,32.0,-4.0,1,right,MISS C. Williams running alley-oop Layup,[1642262],1610612762.0,UTA,running alley-oop,,,Williams,C. Williams,,,,,Restricted Area,0-8 Center,,,,3.21,Missed,,,,,,,,,,,,,,,
18,PT10M41.00S,2026-01-23T02:12:40.7Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,2,3,2026-01-23T02:12:48Z,180000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,
19,PT10M35.00S,2026-01-23T02:12:46.9Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1628368,11.251642575558476,42.64705882352941,1610612759,2,5,2026-01-23T02:15:25Z,190000,False,37.0,53.0,1,left,D. Fox 6' running pullup Jump Shot (2 PTS),[1628368],1610612759.0,SAS,running pullup,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,6.48,Made,2.0,,,,,,,,,,,,,,
20,PT10M20.00S,2026-01-23T02:13:02.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642846,90.48948751642575,59.80392156862745,1610612762,4,5,2026-01-23T02:13:06Z,200000,False,49.0,37.0,1,right,A. Bailey 6' pullup Jump Shot (2 PTS) (J. Nurkić 1 AST),"[1642846, 203994]",1610612762.0,UTA,pullup,,,Bailey,A. Bailey,,,,,In The Paint (Non-RA),0-8 Center,,,,6.13,Made,2.0,J. Nurkić,203994.0,1.0,,,,,,,,,,,
22,PT10M06.00S,2026-01-23T02:13:15.6Z,1,REGULAR,3pt,Jump Shot,[],1628368,5.075558475689881,95.83333333333334,1610612759,4,8,2026-01-23T02:13:20Z,220000,False,-229.0,-5.0,1,left,D. Fox 3PT  (5 PTS) (S. Castle 2 AST),"[1628368, 1642264]",1610612759.0,SAS,,,,Fox,D. Fox,,,,,Left Corner 3,24+ Left,,,,22.93,Made,5.0,S. Castle,1642264.0,2.0,,,,,,,,,,,
24,PT09M39.00S,2026-01-23T02:13:43.5Z,1,REGULAR,3pt,Jump Shot,[],1642262,70.25295663600527,69.85294117647058,1610612762,4,8,2026-01-23T02:13:47Z,240000,False,99.0,227.0,1,right,MISS C. Williams 24' step back 3PT,[1642262],1610612762.0,UTA,step back,,,Williams,C. Williams,,,,,Above the Break 3,24+ Right Center,,,,24.79,Missed,,,,,,,,,,,,,,,
25,PT09M37.00S,2026-01-23T02:13:45.5Z,1,REGULAR,rebound,defensive,[],1642264,,,1610612759,4,8,2026-01-23T02:13:47Z,250000,False,,,0,,S. Castle REBOUND (Off:0 Def:1),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,24.0,1.0,1.0,0.0,,,,,,,
26,PT09M30.00S,2026-01-23T02:13:52.3Z,1,REGULAR,3pt,Jump Shot,[],203084,7.178055190538765,3.431372549019608,1610612759,4,8,2026-01-23T02:13:56Z,260000,False,233.0,15.0,1,left,MISS H. Barnes 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,,,,23.33,Missed,,,,,,,,,,,,,,,
27,PT09M29.00S,2026-01-23T02:13:53.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,4,8,2026-01-23T02:13:56Z,270000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,26.0,,,,,,,,,,
28,PT09M29.00S,2026-01-23T02:13:56.3Z,1,REGULAR,foul,personal,[],1642262,,,1610612759,4,8,2026-01-23T02:14:02Z,280000,False,,,0,,C. Williams loose ball personal FOUL (1 PF),"[1642262, 1641705]",1610612762.0,UTA,loose ball,,,Williams,C. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1179.0,1.0,0.0,Wembanyama,1641705.0,,
30,PT09M14.00S,2026-01-23T02:14:26.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642264,12.434296977660972,42.40196078431372,1610612759,4,8,2026-01-23T02:17:12Z,300000,False,38.0,64.0,1,left,MISS S. Castle 7' fadeaway Shot,[1642264],1610612759.0,SAS,fadeaway,,,Castle,S. Castle,,,,,In The Paint (Non-RA),0-8 Center,,,,7.48,Missed,,,,,,,,,,,,,,,
31,PT09M12.00S,2026-01-23T02:14:28.8Z,1,REGULAR,rebound,defensive,[],203994,,,1610612762,4,8,2026-01-23T02:14:29Z,310000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:1),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,30.0,1.0,1.0,0.0,,,,,,,
32,PT08M51.00S,2026-01-23T02:14:49.4Z,1,REGULAR,3pt,Jump Shot,[],1629004,73.53810775295663,16.666666666666664,1610612762,7,8,2026-01-23T02:14:53Z,320000,False,-167.0,196.0,1,right,S. Mykhailiuk 25' 3PT  (3 PTS) (A. Bailey 1 AST),"[1629004, 1642846]",1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Left Center,,,,25.75,Made,3.0,A. Bailey,1642846.0,1.0,,,,,,,,,,,
34,PT08M32.00S,2026-01-23T02:15:08.8Z,1,REGULAR,3pt,Jump Shot,[],1630577,32.40801576872536,62.254901960784316,1610612759,7,11,2026-01-23T02:15:12Z,340000,False,-61.0,252.0,1,left,J. Champagnie 25' 3PT  (6 PTS) (S. Castle 3 AST),"[1630577, 1642264]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,,25.94,Made,6.0,S. Castle,1642264.0,3.0,,,,,,,,,,,
36,PT08M15.00S,2026-01-23T02:15:27.4Z,1,REGULAR,foul,personal,['2freethrow'],1630577,,,1610612762,7,11,2026-01-23T02:15:31Z,360000,False,,,0,,J. Champagnie shooting personal FOUL (1 PF) (George 2 FT),"[1630577, 1641718]",1610612759.0,SAS,shooting,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1179.0,1.0,0.0,George,1641718.0,,
38,PT08M15.00S,2026-01-23T02:15:53.4Z,1,REGULAR,freethrow,1 of 2,[],1641718,,,1610612762,8,11,2026-01-23T02:15:53Z,380000,False,,,0,,K. George Free Throw 1 of 2 (1 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
