actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-12-02T02:11:25.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-02T02:11:25Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-12-02T02:11:27.5Z,1,REGULAR,jumpball,recovered,[],1641718,,,1610612762,0,0,2025-12-02T02:11:27Z,40000,False,,,0,,Jump Ball J. Nurkić vs. A. Sengun: Tip to K. George,"[1641718, 203994, 1630578]",1610612762.0,UTA,startperiod,K. George,1641718.0,George,K. George,Nurkić,203994.0,Sengun,1630578.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-12-02T02:11:39.9Z,1,REGULAR,3pt,Jump Shot,[],1642846,10.33180026281209,3.6764705882352944,1610612762,0,0,2025-12-02T02:11:45Z,70000,False,232.0,45.0,1,left,MISS A. Bailey 3PT,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Right Corner 3,24+ Right,23.59,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2025-12-02T02:11:41.9Z,1,REGULAR,rebound,defensive,[],201142,,,1610612745,0,0,2025-12-02T02:11:45Z,80000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Right Corner 3,24+ Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M29.00S,2025-12-02T02:11:55.9Z,1,REGULAR,turnover,bad pass,[],1630578,,,1610612745,0,0,2025-12-02T02:11:59Z,90000,False,,,0,,A. Sengun bad pass TURNOVER (1 TO),"[1630578, 1642846]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Left Center,,,,,,,1.0,Bailey,1642846.0,,,,,,,,,,,
10,PT11M29.00S,2025-12-02T02:11:55.9Z,1,REGULAR,steal,,[],1642846,,,1610612762,0,0,2025-12-02T02:11:57Z,100000,False,,,0,,A. Bailey STEAL (1 STL),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
11,PT11M23.00S,2025-12-02T02:12:01.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641718,28.07161629434954,74.50980392156863,1610612762,0,0,2025-12-02T02:12:31Z,110000,False,-123.0,211.0,1,left,MISS K. George 24' running 3PT,[1641718],1610612762.0,UTA,running,,,George,K. George,,,,,Above the Break 3,24+ Left Center,24.43,Missed,,,,,,,,,,,,,,,,,,
12,PT11M21.00S,2025-12-02T02:12:03.2Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,0,0,2025-12-02T02:12:06Z,120000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M18.00S,2025-12-02T02:12:07.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201142,91.01511169513797,58.08823529411765,1610612745,0,0,2025-12-02T02:12:12Z,130000,False,40.0,32.0,1,right,MISS K. Durant running Layup - blocked,"[201142, 1642846]",1610612745.0,HOU,running,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,5.15,Missed,,,,,,,,Bailey,1642846.0,,,,,,,,,
91,PT11M18.00S,2025-12-02T02:12:07.4Z,1,REGULAR,block,,[],1642846,,,1610612745,0,0,2025-12-02T02:22:59Z,135000,False,,,0,,A. Bailey BLOCK (1 BLK),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
