actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
593,PT12M00.00S,2025-11-12T04:05:15.5Z,4,REGULAR,substitution,in,['startperiod'],1628396,,,1610612754,114,91,2025-11-12T04:06:28Z,5860000,False,,,0,,SUB in: T. Bradley,[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT12M00.00S,2025-11-12T04:06:45.1Z,4,REGULAR,period,start,[],0,,,1610612762,114,91,2025-11-12T04:06:45Z,5870000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT11M36.00S,2025-11-12T04:07:08.1Z,4,REGULAR,3pt,Jump Shot,[],1642383,68.01905387647832,60.29411764705882,1610612762,117,91,2025-11-12T04:08:10Z,5880000,False,51.0,248.0,1,right,W. Clayton Jr. 25' 3PT pullup (5 PTS),[1642383],1610612762.0,UTA,pullup,,,Clayton Jr.,W. Clayton Jr.,,,,,Above the Break 3,24+ Center,25.34,Made,,,,,,,5.0,,,,,,,,,,,
596,PT11M25.00S,2025-11-12T04:07:22.1Z,4,REGULAR,foul,personal,['2freethrow'],1642262,,,1610612754,117,91,2025-11-12T04:07:27Z,5890000,False,,,0,,C. Williams shooting personal FOUL (3 PF) (Nembhard 2 FT),"[1642262, 1629614]",1610612762.0,UTA,shooting,,,Williams,C. Williams,,,,,Mid-Range,8-16 Center,,,,,,,,,,1627524.0,3.0,0.0,Nembhard,1629614.0,,,,,,
598,PT11M25.00S,2025-11-12T04:07:42.3Z,4,REGULAR,freethrow,1 of 2,[],1629614,,,1610612754,117,92,2025-11-12T04:07:42Z,5910000,False,,,0,,A. Nembhard Free Throw 1 of 2 (21 PTS),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,Made,,,,,,,21.0,,,,,,,,,,,
599,PT11M25.00S,2025-11-12T04:07:55.3Z,4,REGULAR,freethrow,2 of 2,[],1629614,,,1610612754,117,93,2025-11-12T04:07:55Z,5920000,False,,,0,,A. Nembhard Free Throw 2 of 2 (22 PTS),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,Made,,,,,,,22.0,,,,,,,,,,,
601,PT11M05.00S,2025-11-12T04:08:34.8Z,4,REGULAR,foul,personal,['2freethrow'],1628396,,,1610612762,117,93,2025-11-12T04:08:52Z,5940000,False,,,0,,T. Bradley shooting personal FOUL (2 PF) (Filipowski 2 FT),"[1628396, 1642271]",1610612754.0,IND,shooting,,,Bradley,T. Bradley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627524.0,2.0,0.0,Filipowski,1642271.0,,,,,,
603,PT11M05.00S,2025-11-12T04:08:59.1Z,4,REGULAR,freethrow,1 of 2,[],1642271,,,1610612762,118,93,2025-11-12T04:08:59Z,5960000,False,,,0,,K. Filipowski Free Throw 1 of 2 (15 PTS),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,Made,,,,,,,15.0,,,,,,,,,,,
604,PT11M05.00S,2025-11-12T04:09:19.0Z,4,REGULAR,freethrow,2 of 2,[],1642271,,,1610612762,119,93,2025-11-12T04:09:19Z,5970000,False,,,0,,K. Filipowski Free Throw 2 of 2 (16 PTS),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,Made,,,,,,,16.0,,,,,,,,,,,
605,PT10M52.00S,2025-11-12T04:09:38.6Z,4,REGULAR,foul,offensive,[],1627783,,,1610612754,119,93,2025-11-12T04:09:44Z,5980000,False,,,0,,P. Siakam offensive FOUL (3 PF),"[1627783, 1642383]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627524.0,3.0,0.0,Clayton Jr.,1642383.0,,,,,,
607,PT10M52.00S,2025-11-12T04:09:38.6Z,4,REGULAR,turnover,offensive foul,[],1627783,,,1610612754,119,93,2025-11-12T04:09:38Z,6000000,False,,,0,,P. Siakam offensive foul TURNOVER (2 TO),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627524.0,,,,,2.0,,,,,
608,PT10M40.00S,2025-11-12T04:10:04.5Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1642846,73.66951379763469,52.20588235294118,1610612762,119,93,2025-11-12T04:10:08Z,6010000,False,11.0,195.0,1,right,MISS A. Bailey 19' pullup Shot,[1642846],1610612762.0,UTA,pullup,,,Bailey,A. Bailey,,,,,Mid-Range,16-24 Center,19.53,Missed,,,,,,,,,,,,,,,,,,
609,PT10M36.00S,2025-11-12T04:10:08.5Z,4,REGULAR,rebound,defensive,[],1630526,,,1610612754,119,93,2025-11-12T04:10:08Z,6020000,False,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:1),[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,Mid-Range,16-24 Center,,,608.0,2.0,1.0,1.0,,,,,,,,,,,,,,
610,PT10M30.00S,2025-11-12T04:10:13.6Z,4,REGULAR,3pt,Jump Shot,[],1629614,31.35676741130092,66.91176470588235,1610612754,119,96,2025-11-12T04:10:17Z,6030000,False,-85.0,242.0,1,left,A. Nembhard 25' 3PT  (25 PTS) (A. Nesmith 7 AST),"[1629614, 1630174]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,25.66,Made,,,,,,,25.0,,,,,,,,,A. Nesmith,1630174.0,7.0
612,PT10M18.00S,2025-11-12T04:10:28.5Z,4,REGULAR,foul,offensive,[],1642383,,,1610612762,119,96,2025-11-12T04:10:41Z,6050000,False,,,0,,W. Clayton Jr. offensive FOUL (1 PF),"[1642383, 1630174]",1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,1627524.0,1.0,0.0,Nesmith,1630174.0,,,,,,
614,PT10M18.00S,2025-11-12T04:10:28.5Z,4,REGULAR,turnover,offensive foul,[],1642383,,,1610612762,119,96,2025-11-12T04:10:28Z,6070000,False,,,0,,W. Clayton Jr. offensive foul TURNOVER (2 TO),[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,1627524.0,,,,,2.0,,,,,
615,PT10M18.00S,2025-11-12T04:10:37.4Z,4,REGULAR,substitution,out,[],1628374,,,1610612754,119,96,2025-11-12T04:10:39Z,6080000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT10M18.00S,2025-11-12T04:10:37.4Z,4,REGULAR,substitution,in,[],203994,,,1610612754,119,96,2025-11-12T04:10:39Z,6090000,False,,,0,,SUB in: J. Nurkić,[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT10M11.00S,2025-11-12T04:10:57.3Z,4,REGULAR,foul,personal,['2freethrow'],1642271,,,1610612754,119,96,2025-11-12T04:11:04Z,6100000,False,,,0,,K. Filipowski shooting personal FOUL (2 PF) (Siakam 2 FT),"[1642271, 1627783]",1610612762.0,UTA,shooting,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1148.0,2.0,0.0,Siakam,1627783.0,,,,,,
619,PT10M11.00S,2025-11-12T04:11:30.3Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1627783,,,1610612754,119,97,2025-11-12T04:11:30Z,6120000,False,,,0,,P. Siakam Free Throw 1 of 2 (21 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,,21.0,,,,,,,,,,,
620,PT10M11.00S,2025-11-12T04:11:47.9Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1627783,,,1610612754,119,98,2025-11-12T04:11:47Z,6130000,False,,,0,,P. Siakam Free Throw 2 of 2 (22 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,,22.0,,,,,,,,,,,
622,PT10M01.00S,2025-11-12T04:12:05.1Z,4,REGULAR,substitution,out,[],1642262,,,1610612762,119,98,2025-11-12T04:12:18Z,6150000,False,,,0,,SUB out: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT10M01.00S,2025-11-12T04:12:05.1Z,4,REGULAR,substitution,out,[],1642271,,,1610612762,119,98,2025-11-12T04:12:18Z,6160000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT10M01.00S,2025-11-12T04:12:05.1Z,4,REGULAR,substitution,in,[],1629004,,,1610612762,119,98,2025-11-12T04:12:18Z,6170000,False,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT10M01.00S,2025-11-12T04:12:05.1Z,4,REGULAR,substitution,in,[],1641718,,,1610612762,119,98,2025-11-12T04:12:18Z,6180000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT09M55.00S,2025-11-12T04:12:27.9Z,4,REGULAR,foul,personal,['3freethrow'],1629614,,,1610612762,119,98,2025-11-12T04:12:33Z,6190000,False,,,0,,A. Nembhard shooting personal FOUL (5 PF) (Clayton Jr. 3 FT),"[1629614, 1642383]",1610612754.0,IND,shooting,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1627524.0,5.0,0.0,Clayton Jr.,1642383.0,,,,,,
628,PT09M55.00S,2025-11-12T04:12:57.0Z,4,REGULAR,freethrow,1 of 3,[],1642383,,,1610612762,120,98,2025-11-12T04:12:57Z,6210000,False,,,0,,W. Clayton Jr. Free Throw 1 of 3 (6 PTS),[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
629,PT09M55.00S,2025-11-12T04:13:06.6Z,4,REGULAR,freethrow,2 of 3,[],1642383,,,1610612762,121,98,2025-11-12T04:13:06Z,6220000,False,,,0,,W. Clayton Jr. Free Throw 2 of 3 (7 PTS),[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
630,PT09M55.00S,2025-11-12T04:13:20.1Z,4,REGULAR,freethrow,3 of 3,[],1642383,,,1610612762,122,98,2025-11-12T04:13:20Z,6230000,False,,,0,,W. Clayton Jr. Free Throw 3 of 3 (8 PTS),[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
631,PT09M40.00S,2025-11-12T04:13:39.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,6.915243101182654,54.166666666666664,1610612754,122,100,2025-11-12T04:13:47Z,6240000,False,-21.0,13.0,1,left,A. Nesmith reverse Layup (13 PTS) (T. Bradley 1 AST),"[1630174, 1628396]",1610612754.0,IND,reverse,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,2.43,Made,,,,,,,13.0,,,,,,,,,T. Bradley,1628396.0,1.0
633,PT09M40.00S,2025-11-12T04:13:41.6Z,4,REGULAR,foul,personal,['1freethrow'],1642846,,,1610612754,122,100,2025-11-12T04:13:46Z,6260000,False,,,0,,A. Bailey shooting personal FOUL (3 PF) (Nesmith 1 FT),"[1642846, 1630174]",1610612762.0,UTA,shooting,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627524.0,3.0,0.0,Nesmith,1630174.0,,,,,,
635,PT09M40.00S,2025-11-12T04:14:07.6Z,4,REGULAR,freethrow,1 of 1,[],1630174,,,1610612754,122,101,2025-11-12T04:14:07Z,6280000,False,,,0,,A. Nesmith Free Throw 1 of 1 (14 PTS),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,,
636,PT09M29.00S,2025-11-12T04:14:29.6Z,4,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612762,122,101,2025-11-12T04:14:33Z,6290000,False,,,0,,A. Nesmith shooting personal FOUL (3 PF) (George 2 FT),"[1630174, 1641718]",1610612754.0,IND,shooting,,,Nesmith,A. Nesmith,,,,,Mid-Range,8-16 Left,,,,,,,,,,1627524.0,3.0,1.0,George,1641718.0,,,,,,
638,PT09M29.00S,2025-11-12T04:14:53.9Z,4,REGULAR,freethrow,1 of 2,[],1641718,,,1610612762,123,101,2025-11-12T04:14:53Z,6310000,False,,,0,,K. George Free Throw 1 of 2 (3 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
639,PT09M29.00S,2025-11-12T04:15:13.8Z,4,REGULAR,freethrow,2 of 2,[],1641718,,,1610612762,124,101,2025-11-12T04:15:13Z,6320000,False,,,0,,K. George Free Throw 2 of 2 (4 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
640,PT09M09.00S,2025-11-12T04:15:34.8Z,4,REGULAR,3pt,Jump Shot,[],1627783,31.750985545335087,57.84313725490197,1610612754,124,101,2025-11-12T04:15:40Z,6330000,False,-39.0,246.0,1,left,MISS P. Siakam 24' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,24.91,Missed,,,,,,,,,,,,,,,,,,
641,PT09M05.00S,2025-11-12T04:15:38.8Z,4,REGULAR,rebound,offensive,[],1630174,,,1610612754,124,101,2025-11-12T04:15:40Z,6340000,False,,,0,,A. Nesmith REBOUND (Off:1 Def:3),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Center,,,640.0,4.0,3.0,1.0,,,,,,,,,,,,,,
642,PT09M02.00S,2025-11-12T04:15:41.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630174,18.873193166885677,5.147058823529411,1610612754,124,104,2025-11-12T04:15:44Z,6350000,False,224.0,125.0,1,left,A. Nesmith 25' 3PT  (17 PTS) (T. Bradley 2 AST),"[1630174, 1628396]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,25.67,Made,,,,,,,17.0,,,,,,,,,T. Bradley,1628396.0,2.0
645,PT08M40.00S,2025-11-12T04:16:05.5Z,4,REGULAR,foul,offensive,[],203994,,,1610612762,124,104,2025-11-12T04:16:14Z,6380000,False,,,0,,J. Nurkić offensive FOUL (3 PF),"[203994, 1630174]",1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Center,,,,,,,,,,1627524.0,3.0,0.0,Nesmith,1630174.0,,,,,,
647,PT08M40.00S,2025-11-12T04:16:05.5Z,4,REGULAR,turnover,offensive foul,[],203994,,,1610612762,124,104,2025-11-12T04:16:05Z,6400000,False,,,0,,J. Nurkić offensive foul TURNOVER (2 TO),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Center,,,,,,,,,,1627524.0,,,,,2.0,,,,,
648,PT08M32.00S,2025-11-12T04:16:29.4Z,4,REGULAR,foul,personal,['2freethrow'],1642383,,,1610612754,124,104,2025-11-12T04:16:34Z,6410000,False,,,0,,W. Clayton Jr. shooting personal FOUL (2 PF) (Robinson-Earl 2 FT),"[1642383, 1630526]",1610612762.0,UTA,shooting,,,Clayton Jr.,W. Clayton Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627524.0,2.0,0.0,Robinson-Earl,1630526.0,,,,,,
650,PT08M32.00S,2025-11-12T04:16:54.3Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630526,,,1610612754,124,105,2025-11-12T04:16:54Z,6430000,False,,,0,,J. Robinson-Earl Free Throw 1 of 2 (1 PTS),[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
651,PT08M32.00S,2025-11-12T04:17:09.2Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630526,,,1610612754,124,106,2025-11-12T04:17:09Z,6440000,False,,,0,,J. Robinson-Earl Free Throw 2 of 2 (2 PTS),[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
652,PT08M11.00S,2025-11-12T04:17:36.1Z,4,REGULAR,3pt,Jump Shot,[],1629004,72.35545335085413,79.16666666666666,1610612762,127,106,2025-11-12T04:17:40Z,6450000,False,146.0,207.0,1,right,S. Mykhailiuk 25' 3PT  (13 PTS) (W. Clayton Jr. 2 AST),"[1629004, 1642383]",1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Right Center,25.35,Made,,,,,,,13.0,,,,,,,,,W. Clayton Jr.,1642383.0,2.0
654,PT07M56.00S,2025-11-12T04:17:51.2Z,4,REGULAR,3pt,Jump Shot,[],1629614,28.597240473061763,78.92156862745098,1610612754,127,106,2025-11-12T04:17:57Z,6470000,False,-145.0,216.0,1,left,MISS A. Nembhard 26' 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,26.02,Missed,,,,,,,,,,,,,,,,,,
655,PT07M54.00S,2025-11-12T04:17:53.2Z,4,REGULAR,rebound,offensive,[],1630526,,,1610612754,127,106,2025-11-12T04:18:35Z,6480000,False,,,0,,J. Robinson-Earl REBOUND (Off:2 Def:1),[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Left Center,,,654.0,3.0,1.0,2.0,,,,,,,,,,,,,,
656,PT07M53.00S,2025-11-12T04:17:56.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630526,7.440867279894875,50.0,1610612754,127,108,2025-11-12T04:18:39Z,6490000,False,0.0,17.0,1,left,J. Robinson-Earl putback Layup (4 PTS),[1630526],1610612754.0,IND,putback,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,1.74,Made,,,,,,,4.0,,,,,,,,,,,
657,PT07M40.00S,2025-11-12T04:18:08.8Z,4,REGULAR,foul,personal,['2freethrow'],1630526,,,1610612762,127,108,2025-11-12T04:18:18Z,6500000,False,,,0,,J. Robinson-Earl shooting personal FOUL (3 PF) (Nurkić 2 FT),"[1630526, 203994]",1610612754.0,IND,shooting,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1148.0,3.0,0.0,Nurkić,203994.0,,,,,,
659,PT07M40.00S,2025-11-12T04:18:51.0Z,4,REGULAR,freethrow,1 of 2,[],203994,,,1610612762,128,108,2025-11-12T04:18:51Z,6520000,False,,,0,,J. Nurkić Free Throw 1 of 2 (8 PTS),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
660,PT07M40.00S,2025-11-12T04:18:52.6Z,4,REGULAR,substitution,out,[],1642846,,,1610612762,128,108,2025-11-12T04:18:56Z,6530000,False,,,0,,SUB out: A. Bailey,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT07M40.00S,2025-11-12T04:18:52.6Z,4,REGULAR,substitution,in,[],1628374,,,1610612762,128,108,2025-11-12T04:18:56Z,6540000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT07M40.00S,2025-11-12T04:19:13.2Z,4,REGULAR,freethrow,2 of 2,[],203994,,,1610612762,129,108,2025-11-12T04:19:13Z,6550000,False,,,0,,J. Nurkić Free Throw 2 of 2 (9 PTS),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
663,PT07M32.00S,2025-11-12T04:19:21.8Z,4,REGULAR,2pt,Jump Shot,[],1629614,8.886333771353483,17.401960784313726,1610612754,129,108,2025-11-12T04:19:29Z,6560000,False,163.0,31.0,1,left,MISS A. Nembhard 16' pullup Shot,[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Right,16.59,Missed,,,,,,,,,,,,,,,,,,
664,PT07M30.00S,2025-11-12T04:19:23.8Z,4,REGULAR,rebound,offensive,[],1630526,,,1610612754,129,108,2025-11-12T04:19:55Z,6570000,False,,,0,,J. Robinson-Earl REBOUND (Off:3 Def:1),[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,Mid-Range,16-24 Right,,,663.0,4.0,1.0,3.0,,,,,,,,,,,,,,
665,PT07M30.00S,2025-11-12T04:19:26.4Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630526,5.590000152587891,50.0,1610612754,129,110,2025-11-12T04:19:59Z,6580000,False,0.0,0.0,1,left,J. Robinson-Earl putback Layup (6 PTS),[1630526],1610612754.0,IND,putback,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,6.0,,,,,,,,,,,
666,PT07M13.00S,2025-11-12T04:19:40.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629004,91.01511169513797,53.431372549019606,1610612762,131,110,2025-11-12T04:19:47Z,6590000,False,17.0,32.0,1,right,S. Mykhailiuk driving finger roll Layup (15 PTS) (J. Nurkić 3 AST),"[1629004, 203994]",1610612762.0,UTA,driving finger roll,,,Mykhailiuk,S. Mykhailiuk,,,,,Restricted Area,0-8 Center,3.63,Made,,,,,,,15.0,,,,,,,,,J. Nurkić,203994.0,3.0
668,PT07M02.00S,2025-11-12T04:19:51.9Z,4,REGULAR,2pt,Jump Shot,[],1628396,24.655059132720105,56.61764705882353,1610612754,131,112,2025-11-12T04:19:55Z,6610000,False,-33.0,179.0,1,left,T. Bradley 18' pullup Jump Shot (8 PTS) (A. Nembhard 6 AST),"[1628396, 1629614]",1610612754.0,IND,pullup,,,Bradley,T. Bradley,,,,,Mid-Range,16-24 Center,18.23,Made,,,,,,,8.0,,,,,,,,,A. Nembhard,1629614.0,6.0
669,PT06M50.00S,2025-11-12T04:20:08.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,131,112,2025-11-12T04:20:08Z,6620000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,PT06M50.00S,2025-11-12T04:21:40.3Z,4,REGULAR,substitution,out,[],1628396,,,1610612762,131,112,2025-11-12T04:23:41Z,6625000,False,,,0,,SUB out: T. Bradley,[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT06M50.00S,2025-11-12T04:21:40.3Z,4,REGULAR,substitution,out,[],1630174,,,1610612762,131,112,2025-11-12T04:23:41Z,6627500,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT06M50.00S,2025-11-12T04:21:40.3Z,4,REGULAR,substitution,out,[],1630526,,,1610612762,131,112,2025-11-12T04:23:41Z,6628750,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
676,PT06M50.00S,2025-11-12T04:21:40.3Z,4,REGULAR,substitution,in,[],1630543,,,1610612762,131,112,2025-11-12T04:23:41Z,6629375,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
677,PT06M50.00S,2025-11-12T04:21:40.3Z,4,REGULAR,substitution,in,[],1641767,,,1610612762,131,112,2025-11-12T04:23:41Z,6629687,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT06M50.00S,2025-11-12T04:21:40.3Z,4,REGULAR,substitution,in,[],1641716,,,1610612762,131,112,2025-11-12T04:23:41Z,6629843,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT06M39.00S,2025-11-12T04:23:12.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641718,82.7365308804205,62.5,1610612762,133,112,2025-11-12T04:24:44Z,6630000,False,62.0,110.0,1,right,K. George 12' fadeaway Jump Shot (6 PTS),[1641718],1610612762.0,UTA,fadeaway,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,12.63,Made,,,,,,,6.0,,,,,,,,,,,
672,PT06M24.00S,2025-11-12T04:23:27.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,14.011169513797633,37.00980392156863,1610612754,133,114,2025-11-12T04:25:59Z,6640000,False,65.0,79.0,1,left,P. Siakam 10' driving floating Jump Shot (24 PTS),[1627783],1610612754.0,IND,driving floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Right,10.25,Made,,,,,,,24.0,,,,,,,,,,,
679,PT06M07.00S,2025-11-12T04:23:43.4Z,4,REGULAR,3pt,Jump Shot,[],1642383,82.86793692509855,93.38235294117648,1610612762,133,114,2025-11-12T04:27:02Z,6650000,False,217.0,109.0,1,right,MISS W. Clayton Jr. 24' pullup 3PT,[1642383],1610612762.0,UTA,pullup,,,Clayton Jr.,W. Clayton Jr.,,,,,Above the Break 3,24+ Right Center,24.25,Missed,,,,,,,,,,,,,,,,,,
680,PT06M06.00S,2025-11-12T04:23:46.0Z,4,REGULAR,rebound,offensive,[],1628374,,,1610612762,133,114,2025-11-12T04:23:46Z,6660000,False,,,0,,L. Markkanen REBOUND (Off:3 Def:0),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,679.0,3.0,0.0,3.0,,,,,,,,,,,,,,
681,PT06M05.00S,2025-11-12T04:23:46.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628374,90.3580814717477,50.49019607843137,1610612762,133,114,2025-11-12T04:27:29Z,6670000,False,2.0,38.0,1,right,MISS L. Markkanen floating Shot,[1628374],1610612762.0,UTA,floating,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,3.82,Missed,,,,,,,,,,,,,,,,,,
