actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
441,PT08M17.00S,2026-02-12T03:27:36.4Z,3,REGULAR,block,,[],1642269,,,1610612762,81,50,2026-02-12T03:39:57Z,3827500,False,,,0,,D. Carter BLOCK (1 BLK),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
442,PT08M17.00S,2026-02-12T03:27:36.4Z,3,REGULAR,rebound,offensive,[],1628374,,,1610612762,81,50,2026-02-12T03:39:57Z,3828750,False,,,0,,L. Markkanen REBOUND (Off:2 Def:3),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,440.0,5.0,3.0,2.0,,,,,,,,,,,
389,PT08M17.00S,2026-02-12T03:27:41.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628374,11.777266754270697,47.794117647058826,1610612762,83,50,2026-02-12T03:49:42Z,3830000,False,11.0,58.0,1,left,L. Markkanen Layup (17 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,5.92,Made,,,,,,,17.0,,,,,,,,
390,PT08M17.00S,2026-02-12T03:27:48.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,83,50,2026-02-12T03:27:48Z,3840000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT08M07.00S,2026-02-12T03:30:46.3Z,3,REGULAR,foul,personal,['2freethrow'],203994,,,1610612758,83,50,2026-02-12T03:30:56Z,3850000,False,,,0,,J. Nurkić shooting personal FOUL (3 PF) (DeRozan 2 FT),"[203994, 201942]",1610612762.0,UTA,shooting,,,Nurkić,J. Nurkić,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1629177.0,3.0,1.0,DeRozan,201942.0
393,PT08M07.00S,2026-02-12T03:31:07.5Z,3,REGULAR,freethrow,1 of 2,[],201942,,,1610612758,83,51,2026-02-12T03:31:07Z,3870000,False,,,0,,D. DeRozan Free Throw 1 of 2 (15 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,Made,,,,,,,15.0,,,,,,,,
394,PT08M07.00S,2026-02-12T03:31:21.7Z,3,REGULAR,freethrow,2 of 2,[],201942,,,1610612758,83,52,2026-02-12T03:31:21Z,3880000,False,,,0,,D. DeRozan Free Throw 2 of 2 (16 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,Made,,,,,,,16.0,,,,,,,,
395,PT07M52.00S,2026-02-12T03:31:40.9Z,3,REGULAR,turnover,traveling,[],1642268,,,1610612762,83,52,2026-02-12T03:31:48Z,3890000,False,,,0,,I. Collier traveling TURNOVER (2 TO),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Mid-Range,16-24 Left Center,2.0,,,,,,,,,,,,,,,2534.0,,,,
396,PT07M41.00S,2026-02-12T03:32:24.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201942,83.26215505913272,58.08823529411765,1610612758,83,54,2026-02-12T03:32:29Z,3900000,False,40.0,105.0,1,right,D. DeRozan 11' Jump Shot (18 PTS) (D. Carter 4 AST),"[201942, 1642269]",1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,,,,11.23,Made,,,,,,,18.0,D. Carter,1642269.0,4.0,,,,,
398,PT07M24.00S,2026-02-12T03:32:41.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,12.040078843626807,38.48039215686275,1610612762,83,54,2026-02-12T03:32:48Z,3920000,False,58.0,61.0,1,left,MISS J. Jackson Jr. 8' driving floating Shot,[1628991],1610612762.0,UTA,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,8.37,Missed,,,,,,,,,,,,,,,
399,PT07M19.00S,2026-02-12T03:32:46.0Z,3,REGULAR,rebound,defensive,[],201942,,,1610612758,83,54,2026-02-12T03:32:46Z,3930000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:1),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Right,,,,,,398.0,2.0,1.0,1.0,,,,,,,,,,,
400,PT07M12.00S,2026-02-12T03:32:52.1Z,3,REGULAR,3pt,Jump Shot,[],1642269,89.96386333771353,95.09803921568627,1610612758,83,54,2026-02-12T03:32:57Z,3940000,False,225.0,42.0,1,right,MISS D. Carter 3PT,[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,Right Corner 3,24+ Right,,,,22.93,Missed,,,,,,,,,,,,,,,
401,PT07M10.00S,2026-02-12T03:32:54.1Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612762,83,54,2026-02-12T03:32:57Z,3950000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:3),[1628991],1610612762.0,UTA,,,,Jackson Jr.,J. Jackson Jr.,,,,,Right Corner 3,24+ Right,,,,,,400.0,3.0,3.0,0.0,,,,,,,,,,,
402,PT07M02.00S,2026-02-12T03:33:05.3Z,3,REGULAR,foul,personal,[],1642269,,,1610612762,83,54,2026-02-12T03:33:10Z,3960000,False,,,0,,D. Carter personal FOUL (1 PF),"[1642269, 1628374]",1610612758.0,SAC,,,,Carter,D. Carter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Markkanen,1628374.0
404,PT07M02.00S,2026-02-12T03:33:10.6Z,3,REGULAR,substitution,out,[],1642846,,,1610612762,83,54,2026-02-12T03:33:19Z,3980000,False,,,0,,SUB out: A. Bailey,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT07M02.00S,2026-02-12T03:33:10.6Z,3,REGULAR,substitution,out,[],1628991,,,1610612762,83,54,2026-02-12T03:33:19Z,3990000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612762.0,UTA,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT07M02.00S,2026-02-12T03:33:10.6Z,3,REGULAR,substitution,in,[],1642262,,,1610612762,83,54,2026-02-12T03:33:19Z,4000000,False,,,0,,SUB in: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT07M02.00S,2026-02-12T03:33:10.6Z,3,REGULAR,substitution,in,[],1641729,,,1610612762,83,54,2026-02-12T03:33:19Z,4010000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT06M58.00S,2026-02-12T03:33:38.7Z,3,REGULAR,foul,personal,[],1642928,,,1610612762,83,54,2026-02-12T03:33:46Z,4020000,False,,,0,,D. Cardwell personal FOUL (4 PF),"[1642928, 203994]",1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,2534.0,4.0,0.0,Nurkić,203994.0
410,PT06M52.00S,2026-02-12T03:34:07.7Z,3,REGULAR,turnover,bad pass,[],1642268,,,1610612762,83,54,2026-02-12T03:34:12Z,4040000,False,,,0,,I. Collier bad pass TURNOVER (3 TO),"[1642268, 1642875]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Left Center,3.0,Raynaud,1642875.0,,,,,,,,,,,,,,,,,
411,PT06M52.00S,2026-02-12T03:34:07.7Z,3,REGULAR,steal,,[],1642875,,,1610612758,83,54,2026-02-12T03:34:09Z,4050000,False,,,0,,M. Raynaud STEAL (1 STL),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
412,PT06M44.00S,2026-02-12T03:34:18.8Z,3,REGULAR,foul,offensive,[],1642928,,,1610612758,83,54,2026-02-12T03:34:56Z,4060000,False,,,0,,D. Cardwell offensive FOUL (5 PF),"[1642928, 203994]",1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,1629177.0,5.0,0.0,Nurkić,203994.0
414,PT06M44.00S,2026-02-12T03:34:18.8Z,3,REGULAR,turnover,offensive foul,[],1642928,,,1610612758,83,54,2026-02-12T03:34:18Z,4080000,False,,,0,,D. Cardwell offensive foul TURNOVER (2 TO),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,In The Paint (Non-RA),8-16 Left,2.0,,,,,,,,,,,,,,,1629177.0,,,,
415,PT06M44.00S,2026-02-12T03:34:23.3Z,3,REGULAR,substitution,out,[],1642268,,,1610612762,83,54,2026-02-12T03:34:29Z,4090000,False,,,0,,SUB out: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT06M44.00S,2026-02-12T03:34:23.3Z,3,REGULAR,substitution,out,[],1642928,,,1610612762,83,54,2026-02-12T03:34:29Z,4100000,False,,,0,,SUB out: D. Cardwell,[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT06M44.00S,2026-02-12T03:34:23.3Z,3,REGULAR,substitution,in,[],1631246,,,1610612762,83,54,2026-02-12T03:34:29Z,4110000,False,,,0,,SUB in: V. Williams Jr.,[1631246],1610612762.0,UTA,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT06M44.00S,2026-02-12T03:34:23.3Z,3,REGULAR,substitution,in,[],1630173,,,1610612762,83,54,2026-02-12T03:34:29Z,4120000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT06M23.00S,2026-02-12T03:34:56.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628374,31.225361366622867,34.80392156862745,1610612762,83,54,2026-02-12T03:37:08Z,4130000,False,76.0,241.0,1,left,MISS L. Markkanen 25' pullup 3PT,[1628374],1610612762.0,UTA,pullup,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,,,,25.27,Missed,,,,,,,,,,,,,,,
420,PT06M20.00S,2026-02-12T03:34:59.0Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612758,83,54,2026-02-12T03:35:01Z,4140000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:3),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Center,,,,,,419.0,4.0,3.0,1.0,,,,,,,,,,,
421,PT06M09.00S,2026-02-12T03:35:10.0Z,3,REGULAR,3pt,Jump Shot,[],201942,67.49342969776609,41.42156862745098,1610612758,83,54,2026-02-12T03:35:14Z,4150000,False,-43.0,253.0,1,right,MISS D. DeRozan 25' 3PT,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Center,,,,25.67,Missed,,,,,,,,,,,,,,,
422,PT06M08.00S,2026-02-12T03:35:11.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612762,83,54,2026-02-12T03:35:14Z,4160000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,421.0,,,,,,,,,,,,,,
424,PT06M08.00S,2026-02-12T03:35:20.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,83,54,2026-02-12T03:35:20Z,4180000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT06M08.00S,2026-02-12T03:37:59.5Z,3,REGULAR,substitution,out,[],201942,,,1610612762,83,54,2026-02-12T03:38:12Z,4190000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT06M08.00S,2026-02-12T03:37:59.5Z,3,REGULAR,substitution,in,[],1631342,,,1610612762,83,54,2026-02-12T03:38:12Z,4200000,False,,,0,,SUB in: D. Plowden,[1631342],1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT05M55.00S,2026-02-12T03:38:22.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,8.492115637319317,39.705882352941174,1610612762,83,54,2026-02-12T03:38:28Z,4210000,False,51.0,27.0,1,left,MISS L. Markkanen driving Layup,[1628374],1610612762.0,UTA,driving,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,5.83,Missed,,,,,,,,,,,,,,,
428,PT05M53.00S,2026-02-12T03:38:24.6Z,3,REGULAR,rebound,defensive,[],1642269,,,1610612758,83,54,2026-02-12T03:38:28Z,4220000,False,,,0,,D. Carter REBOUND (Off:1 Def:4),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,427.0,5.0,4.0,1.0,,,,,,,,,,,
429,PT05M36.00S,2026-02-12T03:38:42.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642269,90.62089356110381,58.333333333333336,1610612758,83,56,2026-02-12T03:38:46Z,4230000,False,42.0,36.0,1,right,D. Carter driving Layup (15 PTS) (P. Achiuwa 1 AST),"[1642269, 1630173]",1610612758.0,SAC,driving,,,Carter,D. Carter,,,,,In The Paint (Non-RA),0-8 Center,,,,5.49,Made,,,,,,,15.0,P. Achiuwa,1630173.0,1.0,,,,,
431,PT05M22.00S,2026-02-12T03:38:55.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,8.09789750328515,43.13725490196079,1610612762,85,56,2026-02-12T03:38:59Z,4250000,False,34.0,24.0,1,left,L. Markkanen Layup (19 PTS) (J. Nurkić 4 AST),"[1628374, 203994]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,4.16,Made,,,,,,,19.0,J. Nurkić,203994.0,4.0,,,,,
433,PT05M06.00S,2026-02-12T03:39:12.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1642875,88.78120893561103,35.78431372549019,1610612758,85,58,2026-02-12T03:39:19Z,4270000,False,-71.0,53.0,1,right,M. Raynaud 8' Hook (4 PTS) (D. Plowden 2 AST),"[1642875, 1631342]",1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),8-16 Left,,,,8.87,Made,,,,,,,4.0,D. Plowden,1631342.0,2.0,,,,,
435,PT05M06.00S,2026-02-12T03:39:16.4Z,3,REGULAR,foul,personal,['1freethrow'],1628374,,,1610612758,85,58,2026-02-12T03:39:33Z,4290000,False,,,0,,L. Markkanen shooting personal FOUL (2 PF) (Raynaud 1 FT),"[1628374, 1642875]",1610612762.0,UTA,shooting,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,2534.0,2.0,0.0,Raynaud,1642875.0
437,PT05M06.00S,2026-02-12T03:39:25.9Z,3,REGULAR,substitution,out,[],203994,,,1610612758,85,58,2026-02-12T03:39:57Z,4310000,False,,,0,,SUB out: J. Nurkić,[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT05M06.00S,2026-02-12T03:39:25.9Z,3,REGULAR,substitution,in,[],201567,,,1610612758,85,58,2026-02-12T03:39:57Z,4320000,False,,,0,,SUB in: K. Love,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT05M06.00S,2026-02-12T03:39:43.5Z,3,REGULAR,freethrow,1 of 1,[],1642875,,,1610612758,85,59,2026-02-12T03:39:43Z,4330000,False,,,0,,M. Raynaud Free Throw 1 of 1 (5 PTS),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,Made,,,,,,,5.0,,,,,,,,
443,PT04M52.00S,2026-02-12T03:40:00.4Z,3,REGULAR,3pt,Jump Shot,[],1641729,27.151773981603156,20.098039215686274,1610612762,85,59,2026-02-12T03:40:50Z,4340000,False,150.0,203.0,1,left,MISS B. Sensabaugh 25' pullup 3PT,[1641729],1610612762.0,UTA,pullup,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,,,,25.19,Missed,,,,,,,,,,,,,,,
444,PT04M50.00S,2026-02-12T03:40:02.4Z,3,REGULAR,rebound,offensive,[],1631246,,,1610612762,85,59,2026-02-12T03:40:03Z,4350000,False,,,0,,V. Williams Jr. REBOUND (Off:2 Def:5),[1631246],1610612762.0,UTA,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,443.0,7.0,5.0,2.0,,,,,,,,,,,
445,PT04M43.00S,2026-02-12T03:40:09.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631246,14.14257555847569,39.46078431372549,1610612762,85,59,2026-02-12T03:40:14Z,4360000,False,53.0,80.0,1,left,MISS V. Williams Jr. 9' turnaround fadeaway Shot,[1631246],1610612762.0,UTA,turnaround fadeaway,,,Williams Jr.,V. Williams Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,9.61,Missed,,,,,,,,,,,,,,,
446,PT04M42.00S,2026-02-12T03:40:10.0Z,3,REGULAR,rebound,defensive,[],1642363,,,1610612758,85,59,2026-02-12T03:40:14Z,4370000,False,,,0,,N. Clifford REBOUND (Off:2 Def:2),[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,In The Paint (Non-RA),8-16 Right,,,,,,445.0,4.0,2.0,2.0,,,,,,,,,,,
447,PT04M34.00S,2026-02-12T03:40:18.9Z,3,REGULAR,2pt,Jump Shot,[],1642363,90.62089356110381,75.98039215686273,1610612758,85,59,2026-02-12T03:40:23Z,4380000,False,130.0,36.0,1,right,MISS N. Clifford 13' pullup Shot,[1642363],1610612758.0,SAC,pullup,,,Clifford,N. Clifford,,,,,Mid-Range,8-16 Right,,,,13.47,Missed,,,,,,,,,,,,,,,
448,PT04M30.00S,2026-02-12T03:40:22.9Z,3,REGULAR,rebound,defensive,[],1628374,,,1610612762,85,59,2026-02-12T03:40:23Z,4390000,False,,,0,,L. Markkanen REBOUND (Off:2 Def:4),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Right,,,,,,447.0,6.0,4.0,2.0,,,,,,,,,,,
449,PT04M25.00S,2026-02-12T03:40:30.8Z,3,REGULAR,3pt,Jump Shot,[],1631246,32.276609724047304,37.745098039215684,1610612762,85,59,2026-02-12T03:41:57Z,4400000,False,61.0,251.0,1,left,MISS V. Williams Jr. 25' pullup 3PT,[1631246],1610612762.0,UTA,pullup,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Center,,,,25.83,Missed,,,,,,,,,,,,,,,
450,PT04M23.00S,2026-02-12T03:40:32.8Z,3,REGULAR,rebound,offensive,[],1628374,,,1610612762,85,59,2026-02-12T03:41:57Z,4410000,False,,,0,,L. Markkanen REBOUND (Off:3 Def:4),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,,,,,,449.0,7.0,4.0,3.0,,,,,,,,,,,
451,PT04M15.00S,2026-02-12T03:40:37.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641729,9.280551905387648,43.38235294117647,1610612762,87,59,2026-02-12T03:40:42Z,4420000,False,33.0,35.0,1,left,B. Sensabaugh driving finger roll Layup (10 PTS) (L. Markkanen 3 AST),"[1641729, 1628374]",1610612762.0,UTA,driving finger roll,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),0-8 Center,,,,4.8,Made,,,,,,,10.0,L. Markkanen,1628374.0,3.0,,,,,
453,PT04M09.00S,2026-02-12T03:40:45.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631246,,,1610612758,87,59,2026-02-12T03:40:56Z,4440000,False,,,0,,V. Williams Jr. shooting personal FOUL (1 PF) (Carter 2 FT),"[1631246, 1642269]",1610612762.0,UTA,shooting,,,Williams Jr.,V. Williams Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Carter,1642269.0
455,PT04M09.00S,2026-02-12T03:41:15.2Z,3,REGULAR,freethrow,1 of 2,[],1642269,,,1610612758,87,60,2026-02-12T03:41:15Z,4460000,False,,,0,,D. Carter Free Throw 1 of 2 (16 PTS),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,,,,Made,,,,,,,16.0,,,,,,,,
456,PT04M09.00S,2026-02-12T03:41:17.0Z,3,REGULAR,substitution,out,[],1628374,,,1610612758,87,60,2026-02-12T03:41:22Z,4470000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT04M09.00S,2026-02-12T03:41:17.0Z,3,REGULAR,substitution,in,[],1628991,,,1610612758,87,60,2026-02-12T03:41:22Z,4480000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612762.0,UTA,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT04M09.00S,2026-02-12T03:41:37.3Z,3,REGULAR,freethrow,2 of 2,[],1642269,,,1610612758,87,61,2026-02-12T03:41:37Z,4490000,False,,,0,,D. Carter Free Throw 2 of 2 (17 PTS),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,,,,Made,,,,,,,17.0,,,,,,,,
459,PT03M55.00S,2026-02-12T03:41:52.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,10.33180026281209,61.274509803921575,1610612762,89,61,2026-02-12T03:42:02Z,4500000,False,-56.0,45.0,1,left,J. Jackson Jr. 7' driving floating bank Jump Shot (22 PTS),[1628991],1610612762.0,UTA,driving floating bank,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,7.19,Made,,,,,,,22.0,,,,,,,,
460,PT03M45.00S,2026-02-12T03:42:02.8Z,3,REGULAR,3pt,Jump Shot,[],1631342,90.75229960578186,95.34313725490196,1610612758,89,61,2026-02-12T03:42:07Z,4510000,False,227.0,34.0,1,right,MISS D. Plowden 3PT,[1631342],1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,Right Corner 3,24+ Right,,,,22.93,Missed,,,,,,,,,,,,,,,
461,PT03M41.00S,2026-02-12T03:42:06.8Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612762,89,61,2026-02-12T03:42:07Z,4520000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:4),[1628991],1610612762.0,UTA,,,,Jackson Jr.,J. Jackson Jr.,,,,,Right Corner 3,24+ Right,,,,,,460.0,4.0,4.0,0.0,,,,,,,,,,,
462,PT03M33.00S,2026-02-12T03:42:14.5Z,3,REGULAR,3pt,Jump Shot,[],1628991,24.26084099868594,13.725490196078432,1610612762,89,61,2026-02-12T03:42:19Z,4530000,False,181.0,176.0,1,left,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612762.0,UTA,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,,,,25.25,Missed,,,,,,,,,,,,,,,
463,PT03M29.00S,2026-02-12T03:42:18.5Z,3,REGULAR,rebound,offensive,[],1642262,,,1610612762,89,61,2026-02-12T03:42:19Z,4540000,False,,,0,,C. Williams REBOUND (Off:1 Def:2),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,462.0,3.0,2.0,1.0,,,,,,,,,,,
464,PT03M26.00S,2026-02-12T03:42:21.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1641729,33.327858081471746,60.29411764705882,1610612762,89,61,2026-02-12T03:42:25Z,4550000,False,-51.0,261.0,1,left,MISS B. Sensabaugh 26' 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Center,,,,26.58,Missed,,,,,,,,,,,,,,,
465,PT03M23.00S,2026-02-12T03:42:24.7Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612758,89,61,2026-02-12T03:42:25Z,4560000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:4),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Center,,,,,,464.0,5.0,4.0,1.0,,,,,,,,,,,
466,PT03M08.00S,2026-02-12T03:42:42.3Z,3,REGULAR,turnover,out-of-bounds,[],1630173,,,1610612758,89,61,2026-02-12T03:42:57Z,4570000,False,,,0,,P. Achiuwa lost ball out-of-bounds TURNOVER (1 TO),[1630173],1610612758.0,SAC,lost ball,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,8-16 Right,1.0,,,,,,,,,,,,,,,2534.0,,,,
467,PT03M08.00S,2026-02-12T03:42:45.7Z,3,REGULAR,substitution,out,[],1631246,,,1610612762,89,61,2026-02-12T03:42:53Z,4580000,False,,,0,,SUB out: V. Williams Jr.,[1631246],1610612762.0,UTA,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT03M08.00S,2026-02-12T03:42:45.7Z,3,REGULAR,substitution,out,[],1642269,,,1610612762,89,61,2026-02-12T03:42:53Z,4590000,False,,,0,,SUB out: D. Carter,[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT03M08.00S,2026-02-12T03:42:45.7Z,3,REGULAR,substitution,in,[],1642268,,,1610612762,89,61,2026-02-12T03:42:53Z,4600000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT03M08.00S,2026-02-12T03:42:45.7Z,3,REGULAR,substitution,in,[],203926,,,1610612762,89,61,2026-02-12T03:42:53Z,4610000,False,,,0,,SUB in: D. McDermott,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT03M03.00S,2026-02-12T03:43:03.4Z,3,REGULAR,foul,personal,['2freethrow'],1630173,,,1610612762,89,61,2026-02-12T03:43:52Z,4620000,False,,,0,,P. Achiuwa shooting personal FOUL (3 PF) (Jackson Jr. 2 FT),"[1630173, 1628991]",1610612758.0,SAC,shooting,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1629177.0,3.0,0.0,Jackson Jr.,1628991.0
