actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
17,PT11M02.00S,2025-10-28T01:12:49.7Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,5,0,2025-10-28T01:12:52Z,170000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Right,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,
18,PT10M56.00S,2025-10-28T01:12:55.9Z,1,REGULAR,3pt,Jump Shot,[],1641718,69.20170827858082,72.05882352941177,1610612762,5,0,2025-10-28T01:13:01Z,180000,False,110.0,237.0,1,right,MISS K. George 26' 3PT,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,26.14,Missed,,,,,,,,,,,,,,,,,,
19,PT10M52.00S,2025-10-28T01:12:59.5Z,1,REGULAR,rebound,offensive,[],1642271,,,1610612762,5,0,2025-10-28T01:12:59Z,190000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:0),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Right Center,,,,,,,,,18.0,1.0,0.0,1.0,,,,,,,,
20,PT10M38.00S,2025-10-28T01:13:16.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612762,5,0,2025-10-28T01:13:25Z,200000,False,,,0,,UTA shot clock Team TURNOVER,[],1610612762.0,UTA,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,200832.0,,,,,,,
21,PT10M28.00S,2025-10-28T01:13:35.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626164,19.004599211563733,26.225490196078432,1610612756,5,0,2025-10-28T01:13:40Z,210000,False,119.0,126.0,1,left,MISS D. Booker 17' Jump Shot,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Right Center,17.33,Missed,,,,,,,,,,,,,,,,,,
22,PT10M26.00S,2025-10-28T01:13:37.1Z,1,REGULAR,rebound,defensive,[],1629004,,,1610612762,5,0,2025-10-28T01:13:40Z,220000,False,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:1),[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Mid-Range,16-24 Right Center,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,
617,PT10M17.00S,2025-10-28T01:13:49.3Z,1,REGULAR,turnover,bad pass,[],1641718,,,1610612762,5,0,2025-10-28T02:59:07Z,245000,False,,,0,,K. George bad pass TURNOVER (1 TO),"[1641718, 1628960]",1610612762.0,UTA,,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1.0,Allen,1628960.0,,,,
618,PT10M17.00S,2025-10-28T01:13:49.3Z,1,REGULAR,steal,,[],1628960,,,1610612756,5,0,2025-10-28T02:59:07Z,247500,False,,,0,,G. Allen STEAL (1 STL),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
25,PT10M13.00S,2025-10-28T01:13:51.5Z,1,REGULAR,turnover,bad pass,[],1628960,,,1610612756,5,0,2025-10-28T01:13:56Z,250000,False,,,0,,G. Allen bad pass TURNOVER (1 TO),"[1628960, 1629004]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,1.0,Mykhailiuk,1629004.0,,,,
26,PT10M13.00S,2025-10-28T01:13:51.5Z,1,REGULAR,steal,,[],1629004,,,1610612762,5,0,2025-10-28T01:13:53Z,260000,False,,,0,,S. Mykhailiuk STEAL (1 STL),[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
27,PT10M09.00S,2025-10-28T01:13:55.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641718,92.9862023653088,2.450980392156863,1610612762,5,0,2025-10-28T02:24:14Z,270000,False,-238.0,13.0,1,right,MISS K. George running 3PT,[1641718],1610612762.0,UTA,running,,,George,K. George,,,,,Left Corner 3,24+ Left,23.81,Missed,,,,,,,,,,,,,,,,,,
28,PT10M06.00S,2025-10-28T01:13:58.0Z,1,REGULAR,rebound,defensive,[],1642346,,,1610612756,5,0,2025-10-28T01:14:01Z,280000,False,,,0,,R. Dunn REBOUND (Off:0 Def:1),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Left Corner 3,24+ Left,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,
29,PT10M00.00S,2025-10-28T01:14:05.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642346,6.652431011826544,59.55882352941176,1610612756,5,2,2025-10-28T01:16:54Z,290000,False,-48.0,10.0,1,left,R. Dunn cutting DUNK (2 PTS) (D. Booker 1 AST),"[1642346, 1626164]",1610612756.0,PHX,cutting,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),0-8 Center,4.88,Made,2.0,D. Booker,1626164.0,1.0,,,,,,,,,,,,,,
31,PT09M43.00S,2025-10-28T01:14:21.0Z,1,REGULAR,3pt,Jump Shot,[],1629004,76.42904073587385,13.23529411764706,1610612762,8,2,2025-10-28T01:14:27Z,310000,False,-184.0,169.0,1,right,S. Mykhailiuk 24' 3PT  (3 PTS) (W. Kessler 1 AST),"[1629004, 1631117]",1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Left Center,24.98,Made,3.0,W. Kessler,1631117.0,1.0,,,,,,,,,,,,,,
33,PT09M32.00S,2025-10-28T01:14:32.7Z,1,REGULAR,3pt,Jump Shot,[],1626164,4.418528252299605,95.09803921568627,1610612756,8,2,2025-10-28T01:14:38Z,330000,False,-225.0,-11.0,1,left,MISS D. Booker 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Left Corner 3,24+ Left,22.58,Missed,,,,,,,,,,,,,,,,,,
34,PT09M26.00S,2025-10-28T01:14:38.7Z,1,REGULAR,rebound,offensive,[],1626220,,,1610612756,8,2,2025-10-28T01:14:38Z,340000,False,,,0,,R. O'Neale REBOUND (Off:1 Def:0),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Left Corner 3,24+ Left,,,,,,,,,33.0,1.0,0.0,1.0,,,,,,,,
35,PT09M26.00S,2025-10-28T01:14:37.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626220,5.590000152587891,50.0,1610612756,8,2,2025-10-28T01:14:37Z,350000,False,0.0,0.0,1,left,MISS R. O'Neale tip Layup,[1626220],1610612756.0,PHX,tip,,,O'Neale,R. O'Neale,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
36,PT09M26.00S,2025-10-28T01:14:37.9Z,1,REGULAR,rebound,offensive,[],1626220,,,1610612756,8,2,2025-10-28T01:14:37Z,360000,False,,,0,,R. O'Neale REBOUND (Off:2 Def:0),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Mid-Range,8-16 Left,,,,,,,,,35.0,2.0,0.0,2.0,,,,,,,,
37,PT09M24.00S,2025-10-28T01:14:39.6Z,1,REGULAR,turnover,bad pass,[],1626220,,,1610612756,8,2,2025-10-28T01:14:44Z,370000,False,,,0,,R. O'Neale bad pass TURNOVER (1 TO),"[1626220, 1629004]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,Mykhailiuk,1629004.0,,,,
38,PT09M24.00S,2025-10-28T01:14:39.6Z,1,REGULAR,steal,,[],1629004,,,1610612762,8,2,2025-10-28T01:14:41Z,380000,False,,,0,,S. Mykhailiuk STEAL (2 STL),[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
39,PT09M20.00S,2025-10-28T01:14:44.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641718,85.49605781865965,3.9215686274509802,1610612762,11,2,2025-10-28T01:18:14Z,390000,False,-230.0,84.0,1,right,K. George 24' 3PT running (6 PTS) (S. Mykhailiuk 1 AST),"[1641718, 1629004]",1610612762.0,UTA,running,,,George,K. George,,,,,Left Corner 3,24+ Left,24.52,Made,6.0,S. Mykhailiuk,1629004.0,1.0,,,,,,,,,,,,,,
41,PT09M08.00S,2025-10-28T01:14:58.7Z,1,REGULAR,turnover,out-of-bounds,[],1626164,,,1610612756,11,2,2025-10-28T01:15:13Z,410000,False,,,0,,D. Booker lost ball out-of-bounds TURNOVER (1 TO),[1626164],1610612756.0,PHX,lost ball,,,Booker,D. Booker,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,2002.0,1.0,,,,,,
42,PT08M54.00S,2025-10-28T01:15:24.2Z,1,REGULAR,foul,personal,['2freethrow'],1642346,,,1610612762,11,2,2025-10-28T01:15:29Z,420000,False,,,0,,R. Dunn shooting personal FOUL (1 PF) (Markkanen 2 FT),"[1642346, 1628374]",1610612756.0,PHX,shooting,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202053.0,,,,1.0,0.0,Markkanen,1628374.0
44,PT08M54.00S,2025-10-28T01:15:53.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628374,,,1610612762,12,2,2025-10-28T01:15:53Z,440000,False,,,0,,L. Markkanen Free Throw 1 of 2 (1 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
45,PT08M54.00S,2025-10-28T01:16:08.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628374,,,1610612762,13,2,2025-10-28T01:16:08Z,450000,False,,,0,,L. Markkanen Free Throw 2 of 2 (2 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
46,PT08M44.00S,2025-10-28T01:16:25.1Z,1,REGULAR,foul,personal,[],1631117,,,1610612756,13,2,2025-10-28T01:16:33Z,460000,False,,,0,,W. Kessler personal FOUL (1 PF),"[1631117, 1628960]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2002.0,,,,1.0,0.0,Allen,1628960.0
48,PT08M38.00S,2025-10-28T01:16:44.7Z,1,REGULAR,violation,kicked ball,[],1641718,,,1610612756,13,2,2025-10-28T01:16:49Z,480000,False,,,0,,K. George kicked ball VIOLATION,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,200832.0,,,,,,,
49,PT08M27.00S,2025-10-28T01:17:11.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626220,14.4053876478318,46.81372549019608,1610612756,13,2,2025-10-28T01:17:18Z,490000,False,16.0,83.0,1,left,MISS R. O'Neale 8' driving floating Shot,[1626220],1610612756.0,PHX,driving floating,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),8-16 Center,8.44,Missed,,,,,,,,,,,,,,,,,,
50,PT08M27.00S,2025-10-28T01:17:11.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,13,2,2025-10-28T01:17:18Z,500000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,49.0,,,,,,,,,,,
51,PT08M25.00S,2025-10-28T01:17:28.2Z,1,REGULAR,foul,personal,[],1642346,,,1610612762,13,2,2025-10-28T01:17:35Z,510000,False,,,0,,R. Dunn personal FOUL (2 PF),"[1642346, 1641718]",1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,200832.0,,,,2.0,0.0,George,1641718.0
53,PT08M14.00S,2025-10-28T01:17:57.7Z,1,REGULAR,3pt,Jump Shot,[],1628374,68.54467805519053,21.813725490196077,1610612762,16,2,2025-10-28T01:18:03Z,530000,False,-141.0,243.0,1,right,L. Markkanen 28' 3PT  (5 PTS) (K. George 1 AST),"[1628374, 1641718]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,28.11,Made,5.0,K. George,1641718.0,1.0,,,,,,,,,,,,,,
55,PT08M11.00S,2025-10-28T01:18:03.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,16,2,2025-10-28T01:18:03Z,550000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M50.00S,2025-10-28T01:21:16.9Z,1,REGULAR,3pt,Jump Shot,[],1626220,20.844283837056505,6.862745098039216,1610612756,16,2,2025-10-28T01:21:22Z,560000,False,216.0,143.0,1,left,MISS R. O'Neale 25' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,25.9,Missed,,,,,,,,,,,,,,,,,,
58,PT07M47.00S,2025-10-28T01:21:19.9Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,16,2,2025-10-28T01:21:22Z,570000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Right Center,,,,,,,,,57.0,2.0,1.0,1.0,,,,,,,,
59,PT07M40.00S,2025-10-28T01:21:26.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642271,90.09526938239159,47.794117647058826,1610612762,16,2,2025-10-28T01:21:33Z,580000,False,-11.0,41.0,1,right,MISS K. Filipowski driving floating Shot - blocked,"[1642271, 1642345]",1610612762.0,UTA,driving floating,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,4.21,Missed,,,,,Ighodaro,1642345.0,,,,,,,,,,,,
60,PT07M40.00S,2025-10-28T01:21:26.8Z,1,REGULAR,block,,[],1642345,,,1610612762,16,2,2025-10-28T01:21:28Z,590000,False,,,0,,O. Ighodaro BLOCK (1 BLK),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
61,PT07M38.00S,2025-10-28T01:21:28.8Z,1,REGULAR,rebound,offensive,[],1628374,,,1610612762,16,2,2025-10-28T01:21:33Z,600000,False,,,0,,L. Markkanen REBOUND (Off:1 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,,,59.0,2.0,1.0,1.0,,,,,,,,
62,PT07M36.00S,2025-10-28T01:21:30.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628374,83.65637319316689,4.166666666666666,1610612762,19,2,2025-10-28T01:21:35Z,610000,False,-229.0,101.0,1,right,L. Markkanen 25' 3PT  (8 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,25.05,Made,8.0,,,,,,,,,,,,,,,,,
63,PT07M30.00S,2025-10-28T01:21:39.4Z,1,REGULAR,foul,personal,[],1641718,,,1610612756,19,2,2025-10-28T01:21:54Z,620000,False,,,0,,K. George personal FOUL (1 PF),"[1641718, 1626164]",1610612762.0,UTA,,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,202053.0,,,,1.0,0.0,Booker,1626164.0
65,PT07M30.00S,2025-10-28T01:21:50.4Z,1,REGULAR,substitution,out,[],1642345,,,1610612756,19,2,2025-10-28T01:21:52Z,640000,False,,,0,,SUB out: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M30.00S,2025-10-28T01:21:50.4Z,1,REGULAR,substitution,in,[],1631109,,,1610612756,19,2,2025-10-28T01:21:52Z,650000,False,,,0,,SUB in: M. Williams,[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M16.00S,2025-10-28T01:22:19.2Z,1,REGULAR,3pt,Jump Shot,[],1628960,20.318659658344284,94.11764705882352,1610612756,19,5,2025-10-28T01:22:26Z,660000,False,-221.0,138.0,1,left,G. Allen 26' 3PT  (3 PTS) (D. Booker 2 AST),"[1628960, 1626164]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,26.05,Made,3.0,D. Booker,1626164.0,2.0,,,,,,,,,,,,,,
69,PT06M58.00S,2025-10-28T01:22:36.8Z,1,REGULAR,3pt,Jump Shot,[],1631117,73.14388961892247,15.686274509803921,1610612762,22,5,2025-10-28T01:22:41Z,680000,False,-172.0,200.0,1,right,W. Kessler 26' 3PT  (5 PTS) (K. George 2 AST),"[1631117, 1641718]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,26.35,Made,5.0,K. George,1641718.0,2.0,,,,,,,,,,,,,,
71,PT06M41.00S,2025-10-28T01:22:56.7Z,1,REGULAR,foul,personal,[],1641718,,,1610612756,22,5,2025-10-28T01:23:07Z,700000,False,,,0,,K. George personal FOUL (2 PF),"[1641718, 1626164]",1610612762.0,UTA,,,,George,K. George,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,202053.0,,,,2.0,0.0,Booker,1626164.0
73,PT06M41.00S,2025-10-28T01:23:02.1Z,1,REGULAR,substitution,out,[],1629004,,,1610612756,22,5,2025-10-28T01:23:09Z,720000,False,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M41.00S,2025-10-28T01:23:02.1Z,1,REGULAR,substitution,out,[],1642271,,,1610612756,22,5,2025-10-28T01:23:09Z,730000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M41.00S,2025-10-28T01:23:02.1Z,1,REGULAR,substitution,in,[],1642846,,,1610612756,22,5,2025-10-28T01:23:09Z,740000,False,,,0,,SUB in: A. Bailey,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M41.00S,2025-10-28T01:23:02.1Z,1,REGULAR,substitution,in,[],1641729,,,1610612756,22,5,2025-10-28T01:23:09Z,750000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M37.00S,2025-10-28T01:23:25.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631109,11.777266754270697,44.85294117647059,1610612756,22,5,2025-10-28T01:25:11Z,760000,False,26.0,58.0,1,left,MISS M. Williams 6' cutting Layup,[1631109],1610612756.0,PHX,cutting,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,6.36,Missed,,,,,,,,,,,,,,,,,,
78,PT06M34.00S,2025-10-28T01:23:28.7Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,22,5,2025-10-28T01:23:31Z,770000,False,,,0,,L. Markkanen REBOUND (Off:1 Def:2),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,77.0,3.0,2.0,1.0,,,,,,,,
79,PT06M20.00S,2025-10-28T01:23:44.3Z,1,REGULAR,foul,personal,['2freethrow'],1626164,,,1610612762,22,5,2025-10-28T01:23:49Z,780000,False,,,0,,D. Booker shooting personal FOUL (1 PF) (George 2 FT),"[1626164, 1641718]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,2002.0,,,,1.0,0.0,George,1641718.0
81,PT06M20.00S,2025-10-28T01:24:14.8Z,1,REGULAR,freethrow,1 of 2,[],1641718,,,1610612762,23,5,2025-10-28T01:24:14Z,800000,False,,,0,,K. George Free Throw 1 of 2 (7 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
82,PT06M20.00S,2025-10-28T01:24:15.4Z,1,REGULAR,substitution,out,[],1642346,,,1610612762,23,5,2025-10-28T01:24:27Z,810000,False,,,0,,SUB out: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M20.00S,2025-10-28T01:24:15.4Z,1,REGULAR,substitution,in,[],1631221,,,1610612762,23,5,2025-10-28T01:24:27Z,830000,False,,,0,,SUB in: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M20.00S,2025-10-28T01:24:15.4Z,1,REGULAR,substitution,in,[],1630587,,,1610612762,23,5,2025-10-28T01:24:27Z,840000,False,,,0,,SUB in: I. Livers,[1630587],1610612756.0,PHX,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M20.00S,2025-10-28T01:24:15.4Z,1,REGULAR,substitution,out,[],1628960,,,1610612762,23,5,2025-10-28T01:24:39Z,850000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT06M20.00S,2025-10-28T01:24:46.9Z,1,REGULAR,freethrow,2 of 2,[],1641718,,,1610612762,24,5,2025-10-28T01:24:46Z,860000,False,,,0,,K. George Free Throw 2 of 2 (8 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
88,PT06M11.00S,2025-10-28T01:24:59.4Z,1,REGULAR,3pt,Jump Shot,[],1631221,30.436925098554536,79.90196078431373,1610612756,24,5,2025-10-28T01:25:05Z,870000,False,-150.0,234.0,1,left,MISS C. Gillespie 27' 3PT,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Left Center,27.73,Missed,,,,,,,,,,,,,,,,,,
