actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-01-25T02:42:09.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-25T02:42:09Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-01-25T02:42:11.6Z,1,REGULAR,jumpball,recovered,[],1629004,,,1610612762,0,0,2026-01-25T02:42:11Z,40000,False,,,0,,Jump Ball J. Nurkić vs. B. Adebayo: Tip to S. Mykhailiuk,"[1629004, 203994, 1628389]",1610612762.0,UTA,startperiod,S. Mykhailiuk,1629004.0,Mykhailiuk,S. Mykhailiuk,Nurkić,203994.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2026-01-25T02:42:21.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203994,87.20433639947439,40.931372549019606,1610612762,2,0,2026-01-25T02:43:06Z,70000,False,-45.0,68.0,1,right,J. Nurkić 8' driving Hook (2 PTS) (A. Bailey 1 AST),"[203994, 1642846]",1610612762.0,UTA,driving,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),8-16 Left,8.15,Made,2.0,A. Bailey,1642846.0,1.0,,,,,,,,,,,,,,
9,PT11M31.00S,2026-01-25T02:42:37.2Z,1,REGULAR,2pt,Jump Shot,[],1626181,29.911300919842315,56.127450980392155,1610612748,2,0,2026-01-25T02:42:41Z,90000,False,-31.0,229.0,1,left,MISS N. Powell 23' pullup Shot,[1626181],1610612748.0,MIA,pullup,,,Powell,N. Powell,,,,,Mid-Range,16-24 Center,23.07,Missed,,,,,,,,,,,,,,,,,,
10,PT11M29.00S,2026-01-25T02:42:39.2Z,1,REGULAR,rebound,defensive,[],203994,,,1610612762,2,0,2026-01-25T02:43:54Z,100000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:1),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Mid-Range,16-24 Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M20.00S,2026-01-25T02:42:47.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642846,79.71419185282524,41.66666666666667,1610612762,4,0,2026-01-25T02:42:52Z,110000,False,-42.0,138.0,1,right,A. Bailey 14' pullup Jump Shot (2 PTS) (J. Nurkić 1 AST),"[1642846, 203994]",1610612762.0,UTA,pullup,,,Bailey,A. Bailey,,,,,In The Paint (Non-RA),8-16 Center,14.44,Made,2.0,J. Nurkić,203994.0,1.0,,,,,,,,,,,,,,
12,PT11M08.00S,2026-01-25T02:43:00.4Z,1,REGULAR,3pt,Jump Shot,[],1642857,32.14520367936925,37.99019607843137,1610612748,4,0,2026-01-25T02:43:05Z,120000,False,60.0,250.0,1,left,MISS K. Jakučionis 25' 3PT,[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Above the Break 3,24+ Center,25.68,Missed,,,,,,,,,,,,,,,,,,
13,PT11M07.00S,2026-01-25T02:43:01.4Z,1,REGULAR,rebound,offensive,[],1641796,,,1610612748,4,0,2026-01-25T02:45:04Z,130000,False,,,0,,P. Larsson REBOUND (Off:1 Def:0),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Above the Break 3,24+ Center,,,,,,,12.0,1.0,0.0,1.0,,,,,,,,,,
14,PT11M07.00S,2026-01-25T02:43:04.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641796,5.590000152587891,50.0,1610612748,4,2,2026-01-25T02:45:08Z,140000,False,0.0,0.0,1,left,P. Larsson tip Layup (2 PTS),[1641796],1610612748.0,MIA,tip,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
15,PT10M54.00S,2026-01-25T02:43:15.7Z,1,REGULAR,violation,kicked ball,[],1628389,,,1610612762,4,2,2026-01-25T02:43:21Z,150000,False,,,0,,B. Adebayo kicked ball VIOLATION,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,1628171.0,,,,,,,,,
