actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-12-27T02:41:33.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-27T02:41:33Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-12-27T02:41:53.4Z,1,REGULAR,jumpball,recovered,[],1630595,,,1610612765,0,0,2025-12-27T02:41:53Z,40000,False,,,0,,Jump Ball J. Duren vs. J. Nurkić: Tip to C. Cunningham,"[1630595, 1631105, 203994]",1610612765.0,DET,startperiod,C. Cunningham,1630595.0,Cunningham,C. Cunningham,Duren,1631105.0,Nurkić,203994.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-12-27T02:42:05.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,7.966491458607096,56.61764705882353,1610612765,0,2,2025-12-27T02:42:47Z,70000,False,-33.0,22.0,1,left,C. Cunningham driving finger roll Layup (2 PTS),[1630595],1610612765.0,DET,driving finger roll,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,4.0,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M32.00S,2025-12-27T02:42:18.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,90.88370565045992,57.84313725490197,1610612762,0,2,2025-12-27T02:42:23Z,80000,False,39.0,33.0,1,right,MISS L. Markkanen driving floating bank Shot,[1628374],1610612762.0,UTA,driving floating bank,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,5.14,Missed,,,,,,,,,,,,,,,,,,
9,PT11M28.00S,2025-12-27T02:42:22.7Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,0,2,2025-12-27T02:42:23Z,90000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,
10,PT11M28.00S,2025-12-27T02:42:25.0Z,1,REGULAR,foul,personal,['2freethrow'],1641718,,,1610612765,0,2,2025-12-27T02:42:32Z,100000,False,,,0,,K. George shooting personal FOUL (1 PF) (Thompson 2 FT),"[1641718, 1641709]",1610612762.0,UTA,shooting,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,,,1629177.0,1.0,0.0,Thompson,1641709.0,,,,,,,,
12,PT11M28.00S,2025-12-27T02:42:52.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1641709,,,1610612765,0,3,2025-12-27T02:43:12Z,120000,False,,,0,,A. Thompson Free Throw 1 of 2 (1 PTS),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
13,PT11M28.00S,2025-12-27T02:42:52.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1641709,,,1610612765,0,3,2025-12-27T02:43:12Z,130000,False,,,0,,MISS A. Thompson Free Throw 2 of 2,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
14,PT11M25.00S,2025-12-27T02:42:55.7Z,1,REGULAR,rebound,defensive,[],1642846,,,1610612762,0,3,2025-12-27T02:43:12Z,140000,False,,,0,,A. Bailey REBOUND (Off:0 Def:1),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,
15,PT11M01.00S,2025-12-27T02:43:36.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,93.24901445466492,53.18627450980392,1610612762,2,3,2025-12-27T02:44:38Z,150000,False,16.0,11.0,1,right,J. Nurkić cutting Layup (2 PTS) (K. George 1 AST),"[203994, 1641718]",1610612762.0,UTA,cutting,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,1.93,Made,2.0,,,,,,,,,,K. George,1641718.0,1.0,,,,,
17,PT10M47.00S,2025-12-27T02:43:49.7Z,1,REGULAR,3pt,Jump Shot,[],1630595,32.670827858081466,36.76470588235294,1610612765,2,6,2025-12-27T02:43:54Z,170000,False,66.0,255.0,1,left,C. Cunningham 26' 3PT  (5 PTS) (T. Harris 1 AST),"[1630595, 202699]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,26.31,Made,5.0,,,,,,,,,,T. Harris,202699.0,1.0,,,,,
19,PT10M22.00S,2025-12-27T02:44:15.2Z,1,REGULAR,2pt,Jump Shot,[],1628374,92.9862023653088,17.647058823529413,1610612762,2,6,2025-12-27T02:44:19Z,190000,False,-162.0,13.0,1,right,MISS L. Markkanen 16' turnaround Shot,[1628374],1610612762.0,UTA,turnaround,,,Markkanen,L. Markkanen,,,,,Mid-Range,16-24 Left,16.24,Missed,,,,,,,,,,,,,,,,,,
20,PT10M20.00S,2025-12-27T02:44:17.2Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,2,6,2025-12-27T02:44:19Z,200000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Left,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,
