actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-02-27T02:11:13.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-27T02:11:13Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-02-27T02:11:16.4Z,1,REGULAR,jumpball,recovered,[],1642268,,,1610612762,0,0,2026-02-27T02:11:16Z,40000,False,,,0,,Jump Ball K. Filipowski vs. D. Jordan: Tip to I. Collier,"[1642268, 1642271, 201599]",1610612762.0,UTA,startperiod,I. Collier,1642268.0,Collier,I. Collier,Filipowski,1642271.0,Jordan,201599.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2026-02-27T02:11:27.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642846,84.83902759526939,53.18627450980392,1610612762,2,0,2026-02-27T02:11:32Z,70000,False,16.0,90.0,1,right,A. Bailey 9' pullup Jump Shot (2 PTS) (I. Collier 1 AST),"[1642846, 1642268]",1610612762.0,UTA,pullup,,,Bailey,A. Bailey,,,,,In The Paint (Non-RA),8-16 Center,9.14,Made,2.0,I. Collier,1642268.0,1.0,,,,,,,,,,,,,,
9,PT11M28.00S,2026-02-27T02:11:44.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,6.915243101182654,46.81372549019608,1610612740,2,2,2026-02-27T02:11:49Z,90000,False,16.0,13.0,1,left,S. Bey driving Layup (2 PTS) (D. Murray 1 AST),"[1630180, 1627749]",1610612740.0,NOP,driving,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,2.02,Made,2.0,D. Murray,1627749.0,1.0,,,,,,,,,,,,,,
11,PT11M20.00S,2026-02-27T02:11:52.2Z,1,REGULAR,3pt,Jump Shot,[],1642271,74.72076215505913,85.5392156862745,1610612762,2,2,2026-02-27T02:12:18Z,110000,False,178.0,185.0,1,right,MISS K. Filipowski 25' pullup 3PT,[1642271],1610612762.0,UTA,pullup,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Right Center,25.66,Missed,,,,,,,,,,,,,,,,,,
12,PT11M19.00S,2026-02-27T02:11:53.2Z,1,REGULAR,rebound,defensive,[],201599,,,1610612740,2,2,2026-02-27T02:11:55Z,120000,False,,,0,,D. Jordan REBOUND (Off:0 Def:1),[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Right Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT11M00.00S,2026-02-27T02:12:12.7Z,1,REGULAR,3pt,Jump Shot,[],1627749,32.013797634691194,64.2156862745098,1610612740,2,2,2026-02-27T02:12:17Z,130000,False,-71.0,248.0,1,left,MISS D. Murray 25' pullup 3PT,[1627749],1610612740.0,NOP,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,25.84,Missed,,,,,,,,,,,,,,,,,,
14,PT10M58.00S,2026-02-27T02:12:15.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,2,2,2026-02-27T02:12:15Z,140000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,13.0,,,,,,,,,,,,,
16,PT10M38.00S,2026-02-27T02:12:40.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642262,91.14651773981603,47.549019607843135,1610612762,2,2,2026-02-27T02:13:33Z,160000,False,-12.0,31.0,1,right,MISS C. Williams cutting DUNK,[1642262],1610612762.0,UTA,cutting,,,Williams,C. Williams,,,,,Restricted Area,0-8 Center,3.31,Missed,,,,,,,,,,,,,,,,,,
17,PT10M36.00S,2026-02-27T02:12:42.8Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612740,2,2,2026-02-27T02:12:45Z,170000,False,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,
18,PT10M35.00S,2026-02-27T02:12:45.9Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1627749,9.149145860709593,60.049019607843135,1610612740,2,4,2026-02-27T02:13:21Z,180000,False,-50.0,34.0,1,left,D. Murray 6' running pullup Jump Shot (2 PTS) (S. Bey 1 AST),"[1627749, 1630180]",1610612740.0,NOP,running pullup,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,6.04,Made,2.0,S. Bey,1630180.0,1.0,,,,,,,,,,,,,,
19,PT10M35.00S,2026-02-27T02:12:52.2Z,1,REGULAR,foul,personal,['1freethrow'],1642268,,,1610612740,2,4,2026-02-27T02:12:56Z,190000,False,,,0,,I. Collier shooting personal FOUL (1 PF) (Murray 1 FT),"[1642268, 1627749]",1610612762.0,UTA,shooting,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,204058.0,1.0,0.0,Murray,1627749.0,,,,,
