actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
342,PT08M16.00S,2026-03-03T03:26:25.5Z,3,REGULAR,foul,personal,['2freethrow'],1627750,,,1610612762,72,78,2026-03-03T03:26:35Z,3360000,False,,,0,,J. Murray shooting personal FOUL (3 PF) (George 2 FT),"[1627750, 1641718]",1610612743.0,DEN,shooting,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Right,,,,1627534.0,3.0,0.0,George,1641718.0,,,,,,,,,,,,
344,PT08M16.00S,2026-03-03T03:26:53.6Z,3,REGULAR,freethrow,1 of 2,[],1641718,,,1610612762,73,78,2026-03-03T03:26:53Z,3380000,False,,,0,,K. George Free Throw 1 of 2 (15 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,,,,,,,15.0,,,,,,,,,,,
345,PT08M16.00S,2026-03-03T03:27:13.7Z,3,REGULAR,freethrow,2 of 2,[],1641718,,,1610612762,74,78,2026-03-03T03:27:13Z,3390000,False,,,0,,K. George Free Throw 2 of 2 (16 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,,,,,,,16.0,,,,,,,,,,,
346,PT08M06.00S,2026-03-03T03:27:25.9Z,3,REGULAR,3pt,Jump Shot,[],1631124,7.30946123521682,3.431372549019608,1610612743,74,78,2026-03-03T03:27:32Z,3400000,False,233.0,16.0,1,left,MISS J. Strawther 3PT,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Right Corner 3,24+ Right,23.34,Missed,,,,,,,,,,,,,,,,,,
347,PT08M04.00S,2026-03-03T03:27:31.7Z,3,REGULAR,rebound,offensive,[],202685,,,1610612743,74,78,2026-03-03T03:27:31Z,3410000,False,,,0,,J. Valančiūnas REBOUND (Off:1 Def:2),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Right Corner 3,24+ Right,,,346.0,,,,,,,,,,,,,3.0,2.0,1.0,,
348,PT08M04.00S,2026-03-03T03:27:31.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,5.590000152587891,50.0,1610612743,74,80,2026-03-03T03:27:31Z,3420000,False,0.0,0.0,1,left,J. Valančiūnas putback Layup (6 PTS),[202685],1610612743.0,DEN,putback,,,Valančiūnas,J. Valančiūnas,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,6.0,,,,,,,,,,,
349,PT08M04.00S,2026-03-03T03:27:32.4Z,3,REGULAR,foul,personal,['1freethrow'],1642846,,,1610612743,74,80,2026-03-03T03:27:46Z,3430000,False,,,0,,A. Bailey shooting personal FOUL (3 PF) (Valančiūnas 1 FT),"[1642846, 202685]",1610612762.0,UTA,shooting,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,,,,1627534.0,3.0,0.0,Valančiūnas,202685.0,,,,,,,,,,,,
351,PT08M04.00S,2026-03-03T03:28:01.9Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],202685,,,1610612743,74,81,2026-03-03T03:28:01Z,3450000,False,,,0,,J. Valančiūnas Free Throw 1 of 1 (7 PTS),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
352,PT07M50.00S,2026-03-03T03:28:22.1Z,3,REGULAR,violation,kicked ball,[],1631128,,,1610612762,74,81,2026-03-03T03:28:30Z,3460000,False,,,0,,C. Braun kicked ball VIOLATION,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,1629183.0,,,,,,,,,,,,,,,,
353,PT07M45.00S,2026-03-03T03:28:45.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642846,85.23324572930355,63.23529411764706,1610612762,74,81,2026-03-03T03:29:36Z,3470000,False,66.0,86.0,1,right,MISS A. Bailey 10' pullup Shot,[1642846],1610612762.0,UTA,pullup,,,Bailey,A. Bailey,,,,,In The Paint (Non-RA),8-16 Right,10.88,Missed,,,,,,,,,,,,,,,,,,
354,PT07M40.00S,2026-03-03T03:28:50.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612743,74,81,2026-03-03T03:29:36Z,3480000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,353.0,,,,,,,,,,,,,,,,,
356,PT07M28.00S,2026-03-03T03:29:06.3Z,3,REGULAR,turnover,bad pass,[],1627750,,,1610612743,74,81,2026-03-03T03:29:11Z,3500000,False,,,0,,J. Murray bad pass TURNOVER (4 TO),"[1627750, 1641718]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,4.0,George,1641718.0,,,,,,,,
357,PT07M28.00S,2026-03-03T03:29:06.3Z,3,REGULAR,steal,,[],1641718,,,1610612762,74,81,2026-03-03T03:29:08Z,3510000,False,,,0,,K. George STEAL (4 STL),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
358,PT07M22.00S,2026-03-03T03:29:12.3Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641718,86.5473061760841,95.09803921568627,1610612762,77,81,2026-03-03T03:29:20Z,3520000,False,225.0,74.0,1,right,K. George 3PT running (19 PTS) (E. Harkless 1 AST),"[1641718, 1641989]",1610612762.0,UTA,running,,,George,K. George,,,,,Right Corner 3,24+ Right,23.73,Made,,,,,,,19.0,,,,E. Harkless,1641989.0,1.0,,,,,
360,PT07M07.00S,2026-03-03T03:29:29.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,10.463206307490145,45.09803921568628,1610612743,77,81,2026-03-03T03:30:27Z,3540000,False,25.0,46.0,1,left,MISS C. Braun cutting Layup,[1631128],1610612743.0,DEN,cutting,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,5.2,Missed,,,,,,,,,,,,,,,,,,
361,PT07M06.00S,2026-03-03T03:29:30.4Z,3,REGULAR,rebound,offensive,[],202685,,,1610612743,77,81,2026-03-03T03:30:27Z,3550000,False,,,0,,J. Valančiūnas REBOUND (Off:2 Def:2),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,,,360.0,,,,,,,,,,,,,4.0,2.0,2.0,,
362,PT07M05.00S,2026-03-03T03:29:33.4Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202685,5.590000152587891,50.0,1610612743,77,81,2026-03-03T03:30:36Z,3560000,False,0.0,0.0,1,left,MISS J. Valančiūnas putback Layup,[202685],1610612743.0,DEN,putback,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
363,PT07M04.00S,2026-03-03T03:29:34.4Z,3,REGULAR,rebound,defensive,[],1642271,,,1610612762,77,81,2026-03-03T03:30:36Z,3570000,False,,,0,,K. Filipowski REBOUND (Off:2 Def:4),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,,,362.0,,,,,,,,,,,,,6.0,4.0,2.0,,
364,PT07M03.00S,2026-03-03T03:29:37.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202685,,,1610612762,77,81,2026-03-03T03:29:43Z,3580000,False,,,0,,J. Valančiūnas personal FOUL (3 PF) (Filipowski 2 FT),"[202685, 1642271]",1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,,,,1629183.0,3.0,0.0,Filipowski,1642271.0,,,,,,,,,,,,
366,PT07M03.00S,2026-03-03T03:30:16.4Z,3,REGULAR,freethrow,1 of 2,[],1642271,,,1610612762,78,81,2026-03-03T03:30:16Z,3600000,False,,,0,,K. Filipowski Free Throw 1 of 2 (8 PTS),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
367,PT07M03.00S,2026-03-03T03:30:18.8Z,3,REGULAR,substitution,out,[],1642262,,,1610612762,78,81,2026-03-03T03:30:22Z,3610000,False,,,0,,SUB out: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT07M03.00S,2026-03-03T03:30:18.8Z,3,REGULAR,substitution,in,[],1629723,,,1610612762,78,81,2026-03-03T03:30:22Z,3620000,False,,,0,,SUB in: J. Konchar,[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT07M03.00S,2026-03-03T03:30:41.5Z,3,REGULAR,freethrow,2 of 2,[],1642271,,,1610612762,79,81,2026-03-03T03:30:41Z,3630000,False,,,0,,K. Filipowski Free Throw 2 of 2 (9 PTS),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
370,PT06M41.00S,2026-03-03T03:31:11.0Z,3,REGULAR,turnover,traveling,[],1627750,,,1610612743,79,81,2026-03-03T03:31:15Z,3640000,False,,,0,,J. Murray traveling TURNOVER (5 TO),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,8-16 Right,,,,203591.0,,,,,,5.0,,,,,,,,,,
371,PT06M41.00S,2026-03-03T03:31:18.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,79,81,2026-03-03T03:31:18Z,3650000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT06M41.00S,2026-03-03T03:33:50.3Z,3,REGULAR,substitution,out,[],202685,,,1610612762,79,81,2026-03-03T03:33:59Z,3660000,False,,,0,,SUB out: J. Valančiūnas,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT06M41.00S,2026-03-03T03:33:50.3Z,3,REGULAR,substitution,in,[],203501,,,1610612762,79,81,2026-03-03T03:33:59Z,3670000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT06M18.00S,2026-03-03T03:34:35.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642271,92.32917214191852,56.127450980392155,1610612762,81,81,2026-03-03T03:34:39Z,3680000,False,31.0,20.0,1,right,K. Filipowski driving Layup (11 PTS),[1642271],1610612762.0,UTA,driving,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,3.63,Made,,,,,,,11.0,,,,,,,,,,,
375,PT05M57.00S,2026-03-03T03:34:56.2Z,3,REGULAR,3pt,Jump Shot,[],1627750,28.86005256241787,26.96078431372549,1610612743,81,84,2026-03-03T03:35:01Z,3690000,False,115.0,219.0,1,left,J. Murray 24' 3PT bank (25 PTS),[1627750],1610612743.0,DEN,bank,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,24.73,Made,,,,,,,25.0,,,,,,,,,,,
376,PT05M39.00S,2026-03-03T03:35:13.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641718,92.59198423127464,55.392156862745104,1610612762,83,84,2026-03-03T03:35:17Z,3700000,False,27.0,17.0,1,right,K. George driving Layup (21 PTS),[1641718],1610612762.0,UTA,driving,,,George,K. George,,,,,Restricted Area,0-8 Center,3.2,Made,,,,,,,21.0,,,,,,,,,,,
377,PT05M32.00S,2026-03-03T03:35:21.3Z,3,REGULAR,3pt,Jump Shot,[],1627750,32.276609724047304,64.70588235294117,1610612743,83,87,2026-03-03T03:35:25Z,3710000,False,-74.0,251.0,1,left,J. Murray 26' 3PT  (28 PTS) (C. Braun 4 AST),"[1627750, 1631128]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,26.14,Made,,,,,,,28.0,,,,C. Braun,1631128.0,4.0,,,,,
379,PT05M11.00S,2026-03-03T03:35:41.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641718,84.1819973718791,43.872549019607845,1610612762,83,87,2026-03-03T03:35:46Z,3730000,False,-31.0,96.0,1,right,MISS K. George 10' driving floating Shot,[1641718],1610612762.0,UTA,driving floating,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,10.09,Missed,,,,,,,,,,,,,,,,,,
380,PT05M10.00S,2026-03-03T03:35:42.9Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,83,87,2026-03-03T03:35:46Z,3740000,False,,,0,,N. Jokić REBOUND (Off:2 Def:7),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,379.0,,,,,,,,,,,,,9.0,7.0,2.0,,
381,PT05M07.00S,2026-03-03T03:35:46.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631124,8.09789750328515,42.64705882352941,1610612743,83,89,2026-03-03T03:35:50Z,3750000,False,37.0,24.0,1,left,J. Strawther running Layup (13 PTS) (N. Jokić 4 AST),"[1631124, 203999]",1610612743.0,DEN,running,,,Strawther,J. Strawther,,,,,Restricted Area,0-8 Center,4.37,Made,,,,,,,13.0,,,,N. Jokić,203999.0,4.0,,,,,
383,PT04M50.00S,2026-03-03T03:36:04.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642271,91.67214191852825,55.392156862745104,1610612762,85,89,2026-03-03T03:36:08Z,3770000,False,27.0,26.0,1,right,K. Filipowski driving Layup (13 PTS),[1642271],1610612762.0,UTA,driving,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,3.73,Made,,,,,,,13.0,,,,,,,,,,,
384,PT04M50.00S,2026-03-03T03:36:06.7Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203999,,,1610612762,85,89,2026-03-03T03:36:14Z,3780000,False,,,0,,N. Jokić shooting personal FOUL (3 PF) (Filipowski 1 FT),"[203999, 1642271]",1610612743.0,DEN,shooting,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,203591.0,3.0,0.0,Filipowski,1642271.0,,,,,,,,,,,,
386,PT04M50.00S,2026-03-03T03:36:14.8Z,3,REGULAR,substitution,out,[],1641989,,,1610612762,85,89,2026-03-03T03:37:27Z,3800000,False,,,0,,SUB out: E. Harkless,[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT04M50.00S,2026-03-03T03:36:14.8Z,3,REGULAR,substitution,in,[],1642268,,,1610612762,85,89,2026-03-03T03:37:27Z,3810000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT04M50.00S,2026-03-03T03:36:28.7Z,3,REGULAR,substitution,out,[],1641718,,,1610612762,85,89,2026-03-03T03:37:27Z,3820000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT04M50.00S,2026-03-03T03:36:28.7Z,3,REGULAR,substitution,in,[],1629004,,,1610612762,85,89,2026-03-03T03:37:27Z,3830000,False,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT04M50.00S,2026-03-03T03:36:56.7Z,3,REGULAR,freethrow,1 of 1,[],1642271,,,1610612762,86,89,2026-03-03T03:36:56Z,3840000,False,,,0,,K. Filipowski Free Throw 1 of 1 (14 PTS),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,,
391,PT04M42.00S,2026-03-03T03:37:13.5Z,3,REGULAR,foul,personal,['2freethrow'],1642271,,,1610612743,86,89,2026-03-03T03:37:27Z,3850000,False,,,0,,K. Filipowski shooting personal FOUL (2 PF) (Murray 2 FT),"[1642271, 1627750]",1610612762.0,UTA,shooting,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,,,,1627534.0,2.0,0.0,Murray,1627750.0,,,,,,,,,,,,
393,PT04M42.00S,2026-03-03T03:37:47.1Z,3,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,86,90,2026-03-03T03:37:47Z,3870000,False,,,0,,J. Murray Free Throw 1 of 2 (29 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,,,,,,,29.0,,,,,,,,,,,
394,PT04M42.00S,2026-03-03T03:37:49.2Z,3,REGULAR,substitution,out,[],1642271,,,1610612743,86,90,2026-03-03T03:37:52Z,3880000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT04M42.00S,2026-03-03T03:37:49.2Z,3,REGULAR,substitution,in,[],1631131,,,1610612743,86,90,2026-03-03T03:37:52Z,3890000,False,,,0,,SUB in: O. Tshiebwe,[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT04M42.00S,2026-03-03T03:37:47.1Z,3,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,86,90,2026-03-03T03:38:17Z,3900000,False,,,0,,MISS J. Murray Free Throw 2 of 2,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
397,PT04M40.00S,2026-03-03T03:37:49.1Z,3,REGULAR,rebound,defensive,[],1629723,,,1610612762,86,90,2026-03-03T03:38:17Z,3910000,False,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,,,,,396.0,,,,,,,,,,,,,1.0,1.0,0.0,,
398,PT04M18.00S,2026-03-03T03:38:38.6Z,3,REGULAR,2pt,Jump Shot,[],1642846,90.88370565045992,19.852941176470587,1610612762,88,90,2026-03-03T03:38:55Z,3920000,False,-151.0,33.0,1,right,A. Bailey 15' turnaround Jump Shot (13 PTS) (I. Collier 6 AST),"[1642846, 1642268]",1610612762.0,UTA,turnaround,,,Bailey,A. Bailey,,,,,Mid-Range,8-16 Left,15.43,Made,,,,,,,13.0,,,,I. Collier,1642268.0,6.0,,,,,
400,PT03M56.00S,2026-03-03T03:38:59.4Z,3,REGULAR,3pt,Jump Shot,[],1627750,32.53942181340342,66.17647058823529,1610612743,88,90,2026-03-03T03:39:48Z,3940000,False,-81.0,253.0,1,left,MISS J. Murray 26' pullup 3PT,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,26.6,Missed,,,,,,,,,,,,,,,,,,
401,PT03M56.00S,2026-03-03T03:38:59.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612762,88,90,2026-03-03T03:39:05Z,3950000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Center,,,400.0,,,,,,,,,,,,,,,,,
402,PT03M56.00S,2026-03-03T03:39:05.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203999,,,1610612762,88,90,2026-03-03T03:39:10Z,3960000,False,,,0,,N. Jokić loose ball personal FOUL (4 PF) (Mykhailiuk 2 FT),"[203999, 1629004]",1610612743.0,DEN,loose ball,,,Jokić,N. Jokić,,,,,Mid-Range,8-16 Center,,,,1627534.0,4.0,0.0,Mykhailiuk,1629004.0,,,,,,,,,,,,
404,PT03M56.00S,2026-03-03T03:39:43.0Z,3,REGULAR,freethrow,1 of 2,[],1629004,,,1610612762,89,90,2026-03-03T03:39:43Z,3980000,False,,,0,,S. Mykhailiuk Free Throw 1 of 2 (10 PTS),[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
405,PT03M56.00S,2026-03-03T03:39:43.8Z,3,REGULAR,substitution,out,[],1631124,,,1610612762,89,90,2026-03-03T03:39:49Z,3990000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT03M56.00S,2026-03-03T03:39:43.8Z,3,REGULAR,substitution,out,[],203999,,,1610612762,89,90,2026-03-03T03:39:49Z,4000000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT03M56.00S,2026-03-03T03:39:43.8Z,3,REGULAR,substitution,in,[],1628971,,,1610612762,89,90,2026-03-03T03:39:49Z,4010000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT03M56.00S,2026-03-03T03:39:43.8Z,3,REGULAR,substitution,in,[],202685,,,1610612762,89,90,2026-03-03T03:39:49Z,4020000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT03M56.00S,2026-03-03T03:39:43.0Z,3,REGULAR,freethrow,2 of 2,[],1629004,,,1610612762,89,90,2026-03-03T03:40:11Z,4030000,False,,,0,,MISS S. Mykhailiuk Free Throw 2 of 2,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
410,PT03M53.00S,2026-03-03T03:39:46.0Z,3,REGULAR,rebound,defensive,[],203501,,,1610612743,89,90,2026-03-03T03:40:11Z,4040000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:3),[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,409.0,,,,,,,,,,,,,3.0,3.0,0.0,,
411,PT03M38.00S,2026-03-03T03:40:26.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,15.719448094612352,39.21568627450981,1610612743,89,90,2026-03-03T03:40:46Z,4050000,False,54.0,95.0,1,left,MISS B. Brown 10' floating Shot,[1628971],1610612743.0,DEN,floating,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Center,10.95,Missed,,,,,,,,,,,,,,,,,,
412,PT03M36.00S,2026-03-03T03:40:28.0Z,3,REGULAR,rebound,defensive,[],1631131,,,1610612762,89,90,2026-03-03T03:40:30Z,4060000,False,,,0,,O. Tshiebwe REBOUND (Off:1 Def:3),[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,In The Paint (Non-RA),8-16 Center,,,411.0,,,,,,,,,,,,,4.0,3.0,1.0,,
413,PT03M28.00S,2026-03-03T03:40:38.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628971,,,1610612762,89,90,2026-03-03T03:40:51Z,4070000,False,,,0,,B. Brown personal FOUL (3 PF) (Bailey 2 FT),"[1628971, 1642846]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Mid-Range,16-24 Center,,,,1629183.0,3.0,0.0,Bailey,1642846.0,,,,,,,,,,,,
415,PT03M28.00S,2026-03-03T03:41:04.5Z,3,REGULAR,freethrow,1 of 2,[],1642846,,,1610612762,90,90,2026-03-03T03:41:04Z,4090000,False,,,0,,A. Bailey Free Throw 1 of 2 (14 PTS),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,,
416,PT03M28.00S,2026-03-03T03:41:21.7Z,3,REGULAR,freethrow,2 of 2,[],1642846,,,1610612762,91,90,2026-03-03T03:41:21Z,4100000,False,,,0,,A. Bailey Free Throw 2 of 2 (15 PTS),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,Made,,,,,,,15.0,,,,,,,,,,,
417,PT03M16.00S,2026-03-03T03:41:35.7Z,3,REGULAR,3pt,Jump Shot,[],203501,30.17411300919842,71.81372549019608,1610612743,91,90,2026-03-03T03:41:39Z,4110000,False,-109.0,231.0,1,left,MISS T. Hardaway Jr. 25' 3PT,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,25.56,Missed,,,,,,,,,,,,,,,,,,
418,PT03M13.00S,2026-03-03T03:41:38.7Z,3,REGULAR,rebound,offensive,[],1631128,,,1610612743,91,90,2026-03-03T03:41:39Z,4120000,False,,,0,,C. Braun REBOUND (Off:2 Def:4),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Left Center,,,417.0,,,,,,,,,,,,,6.0,4.0,2.0,,
419,PT03M00.00S,2026-03-03T03:41:51.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627750,4.28712220762155,3.431372549019608,1610612743,91,93,2026-03-03T03:42:58Z,4130000,False,233.0,-12.0,1,left,J. Murray 3PT fadeaway (32 PTS),[1627750],1610612743.0,DEN,fadeaway,,,Murray,J. Murray,,,,,Right Corner 3,24+ Right,23.31,Made,,,,,,,32.0,,,,,,,,,,,
420,PT02M32.00S,2026-03-03T03:42:19.4Z,3,REGULAR,3pt,Jump Shot,[],1629004,67.36202365308804,57.84313725490197,1610612762,91,93,2026-03-03T03:42:25Z,4140000,False,39.0,254.0,1,right,MISS S. Mykhailiuk 25' 3PT,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Center,25.73,Missed,,,,,,,,,,,,,,,,,,
421,PT02M31.00S,2026-03-03T03:42:20.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612743,91,93,2026-03-03T03:42:25Z,4150000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Center,,,420.0,,,,,,,,,,,,,,,,,
423,PT02M31.00S,2026-03-03T03:42:27.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,91,93,2026-03-03T03:42:27Z,4170000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT02M31.00S,2026-03-03T03:45:10.5Z,3,REGULAR,substitution,out,[],1642846,,,1610612743,91,93,2026-03-03T03:45:15Z,4180000,False,,,0,,SUB out: A. Bailey,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT02M31.00S,2026-03-03T03:45:10.5Z,3,REGULAR,substitution,out,[],1631128,,,1610612743,91,93,2026-03-03T03:45:15Z,4190000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
