actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
92,PT05M54.00S,2025-12-21T02:55:07.6Z,1,REGULAR,rebound,defensive,[],201567,,,1610612762,17,18,2025-12-21T02:55:09Z,920000,False,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,Restricted Area,0-8 Center,,,90.0,,,,,,,2.0,2.0,0.0,,,,,,,,
93,PT05M52.00S,2025-12-21T02:55:09.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641729,91.67214191852825,42.40196078431372,1610612762,19,18,2025-12-21T03:01:20Z,930000,False,-38.0,26.0,1,right,B. Sensabaugh running alley-oop Layup (2 PTS) (I. Collier 2 AST),"[1641729, 1642268]",1610612762.0,UTA,running alley-oop,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),0-8 Center,4.59,Made,,2.0,I. Collier,1642268.0,2.0,,,,,,,,,,,,,
95,PT05M31.00S,2025-12-21T02:55:31.6Z,1,REGULAR,foul,personal,['2freethrow'],1642268,,,1610612753,19,18,2025-12-21T02:55:48Z,950000,False,,,0,,I. Collier shooting personal FOUL (1 PF) (Black 2 FT),"[1642268, 1641710]",1610612762.0,UTA,shooting,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,203592.0,,,,,1.0,0.0,Black,1641710.0,,,,
97,PT05M31.00S,2025-12-21T02:56:02.0Z,1,REGULAR,freethrow,1 of 2,[],1641710,,,1610612753,19,19,2025-12-21T02:56:02Z,970000,False,,,0,,A. Black Free Throw 1 of 2 (1 PTS),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
99,PT05M31.00S,2025-12-21T02:56:28.2Z,1,REGULAR,freethrow,2 of 2,[],1641710,,,1610612753,19,20,2025-12-21T02:56:28Z,980000,False,,,0,,A. Black Free Throw 2 of 2 (2 PTS),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,Made,,2.0,,,,,,,,,,,,,,,,
100,PT05M13.00S,2025-12-21T02:56:50.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641707,91.40932982917214,45.09803921568628,1610612762,21,20,2025-12-21T02:56:55Z,990000,False,-25.0,28.0,1,right,T. Hendricks driving Layup (5 PTS) (I. Collier 3 AST),"[1641707, 1642268]",1610612762.0,UTA,driving,,,Hendricks,T. Hendricks,,,,,Restricted Area,0-8 Center,3.74,Made,,5.0,I. Collier,1642268.0,3.0,,,,,,,,,,,,,
102,PT05M13.00S,2025-12-21T02:56:53.0Z,1,REGULAR,foul,personal,['1freethrow'],1631094,,,1610612762,21,20,2025-12-21T02:56:59Z,1010000,False,,,0,,P. Banchero shooting personal FOUL (1 PF) (Hendricks 1 FT),"[1631094, 1641707]",1610612753.0,ORL,shooting,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,200834.0,,,,,1.0,0.0,Hendricks,1641707.0,,,,
104,PT05M13.00S,2025-12-21T02:57:18.9Z,1,REGULAR,freethrow,1 of 1,[],1641707,,,1610612762,22,20,2025-12-21T02:57:18Z,1030000,False,,,0,,T. Hendricks Free Throw 1 of 1 (6 PTS),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,Made,,6.0,,,,,,,,,,,,,,,,
105,PT05M01.00S,2025-12-21T02:57:33.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641724,6.521024967148489,61.029411764705884,1610612753,22,22,2025-12-21T02:57:37Z,1040000,False,-55.0,9.0,1,left,J. Howard cutting DUNK (2 PTS) (W. Carter Jr. 2 AST),"[1641724, 1628976]",1610612753.0,ORL,cutting,,,Howard,J. Howard,,,,,In The Paint (Non-RA),0-8 Center,5.58,Made,,2.0,W. Carter Jr.,1628976.0,2.0,,,,,,,,,,,,,
107,PT04M49.00S,2025-12-21T02:57:45.7Z,1,REGULAR,foul,personal,['2freethrow'],1641724,,,1610612762,22,22,2025-12-21T02:57:53Z,1060000,False,,,0,,J. Howard shooting personal FOUL (1 PF) (George 2 FT),"[1641724, 1641718]",1610612753.0,ORL,shooting,,,Howard,J. Howard,,,,,Restricted Area,0-8 Center,,,,,,,,1628484.0,,,,,1.0,0.0,George,1641718.0,,,,
109,PT04M49.00S,2025-12-21T02:58:11.7Z,1,REGULAR,freethrow,1 of 2,[],1641718,,,1610612762,23,22,2025-12-21T02:58:11Z,1080000,False,,,0,,K. George Free Throw 1 of 2 (6 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,,6.0,,,,,,,,,,,,,,,,
110,PT04M49.00S,2025-12-21T02:58:29.4Z,1,REGULAR,freethrow,2 of 2,[],1641718,,,1610612762,24,22,2025-12-21T02:58:29Z,1090000,False,,,0,,K. George Free Throw 2 of 2 (7 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,,7.0,,,,,,,,,,,,,,,,
111,PT04M45.00S,2025-12-21T02:58:38.2Z,1,REGULAR,violation,kicked ball,[],1641707,,,1610612753,24,22,2025-12-21T02:58:45Z,1100000,False,,,0,,T. Hendricks kicked ball VIOLATION,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,203592.0,,,,,,,,,,,,
112,PT04M37.00S,2025-12-21T02:59:02.3Z,1,REGULAR,turnover,bad pass,[],1631094,,,1610612753,24,22,2025-12-21T02:59:06Z,1110000,False,,,0,,P. Banchero bad pass TURNOVER (1 TO),"[1631094, 1641718]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,,,,,,,1.0,,,,,,,,,,George,1641718.0
113,PT04M37.00S,2025-12-21T02:59:02.3Z,1,REGULAR,steal,,[],1641718,,,1610612762,24,22,2025-12-21T02:59:03Z,1120000,False,,,0,,K. George STEAL (1 STL),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
114,PT04M32.00S,2025-12-21T02:59:07.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201567,85.75886990801577,2.696078431372549,1610612762,27,22,2025-12-21T02:59:14Z,1130000,False,-237.0,81.0,1,right,K. Love 25' 3PT running (3 PTS) (I. Collier 4 AST),"[201567, 1642268]",1610612762.0,UTA,running,,,Love,K. Love,,,,,Left Corner 3,24+ Left,25.01,Made,,3.0,I. Collier,1642268.0,4.0,,,,,,,,,,,,,
116,PT04M30.00S,2025-12-21T02:59:13.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,27,22,2025-12-21T02:59:13Z,1150000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M05.00S,2025-12-21T03:02:36.3Z,1,REGULAR,3pt,Jump Shot,[],1631094,34.37910643889619,59.31372549019608,1610612753,27,25,2025-12-21T03:05:12Z,1160000,False,-47.0,271.0,1,left,P. Banchero 27' 3PT pullup (11 PTS) (W. Carter Jr. 3 AST),"[1631094, 1628976]",1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,27.47,Made,,11.0,W. Carter Jr.,1628976.0,3.0,,,,,,,,,,,,,
118,PT03M47.00S,2025-12-21T03:02:54.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642268,87.72996057818659,38.72549019607843,1610612762,27,25,2025-12-21T03:05:44Z,1170000,False,-56.0,63.0,1,right,MISS I. Collier 8' driving floating Shot,[1642268],1610612762.0,UTA,driving floating,,,Collier,I. Collier,,,,,In The Paint (Non-RA),8-16 Left,8.44,Missed,,,,,,,,,,,,,,,,,,
119,PT03M47.00S,2025-12-21T03:02:54.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612753,27,25,2025-12-21T03:02:58Z,1180000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,118.0,,,,,,,,,,,,,,,,,
120,PT03M47.00S,2025-12-21T03:02:57.9Z,1,REGULAR,foul,personal,[],1642268,,,1610612753,27,25,2025-12-21T03:03:12Z,1190000,False,,,0,,I. Collier loose ball personal FOUL (2 PF),"[1642268, 1642859]",1610612762.0,UTA,loose ball,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,,,,,,,,200834.0,,,,,2.0,0.0,Richardson,1642859.0,,,,
123,PT03M38.00S,2025-12-21T03:03:24.6Z,1,REGULAR,turnover,lost ball,[],1641724,,,1610612753,27,25,2025-12-21T03:03:27Z,1210000,False,,,0,,J. Howard lost ball TURNOVER (1 TO),"[1641724, 201567]",1610612753.0,ORL,,,,Howard,J. Howard,,,,,Above the Break 3,24+ Center,,,,,,,,,1.0,,,,,,,,,,Love,201567.0
124,PT03M38.00S,2025-12-21T03:03:24.6Z,1,REGULAR,steal,,[],201567,,,1610612762,27,25,2025-12-21T03:03:26Z,1220000,False,,,0,,K. Love STEAL (1 STL),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
125,PT03M32.00S,2025-12-21T03:03:30.7Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1641729,94.56307490144546,94.6078431372549,1610612762,27,25,2025-12-21T03:04:16Z,1230000,False,223.0,-1.0,1,right,MISS B. Sensabaugh running 3PT,[1641729],1610612762.0,UTA,running,,,Sensabaugh,B. Sensabaugh,,,,,Right Corner 3,24+ Right,22.3,Missed,,,,,,,,,,,,,,,,,,
126,PT03M30.00S,2025-12-21T03:03:32.7Z,1,REGULAR,rebound,offensive,[],201567,,,1610612762,27,25,2025-12-21T03:06:59Z,1240000,False,,,0,,K. Love REBOUND (Off:1 Def:2),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,Right Corner 3,24+ Right,,,125.0,,,,,,,3.0,2.0,1.0,,,,,,,,
127,PT03M30.00S,2025-12-21T03:03:34.9Z,1,REGULAR,2pt,Jump Shot,"['2ndchance', 'pointsinthepaint', 'fromturnover']",201567,94.40999984741211,50.0,1610612762,29,25,2025-12-21T03:07:06Z,1250000,False,0.0,0.0,1,right,K. Love floating Jump Shot (5 PTS),[201567],1610612762.0,UTA,floating,,,Love,K. Love,,,,,Restricted Area,0-8 Center,0.0,Made,,5.0,,,,,,,,,,,,,,,,
128,PT03M10.00S,2025-12-21T03:03:51.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642859,12.302890932982917,58.08823529411765,1610612753,29,25,2025-12-21T03:07:27Z,1260000,False,-40.0,63.0,1,left,MISS J. Richardson 7' driving floating Shot,[1642859],1610612753.0,ORL,driving floating,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),0-8 Center,7.49,Missed,,,,,,,,,,,,,,,,,,
129,PT03M09.00S,2025-12-21T03:03:52.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,29,25,2025-12-21T03:03:56Z,1270000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,128.0,,,,,,,,,,,,,,,,,
130,PT03M09.00S,2025-12-21T03:03:56.1Z,1,REGULAR,foul,personal,[],201567,,,1610612753,29,25,2025-12-21T03:04:07Z,1280000,False,,,0,,K. Love loose ball personal FOUL (1 PF),"[201567, 1628976]",1610612762.0,UTA,loose ball,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,200834.0,,,,,1.0,0.0,Carter Jr.,1628976.0,,,,
132,PT03M09.00S,2025-12-21T03:04:02.2Z,1,REGULAR,substitution,out,[],1641724,,,1610612753,29,25,2025-12-21T03:04:06Z,1300000,False,,,0,,SUB out: J. Howard,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M09.00S,2025-12-21T03:04:02.2Z,1,REGULAR,substitution,in,[],1630217,,,1610612753,29,25,2025-12-21T03:04:06Z,1310000,False,,,0,,SUB in: D. Bane,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT03M03.00S,2025-12-21T03:04:26.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630217,9.937582128777924,41.17647058823529,1610612753,29,25,2025-12-21T03:04:30Z,1320000,False,44.0,41.0,1,left,MISS D. Bane 6' driving Layup,[1630217],1610612753.0,ORL,driving,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,6.01,Missed,,,,,,,,,,,,,,,,,,
135,PT03M01.00S,2025-12-21T03:04:28.1Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,29,25,2025-12-21T03:04:30Z,1330000,False,,,0,,W. Carter Jr. REBOUND (Off:2 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,134.0,,,,,,,4.0,2.0,2.0,,,,,,,,
136,PT03M01.00S,2025-12-21T03:04:29.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628976,5.590000152587891,50.0,1610612753,29,27,2025-12-21T03:04:29Z,1340000,False,0.0,0.0,1,left,W. Carter Jr. putback DUNK (6 PTS),[1628976],1610612753.0,ORL,putback,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Left,0.0,Made,,6.0,,,,,,,,,,,,,,,,
137,PT02M44.00S,2025-12-21T03:04:51.2Z,1,REGULAR,3pt,Jump Shot,[],1641718,69.72733245729303,69.11764705882352,1610612762,29,27,2025-12-21T03:04:58Z,1350000,False,96.0,232.0,1,right,MISS K. George 25' pullup 3PT,[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Above the Break 3,24+ Right Center,25.1,Missed,,,,,,,,,,,,,,,,,,
138,PT02M42.00S,2025-12-21T03:04:53.2Z,1,REGULAR,rebound,offensive,[],201567,,,1610612762,29,27,2025-12-21T03:08:35Z,1360000,False,,,0,,K. Love REBOUND (Off:2 Def:2),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,,,137.0,,,,,,,4.0,2.0,2.0,,,,,,,,
139,PT02M42.00S,2025-12-21T03:04:57.3Z,1,REGULAR,2pt,Jump Shot,"['2ndchance', 'pointsinthepaint']",201567,94.40999984741211,50.0,1610612762,29,27,2025-12-21T03:08:45Z,1370000,False,0.0,0.0,1,right,MISS K. Love floating Shot,[201567],1610612762.0,UTA,floating,,,Love,K. Love,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
140,PT02M39.00S,2025-12-21T03:05:00.3Z,1,REGULAR,rebound,defensive,[],1641710,,,1610612753,29,27,2025-12-21T03:08:59Z,1380000,False,,,0,,A. Black REBOUND (Off:0 Def:2),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Restricted Area,0-8 Center,,,139.0,,,,,,,2.0,2.0,0.0,,,,,,,,
141,PT02M30.00S,2025-12-21T03:05:04.3Z,1,REGULAR,3pt,Jump Shot,[],1630217,5.995400788436268,95.58823529411765,1610612753,29,27,2025-12-21T03:05:08Z,1390000,False,-228.0,4.0,1,left,MISS D. Bane 3PT,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,Left Corner 3,24+ Left,22.79,Missed,,,,,,,,,,,,,,,,,,
142,PT02M27.00S,2025-12-21T03:05:07.3Z,1,REGULAR,rebound,defensive,[],1641718,,,1610612762,29,27,2025-12-21T03:05:08Z,1400000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Left Corner 3,24+ Left,,,141.0,,,,,,,1.0,1.0,0.0,,,,,,,,
143,PT02M16.00S,2025-12-21T03:05:18.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642268,88.38699080157687,51.225490196078425,1610612762,29,27,2025-12-21T03:09:30Z,1410000,False,6.0,57.0,1,right,MISS I. Collier driving floating Shot,[1642268],1610612762.0,UTA,driving floating,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,5.7,Missed,,,,,,,,,,,,,,,,,,
144,PT02M14.00S,2025-12-21T03:05:20.2Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,29,27,2025-12-21T03:12:36Z,1420000,False,,,0,,P. Banchero REBOUND (Off:1 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,143.0,,,,,,,2.0,1.0,1.0,,,,,,,,
145,PT02M11.00S,2025-12-21T03:05:24.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630217,7.178055190538765,55.63725490196079,1610612753,29,29,2025-12-21T03:05:28Z,1430000,False,-28.0,15.0,1,left,D. Bane running Layup (5 PTS) (A. Black 3 AST),"[1630217, 1641710]",1610612753.0,ORL,running,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,3.19,Made,,5.0,A. Black,1641710.0,3.0,,,,,,,,,,,,,
147,PT01M56.00S,2025-12-21T03:05:38.4Z,1,REGULAR,3pt,Jump Shot,[],201567,68.54467805519053,65.68627450980392,1610612762,32,29,2025-12-21T03:14:00Z,1450000,False,78.0,243.0,1,right,K. Love 25' 3PT pullup (8 PTS) (I. Collier 5 AST),"[201567, 1642268]",1610612762.0,UTA,pullup,,,Love,K. Love,,,,,Above the Break 3,24+ Center,25.55,Made,,8.0,I. Collier,1642268.0,5.0,,,,,,,,,,,,,
149,PT01M46.00S,2025-12-21T03:05:51.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642268,,,1610612753,32,29,2025-12-21T03:11:00Z,1470000,False,,,0,,I. Collier shooting personal FOUL (3 PF) (Black 2 FT),"[1642268, 1641710]",1610612762.0,UTA,shooting,,,Collier,I. Collier,,,,,Mid-Range,8-16 Center,,,,,,,,200834.0,,,,,3.0,0.0,Black,1641710.0,,,,
151,PT01M46.00S,2025-12-21T03:06:23.7Z,1,REGULAR,freethrow,1 of 2,[],1641710,,,1610612753,32,30,2025-12-21T03:06:23Z,1490000,False,,,0,,A. Black Free Throw 1 of 2 (3 PTS),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,Made,,3.0,,,,,,,,,,,,,,,,
152,PT01M46.00S,2025-12-21T03:06:24.5Z,1,REGULAR,substitution,out,[],1641718,,,1610612753,32,30,2025-12-21T03:06:39Z,1500000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT01M46.00S,2025-12-21T03:06:24.5Z,1,REGULAR,substitution,out,[],1642268,,,1610612753,32,30,2025-12-21T03:06:39Z,1510000,False,,,0,,SUB out: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT01M46.00S,2025-12-21T03:06:24.5Z,1,REGULAR,substitution,out,[],1631094,,,1610612753,32,30,2025-12-21T03:06:39Z,1520000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT01M46.00S,2025-12-21T03:06:24.5Z,1,REGULAR,substitution,out,[],1628976,,,1610612753,32,30,2025-12-21T03:06:39Z,1530000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M46.00S,2025-12-21T03:06:24.5Z,1,REGULAR,substitution,in,[],1642383,,,1610612753,32,30,2025-12-21T03:06:39Z,1540000,False,,,0,,SUB in: W. Clayton Jr.,[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M46.00S,2025-12-21T03:06:24.5Z,1,REGULAR,substitution,in,[],1642846,,,1610612753,32,30,2025-12-21T03:06:39Z,1550000,False,,,0,,SUB in: A. Bailey,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT01M46.00S,2025-12-21T03:06:24.5Z,1,REGULAR,substitution,in,[],1628371,,,1610612753,32,30,2025-12-21T03:06:39Z,1560000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT01M46.00S,2025-12-21T03:06:24.5Z,1,REGULAR,substitution,in,[],1629048,,,1610612753,32,30,2025-12-21T03:06:39Z,1570000,False,,,0,,SUB in: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT01M46.00S,2025-12-21T03:06:51.4Z,1,REGULAR,freethrow,2 of 2,[],1641710,,,1610612753,32,31,2025-12-21T03:06:51Z,1580000,False,,,0,,A. Black Free Throw 2 of 2 (4 PTS),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,Made,,4.0,,,,,,,,,,,,,,,,
161,PT01M29.00S,2025-12-21T03:07:13.6Z,1,REGULAR,turnover,out-of-bounds,[],1642383,,,1610612762,32,31,2025-12-21T03:15:57Z,1590000,False,,,0,,W. Clayton Jr. bad pass out-of-bounds TURNOVER (1 TO),[1642383],1610612762.0,UTA,bad pass,,,Clayton Jr.,W. Clayton Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,200834.0,1.0,,,,,,,,,,,
162,PT01M29.00S,2025-12-21T03:07:16.7Z,1,REGULAR,substitution,out,[],1641710,,,1610612753,32,31,2025-12-21T03:07:20Z,1600000,False,,,0,,SUB out: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT01M29.00S,2025-12-21T03:07:16.7Z,1,REGULAR,substitution,in,[],1641724,,,1610612753,32,31,2025-12-21T03:07:20Z,1610000,False,,,0,,SUB in: J. Howard,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT01M13.00S,2025-12-21T03:07:42.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642859,23.209592641261498,12.990196078431374,1610612753,32,31,2025-12-21T03:07:46Z,1620000,False,185.0,166.0,1,left,MISS J. Richardson 24' 3PT,[1642859],1610612753.0,ORL,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Right Center,24.84,Missed,,,,,,,,,,,,,,,,,,
165,PT01M09.00S,2025-12-21T03:07:46.3Z,1,REGULAR,rebound,defensive,[],1641707,,,1610612762,32,31,2025-12-21T03:07:46Z,1630000,False,,,0,,T. Hendricks REBOUND (Off:0 Def:1),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Above the Break 3,24+ Right Center,,,164.0,,,,,,,1.0,1.0,0.0,,,,,,,,
166,PT01M00.00S,2025-12-21T03:07:53.9Z,1,REGULAR,2pt,Jump Shot,[],1642846,87.99277266754271,24.264705882352942,1610612762,34,31,2025-12-21T03:07:58Z,1640000,False,-129.0,60.0,1,right,A. Bailey 14' turnaround Jump Shot (2 PTS),[1642846],1610612762.0,UTA,turnaround,,,Bailey,A. Bailey,,,,,Mid-Range,8-16 Left,14.22,Made,,2.0,,,,,,,,,,,,,,,,
167,PT00M54.90S,2025-12-21T03:08:03.8Z,1,REGULAR,3pt,Jump Shot,[],1641724,18.2161629434954,4.901960784313726,1610612753,34,31,2025-12-21T03:08:09Z,1650000,False,225.0,119.0,1,left,MISS J. Howard 25' 3PT,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,Above the Break 3,24+ Right Center,25.48,Missed,,,,,,,,,,,,,,,,,,
168,PT00M53.30S,2025-12-21T03:08:05.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,34,31,2025-12-21T03:08:09Z,1660000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Right Center,,,167.0,,,,,,,,,,,,,,,,,
169,PT00M53.30S,2025-12-21T03:08:09.1Z,1,REGULAR,foul,personal,[],1629048,,,1610612762,34,31,2025-12-21T03:08:18Z,1670000,False,,,0,,G. Bitadze loose ball personal FOUL (1 PF),"[1629048, 201567]",1610612753.0,ORL,loose ball,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,,,200834.0,,,,,1.0,0.0,Love,201567.0,,,,
171,PT00M41.50S,2025-12-21T03:08:36.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641729,93.9060446780552,55.88235294117647,1610612762,36,31,2025-12-21T03:08:40Z,1690000,False,29.0,5.0,1,right,B. Sensabaugh driving DUNK (4 PTS) (A. Bailey 1 AST),"[1641729, 1642846]",1610612762.0,UTA,driving,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,2.98,Made,,4.0,A. Bailey,1642846.0,1.0,,,,,,,,,,,,,
173,PT00M30.80S,2025-12-21T03:08:52.0Z,1,REGULAR,3pt,Jump Shot,[],1630217,28.465834428383708,22.30392156862745,1610612753,36,34,2025-12-21T03:08:56Z,1710000,False,138.0,215.0,1,left,D. Bane 25' 3PT step back (8 PTS),[1630217],1610612753.0,ORL,step back,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,25.58,Made,,8.0,,,,,,,,,,,,,,,,
174,PT00M15.30S,2025-12-21T03:09:12.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628371,,,1610612762,36,34,2025-12-21T03:09:21Z,1720000,False,,,0,,J. Isaac shooting personal FOUL (1 PF) (Sensabaugh 2 FT),"[1628371, 1641729]",1610612753.0,ORL,shooting,,,Isaac,J. Isaac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,203592.0,,,,,1.0,0.0,Sensabaugh,1641729.0,,,,
176,PT00M15.30S,2025-12-21T03:09:45.9Z,1,REGULAR,freethrow,1 of 2,[],1641729,,,1610612762,37,34,2025-12-21T03:09:45Z,1740000,False,,,0,,B. Sensabaugh Free Throw 1 of 2 (5 PTS),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,Made,,5.0,,,,,,,,,,,,,,,,
177,PT00M15.30S,2025-12-21T03:10:04.5Z,1,REGULAR,freethrow,2 of 2,[],1641729,,,1610612762,38,34,2025-12-21T03:10:04Z,1750000,False,,,0,,B. Sensabaugh Free Throw 2 of 2 (6 PTS),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,Made,,6.0,,,,,,,,,,,,,,,,
