actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
92,PT05M18.00S,2026-01-31T02:55:01.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641718,91.80354796320631,52.20588235294118,1610612762,18,13,2026-01-31T02:55:05Z,900000,False,11.0,25.0,1,right,K. George driving Layup (8 PTS) (K. Filipowski 1 AST),"[1641718, 1642271]",1610612762.0,UTA,driving,,,George,K. George,,,,,Restricted Area,0-8 Center,2.69,Made,8.0,,,,,,,,,,K. Filipowski,1642271.0,1.0,,,,,
94,PT04M58.00S,2026-01-31T02:55:22.1Z,1,REGULAR,3pt,Jump Shot,[],1642879,29.6484888304862,69.6078431372549,1610612751,18,13,2026-01-31T02:55:27Z,920000,False,-98.0,226.0,1,left,MISS B. Saraf 24' 3PT,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,Above the Break 3,24+ Left Center,24.65,Missed,,,,,,,,,,,,,,,,,,
95,PT04M57.00S,2026-01-31T02:55:23.1Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,18,13,2026-01-31T03:04:17Z,930000,False,,,0,,D. Sharpe REBOUND (Off:2 Def:0),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Left Center,,,,94.0,,,,,,2.0,0.0,2.0,,,,,,,,
96,PT04M55.00S,2026-01-31T02:55:27.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630549,6.258212877792378,55.63725490196079,1610612751,18,15,2026-01-31T03:04:41Z,940000,False,-28.0,6.0,1,left,D. Sharpe putback Layup (2 PTS),[1630549],1610612751.0,BKN,putback,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,2.89,Made,2.0,,,,,,,,,,,,,,,,,
98,PT04M35.00S,2026-01-31T02:55:48.2Z,1,REGULAR,foul,personal,['2freethrow'],1642874,,,1610612762,18,15,2026-01-31T02:55:58Z,960000,False,,,0,,D. Wolf shooting personal FOUL (2 PF) (George 2 FT),"[1642874, 1641718]",1610612751.0,BKN,shooting,,,Wolf,D. Wolf,,,,,In The Paint (Non-RA),8-16 Left,,,,,1628159.0,2.0,0.0,George,1641718.0,,,,,,,,,,,
100,PT04M35.00S,2026-01-31T02:56:21.7Z,1,REGULAR,freethrow,1 of 2,[],1641718,,,1610612762,19,15,2026-01-31T02:56:21Z,980000,False,,,0,,K. George Free Throw 1 of 2 (9 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
101,PT04M35.00S,2026-01-31T02:56:22.3Z,1,REGULAR,substitution,out,[],1642262,,,1610612762,19,15,2026-01-31T02:56:35Z,990000,False,,,0,,SUB out: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M35.00S,2026-01-31T02:56:22.3Z,1,REGULAR,substitution,out,[],1642271,,,1610612762,19,15,2026-01-31T02:56:35Z,1000000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M35.00S,2026-01-31T02:56:22.3Z,1,REGULAR,substitution,out,[],1642874,,,1610612762,19,15,2026-01-31T02:56:35Z,1010000,False,,,0,,SUB out: D. Wolf,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M35.00S,2026-01-31T02:56:22.3Z,1,REGULAR,substitution,out,[],1642849,,,1610612762,19,15,2026-01-31T02:56:35Z,1020000,False,,,0,,SUB out: N. Traore,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M35.00S,2026-01-31T02:56:22.3Z,1,REGULAR,substitution,in,[],203937,,,1610612762,19,15,2026-01-31T02:56:35Z,1030000,False,,,0,,SUB in: K. Anderson,[203937],1610612762.0,UTA,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M35.00S,2026-01-31T02:56:22.3Z,1,REGULAR,substitution,in,[],1641707,,,1610612762,19,15,2026-01-31T02:56:35Z,1040000,False,,,0,,SUB in: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M35.00S,2026-01-31T02:56:22.3Z,1,REGULAR,substitution,in,[],1642962,,,1610612762,19,15,2026-01-31T02:56:35Z,1050000,False,,,0,,SUB in: D. Powell,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M35.00S,2026-01-31T02:56:22.3Z,1,REGULAR,substitution,in,[],1630592,,,1610612762,19,15,2026-01-31T02:56:35Z,1060000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M35.00S,2026-01-31T02:56:54.0Z,1,REGULAR,freethrow,2 of 2,[],1641718,,,1610612762,20,15,2026-01-31T02:56:54Z,1070000,False,,,0,,K. George Free Throw 2 of 2 (10 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
110,PT04M23.00S,2026-01-31T02:57:08.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642879,6.915243101182654,45.83333333333333,1610612751,20,17,2026-01-31T02:57:16Z,1080000,False,21.0,13.0,1,left,B. Saraf driving Layup (2 PTS),[1642879],1610612751.0,BKN,driving,,,Saraf,B. Saraf,,,,,Restricted Area,0-8 Center,2.43,Made,2.0,,,,,,,,,,,,,,,,,
111,PT04M13.00S,2026-01-31T02:57:18.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203937,87.59855453350855,45.83333333333333,1610612762,22,17,2026-01-31T03:06:23Z,1090000,False,-21.0,64.0,1,right,K. Anderson 6' driving Hook (2 PTS) (I. Collier 1 AST),"[203937, 1642268]",1610612762.0,UTA,driving,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,6.74,Made,2.0,,,,,,,,,,I. Collier,1642268.0,1.0,,,,,
113,PT03M54.00S,2026-01-31T02:57:36.8Z,1,REGULAR,3pt,Jump Shot,[],1630592,22.421156373193167,90.44117647058823,1610612751,22,20,2026-01-31T02:57:42Z,1110000,False,-202.0,158.0,1,left,J. Wilson 25' 3PT  (3 PTS) (B. Saraf 1 AST),"[1630592, 1642879]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Left Center,25.68,Made,3.0,,,,,,,,,,B. Saraf,1642879.0,1.0,,,,,
115,PT03M47.00S,2026-01-31T02:57:46.5Z,1,REGULAR,foul,personal,[],1642962,,,1610612762,22,20,2026-01-31T02:58:13Z,1130000,False,,,0,,D. Powell personal FOUL (1 PF),"[1642962, 1642268]",1610612751.0,BKN,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Right Center,,,,,1628159.0,1.0,0.0,Collier,1642268.0,,,,,,,,,,,
117,PT03M35.00S,2026-01-31T02:58:15.5Z,1,REGULAR,3pt,Jump Shot,[],1641718,71.82982917214193,79.16666666666666,1610612762,22,20,2026-01-31T03:07:43Z,1150000,False,146.0,212.0,1,right,MISS K. George 25' 3PT,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,25.75,Missed,,,,,,,,,,,,,,,,,,
118,PT03M34.00S,2026-01-31T02:58:16.5Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,22,20,2026-01-31T03:07:43Z,1160000,False,,,0,,D. Sharpe REBOUND (Off:2 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Right Center,,,,117.0,,,,,,3.0,1.0,2.0,,,,,,,,
119,PT03M18.00S,2026-01-31T02:58:29.3Z,1,REGULAR,3pt,Jump Shot,[],1630592,34.510512483574246,26.47058823529412,1610612751,22,20,2026-01-31T02:58:33Z,1170000,False,118.0,272.0,1,left,MISS J. Wilson 29' 3PT,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Right Center,29.62,Missed,,,,,,,,,,,,,,,,,,
120,PT03M17.00S,2026-01-31T02:58:30.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,22,20,2026-01-31T02:58:33Z,1180000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,119.0,,,,,,,,,,,,,,,,
122,PT03M04.00S,2026-01-31T02:58:52.2Z,1,REGULAR,3pt,Jump Shot,[],1641707,92.32917214191852,3.431372549019608,1610612762,22,20,2026-01-31T02:58:59Z,1200000,False,-233.0,20.0,1,right,MISS T. Hendricks 3PT,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Left Corner 3,24+ Left,23.36,Missed,,,,,,,,,,,,,,,,,,
123,PT03M02.00S,2026-01-31T02:58:54.2Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,22,20,2026-01-31T03:08:22Z,1210000,False,,,0,,D. Sharpe REBOUND (Off:2 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Left Corner 3,24+ Left,,,,122.0,,,,,,4.0,2.0,2.0,,,,,,,,
124,PT02M45.00S,2026-01-31T02:59:11.4Z,1,REGULAR,turnover,lost ball,[],1630560,,,1610612751,22,20,2026-01-31T02:59:16Z,1220000,False,,,0,,C. Thomas lost ball TURNOVER (1 TO),"[1630560, 203937]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,Anderson,203937.0
125,PT02M45.00S,2026-01-31T02:59:11.4Z,1,REGULAR,steal,,[],203937,,,1610612762,22,20,2026-01-31T02:59:13Z,1230000,False,,,0,,K. Anderson STEAL (1 STL),[203937],1610612762.0,UTA,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
126,PT02M41.00S,2026-01-31T02:59:15.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642268,93.77463863337714,52.94117647058824,1610612762,24,20,2026-01-31T02:59:19Z,1240000,False,15.0,6.0,1,right,I. Collier running Layup (2 PTS) (K. Anderson 1 AST),"[1642268, 203937]",1610612762.0,UTA,running,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,1.59,Made,2.0,,,,,,,,,,K. Anderson,203937.0,1.0,,,,,
128,PT02M22.00S,2026-01-31T02:59:35.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641729,,,1610612751,24,20,2026-01-31T02:59:44Z,1260000,False,,,0,,B. Sensabaugh personal FOUL (1 PF) (Sharpe 2 FT),"[1641729, 1630549]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,,,,,1628159.0,1.0,0.0,Sharpe,1630549.0,,,,,,,,,,,
130,PT02M22.00S,2026-01-31T02:59:50.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,24,20,2026-01-31T02:59:50Z,1280000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M22.00S,2026-01-31T03:02:17.0Z,1,REGULAR,substitution,out,[],1641718,,,1610612751,24,20,2026-01-31T03:02:23Z,1290000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M22.00S,2026-01-31T03:02:17.0Z,1,REGULAR,substitution,in,[],1642846,,,1610612751,24,20,2026-01-31T03:02:23Z,1300000,False,,,0,,SUB in: A. Bailey,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M22.00S,2026-01-31T03:02:41.7Z,1,REGULAR,freethrow,1 of 2,[],1630549,,,1610612751,24,21,2026-01-31T03:02:41Z,1310000,False,,,0,,D. Sharpe Free Throw 1 of 2 (3 PTS),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
134,PT02M22.00S,2026-01-31T03:02:58.5Z,1,REGULAR,freethrow,2 of 2,[],1630549,,,1610612751,24,22,2026-01-31T03:02:58Z,1320000,False,,,0,,D. Sharpe Free Throw 2 of 2 (4 PTS),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
135,PT02M00.00S,2026-01-31T03:03:24.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642268,92.85479632063075,54.166666666666664,1610612762,26,22,2026-01-31T03:03:27Z,1330000,False,21.0,15.0,1,right,I. Collier driving Layup (4 PTS) (K. Anderson 2 AST),"[1642268, 203937]",1610612762.0,UTA,driving,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,2.55,Made,4.0,,,,,,,,,,K. Anderson,203937.0,2.0,,,,,
137,PT01M38.00S,2026-01-31T03:03:46.3Z,1,REGULAR,2pt,Jump Shot,[],1630560,7.30946123521682,33.33333333333333,1610612751,26,22,2026-01-31T03:03:50Z,1350000,False,83.0,16.0,1,left,MISS C. Thomas 8' turnaround Shot,[1630560],1610612751.0,BKN,turnaround,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Right,8.49,Missed,,,,,,,,,,,,,,,,,,
138,PT01M35.00S,2026-01-31T03:03:49.3Z,1,REGULAR,rebound,defensive,[],1641729,,,1610612762,26,22,2026-01-31T03:03:50Z,1360000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:1),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Mid-Range,8-16 Right,,,,137.0,,,,,,1.0,1.0,0.0,,,,,,,,
139,PT01M27.00S,2026-01-31T03:03:56.9Z,1,REGULAR,2pt,Jump Shot,[],1641729,78.26872536136662,50.49019607843137,1610612762,26,22,2026-01-31T03:04:02Z,1370000,False,2.0,152.0,1,right,MISS B. Sensabaugh 15' pullup Shot,[1641729],1610612762.0,UTA,pullup,,,Sensabaugh,B. Sensabaugh,,,,,Mid-Range,8-16 Center,15.18,Missed,,,,,,,,,,,,,,,,,,
140,PT01M25.00S,2026-01-31T03:03:58.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,26,22,2026-01-31T03:04:02Z,1380000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,8-16 Center,,,,139.0,,,,,,,,,,,,,,,,
142,PT01M09.00S,2026-01-31T03:04:32.0Z,1,REGULAR,foul,offensive,[],1630549,,,1610612751,26,22,2026-01-31T03:06:28Z,1400000,False,,,0,,D. Sharpe offensive FOUL (1 PF),"[1630549, 1642846]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,,,201246.0,1.0,0.0,Bailey,1642846.0,,,,,,,,,,,
144,PT01M09.00S,2026-01-31T03:04:32.0Z,1,REGULAR,turnover,offensive foul,[],1630549,,,1610612751,26,22,2026-01-31T03:04:46Z,1420000,False,,,0,,D. Sharpe offensive foul TURNOVER (1 TO),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,,,201246.0,,,,,,,,,,,,,1.0,,
145,PT00M53.10S,2026-01-31T03:04:56.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641707,90.75229960578186,3.1862745098039214,1610612762,26,22,2026-01-31T03:05:03Z,1430000,False,-234.0,34.0,1,right,MISS T. Hendricks 3PT,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Left Corner 3,24+ Left,23.66,Missed,,,,,,,,,,,,,,,,,,
146,PT00M52.20S,2026-01-31T03:04:57.6Z,1,REGULAR,rebound,defensive,[],1642962,,,1610612751,26,22,2026-01-31T03:13:05Z,1440000,False,,,0,,D. Powell REBOUND (Off:0 Def:1),[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,Left Corner 3,24+ Left,,,,145.0,,,,,,1.0,1.0,0.0,,,,,,,,
151,PT00M42.10S,2026-01-31T03:05:20.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641729,,,1610612751,26,22,2026-01-31T03:05:52Z,1490000,False,,,0,,B. Sensabaugh shooting personal FOUL (2 PF) (Thomas 2 FT),"[1641729, 1630560]",1610612762.0,UTA,shooting,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),0-8 Center,,,,,1628487.0,2.0,0.0,Thomas,1630560.0,,,,,,,,,,,
153,PT00M42.10S,2026-01-31T03:05:53.6Z,1,REGULAR,freethrow,1 of 2,[],1630560,,,1610612751,26,23,2026-01-31T03:05:53Z,1510000,False,,,0,,C. Thomas Free Throw 1 of 2 (1 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
154,PT00M42.10S,2026-01-31T03:05:57.6Z,1,REGULAR,freethrow,2 of 2,[],1630560,,,1610612751,26,24,2026-01-31T03:05:57Z,1520000,False,,,0,,C. Thomas Free Throw 2 of 2 (2 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
155,PT00M33.40S,2026-01-31T03:06:08.0Z,1,REGULAR,turnover,bad pass,[],1642268,,,1610612762,26,24,2026-01-31T03:06:14Z,1530000,False,,,0,,I. Collier bad pass TURNOVER (1 TO),"[1642268, 1630592]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,1.0,Wilson,1630592.0
156,PT00M33.40S,2026-01-31T03:06:08.0Z,1,REGULAR,steal,,[],1630592,,,1610612751,26,24,2026-01-31T03:06:13Z,1540000,False,,,0,,J. Wilson STEAL (1 STL),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
157,PT00M27.70S,2026-01-31T03:06:14.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630560,30.699737187910642,75.0,1610612751,26,27,2026-01-31T03:06:19Z,1550000,False,-125.0,236.0,1,left,C. Thomas 26' 3PT running (5 PTS) (J. Wilson 1 AST),"[1630560, 1630592]",1610612751.0,BKN,running,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,26.71,Made,5.0,,,,,,,,,,J. Wilson,1630592.0,1.0,,,,,
159,PT00M03.60S,2026-01-31T03:06:43.0Z,1,REGULAR,3pt,Jump Shot,[],1642268,70.90998685939553,13.23529411764706,1610612762,26,27,2026-01-31T03:14:46Z,1570000,False,-184.0,221.0,1,right,MISS I. Collier 28' pullup 3PT,[1642268],1610612762.0,UTA,pullup,,,Collier,I. Collier,,,,,Above the Break 3,24+ Left Center,28.74,Missed,,,,,,,,,,,,,,,,,,
160,PT00M00.40S,2026-01-31T03:06:46.2Z,1,REGULAR,rebound,offensive,[],1642846,,,1610612762,26,27,2026-01-31T03:15:02Z,1580000,False,,,0,,A. Bailey REBOUND (Off:1 Def:0),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Left Center,,,,159.0,,,,,,1.0,0.0,1.0,,,,,,,,
161,PT00M00.00S,2026-01-31T03:06:53.5Z,1,REGULAR,period,end,[],0,,,1610612762,26,27,2026-01-31T03:06:53Z,1590000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2026-01-31T03:08:54.0Z,2,REGULAR,substitution,out,['startperiod'],1642846,,,1610612762,26,27,2026-01-31T03:09:15Z,1600000,False,,,0,,SUB out: A. Bailey,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2026-01-31T03:08:54.0Z,2,REGULAR,substitution,in,['startperiod'],1642383,,,1610612762,26,27,2026-01-31T03:09:15Z,1610000,False,,,0,,SUB in: W. Clayton Jr.,[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2026-01-31T03:09:27.7Z,2,REGULAR,period,start,[],0,,,1610612751,26,27,2026-01-31T03:09:27Z,1620000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M48.00S,2026-01-31T03:09:43.3Z,2,REGULAR,foul,personal,[],203937,,,1610612751,26,27,2026-01-31T03:09:52Z,1630000,False,,,0,,K. Anderson personal FOUL (1 PF),"[203937, 1630549]",1610612762.0,UTA,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,201246.0,1.0,0.0,Sharpe,1630549.0,,,,,,,,,,,
167,PT11M35.00S,2026-01-31T03:10:19.5Z,2,REGULAR,3pt,Jump Shot,[],1630549,6.652431011826544,94.6078431372549,1610612751,26,30,2026-01-31T03:10:24Z,1650000,False,-223.0,10.0,1,left,D. Sharpe 3PT  (7 PTS) (J. Wilson 2 AST),"[1630549, 1630592]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Left Corner 3,24+ Left,22.32,Made,7.0,,,,,,,,,,J. Wilson,1630592.0,2.0,,,,,
169,PT11M25.00S,2026-01-31T03:10:29.4Z,2,REGULAR,3pt,Jump Shot,[],1641729,65.91655716162943,50.98039215686274,1610612762,29,30,2026-01-31T03:16:25Z,1670000,False,5.0,268.0,1,right,B. Sensabaugh 26' 3PT  (3 PTS) (T. Hendricks 1 AST),"[1641729, 1641707]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Center,26.79,Made,3.0,,,,,,,,,,T. Hendricks,1641707.0,1.0,,,,,
171,PT11M03.00S,2026-01-31T03:10:51.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,9.280551905387648,55.63725490196079,1610612751,29,30,2026-01-31T03:11:00Z,1690000,False,-28.0,35.0,1,left,MISS C. Thomas driving floating bank Shot,[1630560],1610612751.0,BKN,driving floating bank,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,4.47,Missed,,,,,,,,,,,,,,,,,,
172,PT11M02.00S,2026-01-31T03:10:52.6Z,2,REGULAR,rebound,defensive,[],1641707,,,1610612762,29,30,2026-01-31T03:17:21Z,1700000,False,,,0,,T. Hendricks REBOUND (Off:0 Def:1),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,In The Paint (Non-RA),0-8 Center,,,,171.0,,,,,,1.0,1.0,0.0,,,,,,,,
173,PT10M58.00S,2026-01-31T03:11:01.2Z,2,REGULAR,foul,personal,['2freethrow'],1642879,,,1610612762,29,30,2026-01-31T03:11:26Z,1710000,False,,,0,,B. Saraf shooting personal FOUL (1 PF) (Sensabaugh 2 FT),"[1642879, 1641729]",1610612751.0,BKN,shooting,,,Saraf,B. Saraf,,,,,Restricted Area,0-8 Center,,,,,201246.0,1.0,0.0,Sensabaugh,1641729.0,,,,,,,,,,,
175,PT10M58.00S,2026-01-31T03:11:28.0Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1641729,,,1610612762,30,30,2026-01-31T03:11:28Z,1730000,False,,,0,,B. Sensabaugh Free Throw 1 of 2 (4 PTS),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
176,PT10M58.00S,2026-01-31T03:11:41.3Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1641729,,,1610612762,31,30,2026-01-31T03:11:41Z,1740000,False,,,0,,B. Sensabaugh Free Throw 2 of 2 (5 PTS),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
177,PT10M45.00S,2026-01-31T03:11:57.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,14.011169513797633,65.44117647058823,1610612751,31,32,2026-01-31T03:12:03Z,1750000,False,-77.0,79.0,1,left,C. Thomas 11' step back Jump Shot (7 PTS) (D. Powell 1 AST),"[1630560, 1642962]",1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Left,11.06,Made,7.0,,,,,,,,,,D. Powell,1642962.0,1.0,,,,,
179,PT10M30.00S,2026-01-31T03:12:13.0Z,2,REGULAR,3pt,Jump Shot,[],1642383,76.42904073587385,86.02941176470588,1610612762,31,32,2026-01-31T03:12:17Z,1770000,False,180.0,169.0,1,right,MISS W. Clayton Jr. 24' 3PT,[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,Above the Break 3,24+ Right Center,24.7,Missed,,,,,,,,,,,,,,,,,,
180,PT10M27.00S,2026-01-31T03:12:16.0Z,2,REGULAR,rebound,defensive,[],1642879,,,1610612751,31,32,2026-01-31T03:12:17Z,1780000,False,,,0,,B. Saraf REBOUND (Off:0 Def:1),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,Above the Break 3,24+ Right Center,,,,179.0,,,,,,1.0,1.0,0.0,,,,,,,,
181,PT10M15.00S,2026-01-31T03:12:30.9Z,2,REGULAR,foul,personal,['2freethrow'],1642383,,,1610612751,31,32,2026-01-31T03:12:37Z,1790000,False,,,0,,W. Clayton Jr. shooting personal FOUL (1 PF) (Thomas 2 FT),"[1642383, 1630560]",1610612762.0,UTA,shooting,,,Clayton Jr.,W. Clayton Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,1628487.0,1.0,0.0,Thomas,1630560.0,,,,,,,,,,,
183,PT10M15.00S,2026-01-31T03:12:58.9Z,2,REGULAR,freethrow,1 of 2,[],1630560,,,1610612751,31,33,2026-01-31T03:12:58Z,1810000,False,,,0,,C. Thomas Free Throw 1 of 2 (8 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
184,PT10M15.00S,2026-01-31T03:13:14.9Z,2,REGULAR,freethrow,2 of 2,[],1630560,,,1610612751,31,34,2026-01-31T03:13:15Z,1820000,False,,,0,,C. Thomas Free Throw 2 of 2 (9 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
186,PT10M04.00S,2026-01-31T03:13:48.7Z,2,REGULAR,3pt,Jump Shot,[],1641729,73.9323258869908,10.294117647058822,1610612762,31,34,2026-01-31T03:13:54Z,1840000,False,-199.0,193.0,1,right,MISS B. Sensabaugh 27' 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,27.65,Missed,,,,,,,,,,,,,,,,,,
