actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
465,PT06M54.00S,2025-11-17T02:35:32.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630172,17.95335085413929,42.40196078431372,1610612741,70,81,2025-11-17T02:35:38Z,4600000,False,38.0,116.0,1,left,MISS P. Williams 12' pullup Shot,[1630172],1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,,In The Paint (Non-RA),8-16 Center,12.24,Missed,,,,,,,,,,,,,,,,,
466,PT06M52.00S,2025-11-17T02:35:34.9Z,3,REGULAR,rebound,defensive,[],1642262,,,1610612762,70,81,2025-11-17T02:35:38Z,4610000,False,,,0,,C. Williams REBOUND (Off:0 Def:1),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,465.0,1.0,1.0,0.0,,,,,,,,,
467,PT06M29.00S,2025-11-17T02:35:57.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641718,90.09526938239159,44.36274509803921,1610612762,72,81,2025-11-17T02:37:37Z,4620000,False,-28.0,41.0,1,right,K. George driving finger roll Layup (9 PTS),[1641718],1610612762.0,UTA,driving finger roll,,,George,K. George,,,,,,In The Paint (Non-RA),0-8 Center,4.94,Made,9.0,,,,,,,,,,,,,,,,
468,PT06M15.00S,2025-11-17T02:36:17.3Z,3,REGULAR,foul,personal,['2freethrow'],1642262,,,1610612741,72,81,2025-11-17T02:36:21Z,4630000,False,,,0,,C. Williams shooting personal FOUL (2 PF) (Vučević 2 FT),"[1642262, 202696]",1610612762.0,UTA,shooting,,,Williams,C. Williams,,,,,202053.0,Restricted Area,0-8 Center,,,,,,,,,,,2.0,0.0,Vučević,202696.0,,,,,
470,PT06M15.00S,2025-11-17T02:36:45.3Z,3,REGULAR,freethrow,1 of 2,[],202696,,,1610612741,72,82,2025-11-17T02:36:45Z,4650000,False,,,0,,N. Vučević Free Throw 1 of 2 (12 PTS),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,
471,PT06M15.00S,2025-11-17T02:36:45.8Z,3,REGULAR,substitution,out,[],1629004,,,1610612741,72,82,2025-11-17T02:37:15Z,4660000,False,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT06M15.00S,2025-11-17T02:36:45.8Z,3,REGULAR,substitution,out,[],1628374,,,1610612741,72,82,2025-11-17T02:37:15Z,4670000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT06M15.00S,2025-11-17T02:36:45.8Z,3,REGULAR,substitution,out,[],203994,,,1610612741,72,82,2025-11-17T02:37:15Z,4680000,False,,,0,,SUB out: J. Nurkić,[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT06M15.00S,2025-11-17T02:36:45.8Z,3,REGULAR,substitution,out,[],1630581,,,1610612741,72,82,2025-11-17T02:37:15Z,4690000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT06M15.00S,2025-11-17T02:36:45.8Z,3,REGULAR,substitution,out,[],1628989,,,1610612741,72,82,2025-11-17T02:37:15Z,4700000,False,,,0,,SUB out: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT06M15.00S,2025-11-17T02:36:45.8Z,3,REGULAR,substitution,in,[],201567,,,1610612741,72,82,2025-11-17T02:37:15Z,4710000,False,,,0,,SUB in: K. Love,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT06M15.00S,2025-11-17T02:36:45.8Z,3,REGULAR,substitution,in,[],1642271,,,1610612741,72,82,2025-11-17T02:37:15Z,4720000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT06M15.00S,2025-11-17T02:36:45.8Z,3,REGULAR,substitution,in,[],1642268,,,1610612741,72,82,2025-11-17T02:37:15Z,4730000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT06M15.00S,2025-11-17T02:36:45.8Z,3,REGULAR,substitution,in,[],1630245,,,1610612741,72,82,2025-11-17T02:37:15Z,4740000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT06M15.00S,2025-11-17T02:36:45.8Z,3,REGULAR,substitution,in,[],1629632,,,1610612741,72,82,2025-11-17T02:37:15Z,4750000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT06M15.00S,2025-11-17T02:36:45.8Z,3,REGULAR,substitution,out,[],1630171,,,1610612741,72,82,2025-11-17T02:37:46Z,4755000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT06M15.00S,2025-11-17T02:36:45.8Z,3,REGULAR,substitution,in,[],1641763,,,1610612741,72,82,2025-11-17T02:37:46Z,4757500,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT06M15.00S,2025-11-17T02:37:18.5Z,3,REGULAR,freethrow,2 of 2,[],202696,,,1610612741,72,83,2025-11-17T02:37:18Z,4760000,False,,,0,,N. Vučević Free Throw 2 of 2 (13 PTS),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,
482,PT06M04.00S,2025-11-17T02:37:29.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641763,,,1610612762,72,83,2025-11-17T02:37:36Z,4770000,False,,,0,,J. Phillips shooting personal FOUL (2 PF) (George 2 FT),"[1641763, 1641718]",1610612741.0,CHI,shooting,,,Phillips,J. Phillips,,,,,202053.0,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,2.0,0.0,George,1641718.0,,,,,
486,PT06M04.00S,2025-11-17T02:38:04.6Z,3,REGULAR,freethrow,1 of 2,[],1641718,,,1610612762,73,83,2025-11-17T02:38:04Z,4790000,False,,,0,,K. George Free Throw 1 of 2 (10 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,
487,PT06M04.00S,2025-11-17T02:38:20.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,73,83,2025-11-17T02:38:20Z,4800000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT06M04.00S,2025-11-17T02:41:21.8Z,3,REGULAR,freethrow,2 of 2,[],1641718,,,1610612762,74,83,2025-11-17T02:41:21Z,4810000,False,,,0,,K. George Free Throw 2 of 2 (11 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,
489,PT05M53.00S,2025-11-17T02:41:35.0Z,3,REGULAR,3pt,Jump Shot,[],1630172,4.812746386333772,96.32352941176471,1610612741,74,86,2025-11-17T02:41:41Z,4820000,False,-232.0,-7.0,1,left,P. Williams 3PT  (8 PTS) (A. Dosunmu 5 AST),"[1630172, 1630245]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,,Left Corner 3,24+ Left,23.17,Made,8.0,A. Dosunmu,1630245.0,5.0,,,,,,,,,,,,,
491,PT05M37.00S,2025-11-17T02:41:51.4Z,3,REGULAR,3pt,Jump Shot,[],201567,68.28186596583443,63.48039215686274,1610612762,77,86,2025-11-17T02:41:56Z,4840000,False,67.0,246.0,1,right,K. Love 25' 3PT  (8 PTS) (K. Filipowski 1 AST),"[201567, 1642271]",1610612762.0,UTA,,,,Love,K. Love,,,,,,Above the Break 3,24+ Center,25.48,Made,8.0,K. Filipowski,1642271.0,1.0,,,,,,,,,,,,,
493,PT05M20.00S,2025-11-17T02:42:10.2Z,3,REGULAR,foul,personal,[],1642262,,,1610612741,77,86,2025-11-17T02:42:19Z,4860000,False,,,0,,C. Williams personal FOUL (3 PF),"[1642262, 1629632]",1610612762.0,UTA,,,,Williams,C. Williams,,,,,202053.0,Mid-Range,8-16 Left,,,,,,,,,,,3.0,0.0,White,1629632.0,,,,,
495,PT05M12.00S,2025-11-17T02:42:39.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1641763,8.886333771353483,46.07843137254902,1610612741,77,88,2025-11-17T02:42:45Z,4880000,False,20.0,31.0,1,left,J. Phillips cutting DUNK (10 PTS) (N. Vučević 2 AST),"[1641763, 202696]",1610612741.0,CHI,cutting,,,Phillips,J. Phillips,,,,,,Restricted Area,0-8 Center,3.67,Made,10.0,N. Vučević,202696.0,2.0,,,,,,,,,,,,,
497,PT04M51.00S,2025-11-17T02:43:01.7Z,3,REGULAR,3pt,Jump Shot,[],1642262,89.04402102496715,94.85294117647058,1610612762,77,88,2025-11-17T02:43:08Z,4900000,False,224.0,50.0,1,right,MISS C. Williams 3PT,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,Right Corner 3,24+ Right,22.99,Missed,,,,,,,,,,,,,,,,,
498,PT04M49.00S,2025-11-17T02:43:03.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612741,77,88,2025-11-17T02:43:08Z,4910000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,497.0,,,,,,,,,,,,
500,PT04M31.00S,2025-11-17T02:43:34.0Z,3,REGULAR,3pt,Jump Shot,[],1629632,30.699737187910642,71.07843137254902,1610612741,77,88,2025-11-17T02:45:14Z,4930000,False,-105.0,236.0,1,left,MISS C. White 25' step back 3PT,[1629632],1610612741.0,CHI,step back,,,White,C. White,,,,,,Above the Break 3,24+ Left Center,25.86,Missed,,,,,,,,,,,,,,,,,
501,PT04M27.00S,2025-11-17T02:43:38.0Z,3,REGULAR,rebound,defensive,[],201567,,,1610612762,77,88,2025-11-17T02:43:39Z,4940000,False,,,0,,K. Love REBOUND (Off:0 Def:5),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,Above the Break 3,24+ Left Center,,,,,,,500.0,5.0,5.0,0.0,,,,,,,,,
502,PT04M17.00S,2025-11-17T02:43:46.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641718,90.75229960578186,43.13725490196079,1610612762,79,88,2025-11-17T02:43:52Z,4950000,False,-34.0,34.0,1,right,K. George driving finger roll Layup (13 PTS) (I. Collier 1 AST),"[1641718, 1642268]",1610612762.0,UTA,driving finger roll,,,George,K. George,,,,,,In The Paint (Non-RA),0-8 Center,4.86,Made,13.0,I. Collier,1642268.0,1.0,,,,,,,,,,,,,
505,PT03M52.00S,2025-11-17T02:44:27.7Z,3,REGULAR,turnover,bad pass,[],1629632,,,1610612741,79,88,2025-11-17T02:44:32Z,4980000,False,,,0,,C. White bad pass TURNOVER (1 TO),"[1629632, 1641718]",1610612741.0,CHI,,,,White,C. White,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,1.0,George,1641718.0
506,PT03M52.00S,2025-11-17T02:44:27.7Z,3,REGULAR,steal,,[],1641718,,,1610612762,79,88,2025-11-17T02:44:29Z,4990000,False,,,0,,K. George STEAL (3 STL),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,
507,PT03M46.00S,2025-11-17T02:44:33.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641718,89.96386333771353,38.970588235294116,1610612762,81,88,2025-11-17T02:44:40Z,5000000,False,-55.0,42.0,1,right,K. George 6' running finger roll Layup (15 PTS),[1641718],1610612762.0,UTA,running finger roll,,,George,K. George,,,,,,In The Paint (Non-RA),0-8 Center,6.92,Made,15.0,,,,,,,,,,,,,,,,
508,PT03M30.00S,2025-11-17T02:44:49.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,9.017739816031538,59.31372549019608,1610612741,81,88,2025-11-17T02:47:37Z,5010000,False,-47.0,32.0,1,left,MISS C. White driving Layup,[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,,In The Paint (Non-RA),0-8 Center,5.67,Missed,,,,,,,,,,,,,,,,,
509,PT03M28.00S,2025-11-17T02:44:51.1Z,3,REGULAR,rebound,defensive,[],201567,,,1610612762,81,88,2025-11-17T02:44:52Z,5020000,False,,,0,,K. Love REBOUND (Off:0 Def:6),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,508.0,6.0,6.0,0.0,,,,,,,,,
510,PT03M23.00S,2025-11-17T02:44:56.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641718,91.5407358738502,58.333333333333336,1610612762,81,88,2025-11-17T02:49:11Z,5030000,False,42.0,27.0,1,right,MISS K. George running Layup - blocked,"[1641718, 202696]",1610612762.0,UTA,running,,,George,K. George,,,,,,In The Paint (Non-RA),0-8 Center,4.97,Missed,,,,,,,,,,,,,Vučević,202696.0,,,
511,PT03M23.00S,2025-11-17T02:44:56.0Z,3,REGULAR,block,,[],202696,,,1610612762,81,88,2025-11-17T02:44:58Z,5040000,False,,,0,,N. Vučević BLOCK (3 BLK),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
512,PT03M22.00S,2025-11-17T02:44:57.0Z,3,REGULAR,rebound,offensive,[],201567,,,1610612762,81,88,2025-11-17T02:45:01Z,5050000,False,,,0,,K. Love REBOUND (Off:1 Def:6),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,510.0,7.0,6.0,1.0,,,,,,,,,
513,PT03M22.00S,2025-11-17T02:45:00.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201567,94.40999984741211,50.0,1610612762,83,88,2025-11-17T02:45:00Z,5060000,False,0.0,0.0,1,right,K. Love putback Layup (10 PTS),[201567],1610612762.0,UTA,putback,,,Love,K. Love,,,,,,Mid-Range,8-16 Left,0.0,Made,10.0,,,,,,,,,,,,,,,,
514,PT03M22.00S,2025-11-17T02:45:04.7Z,3,REGULAR,timeout,full,['team'],0,,,1610612741,83,88,2025-11-17T02:45:10Z,5070000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT03M22.00S,2025-11-17T02:46:10.5Z,3,REGULAR,substitution,out,[],1641718,,,1610612741,83,88,2025-11-17T02:46:19Z,5080000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT03M22.00S,2025-11-17T02:46:10.5Z,3,REGULAR,substitution,in,[],1628374,,,1610612741,83,88,2025-11-17T02:46:19Z,5090000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT03M22.00S,2025-11-17T02:46:10.5Z,3,REGULAR,substitution,out,[],202696,,,1610612741,83,88,2025-11-17T02:46:33Z,5100000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT03M22.00S,2025-11-17T02:46:10.5Z,3,REGULAR,substitution,in,[],1630188,,,1610612741,83,88,2025-11-17T02:46:33Z,5110000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT03M03.00S,2025-11-17T02:46:54.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,9.280551905387648,44.85294117647059,1610612741,83,90,2025-11-17T02:47:02Z,5120000,False,26.0,35.0,1,left,A. Dosunmu driving finger roll Layup (13 PTS) (C. White 4 AST),"[1630245, 1629632]",1610612741.0,CHI,driving finger roll,,,Dosunmu,A. Dosunmu,,,,,,Restricted Area,0-8 Center,4.32,Made,13.0,C. White,1629632.0,4.0,,,,,,,,,,,,,
521,PT02M45.00S,2025-11-17T02:47:12.7Z,3,REGULAR,3pt,Jump Shot,[],1628374,67.36202365308804,57.84313725490197,1610612762,86,90,2025-11-17T02:50:47Z,5140000,False,39.0,254.0,1,right,L. Markkanen 25' 3PT  (28 PTS) (I. Collier 2 AST),"[1628374, 1642268]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,Above the Break 3,24+ Center,25.73,Made,28.0,I. Collier,1642268.0,2.0,,,,,,,,,,,,,
523,PT02M29.00S,2025-11-17T02:47:27.7Z,3,REGULAR,3pt,Jump Shot,[],1630188,5.469776609724048,4.411764705882353,1610612741,86,90,2025-11-17T02:47:33Z,5160000,False,228.0,-1.0,1,left,MISS J. Smith 3PT,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,Right Corner 3,24+ Right,22.79,Missed,,,,,,,,,,,,,,,,,
524,PT02M29.00S,2025-11-17T02:47:27.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612741,86,90,2025-11-17T02:47:33Z,5170000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,523.0,,,,,,,,,,,,
525,PT02M29.00S,2025-11-17T02:47:33.2Z,3,REGULAR,foul,personal,[],1628374,,,1610612741,86,90,2025-11-17T02:47:56Z,5180000,False,,,0,,L. Markkanen loose ball personal FOUL (2 PF),"[1628374, 1641763]",1610612762.0,UTA,loose ball,,,Markkanen,L. Markkanen,,,,,1628171.0,Restricted Area,0-8 Center,,,,,,,,,,,2.0,0.0,Phillips,1641763.0,,,,,
527,PT02M29.00S,2025-11-17T02:47:40.2Z,3,REGULAR,substitution,out,[],1630172,,,1610612741,86,90,2025-11-17T02:47:47Z,5200000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT02M29.00S,2025-11-17T02:47:40.2Z,3,REGULAR,substitution,out,[],1641763,,,1610612741,86,90,2025-11-17T02:47:47Z,5210000,False,,,0,,SUB out: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT02M29.00S,2025-11-17T02:47:40.2Z,3,REGULAR,substitution,in,[],1641824,,,1610612741,86,90,2025-11-17T02:47:47Z,5220000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT02M29.00S,2025-11-17T02:47:40.2Z,3,REGULAR,substitution,in,[],1630581,,,1610612741,86,90,2025-11-17T02:47:47Z,5230000,False,,,0,,SUB in: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT02M25.00S,2025-11-17T02:47:53.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630581,12.302890932982917,38.23529411764706,1610612741,86,90,2025-11-17T03:08:01Z,5245000,False,59.0,63.0,1,left,MISS J. Giddey 8' driving Layup - blocked,"[1630581, 201567]",1610612741.0,CHI,driving,,,Giddey,J. Giddey,,,,,,In The Paint (Non-RA),8-16 Right,8.62,Missed,,,,,,,,,,,,,Love,201567.0,,,
536,PT02M25.00S,2025-11-17T02:47:53.7Z,3,REGULAR,block,,[],201567,,,1610612741,86,90,2025-11-17T02:54:25Z,5252500,False,,,0,,K. Love BLOCK (1 BLK),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,
537,PT02M23.00S,2025-11-17T02:47:55.7Z,3,REGULAR,rebound,offensive,[],1630188,,,1610612741,86,90,2025-11-17T03:08:01Z,5256250,False,,,0,,J. Smith REBOUND (Off:2 Def:5),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,535.0,7.0,5.0,2.0,,,,,,,,,
533,PT02M23.00S,2025-11-17T02:48:24.8Z,3,REGULAR,timeout,challenge,['team'],0,,,1610612741,86,90,2025-11-17T02:53:15Z,5260000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT02M23.00S,2025-11-17T02:52:33.8Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628374,,,1610612741,86,90,2025-11-17T02:53:10Z,5280000,False,,,0,,L. Markkanen away-from-play personal FOUL (3 PF) (Buzelis 1 FT),"[1628374, 1641824]",1610612762.0,UTA,away-from-play,,,Markkanen,L. Markkanen,,,,,202053.0,Mid-Range,16-24 Left Center,,,,,,,,,,,3.0,0.0,Buzelis,1641824.0,,,,,
541,PT02M23.00S,2025-11-17T02:53:54.4Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1629632,,,1610612741,86,91,2025-11-17T03:00:32Z,5310000,False,,,0,,C. White away-from-play Free Throw 1 of 1 (13 PTS),[1629632],1610612741.0,CHI,away-from-play,,,White,C. White,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,
542,PT02M16.00S,2025-11-17T02:54:19.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641824,8.360709592641262,42.8921568627451,1610612741,86,93,2025-11-17T05:54:12Z,5320000,False,36.0,26.0,1,left,M. Buzelis cutting DUNK (13 PTS) (J. Smith 3 AST),"[1641824, 1630188]",1610612741.0,CHI,cutting,,,Buzelis,M. Buzelis,,,,,,In The Paint (Non-RA),0-8 Center,4.41,Made,13.0,J. Smith,1630188.0,3.0,,,,,,,,,,,,,
544,PT02M04.00S,2025-11-17T02:54:34.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,90.09526938239159,51.225490196078425,1610612762,88,93,2025-11-17T02:54:42Z,5340000,False,6.0,41.0,1,right,L. Markkanen cutting Layup (30 PTS) (K. Love 2 AST),"[1628374, 201567]",1610612762.0,UTA,cutting,,,Markkanen,L. Markkanen,,,,,,Restricted Area,0-8 Center,4.11,Made,30.0,K. Love,201567.0,2.0,,,,,,,,,,,,,
546,PT02M04.00S,2025-11-17T02:54:39.6Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630581,,,1610612762,88,93,2025-11-17T02:54:48Z,5360000,False,,,0,,J. Giddey shooting personal FOUL (2 PF) (Markkanen 1 FT),"[1630581, 1628374]",1610612741.0,CHI,shooting,,,Giddey,J. Giddey,,,,,1830.0,Restricted Area,0-8 Center,,,,,,,,,,,2.0,0.0,Markkanen,1628374.0,,,,,
548,PT02M04.00S,2025-11-17T02:55:03.8Z,3,REGULAR,freethrow,1 of 1,[],1628374,,,1610612762,89,93,2025-11-17T02:55:03Z,5380000,False,,,0,,L. Markkanen Free Throw 1 of 1 (31 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,Made,31.0,,,,,,,,,,,,,,,,
549,PT01M48.00S,2025-11-17T02:55:21.9Z,3,REGULAR,3pt,Jump Shot,[],1630188,5.338370565045992,95.34313725490196,1610612741,89,96,2025-11-17T02:55:26Z,5390000,False,-227.0,-2.0,1,left,J. Smith 3PT  (3 PTS) (C. White 5 AST),"[1630188, 1629632]",1610612741.0,CHI,,,,Smith,J. Smith,,,,,,Left Corner 3,24+ Left,22.67,Made,3.0,C. White,1629632.0,5.0,,,,,,,,,,,,,
551,PT01M32.00S,2025-11-17T02:55:40.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,92.32917214191852,64.4607843137255,1610612762,89,96,2025-11-17T03:09:03Z,5430000,False,72.0,20.0,1,right,MISS L. Markkanen 7' driving floating Shot - blocked,"[1628374, 1641824]",1610612762.0,UTA,driving floating,,,Markkanen,L. Markkanen,,,,,,In The Paint (Non-RA),0-8 Center,7.49,Missed,,,,,,,,,,,,,Buzelis,1641824.0,,,
552,PT01M32.00S,2025-11-17T02:55:40.6Z,3,REGULAR,block,,[],1641824,,,1610612762,89,96,2025-11-17T02:55:42Z,5445000,False,,,0,,M. Buzelis BLOCK (1 BLK),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
553,PT01M30.00S,2025-11-17T02:55:42.6Z,3,REGULAR,rebound,offensive,[],1642262,,,1610612762,89,96,2025-11-17T03:10:07Z,5452500,False,,,0,,C. Williams REBOUND (Off:1 Def:1),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,551.0,2.0,1.0,1.0,,,,,,,,,
554,PT01M28.00S,2025-11-17T02:55:44.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642262,93.11760840998686,41.911764705882355,1610612762,89,96,2025-11-17T03:09:31Z,5456250,False,-40.0,12.0,1,right,MISS C. Williams driving DUNK - blocked,"[1642262, 1630188]",1610612762.0,UTA,driving,,,Williams,C. Williams,,,,,,Restricted Area,0-8 Center,4.22,Missed,,,,,,,,,,,,,Smith,1630188.0,,,
558,PT01M28.00S,2025-11-17T02:55:44.8Z,3,REGULAR,block,,[],1630188,,,1610612762,89,96,2025-11-17T02:56:12Z,5458125,False,,,0,,J. Smith BLOCK (1 BLK),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
555,PT01M26.00S,2025-11-17T02:55:46.8Z,3,REGULAR,rebound,defensive,[],1629632,,,1610612741,89,96,2025-11-17T03:09:31Z,5459062,False,,,0,,C. White REBOUND (Off:0 Def:3),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,Restricted Area,0-8 Center,,,,,,,554.0,3.0,3.0,0.0,,,,,,,,,
