actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-03-31T01:11:14.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-31T01:11:14Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-03-31T01:11:16.5Z,1,REGULAR,jumpball,recovered,[],1631165,,,1610612739,0,0,2026-03-31T01:11:16Z,40000,False,,,0,,Jump Ball E. Mobley vs. K. Filipowski: Tip to K. Ellis,"[1631165, 1630596, 1642271]",1610612739.0,CLE,startperiod,K. Ellis,1631165.0,Ellis,K. Ellis,Mobley,1630596.0,Filipowski,1642271.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2026-03-31T01:11:26.5Z,1,REGULAR,turnover,lost ball,[],1631165,,,1610612739,0,0,2026-03-31T01:11:30Z,70000,False,,,0,,K. Ellis lost ball TURNOVER (1 TO),"[1631165, 1642271]",1610612739.0,CLE,,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),0-8 Center,1.0,Filipowski,1642271.0,,,,,,,,,,,,,,,,,
8,PT11M46.00S,2026-03-31T01:11:26.5Z,1,REGULAR,steal,,[],1642271,,,1610612762,0,0,2026-03-31T01:19:52Z,80000,False,,,0,,K. Filipowski STEAL (1 STL),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M34.00S,2026-03-31T01:11:39.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641729,33.85348226018397,41.42156862745098,1610612762,0,0,2026-03-31T01:11:43Z,90000,False,43.0,266.0,1,left,MISS B. Sensabaugh 26' 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Center,,,,26.91,Missed,,,,,,,,,,,,,,,
10,PT11M30.00S,2026-03-31T01:11:43.2Z,1,REGULAR,rebound,defensive,[],1630241,,,1610612739,0,0,2026-03-31T01:11:43Z,100000,False,,,0,,S. Merrill REBOUND (Off:0 Def:1),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Center,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M23.00S,2026-03-31T01:11:50.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,90.88370565045992,64.70588235294117,1610612739,0,0,2026-03-31T01:11:54Z,110000,False,74.0,33.0,1,right,MISS D. Mitchell 8' driving Layup,[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,8.07,Missed,,,,,,,,,,,,,,,
12,PT11M21.00S,2026-03-31T01:11:52.7Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,0,0,2026-03-31T01:11:54Z,120000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,
13,PT11M00.00S,2026-03-31T01:12:13.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642846,8.360709592641262,46.07843137254902,1610612762,2,0,2026-03-31T01:12:17Z,130000,False,20.0,26.0,1,left,A. Bailey cutting Layup (2 PTS) (K. Filipowski 1 AST),"[1642846, 1642271]",1610612762.0,UTA,cutting,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,,,,3.26,Made,,,,,2.0,K. Filipowski,1642271.0,1.0,,,,,,,
15,PT10M49.00S,2026-03-31T01:12:26.1Z,1,REGULAR,foul,personal,[],1642271,,,1610612739,2,0,2026-03-31T01:12:31Z,150000,False,,,0,,K. Filipowski personal FOUL (1 PF),"[1642271, 1630596]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2714.0,1.0,0.0,Mobley,1630596.0,,
17,PT10M41.00S,2026-03-31T01:12:46.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,84.57621550591328,62.99019607843137,1610612739,2,2,2026-03-31T01:12:52Z,170000,False,65.0,92.0,1,right,J. Harden 11' step back Jump Shot (2 PTS),[201935],1610612739.0,CLE,step back,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Right,,,,11.31,Made,,,,,2.0,,,,,,,,,,
18,PT10M26.00S,2026-03-31T01:13:01.4Z,1,REGULAR,2pt,Jump Shot,[],1642846,21.107095926412615,26.225490196078432,1610612762,4,2,2026-03-31T01:13:04Z,180000,False,119.0,146.0,1,left,A. Bailey 18' pullup Jump Shot (4 PTS) (K. Chandler 1 AST),"[1642846, 1631113]",1610612762.0,UTA,pullup,,,Bailey,A. Bailey,,,,,Mid-Range,16-24 Right Center,,,,18.82,Made,,,,,4.0,K. Chandler,1631113.0,1.0,,,,,,,
