actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
18,PT11M14.00S,2025-12-08T01:13:00.7Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,1,0,2025-12-08T01:13:12Z,180000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT11M02.00S,2025-12-08T01:13:23.9Z,1,REGULAR,3pt,Jump Shot,[],1631119,27.020367936925098,17.15686274509804,1610612760,1,3,2025-12-08T01:13:27Z,190000,False,164.0,201.0,1,left,J. Williams 25' 3PT  (3 PTS) (A. Mitchell 1 AST),"[1631119, 1642349]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,25.99,Made,,,,,,,,,,,,,3.0,A. Mitchell,1642349.0,1.0,,
21,PT10M49.00S,2025-12-08T01:13:37.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,90.22667542706965,57.84313725490197,1610612762,1,3,2025-12-08T01:13:44Z,210000,False,39.0,39.0,1,right,MISS J. Nurkić driving Layup,[203994],1610612762.0,UTA,driving,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),0-8 Center,5.56,Missed,,,,,,,,,,,,,,,,,,
22,PT10M48.00S,2025-12-08T01:13:38.0Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,1,3,2025-12-08T01:13:44Z,220000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT10M34.00S,2025-12-08T01:13:52.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631096,11.908672798948752,47.05882352941176,1610612760,1,5,2025-12-08T01:15:41Z,230000,False,15.0,59.0,1,left,C. Holmgren 6' driving finger roll Layup (2 PTS) (J. Williams 1 AST),"[1631096, 1631114]",1610612760.0,OKC,driving finger roll,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,6.12,Made,,,,,,,,,,,,,2.0,J. Williams,1631114.0,1.0,,
25,PT10M13.00S,2025-12-08T01:14:13.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203994,85.75886990801577,50.49019607843137,1610612762,1,5,2025-12-08T01:16:23Z,250000,False,2.0,81.0,1,right,MISS J. Nurkić 8' driving floating Shot - blocked,"[203994, 1631096]",1610612762.0,UTA,driving floating,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),8-16 Center,8.14,Missed,,,,,,,,,,,,,,,,,Holmgren,1631096.0
29,PT10M13.00S,2025-12-08T01:14:13.8Z,1,REGULAR,block,,[],1631096,,,1610612762,1,5,2025-12-08T01:14:30Z,255000,False,,,0,,C. Holmgren BLOCK (1 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
26,PT10M12.00S,2025-12-08T01:14:14.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,1,5,2025-12-08T01:14:18Z,260000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,25.0,,,,,,,,,,,,,,,,,
30,PT09M56.00S,2025-12-08T01:14:39.9Z,1,REGULAR,3pt,Jump Shot,[],1641717,23.209592641261498,88.97058823529412,1610612760,1,8,2025-12-08T01:14:44Z,280000,False,-195.0,166.0,1,left,C. Wallace 25' 3PT  (3 PTS) (C. Holmgren 1 AST),"[1641717, 1631096]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,25.58,Made,,,,,,,,,,,,,3.0,C. Holmgren,1631096.0,1.0,,
54,PT09M38.00S,2025-12-08T01:14:49.0Z,1,REGULAR,turnover,lost ball,[],1642846,,,1610612762,1,8,2025-12-08T01:21:43Z,295000,False,,,0,,A. Bailey lost ball TURNOVER (1 TO),"[1642846, 1631114]",1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,Williams,1631114.0,,,,,,,,,,
55,PT09M38.00S,2025-12-08T01:14:49.0Z,1,REGULAR,steal,,[],1631114,,,1610612760,1,8,2025-12-08T01:21:43Z,297500,False,,,0,,J. Williams STEAL (1 STL),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
35,PT09M34.00S,2025-12-08T01:15:02.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'fromturnover']",1631114,8.492115637319317,47.05882352941176,1610612760,1,10,2025-12-08T01:21:47Z,330000,False,15.0,27.0,1,left,J. Williams running Layup (2 PTS) (J. Williams 1 AST),"[1631114, 1631119]",1610612760.0,OKC,running,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,3.1,Made,,,,,,,,,,,,,2.0,J. Williams,1631119.0,1.0,,
37,PT09M34.00S,2025-12-08T01:15:13.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,1,10,2025-12-08T01:15:13Z,350000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT09M23.00S,2025-12-08T01:18:12.7Z,1,REGULAR,3pt,Jump Shot,[],1642271,96.66557161629436,94.85294117647058,1610612762,1,10,2025-12-08T01:18:17Z,360000,False,224.0,-21.0,1,right,MISS K. Filipowski 3PT,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Right Corner 3,24+ Right,22.53,Missed,,,,,,,,,,,,,,,,,,
39,PT09M19.00S,2025-12-08T01:18:16.7Z,1,REGULAR,rebound,defensive,[],1641717,,,1610612760,1,10,2025-12-08T01:18:17Z,370000,False,,,0,,C. Wallace REBOUND (Off:0 Def:1),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Right Corner 3,24+ Right,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,
40,PT09M15.00S,2025-12-08T01:18:20.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642349,27.414586070959263,18.38235294117647,1610612760,1,13,2025-12-08T01:19:19Z,380000,False,158.0,205.0,1,left,A. Mitchell 25' 3PT running (3 PTS) (C. Wallace 1 AST),"[1642349, 1641717]",1610612760.0,OKC,running,,,Mitchell,A. Mitchell,,,,,Above the Break 3,24+ Right Center,25.9,Made,,,,,,,,,,,,,3.0,C. Wallace,1641717.0,1.0,,
42,PT09M02.00S,2025-12-08T01:18:32.9Z,1,REGULAR,2pt,Jump Shot,[],1642846,75.64060446780552,39.950980392156865,1610612762,1,13,2025-12-08T01:18:38Z,400000,False,-50.0,176.0,1,right,MISS A. Bailey 18' pullup Shot,[1642846],1610612762.0,UTA,pullup,,,Bailey,A. Bailey,,,,,Mid-Range,16-24 Center,18.35,Missed,,,,,,,,,,,,,,,,,,
43,PT08M58.00S,2025-12-08T01:18:36.9Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,1,13,2025-12-08T01:18:38Z,410000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,16-24 Center,,,42.0,2.0,2.0,0.0,,,,,,,,,,,,,,
44,PT08M39.00S,2025-12-08T01:18:56.6Z,1,REGULAR,3pt,Jump Shot,[],1631119,26.888961892247043,20.34313725490196,1610612760,1,13,2025-12-08T01:19:00Z,420000,False,148.0,200.0,1,left,MISS J. Williams 24' 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,24.92,Missed,,,,,,,,,,,,,,,,,,
45,PT08M36.00S,2025-12-08T01:18:59.6Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,1,13,2025-12-08T01:19:00Z,430000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Right Center,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,,,
46,PT08M22.00S,2025-12-08T01:19:13.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642271,85.23324572930355,48.529411764705884,1610612762,3,13,2025-12-08T01:20:42Z,440000,False,-7.0,86.0,1,right,K. Filipowski 8' turnaround fadeaway Jump Shot (2 PTS),[1642271],1610612762.0,UTA,turnaround fadeaway,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),8-16 Center,8.66,Made,,,,,,,,,,,,,2.0,,,,,
48,PT08M07.00S,2025-12-08T01:19:29.3Z,1,REGULAR,3pt,Jump Shot,[],1642349,32.40801576872536,49.50980392156863,1610612760,3,13,2025-12-08T01:21:29Z,460000,False,2.0,252.0,1,left,MISS A. Mitchell 25' pullup 3PT,[1642349],1610612760.0,OKC,pullup,,,Mitchell,A. Mitchell,,,,,Above the Break 3,24+ Center,25.21,Missed,,,,,,,,,,,,,,,,,,
49,PT08M03.00S,2025-12-08T01:19:33.3Z,1,REGULAR,rebound,defensive,[],203994,,,1610612762,3,13,2025-12-08T01:19:33Z,470000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:2),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Center,,,48.0,3.0,2.0,1.0,,,,,,,,,,,,,,
50,PT07M59.00S,2025-12-08T01:19:39.6Z,1,REGULAR,foul,personal,[],1642349,,,1610612762,3,13,2025-12-08T01:19:45Z,480000,False,,,0,,A. Mitchell personal FOUL (1 PF),"[1642349, 1642846]",1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,Mid-Range,8-16 Right,,,,,,,1179.0,,,,1.0,0.0,Bailey,1642846.0,,,,,,
52,PT07M49.00S,2025-12-08T01:20:10.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642846,93.11760840998686,62.00980392156863,1610612762,5,13,2025-12-08T01:22:03Z,500000,False,60.0,12.0,1,right,A. Bailey 6' driving floating Jump Shot (2 PTS),[1642846],1610612762.0,UTA,driving floating,,,Bailey,A. Bailey,,,,,In The Paint (Non-RA),0-8 Center,6.12,Made,,,,,,,,,,,,,2.0,,,,,
53,PT07M30.00S,2025-12-08T01:20:37.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,5,13,2025-12-08T01:20:37Z,510000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M26.00S,2025-12-08T01:23:32.9Z,1,REGULAR,3pt,Jump Shot,[],1631114,31.225361366622867,32.1078431372549,1610612760,5,13,2025-12-08T01:24:16Z,520000,False,89.0,241.0,1,left,MISS J. Williams 25' pullup 3PT,[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,25.71,Missed,,,,,,,,,,,,,,,,,,
57,PT07M24.00S,2025-12-08T01:23:34.9Z,1,REGULAR,rebound,offensive,[],1631096,,,1610612760,5,13,2025-12-08T01:23:36Z,530000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,,,56.0,2.0,1.0,1.0,,,,,,,,,,,,,,
58,PT07M22.00S,2025-12-08T01:23:38.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631096,19.530223390275953,39.46078431372549,1610612760,5,15,2025-12-08T01:23:42Z,540000,False,53.0,131.0,1,left,C. Holmgren 14' pullup Jump Shot (4 PTS),[1631096],1610612760.0,OKC,pullup,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,14.13,Made,,,,,,,,,,,,,4.0,,,,,
59,PT07M07.00S,2025-12-08T01:23:52.5Z,1,REGULAR,3pt,Jump Shot,[],1642846,71.04139290407359,22.54901960784314,1610612762,5,15,2025-12-08T01:23:57Z,550000,False,-137.0,220.0,1,right,MISS A. Bailey 25' 3PT,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Left Center,25.91,Missed,,,,,,,,,,,,,,,,,,
60,PT07M04.00S,2025-12-08T01:23:55.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,5,15,2025-12-08T01:23:57Z,560000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Left Center,,,59.0,,,,,,,,,,,,,,,,,
62,PT07M04.00S,2025-12-08T01:24:04.9Z,1,REGULAR,substitution,out,[],1631114,,,1610612762,5,15,2025-12-08T01:24:08Z,580000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M04.00S,2025-12-08T01:24:04.9Z,1,REGULAR,substitution,in,[],1631172,,,1610612762,5,15,2025-12-08T01:24:08Z,590000,False,,,0,,SUB in: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M59.00S,2025-12-08T01:24:24.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203994,80.3712220762155,53.431372549019606,1610612762,7,15,2025-12-08T01:24:36Z,600000,False,17.0,132.0,1,right,J. Nurkić 13' floating Jump Shot (3 PTS) (A. Bailey 1 AST),"[203994, 1642846]",1610612762.0,UTA,floating,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),8-16 Center,13.31,Made,,,,,,,,,,,,,3.0,A. Bailey,1642846.0,1.0,,
66,PT06M49.00S,2025-12-08T01:24:34.7Z,1,REGULAR,3pt,Jump Shot,[],1631096,29.6484888304862,74.75490196078431,1610612760,7,15,2025-12-08T01:24:39Z,620000,False,-124.0,226.0,1,left,MISS C. Holmgren 25' 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,25.79,Missed,,,,,,,,,,,,,,,,,,
67,PT06M46.00S,2025-12-08T01:24:37.7Z,1,REGULAR,rebound,defensive,[],1641718,,,1610612762,7,15,2025-12-08T01:24:39Z,630000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,66.0,1.0,1.0,0.0,,,,,,,,,,,,,,
68,PT06M40.00S,2025-12-08T01:24:44.1Z,1,REGULAR,3pt,Jump Shot,[],203994,69.85873850197109,30.392156862745097,1610612762,7,15,2025-12-08T01:24:48Z,640000,False,-98.0,231.0,1,right,MISS J. Nurkić 25' 3PT,[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Left Center,25.07,Missed,,,,,,,,,,,,,,,,,,
69,PT06M37.00S,2025-12-08T01:24:47.1Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,7,15,2025-12-08T01:24:48Z,650000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:2),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,,,68.0,3.0,2.0,1.0,,,,,,,,,,,,,,
70,PT06M25.00S,2025-12-08T01:24:58.4Z,1,REGULAR,3pt,Jump Shot,[],1641717,28.33442838370565,75.49019607843137,1610612760,7,18,2025-12-08T01:25:03Z,660000,False,-127.0,214.0,1,left,C. Wallace 24' 3PT  (6 PTS) (J. Williams 2 AST),"[1641717, 1631119]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,24.89,Made,,,,,,,,,,,,,6.0,J. Williams,1631119.0,2.0,,
72,PT06M08.00S,2025-12-08T01:25:15.9Z,1,REGULAR,3pt,Jump Shot,[],1642271,88.51839684625493,2.941176470588235,1610612762,7,18,2025-12-08T01:25:20Z,680000,False,-235.0,55.0,1,right,MISS K. Filipowski 24' 3PT,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Left Corner 3,24+ Left,24.17,Missed,,,,,,,,,,,,,,,,,,
73,PT06M06.00S,2025-12-08T01:25:17.9Z,1,REGULAR,rebound,offensive,[],203994,,,1610612762,7,18,2025-12-08T01:25:20Z,690000,False,,,0,,J. Nurkić REBOUND (Off:2 Def:2),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Left Corner 3,24+ Left,,,72.0,4.0,2.0,2.0,,,,,,,,,,,,,,
74,PT06M06.00S,2025-12-08T01:25:20.6Z,1,REGULAR,foul,personal,[],1642349,,,1610612762,7,18,2025-12-08T01:25:41Z,700000,False,,,0,,A. Mitchell personal FOUL (2 PF),"[1642349, 203994]",1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,1627539.0,,,,2.0,0.0,Nurkić,203994.0,,,,,,
77,PT06M06.00S,2025-12-08T01:25:29.8Z,1,REGULAR,substitution,out,[],1642271,,,1610612762,7,18,2025-12-08T01:25:41Z,730000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M06.00S,2025-12-08T01:25:29.8Z,1,REGULAR,substitution,out,[],203994,,,1610612762,7,18,2025-12-08T01:25:41Z,740000,False,,,0,,SUB out: J. Nurkić,[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M06.00S,2025-12-08T01:25:29.8Z,1,REGULAR,substitution,in,[],1642268,,,1610612762,7,18,2025-12-08T01:25:41Z,750000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M06.00S,2025-12-08T01:25:29.8Z,1,REGULAR,substitution,in,[],1641729,,,1610612762,7,18,2025-12-08T01:25:41Z,760000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M06.00S,2025-12-08T01:25:29.8Z,1,REGULAR,substitution,in,[],201567,,,1610612762,7,18,2025-12-08T01:25:41Z,770000,False,,,0,,SUB in: K. Love,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT06M06.00S,2025-12-08T01:25:29.8Z,1,REGULAR,substitution,out,[],1642846,,,1610612762,7,18,2025-12-08T01:27:43Z,775000,False,,,0,,SUB out: A. Bailey,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M58.00S,2025-12-08T01:25:59.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641718,93.51182654402102,44.6078431372549,1610612762,9,18,2025-12-08T01:27:22Z,780000,False,-27.0,8.0,1,right,K. George cutting Layup (2 PTS) (K. Love 1 AST),"[1641718, 201567]",1610612762.0,UTA,cutting,,,George,K. George,,,,,Restricted Area,0-8 Center,2.83,Made,,,,,,,,,,,,,2.0,K. Love,201567.0,1.0,,
84,PT05M49.00S,2025-12-08T01:26:06.9Z,1,REGULAR,3pt,Jump Shot,[],1641717,27.677398160315374,13.725490196078432,1610612760,9,18,2025-12-08T01:26:10Z,800000,False,181.0,208.0,1,left,MISS C. Wallace 27' 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Right Center,27.58,Missed,,,,,,,,,,,,,,,,,,
85,PT05M47.00S,2025-12-08T01:26:09.8Z,1,REGULAR,rebound,offensive,[],1631172,,,1610612760,9,18,2025-12-08T01:26:09Z,810000,False,,,0,,O. Dieng REBOUND (Off:1 Def:0),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Right Center,,,84.0,1.0,0.0,1.0,,,,,,,,,,,,,,
86,PT05M46.00S,2025-12-08T01:26:10.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631119,19.398817345597898,8.088235294117647,1610612760,9,18,2025-12-08T01:26:15Z,820000,False,210.0,130.0,1,left,MISS J. Williams 24' 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,24.65,Missed,,,,,,,,,,,,,,,,,,
87,PT05M42.00S,2025-12-08T01:26:14.9Z,1,REGULAR,rebound,defensive,[],1629004,,,1610612762,9,18,2025-12-08T01:37:11Z,830000,False,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:1),[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Right Center,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,,,
88,PT05M34.00S,2025-12-08T01:26:23.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641718,91.14651773981603,55.392156862745104,1610612762,9,18,2025-12-08T01:26:30Z,840000,False,27.0,31.0,1,right,MISS K. George driving Layup,[1641718],1610612762.0,UTA,driving,,,George,K. George,,,,,Restricted Area,0-8 Center,4.09,Missed,,,,,,,,,,,,,,,,,,
