actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-03-26T01:11:55.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-26T01:11:55Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-03-26T01:11:59.3Z,1,REGULAR,jumpball,recovered,[],1629723,,,1610612762,0,0,2026-03-26T01:11:59Z,40000,False,,,0,,Jump Ball A. Bailey vs. J. Reese: Tip to J. Konchar,"[1629723, 1642846, 1642882]",1610612762.0,UTA,startperiod,J. Konchar,1629723.0,Konchar,J. Konchar,Bailey,1642846.0,Reese,1642882.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2026-03-26T01:12:14.9Z,1,REGULAR,3pt,Jump Shot,[],1629723,78.0059132720105,90.44117647058823,1610612762,0,0,2026-03-26T01:12:18Z,70000,False,202.0,154.0,1,right,MISS J. Konchar 25' 3PT,[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Right Center,25.43,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2026-03-26T01:12:16.9Z,1,REGULAR,rebound,defensive,[],1642860,,,1610612764,0,0,2026-03-26T01:12:18Z,80000,False,,,0,,W. Riley REBOUND (Off:0 Def:1),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M24.00S,2026-03-26T01:12:30.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642860,11.383048620236531,38.72549019607843,1610612764,0,2,2026-03-26T01:12:38Z,90000,False,56.0,55.0,1,left,W. Riley 7' finger roll Layup (2 PTS) (B. Coulibaly 1 AST),"[1642860, 1641731]",1610612764.0,WAS,finger roll,,,Riley,W. Riley,,,,,In The Paint (Non-RA),0-8 Center,7.84,Made,,,,,2.0,B. Coulibaly,1641731.0,1.0,,,,,,,,,,
11,PT11M07.00S,2026-03-26T01:12:47.2Z,1,REGULAR,2pt,Jump Shot,[],1642846,80.50262812089356,68.62745098039215,1610612762,0,2,2026-03-26T01:12:52Z,110000,False,93.0,131.0,1,right,MISS A. Bailey 16' pullup Shot,[1642846],1610612762.0,UTA,pullup,,,Bailey,A. Bailey,,,,,Mid-Range,16-24 Right Center,16.05,Missed,,,,,,,,,,,,,,,,,,
12,PT11M04.00S,2026-03-26T01:12:50.2Z,1,REGULAR,rebound,defensive,[],1642882,,,1610612764,0,2,2026-03-26T01:12:52Z,120000,False,,,0,,J. Reese REBOUND (Off:0 Def:1),[1642882],1610612764.0,WAS,,,,Reese,J. Reese,,,,,Mid-Range,16-24 Right Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M47.00S,2026-03-26T01:13:28.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642860,7.835085413929041,42.64705882352941,1610612764,0,2,2026-03-26T01:14:41Z,140000,False,37.0,21.0,1,left,MISS W. Riley cutting Layup - blocked,"[1642860, 1643016]",1610612764.0,WAS,cutting,,,Riley,W. Riley,,,,,Restricted Area,0-8 Center,4.24,Missed,,,,,,,,,Mbeng,1643016.0,,,,,,,,
15,PT10M47.00S,2026-03-26T01:13:28.3Z,1,REGULAR,block,,[],1643016,,,1610612764,0,2,2026-03-26T01:13:30Z,150000,False,,,0,,B. Mbeng BLOCK (1 BLK),[1643016],1610612762.0,UTA,,,,Mbeng,B. Mbeng,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
16,PT10M46.00S,2026-03-26T01:13:29.3Z,1,REGULAR,rebound,offensive,[],1642882,,,1610612764,0,2,2026-03-26T01:14:20Z,160000,False,,,0,,J. Reese REBOUND (Off:1 Def:1),[1642882],1610612764.0,WAS,,,,Reese,J. Reese,,,,,Restricted Area,0-8 Center,,,14.0,2.0,1.0,1.0,,,,,,,,,,,,,,
17,PT10M45.00S,2026-03-26T01:13:35.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642882,8.754927726675426,47.794117647058826,1610612764,0,4,2026-03-26T01:14:24Z,170000,False,11.0,30.0,1,left,J. Reese putback Layup (2 PTS),[1642882],1610612764.0,WAS,putback,,,Reese,J. Reese,,,,,Restricted Area,0-8 Center,3.18,Made,,,,,2.0,,,,,,,,,,,,,
18,PT10M34.00S,2026-03-26T01:13:40.2Z,1,REGULAR,3pt,Jump Shot,[],1642846,79.188567674113,90.44117647058823,1610612762,3,4,2026-03-26T01:13:51Z,180000,False,202.0,143.0,1,right,A. Bailey 24' 3PT  (3 PTS) (E. Harkless 1 AST),"[1642846, 1641989]",1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Right Center,24.77,Made,,,,,3.0,E. Harkless,1641989.0,1.0,,,,,,,,,,
20,PT10M23.00S,2026-03-26T01:13:52.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642267,7.5722733245729295,54.166666666666664,1610612764,3,4,2026-03-26T01:13:57Z,200000,False,-21.0,19.0,1,left,MISS B. Carrington driving Layup,[1642267],1610612764.0,WAS,driving,,,Carrington,B. Carrington,,,,,Restricted Area,0-8 Center,2.8,Missed,,,,,,,,,,,,,,,,,,
21,PT10M23.00S,2026-03-26T01:13:52.0Z,1,REGULAR,rebound,offensive,[],1642882,,,1610612764,3,4,2026-03-26T01:15:14Z,210000,False,,,0,,J. Reese REBOUND (Off:2 Def:1),[1642882],1610612764.0,WAS,,,,Reese,J. Reese,,,,,Restricted Area,0-8 Center,,,20.0,3.0,1.0,2.0,,,,,,,,,,,,,,
22,PT10M22.00S,2026-03-26T01:13:54.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642882,5.590000152587891,50.0,1610612764,3,6,2026-03-26T01:15:19Z,220000,False,0.0,0.0,1,left,J. Reese tip Layup (4 PTS),[1642882],1610612764.0,WAS,tip,,,Reese,J. Reese,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,4.0,,,,,,,,,,,,,
23,PT10M13.00S,2026-03-26T01:14:01.0Z,1,REGULAR,3pt,Jump Shot,[],1642846,69.72733245729303,69.6078431372549,1610612762,3,6,2026-03-26T01:14:05Z,230000,False,98.0,232.0,1,right,MISS A. Bailey 25' pullup 3PT,[1642846],1610612762.0,UTA,pullup,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Right Center,25.19,Missed,,,,,,,,,,,,,,,,,,
24,PT10M10.00S,2026-03-26T01:14:04.7Z,1,REGULAR,rebound,offensive,[],1642262,,,1610612762,3,6,2026-03-26T01:14:04Z,240000,False,,,0,,C. Williams REBOUND (Off:1 Def:0),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Above the Break 3,24+ Right Center,,,23.0,1.0,0.0,1.0,,,,,,,,,,,,,,
25,PT10M06.00S,2026-03-26T01:14:09.1Z,1,REGULAR,turnover,lost ball,[],1642262,,,1610612762,3,6,2026-03-26T01:14:12Z,250000,False,,,0,,C. Williams lost ball TURNOVER (1 TO),"[1642262, 1641778]",1610612762.0,UTA,,,,Williams,C. Williams,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1.0,Black,1641778.0,,,,,
26,PT10M06.00S,2026-03-26T01:14:09.1Z,1,REGULAR,steal,,[],1641778,,,1610612764,3,6,2026-03-26T01:14:10Z,260000,False,,,0,,L. Black STEAL (1 STL),[1641778],1610612764.0,WAS,,,,Black,L. Black,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
27,PT10M01.00S,2026-03-26T01:14:15.1Z,1,REGULAR,foul,personal,['2freethrow'],1642846,,,1610612764,3,6,2026-03-26T01:14:19Z,270000,False,,,0,,A. Bailey shooting personal FOUL (1 PF) (Reese 2 FT),"[1642846, 1642882]",1610612762.0,UTA,shooting,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2882.0,1.0,0.0,Reese,1642882.0
29,PT10M01.00S,2026-03-26T01:14:36.5Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1642882,,,1610612764,3,7,2026-03-26T01:14:56Z,290000,False,,,0,,J. Reese Free Throw 1 of 2 (5 PTS),[1642882],1610612764.0,WAS,,,,Reese,J. Reese,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
30,PT10M01.00S,2026-03-26T01:14:36.5Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1642882,,,1610612764,3,7,2026-03-26T01:14:56Z,300000,False,,,0,,MISS J. Reese Free Throw 2 of 2,[1642882],1610612764.0,WAS,,,,Reese,J. Reese,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
31,PT09M59.00S,2026-03-26T01:14:38.5Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612762,3,7,2026-03-26T01:14:56Z,310000,False,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT09M51.00S,2026-03-26T01:15:02.4Z,1,REGULAR,3pt,Jump Shot,[],1642846,74.85216819973719,84.55882352941177,1610612762,3,7,2026-03-26T01:15:07Z,320000,False,173.0,184.0,1,right,MISS A. Bailey 25' 3PT,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Right Center,25.23,Missed,,,,,,,,,,,,,,,,,,
33,PT09M49.00S,2026-03-26T01:15:04.4Z,1,REGULAR,rebound,defensive,[],1642882,,,1610612764,3,7,2026-03-26T01:15:07Z,330000,False,,,0,,J. Reese REBOUND (Off:2 Def:2),[1642882],1610612764.0,WAS,,,,Reese,J. Reese,,,,,Above the Break 3,24+ Right Center,,,32.0,4.0,2.0,2.0,,,,,,,,,,,,,,
34,PT09M46.00S,2026-03-26T01:15:07.4Z,1,REGULAR,turnover,bad pass,[],1642882,,,1610612764,3,7,2026-03-26T01:15:12Z,340000,False,,,0,,J. Reese bad pass TURNOVER (1 TO),"[1642882, 1643016]",1610612764.0,WAS,,,,Reese,J. Reese,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Mbeng,1643016.0,,,,,
35,PT09M46.00S,2026-03-26T01:15:07.4Z,1,REGULAR,steal,,[],1643016,,,1610612762,3,7,2026-03-26T01:15:10Z,350000,False,,,0,,B. Mbeng STEAL (1 STL),[1643016],1610612762.0,UTA,,,,Mbeng,B. Mbeng,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
36,PT09M34.00S,2026-03-26T01:15:19.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1643016,67.36202365308804,49.01960784313725,1610612762,3,7,2026-03-26T01:16:51Z,360000,False,-5.0,254.0,1,right,MISS B. Mbeng 25' pullup 3PT,[1643016],1610612762.0,UTA,pullup,,,Mbeng,B. Mbeng,,,,,Above the Break 3,24+ Center,25.43,Missed,,,,,,,,,,,,,,,,,,
37,PT09M30.00S,2026-03-26T01:15:23.6Z,1,REGULAR,rebound,offensive,[],1629723,,,1610612762,3,7,2026-03-26T01:15:23Z,370000,False,,,0,,J. Konchar REBOUND (Off:1 Def:1),[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Center,,,36.0,2.0,1.0,1.0,,,,,,,,,,,,,,
38,PT09M27.00S,2026-03-26T01:15:26.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1642262,70.64717477003943,24.754901960784316,1610612762,3,7,2026-03-26T01:15:29Z,380000,False,-126.0,223.0,1,right,MISS C. Williams 25' 3PT,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Above the Break 3,24+ Left Center,25.66,Missed,,,,,,,,,,,,,,,,,,
39,PT09M24.00S,2026-03-26T01:15:29.1Z,1,REGULAR,rebound,defensive,[],1641778,,,1610612764,3,7,2026-03-26T01:15:29Z,390000,False,,,0,,L. Black REBOUND (Off:0 Def:1),[1641778],1610612764.0,WAS,,,,Black,L. Black,,,,,Above the Break 3,24+ Left Center,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,
40,PT09M16.00S,2026-03-26T01:15:40.8Z,1,REGULAR,foul,personal,[],1641989,,,1610612764,3,7,2026-03-26T01:15:50Z,400000,False,,,0,,E. Harkless personal FOUL (1 PF),"[1641989, 1642882]",1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,204058.0,1.0,0.0,Reese,1642882.0
42,PT09M06.00S,2026-03-26T01:16:09.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642860,18.347568988173457,37.745098039215684,1610612764,3,7,2026-03-26T01:16:13Z,420000,False,61.0,120.0,1,left,MISS W. Riley 13' pullup Shot,[1642860],1610612764.0,WAS,pullup,,,Riley,W. Riley,,,,,In The Paint (Non-RA),8-16 Center,13.48,Missed,,,,,,,,,,,,,,,,,,
43,PT09M03.00S,2026-03-26T01:16:12.0Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612762,3,7,2026-03-26T01:16:13Z,430000,False,,,0,,J. Konchar REBOUND (Off:1 Def:2),[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),8-16 Center,,,42.0,3.0,2.0,1.0,,,,,,,,,,,,,,
44,PT08M59.00S,2026-03-26T01:16:16.4Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1642262,91.14651773981603,50.73529411764706,1610612762,5,7,2026-03-26T01:17:55Z,440000,False,4.0,31.0,1,right,C. Williams running DUNK (2 PTS) (J. Konchar 1 AST),"[1642262, 1629723]",1610612762.0,UTA,running,,,Williams,C. Williams,,,,,Restricted Area,0-8 Center,3.09,Made,,,,,2.0,J. Konchar,1629723.0,1.0,,,,,,,,,,
46,PT08M51.00S,2026-03-26T01:16:25.9Z,1,REGULAR,foul,personal,['2freethrow'],1641989,,,1610612764,5,7,2026-03-26T01:16:33Z,460000,False,,,0,,E. Harkless shooting personal FOUL (2 PF) (Coulibaly 2 FT),"[1641989, 1641731]",1610612762.0,UTA,shooting,,,Harkless,E. Harkless,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2882.0,2.0,0.0,Coulibaly,1641731.0
48,PT08M51.00S,2026-03-26T01:16:48.2Z,1,REGULAR,freethrow,1 of 2,[],1641731,,,1610612764,5,8,2026-03-26T01:17:06Z,480000,False,,,0,,B. Coulibaly Free Throw 1 of 2 (1 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
49,PT08M51.00S,2026-03-26T01:16:48.2Z,1,REGULAR,freethrow,2 of 2,[],1641731,,,1610612764,5,8,2026-03-26T01:17:06Z,490000,False,,,0,,MISS B. Coulibaly Free Throw 2 of 2,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
50,PT08M48.00S,2026-03-26T01:16:51.2Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612762,5,8,2026-03-26T01:17:06Z,500000,False,,,0,,J. Konchar REBOUND (Off:1 Def:3),[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,,,,,49.0,4.0,3.0,1.0,,,,,,,,,,,,,,
51,PT08M39.00S,2026-03-26T01:17:14.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641989,91.67214191852825,54.90196078431373,1610612762,5,8,2026-03-26T01:17:18Z,510000,False,25.0,26.0,1,right,MISS E. Harkless driving finger roll Layup - blocked,"[1641989, 1642882]",1610612762.0,UTA,driving finger roll,,,Harkless,E. Harkless,,,,,Restricted Area,0-8 Center,3.56,Missed,,,,,,,,,Reese,1642882.0,,,,,,,,
52,PT08M39.00S,2026-03-26T01:17:14.4Z,1,REGULAR,block,,[],1642882,,,1610612762,5,8,2026-03-26T01:17:16Z,520000,False,,,0,,J. Reese BLOCK (1 BLK),[1642882],1610612764.0,WAS,,,,Reese,J. Reese,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
53,PT08M36.00S,2026-03-26T01:17:17.4Z,1,REGULAR,rebound,defensive,[],1642860,,,1610612764,5,8,2026-03-26T01:17:18Z,530000,False,,,0,,W. Riley REBOUND (Off:0 Def:2),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,Restricted Area,0-8 Center,,,51.0,2.0,2.0,0.0,,,,,,,,,,,,,,
54,PT08M35.00S,2026-03-26T01:17:19.8Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1641731,6.783837056504599,41.17647058823529,1610612764,5,8,2026-03-26T01:18:53Z,540000,False,44.0,11.0,1,left,MISS B. Coulibaly running DUNK,[1641731],1610612764.0,WAS,running,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,4.55,Missed,,,,,,,,,,,,,,,,,,
55,PT08M33.00S,2026-03-26T01:17:21.8Z,1,REGULAR,rebound,defensive,[],1642846,,,1610612762,5,8,2026-03-26T01:18:53Z,550000,False,,,0,,A. Bailey REBOUND (Off:0 Def:1),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,In The Paint (Non-RA),0-8 Center,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,,
56,PT08M31.00S,2026-03-26T01:17:26.5Z,1,REGULAR,foul,personal,[],1642267,,,1610612762,5,8,2026-03-26T01:17:32Z,560000,False,,,0,,B. Carrington personal FOUL (1 PF),"[1642267, 1642846]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1627539.0,1.0,0.0,Bailey,1642846.0
58,PT08M22.00S,2026-03-26T01:17:51.1Z,1,REGULAR,2pt,Jump Shot,[],1642262,75.90341655716163,72.30392156862744,1610612762,5,8,2026-03-26T01:17:58Z,580000,False,112.0,174.0,1,right,MISS C. Williams 20' step back Shot,[1642262],1610612762.0,UTA,step back,,,Williams,C. Williams,,,,,Mid-Range,16-24 Right Center,20.67,Missed,,,,,,,,,,,,,,,,,,
59,PT08M19.00S,2026-03-26T01:17:54.1Z,1,REGULAR,rebound,defensive,[],1642860,,,1610612764,5,8,2026-03-26T01:17:58Z,590000,False,,,0,,W. Riley REBOUND (Off:0 Def:3),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,Mid-Range,16-24 Right Center,,,58.0,3.0,3.0,0.0,,,,,,,,,,,,,,
