actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-11-11T02:11:03.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-11T02:11:03Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-11-11T02:11:05.5Z,1,REGULAR,jumpball,recovered,[],1642846,,,1610612762,0,0,2025-11-11T02:11:05Z,40000,False,,,0,,Jump Ball J. Nurkić vs. R. Gobert: Tip to A. Bailey,"[1642846, 203994, 203497]",1610612762.0,UTA,startperiod,A. Bailey,1642846.0,Bailey,A. Bailey,Nurkić,203994.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2025-11-11T02:11:19.4Z,1,REGULAR,turnover,bad pass,[],1642846,,,1610612762,0,0,2025-11-11T02:11:25Z,70000,False,,,0,,A. Bailey bad pass TURNOVER (1 TO),"[1642846, 203944]",1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Mid-Range,8-16 Center,1.0,Randle,203944.0,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2025-11-11T02:11:19.4Z,1,REGULAR,steal,,[],203944,,,1610612750,0,0,2025-11-11T02:11:21Z,80000,False,,,0,,J. Randle STEAL (1 STL),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M30.00S,2025-11-11T02:11:32.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628978,67.23061760840999,60.5392156862745,1610612750,0,0,2025-11-11T02:11:38Z,90000,False,53.0,256.0,1,right,MISS D. DiVincenzo 26' 3PT,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,,,,26.09,Missed,,,,,,,,,,,,,,,
10,PT11M27.00S,2025-11-11T02:11:35.9Z,1,REGULAR,rebound,defensive,[],1641718,,,1610612762,0,0,2025-11-11T02:11:38Z,100000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Center,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M23.00S,2025-11-11T02:11:40.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628374,8.492115637319317,38.23529411764706,1610612762,2,0,2025-11-11T03:58:52Z,110000,False,59.0,27.0,1,left,L. Markkanen 6' running Layup (2 PTS) (K. George 1 AST),"[1628374, 1641718]",1610612762.0,UTA,running,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,6.48,Made,,,,,2.0,K. George,1641718.0,1.0,,,,,,,
13,PT11M12.00S,2025-11-11T02:11:49.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,89.83245729303549,47.794117647058826,1610612750,2,2,2025-11-11T02:11:56Z,130000,False,-11.0,43.0,1,right,R. Gobert cutting DUNK (2 PTS) (J. Randle 1 AST),"[203497, 203944]",1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,4.45,Made,,,,,2.0,J. Randle,203944.0,1.0,,,,,,,
15,PT11M00.00S,2025-11-11T02:12:02.0Z,1,REGULAR,3pt,Jump Shot,[],1629004,4.5499342969776615,95.83333333333334,1610612762,2,2,2025-11-11T02:13:52Z,150000,False,-229.0,-10.0,1,left,MISS S. Mykhailiuk pullup 3PT,[1629004],1610612762.0,UTA,pullup,,,Mykhailiuk,S. Mykhailiuk,,,,,Left Corner 3,24+ Left,,,,22.94,Missed,,,,,,,,,,,,,,,
16,PT10M57.00S,2025-11-11T02:12:05.0Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,2,2,2025-11-11T02:12:06Z,160000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,
