actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
91,PT05M56.00S,2025-11-22T03:27:49.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642382,7.703679369250986,42.15686274509804,1610612760,24,14,2025-11-22T03:27:54Z,900000,False,39.0,20.0,1,left,B. Carlson Layup (2 PTS) (S. Gilgeous-Alexander 1 AST),"[1642382, 1628983]",1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,4.4,Made,2.0,Carlson,B. Carlson,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,,,,,,,
93,PT05M34.00S,2025-11-22T03:28:10.7Z,1,REGULAR,3pt,Jump Shot,[],201567,75.90341655716163,12.990196078431374,1610612762,27,14,2025-11-22T03:28:15Z,920000,False,-185.0,174.0,1,right,K. Love 25' 3PT  (6 PTS) (L. Markkanen 1 AST),"[201567, 1628374]",1610612762.0,UTA,,,,,,,Above the Break 3,24+ Left Center,25.4,Made,6.0,Love,K. Love,L. Markkanen,1628374.0,1.0,,,,,,,,,,,,,,,
95,PT05M23.00S,2025-11-22T03:28:22.5Z,1,REGULAR,3pt,Jump Shot,[],1631119,11.908672798948752,3.1862745098039214,1610612760,27,17,2025-11-22T03:28:27Z,940000,False,234.0,59.0,1,left,J. Williams 24' 3PT  (3 PTS) (B. Carlson 1 AST),"[1631119, 1642382]",1610612760.0,OKC,,,,,,,Right Corner 3,24+ Right,24.15,Made,3.0,Williams,J. Williams,B. Carlson,1642382.0,1.0,,,,,,,,,,,,,,,
97,PT05M06.00S,2025-11-22T03:28:38.8Z,1,REGULAR,3pt,Jump Shot,[],1628374,70.90998685939553,18.872549019607842,1610612762,30,17,2025-11-22T03:28:44Z,960000,False,-156.0,221.0,1,right,L. Markkanen 27' 3PT  (11 PTS) (K. George 4 AST),"[1628374, 1641718]",1610612762.0,UTA,,,,,,,Above the Break 3,24+ Left Center,27.02,Made,11.0,Markkanen,L. Markkanen,K. George,1641718.0,4.0,,,,,,,,,,,,,,,
99,PT04M48.00S,2025-11-22T03:29:00.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201567,,,1610612760,30,17,2025-11-22T03:29:08Z,980000,False,,,0,,K. Love personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[201567, 1628983]",1610612762.0,UTA,,,,,,,Above the Break 3,16-24 Right Center,,,,Love,K. Love,,,,,,,,2882.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,
101,PT04M48.00S,2025-11-22T03:29:34.0Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,30,17,2025-11-22T03:29:34Z,1000000,False,,,0,,MISS S. Gilgeous-Alexander Free Throw 1 of 2,[1628983],1610612760.0,OKC,,,,,,,,,,Missed,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,
102,PT04M48.00S,2025-11-22T03:29:34.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,30,17,2025-11-22T03:29:34Z,1010000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,
103,PT04M48.00S,2025-11-22T03:29:34.7Z,1,REGULAR,substitution,out,[],1629004,,,1610612760,30,17,2025-11-22T03:29:46Z,1020000,False,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,,,,,,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,
104,PT04M48.00S,2025-11-22T03:29:34.7Z,1,REGULAR,substitution,out,[],1628374,,,1610612760,30,17,2025-11-22T03:29:46Z,1030000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,,,,,,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,
105,PT04M48.00S,2025-11-22T03:29:34.7Z,1,REGULAR,substitution,out,[],1629652,,,1610612760,30,17,2025-11-22T03:29:46Z,1040000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,,,,,,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,
106,PT04M48.00S,2025-11-22T03:29:34.7Z,1,REGULAR,substitution,in,[],1642268,,,1610612760,30,17,2025-11-22T03:29:46Z,1050000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,,,,,,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,
107,PT04M48.00S,2025-11-22T03:29:34.7Z,1,REGULAR,substitution,in,[],1642271,,,1610612760,30,17,2025-11-22T03:29:46Z,1060000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,,,,,,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,
108,PT04M48.00S,2025-11-22T03:29:34.7Z,1,REGULAR,substitution,in,[],1642349,,,1610612760,30,17,2025-11-22T03:29:46Z,1070000,False,,,0,,SUB in: A. Mitchell,[1642349],1610612760.0,OKC,,,,,,,,,,,,Mitchell,A. Mitchell,,,,,,,,,,,,,,,,,,
109,PT04M48.00S,2025-11-22T03:29:54.0Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,30,18,2025-11-22T03:29:54Z,1080000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (4 PTS),[1628983],1610612760.0,OKC,,,,,,,,,,Made,4.0,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,
110,PT04M32.00S,2025-11-22T03:30:11.2Z,1,REGULAR,3pt,Jump Shot,[],201567,66.3107752956636,57.35294117647059,1610612762,33,18,2025-11-22T03:30:16Z,1090000,False,37.0,264.0,1,right,K. Love 26' 3PT  (9 PTS) (I. Collier 1 AST),"[201567, 1642268]",1610612762.0,UTA,,,,,,,Above the Break 3,24+ Center,26.68,Made,9.0,Love,K. Love,I. Collier,1642268.0,1.0,,,,,,,,,,,,,,,
112,PT04M31.00S,2025-11-22T03:30:16.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,33,18,2025-11-22T03:30:16Z,1110000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M31.00S,2025-11-22T03:32:43.2Z,1,REGULAR,substitution,out,[],1642382,,,1610612760,33,18,2025-11-22T03:33:01Z,1120000,False,,,0,,SUB out: B. Carlson,[1642382],1610612760.0,OKC,,,,,,,,,,,,Carlson,B. Carlson,,,,,,,,,,,,,,,,,,
114,PT04M31.00S,2025-11-22T03:32:43.2Z,1,REGULAR,substitution,in,[],1627936,,,1610612760,33,18,2025-11-22T03:33:01Z,1130000,False,,,0,,SUB in: A. Caruso,[1627936],1610612760.0,OKC,,,,,,,,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,
115,PT04M13.00S,2025-11-22T03:33:27.7Z,1,REGULAR,3pt,Jump Shot,[],1631119,9.017739816031538,4.166666666666666,1610612760,33,18,2025-11-22T03:33:33Z,1140000,False,229.0,32.0,1,left,MISS J. Williams 3PT,[1631119],1610612760.0,OKC,,,,,,,Right Corner 3,24+ Right,23.15,Missed,,Williams,J. Williams,,,,,,,,,,,,,,,,,,
116,PT04M10.00S,2025-11-22T03:33:30.7Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,33,18,2025-11-22T03:33:33Z,1150000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:1),[1642271],1610612762.0,UTA,,,,,,,Right Corner 3,24+ Right,,,,Filipowski,K. Filipowski,,,,115.0,1.0,1.0,0.0,,,,,,,,,,,
117,PT04M03.00S,2025-11-22T03:33:38.6Z,1,REGULAR,turnover,out-of-bounds,[],201567,,,1610612762,33,18,2025-11-22T03:33:44Z,1160000,False,,,0,,K. Love bad pass out-of-bounds TURNOVER (1 TO),[201567],1610612762.0,UTA,bad pass,,,,,,Mid-Range,8-16 Left,,,,Love,K. Love,,,,,,,,1628951.0,,,,,1.0,,,,,
118,PT03M46.00S,2025-11-22T03:34:03.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642349,30.962549277266753,69.36274509803921,1610612760,33,21,2025-11-22T03:34:08Z,1170000,False,-97.0,239.0,1,left,A. Mitchell 25' 3PT  (3 PTS) (S. Gilgeous-Alexander 2 AST),"[1642349, 1628983]",1610612760.0,OKC,,,,,,,Above the Break 3,24+ Left Center,25.74,Made,3.0,Mitchell,A. Mitchell,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,,,,,,,,,,
120,PT03M34.00S,2025-11-22T03:34:15.5Z,1,REGULAR,2pt,Jump Shot,[],1641718,78.66294349540078,14.215686274509803,1610612762,33,21,2025-11-22T03:34:19Z,1190000,False,-179.0,148.0,1,right,MISS K. George 23' Jump Shot,[1641718],1610612762.0,UTA,,,,,,,Mid-Range,16-24 Left Center,23.22,Missed,,George,K. George,,,,,,,,,,,,,,,,,,
121,PT03M32.00S,2025-11-22T03:34:18.3Z,1,REGULAR,rebound,offensive,[],1642271,,,1610612762,33,21,2025-11-22T03:34:18Z,1200000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:1),[1642271],1610612762.0,UTA,,,,,,,Mid-Range,16-24 Left Center,,,,Filipowski,K. Filipowski,,,,120.0,2.0,1.0,1.0,,,,,,,,,,,
122,PT03M24.00S,2025-11-22T03:34:26.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642271,67.49342969776609,53.67647058823529,1610612762,36,21,2025-11-22T03:34:57Z,1210000,False,18.0,253.0,1,right,K. Filipowski 25' 3PT  (3 PTS) (C. Williams 1 AST),"[1642271, 1642262]",1610612762.0,UTA,,,,,,,Above the Break 3,24+ Center,25.38,Made,3.0,Filipowski,K. Filipowski,C. Williams,1642262.0,1.0,,,,,,,,,,,,,,,
124,PT03M12.00S,2025-11-22T03:34:39.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,8.09789750328515,49.754901960784316,1610612760,36,21,2025-11-22T03:34:43Z,1230000,False,1.0,24.0,1,left,MISS S. Gilgeous-Alexander driving Layup - blocked,"[1628983, 201567]",1610612760.0,OKC,driving,,,,,,Restricted Area,0-8 Center,2.36,Missed,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,Love,201567.0,
163,PT03M12.00S,2025-11-22T03:34:39.3Z,1,REGULAR,block,,[],201567,,,1610612760,36,21,2025-11-22T03:41:30Z,1235000,False,,,0,,K. Love BLOCK (1 BLK),[201567],1610612762.0,UTA,,,,,,,Restricted Area,0-8 Center,,,,Love,K. Love,,,,,,,,,,,,,,,,,,
125,PT03M12.00S,2025-11-22T03:34:39.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,36,21,2025-11-22T03:34:43Z,1240000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,Restricted Area,0-8 Center,,,,,,,,,124.0,,,,,,,,,,,,,,
127,PT02M50.00S,2025-11-22T03:35:07.4Z,1,REGULAR,3pt,Jump Shot,[],1642268,70.51576872536137,26.96078431372549,1610612762,39,21,2025-11-22T03:35:11Z,1260000,False,-115.0,225.0,1,right,I. Collier 25' 3PT  (3 PTS) (C. Williams 2 AST),"[1642268, 1642262]",1610612762.0,UTA,,,,,,,Above the Break 3,24+ Left Center,25.25,Made,3.0,Collier,I. Collier,C. Williams,1642262.0,2.0,,,,,,,,,,,,,,,
129,PT02M28.00S,2025-11-22T03:35:33.2Z,1,REGULAR,foul,offensive,[],1631119,,,1610612760,39,21,2025-11-22T03:35:42Z,1280000,False,,,0,,J. Williams charge offensive FOUL (1 PF),"[1631119, 201567]",1610612760.0,OKC,charge,,,,,,In The Paint (Non-RA),0-8 Center,,,,Williams,J. Williams,,,,,,,,1628951.0,1.0,0.0,Love,201567.0,,,,,,
131,PT02M28.00S,2025-11-22T03:35:33.2Z,1,REGULAR,turnover,offensive foul,[],1631119,,,1610612760,39,21,2025-11-22T03:35:33Z,1300000,False,,,0,,J. Williams offensive foul TURNOVER (1 TO),[1631119],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Williams,J. Williams,,,,,,,,1628951.0,,,,,1.0,,,,,
132,PT02M15.00S,2025-11-22T03:36:03.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642271,94.82588699080158,96.07843137254902,1610612762,39,21,2025-11-22T03:36:09Z,1310000,False,230.0,-4.0,1,right,MISS K. Filipowski 3PT,[1642271],1610612762.0,UTA,,,,,,,Right Corner 3,24+ Right,23.04,Missed,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,
133,PT02M10.00S,2025-11-22T03:36:08.8Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,39,21,2025-11-22T03:36:09Z,1320000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631119],1610612760.0,OKC,,,,,,,Right Corner 3,24+ Right,,,,Williams,J. Williams,,,,132.0,2.0,2.0,0.0,,,,,,,,,,,
134,PT02M04.00S,2025-11-22T03:36:17.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,9.280551905387648,58.82352941176471,1610612760,39,23,2025-11-22T03:36:53Z,1330000,False,-44.0,35.0,1,left,S. Gilgeous-Alexander driving floating bank Jump Shot (6 PTS),[1628983],1610612760.0,OKC,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,5.61,Made,6.0,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,
135,PT02M04.00S,2025-11-22T03:36:19.9Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201567,,,1610612760,39,23,2025-11-22T03:36:24Z,1340000,False,,,0,,K. Love shooting personal FOUL (2 PF) (Gilgeous-Alexander 1 FT),"[201567, 1628983]",1610612762.0,UTA,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Love,K. Love,,,,,,,,1628951.0,2.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,
137,PT02M04.00S,2025-11-22T03:36:26.4Z,1,REGULAR,substitution,out,[],1641718,,,1610612760,39,23,2025-11-22T03:36:53Z,1360000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,,,,,,,,,George,K. George,,,,,,,,,,,,,,,,,,
138,PT02M04.00S,2025-11-22T03:36:26.4Z,1,REGULAR,substitution,in,[],1628374,,,1610612760,39,23,2025-11-22T03:36:53Z,1370000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,,,,,,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,
139,PT02M04.00S,2025-11-22T03:36:46.0Z,1,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,39,24,2025-11-22T03:36:46Z,1380000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 1 (7 PTS),[1628983],1610612760.0,OKC,,,,,,,,,,Made,7.0,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,
141,PT01M51.00S,2025-11-22T03:37:14.0Z,1,REGULAR,3pt,Jump Shot,[],201567,71.04139290407359,18.627450980392158,1610612762,39,24,2025-11-22T03:37:19Z,1400000,False,-157.0,220.0,1,right,MISS K. Love 27' 3PT,[201567],1610612762.0,UTA,,,,,,,Above the Break 3,24+ Left Center,27.0,Missed,,Love,K. Love,,,,,,,,,,,,,,,,,,
142,PT01M46.00S,2025-11-22T03:37:19.0Z,1,REGULAR,rebound,defensive,[],1642349,,,1610612760,39,24,2025-11-22T03:37:19Z,1410000,False,,,0,,A. Mitchell REBOUND (Off:0 Def:1),[1642349],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Left Center,,,,Mitchell,A. Mitchell,,,,141.0,1.0,1.0,0.0,,,,,,,,,,,
143,PT01M44.00S,2025-11-22T03:37:21.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631119,6.783837056504599,56.61764705882353,1610612760,39,24,2025-11-22T03:37:28Z,1420000,False,-33.0,11.0,1,left,MISS J. Williams reverse Layup,[1631119],1610612760.0,OKC,reverse,,,,,,Restricted Area,0-8 Center,3.5,Missed,,Williams,J. Williams,,,,,,,,,,,,,,,,,,
144,PT01M42.00S,2025-11-22T03:37:23.2Z,1,REGULAR,rebound,offensive,[],1642349,,,1610612760,39,24,2025-11-22T03:38:52Z,1430000,False,,,0,,A. Mitchell REBOUND (Off:1 Def:1),[1642349],1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,,,,Mitchell,A. Mitchell,,,,143.0,2.0,1.0,1.0,,,,,,,,,,,
149,PT01M42.00S,2025-11-22T03:37:26.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642349,8.886333771353483,50.49019607843137,1610612760,39,24,2025-11-22T03:38:40Z,1435000,False,-2.0,31.0,1,left,MISS A. Mitchell tip Layup,[1642349],1610612760.0,OKC,tip,,,,,,Restricted Area,0-8 Center,3.11,Missed,,Mitchell,A. Mitchell,,,,,,,,,,,,,,,,,,
150,PT01M42.00S,2025-11-22T03:37:26.6Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,39,24,2025-11-22T03:38:40Z,1437500,False,,,0,,L. Markkanen REBOUND (Off:1 Def:3),[1628374],1610612762.0,UTA,,,,,,,Restricted Area,0-8 Center,,,,Markkanen,L. Markkanen,,,,149.0,4.0,3.0,1.0,,,,,,,,,,,
145,PT01M33.00S,2025-11-22T03:37:32.0Z,1,REGULAR,3pt,Jump Shot,[],1642262,89.96386333771353,94.85294117647058,1610612762,39,24,2025-11-22T03:37:36Z,1440000,False,224.0,42.0,1,right,MISS C. Williams 3PT,[1642262],1610612762.0,UTA,,,,,,,Right Corner 3,24+ Right,22.82,Missed,,Williams,C. Williams,,,,,,,,,,,,,,,,,,
146,PT01M30.00S,2025-11-22T03:37:35.0Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,39,24,2025-11-22T03:37:36Z,1450000,False,,,0,,J. Williams REBOUND (Off:0 Def:3),[1631119],1610612760.0,OKC,,,,,,,Right Corner 3,24+ Right,,,,Williams,J. Williams,,,,145.0,3.0,3.0,0.0,,,,,,,,,,,
147,PT01M16.00S,2025-11-22T03:37:49.6Z,1,REGULAR,3pt,Jump Shot,[],1631119,27.677398160315374,19.11764705882353,1610612760,39,27,2025-11-22T03:37:53Z,1460000,False,154.0,208.0,1,left,J. Williams 25' 3PT  (6 PTS) (S. Gilgeous-Alexander 3 AST),"[1631119, 1628983]",1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,25.88,Made,6.0,Williams,J. Williams,S. Gilgeous-Alexander,1628983.0,3.0,,,,,,,,,,,,,,,
151,PT00M55.10S,2025-11-22T03:38:10.8Z,1,REGULAR,turnover,bad pass,[],1642271,,,1610612762,39,27,2025-11-22T03:38:15Z,1480000,False,,,0,,K. Filipowski bad pass TURNOVER (1 TO),"[1642271, 1631119]",1610612762.0,UTA,,,,,,,Mid-Range,16-24 Left Center,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,1.0,Williams,1631119.0,,,
152,PT00M55.10S,2025-11-22T03:38:10.8Z,1,REGULAR,steal,,[],1631119,,,1610612760,39,27,2025-11-22T03:38:12Z,1490000,False,,,0,,J. Williams STEAL (1 STL),[1631119],1610612760.0,OKC,,,,,,,Mid-Range,16-24 Left Center,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,
153,PT00M48.90S,2025-11-22T03:38:17.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628983,6.389618922470433,45.588235294117645,1610612760,39,27,2025-11-22T03:38:21Z,1500000,False,22.0,8.0,1,left,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,,,,Restricted Area,0-8 Center,2.34,Missed,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,
154,PT00M47.10S,2025-11-22T03:38:18.9Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,39,27,2025-11-22T03:38:21Z,1510000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:2),[1642271],1610612762.0,UTA,,,,,,,Restricted Area,0-8 Center,,,,Filipowski,K. Filipowski,,,,153.0,3.0,2.0,1.0,,,,,,,,,,,
155,PT00M35.40S,2025-11-22T03:38:32.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642268,92.19776609724047,51.225490196078425,1610612762,41,27,2025-11-22T03:38:38Z,1520000,False,6.0,21.0,1,right,I. Collier driving Layup (5 PTS),[1642268],1610612762.0,UTA,driving,,,,,,Restricted Area,0-8 Center,2.17,Made,5.0,Collier,I. Collier,,,,,,,,,,,,,,,,,,
156,PT00M28.00S,2025-11-22T03:38:45.7Z,1,REGULAR,3pt,Jump Shot,[],1630198,30.699737187910642,25.49019607843137,1610612760,41,30,2025-11-22T03:38:49Z,1530000,False,123.0,236.0,1,left,I. Joe 26' 3PT  (6 PTS) (S. Gilgeous-Alexander 4 AST),"[1630198, 1628983]",1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,26.6,Made,6.0,Joe,I. Joe,S. Gilgeous-Alexander,1628983.0,4.0,,,,,,,,,,,,,,,
158,PT00M04.50S,2025-11-22T03:39:12.7Z,1,REGULAR,3pt,Jump Shot,[],201567,85.62746386333771,4.166666666666666,1610612762,44,30,2025-11-22T03:39:17Z,1550000,False,-229.0,83.0,1,right,K. Love 24' 3PT  (12 PTS) (I. Collier 2 AST),"[201567, 1642268]",1610612762.0,UTA,,,,,,,Left Corner 3,24+ Left,24.36,Made,12.0,Love,K. Love,I. Collier,1642268.0,2.0,,,,,,,,,,,,,,,
160,PT00M00.00S,2025-11-22T03:39:20.1Z,1,REGULAR,heave,,[],0,,,1610612760,44,30,2025-11-22T03:39:26Z,1570000,False,,,0,,OKC Heave,[],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,47.87,,,,,,,,,,,,,,,,,,,,,,
161,PT00M00.00S,2025-11-22T03:39:22.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,44,30,2025-11-22T03:39:22Z,1580000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,160.0,,,,,,,,,,,,,,
162,PT00M00.00S,2025-11-22T03:39:27.3Z,1,REGULAR,period,end,[],0,,,1610612760,44,30,2025-11-22T03:39:27Z,1590000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2025-11-22T03:41:32.8Z,2,REGULAR,substitution,out,['startperiod'],1642262,,,1610612760,44,30,2025-11-22T03:41:58Z,1600000,False,,,0,,SUB out: C. Williams,[1642262],1610612762.0,UTA,,,,,,,,,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2025-11-22T03:41:32.8Z,2,REGULAR,substitution,out,['startperiod'],1642271,,,1610612760,44,30,2025-11-22T03:41:58Z,1610000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,,,,,,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2025-11-22T03:41:32.8Z,2,REGULAR,substitution,out,['startperiod'],201567,,,1610612760,44,30,2025-11-22T03:41:58Z,1620000,False,,,0,,SUB out: K. Love,[201567],1610612762.0,UTA,,,,,,,,,,,,Love,K. Love,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2025-11-22T03:41:32.8Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,44,30,2025-11-22T03:41:58Z,1630000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,,,,,,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2025-11-22T03:41:32.8Z,2,REGULAR,substitution,out,['startperiod'],1631119,,,1610612760,44,30,2025-11-22T03:41:58Z,1640000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,,,,,,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2025-11-22T03:41:32.8Z,2,REGULAR,substitution,out,['startperiod'],1630198,,,1610612760,44,30,2025-11-22T03:41:58Z,1650000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,,,,,,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2025-11-22T03:41:32.8Z,2,REGULAR,substitution,in,['startperiod'],1642846,,,1610612760,44,30,2025-11-22T03:41:58Z,1660000,False,,,0,,SUB in: A. Bailey,[1642846],1610612762.0,UTA,,,,,,,,,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2025-11-22T03:41:32.8Z,2,REGULAR,substitution,in,['startperiod'],203994,,,1610612760,44,30,2025-11-22T03:41:58Z,1670000,False,,,0,,SUB in: J. Nurkić,[203994],1610612762.0,UTA,,,,,,,,,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2025-11-22T03:41:32.8Z,2,REGULAR,substitution,in,['startperiod'],1641729,,,1610612760,44,30,2025-11-22T03:41:58Z,1680000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,,,,,,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2025-11-22T03:41:32.8Z,2,REGULAR,substitution,in,['startperiod'],1628392,,,1610612760,44,30,2025-11-22T03:41:58Z,1690000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612760.0,OKC,,,,,,,,,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2025-11-22T03:41:32.8Z,2,REGULAR,substitution,in,['startperiod'],1631096,,,1610612760,44,30,2025-11-22T03:41:58Z,1700000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,,,,,,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2025-11-22T03:41:32.8Z,2,REGULAR,substitution,in,['startperiod'],1641717,,,1610612760,44,30,2025-11-22T03:41:58Z,1710000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,,,,,,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2025-11-22T03:42:05.7Z,2,REGULAR,period,start,[],0,,,1610612760,44,30,2025-11-22T03:42:05Z,1720000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M41.00S,2025-11-22T03:42:24.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642349,18.2161629434954,55.14705882352941,1610612760,44,30,2025-11-22T03:42:30Z,1730000,False,-26.0,119.0,1,left,MISS A. Mitchell 12' driving floating Shot,[1642349],1610612760.0,OKC,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,12.15,Missed,,Mitchell,A. Mitchell,,,,,,,,,,,,,,,,,,
