actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
173,PT12M00.00S,2025-11-14T02:44:46.4Z,2,REGULAR,substitution,in,['startperiod'],1642846,,,1610612762,33,42,2025-11-14T02:45:09Z,1730000,False,,,0,,SUB in: A. Bailey,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2025-11-14T02:44:46.4Z,2,REGULAR,substitution,in,['startperiod'],1642854,,,1610612762,33,42,2025-11-14T02:45:09Z,1740000,False,,,0,,SUB in: A. Newell,[1642854],1610612737.0,ATL,,,,Newell,A. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2025-11-14T02:45:30.7Z,2,REGULAR,period,start,[],0,,,1610612737,33,42,2025-11-14T02:45:30Z,1750000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M44.00S,2025-11-14T02:45:46.2Z,2,REGULAR,turnover,bad pass,[],1630168,,,1610612737,33,42,2025-11-14T02:45:52Z,1760000,False,,,0,,O. Okongwu bad pass TURNOVER (1 TO),"[1630168, 1642846]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Right Corner 3,24+ Right,,,,,,,,1.0,,,,,,Bailey,1642846.0,,,,,
177,PT11M44.00S,2025-11-14T02:45:46.2Z,2,REGULAR,steal,,[],1642846,,,1610612762,33,42,2025-11-14T02:45:47Z,1770000,False,,,0,,A. Bailey STEAL (1 STL),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
178,PT11M39.00S,2025-11-14T02:45:50.8Z,2,REGULAR,turnover,lost ball,[],1642846,,,1610612762,33,42,2025-11-14T02:45:59Z,1780000,False,,,0,,A. Bailey lost ball TURNOVER (2 TO),"[1642846, 1630811]",1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,2.0,,,,,,Wallace,1630811.0,,,,,
179,PT11M39.00S,2025-11-14T02:45:50.8Z,2,REGULAR,steal,,[],1630811,,,1610612737,33,42,2025-11-14T02:45:52Z,1790000,False,,,0,,K. Wallace STEAL (1 STL),[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
180,PT11M25.00S,2025-11-14T02:46:04.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630811,32.276609724047304,55.392156862745104,1610612737,33,42,2025-11-14T02:46:10Z,1800000,False,-27.0,251.0,1,left,MISS K. Wallace 25' 3PT,[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,Above the Break 3,24+ Center,25.23,Missed,,,,,,,,,,,,,,,,,,
181,PT11M22.00S,2025-11-14T02:46:07.9Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,33,42,2025-11-14T02:46:10Z,1810000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,180.0,4.0,3.0,1.0,,,,,,,,,,,,,,
182,PT11M22.00S,2025-11-14T02:46:09.9Z,2,REGULAR,foul,personal,['2freethrow'],1642846,,,1610612737,33,42,2025-11-14T02:46:20Z,1820000,False,,,0,,A. Bailey shooting personal FOUL (1 PF) (Okongwu 2 FT),"[1642846, 1630168]",1610612762.0,UTA,shooting,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,,,,,,,204059.0,,,1.0,0.0,Okongwu,1630168.0,,,,,,,
184,PT11M22.00S,2025-11-14T02:46:41.6Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1630168,,,1610612737,33,43,2025-11-14T02:46:41Z,1840000,False,,,0,,O. Okongwu Free Throw 1 of 2 (7 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
185,PT11M22.00S,2025-11-14T02:46:57.7Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1630168,,,1610612737,33,44,2025-11-14T02:46:57Z,1850000,False,,,0,,O. Okongwu Free Throw 2 of 2 (8 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
186,PT11M05.00S,2025-11-14T02:47:16.5Z,2,REGULAR,turnover,bad pass,[],1641729,,,1610612762,33,44,2025-11-14T02:47:40Z,1860000,False,,,0,,B. Sensabaugh bad pass TURNOVER (1 TO),"[1641729, 1630168]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,,,,,,Okongwu,1630168.0,,,,,
187,PT11M05.00S,2025-11-14T02:47:16.5Z,2,REGULAR,steal,,[],1630168,,,1610612737,33,44,2025-11-14T02:47:18Z,1870000,False,,,0,,O. Okongwu STEAL (1 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
188,PT10M58.00S,2025-11-14T02:47:23.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630249,26.62614980289093,19.607843137254903,1610612737,33,47,2025-11-14T02:47:29Z,1880000,False,152.0,198.0,1,left,V. Krejčí 24' 3PT step back (5 PTS) (K. Wallace 2 AST),"[1630249, 1630811]",1610612737.0,ATL,step back,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Right Center,24.95,Made,,,,,,,5.0,,,,,,,K. Wallace,1630811.0,2.0,,
189,PT10M41.00S,2025-11-14T02:47:39.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642268,92.32917214191852,57.107843137254896,1610612762,33,47,2025-11-14T02:47:45Z,1890000,False,36.0,20.0,1,right,MISS I. Collier driving Layup - blocked,"[1642268, 1642854]",1610612762.0,UTA,driving,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,4.06,Missed,,,,,,,,,,,,,,,,,Newell,1642854.0
190,PT10M41.00S,2025-11-14T02:47:39.9Z,2,REGULAR,block,,[],1642854,,,1610612762,33,47,2025-11-14T02:47:41Z,1900000,False,,,0,,A. Newell BLOCK (1 BLK),[1642854],1610612737.0,ATL,,,,Newell,A. Newell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
191,PT10M39.00S,2025-11-14T02:47:41.9Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,33,47,2025-11-14T02:47:45Z,1910000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:4),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,189.0,5.0,4.0,1.0,,,,,,,,,,,,,,
192,PT10M31.00S,2025-11-14T02:47:50.3Z,2,REGULAR,3pt,Jump Shot,[],1642854,7.5722733245729295,95.83333333333334,1610612737,33,47,2025-11-14T02:47:54Z,1920000,False,-229.0,19.0,1,left,MISS A. Newell 3PT,[1642854],1610612737.0,ATL,,,,Newell,A. Newell,,,,,Left Corner 3,24+ Left,23.0,Missed,,,,,,,,,,,,,,,,,,
193,PT10M29.00S,2025-11-14T02:47:52.3Z,2,REGULAR,rebound,defensive,[],1642268,,,1610612762,33,47,2025-11-14T02:47:54Z,1930000,False,,,0,,I. Collier REBOUND (Off:0 Def:1),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Left Corner 3,24+ Left,,,192.0,1.0,1.0,0.0,,,,,,,,,,,,,,
194,PT10M19.00S,2025-11-14T02:48:03.0Z,2,REGULAR,3pt,Jump Shot,[],1641729,78.0059132720105,6.127450980392156,1610612762,33,47,2025-11-14T02:48:08Z,1940000,False,-219.0,154.0,1,right,MISS B. Sensabaugh 26' 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,26.82,Missed,,,,,,,,,,,,,,,,,,
195,PT10M16.00S,2025-11-14T02:48:06.0Z,2,REGULAR,rebound,defensive,[],1630811,,,1610612737,33,47,2025-11-14T02:48:08Z,1950000,False,,,0,,K. Wallace REBOUND (Off:0 Def:2),[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,Above the Break 3,24+ Left Center,,,194.0,2.0,2.0,0.0,,,,,,,,,,,,,,
196,PT10M12.00S,2025-11-14T02:48:09.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630249,31.750985545335087,62.5,1610612737,33,50,2025-11-14T02:48:17Z,1960000,False,-62.0,246.0,1,left,V. Krejčí 25' 3PT running (8 PTS) (K. Wallace 3 AST),"[1630249, 1630811]",1610612737.0,ATL,running,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Center,25.38,Made,,,,,,,8.0,,,,,,,K. Wallace,1630811.0,3.0,,
198,PT09M46.00S,2025-11-14T02:48:35.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,90.48948751642575,51.9607843137255,1610612762,35,50,2025-11-14T02:48:38Z,1980000,False,10.0,37.0,1,right,J. Nurkić Layup (4 PTS),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,3.82,Made,,,,,,,4.0,,,,,,,,,,,
199,PT09M39.00S,2025-11-14T02:48:41.6Z,2,REGULAR,3pt,Jump Shot,[],1630249,30.962549277266753,70.34313725490196,1610612737,35,53,2025-11-14T02:48:47Z,1990000,False,-102.0,239.0,1,left,V. Krejčí 25' 3PT  (11 PTS) (K. Wallace 4 AST),"[1630249, 1630811]",1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Left Center,25.93,Made,,,,,,,11.0,,,,,,,K. Wallace,1630811.0,4.0,,
201,PT09M20.00S,2025-11-14T02:49:01.1Z,2,REGULAR,3pt,Jump Shot,[],1642846,93.51182654402102,93.87254901960785,1610612762,38,53,2025-11-14T02:49:05Z,2010000,False,219.0,8.0,1,right,A. Bailey 3PT  (5 PTS) (L. Markkanen 1 AST),"[1642846, 1628374]",1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Right Corner 3,24+ Right,21.96,Made,,,,,,,5.0,,,,,,,L. Markkanen,1628374.0,1.0,,
203,PT09M09.00S,2025-11-14T02:49:12.2Z,2,REGULAR,3pt,Jump Shot,[],1630168,30.305519053876477,28.921568627450984,1610612737,38,53,2025-11-14T02:49:16Z,2030000,False,105.0,232.0,1,left,MISS O. Okongwu 25' 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Right Center,25.52,Missed,,,,,,,,,,,,,,,,,,
204,PT09M06.00S,2025-11-14T02:49:15.2Z,2,REGULAR,rebound,defensive,[],203994,,,1610612762,38,53,2025-11-14T02:49:16Z,2040000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:3),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Right Center,,,203.0,3.0,3.0,0.0,,,,,,,,,,,,,,
205,PT09M00.00S,2025-11-14T02:49:20.8Z,2,REGULAR,3pt,Jump Shot,[],203994,67.88764783180025,44.11764705882353,1610612762,41,53,2025-11-14T02:49:25Z,2050000,False,-29.0,249.0,1,right,J. Nurkić 25' 3PT  (7 PTS) (I. Collier 4 AST),"[203994, 1642268]",1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Center,25.11,Made,,,,,,,7.0,,,,,,,I. Collier,1642268.0,4.0,,
207,PT08M42.00S,2025-11-14T02:49:39.6Z,2,REGULAR,turnover,bad pass,[],1628379,,,1610612737,41,53,2025-11-14T02:49:45Z,2070000,False,,,0,,L. Kennard bad pass TURNOVER (1 TO),"[1628379, 203994]",1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,,,,,,Nurkić,203994.0,,,,,
208,PT08M42.00S,2025-11-14T02:49:39.6Z,2,REGULAR,steal,,[],203994,,,1610612762,41,53,2025-11-14T02:49:41Z,2080000,False,,,0,,J. Nurkić STEAL (1 STL),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
209,PT08M38.00S,2025-11-14T02:49:43.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642268,91.67214191852825,43.13725490196079,1610612762,43,53,2025-11-14T02:49:49Z,2090000,False,-34.0,26.0,1,right,I. Collier running Layup (2 PTS),[1642268],1610612762.0,UTA,running,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,4.29,Made,,,,,,,2.0,,,,,,,,,,,
210,PT08M11.00S,2025-11-14T02:50:09.6Z,2,REGULAR,3pt,Jump Shot,[],1628379,26.757555847568987,19.11764705882353,1610612737,43,53,2025-11-14T02:50:13Z,2100000,False,154.0,199.0,1,left,MISS L. Kennard 25' pullup 3PT,[1628379],1610612737.0,ATL,pullup,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,25.19,Missed,,,,,,,,,,,,,,,,,,
211,PT08M10.00S,2025-11-14T02:50:10.6Z,2,REGULAR,rebound,defensive,[],203994,,,1610612762,43,53,2025-11-14T02:50:13Z,2110000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:4),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Right Center,,,210.0,4.0,4.0,0.0,,,,,,,,,,,,,,
212,PT08M06.00S,2025-11-14T02:50:16.1Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1642846,92.9862023653088,53.431372549019606,1610612762,45,53,2025-11-14T02:50:44Z,2120000,False,17.0,13.0,1,right,A. Bailey running DUNK (7 PTS) (B. Sensabaugh 1 AST),"[1642846, 1641729]",1610612762.0,UTA,running,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,2.18,Made,,,,,,,7.0,,,,,,,B. Sensabaugh,1641729.0,1.0,,
214,PT08M06.00S,2025-11-14T02:50:22.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,45,53,2025-11-14T02:50:22Z,2140000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M06.00S,2025-11-14T02:52:27.8Z,2,REGULAR,substitution,out,[],1642268,,,1610612737,45,53,2025-11-14T02:53:15Z,2150000,False,,,0,,SUB out: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M06.00S,2025-11-14T02:52:27.8Z,2,REGULAR,substitution,out,[],1628374,,,1610612737,45,53,2025-11-14T02:53:15Z,2160000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M06.00S,2025-11-14T02:52:27.8Z,2,REGULAR,substitution,out,[],203994,,,1610612737,45,53,2025-11-14T02:53:15Z,2170000,False,,,0,,SUB out: J. Nurkić,[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M06.00S,2025-11-14T02:52:27.8Z,2,REGULAR,substitution,in,[],1642271,,,1610612737,45,53,2025-11-14T02:53:15Z,2180000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M06.00S,2025-11-14T02:52:27.8Z,2,REGULAR,substitution,in,[],201567,,,1610612737,45,53,2025-11-14T02:53:15Z,2190000,False,,,0,,SUB in: K. Love,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M06.00S,2025-11-14T02:52:27.8Z,2,REGULAR,substitution,in,[],1641718,,,1610612737,45,53,2025-11-14T02:53:15Z,2200000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M06.00S,2025-11-14T02:52:27.8Z,2,REGULAR,substitution,out,[],1630811,,,1610612737,45,53,2025-11-14T02:53:26Z,2210000,False,,,0,,SUB out: K. Wallace,[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M06.00S,2025-11-14T02:52:27.8Z,2,REGULAR,substitution,out,[],1628379,,,1610612737,45,53,2025-11-14T02:53:26Z,2220000,False,,,0,,SUB out: L. Kennard,[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M06.00S,2025-11-14T02:52:27.8Z,2,REGULAR,substitution,out,[],1630168,,,1610612737,45,53,2025-11-14T02:53:26Z,2230000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M06.00S,2025-11-14T02:52:27.8Z,2,REGULAR,substitution,out,[],1642854,,,1610612737,45,53,2025-11-14T02:53:26Z,2240000,False,,,0,,SUB out: A. Newell,[1642854],1610612737.0,ATL,,,,Newell,A. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M06.00S,2025-11-14T02:52:27.8Z,2,REGULAR,substitution,in,[],1630700,,,1610612737,45,53,2025-11-14T02:53:26Z,2250000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M06.00S,2025-11-14T02:52:27.8Z,2,REGULAR,substitution,in,[],1630552,,,1610612737,45,53,2025-11-14T02:53:26Z,2260000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M06.00S,2025-11-14T02:52:27.8Z,2,REGULAR,substitution,in,[],1629638,,,1610612737,45,53,2025-11-14T02:53:26Z,2270000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M06.00S,2025-11-14T02:52:27.8Z,2,REGULAR,substitution,in,[],1631243,,,1610612737,45,53,2025-11-14T02:53:26Z,2280000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M55.00S,2025-11-14T02:53:38.0Z,2,REGULAR,3pt,Jump Shot,[],1631243,6.389618922470433,3.9215686274509802,1610612737,45,53,2025-11-14T02:53:42Z,2290000,False,230.0,8.0,1,left,MISS M. Gueye 3PT,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Right Corner 3,24+ Right,23.05,Missed,,,,,,,,,,,,,,,,,,
231,PT07M51.00S,2025-11-14T02:53:42.0Z,2,REGULAR,rebound,defensive,[],1642271,,,1610612762,45,53,2025-11-14T02:53:42Z,2300000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:4),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Right Corner 3,24+ Right,,,230.0,5.0,4.0,1.0,,,,,,,,,,,,,,
232,PT07M42.00S,2025-11-14T02:53:50.7Z,2,REGULAR,turnover,lost ball,[],1642846,,,1610612762,45,53,2025-11-14T02:54:08Z,2310000,False,,,0,,A. Bailey lost ball TURNOVER (3 TO),"[1642846, 1630552]",1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,3.0,,,,,,Johnson,1630552.0,,,,,
233,PT07M42.00S,2025-11-14T02:53:50.7Z,2,REGULAR,steal,,[],1630552,,,1610612737,45,53,2025-11-14T02:53:52Z,2320000,False,,,0,,J. Johnson STEAL (3 STL),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
234,PT07M37.00S,2025-11-14T02:53:55.9Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631243,6.915243101182654,45.34313725490196,1610612737,45,55,2025-11-14T03:48:55Z,2330000,False,23.0,13.0,1,left,M. Gueye running alley-oop DUNK (6 PTS) (J. Johnson 5 AST),"[1631243, 1630552]",1610612737.0,ATL,running alley-oop,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,2.64,Made,,,,,,,6.0,,,,,,,J. Johnson,1630552.0,5.0,,
236,PT07M13.00S,2025-11-14T02:54:20.4Z,2,REGULAR,3pt,Jump Shot,[],1641718,68.01905387647832,38.970588235294116,1610612762,45,55,2025-11-14T02:54:24Z,2350000,False,-55.0,248.0,1,right,MISS K. George 25' step back 3PT,[1641718],1610612762.0,UTA,step back,,,George,K. George,,,,,Above the Break 3,24+ Center,25.41,Missed,,,,,,,,,,,,,,,,,,
237,PT07M10.00S,2025-11-14T02:54:23.4Z,2,REGULAR,rebound,defensive,[],1630249,,,1610612737,45,55,2025-11-14T02:54:24Z,2360000,False,,,0,,V. Krejčí REBOUND (Off:0 Def:1),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Center,,,236.0,1.0,1.0,0.0,,,,,,,,,,,,,,
238,PT07M06.00S,2025-11-14T02:54:26.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630249,28.991458607095925,20.833333333333336,1610612737,45,58,2025-11-14T02:54:33Z,2370000,False,146.0,220.0,1,left,V. Krejčí 26' 3PT running pullup (14 PTS),[1630249],1610612737.0,ATL,running pullup,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Right Center,26.39,Made,,,,,,,14.0,,,,,,,,,,,
239,PT06M46.00S,2025-11-14T02:54:46.6Z,2,REGULAR,turnover,lost ball,[],1641729,,,1610612762,45,58,2025-11-14T02:54:49Z,2380000,False,,,0,,B. Sensabaugh lost ball TURNOVER (2 TO),"[1641729, 1630249]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Mid-Range,8-16 Right,,,,,,,,2.0,,,,,,Krejčí,1630249.0,,,,,
240,PT06M46.00S,2025-11-14T02:54:46.6Z,2,REGULAR,steal,,[],1630249,,,1610612737,45,58,2025-11-14T02:54:48Z,2390000,False,,,0,,V. Krejčí STEAL (1 STL),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
241,PT06M42.00S,2025-11-14T02:54:50.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629638,18.347568988173457,4.6568627450980395,1610612737,45,58,2025-11-14T02:55:11Z,2400000,False,227.0,120.0,1,left,MISS N. Alexander-Walker 25' running 3PT,[1629638],1610612737.0,ATL,running,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,25.65,Missed,,,,,,,,,,,,,,,,,,
242,PT06M40.00S,2025-11-14T02:54:52.9Z,2,REGULAR,rebound,defensive,[],1641729,,,1610612762,45,58,2025-11-14T02:54:55Z,2410000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:1),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,,,241.0,1.0,1.0,0.0,,,,,,,,,,,,,,
243,PT06M32.00S,2025-11-14T02:55:01.6Z,2,REGULAR,3pt,Jump Shot,[],1642846,71.43561103810775,73.2843137254902,1610612762,48,58,2025-11-14T02:55:05Z,2420000,False,116.0,216.0,1,right,A. Bailey 24' 3PT  (10 PTS) (K. Filipowski 2 AST),"[1642846, 1642271]",1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Right Center,24.54,Made,,,,,,,10.0,,,,,,,K. Filipowski,1642271.0,2.0,,
245,PT06M22.00S,2025-11-14T02:55:10.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,6.915243101182654,58.57843137254902,1610612737,48,58,2025-11-14T02:55:15Z,2440000,False,-43.0,13.0,1,left,MISS N. Alexander-Walker driving Layup - blocked,"[1629638, 1642271]",1610612737.0,ATL,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,4.47,Missed,,,,,,,,,,,,,,,,,Filipowski,1642271.0
246,PT06M22.00S,2025-11-14T02:55:10.5Z,2,REGULAR,block,,[],1642271,,,1610612737,48,58,2025-11-14T02:55:12Z,2450000,False,,,0,,K. Filipowski BLOCK (1 BLK),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
247,PT06M19.00S,2025-11-14T02:55:13.5Z,2,REGULAR,rebound,offensive,[],1630700,,,1610612737,48,58,2025-11-14T02:55:15Z,2460000,False,,,0,,D. Daniels REBOUND (Off:1 Def:0),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,245.0,1.0,0.0,1.0,,,,,,,,,,,,,,
248,PT06M17.00S,2025-11-14T02:55:15.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630249,25.443495400788436,13.970588235294118,1610612737,48,61,2025-11-14T02:55:19Z,2470000,False,180.0,187.0,1,left,V. Krejčí 25' 3PT  (17 PTS) (M. Gueye 1 AST),"[1630249, 1631243]",1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Right Center,25.94,Made,,,,,,,17.0,,,,,,,M. Gueye,1631243.0,1.0,,
250,PT06M05.00S,2025-11-14T02:55:27.1Z,2,REGULAR,3pt,Jump Shot,[],1641729,77.34888304862024,5.88235294117647,1610612762,51,61,2025-11-14T02:55:30Z,2490000,False,-221.0,160.0,1,right,B. Sensabaugh 27' 3PT  (3 PTS) (K. Filipowski 3 AST),"[1641729, 1642271]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,27.27,Made,,,,,,,3.0,,,,,,,K. Filipowski,1642271.0,3.0,,
252,PT05M46.00S,2025-11-14T02:55:46.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631243,16.770696452036795,52.69607843137255,1610612737,51,63,2025-11-14T02:55:51Z,2510000,False,-13.0,105.0,1,left,M. Gueye 10' turnaround Jump Shot (8 PTS) (N. Alexander-Walker 2 AST),"[1631243, 1629638]",1610612737.0,ATL,turnaround,,,Gueye,M. Gueye,,,,,In The Paint (Non-RA),8-16 Center,10.6,Made,,,,,,,8.0,,,,,,,N. Alexander-Walker,1629638.0,2.0,,
