actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
329,PT00M40.50S,2026-01-11T03:30:26.1Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1641706,,,1610612762,35,77,2026-01-11T03:30:35Z,3230000,False,,,0,,B. Miller shooting personal FOUL (2 PF) (Sensabaugh 1 FT),"[1641706, 1641729]",1610612766.0,CHA,shooting,,,Miller,B. Miller,,,,,202026.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2.0,0.0,Sensabaugh,1641729.0,,
331,PT00M40.50S,2026-01-11T03:30:58.1Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1641729,,,1610612762,36,77,2026-01-11T03:30:58Z,3250000,False,,,0,,B. Sensabaugh Free Throw 1 of 1 (11 PTS),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,
332,PT00M34.80S,2026-01-11T03:31:05.5Z,2,REGULAR,3pt,Jump Shot,[],1630163,77.4802890932983,91.42156862745098,1610612766,36,77,2026-01-11T03:34:55Z,3260000,False,207.0,159.0,1,right,MISS L. Ball 26' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,,Above the Break 3,24+ Right Center,26.12,Missed,,,,,,,,,,,,,,,,,
333,PT00M32.10S,2026-01-11T03:31:08.2Z,2,REGULAR,rebound,defensive,[],1642271,,,1610612762,36,77,2026-01-11T03:31:09Z,3270000,False,,,0,,K. Filipowski REBOUND (Off:2 Def:3),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,Above the Break 3,24+ Right Center,,,,,,,332.0,5.0,3.0,2.0,,,,,,,,,
334,PT00M27.50S,2026-01-11T03:31:12.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642268,7.703679369250986,56.61764705882353,1610612762,36,77,2026-01-11T03:35:59Z,3280000,False,-33.0,20.0,1,left,MISS I. Collier running Layup,[1642268],1610612762.0,UTA,running,,,Collier,I. Collier,,,,,,Restricted Area,0-8 Center,3.86,Missed,,,,,,,,,,,,,,,,,
335,PT00M24.80S,2026-01-11T03:31:15.6Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,36,77,2026-01-11T03:31:17Z,3290000,False,,,0,,M. Bridges REBOUND (Off:0 Def:5),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Restricted Area,0-8 Center,,,,,,,334.0,5.0,5.0,0.0,,,,,,,,,
336,PT00M04.70S,2026-01-11T03:31:36.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,89.30683311432325,64.70588235294117,1610612766,36,77,2026-01-11T03:31:41Z,3300000,False,74.0,48.0,1,right,MISS L. Ball 8' driving floating bank Shot,[1630163],1610612766.0,CHA,driving floating bank,,,Ball,L. Ball,,,,,,In The Paint (Non-RA),8-16 Right,8.78,Missed,,,,,,,,,,,,,,,,,
337,PT00M02.20S,2026-01-11T03:31:38.4Z,2,REGULAR,rebound,defensive,[],1642271,,,1610612762,36,77,2026-01-11T03:31:38Z,3310000,False,,,0,,K. Filipowski REBOUND (Off:2 Def:4),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,336.0,6.0,4.0,2.0,,,,,,,,,
338,PT00M00.00S,2026-01-11T03:31:41.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642268,7.703679369250986,55.392156862745104,1610612762,38,77,2026-01-11T03:36:53Z,3320000,False,-27.0,20.0,1,left,I. Collier driving Layup (10 PTS) (K. Filipowski 1 AST),"[1642268, 1642271]",1610612762.0,UTA,driving,,,Collier,I. Collier,,,,,,Restricted Area,0-8 Center,3.35,Made,10.0,K. Filipowski,1642271.0,1.0,,,,,,,,,,,,,
340,PT00M00.00S,2026-01-11T03:31:46.9Z,2,REGULAR,period,end,[],0,,,1610612766,38,77,2026-01-11T03:31:46Z,3340000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2026-01-11T03:46:35.8Z,3,REGULAR,substitution,out,['startperiod'],1642268,,,1610612766,38,77,2026-01-11T03:47:18Z,3350000,False,,,0,,SUB out: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2026-01-11T03:46:35.8Z,3,REGULAR,substitution,out,['startperiod'],1642271,,,1610612766,38,77,2026-01-11T03:47:18Z,3360000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2026-01-11T03:46:35.8Z,3,REGULAR,substitution,out,['startperiod'],203937,,,1610612766,38,77,2026-01-11T03:47:18Z,3370000,False,,,0,,SUB out: K. Anderson,[203937],1610612762.0,UTA,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2026-01-11T03:46:35.8Z,3,REGULAR,substitution,out,['startperiod'],1642883,,,1610612766,38,77,2026-01-11T03:47:18Z,3380000,False,,,0,,SUB out: S. James,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2026-01-11T03:46:35.8Z,3,REGULAR,substitution,out,['startperiod'],1641750,,,1610612766,38,77,2026-01-11T03:47:18Z,3390000,False,,,0,,SUB out: R. Kalkbrenner,[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2026-01-11T03:46:35.8Z,3,REGULAR,substitution,in,['startperiod'],1642262,,,1610612766,38,77,2026-01-11T03:47:18Z,3400000,False,,,0,,SUB in: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2026-01-11T03:46:35.8Z,3,REGULAR,substitution,in,['startperiod'],1641707,,,1610612766,38,77,2026-01-11T03:47:18Z,3410000,False,,,0,,SUB in: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2026-01-11T03:46:35.8Z,3,REGULAR,substitution,in,['startperiod'],201567,,,1610612766,38,77,2026-01-11T03:47:18Z,3420000,False,,,0,,SUB in: K. Love,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2026-01-11T03:46:35.8Z,3,REGULAR,substitution,in,['startperiod'],1642851,,,1610612766,38,77,2026-01-11T03:47:18Z,3430000,False,,,0,,SUB in: K. Knueppel,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2026-01-11T03:46:35.8Z,3,REGULAR,substitution,in,['startperiod'],1631217,,,1610612766,38,77,2026-01-11T03:47:18Z,3440000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2026-01-11T03:47:52.2Z,3,REGULAR,period,start,[],0,,,1610612762,38,77,2026-01-11T03:47:52Z,3450000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT11M45.00S,2026-01-11T03:48:06.7Z,3,REGULAR,turnover,bad pass,[],1641718,,,1610612762,38,77,2026-01-11T03:48:10Z,3460000,False,,,0,,K. George bad pass TURNOVER (4 TO),"[1641718, 1641706]",1610612762.0,UTA,,,,George,K. George,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,4.0,,,,,Miller,1641706.0
354,PT11M45.00S,2026-01-11T03:48:06.7Z,3,REGULAR,steal,,[],1641706,,,1610612766,38,77,2026-01-11T03:48:08Z,3470000,False,,,0,,B. Miller STEAL (3 STL),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
355,PT11M27.00S,2026-01-11T03:48:24.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641706,11.383048620236531,49.50980392156863,1610612766,38,79,2026-01-11T03:48:29Z,3480000,False,2.0,55.0,1,left,B. Miller driving finger roll Layup (14 PTS) (K. Knueppel 5 AST),"[1641706, 1642851]",1610612766.0,CHA,driving finger roll,,,Miller,B. Miller,,,,,,In The Paint (Non-RA),0-8 Center,5.46,Made,14.0,K. Knueppel,1642851.0,5.0,,,,,,,,,,,,,
357,PT11M13.00S,2026-01-11T03:48:38.3Z,3,REGULAR,3pt,Jump Shot,[],1641729,67.36202365308804,58.82352941176471,1610612762,41,79,2026-01-11T03:48:42Z,3500000,False,44.0,254.0,1,right,B. Sensabaugh 25' 3PT  (14 PTS) (K. George 3 AST),"[1641729, 1641718]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,Above the Break 3,24+ Center,25.81,Made,14.0,K. George,1641718.0,3.0,,,,,,,,,,,,,
359,PT11M03.00S,2026-01-11T03:48:50.7Z,3,REGULAR,foul,offensive,[],1631217,,,1610612766,41,79,2026-01-11T03:50:49Z,3520000,False,,,0,,M. Diabaté charge offensive FOUL (2 PF),"[1631217, 201567]",1610612766.0,CHA,charge,,,Diabaté,M. Diabaté,,,,,1627534.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,2.0,0.0,Love,201567.0,,
363,PT11M03.00S,2026-01-11T03:48:50.7Z,3,REGULAR,turnover,offensive foul,[],1631217,,,1610612766,41,79,2026-01-11T03:48:50Z,3535000,False,,,0,,M. Diabaté offensive foul TURNOVER (1 TO),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,1627534.0,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,,,,,,
361,PT11M03.00S,2026-01-11T03:49:10.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,41,79,2026-01-11T03:48:50Z,3540000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT10M50.00S,2026-01-11T03:52:16.7Z,3,REGULAR,turnover,lost ball,[],1641718,,,1610612762,41,79,2026-01-11T03:52:19Z,3560000,False,,,0,,K. George lost ball TURNOVER (5 TO),"[1641718, 1642851]",1610612762.0,UTA,,,,George,K. George,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,5.0,,,,,Knueppel,1642851.0
365,PT10M50.00S,2026-01-11T03:52:16.7Z,3,REGULAR,steal,,[],1642851,,,1610612766,41,79,2026-01-11T03:52:18Z,3570000,False,,,0,,K. Knueppel STEAL (3 STL),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,
366,PT10M46.00S,2026-01-11T03:52:21.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641706,9.806176084099869,53.431372549019606,1610612766,41,81,2026-01-11T03:52:27Z,3580000,False,-17.0,40.0,1,left,B. Miller running DUNK (16 PTS) (K. Knueppel 6 AST),"[1641706, 1642851]",1610612766.0,CHA,running,,,Miller,B. Miller,,,,,,Restricted Area,0-8 Center,4.33,Made,16.0,K. Knueppel,1642851.0,6.0,,,,,,,,,,,,,
368,PT10M32.00S,2026-01-11T03:52:34.1Z,3,REGULAR,2pt,Jump Shot,[],1641729,79.31997371879106,33.57843137254902,1610612762,43,81,2026-01-11T03:52:38Z,3600000,False,-82.0,142.0,1,right,B. Sensabaugh 16' pullup Jump Shot (16 PTS) (K. George 4 AST),"[1641729, 1641718]",1610612762.0,UTA,pullup,,,Sensabaugh,B. Sensabaugh,,,,,,Mid-Range,16-24 Left Center,16.39,Made,16.0,K. George,1641718.0,4.0,,,,,,,,,,,,,
370,PT10M19.00S,2026-01-11T03:52:47.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,8.754927726675426,41.66666666666667,1610612766,43,83,2026-01-11T03:52:50Z,3620000,False,42.0,30.0,1,left,M. Bridges driving Layup (13 PTS) (L. Ball 4 AST),"[1628970, 1630163]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,,In The Paint (Non-RA),0-8 Center,5.13,Made,13.0,L. Ball,1630163.0,4.0,,,,,,,,,,,,,
371,PT10M06.00S,2026-01-11T03:53:01.1Z,3,REGULAR,2pt,Jump Shot,[],1642262,94.82588699080158,66.17647058823529,1610612762,45,83,2026-01-11T03:54:02Z,3630000,False,81.0,-4.0,1,right,C. Williams 8' driving floating Jump Shot (8 PTS) (K. George 5 AST),"[1642262, 1641718]",1610612762.0,UTA,driving floating,,,Williams,C. Williams,,,,,,Mid-Range,8-16 Right,8.1,Made,8.0,K. George,1641718.0,5.0,,,,,,,,,,,,,
373,PT09M50.00S,2026-01-11T03:53:16.5Z,3,REGULAR,turnover,backcourt,[],1641706,,,1610612766,45,83,2026-01-11T03:53:27Z,3650000,False,,,0,,B. Miller backcourt TURNOVER (3 TO),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,1627526.0,Left Corner 3,24+ Left,,,,,,,,,,,,,3.0,,,,,,
374,PT09M34.00S,2026-01-11T03:53:53.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1641729,94.69448094612353,2.696078431372549,1610612762,45,83,2026-01-11T03:53:57Z,3660000,False,-237.0,-3.0,1,right,MISS B. Sensabaugh 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,Left Corner 3,24+ Left,23.65,Missed,,,,,,,,,,,,,,,,,
375,PT09M31.00S,2026-01-11T03:53:56.7Z,3,REGULAR,rebound,defensive,[],1631217,,,1610612766,45,83,2026-01-11T03:53:57Z,3670000,False,,,0,,M. Diabaté REBOUND (Off:3 Def:3),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,Left Corner 3,24+ Left,,,,,,,374.0,6.0,3.0,3.0,,,,,,,,,
376,PT09M23.00S,2026-01-11T03:54:06.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641706,7.178055190538765,57.107843137254896,1610612766,45,83,2026-01-11T03:54:37Z,3680000,False,-36.0,15.0,1,left,MISS B. Miller cutting Layup,[1641706],1610612766.0,CHA,cutting,,,Miller,B. Miller,,,,,,Restricted Area,0-8 Center,3.85,Missed,,,,,,,,,,,,,,,,,
377,PT09M15.00S,2026-01-11T03:54:14.0Z,3,REGULAR,rebound,offensive,[],1631217,,,1610612766,45,83,2026-01-11T03:54:36Z,3690000,False,,,0,,M. Diabaté REBOUND (Off:4 Def:3),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,Restricted Area,0-8 Center,,,,,,,376.0,7.0,3.0,4.0,,,,,,,,,
378,PT09M15.00S,2026-01-11T03:54:12.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631217,5.590000152587891,50.0,1610612766,45,85,2026-01-11T03:54:12Z,3700000,False,0.0,0.0,1,left,M. Diabaté putback DUNK (5 PTS),[1631217],1610612766.0,CHA,putback,,,Diabaté,M. Diabaté,,,,,,Mid-Range,8-16 Left,0.0,Made,5.0,,,,,,,,,,,,,,,,
379,PT09M11.00S,2026-01-11T03:54:19.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641729,92.32917214191852,53.18627450980392,1610612762,47,85,2026-01-11T03:54:25Z,3710000,False,16.0,20.0,1,right,B. Sensabaugh driving Layup (18 PTS),[1641729],1610612762.0,UTA,driving,,,Sensabaugh,B. Sensabaugh,,,,,,Restricted Area,0-8 Center,2.52,Made,18.0,,,,,,,,,,,,,,,,
381,PT09M11.00S,2026-01-11T03:54:25.3Z,3,REGULAR,foul,personal,['1freethrow'],1641706,,,1610612762,47,85,2026-01-11T03:54:32Z,3730000,False,,,0,,B. Miller shooting personal FOUL (3 PF) (Sensabaugh 1 FT),"[1641706, 1641729]",1610612766.0,CHA,shooting,,,Miller,B. Miller,,,,,1627526.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,3.0,0.0,Sensabaugh,1641729.0,,
383,PT09M11.00S,2026-01-11T03:54:48.8Z,3,REGULAR,freethrow,1 of 1,[],1641729,,,1610612762,47,85,2026-01-11T03:54:52Z,3750000,False,,,0,,MISS B. Sensabaugh Free Throw 1 of 1,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
384,PT09M07.00S,2026-01-11T03:54:52.8Z,3,REGULAR,rebound,defensive,[],1631217,,,1610612766,47,85,2026-01-11T03:54:52Z,3760000,False,,,0,,M. Diabaté REBOUND (Off:4 Def:4),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,383.0,8.0,4.0,4.0,,,,,,,,,
386,PT08M46.00S,2026-01-11T03:55:34.0Z,3,REGULAR,foul,personal,['2freethrow'],1642262,,,1610612766,47,85,2026-01-11T03:56:13Z,3780000,False,,,0,,C. Williams shooting personal FOUL (1 PF) (Bridges 2 FT),"[1642262, 1628970]",1610612762.0,UTA,shooting,,,Williams,C. Williams,,,,,1627526.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,0.0,Bridges,1628970.0,,
388,PT08M46.00S,2026-01-11T03:56:07.2Z,3,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,47,86,2026-01-11T03:56:07Z,3800000,False,,,0,,M. Bridges Free Throw 1 of 2 (14 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,
389,PT08M46.00S,2026-01-11T03:56:24.8Z,3,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,47,87,2026-01-11T03:56:24Z,3810000,False,,,0,,M. Bridges Free Throw 2 of 2 (15 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,
390,PT08M29.00S,2026-01-11T03:56:44.1Z,3,REGULAR,2pt,Jump Shot,[],1641729,79.45137976346912,25.98039215686275,1610612762,47,87,2026-01-11T03:56:48Z,3820000,False,-120.0,141.0,1,right,MISS B. Sensabaugh 18' pullup Shot,[1641729],1610612762.0,UTA,pullup,,,Sensabaugh,B. Sensabaugh,,,,,,Mid-Range,16-24 Left Center,18.5,Missed,,,,,,,,,,,,,,,,,
391,PT08M26.00S,2026-01-11T03:56:47.1Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,47,87,2026-01-11T03:56:48Z,3830000,False,,,0,,M. Bridges REBOUND (Off:0 Def:6),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Mid-Range,16-24 Left Center,,,,,,,390.0,6.0,6.0,0.0,,,,,,,,,
392,PT08M22.00S,2026-01-11T03:56:52.0Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1641706,6.783837056504599,57.84313725490197,1610612766,47,89,2026-01-11T03:57:49Z,3840000,False,-39.0,11.0,1,left,B. Miller running alley-oop DUNK (18 PTS) (M. Bridges 4 AST),"[1641706, 1628970]",1610612766.0,CHA,running alley-oop,,,Miller,B. Miller,,,,,,Restricted Area,0-8 Center,4.08,Made,18.0,M. Bridges,1628970.0,4.0,,,,,,,,,,,,,
394,PT08M22.00S,2026-01-11T03:56:55.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,47,89,2026-01-11T03:56:55Z,3860000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT08M22.00S,2026-01-11T03:58:32.7Z,3,REGULAR,substitution,out,[],1641718,,,1610612762,47,89,2026-01-11T03:59:50Z,3870000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT08M22.00S,2026-01-11T03:58:32.7Z,3,REGULAR,substitution,out,[],1641729,,,1610612762,47,89,2026-01-11T03:59:50Z,3880000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT08M22.00S,2026-01-11T03:58:32.7Z,3,REGULAR,substitution,out,[],201567,,,1610612762,47,89,2026-01-11T03:59:50Z,3890000,False,,,0,,SUB out: K. Love,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT08M22.00S,2026-01-11T03:58:32.7Z,3,REGULAR,substitution,in,[],1642268,,,1610612762,47,89,2026-01-11T03:59:50Z,3900000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT08M22.00S,2026-01-11T03:58:32.7Z,3,REGULAR,substitution,in,[],1642271,,,1610612762,47,89,2026-01-11T03:59:50Z,3910000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT08M22.00S,2026-01-11T03:58:32.7Z,3,REGULAR,substitution,in,[],1642383,,,1610612762,47,89,2026-01-11T03:59:50Z,3920000,False,,,0,,SUB in: W. Clayton Jr.,[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT08M05.00S,2026-01-11T04:00:09.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641707,92.19776609724047,54.41176470588235,1610612762,49,89,2026-01-11T04:00:12Z,3930000,False,22.0,21.0,1,right,T. Hendricks driving Layup (3 PTS) (I. Collier 2 AST),"[1641707, 1642268]",1610612762.0,UTA,driving,,,Hendricks,T. Hendricks,,,,,,Restricted Area,0-8 Center,3.03,Made,3.0,I. Collier,1642268.0,2.0,,,,,,,,,,,,,
404,PT07M57.00S,2026-01-11T04:00:28.3Z,3,REGULAR,foul,personal,[],1642268,,,1610612766,49,89,2026-01-11T04:00:33Z,3950000,False,,,0,,I. Collier personal FOUL (3 PF),"[1642268, 1631217]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,1627534.0,Mid-Range,8-16 Right,,,,,,,,,,,,,,3.0,0.0,Diabaté,1631217.0,,
406,PT07M51.00S,2026-01-11T04:00:49.2Z,3,REGULAR,3pt,Jump Shot,[],1641706,7.440867279894875,96.32352941176471,1610612766,49,89,2026-01-11T04:01:03Z,3970000,False,-232.0,17.0,1,left,MISS B. Miller 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,Left Corner 3,24+ Left,23.23,Missed,,,,,,,,,,,,,,,,,
407,PT07M48.00S,2026-01-11T04:00:52.2Z,3,REGULAR,rebound,defensive,[],1641707,,,1610612762,49,89,2026-01-11T04:01:03Z,3980000,False,,,0,,T. Hendricks REBOUND (Off:0 Def:1),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,Left Corner 3,24+ Left,,,,,,,406.0,1.0,1.0,0.0,,,,,,,,,
409,PT07M39.00S,2026-01-11T04:01:05.8Z,3,REGULAR,substitution,out,[],1642851,,,1610612762,49,89,2026-01-11T04:01:13Z,4000000,False,,,0,,SUB out: K. Knueppel,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT07M39.00S,2026-01-11T04:01:05.8Z,3,REGULAR,substitution,in,[],1642883,,,1610612762,49,89,2026-01-11T04:01:13Z,4010000,False,,,0,,SUB in: S. James,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT07M37.00S,2026-01-11T04:01:25.8Z,3,REGULAR,foul,personal,['2freethrow'],1630163,,,1610612762,49,89,2026-01-11T04:01:55Z,4020000,False,,,0,,L. Ball shooting personal FOUL (2 PF) (Williams 2 FT),"[1630163, 1642262]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,1627534.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,2.0,0.0,Williams,1642262.0,,
413,PT07M37.00S,2026-01-11T04:01:56.1Z,3,REGULAR,freethrow,1 of 2,[],1642262,,,1610612762,50,89,2026-01-11T04:01:56Z,4040000,False,,,0,,C. Williams Free Throw 1 of 2 (9 PTS),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,
414,PT07M37.00S,2026-01-11T04:02:16.6Z,3,REGULAR,freethrow,2 of 2,[],1642262,,,1610612762,51,89,2026-01-11T04:02:16Z,4050000,False,,,0,,C. Williams Free Throw 2 of 2 (10 PTS),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,
415,PT07M25.00S,2026-01-11T04:02:33.9Z,3,REGULAR,3pt,Jump Shot,[],1630163,4.681340341655716,96.56862745098039,1610612766,51,92,2026-01-11T04:02:38Z,4060000,False,-233.0,-8.0,1,left,L. Ball 3PT  (17 PTS) (M. Bridges 5 AST),"[1630163, 1628970]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Left Corner 3,24+ Left,23.3,Made,17.0,M. Bridges,1628970.0,5.0,,,,,,,,,,,,,
417,PT07M04.00S,2026-01-11T04:02:54.6Z,3,REGULAR,3pt,Jump Shot,[],1642383,73.01248357424441,81.12745098039215,1610612762,51,92,2026-01-11T04:02:59Z,4080000,False,156.0,201.0,1,right,MISS W. Clayton Jr. 25' 3PT,[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,Above the Break 3,24+ Right Center,25.43,Missed,,,,,,,,,,,,,,,,,
418,PT07M01.00S,2026-01-11T04:02:57.6Z,3,REGULAR,rebound,offensive,[],1642262,,,1610612762,51,92,2026-01-11T04:02:59Z,4090000,False,,,0,,C. Williams REBOUND (Off:1 Def:0),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,Above the Break 3,24+ Right Center,,,,,,,417.0,1.0,0.0,1.0,,,,,,,,,
419,PT06M50.00S,2026-01-11T04:03:08.9Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1642268,79.97700394218134,29.166666666666668,1610612762,53,92,2026-01-11T04:03:34Z,4100000,False,-104.0,136.0,1,right,I. Collier 17' step back Jump Shot (12 PTS),[1642268],1610612762.0,UTA,step back,,,Collier,I. Collier,,,,,,Mid-Range,16-24 Left Center,17.11,Made,12.0,,,,,,,,,,,,,,,,
