actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-04-11T01:42:37.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-04-11T01:42:37Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2026-04-11T01:42:39.3Z,1,REGULAR,jumpball,recovered,[],1631113,,,1610612762,0,0,2026-04-11T01:42:39Z,40000,False,,,0,,Jump Ball O. Tshiebwe vs. T. Okani: Tip to K. Chandler,"[1631113, 1631131, 1643253]",1610612762.0,UTA,startperiod,K. Chandler,1631113.0,Chandler,K. Chandler,Tshiebwe,1631131.0,Okani,1643253.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2026-04-11T01:42:55.7Z,1,REGULAR,2pt,Jump Shot,[],1642846,92.9862023653088,21.813725490196077,1610612762,0,0,2026-04-11T01:43:19Z,70000,False,-141.0,13.0,1,right,MISS A. Bailey 14' turnaround fadeaway Shot,[1642846],1610612762.0,UTA,turnaround fadeaway,,,Bailey,A. Bailey,,,,,Mid-Range,8-16 Left,14.15,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2026-04-11T01:42:59.7Z,1,REGULAR,rebound,defensive,[],1631351,,,1610612763,0,0,2026-04-11T01:43:00Z,80000,False,,,0,,L. Williamson REBOUND (Off:0 Def:1),[1631351],1610612763.0,MEM,,,,Williamson,L. Williamson,,,,,Mid-Range,8-16 Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M16.00S,2026-04-11T01:43:20.1Z,1,REGULAR,3pt,Jump Shot,[],1643253,33.196452036793694,35.78431372549019,1610612763,0,0,2026-04-11T01:43:24Z,90000,False,71.0,260.0,1,left,MISS T. Okani 26' pullup 3PT,[1643253],1610612763.0,MEM,pullup,,,Okani,T. Okani,,,,,Above the Break 3,24+ Center,26.91,Missed,,,,,,,,,,,,,,,,,,
10,PT11M13.00S,2026-04-11T01:43:23.1Z,1,REGULAR,rebound,defensive,[],1642262,,,1610612762,0,0,2026-04-11T01:43:24Z,100000,False,,,0,,C. Williams REBOUND (Off:0 Def:1),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Above the Break 3,24+ Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M03.00S,2026-04-11T01:43:33.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642846,92.19776609724047,42.8921568627451,1610612762,0,0,2026-04-11T01:43:38Z,110000,False,-36.0,21.0,1,right,MISS A. Bailey driving Layup,[1642846],1610612762.0,UTA,driving,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,4.11,Missed,,,,,,,,,,,,,,,,,,
12,PT11M00.00S,2026-04-11T01:43:36.7Z,1,REGULAR,rebound,defensive,[],1642942,,,1610612763,0,0,2026-04-11T01:43:38Z,120000,False,,,0,,J. Mashack REBOUND (Off:0 Def:1),[1642942],1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,Restricted Area,0-8 Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT10M56.00S,2026-04-11T01:43:40.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641727,8.754927726675426,58.82352941176471,1610612763,0,2,2026-04-11T01:43:45Z,130000,False,-44.0,30.0,1,left,D. Whitehead running Layup (2 PTS) (J. Mashack 1 AST),"[1641727, 1642942]",1610612763.0,MEM,running,,,Whitehead,D. Whitehead,,,,,In The Paint (Non-RA),0-8 Center,5.32,Made,,,,,2.0,J. Mashack,1642942.0,1.0,,,,,,,,,,
15,PT10M48.00S,2026-04-11T01:43:48.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631113,92.06636005256242,55.88235294117647,1610612762,2,2,2026-04-11T01:45:03Z,150000,False,29.0,22.0,1,right,K. Chandler driving Layup (2 PTS) (C. Williams 1 AST),"[1631113, 1642262]",1610612762.0,UTA,driving,,,Chandler,K. Chandler,,,,,Restricted Area,0-8 Center,3.68,Made,,,,,2.0,C. Williams,1642262.0,1.0,,,,,,,,,,
