shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
12:00,2,PT12M00.00S,2022-12-13T03:42:00.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-13T03:42:00Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:56,4,PT11M56.00S,2022-12-13T03:42:01.3Z,1,REGULAR,jumpball,recovered,[],202694,,,1610612746,0,0,2022-12-13T03:42:01Z,40000,False,,,0,,Jump Ball I. Zubac vs. B. Griffin: Tip to M. Morris Sr.,"[202694, 1627826, 201933]",8,1610612746.0,LAC,startperiod,M. Morris Sr.,202694.0,Morris Sr.,M. Morris Sr.,Zubac,1627826.0,Griffin,201933.0,,,,,,,,,,,,,,,,,,,,,,
11:34,7,PT11M34.00S,2022-12-13T03:42:23.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202704,90.06241787122208,45.34313725490197,1610612746,2,0,2022-12-13T03:42:58Z,70000,False,-23.0,41.0,1,right,R. Jackson driving finger roll Layup (2 PTS) (K. Leonard 1 AST),"[202704, 202695]",1,1610612746.0,LAC,driving finger roll,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,4.71,Made,2.0,K. Leonard,202695.0,1.0,,,,,,,,,,,,,,
11:17,9,PT11M17.00S,2022-12-13T03:42:46.7Z,1,REGULAR,foul,personal,[],202694,,,1610612738,2,0,2022-12-13T03:43:03Z,90000,False,,,0,,M. Morris Sr. loose ball personal FOUL (1 PF),"[202694, 203935]",8,1610612746.0,LAC,loose ball,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628953.0,1.0,0.0,Smart,203935.0,,,,,,,,,
11:17,11,PT11M17.00S,2022-12-13T03:43:01.4Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612738,2,0,2022-12-13T03:43:12Z,110000,False,,,0,,TEAM delay-of-game VIOLATION,[],,1610612746.0,LAC,,,,,,,,,,,,,,,,,,1628953.0,,,,,,,,,,,,,
11:10,12,PT11M10.00S,2022-12-13T03:43:09.4Z,1,REGULAR,3pt,Jump Shot,[],1628401,9.379106438896187,97.05882352941177,1610612738,2,0,2022-12-13T03:43:15Z,120000,False,-235.0,36.0,1,left,MISS D. White 3PT,[1628401],9,1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,23.8,Missed,,,,,,,,,,,,,,,,,,
11:07,13,PT11M07.00S,2022-12-13T03:43:12.1Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,2,0,2022-12-13T03:43:12Z,130000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],2,1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,12.0,1.0,1.0,0.0,,,,,
11:01,14,PT11M01.00S,2022-12-13T03:43:20.8Z,1,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612746,2,0,2022-12-13T03:43:27Z,140000,False,,,0,,J. Tatum shooting personal FOUL (1 PF) (Leonard 2 FT),"[1628369, 202695]",0,1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628953.0,1.0,0.0,Leonard,202695.0,,,,,,,,,
11:01,16,PT11M01.00S,2022-12-13T03:43:51.9Z,1,REGULAR,freethrow,1 of 2,[],202695,,,1610612746,2,0,2022-12-13T03:43:51Z,160000,False,,,0,,MISS K. Leonard Free Throw 1 of 2,[202695],2,1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
11:01,17,PT11M01.00S,2022-12-13T03:43:51.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,2,0,2022-12-13T03:43:51Z,170000,False,,,0,,TEAM offensive REBOUND,[],,1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,
11:01,18,PT11M01.00S,2022-12-13T03:44:08.3Z,1,REGULAR,freethrow,2 of 2,[],202695,,,1610612746,3,0,2022-12-13T03:44:08Z,180000,False,,,0,,K. Leonard Free Throw 2 of 2 (1 PTS),[202695],2,1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
10:52,19,PT10M52.00S,2022-12-13T03:44:18.1Z,1,REGULAR,3pt,Jump Shot,[],203935,30.404073587385014,26.960784313725497,1610612738,3,3,2022-12-13T03:44:22Z,190000,False,115.0,233.0,1,left,M. Smart 26' 3PT  (3 PTS) (J. Tatum 1 AST),"[203935, 1628369]",36,1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,26.02,Made,3.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,,,,
10:33,21,PT10M33.00S,2022-12-13T03:44:37.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202331,93.2161629434954,58.82352941176471,1610612746,3,3,2022-12-13T03:44:45Z,210000,False,44.0,11.0,1,right,MISS P. George bank Hook,[202331],13,1610612746.0,LAC,bank,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,4.55,Missed,,,,,,,,,,,,,,,,,,
10:28,22,PT10M28.00S,2022-12-13T03:44:41.6Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,3,3,2022-12-13T03:44:41Z,220000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],0,1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,21.0,1.0,1.0,0.0,,,,,
10:22,23,PT10M22.00S,2022-12-13T03:44:47.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.276609724047319,50.245098039215684,1610612738,3,3,2022-12-13T03:44:52Z,230000,False,-1.0,16.0,1,left,MISS J. Tatum driving Layup - blocked,"[1628369, 1627826]",0,1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,,,,,Zubac,1627826.0,,,
10:22,24,PT10M22.00S,2022-12-13T03:44:47.8Z,1,REGULAR,block,,[],1627826,,,1610612738,3,3,2022-12-13T03:44:50Z,240000,False,,,0,,I. Zubac BLOCK (1 BLK),[1627826],40,1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
10:20,25,PT10M20.00S,2022-12-13T03:44:49.8Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,3,3,2022-12-13T03:44:52Z,250000,False,,,0,,P. George REBOUND (Off:0 Def:1),[202331],13,1610612746.0,LAC,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,
10:18,26,PT10M18.00S,2022-12-13T03:44:52.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202331,71.40275952693824,75.0,1610612746,3,3,2022-12-13T03:44:57Z,260000,False,125.0,216.0,1,right,MISS P. George 24' running pullup 3PT,[202331],13,1610612746.0,LAC,running pullup,,,George,P. George,,,,,Above the Break 3,24+ Right Center,24.98,Missed,,,,,,,,,,,,,,,,,,
10:13,27,PT10M13.00S,2022-12-13T03:44:57.6Z,1,REGULAR,rebound,defensive,[],201933,,,1610612738,3,3,2022-12-13T03:44:57Z,270000,False,,,0,,B. Griffin REBOUND (Off:0 Def:1),[201933],91,1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,26.0,1.0,1.0,0.0,,,,,
10:02,29,PT10M02.00S,2022-12-13T03:45:17.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,9.247700394218143,48.529411764705884,1610612738,3,5,2022-12-13T03:46:41Z,290000,False,7.0,34.0,1,left,J. Brown driving Layup (2 PTS),[1627759],7,1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.52,Made,2.0,,,,,,,,,,,,,,,,,
09:46,30,PT09M46.00S,2022-12-13T03:45:34.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202331,94.26741130091985,52.94117647058824,1610612746,3,5,2022-12-13T03:46:14Z,300000,False,15.0,1.0,1,right,MISS P. George driving Layup,[202331],13,1610612746.0,LAC,driving,,,George,P. George,,,,,Restricted Area,0-8 Center,1.48,Missed,,,,,,,,,,,,,,,,,,
09:45,31,PT09M45.00S,2022-12-13T03:45:35.6Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,3,5,2022-12-13T03:46:14Z,310000,False,,,0,,I. Zubac REBOUND (Off:1 Def:0),[1627826],40,1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,30.0,1.0,0.0,1.0,,,,,
09:45,32,PT09M45.00S,2022-12-13T03:45:38.3Z,1,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612746,3,5,2022-12-13T03:45:44Z,320000,False,,,0,,J. Brown shooting personal FOUL (1 PF) (Zubac 2 FT),"[1627759, 1627826]",7,1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,1628953.0,1.0,0.0,Zubac,1627826.0,,,,,,,,,
09:45,34,PT09M45.00S,2022-12-13T03:46:07.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1627826,,,1610612746,4,5,2022-12-13T03:46:07Z,340000,False,,,0,,I. Zubac Free Throw 1 of 2 (1 PTS),[1627826],40,1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
09:45,35,PT09M45.00S,2022-12-13T03:46:07.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1627826,,,1610612746,4,5,2022-12-13T03:46:26Z,350000,False,,,0,,MISS I. Zubac Free Throw 2 of 2,[1627826],40,1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
09:43,36,PT09M43.00S,2022-12-13T03:46:09.2Z,1,REGULAR,rebound,defensive,[],201933,,,1610612738,4,5,2022-12-13T03:46:26Z,360000,False,,,0,,B. Griffin REBOUND (Off:0 Def:2),[201933],91,1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,35.0,2.0,2.0,0.0,,,,,
09:35,37,PT09M35.00S,2022-12-13T03:46:32.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,10.298948751642584,49.26470588235294,1610612738,4,7,2022-12-13T03:46:36Z,370000,False,4.0,44.0,1,left,J. Tatum driving DUNK (2 PTS),[1628369],0,1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,4.45,Made,2.0,,,,,,,,,,,,,,,,,
09:16,38,PT09M16.00S,2022-12-13T03:46:52.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202331,90.98226018396846,52.450980392156865,1610612746,6,7,2022-12-13T03:46:56Z,380000,False,12.0,32.0,1,right,P. George driving Layup (2 PTS) (K. Leonard 2 AST),"[202331, 202695]",13,1610612746.0,LAC,driving,,,George,P. George,,,,,Restricted Area,0-8 Center,3.46,Made,2.0,K. Leonard,202695.0,2.0,,,,,,,,,,,,,,
09:00,40,PT09M00.00S,2022-12-13T03:47:07.8Z,1,REGULAR,3pt,Jump Shot,[],1628401,28.827201051248352,78.67647058823529,1610612738,6,10,2022-12-13T03:47:13Z,400000,False,-143.0,218.0,1,left,D. White 26' 3PT  (3 PTS) (M. Smart 1 AST),"[1628401, 203935]",9,1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,26.14,Made,3.0,M. Smart,203935.0,1.0,,,,,,,,,,,,,,
08:38,42,PT08M38.00S,2022-12-13T03:47:30.4Z,1,REGULAR,foul,offensive,[],202704,,,1610612746,6,10,2022-12-13T03:47:39Z,420000,False,,,0,,R. Jackson charge offensive FOUL (1 PF),"[202704, 201933]",1,1610612746.0,LAC,charge,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,2003.0,1.0,0.0,Griffin,201933.0,,,,,,,,,
08:38,44,PT08M38.00S,2022-12-13T03:47:30.4Z,1,REGULAR,turnover,offensive foul,[],202704,,,1610612746,6,10,2022-12-13T03:47:30Z,440000,False,,,0,,R. Jackson offensive foul TURNOVER (1 TO),[202704],1,1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,2003.0,,,,,,,,,,,1.0,,
08:26,45,PT08M26.00S,2022-12-13T03:47:56.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,32.11235216819975,37.254901960784316,1610612738,6,10,2022-12-13T03:48:01Z,450000,False,64.0,249.0,1,left,MISS J. Brown 25' pullup 3PT,[1627759],7,1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,25.74,Missed,,,,,,,,,,,,,,,,,,
08:23,46,PT08M23.00S,2022-12-13T03:47:59.7Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,6,10,2022-12-13T03:48:01Z,460000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],8,1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,45.0,1.0,1.0,0.0,,,,,
08:12,48,PT08M12.00S,2022-12-13T03:48:11.8Z,1,REGULAR,2pt,Jump Shot,[],202695,94.92444152431011,71.81372549019608,1610612746,8,10,2022-12-13T03:48:16Z,480000,False,109.0,-5.0,1,right,K. Leonard 10' turnaround fadeaway Jump Shot (3 PTS),[202695],2,1610612746.0,LAC,turnaround fadeaway,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Right,10.92,Made,3.0,,,,,,,,,,,,,,,,,
08:05,49,PT08M05.00S,2022-12-13T03:48:20.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201933,9.379106438896187,49.754901960784316,1610612738,8,12,2022-12-13T03:48:26Z,490000,False,1.0,36.0,1,left,B. Griffin cutting Layup (2 PTS) (J. Brown 1 AST),"[201933, 1627759]",91,1610612738.0,BOS,cutting,,,Griffin,B. Griffin,,,,,Restricted Area,0-8 Center,3.57,Made,2.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,
08:05,51,PT08M05.00S,2022-12-13T03:48:22.7Z,1,REGULAR,foul,personal,['1freethrow'],202704,,,1610612738,8,12,2022-12-13T03:48:30Z,510000,False,,,0,,R. Jackson shooting personal FOUL (2 PF) (Griffin 1 FT),"[202704, 201933]",1,1610612746.0,LAC,shooting,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,1628953.0,2.0,0.0,Griffin,201933.0,,,,,,,,,
08:05,53,PT08M05.00S,2022-12-13T03:48:52.3Z,1,REGULAR,freethrow,1 of 1,[],201933,,,1610612738,8,13,2022-12-13T03:48:52Z,530000,False,,,0,,B. Griffin Free Throw 1 of 1 (3 PTS),[201933],91,1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
07:50,54,PT07M50.00S,2022-12-13T03:49:08.9Z,1,REGULAR,3pt,Jump Shot,[],202704,93.87319316688567,96.32352941176471,1610612746,11,13,2022-12-13T03:49:13Z,540000,False,232.0,5.0,1,right,R. Jackson 3PT  (5 PTS) (K. Leonard 3 AST),"[202704, 202695]",1,1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Right Corner 3,24+ Right,23.17,Made,5.0,K. Leonard,202695.0,3.0,,,,,,,,,,,,,,
07:34,56,PT07M34.00S,2022-12-13T03:49:24.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,11.350197109067011,51.96078431372549,1610612738,11,13,2022-12-13T03:49:29Z,560000,False,-10.0,54.0,1,left,MISS J. Tatum driving floating Shot,[1628369],0,1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,5.51,Missed,,,,,,,,,,,,,,,,,,
07:32,57,PT07M32.00S,2022-12-13T03:49:26.4Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,11,13,2022-12-13T03:49:29Z,570000,False,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],40,1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,56.0,2.0,1.0,1.0,,,,,
