actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-02-09T03:10:41.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-09T03:10:41Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-02-09T03:10:44.8Z,1,REGULAR,jumpball,recovered,[],202694,,,1610612746,0,0,2023-02-09T03:10:44Z,40000,False,,,0,,Jump Ball I. Zubac vs. D. Powell: Tip to M. Morris Sr.,"[202694, 1627826, 203939]",1610612746.0,LAC,startperiod,M. Morris Sr.,202694.0,Morris Sr.,M. Morris Sr.,Zubac,1627826.0,Powell,203939.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2023-02-09T03:10:58.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,82.17805519053877,39.4607843137255,1610612746,0,0,2023-02-09T03:11:03Z,70000,False,-53.0,115.0,1,right,MISS K. Leonard 12' fadeaway Shot,[202695],1610612746.0,LAC,fadeaway,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,12.65,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2023-02-09T03:11:00.1Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,0,0,2023-02-09T03:11:03Z,80000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M27.00S,2023-02-09T03:11:14.4Z,1,REGULAR,3pt,Jump Shot,[],202681,28.827201051248352,25.980392156862735,1610612742,0,0,2023-02-09T03:11:20Z,90000,False,120.0,218.0,1,left,MISS K. Irving 24' step back 3PT,[202681],1610612742.0,DAL,step back,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,24.93,Missed,,,,,,,,,,,,,,,,,,
10,PT11M22.00S,2023-02-09T03:11:19.4Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,0,0,2023-02-09T03:11:20Z,100000,False,,,0,,D. Powell REBOUND (Off:1 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Right Center,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M14.00S,2023-02-09T03:11:26.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203501,32.90078843626807,40.44117647058824,1610612742,0,3,2023-02-09T03:11:53Z,110000,False,48.0,257.0,1,left,T. Hardaway Jr. 26' 3PT pullup (3 PTS),[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,26.12,Made,,,,,3.0,,,,,,,,,,,,,
12,PT10M57.00S,2023-02-09T03:11:43.4Z,1,REGULAR,3pt,Jump Shot,[],1629611,92.55913272010513,96.32352941176471,1610612746,3,3,2023-02-09T03:11:47Z,120000,False,232.0,17.0,1,right,T. Mann 3PT  (3 PTS) (M. Morris Sr. 1 AST),"[1629611, 202694]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,Right Corner 3,24+ Right,23.23,Made,,,,,3.0,M. Morris Sr.,202694.0,1.0,,,,,,,,,,
14,PT10M37.00S,2023-02-09T03:12:03.6Z,1,REGULAR,3pt,Jump Shot,[],203493,6.619579500657039,96.32352941176471,1610612742,3,6,2023-02-09T03:12:07Z,140000,False,-232.0,10.0,1,left,R. Bullock 3PT  (3 PTS) (T. Hardaway Jr. 1 AST),"[203493, 203501]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Left Corner 3,24+ Left,23.18,Made,,,,,3.0,T. Hardaway Jr.,203501.0,1.0,,,,,,,,,,
16,PT10M17.00S,2023-02-09T03:12:23.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,93.61038107752957,48.529411764705884,1610612746,5,6,2023-02-09T03:12:27Z,160000,False,-7.0,8.0,1,right,T. Mann driving Layup (5 PTS) (M. Morris Sr. 2 AST),"[1629611, 202694]",1610612746.0,LAC,driving,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,1.06,Made,,,,,5.0,M. Morris Sr.,202694.0,2.0,,,,,,,,,,
18,PT09M59.00S,2023-02-09T03:12:41.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,12.00722733245729,59.31372549019608,1610612742,5,6,2023-02-09T03:12:45Z,180000,False,-47.0,60.0,1,left,MISS K. Irving 7' driving floating Shot,[202681],1610612742.0,DAL,driving floating,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,7.63,Missed,,,,,,,,,,,,,,,,,,
19,PT09M57.00S,2023-02-09T03:12:43.0Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,5,6,2023-02-09T03:12:45Z,190000,False,,,0,,D. Powell REBOUND (Off:2 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,18.0,2.0,0.0,2.0,,,,,,,,,,,,,,
20,PT09M57.00S,2023-02-09T03:12:44.4Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203939,5.590000152587891,50.0,1610612742,5,8,2023-02-09T03:12:51Z,200000,False,0.0,0.0,1,left,D. Powell tip DUNK (2 PTS),[203939],1610612742.0,DAL,tip,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,,
21,PT09M45.00S,2023-02-09T03:12:55.9Z,1,REGULAR,3pt,Jump Shot,[],202331,68.77463863337714,76.7156862745098,1610612746,8,8,2023-02-09T03:13:00Z,210000,False,134.0,241.0,1,right,P. George 27' 3PT pullup (3 PTS),[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Above the Break 3,24+ Right Center,27.56,Made,,,,,3.0,,,,,,,,,,,,,
22,PT09M31.00S,2023-02-09T03:13:09.6Z,1,REGULAR,3pt,Jump Shot,[],203493,33.295006570302235,54.65686274509804,1610612742,8,11,2023-02-09T03:13:14Z,220000,False,-23.0,260.0,1,left,R. Bullock 26' 3PT  (6 PTS) (J. Green 1 AST),"[203493, 1630182]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Center,26.15,Made,,,,,6.0,J. Green,1630182.0,1.0,,,,,,,,,,
24,PT09M17.00S,2023-02-09T03:13:23.8Z,1,REGULAR,2pt,Jump Shot,[],202695,83.62352168199737,78.18627450980392,1610612746,8,11,2023-02-09T03:14:56Z,240000,False,141.0,101.0,1,right,MISS K. Leonard 17' fadeaway Shot,[202695],1610612746.0,LAC,fadeaway,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Right,17.36,Missed,,,,,,,,,,,,,,,,,,
25,PT09M14.00S,2023-02-09T03:13:26.8Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,8,11,2023-02-09T03:13:27Z,250000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Right,,,24.0,2.0,2.0,0.0,,,,,,,,,,,,,,
26,PT09M10.00S,2023-02-09T03:13:30.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203493,18.183311432325894,98.03921568627452,1610612742,8,14,2023-02-09T03:15:17Z,260000,False,-240.0,118.0,1,left,R. Bullock 26' 3PT running (9 PTS) (T. Hardaway Jr. 2 AST),"[203493, 203501]",1610612742.0,DAL,running,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Left Center,26.78,Made,,,,,9.0,T. Hardaway Jr.,203501.0,2.0,,,,,,,,,,
28,PT09M10.00S,2023-02-09T03:13:37.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,8,14,2023-02-09T03:13:37Z,280000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT08M51.00S,2023-02-09T03:17:12.1Z,1,REGULAR,3pt,Jump Shot,[],202331,73.242444152431,81.86274509803921,1610612746,8,14,2023-02-09T03:17:19Z,290000,False,159.0,199.0,1,right,MISS P. George 25' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,25.49,Missed,,,,,,,,,,,,,,,,,,
30,PT08M49.00S,2023-02-09T03:17:14.1Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,8,14,2023-02-09T03:17:19Z,300000,False,,,0,,I. Zubac REBOUND (Off:1 Def:0),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Right Center,,,29.0,1.0,0.0,1.0,,,,,,,,,,,,,,
31,PT08M49.00S,2023-02-09T03:17:14.9Z,1,REGULAR,turnover,bad pass,[],1627826,,,1610612746,8,14,2023-02-09T03:17:26Z,310000,False,,,0,,I. Zubac bad pass TURNOVER (1 TO),"[1627826, 1630182]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1.0,Green,1630182.0,,,,,,,
32,PT08M49.00S,2023-02-09T03:17:14.9Z,1,REGULAR,steal,,[],1630182,,,1610612742,8,14,2023-02-09T03:17:16Z,320000,False,,,0,,J. Green STEAL (1 STL),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
33,PT08M46.00S,2023-02-09T03:17:17.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630182,6.8823915900131425,50.0,1610612742,8,16,2023-02-09T03:17:31Z,330000,False,0.0,12.0,1,left,J. Green running DUNK (2 PTS),[1630182],1610612742.0,DAL,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.22,Made,,,,,2.0,,,,,,,,,,,,,
34,PT08M24.00S,2023-02-09T03:17:39.8Z,1,REGULAR,2pt,Jump Shot,[],202694,94.13600525624179,27.941176470588232,1610612746,8,16,2023-02-09T03:17:49Z,340000,False,-110.0,3.0,1,right,MISS M. Morris Sr. 11' turnaround fadeaway Shot,[202694],1610612746.0,LAC,turnaround fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,8-16 Left,11.03,Missed,,,,,,,,,,,,,,,,,,
35,PT08M24.00S,2023-02-09T03:17:39.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,8,16,2023-02-09T03:17:49Z,350000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Mid-Range,8-16 Left,,,34.0,,,,,,,,,,,,,,,,,
36,PT08M05.00S,2023-02-09T03:18:08.5Z,1,REGULAR,2pt,Jump Shot,[],202681,24.753613666228645,69.36274509803921,1610612742,8,18,2023-02-09T03:18:13Z,360000,False,-97.0,180.0,1,left,K. Irving 20' Jump Shot (2 PTS) (D. Powell 1 AST),"[202681, 203939]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,Mid-Range,16-24 Left Center,20.46,Made,,,,,2.0,D. Powell,203939.0,1.0,,,,,,,,,,
