actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2022-11-10T03:11:17.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-10T03:11:17Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M53.00S,2022-11-10T03:11:23.4Z,1,REGULAR,jumpball,recovered,[],201976,,,1610612747,0,0,2022-11-10T03:11:23Z,40000,False,,,0,,Jump Ball A. Davis vs. I. Zubac: Tip to P. Beverley,"[201976, 203076, 1627826]",1610612747.0,LAL,startperiod,P. Beverley,201976.0,Beverley,P. Beverley,Davis,203076.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2022-11-10T03:11:35.8Z,1,REGULAR,2pt,Jump Shot,[],203076,78.10446780551905,58.33333333333333,1610612747,0,0,2022-11-10T03:11:41Z,70000,False,42.0,153.0,1,right,MISS A. Davis 15' Jump Shot,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Center,15.89,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2022-11-10T03:11:38.8Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,0,0,2022-11-10T03:11:41Z,80000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,8-16 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M29.00S,2022-11-10T03:11:47.5Z,1,REGULAR,3pt,Jump Shot,[],202331,27.644546649145866,18.382352941176478,1610612746,3,0,2022-11-10T03:11:51Z,90000,False,158.0,207.0,1,left,P. George 26' 3PT pullup (3 PTS),[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Above the Break 3,24+ Right Center,26.08,Made,,,,,3.0,,,,,,,,,,,,,
10,PT11M16.00S,2022-11-10T03:12:00.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201976,91.50788436268068,53.18627450980392,1610612747,3,0,2022-11-10T03:12:04Z,100000,False,16.0,27.0,1,right,MISS P. Beverley driving Layup,[201976],1610612747.0,LAL,driving,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,3.16,Missed,,,,,,,,,,,,,,,,,,
11,PT11M14.00S,2022-11-10T03:12:02.2Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,3,0,2022-11-10T03:12:02Z,110000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT11M00.00S,2022-11-10T03:12:16.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202694,6.750985545335084,44.85294117647059,1610612746,3,0,2022-11-10T03:12:20Z,120000,False,26.0,11.0,1,left,MISS M. Morris Sr. driving reverse Layup,[202694],1610612746.0,LAC,driving reverse,,,Morris Sr.,M. Morris Sr.,,,,,Restricted Area,0-8 Center,2.8,Missed,,,,,,,,,,,,,,,,,,
13,PT10M58.00S,2022-11-10T03:12:18.2Z,1,REGULAR,rebound,defensive,[],201976,,,1610612747,3,0,2022-11-10T03:12:20Z,130000,False,,,0,,P. Beverley REBOUND (Off:0 Def:1),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M46.00S,2022-11-10T03:12:30.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],2544,93.61038107752957,50.73529411764706,1610612747,3,2,2022-11-10T03:12:34Z,140000,False,4.0,8.0,1,right,L. James cutting DUNK (2 PTS) (A. Davis 1 AST),"[2544, 203076]",1610612747.0,LAL,cutting,,,James,L. James,,,,,Restricted Area,0-8 Center,0.85,Made,,,,,2.0,A. Davis,203076.0,1.0,,,,,,,,,,
