actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
53,PT08M38.00S,2022-12-22T03:47:00.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,7,6,2022-12-22T03:47:04Z,520000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,52.0,,,,,,,,,,,,,,
55,PT08M20.00S,2022-12-22T03:47:33.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,84.67477003942182,59.80392156862745,1610612746,9,6,2022-12-22T03:47:38Z,540000,False,49.0,92.0,1,right,M. Morris Sr. 10' fadeaway Jump Shot (2 PTS),[202694],1610612746.0,LAC,fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),8-16 Center,,,,10.39,Made,,,,,,,2.0,,,,,,,,
56,PT08M09.00S,2022-12-22T03:47:46.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,9.116294349540084,54.90196078431372,1610612766,9,6,2022-12-22T03:47:54Z,550000,False,-25.0,33.0,1,left,MISS L. Ball driving bank Shot,[1630163],1610612766.0,CHA,driving bank,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,4.13,Missed,,,,,,,,,,,,,,,
57,PT08M05.00S,2022-12-22T03:47:50.3Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,9,6,2022-12-22T03:47:54Z,560000,False,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,56.0,2.0,2.0,0.0,,,,,,,,,,,
58,PT08M01.00S,2022-12-22T03:47:52.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202695,68.24901445466492,69.6078431372549,1610612746,9,6,2022-12-22T03:48:32Z,570000,False,98.0,246.0,1,right,MISS K. Leonard 26' running pullup 3PT,[202695],1610612746.0,LAC,running pullup,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,,26.48,Missed,,,,,,,,,,,,,,,
59,PT08M01.00S,2022-12-22T03:47:52.5Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,9,6,2022-12-22T03:48:02Z,580000,False,,,0,,G. Hayward REBOUND (Off:0 Def:2),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Right Center,,,,,,58.0,2.0,2.0,0.0,,,,,,,,,,,
60,PT07M52.00S,2022-12-22T03:48:04.2Z,1,REGULAR,turnover,out-of-bounds,[],1630163,,,1610612766,9,6,2022-12-22T03:48:11Z,590000,False,,,0,,L. Ball step out-of-bounds TURNOVER (1 TO),[1630163],1610612766.0,CHA,step,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,1.0,,,,,,,,,,,,,,,204058.0,,,,
61,PT07M37.00S,2022-12-22T03:48:29.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202694,93.61038107752957,4.166666666666657,1610612746,12,6,2022-12-22T03:48:35Z,600000,False,-229.0,8.0,1,right,M. Morris Sr. 3PT  (5 PTS) (I. Zubac 1 AST),"[202694, 1627826]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Left Corner 3,24+ Left,,,,22.93,Made,,,,,,,5.0,I. Zubac,1627826.0,1.0,,,,,
63,PT07M18.00S,2022-12-22T03:48:49.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,8.196452036793687,44.85294117647059,1610612766,12,8,2022-12-22T03:48:53Z,620000,False,26.0,25.0,1,left,M. Plumlee cutting Layup (2 PTS) (L. Ball 2 AST),"[203486, 1630163]",1610612766.0,CHA,cutting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,3.55,Made,,,,,,,2.0,L. Ball,1630163.0,2.0,,,,,
65,PT07M05.00S,2022-12-22T03:49:07.4Z,1,REGULAR,foul,technical,['1freethrow'],203486,,,1610612746,12,8,2022-12-22T03:49:15Z,640000,False,,,0,,M. Plumlee defensive-3-second technical FOUL (1 Tech),[203486],1610612766.0,CHA,defensive-3-second,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,204058.0,0.0,1.0,,
66,PT07M05.00S,2022-12-22T03:49:29.3Z,1,REGULAR,freethrow,1 of 1,[],202331,,,1610612746,13,8,2022-12-22T03:49:29Z,650000,False,,,0,,P. George technical Free Throw 1 of 1 (6 PTS),[202331],1610612746.0,LAC,technical,,,George,P. George,,,,,,,,,,,Made,,,,,,,6.0,,,,,,,,
67,PT06M56.00S,2022-12-22T03:49:50.1Z,1,REGULAR,foul,personal,['2freethrow'],203486,,,1610612746,13,8,2022-12-22T03:49:59Z,660000,False,,,0,,M. Plumlee shooting personal FOUL (1 PF) (Jackson 2 FT),"[203486, 202704]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,202041.0,1.0,1.0,Jackson,202704.0
69,PT06M56.00S,2022-12-22T03:50:03.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,13,8,2022-12-22T03:50:03Z,680000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M56.00S,2022-12-22T03:53:16.7Z,1,REGULAR,freethrow,1 of 2,[],202704,,,1610612746,14,8,2022-12-22T03:53:16Z,690000,False,,,0,,R. Jackson Free Throw 1 of 2 (1 PTS),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,Made,,,,,,,1.0,,,,,,,,
71,PT06M56.00S,2022-12-22T03:53:39.6Z,1,REGULAR,freethrow,2 of 2,[],202704,,,1610612746,15,8,2022-12-22T03:53:39Z,700000,False,,,0,,R. Jackson Free Throw 2 of 2 (2 PTS),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,Made,,,,,,,2.0,,,,,,,,
72,PT06M46.00S,2022-12-22T03:53:50.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,13.058475689881732,53.92156862745098,1610612766,15,8,2022-12-22T03:53:58Z,710000,False,-20.0,70.0,1,left,MISS K. Oubre Jr. 7' floating Shot,[1626162],1610612766.0,CHA,floating,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,7.29,Missed,,,,,,,,,,,,,,,
73,PT06M43.00S,2022-12-22T03:53:53.6Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,15,8,2022-12-22T03:53:58Z,720000,False,,,0,,K. Leonard REBOUND (Off:0 Def:2),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,72.0,2.0,2.0,0.0,,,,,,,,,,,
74,PT06M30.00S,2022-12-22T03:54:06.6Z,1,REGULAR,2pt,Jump Shot,[],202331,78.63009198423127,21.813725490196077,1610612746,15,8,2022-12-22T03:54:12Z,730000,False,-141.0,148.0,1,right,MISS P. George 20' Jump Shot,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Mid-Range,16-24 Left Center,,,,20.46,Missed,,,,,,,,,,,,,,,
75,PT06M28.00S,2022-12-22T03:54:08.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,15,8,2022-12-22T03:54:12Z,740000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,74.0,,,,,,,,,,,,,,
77,PT06M28.00S,2022-12-22T03:54:13.2Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,15,8,2022-12-22T03:54:21Z,760000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M28.00S,2022-12-22T03:54:13.2Z,1,REGULAR,substitution,out,[],202704,,,1610612746,15,8,2022-12-22T03:54:21Z,770000,False,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M28.00S,2022-12-22T03:54:13.2Z,1,REGULAR,substitution,in,[],202322,,,1610612746,15,8,2022-12-22T03:54:21Z,780000,False,,,0,,SUB in: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M28.00S,2022-12-22T03:54:13.2Z,1,REGULAR,substitution,in,[],201587,,,1610612746,15,8,2022-12-22T03:54:21Z,790000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M23.00S,2022-12-22T03:54:35.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202695,92.82194480946123,19.117647058823522,1610612746,15,8,2022-12-22T03:54:41Z,800000,False,-154.0,15.0,1,right,MISS K. Leonard 15' step back Shot,[202695],1610612746.0,LAC,step back,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Left,,,,15.51,Missed,,,,,,,,,,,,,,,
82,PT06M19.00S,2022-12-22T03:54:39.9Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,15,8,2022-12-22T03:54:41Z,810000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,8-16 Left,,,,,,81.0,1.0,1.0,0.0,,,,,,,,,,,
83,PT06M15.00S,2022-12-22T03:54:44.9Z,1,REGULAR,turnover,out-of-bounds,[],1630163,,,1610612766,15,8,2022-12-22T03:54:51Z,820000,False,,,0,,L. Ball bad pass out-of-bounds TURNOVER (2 TO),[1630163],1610612766.0,CHA,bad pass,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,2.0,,,,,,,,,,,,,,,204058.0,,,,
