actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2022-12-22T03:41:49.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-22T03:41:49Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2022-12-22T03:41:51.3Z,1,REGULAR,jumpball,recovered,[],202694,,,1610612746,0,0,2022-12-22T03:41:51Z,40000,False,,,0,,Jump Ball I. Zubac vs. M. Plumlee: Tip to M. Morris Sr.,"[202694, 1627826, 203486]",1610612746.0,LAC,startperiod,M. Morris Sr.,202694.0,Morris Sr.,M. Morris Sr.,Zubac,1627826.0,Plumlee,203486.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2022-12-22T03:42:04.1Z,1,REGULAR,turnover,lost ball,[],1627826,,,1610612746,0,0,2022-12-22T03:42:09Z,70000,False,,,0,,I. Zubac lost ball TURNOVER (1 TO),"[1627826, 1630163]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,1.0,Ball,1630163.0,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2022-12-22T03:42:04.1Z,1,REGULAR,steal,,[],1630163,,,1610612766,0,0,2022-12-22T03:42:06Z,80000,False,,,0,,L. Ball STEAL (1 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M35.00S,2022-12-22T03:42:13.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629023,7.670827858081481,95.34313725490196,1610612766,0,0,2022-12-22T03:42:18Z,90000,False,-227.0,20.0,1,left,MISS P. Washington 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,,22.75,Missed,,,,,,,,,,,,,,,
10,PT11M32.00S,2022-12-22T03:42:16.1Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,0,0,2022-12-22T03:42:18Z,100000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Left Corner 3,24+ Left,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M25.00S,2022-12-22T03:42:23.2Z,1,REGULAR,turnover,lost ball,[],202331,,,1610612746,0,0,2022-12-22T03:42:27Z,110000,False,,,0,,P. George lost ball TURNOVER (1 TO),"[202331, 1626162]",1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Center,1.0,Oubre Jr.,1626162.0,,,,,,,,,,,,,,,,,
12,PT11M25.00S,2022-12-22T03:42:23.2Z,1,REGULAR,steal,,[],1626162,,,1610612766,0,0,2022-12-22T03:42:25Z,120000,False,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
13,PT11M19.00S,2022-12-22T03:42:29.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629023,8.590670170827863,55.14705882352941,1610612766,0,0,2022-12-22T03:42:55Z,130000,False,-26.0,28.0,1,left,MISS P. Washington running Layup - blocked,"[1629023, 202694]",1610612766.0,CHA,running,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,3.82,Missed,,,,,Morris Sr.,202694.0,,,,,,,,,
14,PT11M19.00S,2022-12-22T03:42:29.5Z,1,REGULAR,block,,[],202694,,,1610612766,0,0,2022-12-22T03:42:31Z,140000,False,,,0,,M. Morris Sr. BLOCK (1 BLK),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
18,PT11M17.00S,2022-12-22T03:42:31.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,0,0,2022-12-22T03:42:55Z,150000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,13.0,,,,,,,,,,,,,,
15,PT11M17.00S,2022-12-22T03:42:54.0Z,1,REGULAR,jumpball,recovered,[],1627826,,,1610612746,0,0,2022-12-22T03:42:54Z,160000,False,,,0,,Jump Ball M. Morris Sr. vs. P. Washington: Tip to I. Zubac,"[1627826, 202694, 1629023]",1610612746.0,LAC,heldball,I. Zubac,1627826.0,Zubac,I. Zubac,Morris Sr.,202694.0,Washington,1629023.0,,,,,,,,,,,,,,,,,,,,,,
19,PT11M04.00S,2022-12-22T03:43:07.4Z,1,REGULAR,3pt,Jump Shot,[],202331,72.05978975032852,81.12745098039215,1610612746,3,0,2022-12-22T03:43:12Z,190000,False,156.0,210.0,1,right,P. George 26' 3PT  (3 PTS) (K. Leonard 1 AST),"[202331, 202695]",1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,,,,26.14,Made,,,,,,,3.0,K. Leonard,202695.0,1.0,,,,,
21,PT10M46.00S,2022-12-22T03:43:24.7Z,1,REGULAR,3pt,Jump Shot,[],1629023,8.590670170827863,96.32352941176471,1610612766,3,3,2022-12-22T03:43:30Z,210000,False,-232.0,28.0,1,left,P. Washington 3PT  (3 PTS) (L. Ball 1 AST),"[1629023, 1630163]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,,23.33,Made,,,,,,,3.0,L. Ball,1630163.0,1.0,,,,,
23,PT10M34.00S,2022-12-22T03:43:39.5Z,1,REGULAR,foul,personal,['2freethrow'],202330,,,1610612746,3,3,2022-12-22T03:43:45Z,230000,False,,,0,,G. Hayward shooting personal FOUL (1 PF) (Leonard 2 FT),"[202330, 202695]",1610612766.0,CHA,shooting,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Leonard,202695.0
25,PT10M34.00S,2022-12-22T03:44:05.0Z,1,REGULAR,freethrow,1 of 2,[],202695,,,1610612746,4,3,2022-12-22T03:44:05Z,250000,False,,,0,,K. Leonard Free Throw 1 of 2 (1 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,Made,,,,,,,1.0,,,,,,,,
26,PT10M34.00S,2022-12-22T03:44:23.5Z,1,REGULAR,freethrow,2 of 2,[],202695,,,1610612746,5,3,2022-12-22T03:44:23Z,260000,False,,,0,,K. Leonard Free Throw 2 of 2 (2 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,Made,,,,,,,2.0,,,,,,,,
27,PT10M21.00S,2022-12-22T03:44:37.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,9.904730617608408,45.09803921568627,1610612766,5,3,2022-12-22T03:44:40Z,270000,False,25.0,41.0,1,left,MISS K. Oubre Jr. driving Layup - blocked,"[1626162, 1627826]",1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,4.74,Missed,,,,,Zubac,1627826.0,,,,,,,,,
28,PT10M21.00S,2022-12-22T03:44:37.1Z,1,REGULAR,block,,[],1627826,,,1610612766,5,3,2022-12-22T03:44:38Z,280000,False,,,0,,I. Zubac BLOCK (1 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
29,PT10M19.00S,2022-12-22T03:44:39.1Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,5,3,2022-12-22T03:44:40Z,290000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,
30,PT10M16.00S,2022-12-22T03:44:41.9Z,1,REGULAR,turnover,lost ball,[],202694,,,1610612746,5,3,2022-12-22T03:44:49Z,300000,False,,,0,,M. Morris Sr. lost ball TURNOVER (1 TO),"[202694, 203486]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Right Center,1.0,Plumlee,203486.0,,,,,,,,,,,,,,,,,
31,PT10M16.00S,2022-12-22T03:44:41.9Z,1,REGULAR,steal,,[],203486,,,1610612766,5,3,2022-12-22T03:44:43Z,310000,False,,,0,,M. Plumlee STEAL (1 STL),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
32,PT10M12.00S,2022-12-22T03:44:47.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626162,7.539421813403408,56.127450980392155,1610612766,5,5,2022-12-22T03:45:15Z,320000,False,-31.0,18.0,1,left,K. Oubre Jr. running Layup (2 PTS) (G. Hayward 1 AST),"[1626162, 202330]",1610612766.0,CHA,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,3.57,Made,,,,,,,2.0,G. Hayward,202330.0,1.0,,,,,
33,PT10M12.00S,2022-12-22T03:44:51.3Z,1,REGULAR,foul,personal,['1freethrow'],1627826,,,1610612766,5,5,2022-12-22T03:44:55Z,330000,False,,,0,,I. Zubac shooting personal FOUL (1 PF) (Oubre Jr. 1 FT),"[1627826, 1626162]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Oubre Jr.,1626162.0
36,PT10M12.00S,2022-12-22T03:45:15.8Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1626162,,,1610612766,5,6,2022-12-22T03:45:15Z,350000,False,,,0,,K. Oubre Jr. Free Throw 1 of 1 (3 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,Made,,,,,,,3.0,,,,,,,,
37,PT09M58.00S,2022-12-22T03:45:32.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,85.72601839684626,49.754901960784316,1610612746,5,6,2022-12-22T03:45:38Z,360000,False,-1.0,82.0,1,right,MISS M. Morris Sr. 8' Jump Shot,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),8-16 Center,,,,8.17,Missed,,,,,,,,,,,,,,,
38,PT09M54.00S,2022-12-22T03:45:36.3Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,5,6,2022-12-22T03:45:38Z,370000,False,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,,,,37.0,2.0,1.0,1.0,,,,,,,,,,,
39,PT09M54.00S,2022-12-22T03:45:37.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627826,94.40999984741211,50.0,1610612746,5,6,2022-12-22T03:45:37Z,380000,False,0.0,0.0,1,right,MISS I. Zubac tip Layup,[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
40,PT09M53.00S,2022-12-22T03:45:37.5Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,5,6,2022-12-22T03:45:37Z,390000,False,,,0,,I. Zubac REBOUND (Off:2 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Left,,,,,,39.0,3.0,1.0,2.0,,,,,,,,,,,
41,PT09M51.00S,2022-12-22T03:45:42.6Z,1,REGULAR,turnover,out-of-bounds,[],202704,,,1610612746,5,6,2022-12-22T03:45:47Z,400000,False,,,0,,R. Jackson bad pass out-of-bounds TURNOVER (1 TO),[202704],1610612746.0,LAC,bad pass,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,,,,,,,,,,1627541.0,,,,
42,PT09M40.00S,2022-12-22T03:45:58.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626162,6.619579500657039,29.411764705882348,1610612766,5,6,2022-12-22T03:51:15Z,410000,False,103.0,10.0,1,left,MISS K. Oubre Jr. 10' pullup Shot,[1626162],1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Right,,,,10.34,Missed,,,,,,,,,,,,,,,
43,PT09M37.00S,2022-12-22T03:46:02.2Z,1,REGULAR,rebound,offensive,[],203486,,,1610612766,5,6,2022-12-22T03:46:02Z,420000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:0),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Mid-Range,8-16 Right,,,,,,42.0,1.0,0.0,1.0,,,,,,,,,,,
44,PT09M34.00S,2022-12-22T03:46:04.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630163,28.56438896189225,19.362745098039213,1610612766,5,6,2022-12-22T03:46:09Z,430000,False,153.0,216.0,1,left,MISS L. Ball 26' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,,26.48,Missed,,,,,,,,,,,,,,,
45,PT09M31.00S,2022-12-22T03:46:07.8Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,5,6,2022-12-22T03:46:09Z,440000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,,,,44.0,1.0,1.0,0.0,,,,,,,,,,,
46,PT09M28.00S,2022-12-22T03:46:11.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202331,93.74178712220763,52.450980392156865,1610612746,7,6,2022-12-22T03:46:18Z,450000,False,12.0,6.0,1,right,P. George running reverse Layup (5 PTS) (K. Leonard 2 AST),"[202331, 202695]",1610612746.0,LAC,running reverse,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,1.38,Made,,,,,,,5.0,K. Leonard,202695.0,2.0,,,,,
48,PT09M10.00S,2022-12-22T03:46:28.9Z,1,REGULAR,3pt,Jump Shot,[],202330,30.14126149802891,24.019607843137265,1610612766,7,6,2022-12-22T03:46:33Z,470000,False,130.0,231.0,1,left,MISS G. Hayward 26' 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Right Center,,,,26.48,Missed,,,,,,,,,,,,,,,
49,PT09M08.00S,2022-12-22T03:46:30.9Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,7,6,2022-12-22T03:46:33Z,480000,False,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,,,,,,48.0,1.0,1.0,0.0,,,,,,,,,,,
50,PT09M02.00S,2022-12-22T03:46:37.5Z,1,REGULAR,3pt,Jump Shot,[],202331,67.06636005256242,42.64705882352941,1610612746,7,6,2022-12-22T03:46:42Z,490000,False,-37.0,257.0,1,right,MISS P. George 25' step back 3PT,[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,Above the Break 3,24+ Center,,,,25.97,Missed,,,,,,,,,,,,,,,
51,PT08M59.00S,2022-12-22T03:46:40.5Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,7,6,2022-12-22T03:46:42Z,500000,False,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Center,,,,,,50.0,1.0,1.0,0.0,,,,,,,,,,,
52,PT08M42.00S,2022-12-22T03:46:56.4Z,1,REGULAR,3pt,Jump Shot,[],1626162,27.644546649145866,17.892156862745097,1610612766,7,6,2022-12-22T03:47:04Z,510000,False,161.0,207.0,1,left,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,,,,26.22,Missed,,,,,,,,,,,,,,,
