actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
89,PT04M24.00S,2023-03-26T02:52:27.9Z,1,REGULAR,substitution,in,[],1629611,,,1610612746,18,25,2023-03-26T02:52:44Z,850000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,,,,,,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,
90,PT04M24.00S,2023-03-26T02:52:27.9Z,1,REGULAR,substitution,in,[],1630538,,,1610612746,18,25,2023-03-26T02:52:44Z,860000,False,,,0,,SUB in: B. Hyland,[1630538],1610612746.0,LAC,,,,,,,,,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,
91,PT04M24.00S,2023-03-26T02:52:27.9Z,1,REGULAR,substitution,in,[],1626204,,,1610612746,18,25,2023-03-26T02:52:44Z,870000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,,,,,,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,
92,PT04M19.00S,2023-03-26T02:52:58.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202695,7.145203679369246,46.81372549019608,1610612746,20,25,2023-03-26T03:00:42Z,880000,False,16.0,15.0,1,left,K. Leonard driving finger roll Layup (2 PTS),[202695],1610612746.0,LAC,driving finger roll,,,,,,Restricted Area,0-8 Center,,,,Leonard,K. Leonard,,,2.17,Made,,,,,2.0,,,,,,,,,
93,PT03M59.00S,2023-03-26T02:53:17.3Z,1,REGULAR,3pt,Jump Shot,[],1630530,72.9796320630749,17.15686274509804,1610612740,20,28,2023-03-26T02:53:21Z,890000,False,-164.0,201.0,1,right,T. Murphy III 25' 3PT  (12 PTS) (B. Ingram 4 AST),"[1630530, 1627742]",1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,,,,Murphy III,T. Murphy III,,,25.99,Made,,,,,12.0,,,,B. Ingram,1627742.0,4.0,,,
95,PT03M52.00S,2023-03-26T02:53:27.6Z,1,REGULAR,foul,personal,[],1630530,,,1610612746,20,28,2023-03-26T02:53:32Z,910000,False,,,0,,T. Murphy III personal FOUL (1 PF),"[1630530, 202695]",1610612740.0,NOP,,,,,,,Mid-Range,16-24 Right,1628953.0,1.0,0.0,Murphy III,T. Murphy III,Leonard,202695.0,,,,,,,,,,,,,,,,
97,PT03M52.00S,2023-03-26T02:53:32.6Z,1,REGULAR,substitution,out,[],202694,,,1610612746,20,28,2023-03-26T02:53:37Z,930000,False,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,,,,,,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,
98,PT03M52.00S,2023-03-26T02:53:32.6Z,1,REGULAR,substitution,in,[],201587,,,1610612746,20,28,2023-03-26T02:53:37Z,940000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,,,,,,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,
99,PT03M45.00S,2023-03-26T02:53:50.3Z,1,REGULAR,turnover,bad pass,[],1630538,,,1610612746,20,28,2023-03-26T02:53:56Z,950000,False,,,0,,B. Hyland bad pass TURNOVER (1 TO),"[1630538, 1626204]",1610612746.0,LAC,,,,,,,Mid-Range,16-24 Center,,,,Hyland,B. Hyland,,,,,,,,,,1.0,Nance Jr.,1626204.0,,,,,,
100,PT03M45.00S,2023-03-26T02:53:50.3Z,1,REGULAR,steal,,[],1626204,,,1610612740,20,28,2023-03-26T03:03:56Z,960000,False,,,0,,L. Nance Jr. STEAL (1 STL),[1626204],1610612740.0,NOP,,,,,,,Mid-Range,16-24 Center,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,
101,PT03M39.00S,2023-03-26T02:53:56.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630700,92.95335085413929,51.22549019607843,1610612740,20,28,2023-03-26T02:56:36Z,970000,False,6.0,14.0,1,right,MISS D. Daniels running Layup,[1630700],1610612740.0,NOP,running,,,,,,Restricted Area,0-8 Center,,,,Daniels,D. Daniels,,,1.5,Missed,,,,,,,,,,,,,,
102,PT03M37.00S,2023-03-26T02:53:58.8Z,1,REGULAR,rebound,defensive,[],203486,,,1610612746,20,28,2023-03-26T02:54:01Z,980000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,,Plumlee,M. Plumlee,,,,,101.0,1.0,1.0,0.0,,,,,,,,,,
103,PT03M25.00S,2023-03-26T02:54:10.8Z,1,REGULAR,2pt,Jump Shot,[],202695,21.862680683311424,31.617647058823522,1610612746,20,28,2023-03-26T03:03:50Z,990000,False,92.0,153.0,1,left,MISS K. Leonard 17' turnaround fadeaway Shot,[202695],1610612746.0,LAC,turnaround fadeaway,,,,,,Mid-Range,16-24 Right Center,,,,Leonard,K. Leonard,,,17.85,Missed,,,,,,,,,,,,,,
104,PT03M20.00S,2023-03-26T02:54:15.8Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,20,28,2023-03-26T02:54:15Z,1000000,False,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,,,,Mid-Range,16-24 Right Center,,,,Jones,H. Jones,,,,,103.0,1.0,1.0,0.0,,,,,,,,,,
105,PT03M14.00S,2023-03-26T02:54:20.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,86.51445466491458,44.36274509803921,1610612740,20,28,2023-03-26T02:54:25Z,1010000,False,-28.0,74.0,1,right,MISS B. Ingram 7' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,,,,In The Paint (Non-RA),0-8 Center,,,,Ingram,B. Ingram,,,7.95,Missed,,,,,,,,,,,,,,
106,PT03M11.00S,2023-03-26T02:54:23.7Z,1,REGULAR,rebound,defensive,[],1630538,,,1610612746,20,28,2023-03-26T02:54:25Z,1020000,False,,,0,,B. Hyland REBOUND (Off:0 Def:1),[1630538],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Hyland,B. Hyland,,,,,105.0,1.0,1.0,0.0,,,,,,,,,,
107,PT03M05.00S,2023-03-26T02:54:31.1Z,1,REGULAR,turnover,lost ball,[],1630538,,,1610612746,20,28,2023-03-26T02:54:55Z,1030000,False,,,0,,B. Hyland lost ball TURNOVER (2 TO),"[1630538, 1630700]",1610612746.0,LAC,,,,,,,Mid-Range,16-24 Left Center,,,,Hyland,B. Hyland,,,,,,,,,,2.0,Daniels,1630700.0,,,,,,
108,PT03M05.00S,2023-03-26T02:54:31.1Z,1,REGULAR,steal,,[],1630700,,,1610612740,20,28,2023-03-26T02:54:32Z,1040000,False,,,0,,D. Daniels STEAL (1 STL),[1630700],1610612740.0,NOP,,,,,,,Mid-Range,16-24 Left Center,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,
109,PT03M05.00S,2023-03-26T02:54:34.0Z,1,REGULAR,foul,personal,[],1630538,,,1610612740,20,28,2023-03-26T02:54:40Z,1050000,False,,,0,,B. Hyland personal FOUL (1 PF),"[1630538, 1630700]",1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,2005.0,1.0,0.0,Hyland,B. Hyland,Daniels,1630700.0,,,,,,,,,,,,,,,,
111,PT03M05.00S,2023-03-26T02:54:40.3Z,1,REGULAR,substitution,out,[],1630530,,,1610612740,20,28,2023-03-26T02:54:55Z,1070000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,,,,,,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
112,PT03M05.00S,2023-03-26T02:54:40.3Z,1,REGULAR,substitution,in,[],1626196,,,1610612740,20,28,2023-03-26T02:54:55Z,1080000,False,,,0,,SUB in: J. Richardson,[1626196],1610612740.0,NOP,,,,,,,,,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,
113,PT02M53.00S,2023-03-26T02:55:12.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627742,72.19119579500656,18.627450980392155,1610612740,20,31,2023-03-26T02:55:16Z,1090000,False,-157.0,209.0,1,right,B. Ingram 26' 3PT  (14 PTS) (D. Daniels 1 AST),"[1627742, 1630700]",1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,,,,Ingram,B. Ingram,,,26.13,Made,,,,,14.0,,,,D. Daniels,1630700.0,1.0,,,
115,PT02M36.00S,2023-03-26T02:55:30.2Z,1,REGULAR,foul,personal,['2freethrow'],1626204,,,1610612746,20,31,2023-03-26T02:55:40Z,1110000,False,,,0,,L. Nance Jr. shooting personal FOUL (1 PF) (Leonard 2 FT),"[1626204, 202695]",1610612740.0,NOP,shooting,,,,,,In The Paint (Non-RA),0-8 Center,2005.0,1.0,0.0,Nance Jr.,L. Nance Jr.,Leonard,202695.0,,,,,,,,,,,,,,,,
117,PT02M36.00S,2023-03-26T02:55:44.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,20,31,2023-03-26T02:55:44Z,1130000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M36.00S,2023-03-26T02:57:41.9Z,1,REGULAR,substitution,out,[],1630700,,,1610612746,20,31,2023-03-26T02:58:34Z,1140000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,,,,,,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,
119,PT02M36.00S,2023-03-26T02:57:41.9Z,1,REGULAR,substitution,in,[],203468,,,1610612746,20,31,2023-03-26T02:58:34Z,1150000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,,,,,,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
120,PT02M36.00S,2023-03-26T02:58:38.0Z,1,REGULAR,freethrow,1 of 2,[],202695,,,1610612746,21,31,2023-03-26T02:58:38Z,1160000,False,,,0,,K. Leonard Free Throw 1 of 2 (3 PTS),[202695],1610612746.0,LAC,,,,,,,,,,,,Leonard,K. Leonard,,,,Made,,,,,3.0,,,,,,,,,
121,PT02M36.00S,2023-03-26T02:58:38.0Z,1,REGULAR,freethrow,2 of 2,[],202695,,,1610612746,21,31,2023-03-26T02:58:51Z,1170000,False,,,0,,MISS K. Leonard Free Throw 2 of 2,[202695],1610612746.0,LAC,,,,,,,,,,,,Leonard,K. Leonard,,,,Missed,,,,,,,,,,,,,,
122,PT02M34.00S,2023-03-26T02:58:40.0Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,21,31,2023-03-26T02:58:51Z,1180000,False,,,0,,H. Jones REBOUND (Off:0 Def:2),[1630529],1610612740.0,NOP,,,,,,,,,,,,Jones,H. Jones,,,,,121.0,2.0,2.0,0.0,,,,,,,,,,
123,PT02M11.00S,2023-03-26T02:59:13.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626204,90.8508541392904,37.745098039215684,1610612740,21,31,2023-03-26T02:59:19Z,1190000,False,-61.0,34.0,1,right,MISS L. Nance Jr. 6' floating Shot,[1626204],1610612740.0,NOP,floating,,,,,,In The Paint (Non-RA),0-8 Center,,,,Nance Jr.,L. Nance Jr.,,,6.99,Missed,,,,,,,,,,,,,,
124,PT02M08.00S,2023-03-26T02:59:16.9Z,1,REGULAR,rebound,offensive,[],1630529,,,1610612740,21,31,2023-03-26T02:59:19Z,1200000,False,,,0,,H. Jones REBOUND (Off:1 Def:2),[1630529],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jones,H. Jones,,,,,123.0,3.0,2.0,1.0,,,,,,,,,,
125,PT02M04.00S,2023-03-26T02:59:20.8Z,1,REGULAR,turnover,bad pass,[],1630529,,,1610612740,21,31,2023-03-26T02:59:24Z,1210000,False,,,0,,H. Jones bad pass TURNOVER (1 TO),"[1630529, 202695]",1610612740.0,NOP,,,,,,,Mid-Range,8-16 Right,,,,Jones,H. Jones,,,,,,,,,,1.0,Leonard,202695.0,,,,,,
126,PT02M04.00S,2023-03-26T02:59:20.8Z,1,REGULAR,steal,,[],202695,,,1610612746,21,31,2023-03-26T02:59:22Z,1220000,False,,,0,,K. Leonard STEAL (1 STL),[202695],1610612746.0,LAC,,,,,,,Mid-Range,8-16 Right,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,
127,PT02M00.00S,2023-03-26T02:59:25.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629611,7.933639947437584,3.4313725490196134,1610612746,24,31,2023-03-26T02:59:36Z,1230000,False,233.0,22.0,1,left,T. Mann 3PT running (3 PTS) (B. Hyland 1 AST),"[1629611, 1630538]",1610612746.0,LAC,running,,,,,,Right Corner 3,24+ Right,,,,Mann,T. Mann,,,23.38,Made,,,,,3.0,,,,B. Hyland,1630538.0,1.0,,,
129,PT01M44.00S,2023-03-26T02:59:40.2Z,1,REGULAR,2pt,Jump Shot,[],203468,76.39618922470433,44.11764705882353,1610612740,24,31,2023-03-26T02:59:45Z,1250000,False,-29.0,169.0,1,right,MISS C. McCollum 17' pullup Shot,[203468],1610612740.0,NOP,pullup,,,,,,Mid-Range,16-24 Center,,,,McCollum,C. McCollum,,,17.19,Missed,,,,,,,,,,,,,,
130,PT01M42.00S,2023-03-26T02:59:42.2Z,1,REGULAR,rebound,offensive,[],203468,,,1610612740,24,31,2023-03-26T02:59:45Z,1260000,False,,,0,,C. McCollum REBOUND (Off:1 Def:0),[203468],1610612740.0,NOP,,,,,,,Mid-Range,16-24 Center,,,,McCollum,C. McCollum,,,,,129.0,1.0,0.0,1.0,,,,,,,,,,
131,PT01M41.00S,2023-03-26T02:59:43.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627742,73.89947437582128,81.37254901960785,1610612740,24,31,2023-03-26T02:59:48Z,1270000,False,157.0,193.0,1,right,MISS B. Ingram 24' 3PT,[1627742],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,,Ingram,B. Ingram,,,24.86,Missed,,,,,,,,,,,,,,
132,PT01M38.00S,2023-03-26T02:59:46.7Z,1,REGULAR,rebound,defensive,[],203486,,,1610612746,24,31,2023-03-26T02:59:48Z,1280000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:2),[203486],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,,,,Plumlee,M. Plumlee,,,,,131.0,2.0,2.0,0.0,,,,,,,,,,
133,PT01M33.00S,2023-03-26T02:59:51.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630538,17.789093298291732,95.34313725490196,1610612746,24,31,2023-03-26T03:07:59Z,1290000,False,-227.0,115.0,1,left,MISS B. Hyland 25' running 3PT,[1630538],1610612746.0,LAC,running,,,,,,Above the Break 3,24+ Left Center,,,,Hyland,B. Hyland,,,25.41,Missed,,,,,,,,,,,,,,
134,PT01M30.00S,2023-03-26T02:59:54.8Z,1,REGULAR,rebound,offensive,[],203486,,,1610612746,24,31,2023-03-26T03:00:04Z,1300000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:2),[203486],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,,Plumlee,M. Plumlee,,,,,133.0,3.0,2.0,1.0,,,,,,,,,,
135,PT01M29.00S,2023-03-26T02:59:58.4Z,1,REGULAR,foul,offensive,[],202695,,,1610612746,24,31,2023-03-26T03:10:41Z,1310000,False,,,0,,K. Leonard charge offensive FOUL (1 PF),"[202695, 1626204]",1610612746.0,LAC,charge,,,,,,In The Paint (Non-RA),0-8 Center,1628953.0,1.0,0.0,Leonard,K. Leonard,Nance Jr.,1626204.0,,,,,,,,,,,,,,,,
137,PT01M29.00S,2023-03-26T02:59:58.4Z,1,REGULAR,turnover,offensive foul,[],202695,,,1610612746,24,31,2023-03-26T02:59:58Z,1330000,False,,,0,,K. Leonard offensive foul TURNOVER (1 TO),[202695],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,1628953.0,,,Leonard,K. Leonard,,,,,,,,,,1.0,,,,,,,,
138,PT01M17.00S,2023-03-26T03:00:33.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626196,72.05978975032852,19.362745098039213,1610612740,24,34,2023-03-26T03:00:37Z,1340000,False,-153.0,210.0,1,right,J. Richardson 26' 3PT  (3 PTS) (B. Ingram 5 AST),"[1626196, 1627742]",1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,,,,Richardson,J. Richardson,,,26.0,Made,,,,,3.0,,,,B. Ingram,1627742.0,5.0,,,
140,PT01M01.00S,2023-03-26T03:00:58.8Z,1,REGULAR,3pt,Jump Shot,[],1630538,33.55781865965835,52.450980392156865,1610612746,24,34,2023-03-26T03:01:03Z,1360000,False,-12.0,263.0,1,left,MISS B. Hyland 26' 3PT,[1630538],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Center,,,,Hyland,B. Hyland,,,26.32,Missed,,,,,,,,,,,,,,
141,PT00M58.10S,2023-03-26T03:01:01.7Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,24,34,2023-03-26T03:01:03Z,1370000,False,,,0,,B. Ingram REBOUND (Off:0 Def:3),[1627742],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,,,,Ingram,B. Ingram,,,,,140.0,3.0,3.0,0.0,,,,,,,,,,
142,PT00M46.40S,2023-03-26T03:01:13.9Z,1,REGULAR,3pt,Jump Shot,[],1626196,81.91524310118265,3.9215686274509807,1610612740,24,37,2023-03-26T03:01:17Z,1380000,False,-230.0,117.0,1,right,J. Richardson 25' 3PT  (6 PTS) (L. Nance Jr. 1 AST),"[1626196, 1626204]",1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,,,,Richardson,J. Richardson,,,25.86,Made,,,,,6.0,,,,L. Nance Jr.,1626204.0,1.0,,,
144,PT00M30.40S,2023-03-26T03:01:33.2Z,1,REGULAR,3pt,Jump Shot,[],202695,30.535479632063073,28.186274509803923,1610612746,24,37,2023-03-26T03:01:47Z,1400000,False,109.0,235.0,1,left,MISS K. Leonard 25' pullup 3PT,[202695],1610612746.0,LAC,pullup,,,,,,Above the Break 3,24+ Right Center,,,,Leonard,K. Leonard,,,25.86,Missed,,,,,,,,,,,,,,
145,PT00M27.70S,2023-03-26T03:01:35.9Z,1,REGULAR,rebound,offensive,[],202695,,,1610612746,24,37,2023-03-26T03:01:38Z,1410000,False,,,0,,K. Leonard REBOUND (Off:1 Def:1),[202695],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,,,,Leonard,K. Leonard,,,,,144.0,2.0,1.0,1.0,,,,,,,,,,
146,PT00M27.30S,2023-03-26T03:01:36.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202695,21.337056504599218,51.22549019607843,1610612746,26,37,2023-03-26T03:01:44Z,1420000,False,-6.0,148.0,1,left,K. Leonard 14' Jump Shot (5 PTS),[202695],1610612746.0,LAC,,,,,,,Mid-Range,8-16 Center,,,,Leonard,K. Leonard,,,14.82,Made,,,,,5.0,,,,,,,,,
147,PT00M04.80S,2023-03-26T03:02:02.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626196,85.20039421813404,49.754901960784316,1610612740,26,37,2023-03-26T03:02:06Z,1430000,False,-1.0,87.0,1,right,MISS J. Richardson 8' pullup Shot,[1626196],1610612740.0,NOP,pullup,,,,,,In The Paint (Non-RA),8-16 Center,,,,Richardson,J. Richardson,,,8.66,Missed,,,,,,,,,,,,,,
148,PT00M02.20S,2023-03-26T03:02:04.8Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,26,37,2023-03-26T03:02:06Z,1440000,False,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Batum,N. Batum,,,,,147.0,1.0,1.0,0.0,,,,,,,,,,
151,PT00M00.00S,2023-03-26T03:02:16.7Z,1,REGULAR,period,end,[],0,,,1610612746,26,37,2023-03-26T03:02:16Z,1470000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2023-03-26T03:03:31.5Z,2,REGULAR,substitution,out,['startperiod'],202695,,,1610612746,26,37,2023-03-26T03:04:38Z,1480000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,,,,,,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2023-03-26T03:03:31.5Z,2,REGULAR,substitution,out,['startperiod'],1630529,,,1610612746,26,37,2023-03-26T03:04:38Z,1490000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,,,,,,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2023-03-26T03:03:31.5Z,2,REGULAR,substitution,out,['startperiod'],1627742,,,1610612746,26,37,2023-03-26T03:04:38Z,1500000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,,,,,,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2023-03-26T03:03:31.5Z,2,REGULAR,substitution,out,['startperiod'],1626204,,,1610612746,26,37,2023-03-26T03:04:38Z,1510000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,,,,,,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2023-03-26T03:03:31.5Z,2,REGULAR,substitution,in,['startperiod'],201566,,,1610612746,26,37,2023-03-26T03:04:38Z,1520000,False,,,0,,SUB in: R. Westbrook,[201566],1610612746.0,LAC,,,,,,,,,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2023-03-26T03:03:31.5Z,2,REGULAR,substitution,in,['startperiod'],202685,,,1610612746,26,37,2023-03-26T03:04:38Z,1530000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,,,,,,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2023-03-26T03:03:31.5Z,2,REGULAR,substitution,in,['startperiod'],1630230,,,1610612746,26,37,2023-03-26T03:04:38Z,1540000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,,,,,,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2023-03-26T03:03:31.5Z,2,REGULAR,substitution,in,['startperiod'],1630530,,,1610612746,26,37,2023-03-26T03:04:38Z,1550000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,,,,,,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2023-03-26T03:04:47.8Z,2,REGULAR,period,start,[],0,,,1610612740,26,37,2023-03-26T03:04:47Z,1560000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M52.00S,2023-03-26T03:04:55.7Z,2,REGULAR,3pt,Jump Shot,[],203468,67.19776609724047,40.44117647058824,1610612740,26,37,2023-03-26T03:05:01Z,1570000,False,-48.0,256.0,1,right,MISS C. McCollum 26' 3PT,[203468],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,,,,McCollum,C. McCollum,,,26.02,Missed,,,,,,,,,,,,,,
162,PT11M48.00S,2023-03-26T03:04:59.1Z,2,REGULAR,rebound,offensive,[],202685,,,1610612740,26,37,2023-03-26T03:04:59Z,1580000,False,,,0,,J. Valanciunas REBOUND (Off:2 Def:4),[202685],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,,,,Valanciunas,J. Valanciunas,,,,,161.0,6.0,4.0,2.0,,,,,,,,,,
163,PT11M47.00S,2023-03-26T03:04:59.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,92.42772667542707,54.90196078431372,1610612740,26,39,2023-03-26T03:05:03Z,1590000,False,25.0,19.0,1,right,J. Valanciunas putback Layup (2 PTS),[202685],1610612740.0,NOP,putback,,,,,,Restricted Area,0-8 Center,,,,Valanciunas,J. Valanciunas,,,3.08,Made,,,,,2.0,,,,,,,,,
164,PT11M28.00S,2023-03-26T03:05:18.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,7.013797634691201,51.470588235294116,1610612746,28,39,2023-03-26T03:05:21Z,1600000,False,-7.0,13.0,1,left,R. Westbrook driving Layup (7 PTS) (B. Hyland 2 AST),"[201566, 1630538]",1610612746.0,LAC,driving,,,,,,Restricted Area,0-8 Center,,,,Westbrook,R. Westbrook,,,1.53,Made,,,,,7.0,,,,B. Hyland,1630538.0,2.0,,,
166,PT11M09.00S,2023-03-26T03:05:37.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,94.3988173455979,46.32352941176471,1610612740,28,39,2023-03-26T03:05:43Z,1620000,False,-18.0,0.0,1,right,MISS C. McCollum driving reverse Layup - blocked,"[203468, 203486]",1610612740.0,NOP,driving reverse,,,,,,Restricted Area,0-8 Center,,,,McCollum,C. McCollum,,,1.84,Missed,,,,,,,,,,,,Plumlee,203486.0,
167,PT11M09.00S,2023-03-26T03:05:37.2Z,2,REGULAR,block,,[],203486,,,1610612740,28,39,2023-03-26T03:05:39Z,1630000,False,,,0,,M. Plumlee BLOCK (1 BLK),[203486],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,
168,PT11M06.00S,2023-03-26T03:05:40.2Z,2,REGULAR,rebound,offensive,[],203468,,,1610612740,28,39,2023-03-26T03:05:43Z,1640000,False,,,0,,C. McCollum REBOUND (Off:2 Def:0),[203468],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,,McCollum,C. McCollum,,,,,166.0,2.0,0.0,2.0,,,,,,,,,,
169,PT11M05.00S,2023-03-26T03:05:41.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630530,66.67214191852825,42.892156862745104,1610612740,28,42,2023-03-26T03:05:48Z,1650000,False,-36.0,261.0,1,right,T. Murphy III 26' 3PT  (15 PTS) (J. Richardson 1 AST),"[1630530, 1626196]",1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,,,,Murphy III,T. Murphy III,,,26.32,Made,,,,,15.0,,,,J. Richardson,1626196.0,1.0,,,
171,PT10M52.00S,2023-03-26T03:05:55.1Z,2,REGULAR,turnover,lost ball,[],203486,,,1610612746,28,42,2023-03-26T03:05:58Z,1670000,False,,,0,,M. Plumlee lost ball TURNOVER (1 TO),"[203486, 203468]",1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Plumlee,M. Plumlee,,,,,,,,,,1.0,McCollum,203468.0,,,,,,
172,PT10M52.00S,2023-03-26T03:05:55.1Z,2,REGULAR,steal,,[],203468,,,1610612740,28,42,2023-03-26T03:05:56Z,1680000,False,,,0,,C. McCollum STEAL (2 STL),[203468],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
