actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
339,PT12M00.00S,2023-01-11T04:56:41.5Z,3,REGULAR,substitution,in,['startperiod'],202722,,,1610612742,69,47,2023-01-11T04:56:56Z,3350000,False,,,0,,SUB in: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2023-01-11T04:56:59.1Z,3,REGULAR,period,start,[],0,,,1610612742,69,47,2023-01-11T04:56:59Z,3360000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT11M44.00S,2023-01-11T04:57:14.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,93.74178712220763,46.07843137254902,1610612742,69,47,2023-01-11T04:57:22Z,3370000,False,-20.0,6.0,1,right,MISS C. Wood Layup - blocked,"[1626174, 202695]",1610612742.0,DAL,,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,2.06,Missed,,,,,,,,,,,,,,,,,Leonard,202695.0
342,PT11M44.00S,2023-01-11T04:57:14.8Z,3,REGULAR,block,,[],202695,,,1610612742,69,47,2023-01-11T04:57:17Z,3380000,False,,,0,,K. Leonard BLOCK (1 BLK),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
343,PT11M44.00S,2023-01-11T04:57:14.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,69,47,2023-01-11T04:57:22Z,3390000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,,341.0,,,,,,,,,,,,,,,,
345,PT11M41.00S,2023-01-11T04:57:30.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203501,93.47897503285151,47.79411764705882,1610612742,69,49,2023-01-11T04:57:59Z,3410000,False,-11.0,9.0,1,right,T. Hardaway Jr. driving Layup (16 PTS) (L. Doncic 3 AST),"[203501, 1629029]",1610612742.0,DAL,driving,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,1.41,Made,16.0,,,L. Doncic,1629029.0,3.0,,,,,,,,,,,,
347,PT11M21.00S,2023-01-11T04:57:49.3Z,3,REGULAR,3pt,Jump Shot,[],201587,27.11892247043363,80.14705882352942,1610612746,72,49,2023-01-11T04:57:55Z,3430000,False,-151.0,202.0,1,left,N. Batum 25' 3PT  (5 PTS) (M. Morris Sr. 2 AST),"[201587, 202694]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Left Center,25.23,Made,5.0,,,M. Morris Sr.,202694.0,2.0,,,,,,,,,,,,
349,PT11M05.00S,2023-01-11T04:58:05.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,92.69053876478318,49.26470588235294,1610612742,72,51,2023-01-11T04:58:11Z,3450000,False,-4.0,16.0,1,right,C. Wood finger roll Layup (8 PTS) (L. Doncic 4 AST),"[1626174, 1629029]",1610612742.0,DAL,finger roll,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,1.66,Made,8.0,,,L. Doncic,1629029.0,4.0,,,,,,,,,,,,
351,PT10M43.00S,2023-01-11T04:58:27.0Z,3,REGULAR,3pt,Jump Shot,[],201587,26.987516425755587,80.14705882352942,1610612746,72,51,2023-01-11T04:58:32Z,3470000,False,-151.0,201.0,1,left,MISS N. Batum 25' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Left Center,25.14,Missed,,,,,,,,,,,,,,,,,,
352,PT10M40.00S,2023-01-11T04:58:30.0Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,72,51,2023-01-11T04:58:32Z,3480000,False,,,0,,L. Doncic REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,,351.0,,,,,3.0,3.0,0.0,,,,,,,,,
353,PT10M23.00S,2023-01-11T04:58:47.4Z,3,REGULAR,2pt,Jump Shot,[],203501,78.10446780551905,51.96078431372549,1610612742,72,51,2023-01-11T04:58:53Z,3490000,False,10.0,153.0,1,right,MISS T. Hardaway Jr. 15' step back Shot,[203501],1610612742.0,DAL,step back,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Center,15.36,Missed,,,,,,,,,,,,,,,,,,
354,PT10M19.00S,2023-01-11T04:58:51.4Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,72,51,2023-01-11T04:58:53Z,3500000,False,,,0,,I. Zubac REBOUND (Off:1 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Center,,,,353.0,,,,,3.0,2.0,1.0,,,,,,,,,
355,PT10M11.00S,2023-01-11T04:58:59.3Z,3,REGULAR,turnover,lost ball,[],202695,,,1610612746,72,51,2023-01-11T04:59:03Z,3510000,False,,,0,,K. Leonard lost ball TURNOVER (1 TO),"[202695, 1629029]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Doncic,1629029.0,,,,,,
356,PT10M11.00S,2023-01-11T04:58:59.3Z,3,REGULAR,steal,,[],1629029,,,1610612742,72,51,2023-01-11T04:59:50Z,3520000,False,,,0,,L. Doncic STEAL (2 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
357,PT10M06.00S,2023-01-11T04:59:04.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629029,93.47897503285151,52.450980392156865,1610612742,72,53,2023-01-11T04:59:10Z,3530000,False,12.0,9.0,1,right,L. Doncic running Layup (14 PTS) (S. Dinwiddie 4 AST),"[1629029, 203915]",1610612742.0,DAL,running,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,1.51,Made,14.0,,,S. Dinwiddie,203915.0,4.0,,,,,,,,,,,,
359,PT10M06.00S,2023-01-11T04:59:09.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,72,53,2023-01-11T04:59:09Z,3550000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT09M53.00S,2023-01-11T05:02:13.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,6.750985545335084,63.970588235294116,1610612746,72,53,2023-01-11T05:02:18Z,3560000,False,-70.0,11.0,1,left,MISS I. Zubac 7' turnaround Hook,[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,7.08,Missed,,,,,,,,,,,,,,,,,,
361,PT09M50.00S,2023-01-11T05:02:16.7Z,3,REGULAR,rebound,defensive,[],203501,,,1610612742,72,53,2023-01-11T05:02:18Z,3570000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:4),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,360.0,,,,,4.0,4.0,0.0,,,,,,,,,
362,PT09M45.00S,2023-01-11T05:02:21.3Z,3,REGULAR,3pt,Jump Shot,[],1629029,67.85479632063075,75.24509803921569,1610612742,72,53,2023-01-11T05:02:29Z,3580000,False,126.0,250.0,1,right,MISS L. Doncic 27' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,27.98,Missed,,,,,,,,,,,,,,,,,,
363,PT09M42.00S,2023-01-11T05:02:24.3Z,3,REGULAR,rebound,defensive,[],1629611,,,1610612746,72,53,2023-01-11T05:02:29Z,3590000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,,362.0,,,,,1.0,1.0,0.0,,,,,,,,,
364,PT09M31.00S,2023-01-11T05:02:38.1Z,3,REGULAR,foul,personal,['2freethrow'],1629029,,,1610612746,72,53,2023-01-11T05:02:42Z,3600000,False,,,0,,L. Doncic shooting personal FOUL (1 PF) (Leonard 2 FT),"[1629029, 202695]",1610612742.0,DAL,shooting,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,,,,,1662.0,,,,,,,,,,1.0,0.0,Leonard,202695.0,,
366,PT09M31.00S,2023-01-11T05:03:06.4Z,3,REGULAR,freethrow,1 of 2,[],202695,,,1610612746,73,53,2023-01-11T05:03:06Z,3620000,False,,,0,,K. Leonard Free Throw 1 of 2 (18 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
367,PT09M31.00S,2023-01-11T05:03:22.9Z,3,REGULAR,freethrow,2 of 2,[],202695,,,1610612746,74,53,2023-01-11T05:03:23Z,3630000,False,,,0,,K. Leonard Free Throw 2 of 2 (19 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
368,PT09M18.00S,2023-01-11T05:03:53.4Z,3,REGULAR,violation,kicked ball,[],202694,,,1610612742,74,53,2023-01-11T05:04:00Z,3640000,False,,,0,,M. Morris Sr. kicked ball VIOLATION,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,1662.0,,,,,,,,,,,,,,,
369,PT09M10.00S,2023-01-11T05:04:12.7Z,3,REGULAR,foul,personal,['2freethrow'],202694,,,1610612742,74,53,2023-01-11T05:04:30Z,3650000,False,,,0,,M. Morris Sr. shooting personal FOUL (3 PF) (Doncic 2 FT),"[202694, 1629029]",1610612746.0,LAC,shooting,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Left Center,,,,,1627962.0,,,,,,,,,,3.0,0.0,Doncic,1629029.0,,
371,PT09M10.00S,2023-01-11T05:04:41.8Z,3,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,74,54,2023-01-11T05:04:41Z,3670000,False,,,0,,L. Doncic Free Throw 1 of 2 (15 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
372,PT09M10.00S,2023-01-11T05:05:01.2Z,3,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,74,55,2023-01-11T05:05:01Z,3680000,False,,,0,,L. Doncic Free Throw 2 of 2 (16 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
373,PT08M48.00S,2023-01-11T05:05:24.8Z,3,REGULAR,2pt,Jump Shot,[],202694,22.913929040735866,43.627450980392155,1610612746,74,55,2023-01-11T05:05:30Z,3690000,False,32.0,163.0,1,left,MISS M. Morris Sr. 16' pullup Shot,[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Center,16.6,Missed,,,,,,,,,,,,,,,,,,
374,PT08M47.00S,2023-01-11T05:05:25.8Z,3,REGULAR,rebound,offensive,[],1627826,,,1610612746,74,55,2023-01-11T05:06:17Z,3700000,False,,,0,,I. Zubac REBOUND (Off:2 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Center,,,,373.0,,,,,4.0,2.0,2.0,,,,,,,,,
375,PT08M46.00S,2023-01-11T05:05:29.8Z,3,REGULAR,turnover,traveling,[],1627826,,,1610612746,74,55,2023-01-11T05:05:57Z,3710000,False,,,0,,I. Zubac traveling TURNOVER (1 TO),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Right,,,,,1627962.0,,,,,,,1.0,,,,,,,,
376,PT08M35.00S,2023-01-11T05:05:49.5Z,3,REGULAR,turnover,bad pass,[],1629029,,,1610612742,74,55,2023-01-11T05:05:53Z,3720000,False,,,0,,L. Doncic bad pass TURNOVER (1 TO),"[1629029, 202695]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,1.0,Leonard,202695.0,,,,,,
377,PT08M35.00S,2023-01-11T05:05:49.5Z,3,REGULAR,steal,,[],202695,,,1610612746,74,55,2023-01-11T05:05:51Z,3730000,False,,,0,,K. Leonard STEAL (3 STL),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
378,PT08M27.00S,2023-01-11T05:05:56.6Z,3,REGULAR,turnover,bad pass,[],1629611,,,1610612746,74,55,2023-01-11T05:06:00Z,3740000,False,,,0,,T. Mann bad pass TURNOVER (1 TO),"[1629611, 203915]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1.0,Dinwiddie,203915.0,,,,,,
379,PT08M27.00S,2023-01-11T05:05:56.6Z,3,REGULAR,steal,,[],203915,,,1610612742,74,55,2023-01-11T05:05:58Z,3750000,False,,,0,,S. Dinwiddie STEAL (1 STL),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
380,PT08M22.00S,2023-01-11T05:06:02.3Z,3,REGULAR,turnover,bad pass,[],1629029,,,1610612742,74,55,2023-01-11T05:06:06Z,3760000,False,,,0,,L. Doncic bad pass TURNOVER (2 TO),"[1629029, 202695]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2.0,Leonard,202695.0,,,,,,
381,PT08M22.00S,2023-01-11T05:06:02.3Z,3,REGULAR,steal,,[],202695,,,1610612746,74,55,2023-01-11T05:06:03Z,3770000,False,,,0,,K. Leonard STEAL (4 STL),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
382,PT08M06.00S,2023-01-11T05:06:17.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202695,22.38830486202366,11.764705882352942,1610612746,77,55,2023-01-11T05:06:22Z,3780000,False,191.0,158.0,1,left,K. Leonard 24' 3PT  (22 PTS) (I. Zubac 1 AST),"[202695, 1627826]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,24.8,Made,22.0,,,I. Zubac,1627826.0,1.0,,,,,,,,,,,,
384,PT07M42.00S,2023-01-11T05:06:42.0Z,3,REGULAR,turnover,bad pass,[],203501,,,1610612742,77,55,2023-01-11T05:06:45Z,3800000,False,,,0,,T. Hardaway Jr. bad pass TURNOVER (1 TO),"[203501, 201587]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,1.0,Batum,201587.0,,,,,,
385,PT07M42.00S,2023-01-11T05:06:42.0Z,3,REGULAR,steal,,[],201587,,,1610612746,77,55,2023-01-11T05:06:43Z,3810000,False,,,0,,N. Batum STEAL (1 STL),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
386,PT07M35.00S,2023-01-11T05:06:49.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629611,6.750985545335084,53.92156862745098,1610612746,77,55,2023-01-11T05:06:59Z,3820000,False,-20.0,11.0,1,left,MISS T. Mann running Layup,[1629611],1610612746.0,LAC,running,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,,,,,,,,,,
387,PT07M35.00S,2023-01-11T05:06:57.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612742,77,55,2023-01-11T05:06:57Z,3830000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,,386.0,,,,,,,,,,,,,,,,
388,PT07M35.00S,2023-01-11T05:07:00.9Z,3,REGULAR,foul,personal,[],1627826,,,1610612742,77,55,2023-01-11T05:07:06Z,3840000,False,,,0,,I. Zubac loose ball personal FOUL (4 PF),"[1627826, 202722]",1610612746.0,LAC,loose ball,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,1627962.0,,,,,,,,,,4.0,0.0,Bertans,202722.0,,
390,PT07M35.00S,2023-01-11T05:07:14.2Z,3,REGULAR,substitution,out,[],1627826,,,1610612742,77,55,2023-01-11T05:07:16Z,3860000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT07M35.00S,2023-01-11T05:07:14.2Z,3,REGULAR,substitution,in,[],203496,,,1610612742,77,55,2023-01-11T05:07:16Z,3870000,False,,,0,,SUB in: R. Covington,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT07M17.00S,2023-01-11T05:07:44.0Z,3,REGULAR,foul,personal,['2freethrow'],203496,,,1610612742,77,55,2023-01-11T05:07:49Z,3880000,False,,,0,,R. Covington shooting personal FOUL (2 PF) (Wood 2 FT),"[203496, 1626174]",1610612746.0,LAC,shooting,,,Covington,R. Covington,,,,,Restricted Area,0-8 Center,,,,,1662.0,,,,,,,,,,2.0,0.0,Wood,1626174.0,,
394,PT07M17.00S,2023-01-11T05:08:11.2Z,3,REGULAR,freethrow,1 of 2,[],1626174,,,1610612742,77,56,2023-01-11T05:08:11Z,3900000,False,,,0,,C. Wood Free Throw 1 of 2 (9 PTS),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
395,PT07M17.00S,2023-01-11T05:08:26.2Z,3,REGULAR,freethrow,2 of 2,[],1626174,,,1610612742,77,57,2023-01-11T05:08:26Z,3910000,False,,,0,,C. Wood Free Throw 2 of 2 (10 PTS),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
396,PT07M06.00S,2023-01-11T05:08:42.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202695,7.145203679369246,46.568627450980394,1610612746,79,57,2023-01-11T05:08:48Z,3920000,False,17.0,15.0,1,left,K. Leonard driving Layup (24 PTS),[202695],1610612746.0,LAC,driving,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,2.26,Made,24.0,,,,,,,,,,,,,,,,,
397,PT06M47.00S,2023-01-11T05:09:00.9Z,3,REGULAR,3pt,Jump Shot,[],203915,64.30683311432327,59.80392156862745,1610612742,79,60,2023-01-11T05:09:06Z,3930000,False,49.0,283.0,1,right,S. Dinwiddie 28' 3PT  (10 PTS) (L. Doncic 5 AST),"[203915, 1629029]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,28.72,Made,10.0,,,L. Doncic,1629029.0,5.0,,,,,,,,,,,,
399,PT06M27.00S,2023-01-11T05:09:20.4Z,3,REGULAR,2pt,Jump Shot,[],202695,10.561760840998687,25.735294117647058,1610612746,79,60,2023-01-11T05:10:24Z,3950000,False,121.0,47.0,1,left,MISS K. Leonard 13' pullup Shot,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Right,13.0,Missed,,,,,,,,,,,,,,,,,,
400,PT06M23.00S,2023-01-11T05:09:24.4Z,3,REGULAR,rebound,defensive,[],1626174,,,1610612742,79,60,2023-01-11T05:09:26Z,3960000,False,,,0,,C. Wood REBOUND (Off:1 Def:1),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Mid-Range,8-16 Right,,,,399.0,,,,,2.0,1.0,1.0,,,,,,,,,
401,PT06M18.00S,2023-01-11T05:09:29.6Z,3,REGULAR,3pt,Jump Shot,[],1629029,79.54993429697765,10.539215686274503,1610612742,79,60,2023-01-11T05:10:56Z,3970000,False,-197.0,140.0,1,right,MISS L. Doncic 24' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,24.18,Missed,,,,,,,,,,,,,,,,,,
402,PT06M15.00S,2023-01-11T05:09:32.6Z,3,REGULAR,rebound,defensive,[],1629611,,,1610612746,79,60,2023-01-11T05:09:37Z,3980000,False,,,0,,T. Mann REBOUND (Off:0 Def:2),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,,,,401.0,,,,,2.0,2.0,0.0,,,,,,,,,
403,PT05M58.00S,2023-01-11T05:09:49.5Z,3,REGULAR,2pt,Jump Shot,[],202694,8.327858081471746,78.43137254901961,1610612746,79,60,2023-01-11T05:10:01Z,3990000,False,-142.0,26.0,1,left,MISS M. Morris Sr. 14' turnaround Shot,[202694],1610612746.0,LAC,turnaround,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,8-16 Left,14.45,Missed,,,,,,,,,,,,,,,,,,
404,PT05M58.00S,2023-01-11T05:09:49.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612746,79,60,2023-01-11T05:10:01Z,4000000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Mid-Range,8-16 Left,,,,403.0,,,,,,,,,,,,,,,,
405,PT05M58.00S,2023-01-11T05:10:02.4Z,3,REGULAR,foul,personal,[],202722,,,1610612746,79,60,2023-01-11T05:10:40Z,4010000,False,,,0,,D. Bertans loose ball personal FOUL (2 PF),"[202722, 1629611]",1610612742.0,DAL,loose ball,,,Bertans,D. Bertans,,,,,Restricted Area,0-8 Center,,,,,1627962.0,,,,,,,,,,2.0,0.0,Mann,1629611.0,,
407,PT05M48.00S,2023-01-11T05:10:21.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201587,29.61563731931669,25.980392156862735,1610612746,79,60,2023-01-11T05:10:26Z,4030000,False,120.0,226.0,1,left,MISS N. Batum 25' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Right Center,25.58,Missed,,,,,,,,,,,,,,,,,,
408,PT05M43.00S,2023-01-11T05:10:26.5Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,79,60,2023-01-11T05:10:26Z,4040000,False,,,0,,L. Doncic REBOUND (Off:0 Def:4),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,,,,407.0,,,,,4.0,4.0,0.0,,,,,,,,,
409,PT05M34.00S,2023-01-11T05:10:34.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,92.0335085413929,58.57843137254902,1610612742,79,62,2023-01-11T05:11:44Z,4050000,False,43.0,22.0,1,right,L. Doncic driving Layup (18 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,4.84,Made,18.0,,,,,,,,,,,,,,,,,
410,PT05M22.00S,2023-01-11T05:10:47.4Z,3,REGULAR,3pt,Jump Shot,[],1629611,31.061103810775293,32.59803921568627,1610612746,79,62,2023-01-11T05:12:00Z,4060000,False,87.0,239.0,1,left,MISS T. Mann 25' pullup 3PT,[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,25.48,Missed,,,,,,,,,,,,,,,,,,
411,PT05M19.00S,2023-01-11T05:10:50.4Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,79,62,2023-01-11T05:11:09Z,4070000,False,,,0,,L. Doncic REBOUND (Off:0 Def:5),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,,,,410.0,,,,,5.0,5.0,0.0,,,,,,,,,
412,PT05M19.00S,2023-01-11T05:11:04.2Z,3,REGULAR,foul,personal,[],201587,,,1610612742,79,62,2023-01-11T05:11:49Z,4080000,False,,,0,,N. Batum personal FOUL (1 PF),"[201587, 1629029]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,Mid-Range,16-24 Right,,,,,1628951.0,,,,,,,,,,1.0,0.0,Doncic,1629029.0,,
414,PT05M19.00S,2023-01-11T05:11:10.7Z,3,REGULAR,substitution,out,[],1629611,,,1610612742,79,62,2023-01-11T05:11:13Z,4100000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT05M19.00S,2023-01-11T05:11:10.7Z,3,REGULAR,substitution,in,[],1626181,,,1610612742,79,62,2023-01-11T05:11:13Z,4110000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT04M56.00S,2023-01-11T05:11:44.4Z,3,REGULAR,3pt,Jump Shot,[],203501,94.13600525624179,2.941176470588232,1610612742,79,62,2023-01-11T05:11:52Z,4120000,False,-235.0,3.0,1,right,MISS T. Hardaway Jr. 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,23.53,Missed,,,,,,,,,,,,,,,,,,
417,PT04M54.00S,2023-01-11T05:11:46.4Z,3,REGULAR,rebound,defensive,[],1626181,,,1610612746,79,62,2023-01-11T05:26:03Z,4130000,False,,,0,,N. Powell REBOUND (Off:0 Def:2),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Left Corner 3,24+ Left,,,,416.0,,,,,2.0,2.0,0.0,,,,,,,,,
418,PT04M49.00S,2023-01-11T05:11:53.7Z,3,REGULAR,foul,personal,['2freethrow'],1629029,,,1610612746,79,62,2023-01-11T05:24:32Z,4140000,False,,,0,,L. Doncic shooting personal FOUL (2 PF) (Batum 2 FT),"[1629029, 201587]",1610612742.0,DAL,shooting,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Left Center,,,,,1662.0,,,,,,,,,,2.0,0.0,Batum,201587.0,,
420,PT04M49.00S,2023-01-11T05:12:24.8Z,3,REGULAR,freethrow,1 of 2,[],1626181,,,1610612746,80,62,2023-01-11T05:12:24Z,4160000,False,,,0,,N. Powell Free Throw 1 of 2 (17 PTS),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
421,PT04M49.00S,2023-01-11T05:12:47.4Z,3,REGULAR,freethrow,2 of 2,[],1626181,,,1610612746,81,62,2023-01-11T05:12:47Z,4170000,False,,,0,,N. Powell Free Throw 2 of 2 (18 PTS),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
