actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
18,PT10M33.00S,2022-11-08T03:32:59.0Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628378,7.013797634691201,50.98039215686275,1610612739,0,6,2022-11-08T03:33:14Z,180000,-5.0,13.0,1,left,D. Mitchell running DUNK (2 PTS) (D. Garland 2 AST),"[1628378, 1629636]",1610612739.0,CLE,running,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,2.0,D. Garland,1629636.0,2.0,,,,,,,,,,
20,PT10M33.00S,2022-11-08T03:33:03.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,0,6,2022-11-08T03:33:03Z,200000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PT10M12.00S,2022-11-08T03:36:13.8Z,1,REGULAR,3pt,Jump Shot,[],202694,90.98226018396846,4.166666666666657,1610612746,3,6,2022-11-08T03:36:18Z,210000,-229.0,32.0,1,right,M. Morris Sr. 3PT  (3 PTS) (R. Jackson 1 AST),"[202694, 202704]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Left Corner 3,24+ Left,23.15,Made,,,,,3.0,R. Jackson,202704.0,1.0,,,,,,,,,,
23,PT09M55.00S,2022-11-08T03:36:30.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,14.50394218134035,51.71568627450981,1610612739,3,8,2022-11-08T03:36:35Z,230000,-9.0,84.0,1,left,E. Mobley 8' turnaround Jump Shot (4 PTS),[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,8.42,Made,,,,,4.0,,,,,,,,,,,,,
24,PT09M35.00S,2022-11-08T03:36:50.1Z,1,REGULAR,2pt,Jump Shot,[],202694,86.38304862023654,22.794117647058826,1610612746,5,8,2022-11-08T03:39:03Z,240000,-136.0,75.0,1,right,M. Morris Sr. 15' pullup Jump Shot (5 PTS),[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,8-16 Left,15.56,Made,,,,,5.0,,,,,,,,,,,,,
25,PT09M22.00S,2022-11-08T03:37:04.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,15.292378449408673,58.33333333333333,1610612739,5,10,2022-11-08T03:37:12Z,250000,-42.0,91.0,1,left,J. Allen 10' Hook (2 PTS) (D. Garland 3 AST),"[1628386, 1629636]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,10.03,Made,,,,,2.0,D. Garland,1629636.0,3.0,,,,,,,,,,
27,PT09M03.00S,2022-11-08T03:37:22.8Z,1,REGULAR,3pt,Jump Shot,[],202694,94.00459921156373,3.9215686274509807,1610612746,5,10,2022-11-08T03:37:28Z,270000,-230.0,4.0,1,right,MISS M. Morris Sr. step back 3PT,[202694],1610612746.0,LAC,step back,,,Morris Sr.,M. Morris Sr.,,,,,Left Corner 3,24+ Left,23.04,Missed,,,,,,,,,,,,,,,,,,
28,PT09M00.00S,2022-11-08T03:37:25.8Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,5,10,2022-11-08T03:43:23Z,280000,,,0,,J. Allen REBOUND (Off:0 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Left Corner 3,24+ Left,,,27.0,3.0,3.0,0.0,,,,,,,,,,,,,,
29,PT08M58.00S,2022-11-08T03:37:29.9Z,1,REGULAR,turnover,out-of-bounds,[],1630596,,,1610612739,5,10,2022-11-08T03:37:37Z,290000,,,0,,E. Mobley lost ball out-of-bounds TURNOVER (1 TO),[1630596],1610612739.0,CLE,lost ball,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,,,202035.0,,,,,,
30,PT08M40.00S,2022-11-08T03:37:57.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202694,92.95335085413929,2.6960784313725554,1610612746,5,10,2022-11-08T03:38:02Z,300000,-237.0,14.0,1,right,MISS M. Morris Sr. 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Left Corner 3,24+ Left,23.69,Missed,,,,,,,,,,,,,,,,,,
31,PT08M36.00S,2022-11-08T03:38:01.4Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,5,10,2022-11-08T03:38:02Z,310000,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Left Corner 3,24+ Left,,,30.0,2.0,1.0,1.0,,,,,,,,,,,,,,
32,PT08M29.00S,2022-11-08T03:38:07.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",202331,66.40932982917215,58.82352941176471,1610612746,8,10,2022-11-08T03:38:12Z,320000,44.0,263.0,1,right,P. George 26' 3PT  (3 PTS) (R. Jackson 2 AST),"[202331, 202704]",1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Center,26.7,Made,,,,,3.0,R. Jackson,202704.0,2.0,,,,,,,,,,
34,PT08M14.00S,2022-11-08T03:38:29.7Z,1,REGULAR,foul,technical,['1freethrow'],1627826,,,1610612739,8,10,2022-11-08T03:38:36Z,340000,,,0,,I. Zubac defensive-3-second technical FOUL (1 Tech),[1627826],1610612746.0,LAC,defensive-3-second,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,202035.0,0.0,1.0,,,,
35,PT08M14.00S,2022-11-08T03:38:45.7Z,1,REGULAR,freethrow,1 of 1,[],1629636,,,1610612739,8,10,2022-11-08T03:38:51Z,350000,,,0,,MISS D. Garland technical Free Throw 1 of 1,[1629636],1610612739.0,CLE,technical,,,Garland,D. Garland,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
36,PT08M14.00S,2022-11-08T03:38:45.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612739,8,10,2022-11-08T03:38:51Z,360000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,
37,PT08M07.00S,2022-11-08T03:39:07.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,6.750985545335084,54.65686274509804,1610612739,8,10,2022-11-08T03:39:17Z,370000,-23.0,11.0,1,left,MISS C. LeVert driving Layup,[1627747],1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,2.58,Missed,,,,,,,,,,,,,,,,,,
38,PT08M05.00S,2022-11-08T03:39:09.1Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,8,10,2022-11-08T03:44:08Z,380000,,,0,,E. Mobley REBOUND (Off:1 Def:0),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,37.0,1.0,0.0,1.0,,,,,,,,,,,,,,
39,PT08M04.00S,2022-11-08T03:39:15.3Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630596,5.590000152587891,50.0,1610612739,8,12,2022-11-08T03:44:15Z,390000,0.0,0.0,1,left,E. Mobley tip DUNK (6 PTS),[1630596],1610612739.0,CLE,tip,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,6.0,,,,,,,,,,,,,
40,PT07M50.00S,2022-11-08T03:39:23.2Z,1,REGULAR,2pt,Jump Shot,[],202331,81.7838370565046,73.77450980392157,1610612746,8,12,2022-11-08T03:39:27Z,400000,119.0,119.0,1,right,MISS P. George 16' pullup Shot,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Mid-Range,16-24 Right Center,16.8,Missed,,,,,,,,,,,,,,,,,,
41,PT07M47.00S,2022-11-08T03:39:26.2Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,8,12,2022-11-08T03:39:27Z,410000,,,0,,J. Allen REBOUND (Off:0 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,16-24 Right Center,,,40.0,4.0,4.0,0.0,,,,,,,,,,,,,,
42,PT07M41.00S,2022-11-08T03:39:33.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,5.831143232588701,52.69607843137255,1610612739,8,12,2022-11-08T03:44:55Z,420000,-13.0,2.0,1,left,MISS J. Allen alley-oop DUNK,[1628386],1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.37,Missed,,,,,,,,,,,,,,,,,,
43,PT07M39.00S,2022-11-08T03:39:35.0Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,8,12,2022-11-08T03:39:37Z,430000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Restricted Area,0-8 Center,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,
44,PT07M26.00S,2022-11-08T03:39:47.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,85.20039421813404,54.16666666666667,1610612746,8,12,2022-11-08T03:39:51Z,440000,21.0,87.0,1,right,MISS I. Zubac 8' Hook,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,8.91,Missed,,,,,,,,,,,,,,,,,,
45,PT07M24.00S,2022-11-08T03:39:49.9Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,8,12,2022-11-08T03:39:51Z,450000,,,0,,J. Allen REBOUND (Off:0 Def:5),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,44.0,5.0,5.0,0.0,,,,,,,,,,,,,,
46,PT07M12.00S,2022-11-08T03:40:02.0Z,1,REGULAR,3pt,Jump Shot,[],1629636,22.651116951379763,12.25490196078431,1610612739,8,12,2022-11-08T03:45:37Z,460000,189.0,160.0,1,left,MISS D. Garland 24' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,24.77,Missed,,,,,,,,,,,,,,,,,,
47,PT07M09.00S,2022-11-08T03:40:05.0Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,8,12,2022-11-08T03:40:06Z,470000,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,,,
48,PT07M02.00S,2022-11-08T03:40:12.0Z,1,REGULAR,turnover,bad pass,[],202704,,,1610612746,8,12,2022-11-08T03:40:17Z,480000,,,0,,R. Jackson bad pass TURNOVER (2 TO),"[202704, 1629636]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,2.0,Garland,1629636.0,,,,,,,
49,PT07M02.00S,2022-11-08T03:40:12.0Z,1,REGULAR,steal,,[],1629636,,,1610612739,8,12,2022-11-08T03:40:15Z,490000,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
50,PT06M57.00S,2022-11-08T03:40:16.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630596,7.013797634691201,51.22549019607843,1610612739,8,14,2022-11-08T03:40:22Z,500000,-6.0,13.0,1,left,E. Mobley alley-oop DUNK (8 PTS) (D. Garland 4 AST),"[1630596, 1629636]",1610612739.0,CLE,alley-oop,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,8.0,D. Garland,1629636.0,4.0,,,,,,,,,,
52,PT06M32.00S,2022-11-08T03:40:43.7Z,1,REGULAR,foul,personal,['2freethrow'],1628378,,,1610612746,8,14,2022-11-08T03:41:08Z,520000,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Mann 2 FT),"[1628378, 1629611]",1610612739.0,CLE,shooting,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,202035.0,1.0,0.0,Mann,1629611.0,,
54,PT06M32.00S,2022-11-08T03:41:09.6Z,1,REGULAR,freethrow,1 of 2,[],1629611,,,1610612746,8,14,2022-11-08T03:41:09Z,540000,,,0,,MISS T. Mann Free Throw 1 of 2,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
55,PT06M32.00S,2022-11-08T03:41:09.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,8,14,2022-11-08T03:41:09Z,550000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,,
56,PT06M32.00S,2022-11-08T03:41:24.0Z,1,REGULAR,freethrow,2 of 2,[],1629611,,,1610612746,9,14,2022-11-08T03:41:24Z,560000,,,0,,T. Mann Free Throw 2 of 2 (1 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
57,PT06M16.00S,2022-11-08T03:41:42.1Z,1,REGULAR,3pt,Jump Shot,[],1627747,11.613009198423129,5.637254901960787,1610612739,9,14,2022-11-08T03:41:47Z,570000,222.0,57.0,1,left,MISS C. LeVert 3PT,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Right Corner 3,24+ Right,22.89,Missed,,,,,,,,,,,,,,,,,,
58,PT06M13.00S,2022-11-08T03:41:45.1Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,9,14,2022-11-08T03:41:47Z,580000,,,0,,J. Allen REBOUND (Off:1 Def:5),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Right Corner 3,24+ Right,,,57.0,6.0,5.0,1.0,,,,,,,,,,,,,,
59,PT06M11.00S,2022-11-08T03:41:47.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630596,20.154402102496718,52.94117647058824,1610612739,9,14,2022-11-08T03:41:53Z,590000,-15.0,137.0,1,left,MISS E. Mobley 13' Jump Shot,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,13.78,Missed,,,,,,,,,,,,,,,,,,
60,PT06M06.00S,2022-11-08T03:41:52.5Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,9,14,2022-11-08T03:41:53Z,600000,,,0,,I. Zubac REBOUND (Off:1 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,59.0,3.0,2.0,1.0,,,,,,,,,,,,,,
61,PT06M03.00S,2022-11-08T03:41:55.4Z,1,REGULAR,3pt,Jump Shot,[],202704,94.00459921156373,95.83333333333333,1610612746,12,14,2022-11-08T03:42:01Z,610000,229.0,4.0,1,right,R. Jackson 3PT  (3 PTS) (M. Morris Sr. 1 AST),"[202704, 202694]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Right Corner 3,24+ Right,22.92,Made,,,,,3.0,M. Morris Sr.,202694.0,1.0,,,,,,,,,,
63,PT05M47.00S,2022-11-08T03:42:11.1Z,1,REGULAR,3pt,Jump Shot,[],1628378,23.96517739816032,13.970588235294116,1610612739,12,17,2022-11-08T03:42:15Z,630000,180.0,173.0,1,left,D. Mitchell 24' 3PT  (5 PTS) (D. Garland 5 AST),"[1628378, 1629636]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,24.96,Made,,,,,5.0,D. Garland,1629636.0,5.0,,,,,,,,,,
65,PT05M37.00S,2022-11-08T03:42:20.5Z,1,REGULAR,3pt,Jump Shot,[],202331,68.51182654402103,64.4607843137255,1610612746,15,17,2022-11-08T03:42:25Z,650000,72.0,243.0,1,right,P. George 25' 3PT pullup (6 PTS),[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Above the Break 3,24+ Center,25.4,Made,,,,,6.0,,,,,,,,,,,,,
66,PT05M18.00S,2022-11-08T03:42:39.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,13.058475689881732,50.245098039215684,1610612739,15,19,2022-11-08T03:42:45Z,660000,-1.0,70.0,1,left,E. Mobley 7' Hook (10 PTS) (D. Garland 6 AST),"[1630596, 1629636]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,7.02,Made,,,,,10.0,D. Garland,1629636.0,6.0,,,,,,,,,,
68,PT04M59.00S,2022-11-08T03:42:58.0Z,1,REGULAR,3pt,Jump Shot,[],202694,84.67477003942182,3.67647058823529,1610612746,18,19,2022-11-08T03:43:02Z,680000,-232.0,92.0,1,right,M. Morris Sr. 24' 3PT  (8 PTS) (R. Jackson 3 AST),"[202694, 202704]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Left,24.91,Made,,,,,8.0,R. Jackson,202704.0,3.0,,,,,,,,,,
70,PT04M40.00S,2022-11-08T03:43:18.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,8.853482260183966,39.70588235294118,1610612739,18,21,2022-11-08T03:43:27Z,700000,51.0,31.0,1,left,J. Allen 6' turnaround bank Hook (4 PTS) (E. Mobley 1 AST),"[1628386, 1630596]",1610612739.0,CLE,turnaround bank,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,6.0,Made,,,,,4.0,E. Mobley,1630596.0,1.0,,,,,,,,,,
72,PT04M26.00S,2022-11-08T03:43:32.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,87.30289093298292,48.529411764705884,1610612746,20,21,2022-11-08T03:43:36Z,720000,-7.0,67.0,1,right,R. Jackson 6' floating Jump Shot (5 PTS) (P. George 1 AST),"[202704, 202331]",1610612746.0,LAC,floating,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,6.73,Made,,,,,5.0,P. George,202331.0,1.0,,,,,,,,,,
74,PT04M07.00S,2022-11-08T03:43:51.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,14.241130091984232,59.80392156862745,1610612739,20,23,2022-11-08T03:43:56Z,740000,-49.0,81.0,1,left,E. Mobley 9' turnaround Jump Shot (12 PTS) (J. Allen 1 AST),"[1630596, 1628386]",1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,9.5,Made,,,,,12.0,J. Allen,1628386.0,1.0,,,,,,,,,,
76,PT03M49.00S,2022-11-08T03:44:08.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202331,92.95335085413929,50.73529411764706,1610612746,22,23,2022-11-08T03:44:28Z,760000,4.0,14.0,1,right,P. George driving DUNK (8 PTS),[202331],1610612746.0,LAC,driving,,,George,P. George,,,,,Restricted Area,0-8 Center,1.42,Made,,,,,8.0,,,,,,,,,,,,,
77,PT03M48.00S,2022-11-08T03:44:15.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,22,23,2022-11-08T03:44:15Z,770000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT03M48.00S,2022-11-08T03:47:03.4Z,1,REGULAR,substitution,out,[],1629611,,,1610612739,22,23,2022-11-08T03:47:17Z,780000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT03M48.00S,2022-11-08T03:47:03.4Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,22,23,2022-11-08T03:47:17Z,790000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT03M48.00S,2022-11-08T03:47:03.4Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,22,23,2022-11-08T03:47:17Z,800000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT03M48.00S,2022-11-08T03:47:03.4Z,1,REGULAR,substitution,in,[],1626181,,,1610612739,22,23,2022-11-08T03:47:17Z,810000,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT03M48.00S,2022-11-08T03:47:03.4Z,1,REGULAR,substitution,in,[],1629731,,,1610612739,22,23,2022-11-08T03:47:17Z,820000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT03M48.00S,2022-11-08T03:47:03.4Z,1,REGULAR,substitution,in,[],201567,,,1610612739,22,23,2022-11-08T03:47:17Z,830000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT03M31.00S,2022-11-08T03:47:30.9Z,1,REGULAR,2pt,Jump Shot,[],1628386,22.913929040735866,38.48039215686274,1610612739,22,25,2022-11-08T03:47:35Z,840000,58.0,163.0,1,left,J. Allen 17' Jump Shot (6 PTS) (K. Love 1 AST),"[1628386, 201567]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,16-24 Right Center,17.28,Made,,,,,6.0,K. Love,201567.0,1.0,,,,,,,,,,
