actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
17,PT10M19.00S,2023-04-08T20:12:51.6Z,1,REGULAR,rebound,defensive,[],201566,,,1610612746,4,0,2023-04-08T20:12:53Z,170000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,
18,PT10M09.00S,2023-04-08T20:13:02.4Z,1,REGULAR,3pt,Jump Shot,[],201587,88.2227332457293,96.81372549019608,1610612746,4,0,2023-04-08T20:13:07Z,180000,False,234.0,58.0,1,right,MISS N. Batum 24' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Right Corner 3,24+ Right,24.12,Missed,,,,,,,,,,,,,,,,,,
19,PT10M06.00S,2023-04-08T20:13:05.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,4,0,2023-04-08T20:13:07Z,190000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,18.0,,,,,,,,,,,,,
21,PT09M44.00S,2023-04-08T20:13:42.3Z,1,REGULAR,2pt,Jump Shot,[],1631101,16.475032851511173,76.9607843137255,1610612757,4,2,2023-04-08T20:13:47Z,210000,False,-135.0,102.0,1,left,S. Sharpe 16' fadeaway Jump Shot (2 PTS) (T. Watford 1 AST),"[1631101, 1630570]",1610612757.0,POR,fadeaway,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Left Center,16.93,Made,2.0,T. Watford,1630570.0,1.0,,,,,,,,,,,,,,
23,PT09M22.00S,2023-04-08T20:14:03.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,93.34756898817345,56.86274509803921,1610612746,4,2,2023-04-08T20:14:09Z,230000,False,34.0,10.0,1,right,MISS E. Gordon driving finger roll Layup - blocked,"[201569, 1630570]",1610612746.0,LAC,driving finger roll,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,3.57,Missed,,,,,,,,,,,,,Watford,1630570.0,,,,
24,PT09M22.00S,2023-04-08T20:14:03.9Z,1,REGULAR,block,,[],1630570,,,1610612746,4,2,2023-04-08T20:14:55Z,240000,False,,,0,,T. Watford BLOCK (1 BLK),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
25,PT09M18.00S,2023-04-08T20:14:07.9Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612757,4,2,2023-04-08T20:14:55Z,250000,False,,,0,,T. Watford REBOUND (Off:0 Def:1),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,
26,PT09M16.00S,2023-04-08T20:14:09.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630219,6.8823915900131425,49.26470588235294,1610612757,4,2,2023-04-08T20:18:05Z,260000,False,4.0,12.0,1,left,MISS S. Mays running Layup - blocked,"[1630219, 201587]",1610612757.0,POR,running,,,Mays,S. Mays,,,,,Restricted Area,0-8 Center,1.27,Missed,,,,,,,,,,,,,Batum,201587.0,,,,
27,PT09M16.00S,2023-04-08T20:14:09.8Z,1,REGULAR,block,,[],201587,,,1610612757,4,2,2023-04-08T20:16:05Z,270000,False,,,0,,N. Batum BLOCK (1 BLK),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
28,PT09M15.00S,2023-04-08T20:14:10.8Z,1,REGULAR,rebound,offensive,[],1631101,,,1610612757,4,2,2023-04-08T20:17:07Z,280000,False,,,0,,S. Sharpe REBOUND (Off:1 Def:0),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,26.0,1.0,0.0,1.0,,,,,,,,,,
50,PT09M15.00S,2023-04-08T20:14:22.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631101,7.408015768725363,44.85294117647059,1610612757,4,4,2023-04-08T20:17:12Z,285000,False,26.0,17.0,1,left,S. Sharpe putback Layup (4 PTS),[1631101],1610612757.0,POR,putback,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,3.09,Made,4.0,,,,,,,,,,,,,,,,,
29,PT09M03.00S,2023-04-08T20:14:34.8Z,1,REGULAR,3pt,Jump Shot,[],201569,69.4316688567674,30.392156862745097,1610612746,4,4,2023-04-08T20:18:38Z,290000,False,-98.0,235.0,1,right,MISS E. Gordon 25' 3PT,[201569],1610612746.0,LAC,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Left Center,25.44,Missed,,,,,,,,,,,,,,,,,,
30,PT09M01.00S,2023-04-08T20:14:36.8Z,1,REGULAR,rebound,offensive,[],202695,,,1610612746,4,4,2023-04-08T20:34:54Z,300000,False,,,0,,K. Leonard REBOUND (Off:1 Def:0),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,,,,,,,29.0,1.0,0.0,1.0,,,,,,,,,,
31,PT08M47.00S,2023-04-08T20:14:39.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201566,93.47897503285151,53.67647058823529,1610612746,6,4,2023-04-08T20:20:31Z,310000,False,18.0,9.0,1,right,R. Westbrook cutting Layup (2 PTS) (K. Leonard 2 AST),"[201566, 202695]",1610612746.0,LAC,cutting,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,2.04,Made,2.0,K. Leonard,202695.0,2.0,,,,,,,,,,,,,,
33,PT08M35.00S,2023-04-08T20:14:50.6Z,1,REGULAR,3pt,Jump Shot,[],1628995,5.962549277266746,4.656862745098039,1610612757,6,4,2023-04-08T20:14:58Z,330000,False,227.0,4.0,1,left,MISS K. Knox II 3PT,[1628995],1610612757.0,POR,,,,Knox II,K. Knox II,,,,,Right Corner 3,24+ Right,22.67,Missed,,,,,,,,,,,,,,,,,,
34,PT08M32.00S,2023-04-08T20:14:53.6Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,6,4,2023-04-08T20:14:58Z,340000,False,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Right Corner 3,24+ Right,,,,,,,33.0,1.0,1.0,0.0,,,,,,,,,,
35,PT08M27.00S,2023-04-08T20:14:59.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",201566,81.52102496714849,62.00980392156863,1610612746,6,4,2023-04-08T20:15:10Z,350000,False,60.0,121.0,1,right,MISS R. Westbrook 13' running pullup Shot,[201566],1610612746.0,LAC,running pullup,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Center,13.52,Missed,,,,,,,,,,,,,,,,,,
36,PT08M18.00S,2023-04-08T20:15:08.5Z,1,REGULAR,rebound,defensive,[],1628995,,,1610612757,6,4,2023-04-08T20:15:08Z,360000,False,,,0,,K. Knox II REBOUND (Off:0 Def:1),[1628995],1610612757.0,POR,,,,Knox II,K. Knox II,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,,
37,PT08M14.00S,2023-04-08T20:15:14.5Z,1,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612757,6,4,2023-04-08T20:15:38Z,370000,False,,,0,,I. Zubac shooting personal FOUL (1 PF) (Mays 2 FT),"[1627826, 1630219]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202041.0,,,1.0,0.0,Mays,1630219.0
39,PT08M14.00S,2023-04-08T20:15:39.4Z,1,REGULAR,freethrow,1 of 2,[],1630219,,,1610612757,6,5,2023-04-08T20:15:39Z,390000,False,,,0,,S. Mays Free Throw 1 of 2 (1 PTS),[1630219],1610612757.0,POR,,,,Mays,S. Mays,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
40,PT08M14.00S,2023-04-08T20:15:39.4Z,1,REGULAR,freethrow,2 of 2,[],1630219,,,1610612757,6,5,2023-04-08T20:16:08Z,400000,False,,,0,,MISS S. Mays Free Throw 2 of 2,[1630219],1610612757.0,POR,,,,Mays,S. Mays,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
41,PT08M10.00S,2023-04-08T20:15:43.4Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,6,5,2023-04-08T20:16:08Z,410000,False,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,40.0,2.0,2.0,0.0,,,,,,,,,,
42,PT07M56.00S,2023-04-08T20:16:07.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,86.51445466491458,53.67647058823529,1610612746,8,5,2023-04-08T20:16:14Z,420000,False,18.0,74.0,1,right,I. Zubac 7' turnaround Hook (6 PTS) (K. Leonard 3 AST),"[1627826, 202695]",1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,7.65,Made,6.0,K. Leonard,202695.0,3.0,,,,,,,,,,,,,,
44,PT07M48.00S,2023-04-08T20:16:16.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628995,18.31471747700394,50.49019607843137,1610612757,8,7,2023-04-08T20:23:39Z,440000,False,-2.0,120.0,1,left,K. Knox II 11' pullup Jump Shot (2 PTS) (S. Mays 1 AST),"[1628995, 1630219]",1610612757.0,POR,pullup,,,Knox II,K. Knox II,,,,,In The Paint (Non-RA),8-16 Center,11.97,Made,2.0,S. Mays,1630219.0,1.0,,,,,,,,,,,,,,
46,PT07M36.00S,2023-04-08T20:16:27.9Z,1,REGULAR,3pt,Jump Shot,[],202695,66.27792378449408,62.99019607843137,1610612746,8,7,2023-04-08T20:17:20Z,460000,False,65.0,264.0,1,right,MISS K. Leonard 27' 3PT,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,27.24,Missed,,,,,,,,,,,,,,,,,,
47,PT07M36.00S,2023-04-08T20:16:27.9Z,1,REGULAR,rebound,defensive,[],1628995,,,1610612757,8,7,2023-04-08T20:17:20Z,470000,False,,,0,,K. Knox II REBOUND (Off:0 Def:2),[1628995],1610612757.0,POR,,,,Knox II,K. Knox II,,,,,Above the Break 3,24+ Center,,,,,,,46.0,2.0,2.0,0.0,,,,,,,,,,
48,PT07M27.00S,2023-04-08T20:16:39.3Z,1,REGULAR,foul,personal,['2freethrow'],201569,,,1610612757,8,7,2023-04-08T20:16:44Z,480000,False,,,0,,E. Gordon shooting personal FOUL (1 PF) (Watford 2 FT),"[201569, 1630570]",1610612746.0,LAC,shooting,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,203591.0,,,1.0,0.0,Watford,1630570.0
51,PT07M27.00S,2023-04-08T20:17:00.4Z,1,REGULAR,freethrow,1 of 2,[],1630570,,,1610612757,8,8,2023-04-08T20:17:00Z,500000,False,,,0,,T. Watford Free Throw 1 of 2 (1 PTS),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
52,PT07M27.00S,2023-04-08T20:17:14.4Z,1,REGULAR,freethrow,2 of 2,[],1630570,,,1610612757,8,9,2023-04-08T20:17:14Z,510000,False,,,0,,T. Watford Free Throw 2 of 2 (2 PTS),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
53,PT07M11.00S,2023-04-08T20:17:33.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,91.50788436268068,50.49019607843137,1610612746,8,9,2023-04-08T20:17:45Z,520000,False,2.0,27.0,1,right,MISS R. Westbrook driving Layup,[201566],1610612746.0,LAC,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,2.74,Missed,,,,,,,,,,,,,,,,,,
54,PT07M10.00S,2023-04-08T20:17:34.2Z,1,REGULAR,rebound,offensive,[],201566,,,1610612746,8,9,2023-04-08T20:27:37Z,530000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:1),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,,53.0,2.0,1.0,1.0,,,,,,,,,,
55,PT07M09.00S,2023-04-08T20:17:39.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201566,94.40999984741211,50.0,1610612746,8,9,2023-04-08T20:27:46Z,540000,False,0.0,0.0,1,right,MISS R. Westbrook putback Layup,[201566],1610612746.0,LAC,putback,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
56,PT07M09.00S,2023-04-08T20:17:39.9Z,1,REGULAR,rebound,offensive,[],201566,,,1610612746,8,9,2023-04-08T20:28:09Z,550000,False,,,0,,R. Westbrook REBOUND (Off:2 Def:1),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,,55.0,3.0,1.0,2.0,,,,,,,,,,
57,PT07M08.00S,2023-04-08T20:17:41.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201566,94.40999984741211,50.0,1610612746,10,9,2023-04-08T20:28:15Z,560000,False,0.0,0.0,1,right,R. Westbrook tip Layup (4 PTS),[201566],1610612746.0,LAC,tip,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,0.0,Made,4.0,,,,,,,,,,,,,,,,,
58,PT06M58.00S,2023-04-08T20:17:46.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630219,17.920499342969777,46.81372549019608,1610612757,10,9,2023-04-08T20:17:56Z,570000,False,16.0,116.0,1,left,MISS S. Mays 11' driving floating Shot,[1630219],1610612757.0,POR,driving floating,,,Mays,S. Mays,,,,,In The Paint (Non-RA),8-16 Center,11.71,Missed,,,,,,,,,,,,,,,,,,
59,PT06M56.00S,2023-04-08T20:17:48.0Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,10,9,2023-04-08T20:17:56Z,580000,False,,,0,,I. Zubac REBOUND (Off:0 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,58.0,3.0,3.0,0.0,,,,,,,,,,
60,PT06M48.00S,2023-04-08T20:17:57.1Z,1,REGULAR,2pt,Jump Shot,[],202695,85.5946123521682,82.59803921568627,1610612746,12,9,2023-04-08T20:33:02Z,590000,False,163.0,83.0,1,right,K. Leonard 18' turnaround Jump Shot (2 PTS) (N. Batum 2 AST),"[202695, 201587]",1610612746.0,LAC,turnaround,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Right,18.29,Made,2.0,N. Batum,201587.0,2.0,,,,,,,,,,,,,,
61,PT06M33.00S,2023-04-08T20:18:11.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,14.50394218134035,44.11764705882353,1610612757,12,11,2023-04-08T20:18:18Z,600000,False,29.0,84.0,1,left,T. Watford 8' driving floating Jump Shot (4 PTS),[1630570],1610612757.0,POR,driving floating,,,Watford,T. Watford,,,,,In The Paint (Non-RA),8-16 Center,8.88,Made,4.0,,,,,,,,,,,,,,,,,
62,PT06M22.00S,2023-04-08T20:18:24.3Z,1,REGULAR,foul,personal,['2freethrow'],1630570,,,1610612746,12,11,2023-04-08T20:20:52Z,610000,False,,,0,,T. Watford shooting personal FOUL (1 PF) (Leonard 2 FT),"[1630570, 202695]",1610612757.0,POR,shooting,,,Watford,T. Watford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,202041.0,,,1.0,0.0,Leonard,202695.0
64,PT06M22.00S,2023-04-08T20:18:37.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,12,11,2023-04-08T20:18:37Z,630000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M22.00S,2023-04-08T20:20:53.8Z,1,REGULAR,substitution,out,[],1631466,,,1610612746,12,11,2023-04-08T20:21:22Z,640000,False,,,0,,SUB out: J. Williams,[1631466],1610612757.0,POR,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M22.00S,2023-04-08T20:20:53.8Z,1,REGULAR,substitution,out,[],1630219,,,1610612746,12,11,2023-04-08T20:21:22Z,650000,False,,,0,,SUB out: S. Mays,[1630219],1610612757.0,POR,,,,Mays,S. Mays,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M22.00S,2023-04-08T20:20:53.8Z,1,REGULAR,substitution,in,[],1627885,,,1610612746,12,11,2023-04-08T20:21:22Z,660000,False,,,0,,SUB in: S. Harrison,[1627885],1610612757.0,POR,,,,Harrison,S. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M22.00S,2023-04-08T20:20:53.8Z,1,REGULAR,substitution,in,[],1631219,,,1610612746,12,11,2023-04-08T20:21:22Z,670000,False,,,0,,SUB in: J. Butler Jr.,[1631219],1610612757.0,POR,,,,Butler Jr.,J. Butler Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M22.00S,2023-04-08T20:21:31.8Z,1,REGULAR,freethrow,1 of 2,[],202695,,,1610612746,13,11,2023-04-08T20:21:31Z,680000,False,,,0,,K. Leonard Free Throw 1 of 2 (3 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
70,PT06M22.00S,2023-04-08T20:21:47.7Z,1,REGULAR,freethrow,2 of 2,[],202695,,,1610612746,14,11,2023-04-08T20:21:47Z,690000,False,,,0,,K. Leonard Free Throw 2 of 2 (4 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
72,PT06M14.00S,2023-04-08T20:22:12.9Z,1,REGULAR,3pt,Jump Shot,[],1631101,31.586727989487514,36.76470588235294,1610612757,14,11,2023-04-08T20:22:18Z,710000,False,66.0,244.0,1,left,MISS S. Sharpe 25' pullup 3PT,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,25.32,Missed,,,,,,,,,,,,,,,,,,
73,PT06M09.00S,2023-04-08T20:22:17.9Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,14,11,2023-04-08T20:22:18Z,720000,False,,,0,,I. Zubac REBOUND (Off:0 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Center,,,,,,,72.0,4.0,4.0,0.0,,,,,,,,,,
74,PT06M06.00S,2023-04-08T20:22:19.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201569,65.48948751642575,82.35294117647058,1610612746,14,11,2023-04-08T20:22:29Z,730000,False,162.0,272.0,1,right,MISS E. Gordon 31' running 3PT,[201569],1610612746.0,LAC,running,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,31.64,Missed,,,,,,,,,,,,,,,,,,
75,PT06M03.00S,2023-04-08T20:22:22.7Z,1,REGULAR,rebound,defensive,[],1628995,,,1610612757,14,11,2023-04-08T20:22:29Z,740000,False,,,0,,K. Knox II REBOUND (Off:0 Def:3),[1628995],1610612757.0,POR,,,,Knox II,K. Knox II,,,,,Above the Break 3,24+ Right Center,,,,,,,74.0,3.0,3.0,0.0,,,,,,,,,,
76,PT05M55.00S,2023-04-08T20:22:30.5Z,1,REGULAR,3pt,Jump Shot,[],1630570,27.644546649145866,79.41176470588235,1610612757,14,11,2023-04-08T20:22:35Z,750000,False,-147.0,207.0,1,left,MISS T. Watford 25' 3PT,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Left Center,25.43,Missed,,,,,,,,,,,,,,,,,,
77,PT05M53.00S,2023-04-08T20:22:32.5Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,14,11,2023-04-08T20:22:35Z,760000,False,,,0,,I. Zubac REBOUND (Off:0 Def:5),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,,,,,76.0,5.0,5.0,0.0,,,,,,,,,,
78,PT05M44.00S,2023-04-08T20:22:42.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,92.69053876478318,50.0,1610612746,16,11,2023-04-08T20:22:46Z,770000,False,0.0,16.0,1,right,I. Zubac DUNK (8 PTS) (R. Westbrook 1 AST),"[1627826, 201566]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,1.62,Made,8.0,R. Westbrook,201566.0,1.0,,,,,,,,,,,,,,
80,PT05M29.00S,2023-04-08T20:22:57.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,8.590670170827863,53.18627450980392,1610612757,16,11,2023-04-08T20:23:02Z,790000,False,-16.0,28.0,1,left,MISS S. Sharpe driving Layup,[1631101],1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,3.25,Missed,,,,,,,,,,,,,,,,,,
81,PT05M24.00S,2023-04-08T20:23:01.2Z,1,REGULAR,rebound,offensive,[],1631101,,,1610612757,16,11,2023-04-08T20:23:01Z,800000,False,,,0,,S. Sharpe REBOUND (Off:2 Def:0),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,80.0,2.0,0.0,2.0,,,,,,,,,,
82,PT05M24.00S,2023-04-08T20:23:01.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631101,5.590000152587891,50.0,1610612757,16,13,2023-04-08T20:23:04Z,810000,False,0.0,0.0,1,left,S. Sharpe tip Layup (6 PTS),[1631101],1610612757.0,POR,tip,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,0.0,Made,6.0,,,,,,,,,,,,,,,,,
