actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-01-14T03:15:58.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-14T03:15:58Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,PT12M00.00S,2023-01-14T03:16:26.5Z,1,REGULAR,jumpball,recovered,[],1629611,,,1610612746,0,0,2023-01-14T03:17:07Z,42500,False,,,0,,Jump Ball I. Zubac vs. D. Jordan: Tip to T. Mann,"[1629611, 1627826, 201599]",1610612746.0,LAC,startperiod,T. Mann,1629611.0,Mann,T. Mann,Zubac,1627826.0,Jordan,201599.0,,,,,,,,,,,,,,,,,,,,,,
5,PT11M43.00S,2023-01-14T03:16:54.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,80.07555847568989,59.80392156862745,1610612746,0,0,2023-01-14T03:17:42Z,50000,False,49.0,135.0,1,right,MISS M. Morris Sr. 14' pullup Shot,[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),8-16 Center,14.34,Missed,,,,,,,,,,,,,,,,,,
6,PT11M40.00S,2023-01-14T03:16:57.7Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,0,0,2023-01-14T03:16:57Z,60000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,5.0,1.0,1.0,0.0,,,,,,,,,,,,,,
7,PT11M32.00S,2023-01-14T03:17:05.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,20.02299605781866,43.13725490196079,1610612743,0,0,2023-01-14T03:17:39Z,70000,False,34.0,136.0,1,left,MISS J. Murray 14' driving floating Shot,[1627750],1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,14.0,Missed,,,,,,,,,,,,,,,,,,
12,PT11M29.00S,2023-01-14T03:17:08.4Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,0,0,2023-01-14T03:17:08Z,80000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M27.00S,2023-01-14T03:17:15.6Z,1,REGULAR,turnover,out-of-bounds,[],202695,,,1610612746,0,0,2023-01-14T03:17:21Z,90000,False,,,0,,K. Leonard bad pass out-of-bounds TURNOVER (1 TO),[202695],1610612746.0,LAC,bad pass,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Right,,,,,,,1626302.0,1.0,,,,,,,,,,,,
14,PT11M07.00S,2023-01-14T03:17:46.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203932,23.833771353482263,29.90196078431373,1610612743,0,2,2023-01-14T03:17:52Z,100000,False,100.0,172.0,1,left,A. Gordon 19' Jump Shot (2 PTS) (D. Jordan 1 AST),"[203932, 201599]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,16-24 Right Center,19.88,Made,,,,,,,2.0,D. Jordan,201599.0,1.0,,,,,,,,
16,PT10M52.00S,2023-01-14T03:18:01.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,86.12023653088042,59.31372549019608,1610612746,2,2,2023-01-14T03:18:06Z,120000,False,47.0,78.0,1,right,K. Leonard 9' driving floating Jump Shot (2 PTS) (T. Mann 1 AST),"[202695, 1629611]",1610612746.0,LAC,driving floating,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,9.09,Made,,,,,,,2.0,T. Mann,1629611.0,1.0,,,,,,,,
18,PT10M34.00S,2023-01-14T03:18:19.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203932,19.8915900131406,52.205882352941174,1610612743,2,2,2023-01-14T03:18:26Z,140000,False,-11.0,134.0,1,left,MISS A. Gordon 13' pullup bank Shot,[203932],1610612743.0,DEN,pullup bank,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),8-16 Center,13.49,Missed,,,,,,,,,,,,,,,,,,
19,PT10M31.00S,2023-01-14T03:18:22.6Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,2,2,2023-01-14T03:18:26Z,150000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M29.00S,2023-01-14T03:18:29.7Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629611,88.35413929040736,58.33333333333333,1610612746,4,2,2023-01-14T03:19:11Z,160000,False,42.0,57.0,1,right,T. Mann 7' running Jump Shot (2 PTS),[1629611],1610612746.0,LAC,running,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,7.06,Made,,,,,,,2.0,,,,,,,,,,,
21,PT10M29.00S,2023-01-14T03:18:36.2Z,1,REGULAR,foul,personal,['1freethrow'],203932,,,1610612746,4,2,2023-01-14T03:18:43Z,170000,False,,,0,,A. Gordon shooting personal FOUL (1 PF) (Mann 1 FT),"[203932, 1629611]",1610612743.0,DEN,shooting,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1626302.0,,,,,,1.0,0.0,Mann,1629611.0,,,,
23,PT10M29.00S,2023-01-14T03:18:51.4Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1629611,,,1610612746,5,2,2023-01-14T03:18:51Z,190000,False,,,0,,T. Mann Free Throw 1 of 1 (3 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
24,PT10M10.00S,2023-01-14T03:19:13.0Z,1,REGULAR,3pt,Jump Shot,[],203484,32.37516425755584,70.34313725490196,1610612743,5,5,2023-01-14T03:19:18Z,200000,False,-102.0,252.0,1,left,K. Caldwell-Pope 27' 3PT  (3 PTS) (J. Murray 1 AST),"[203484, 1627750]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,27.16,Made,,,,,,,3.0,J. Murray,1627750.0,1.0,,,,,,,,
26,PT09M53.00S,2023-01-14T03:19:30.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,92.42772667542707,46.07843137254902,1610612746,5,5,2023-01-14T03:19:34Z,220000,False,-20.0,19.0,1,right,MISS I. Zubac cutting Layup,[1627826],1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,2.71,Missed,,,,,,,,,,,,,,,,,,
27,PT09M50.00S,2023-01-14T03:19:33.7Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,5,5,2023-01-14T03:19:34Z,230000,False,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,
28,PT09M47.00S,2023-01-14T03:19:36.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629008,6.8823915900131425,46.81372549019608,1610612743,5,7,2023-01-14T03:19:45Z,240000,False,16.0,12.0,1,left,M. Porter Jr. running Layup (2 PTS) (A. Gordon 1 AST),"[1629008, 203932]",1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,2.0,Made,,,,,,,2.0,A. Gordon,203932.0,1.0,,,,,,,,
30,PT09M27.00S,2023-01-14T03:19:56.3Z,1,REGULAR,3pt,Jump Shot,[],201587,74.1622864651774,84.06862745098039,1610612746,8,7,2023-01-14T03:20:00Z,260000,False,170.0,190.0,1,right,N. Batum 25' 3PT  (3 PTS) (K. Leonard 1 AST),"[201587, 202695]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Right Center,25.54,Made,,,,,,,3.0,K. Leonard,202695.0,1.0,,,,,,,,
32,PT09M06.00S,2023-01-14T03:20:17.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201599,7.408015768725363,49.26470588235294,1610612743,8,9,2023-01-14T03:23:54Z,280000,False,4.0,17.0,1,left,D. Jordan turnaround Hook (2 PTS) (M. Porter Jr. 1 AST),"[201599, 1629008]",1610612743.0,DEN,turnaround,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,1.75,Made,,,,,,,2.0,M. Porter Jr.,1629008.0,1.0,,,,,,,,
34,PT08M52.00S,2023-01-14T03:20:30.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,82.17805519053877,51.71568627450981,1610612746,10,9,2023-01-14T03:24:28Z,300000,False,9.0,115.0,1,right,K. Leonard 11' fadeaway Jump Shot (4 PTS) (T. Mann 2 AST),"[202695, 1629611]",1610612746.0,LAC,fadeaway,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,11.53,Made,,,,,,,4.0,T. Mann,1629611.0,2.0,,,,,,,,
