actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-04-06T02:11:19.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-04-06T02:11:19Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-04-06T02:11:31.1Z,1,REGULAR,jumpball,recovered,[],2544,,,1610612747,0,0,2023-04-06T02:11:31Z,40000,False,,,0,,Jump Ball A. Davis vs. I. Zubac: Tip to L. James,"[2544, 203076, 1627826]",1610612747.0,LAL,startperiod,L. James,2544.0,James,L. James,Davis,203076.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M35.00S,2023-04-06T02:11:50.8Z,1,REGULAR,2pt,Jump Shot,[],1630559,12.401445466491452,80.88235294117646,1610612747,0,0,2023-04-06T02:11:57Z,70000,False,-154.0,64.0,1,left,MISS A. Reaves 16' pullup Shot - blocked,"[1630559, 201566]",1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Left,16.72,Missed,Westbrook,201566.0,,,,,,,,,,,,,,,,
8,PT11M35.00S,2023-04-06T02:11:50.8Z,1,REGULAR,block,,[],201566,,,1610612747,0,0,2023-04-06T02:11:53Z,80000,False,,,0,,R. Westbrook BLOCK (1 BLK),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
9,PT11M32.00S,2023-04-06T02:11:53.8Z,1,REGULAR,rebound,defensive,[],201569,,,1610612746,0,0,2023-04-06T02:11:57Z,90000,False,,,0,,E. Gordon REBOUND (Off:0 Def:1),[201569],1610612746.0,LAC,,,,Gordon,E. Gordon,,,,,Mid-Range,16-24 Left,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M28.00S,2023-04-06T02:11:58.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,93.08475689881735,47.549019607843135,1610612746,2,0,2023-04-06T02:12:04Z,100000,False,-12.0,13.0,1,right,I. Zubac alley-oop DUNK (2 PTS) (R. Westbrook 1 AST),"[1627826, 201566]",1610612746.0,LAC,alley-oop,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,1.75,Made,,,,,,,2.0,R. Westbrook,201566.0,1.0,,,,,,,,
12,PT11M20.00S,2023-04-06T02:12:06.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,7.670827858081481,54.65686274509804,1610612747,2,0,2023-04-06T02:12:10Z,120000,False,-23.0,20.0,1,left,MISS D. Russell driving finger roll Layup,[1626156],1610612747.0,LAL,driving finger roll,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,3.04,Missed,,,,,,,,,,,,,,,,,,
13,PT11M18.00S,2023-04-06T02:12:08.7Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,2,0,2023-04-06T02:12:10Z,130000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,
14,PT11M13.00S,2023-04-06T02:12:14.1Z,1,REGULAR,3pt,Jump Shot,[],201569,90.06241787122208,3.4313725490196134,1610612746,5,0,2023-04-06T02:12:20Z,140000,False,-233.0,41.0,1,right,E. Gordon 3PT  (3 PTS) (R. Westbrook 2 AST),"[201569, 201566]",1610612746.0,LAC,,,,Gordon,E. Gordon,,,,,Left Corner 3,24+ Left,23.64,Made,,,,,,,3.0,R. Westbrook,201566.0,2.0,,,,,,,,
16,PT10M48.00S,2023-04-06T02:12:43.4Z,1,REGULAR,turnover,offensive goaltending,[],1629020,,,1610612747,5,0,2023-04-06T02:12:48Z,160000,False,,,0,,J. Vanderbilt offensive goaltending TURNOVER (1 TO),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628951.0,1.0,,,,,,
17,PT10M31.00S,2023-04-06T02:13:08.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202695,81.25821287779237,79.41176470588235,1610612746,5,0,2023-04-06T02:13:12Z,170000,False,147.0,124.0,1,right,MISS K. Leonard 19' Jump Shot,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Right Center,19.22,Missed,,,,,,,,,,,,,,,,,,
18,PT10M28.00S,2023-04-06T02:13:11.2Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,5,0,2023-04-06T02:13:12Z,180000,False,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Right Center,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,
19,PT10M24.00S,2023-04-06T02:13:15.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,24.6222076215506,88.97058823529412,1610612747,5,0,2023-04-06T02:13:23Z,190000,False,-195.0,179.0,1,left,MISS D. Russell 26' running 3PT,[1626156],1610612747.0,LAL,running,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,26.46,Missed,,,,,,,,,,,,,,,,,,
20,PT10M20.00S,2023-04-06T02:13:19.7Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,5,0,2023-04-06T02:13:23Z,200000,False,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,,,19.0,2.0,2.0,0.0,,,,,,,,,,,,
21,PT10M14.00S,2023-04-06T02:13:24.9Z,1,REGULAR,3pt,Jump Shot,[],201566,73.11103810775296,21.568627450980387,1610612746,8,0,2023-04-06T02:13:38Z,210000,False,-142.0,200.0,1,right,R. Westbrook 24' 3PT pullup (3 PTS),[201566],1610612746.0,LAC,pullup,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,24.56,Made,,,,,,,3.0,,,,,,,,,,,
22,PT09M58.00S,2023-04-06T02:13:40.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,12.00722733245729,65.44117647058823,1610612747,8,0,2023-04-06T02:14:00Z,220000,False,-77.0,60.0,1,left,MISS A. Davis 9' floating Shot,[203076],1610612747.0,LAL,floating,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Left,9.8,Missed,,,,,,,,,,,,,,,,,,
23,PT09M57.00S,2023-04-06T02:13:41.6Z,1,REGULAR,rebound,offensive,[],1629020,,,1610612747,8,0,2023-04-06T02:14:00Z,230000,False,,,0,,J. Vanderbilt REBOUND (Off:1 Def:0),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),8-16 Left,,,,,22.0,1.0,0.0,1.0,,,,,,,,,,,,
24,PT09M57.00S,2023-04-06T02:13:53.7Z,1,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612747,8,0,2023-04-06T02:13:59Z,240000,False,,,0,,I. Zubac shooting personal FOUL (1 PF) (Vanderbilt 2 FT),"[1627826, 1629020]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1830.0,,1.0,0.0,Vanderbilt,1629020.0,,
26,PT09M57.00S,2023-04-06T02:14:16.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629020,,,1610612747,8,0,2023-04-06T02:14:16Z,260000,False,,,0,,MISS J. Vanderbilt Free Throw 1 of 2,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
27,PT09M57.00S,2023-04-06T02:14:16.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,8,0,2023-04-06T02:14:16Z,270000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,
28,PT09M57.00S,2023-04-06T02:14:31.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629020,,,1610612747,8,1,2023-04-06T02:14:31Z,280000,False,,,0,,J. Vanderbilt Free Throw 2 of 2 (1 PTS),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
29,PT09M42.00S,2023-04-06T02:14:48.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,79.81274638633377,57.59803921568628,1610612746,10,1,2023-04-06T02:14:53Z,290000,False,38.0,137.0,1,right,K. Leonard 14' pullup Jump Shot (2 PTS),[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,14.25,Made,,,,,,,2.0,,,,,,,,,,,
30,PT09M27.00S,2023-04-06T02:15:03.5Z,1,REGULAR,3pt,Jump Shot,[],1629020,7.408015768725363,4.166666666666657,1610612747,10,1,2023-04-06T02:15:10Z,300000,False,229.0,17.0,1,left,MISS J. Vanderbilt 3PT,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Right Corner 3,24+ Right,22.98,Missed,,,,,,,,,,,,,,,,,,
31,PT09M22.00S,2023-04-06T02:15:08.5Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,10,1,2023-04-06T02:15:10Z,310000,False,,,0,,A. Davis REBOUND (Off:1 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Right Corner 3,24+ Right,,,,,30.0,2.0,1.0,1.0,,,,,,,,,,,,
32,PT09M22.00S,2023-04-06T02:15:09.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203076,5.590000152587891,50.0,1610612747,10,3,2023-04-06T02:15:12Z,320000,False,0.0,0.0,1,left,A. Davis putback Layup (2 PTS),[203076],1610612747.0,LAL,putback,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,2.0,,,,,,,,,,,
33,PT09M07.00S,2023-04-06T02:15:23.3Z,1,REGULAR,2pt,Jump Shot,[],202695,78.89290407358739,35.294117647058826,1610612746,10,3,2023-04-06T02:15:27Z,330000,False,-74.0,146.0,1,right,MISS K. Leonard 16' pullup Shot,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Left Center,16.34,Missed,,,,,,,,,,,,,,,,,,
34,PT09M04.00S,2023-04-06T02:15:26.3Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,10,3,2023-04-06T02:15:27Z,340000,False,,,0,,A. Davis REBOUND (Off:1 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Left Center,,,,,33.0,3.0,2.0,1.0,,,,,,,,,,,,
