actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
15,PT10M25.00S,2022-12-16T03:42:59.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629611,14.37253613666229,33.33333333333334,1610612746,4,0,2022-12-16T03:43:05Z,150000,False,83.0,83.0,1,left,T. Mann 11' pullup Jump Shot (2 PTS),[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,Mid-Range,8-16 Right,11.73,Made,,,,,2.0,,,,,,,,,,,,,
16,PT10M04.00S,2022-12-16T03:43:20.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,80.6011826544021,62.5,1610612756,4,2,2022-12-16T03:43:26Z,160000,False,62.0,130.0,1,right,C. Paul 14' pullup Jump Shot (2 PTS),[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Center,14.41,Made,,,,,2.0,,,,,,,,,,,,,
17,PT09M45.00S,2022-12-16T03:43:39.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629599,6.750985545335084,53.92156862745098,1610612746,4,2,2022-12-16T03:43:46Z,170000,False,-20.0,11.0,1,left,MISS A. Coffey driving Layup - blocked,"[1629599, 1628969]",1610612746.0,LAC,driving,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,Bridges,1628969.0,,,,,,,,,
18,PT09M45.00S,2022-12-16T03:43:39.7Z,1,REGULAR,block,,[],1628969,,,1610612746,4,2,2022-12-16T03:44:06Z,180000,False,,,0,,M. Bridges BLOCK (1 BLK),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
19,PT09M42.00S,2022-12-16T03:43:42.7Z,1,REGULAR,rebound,defensive,[],101108,,,1610612756,4,2,2022-12-16T03:43:46Z,190000,False,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT09M40.00S,2022-12-16T03:43:47.1Z,1,REGULAR,foul,personal,['2freethrow'],202694,,,1610612756,4,2,2022-12-16T03:43:52Z,200000,False,,,0,,M. Morris Sr. shooting personal FOUL (1 PF) (Biyombo 2 FT),"[202694, 202687]",1610612746.0,LAC,shooting,,,Morris Sr.,M. Morris Sr.,,,,,Restricted Area,0-8 Center,,,,,,,,200833.0,,,,1.0,0.0,Biyombo,202687.0,,,,,
22,PT09M40.00S,2022-12-16T03:44:17.4Z,1,REGULAR,freethrow,1 of 2,[],202687,,,1610612756,4,3,2022-12-16T03:44:38Z,220000,False,,,0,,B. Biyombo Free Throw 1 of 2 (1 PTS),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
23,PT09M40.00S,2022-12-16T03:44:17.4Z,1,REGULAR,freethrow,2 of 2,[],202687,,,1610612756,4,3,2022-12-16T03:44:38Z,230000,False,,,0,,MISS B. Biyombo Free Throw 2 of 2,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
24,PT09M38.00S,2022-12-16T03:44:19.4Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,4,3,2022-12-16T03:44:38Z,240000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
25,PT09M26.00S,2022-12-16T03:44:48.6Z,1,REGULAR,turnover,out-of-bounds,[],202322,,,1610612746,4,3,2022-12-16T03:44:52Z,250000,False,,,0,,J. Wall bad pass out-of-bounds TURNOVER (1 TO),[202322],1610612746.0,LAC,bad pass,,,Wall,J. Wall,,,,,Left Corner 3,24+ Left,,,,,,,,200833.0,1.0,,,,,,,,,,,
26,PT09M12.00S,2022-12-16T03:45:05.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628470,88.61695137976346,3.67647058823529,1610612756,4,3,2022-12-16T03:45:10Z,260000,False,-232.0,55.0,1,right,MISS T. Craig 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Left Corner 3,24+ Left,23.79,Missed,,,,,,,,,,,,,,,,,,
27,PT09M10.00S,2022-12-16T03:45:07.9Z,1,REGULAR,rebound,defensive,[],1629650,,,1610612746,4,3,2022-12-16T03:45:10Z,270000,False,,,0,,M. Brown REBOUND (Off:1 Def:2),[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,Left Corner 3,24+ Left,,,26.0,3.0,2.0,1.0,,,,,,,,,,,,,,
28,PT08M52.00S,2022-12-16T03:45:26.5Z,1,REGULAR,2pt,Jump Shot,[],1629599,20.285808147174762,68.38235294117646,1610612746,4,3,2022-12-16T03:46:02Z,280000,False,-92.0,138.0,1,left,MISS A. Coffey 16' pullup Shot,[1629599],1610612746.0,LAC,pullup,,,Coffey,A. Coffey,,,,,Mid-Range,16-24 Left Center,16.6,Missed,,,,,,,,,,,,,,,,,,
29,PT08M47.00S,2022-12-16T03:45:31.5Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,4,3,2022-12-16T03:45:32Z,290000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Left Center,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
30,PT08M38.00S,2022-12-16T03:45:40.0Z,1,REGULAR,3pt,Jump Shot,[],101108,73.11103810775296,78.92156862745098,1610612756,4,6,2022-12-16T03:45:45Z,300000,False,145.0,200.0,1,right,C. Paul 24' 3PT  (5 PTS) (B. Biyombo 1 AST),"[101108, 202687]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Right Center,24.7,Made,,,,,5.0,,,,,,,,,B. Biyombo,202687.0,1.0,,
32,PT08M23.00S,2022-12-16T03:45:55.3Z,1,REGULAR,3pt,Jump Shot,[],1629611,29.61563731931669,75.98039215686275,1610612746,7,6,2022-12-16T03:46:01Z,320000,False,-130.0,226.0,1,left,T. Mann 26' 3PT step back (5 PTS) (J. Wall 1 AST),"[1629611, 202322]",1610612746.0,LAC,step back,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,26.06,Made,,,,,5.0,,,,,,,,,J. Wall,202322.0,1.0,,
34,PT08M11.00S,2022-12-16T03:46:07.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,94.00459921156373,40.44117647058824,1610612756,7,6,2022-12-16T03:46:12Z,340000,False,-48.0,4.0,1,right,MISS D. Booker driving Layup,[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,4.8,Missed,,,,,,,,,,,,,,,,,,
35,PT08M09.00S,2022-12-16T03:46:09.4Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,7,6,2022-12-16T03:46:12Z,350000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),0-8 Center,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,
36,PT08M03.00S,2022-12-16T03:46:14.8Z,1,REGULAR,3pt,Jump Shot,[],202694,24.490801576872528,86.02941176470588,1610612746,7,6,2022-12-16T03:46:19Z,360000,False,-180.0,178.0,1,left,MISS M. Morris Sr. 25' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Left Center,25.3,Missed,,,,,,,,,,,,,,,,,,
37,PT08M01.00S,2022-12-16T03:46:16.8Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,7,6,2022-12-16T03:46:19Z,370000,False,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,
39,PT07M39.00S,2022-12-16T03:46:54.7Z,1,REGULAR,3pt,Jump Shot,[],101108,67.06636005256242,11.274509803921575,1610612756,7,6,2022-12-16T03:47:00Z,390000,False,-194.0,257.0,1,right,MISS C. Paul 32' pullup 3PT,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,32.18,Missed,,,,,,,,,,,,,,,,,,
40,PT07M36.00S,2022-12-16T03:46:57.7Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,7,6,2022-12-16T03:47:00Z,400000,False,,,0,,T. Mann REBOUND (Off:0 Def:2),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,,,39.0,2.0,2.0,0.0,,,,,,,,,,,,,,
41,PT07M30.00S,2022-12-16T03:47:03.3Z,1,REGULAR,2pt,Jump Shot,[],202322,27.250328515111704,38.48039215686274,1610612746,7,6,2022-12-16T03:47:08Z,410000,False,58.0,204.0,1,left,MISS J. Wall 21' pullup Shot,[202322],1610612746.0,LAC,pullup,,,Wall,J. Wall,,,,,Mid-Range,16-24 Center,21.17,Missed,,,,,,,,,,,,,,,,,,
42,PT07M26.00S,2022-12-16T03:47:07.3Z,1,REGULAR,rebound,defensive,[],1628470,,,1610612756,7,6,2022-12-16T03:47:08Z,420000,False,,,0,,T. Craig REBOUND (Off:0 Def:1),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Mid-Range,16-24 Center,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,,,
43,PT07M20.00S,2022-12-16T03:47:12.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628969,94.00459921156373,3.9215686274509807,1610612756,7,9,2022-12-16T03:47:21Z,430000,False,-230.0,4.0,1,right,M. Bridges 3PT running (3 PTS) (D. Booker 1 AST),"[1628969, 1626164]",1610612756.0,PHX,running,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,23.04,Made,,,,,3.0,,,,,,,,,D. Booker,1626164.0,1.0,,
45,PT07M02.00S,2022-12-16T03:47:31.5Z,1,REGULAR,turnover,bad pass,[],202694,,,1610612746,7,9,2022-12-16T03:47:36Z,450000,False,,,0,,M. Morris Sr. bad pass TURNOVER (1 TO),"[202694, 101108]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,1.0,,,,,,,,,,Paul,101108.0
46,PT07M02.00S,2022-12-16T03:47:31.5Z,1,REGULAR,steal,,[],101108,,,1610612756,7,9,2022-12-16T03:47:33Z,460000,False,,,0,,C. Paul STEAL (1 STL),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
47,PT06M58.00S,2022-12-16T03:47:35.7Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",101108,67.46057818659658,51.22549019607843,1610612756,7,9,2022-12-16T03:47:44Z,470000,False,6.0,253.0,1,right,MISS C. Paul 25' running pullup 3PT,[101108],1610612756.0,PHX,running pullup,,,Paul,C. Paul,,,,,Above the Break 3,24+ Center,25.35,Missed,,,,,,,,,,,,,,,,,,
48,PT06M55.00S,2022-12-16T03:47:38.7Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,7,9,2022-12-16T03:47:44Z,480000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:2),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Center,,,47.0,2.0,2.0,0.0,,,,,,,,,,,,,,
49,PT06M48.00S,2022-12-16T03:47:45.6Z,1,REGULAR,3pt,Jump Shot,[],1629611,25.147831800262807,94.36274509803921,1610612746,7,9,2022-12-16T03:47:51Z,490000,False,-222.0,184.0,1,left,MISS T. Mann 28' 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,28.81,Missed,,,,,,,,,,,,,,,,,,
50,PT06M44.00S,2022-12-16T03:47:49.6Z,1,REGULAR,rebound,defensive,[],101108,,,1610612756,7,9,2022-12-16T03:47:51Z,500000,False,,,0,,C. Paul REBOUND (Off:0 Def:2),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,,,49.0,2.0,2.0,0.0,,,,,,,,,,,,,,
51,PT06M39.00S,2022-12-16T03:47:54.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626164,69.95729303547964,27.941176470588232,1610612756,7,9,2022-12-16T03:48:01Z,510000,False,-110.0,230.0,1,right,MISS D. Booker 25' running pullup 3PT,[1626164],1610612756.0,PHX,running pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,25.5,Missed,,,,,,,,,,,,,,,,,,
52,PT06M36.00S,2022-12-16T03:47:57.5Z,1,REGULAR,rebound,offensive,[],202687,,,1610612756,7,9,2022-12-16T03:48:01Z,520000,False,,,0,,B. Biyombo REBOUND (Off:1 Def:1),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Above the Break 3,24+ Left Center,,,51.0,2.0,1.0,1.0,,,,,,,,,,,,,,
53,PT06M35.00S,2022-12-16T03:47:58.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626164,93.47897503285151,29.90196078431373,1610612756,7,11,2022-12-16T03:48:05Z,530000,False,-100.0,9.0,1,right,D. Booker 10' pullup Jump Shot (2 PTS) (B. Biyombo 2 AST),"[1626164, 202687]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,8-16 Left,10.09,Made,,,,,2.0,,,,,,,,,B. Biyombo,202687.0,2.0,,
55,PT06M14.00S,2022-12-16T03:48:21.6Z,1,REGULAR,foul,personal,['2freethrow'],202687,,,1610612746,7,11,2022-12-16T03:48:26Z,550000,False,,,0,,B. Biyombo shooting personal FOUL (1 PF) (Brown 2 FT),"[202687, 1629650]",1610612756.0,PHX,shooting,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,,,,,200833.0,,,,1.0,0.0,Brown,1629650.0,,,,,
114,PT06M14.00S,2022-12-16T03:49:55.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,7,11,2022-12-16T03:59:28Z,565000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M14.00S,2022-12-16T03:51:29.5Z,1,REGULAR,freethrow,1 of 2,[],1629650,,,1610612746,8,11,2022-12-16T03:51:46Z,570000,False,,,0,,M. Brown Free Throw 1 of 2 (3 PTS),[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
58,PT06M14.00S,2022-12-16T03:51:29.5Z,1,REGULAR,freethrow,2 of 2,[],1629650,,,1610612746,8,11,2022-12-16T03:51:46Z,580000,False,,,0,,MISS M. Brown Free Throw 2 of 2,[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
59,PT06M11.00S,2022-12-16T03:51:32.5Z,1,REGULAR,rebound,defensive,[],1628470,,,1610612756,8,11,2022-12-16T03:51:46Z,590000,False,,,0,,T. Craig REBOUND (Off:0 Def:2),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,58.0,2.0,2.0,0.0,,,,,,,,,,,,,,
60,PT05M47.00S,2022-12-16T03:52:06.5Z,1,REGULAR,3pt,Jump Shot,[],1628969,92.55913272010513,3.9215686274509807,1610612756,8,14,2022-12-16T03:52:10Z,600000,False,-230.0,17.0,1,right,M. Bridges 3PT  (6 PTS) (D. Booker 2 AST),"[1628969, 1626164]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,23.11,Made,,,,,6.0,,,,,,,,,D. Booker,1626164.0,2.0,,
62,PT05M30.00S,2022-12-16T03:52:23.2Z,1,REGULAR,3pt,Jump Shot,[],1629611,7.013797634691201,3.9215686274509807,1610612746,11,14,2022-12-16T03:52:28Z,620000,False,230.0,13.0,1,left,T. Mann 3PT  (8 PTS) (J. Wall 2 AST),"[1629611, 202322]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,Right Corner 3,24+ Right,23.08,Made,,,,,8.0,,,,,,,,,J. Wall,202322.0,2.0,,
64,PT05M16.00S,2022-12-16T03:52:37.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,82.57227332457293,49.26470588235294,1610612756,11,14,2022-12-16T03:52:42Z,640000,False,-4.0,111.0,1,right,MISS D. Booker 11' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,11.14,Missed,,,,,,,,,,,,,,,,,,
65,PT05M13.00S,2022-12-16T03:52:40.9Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,11,14,2022-12-16T03:52:42Z,650000,False,,,0,,T. Mann REBOUND (Off:0 Def:3),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,,,64.0,3.0,3.0,0.0,,,,,,,,,,,,,,
66,PT05M05.00S,2022-12-16T03:52:48.7Z,1,REGULAR,3pt,Jump Shot,[],202322,30.14126149802891,27.941176470588232,1610612746,14,14,2022-12-16T03:52:54Z,660000,False,110.0,231.0,1,left,J. Wall 25' 3PT  (3 PTS) (T. Mann 1 AST),"[202322, 1629611]",1610612746.0,LAC,,,,Wall,J. Wall,,,,,Above the Break 3,24+ Right Center,25.58,Made,,,,,3.0,,,,,,,,,T. Mann,1629611.0,1.0,,
68,PT04M51.00S,2022-12-16T03:53:02.4Z,1,REGULAR,2pt,Jump Shot,[],1628969,91.63929040735874,73.0392156862745,1610612756,14,16,2022-12-16T03:53:06Z,680000,False,115.0,26.0,1,right,M. Bridges 11' pullup Jump Shot (8 PTS),[1628969],1610612756.0,PHX,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,11.81,Made,,,,,8.0,,,,,,,,,,,,,
69,PT04M28.00S,2022-12-16T03:53:25.7Z,1,REGULAR,2pt,Jump Shot,[],202694,5.831143232588701,27.941176470588232,1610612746,14,16,2022-12-16T03:53:30Z,690000,False,110.0,2.0,1,left,MISS M. Morris Sr. 11' turnaround fadeaway Shot,[202694],1610612746.0,LAC,turnaround fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,8-16 Right,11.03,Missed,,,,,,,,,,,,,,,,,,
70,PT04M25.00S,2022-12-16T03:53:28.7Z,1,REGULAR,rebound,defensive,[],101108,,,1610612756,14,16,2022-12-16T03:53:30Z,700000,False,,,0,,C. Paul REBOUND (Off:0 Def:3),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Mid-Range,8-16 Right,,,69.0,3.0,3.0,0.0,,,,,,,,,,,,,,
71,PT04M14.00S,2022-12-16T03:53:39.3Z,1,REGULAR,2pt,Jump Shot,[],101108,85.20039421813404,28.67647058823529,1610612756,14,16,2022-12-16T03:53:44Z,710000,False,-107.0,87.0,1,right,MISS C. Paul 13' pullup Shot,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,Mid-Range,8-16 Left,13.73,Missed,,,,,,,,,,,,,,,,,,
72,PT04M11.00S,2022-12-16T03:53:42.3Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,14,16,2022-12-16T03:53:44Z,720000,False,,,0,,T. Mann REBOUND (Off:0 Def:4),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Mid-Range,8-16 Left,,,71.0,4.0,4.0,0.0,,,,,,,,,,,,,,
73,PT04M06.00S,2022-12-16T03:53:47.8Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629611,12.401445466491452,37.745098039215684,1610612746,14,16,2022-12-16T03:53:55Z,730000,False,61.0,64.0,1,left,MISS T. Mann 8' running pullup Shot,[1629611],1610612746.0,LAC,running pullup,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Right,8.87,Missed,,,,,,,,,,,,,,,,,,
74,PT04M03.00S,2022-12-16T03:53:50.8Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,14,16,2022-12-16T03:53:55Z,740000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Right,,,73.0,2.0,2.0,0.0,,,,,,,,,,,,,,
76,PT03M51.00S,2022-12-16T03:54:06.7Z,1,REGULAR,substitution,out,[],1629650,,,1610612756,14,16,2022-12-16T03:54:27Z,760000,False,,,0,,SUB out: M. Brown,[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT03M51.00S,2022-12-16T03:54:06.7Z,1,REGULAR,substitution,out,[],202322,,,1610612756,14,16,2022-12-16T03:54:27Z,770000,False,,,0,,SUB out: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT03M51.00S,2022-12-16T03:54:06.7Z,1,REGULAR,substitution,out,[],101108,,,1610612756,14,16,2022-12-16T03:54:27Z,780000,False,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT03M51.00S,2022-12-16T03:54:06.7Z,1,REGULAR,substitution,out,[],202687,,,1610612756,14,16,2022-12-16T03:54:27Z,790000,False,,,0,,SUB out: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT03M51.00S,2022-12-16T03:54:06.7Z,1,REGULAR,substitution,in,[],1630554,,,1610612756,14,16,2022-12-16T03:54:27Z,800000,False,,,0,,SUB in: J. Preston,[1630554],1610612746.0,LAC,,,,Preston,J. Preston,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT03M51.00S,2022-12-16T03:54:06.7Z,1,REGULAR,substitution,in,[],1631217,,,1610612756,14,16,2022-12-16T03:54:27Z,810000,False,,,0,,SUB in: M. Diabate,[1631217],1610612746.0,LAC,,,,Diabate,M. Diabate,,,,,,,,,,,,,,,,,,,,,,,,,,
