actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
87,PT04M45.00S,2022-10-30T19:24:57.4Z,1,REGULAR,turnover,lost ball,[],202685,,,1610612740,14,10,2022-10-30T19:26:00Z,870000,,,0,,J. Valanciunas lost ball TURNOVER (2 TO),"[202685, 202331]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Left,,,,,,2.0,,,,,,,,,,,George,202331.0,,
88,PT04M45.00S,2022-10-30T19:24:57.4Z,1,REGULAR,steal,,[],202331,,,1610612746,14,10,2022-10-30T19:25:00Z,880000,,,0,,P. George STEAL (1 STL),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
89,PT04M38.00S,2022-10-30T19:25:03.9Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202704,10.693166885676746,54.411764705882355,1610612746,14,10,2022-10-30T20:15:53Z,890000,-22.0,48.0,1,left,MISS R. Jackson running Shot,[202704],1610612746.0,LAC,running,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.28,Missed,,,,,,,,,,,,
312,PT04M38.00S,2022-10-30T19:25:03.9Z,1,REGULAR,rebound,offensive,[],202704,,,1610612746,14,10,2022-10-30T20:15:53Z,900000,,,0,,R. Jackson REBOUND (Off:1 Def:1),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,89.0,2.0,1.0,1.0,,,,,,,,
91,PT04M34.00S,2022-10-30T19:25:08.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202704,5.590000152587891,50.0,1610612746,16,10,2022-10-30T20:15:53Z,910000,0.0,0.0,1,left,R. Jackson tip Layup (2 PTS),[202704],1610612746.0,LAC,tip,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,0.0,Made,,,,,2.0,,,,,,,
92,PT04M16.00S,2022-10-30T19:25:28.6Z,1,REGULAR,turnover,out-of-bounds,[],1630230,,,1610612740,16,10,2022-10-30T19:25:33Z,920000,,,0,,N. Marshall bad pass out-of-bounds TURNOVER (1 TO),[1630230],1610612740.0,NOP,bad pass,,,Marshall,N. Marshall,,,,,Mid-Range,16-24 Right,1830.0,,,,,1.0,,,,,,,,,,,,,,
93,PT04M16.00S,2022-10-30T19:25:31.6Z,1,REGULAR,substitution,out,[],202704,,,1610612746,16,10,2022-10-30T19:25:36Z,930000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M16.00S,2022-10-30T19:25:31.6Z,1,REGULAR,substitution,out,[],202685,,,1610612746,16,10,2022-10-30T19:25:36Z,940000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M16.00S,2022-10-30T19:25:31.6Z,1,REGULAR,substitution,in,[],202322,,,1610612746,16,10,2022-10-30T19:25:36Z,950000,,,0,,SUB in: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M16.00S,2022-10-30T19:25:31.6Z,1,REGULAR,substitution,in,[],1626204,,,1610612746,16,10,2022-10-30T19:25:36Z,960000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M00.00S,2022-10-30T19:26:04.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",202331,7.933639947437584,50.49019607843137,1610612746,18,10,2022-10-30T20:16:46Z,970000,-2.0,22.0,1,left,P. George driving DUNK (4 PTS) (J. Wall 1 AST),"[202331, 202322]",1610612746.0,LAC,driving,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,2.22,Made,,,,,4.0,J. Wall,202322.0,1.0,,,,
99,PT03M48.00S,2022-10-30T19:26:16.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626204,92.16491458607096,46.07843137254902,1610612740,18,12,2022-10-30T19:26:22Z,990000,-20.0,21.0,1,right,L. Nance Jr. reverse Layup (2 PTS) (J. Alvarado 1 AST),"[1626204, 1630631]",1610612740.0,NOP,reverse,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,,,,,2.88,Made,,,,,2.0,J. Alvarado,1630631.0,1.0,,,,
101,PT03M20.00S,2022-10-30T19:26:44.5Z,1,REGULAR,2pt,Jump Shot,[],202694,6.093955321944804,32.35294117647058,1610612746,20,12,2022-10-30T19:26:52Z,1010000,88.0,5.0,1,left,M. Morris Sr. 8' turnaround Jump Shot (10 PTS),[202694],1610612746.0,LAC,turnaround,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,8-16 Right,,,,,,,8.83,Made,,,,,10.0,,,,,,,
102,PT03M19.00S,2022-10-30T19:26:49.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,20,12,2022-10-30T19:26:49Z,1020000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M19.00S,2022-10-30T19:29:11.1Z,1,REGULAR,substitution,out,[],202694,,,1610612740,20,12,2022-10-30T19:29:33Z,1030000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M19.00S,2022-10-30T19:29:11.1Z,1,REGULAR,substitution,out,[],1630230,,,1610612740,20,12,2022-10-30T19:29:33Z,1040000,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M19.00S,2022-10-30T19:29:11.1Z,1,REGULAR,substitution,in,[],1628379,,,1610612740,20,12,2022-10-30T19:29:33Z,1050000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M19.00S,2022-10-30T19:29:11.1Z,1,REGULAR,substitution,in,[],1629627,,,1610612740,20,12,2022-10-30T19:29:33Z,1060000,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M56.00S,2022-10-30T19:30:06.1Z,1,REGULAR,3pt,Jump Shot,[],203468,79.41852825229961,90.44117647058823,1610612740,20,15,2022-10-30T19:30:11Z,1070000,202.0,141.0,1,right,C. McCollum 24' 3PT  (3 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,,,,,24.65,Made,,,,,3.0,,,,,,,
108,PT02M32.00S,2022-10-30T19:30:29.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,20.02299605781866,35.294117647058826,1610612746,20,15,2022-10-30T19:30:33Z,1080000,74.0,136.0,1,left,MISS P. George 15' Jump Shot,[202331],1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,15.43,Missed,,,,,,,,,,,,
109,PT02M30.00S,2022-10-30T19:30:31.7Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,20,15,2022-10-30T19:30:33Z,1090000,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,108.0,2.0,2.0,0.0,,,,,,,,
110,PT02M21.00S,2022-10-30T19:30:43.6Z,1,REGULAR,turnover,out-of-bounds,[],1626204,,,1610612740,20,15,2022-10-30T19:30:48Z,1100000,,,0,,L. Nance Jr. bad pass out-of-bounds TURNOVER (1 TO),[1626204],1610612740.0,NOP,bad pass,,,Nance Jr.,L. Nance Jr.,,,,,Mid-Range,8-16 Left,203054.0,,,,,1.0,,,,,,,,,,,,,,
111,PT02M21.00S,2022-10-30T19:30:49.0Z,1,REGULAR,substitution,out,[],202331,,,1610612746,20,15,2022-10-30T19:30:51Z,1110000,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M21.00S,2022-10-30T19:30:49.0Z,1,REGULAR,substitution,in,[],1629599,,,1610612746,20,15,2022-10-30T19:30:51Z,1120000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M06.00S,2022-10-30T19:31:11.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201587,23.833771353482263,26.470588235294116,1610612746,22,15,2022-10-30T19:31:35Z,1130000,118.0,172.0,1,left,N. Batum 20' Jump Shot (2 PTS) (J. Wall 2 AST),"[201587, 202322]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,Mid-Range,16-24 Right Center,,,,,,,20.79,Made,,,,,2.0,J. Wall,202322.0,2.0,,,,
115,PT01M45.00S,2022-10-30T19:31:32.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626204,95.58147174770039,55.88235294117647,1610612740,22,17,2022-10-30T19:41:23Z,1150000,29.0,-11.0,1,right,L. Nance Jr. turnaround Hook (4 PTS),[1626204],1610612740.0,NOP,turnaround,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,,,,,3.14,Made,,,,,4.0,,,,,,,
116,PT01M23.00S,2022-10-30T19:31:55.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,7.621550591327193,55.189185049019606,1610612746,22,17,2022-10-30T19:32:02Z,1160000,-26.0,19.0,1,left,MISS N. Powell driving Layup,[1626181],1610612746.0,LAC,driving,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,,,,,,,3.22,Missed,,,,,,,,,,,,
117,PT01M21.00S,2022-10-30T19:31:57.6Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,22,17,2022-10-30T19:32:02Z,1170000,,,0,,Z. Williamson REBOUND (Off:0 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,,,116.0,2.0,2.0,0.0,,,,,,,,
118,PT01M16.00S,2022-10-30T19:32:03.8Z,1,REGULAR,foul,offensive,[],1629627,,,1610612740,22,17,2022-10-30T19:45:16Z,1180000,,,0,,Z. Williamson charge offensive FOUL (1 PF),"[1629627, 202322]",1610612740.0,NOP,charge,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1830.0,1.0,0.0,Wall,202322.0,,,,,,,,,,,,,,,
120,PT01M16.00S,2022-10-30T19:32:03.8Z,1,REGULAR,turnover,offensive foul,[],1629627,,,1610612740,22,17,2022-10-30T19:32:03Z,1200000,,,0,,Z. Williamson offensive foul TURNOVER (1 TO),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1830.0,,,,,1.0,,,,,,,,,,,,,,
121,PT01M16.00S,2022-10-30T19:32:12.4Z,1,REGULAR,substitution,out,[],203468,,,1610612746,22,17,2022-10-30T19:32:19Z,1210000,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M16.00S,2022-10-30T19:32:12.4Z,1,REGULAR,substitution,out,[],1630530,,,1610612746,22,17,2022-10-30T19:32:19Z,1220000,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M16.00S,2022-10-30T19:32:12.4Z,1,REGULAR,substitution,in,[],202066,,,1610612746,22,17,2022-10-30T19:32:19Z,1230000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M16.00S,2022-10-30T19:32:12.4Z,1,REGULAR,substitution,in,[],1628984,,,1610612746,22,17,2022-10-30T19:32:19Z,1240000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M04.00S,2022-10-30T19:32:35.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626181,29.878449408672807,25.0,1610612746,25,17,2022-10-30T19:32:40Z,1250000,125.0,228.0,1,left,N. Powell 26' 3PT  (3 PTS) (J. Wall 3 AST),"[1626181, 202322]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,,,,,,,26.04,Made,,,,,3.0,J. Wall,202322.0,3.0,,,,
127,PT00M46.80S,2022-10-30T19:32:51.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,93.61038107752957,46.07843137254902,1610612740,25,17,2022-10-30T19:32:56Z,1270000,-20.0,8.0,1,right,MISS Z. Williamson cutting Layup - blocked,"[1629627, 201587]",1610612740.0,NOP,cutting,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,2.1,Missed,,,,,,,,,,,Batum,201587.0
128,PT00M46.80S,2022-10-30T19:32:51.9Z,1,REGULAR,block,,[],201587,,,1610612740,25,17,2022-10-30T19:32:54Z,1280000,,,0,,N. Batum BLOCK (1 BLK),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
129,PT00M44.70S,2022-10-30T19:32:54.0Z,1,REGULAR,rebound,offensive,[],1629627,,,1610612740,25,17,2022-10-30T19:32:56Z,1290000,,,0,,Z. Williamson REBOUND (Off:1 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,,,127.0,3.0,2.0,1.0,,,,,,,,
130,PT00M44.70S,2022-10-30T19:32:57.5Z,1,REGULAR,foul,personal,['2freethrow'],201587,,,1610612740,25,17,2022-10-30T19:33:02Z,1300000,,,0,,N. Batum shooting personal FOUL (1 PF) (Williamson 2 FT),"[201587, 1629627]",1610612746.0,LAC,shooting,,,Batum,N. Batum,,,,,Restricted Area,0-8 Center,200833.0,1.0,0.0,Williamson,1629627.0,,,,,,,,,,,,,,,
132,PT00M44.70S,2022-10-30T19:33:21.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629627,,,1610612740,25,17,2022-10-30T19:33:21Z,1320000,,,0,,MISS Z. Williamson Free Throw 1 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
133,PT00M44.70S,2022-10-30T19:33:21.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,25,17,2022-10-30T19:33:21Z,1330000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,132.0,,,,,,,,,,,
134,PT00M44.70S,2022-10-30T19:33:35.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629627,,,1610612740,25,18,2022-10-30T19:33:35Z,1340000,,,0,,Z. Williamson Free Throw 2 of 2 (5 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,Made,,,,,5.0,,,,,,,
135,PT00M37.10S,2022-10-30T19:33:46.9Z,1,REGULAR,foul,personal,[],1630631,,,1610612746,25,18,2022-10-30T19:33:52Z,1350000,,,0,,J. Alvarado personal FOUL (1 PF),"[1630631, 202322]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Mid-Range,16-24 Left Center,203054.0,1.0,0.0,Wall,202322.0,,,,,,,,,,,,,,,
137,PT00M25.30S,2022-10-30T19:34:18.3Z,1,REGULAR,3pt,Jump Shot,[],201587,23.176741130091983,92.8921568627451,1610612746,25,18,2022-10-30T19:34:22Z,1370000,-214.0,165.0,1,left,MISS N. Batum 27' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Left Center,,,,,,,27.09,Missed,,,,,,,,,,,,
138,PT00M23.00S,2022-10-30T19:34:20.6Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,25,18,2022-10-30T19:34:22Z,1380000,,,0,,Z. Williamson REBOUND (Off:1 Def:3),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,137.0,4.0,3.0,1.0,,,,,,,,
139,PT00M04.50S,2022-10-30T19:34:39.0Z,1,REGULAR,3pt,Jump Shot,[],1630631,67.19776609724047,39.21568627450981,1610612740,25,18,2022-10-30T20:19:14Z,1390000,-54.0,256.0,1,right,MISS J. Alvarado 26' pullup 3PT,[1630631],1610612740.0,NOP,pullup,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Center,,,,,,,26.14,Missed,,,,,,,,,,,,
140,PT00M02.40S,2022-10-30T19:34:41.2Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612746,25,18,2022-10-30T19:34:41Z,1400000,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Center,,,,,,,,,139.0,1.0,1.0,0.0,,,,,,,,
141,PT00M02.10S,2022-10-30T19:34:44.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628379,47.74761826544021,92.62408088235294,1610612746,25,18,2022-10-30T20:21:09Z,1410000,-213.0,396.0,1,left,MISS L. Kennard 45' running 3PT,[1628379],1610612746.0,LAC,running,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,,,,,,,45.0,Missed,,,,,,,,,,,,
142,PT00M01.00S,2022-10-30T19:34:45.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,25,18,2022-10-30T19:35:14Z,1420000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,141.0,,,,,,,,,,,
143,PT00M00.00S,2022-10-30T19:34:46.9Z,1,REGULAR,period,end,[],0,,,1610612746,25,18,2022-10-30T19:34:46Z,1430000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2022-10-30T19:37:25.0Z,2,REGULAR,period,start,[],0,,,1610612746,25,18,2022-10-30T19:37:25Z,1440000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT11M42.00S,2022-10-30T19:37:42.9Z,2,REGULAR,2pt,Jump Shot,[],1628379,23.176741130091983,33.33333333333334,1610612746,27,18,2022-10-30T19:37:51Z,1450000,83.0,165.0,1,left,L. Kennard 18' pullup Jump Shot (2 PTS) (J. Wall 4 AST),"[1628379, 202322]",1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,Mid-Range,16-24 Right Center,,,,,,,18.52,Made,,,,,2.0,J. Wall,202322.0,4.0,,,,
147,PT11M19.00S,2022-10-30T19:38:04.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,91.24507227332458,56.61764705882353,1610612740,27,18,2022-10-30T19:38:14Z,1470000,33.0,30.0,1,right,MISS J. Alvarado driving Layup - blocked,"[1630631, 202322]",1610612740.0,NOP,driving,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,4.45,Missed,,,,,,,,,,,Wall,202322.0
148,PT11M19.00S,2022-10-30T19:38:04.5Z,2,REGULAR,block,,[],202322,,,1610612740,27,18,2022-10-30T19:38:07Z,1480000,,,0,,J. Wall BLOCK (1 BLK),[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
149,PT11M18.00S,2022-10-30T19:38:05.5Z,2,REGULAR,rebound,offensive,[],1626204,,,1610612740,27,18,2022-10-30T20:07:56Z,1490000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:0),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,147.0,1.0,0.0,1.0,,,,,,,,
150,PT11M18.00S,2022-10-30T19:38:12.8Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1626204,94.40999984741211,50.0,1610612740,27,20,2022-10-30T20:08:04Z,1500000,0.0,0.0,1,right,L. Nance Jr. tip DUNK (6 PTS),[1626204],1610612740.0,NOP,tip,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,,,,,0.0,Made,,,,,6.0,,,,,,,
151,PT11M05.00S,2022-10-30T19:38:18.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,6.8823915900131425,40.68627450980392,1610612746,27,20,2022-10-30T19:38:31Z,1510000,47.0,12.0,1,left,MISS N. Powell Layup,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,4.82,Missed,,,,,,,,,,,,
152,PT11M03.00S,2022-10-30T19:38:20.7Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612740,27,20,2022-10-30T19:38:31Z,1520000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:1),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,151.0,2.0,1.0,1.0,,,,,,,,
153,PT10M57.00S,2022-10-30T19:38:26.7Z,2,REGULAR,3pt,Jump Shot,[],202066,88.74835742444152,97.30392156862744,1610612740,27,20,2022-10-30T19:38:34Z,1530000,237.0,53.0,1,right,MISS G. Temple 24' 3PT,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,Right Corner 3,24+ Right,,,,,,,24.24,Missed,,,,,,,,,,,,
154,PT10M56.00S,2022-10-30T19:38:27.7Z,2,REGULAR,rebound,defensive,[],1629599,,,1610612746,27,20,2022-10-30T19:38:34Z,1540000,,,0,,A. Coffey REBOUND (Off:0 Def:1),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Right Corner 3,24+ Right,,,,,,,,,153.0,1.0,1.0,0.0,,,,,,,,
156,PT10M53.00S,2022-10-30T19:38:32.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202322,7.408015768725363,49.50980392156863,1610612746,29,20,2022-10-30T19:38:39Z,1550000,2.0,17.0,1,left,J. Wall running Layup (2 PTS),[202322],1610612746.0,LAC,running,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,,,,,,,1.73,Made,,,,,2.0,,,,,,,
157,PT10M32.00S,2022-10-30T19:38:52.8Z,2,REGULAR,3pt,Jump Shot,[],1628984,68.38042049934297,22.303921568627445,1610612740,29,23,2022-10-30T19:38:57Z,1560000,-138.0,245.0,1,right,D. Graham 28' 3PT  (3 PTS) (Z. Williamson 2 AST),"[1628984, 1629627]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Left Center,,,,,,,28.12,Made,,,,,3.0,Z. Williamson,1629627.0,2.0,,,,
159,PT10M04.00S,2022-10-30T19:39:21.1Z,2,REGULAR,3pt,Jump Shot,[],202322,27.11892247043363,86.27450980392157,1610612746,29,23,2022-10-30T20:22:02Z,1580000,-181.0,202.0,1,left,MISS J. Wall 27' pullup 3PT,[202322],1610612746.0,LAC,pullup,,,Wall,J. Wall,,,,,Above the Break 3,24+ Left Center,,,,,,,27.18,Missed,,,,,,,,,,,,
160,PT10M02.00S,2022-10-30T19:39:23.1Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,29,23,2022-10-30T19:39:25Z,1590000,,,0,,Z. Williamson REBOUND (Off:1 Def:4),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,159.0,5.0,4.0,1.0,,,,,,,,
161,PT09M53.00S,2022-10-30T19:39:33.1Z,2,REGULAR,3pt,Jump Shot,[],1630631,67.85479632063075,58.57843137254902,1610612740,29,23,2022-10-30T19:39:36Z,1600000,43.0,250.0,1,right,MISS J. Alvarado 25' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Center,,,,,,,25.34,Missed,,,,,,,,,,,,
162,PT09M50.00S,2022-10-30T19:39:35.5Z,2,REGULAR,rebound,defensive,[],201587,,,1610612746,29,23,2022-10-30T19:39:35Z,1610000,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Center,,,,,,,,,161.0,1.0,1.0,0.0,,,,,,,,
163,PT09M47.00S,2022-10-30T19:39:41.6Z,2,REGULAR,foul,offensive,[],202322,,,1610612746,29,23,2022-10-30T21:17:22Z,1620000,,,0,,J. Wall charge offensive FOUL (1 PF),"[202322, 1630631]",1610612746.0,LAC,charge,,,Wall,J. Wall,,,,,Mid-Range,16-24 Left,200833.0,1.0,0.0,Alvarado,1630631.0,,,,,,,,,,,,,,,
165,PT09M47.00S,2022-10-30T19:39:41.6Z,2,REGULAR,turnover,offensive foul,[],202322,,,1610612746,29,23,2022-10-30T19:39:41Z,1640000,,,0,,J. Wall offensive foul TURNOVER (1 TO),[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,Mid-Range,16-24 Left,200833.0,,,,,1.0,,,,,,,,,,,,,,
166,PT09M47.00S,2022-10-30T19:39:48.4Z,2,REGULAR,substitution,out,[],202322,,,1610612740,29,23,2022-10-30T19:40:03Z,1650000,,,0,,SUB out: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT09M47.00S,2022-10-30T19:39:48.4Z,2,REGULAR,substitution,out,[],201587,,,1610612740,29,23,2022-10-30T19:40:03Z,1660000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT09M47.00S,2022-10-30T19:39:48.4Z,2,REGULAR,substitution,out,[],202066,,,1610612740,29,23,2022-10-30T19:40:03Z,1670000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT09M47.00S,2022-10-30T19:39:48.4Z,2,REGULAR,substitution,in,[],202704,,,1610612740,29,23,2022-10-30T19:40:03Z,1680000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT09M47.00S,2022-10-30T19:39:48.4Z,2,REGULAR,substitution,in,[],1627826,,,1610612740,29,23,2022-10-30T19:40:03Z,1690000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
