actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-02-11T03:41:34.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-11T03:41:34Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-02-11T03:41:54.3Z,1,REGULAR,jumpball,recovered,[],1626192,,,1610612749,0,0,2023-02-11T03:41:54Z,40000,False,,,0,,Jump Ball B. Lopez vs. I. Zubac: Tip to P. Connaughton,"[1626192, 201572, 1627826]",1610612749.0,MIL,startperiod,P. Connaughton,1626192.0,Connaughton,P. Connaughton,Lopez,201572.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2023-02-11T03:42:07.3Z,1,REGULAR,3pt,Jump Shot,[],201950,69.4316688567674,74.01960784313725,1610612749,0,0,2023-02-11T03:42:12Z,70000,False,120.0,235.0,1,right,MISS J. Holiday 26' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,26.37,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2023-02-11T03:42:11.0Z,1,REGULAR,rebound,offensive,[],1626192,,,1610612749,0,0,2023-02-11T03:42:11Z,80000,False,,,0,,P. Connaughton REBOUND (Off:1 Def:0),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M36.00S,2023-02-11T03:42:15.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203507,93.2161629434954,55.63725490196079,1610612749,0,0,2023-02-11T03:42:19Z,90000,False,28.0,11.0,1,right,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,3.04,Missed,,,,,,,,,,,,,,,,,,
10,PT11M34.00S,2023-02-11T03:42:17.4Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,0,0,2023-02-11T03:42:19Z,100000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M28.00S,2023-02-11T03:42:23.1Z,1,REGULAR,3pt,Jump Shot,[],1629611,30.14126149802891,71.32352941176471,1610612746,0,0,2023-02-11T03:42:30Z,110000,False,-107.0,231.0,1,left,MISS T. Mann 25' 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,25.42,Missed,,,,,,,,,,,,,,,,,,
12,PT11M25.00S,2023-02-11T03:42:26.1Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,0,0,2023-02-11T03:42:30Z,120000,False,,,0,,P. Connaughton REBOUND (Off:1 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Left Center,,,11.0,2.0,1.0,1.0,,,,,,,,,,,,,,
13,PT11M18.00S,2023-02-11T03:42:33.6Z,1,REGULAR,3pt,Jump Shot,[],203507,69.69448094612352,27.205882352941174,1610612749,0,3,2023-02-11T03:42:39Z,130000,False,-114.0,232.0,1,right,G. Antetokounmpo 25' 3PT  (3 PTS) (P. Connaughton 1 AST),"[203507, 1626192]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,25.89,Made,,,,,3.0,P. Connaughton,1626192.0,1.0,,,,,,,,,,
15,PT10M55.00S,2023-02-11T03:42:55.1Z,1,REGULAR,2pt,Jump Shot,[],202694,22.651116951379763,37.745098039215684,1610612746,0,3,2023-02-11T03:43:34Z,150000,False,61.0,160.0,1,left,MISS M. Morris Sr. 17' pullup Shot,[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Right Center,17.17,Missed,,,,,,,,,,,,,,,,,,
