actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-22T02:41:44.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-22T02:41:44Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-03-22T02:41:47.3Z,1,REGULAR,jumpball,recovered,[],1628983,,,1610612760,0,0,2023-03-22T02:41:47Z,40000,False,,,0,,Jump Ball J. Williams vs. I. Zubac: Tip to S. Gilgeous-Alexander,"[1628983, 1631119, 1627826]",1610612760.0,OKC,startperiod,S. Gilgeous-Alexander,1628983.0,Gilgeous-Alexander,S. Gilgeous-Alexander,Williams,1631119.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M34.00S,2023-03-22T02:42:09.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,19.49737187910644,65.68627450980392,1610612760,0,2,2023-03-22T02:42:14Z,70000,False,-78.0,131.0,1,left,S. Gilgeous-Alexander 15' pullup Jump Shot (2 PTS) (J. Giddey 1 AST),"[1628983, 1630581]",1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Left,15.25,Made,2.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,,,,
9,PT11M15.00S,2023-03-22T02:42:29.9Z,1,REGULAR,foul,personal,[],1631119,,,1610612746,0,2,2023-03-22T02:42:42Z,90000,False,,,0,,J. Williams personal FOUL (1 PF),"[1631119, 1627826]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,8-16 Left,,,,,,,200832.0,1.0,0.0,Zubac,1627826.0,,,,,,,,,
11,PT11M06.00S,2023-03-22T02:42:53.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,89.79960578186596,54.90196078431372,1610612746,2,2,2023-03-22T02:42:57Z,110000,False,25.0,43.0,1,right,I. Zubac Hook (2 PTS) (K. Leonard 1 AST),"[1627826, 202695]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,4.98,Made,2.0,K. Leonard,202695.0,1.0,,,,,,,,,,,,,,
13,PT10M44.00S,2023-03-22T02:43:15.2Z,1,REGULAR,3pt,Jump Shot,[],1631119,30.535479632063073,21.813725490196077,1610612760,2,2,2023-03-22T02:43:19Z,130000,False,141.0,235.0,1,left,MISS J. Williams 27' 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,27.36,Missed,,,,,,,,,,,,,,,,,,
14,PT10M42.00S,2023-03-22T02:43:17.2Z,1,REGULAR,rebound,defensive,[],201566,,,1610612746,2,2,2023-03-22T02:43:19Z,140000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,
15,PT10M38.00S,2023-03-22T02:43:22.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202331,96.23850197109067,51.22549019607843,1610612746,4,2,2023-03-22T02:44:02Z,150000,False,6.0,-17.0,1,right,P. George driving DUNK (2 PTS),[202331],1610612746.0,LAC,driving,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,1.82,Made,2.0,,,,,,,,,,,,,,,,,
16,PT10M38.00S,2023-03-22T02:43:26.0Z,1,REGULAR,foul,personal,['1freethrow'],1631119,,,1610612746,4,2,2023-03-22T02:43:33Z,160000,False,,,0,,J. Williams shooting personal FOUL (2 PF) (George 1 FT),"[1631119, 202331]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,204058.0,2.0,0.0,George,202331.0,,,,,,,,,
18,PT10M38.00S,2023-03-22T02:43:54.5Z,1,REGULAR,freethrow,1 of 1,[],202331,,,1610612746,4,2,2023-03-22T02:43:58Z,180000,False,,,0,,MISS P. George Free Throw 1 of 1,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
