actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
33,PT08M56.00S,2022-11-26T03:45:18.6Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,2,10,2022-11-26T03:45:18Z,330000,False,,,0,,N. Jokic REBOUND (Off:1 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,32.0,2.0,1.0,1.0,,,,
34,PT08M55.00S,2022-11-26T03:45:19.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,5.042706964520377,50.245098039215684,1610612743,2,10,2022-11-26T03:45:25Z,340000,False,-1.0,-5.0,1,left,MISS N. Jokic putback Layup,[203999],1610612743.0,DEN,putback,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,0.52,Missed,,,,,,,,,,,,,,,,,,
35,PT08M53.00S,2022-11-26T03:45:21.4Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,2,10,2022-11-26T03:45:25Z,350000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,34.0,1.0,1.0,0.0,,,,
36,PT08M52.00S,2022-11-26T03:45:25.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629611,91.11366622864652,53.431372549019606,1610612746,4,10,2022-11-26T03:46:10Z,360000,False,17.0,31.0,1,right,T. Mann running Layup (2 PTS),[1629611],1610612746.0,LAC,running,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,3.55,Made,2.0,,,,,,,,,,,,,,,,,
37,PT08M52.00S,2022-11-26T03:45:30.5Z,1,REGULAR,foul,personal,['1freethrow'],203932,,,1610612746,4,10,2022-11-26T03:45:44Z,370000,False,,,0,,A. Gordon shooting personal FOUL (1 PF) (Mann 1 FT),"[203932, 1629611]",1610612743.0,DEN,shooting,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,2714.0,1.0,0.0,Mann,1629611.0,,,,,,,,,
39,PT08M52.00S,2022-11-26T03:46:01.0Z,1,REGULAR,freethrow,1 of 1,[],1629611,,,1610612746,5,10,2022-11-26T03:46:01Z,390000,False,,,0,,T. Mann Free Throw 1 of 1 (3 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
40,PT08M40.00S,2022-11-26T03:46:15.0Z,1,REGULAR,3pt,Jump Shot,[],1627750,9.116294349540084,5.637254901960787,1610612743,5,10,2022-11-26T03:46:19Z,400000,False,222.0,33.0,1,left,MISS J. Murray 3PT,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Right Corner 3,24+ Right,22.43,Missed,,,,,,,,,,,,,,,,,,
41,PT08M38.00S,2022-11-26T03:46:17.0Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,5,10,2022-11-26T03:46:19Z,410000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,40.0,1.0,1.0,0.0,,,,
42,PT08M33.00S,2022-11-26T03:46:21.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629611,92.69053876478318,49.01960784313726,1610612746,7,10,2022-11-26T03:46:57Z,420000,False,-5.0,16.0,1,right,T. Mann running reverse Layup (5 PTS),[1629611],1610612746.0,LAC,running reverse,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,1.69,Made,5.0,,,,,,,,,,,,,,,,,
43,PT08M20.00S,2022-11-26T03:46:34.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,7.408015768725363,46.81372549019608,1610612743,7,10,2022-11-26T03:46:40Z,430000,False,16.0,17.0,1,left,MISS N. Jokic cutting Layup,[203999],1610612743.0,DEN,cutting,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,2.33,Missed,,,,,,,,,,,,,,,,,,
44,PT08M17.00S,2022-11-26T03:46:37.9Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,7,10,2022-11-26T03:46:40Z,440000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,43.0,1.0,1.0,0.0,,,,
45,PT07M58.00S,2022-11-26T03:46:56.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202694,93.2161629434954,42.40196078431373,1610612746,9,10,2022-11-26T03:47:01Z,450000,False,-38.0,11.0,1,right,M. Morris Sr. Layup (4 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Restricted Area,0-8 Center,3.96,Made,4.0,,,,,,,,,,,,,,,,,
46,PT07M45.00S,2022-11-26T03:47:09.0Z,1,REGULAR,3pt,Jump Shot,[],203932,32.769382391590014,40.931372549019606,1610612743,9,13,2022-11-26T03:47:12Z,460000,False,45.0,256.0,1,left,A. Gordon 25' 3PT  (6 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Center,25.95,Made,6.0,,,,,,,,,,,,,,,,,
47,PT07M27.00S,2022-11-26T03:47:27.0Z,1,REGULAR,3pt,Jump Shot,[],202694,80.86399474375821,93.13725490196079,1610612746,12,13,2022-11-26T03:47:31Z,470000,False,216.0,127.0,1,right,M. Morris Sr. 25' 3PT  (7 PTS) (R. Jackson 1 AST),"[202694, 202704]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Right Center,25.05,Made,7.0,R. Jackson,202704.0,1.0,,,,,,,,,,,,,,
49,PT07M11.00S,2022-11-26T03:47:42.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,15.55519053876479,45.58823529411765,1610612743,12,15,2022-11-26T03:47:50Z,490000,False,22.0,94.0,1,left,N. Jokic 9' floating Jump Shot (2 PTS) (A. Gordon 2 AST),"[203999, 203932]",1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,9.63,Made,2.0,A. Gordon,203932.0,2.0,,,,,,,,,,,,,,
51,PT06M49.00S,2022-11-26T03:48:05.3Z,1,REGULAR,3pt,Jump Shot,[],1629611,93.74178712220763,4.901960784313729,1610612746,12,15,2022-11-26T03:48:09Z,510000,False,-225.0,6.0,1,right,MISS T. Mann 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,22.56,Missed,,,,,,,,,,,,,,,,,,
52,PT06M45.00S,2022-11-26T03:48:09.3Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,12,15,2022-11-26T03:48:09Z,520000,False,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,51.0,1.0,1.0,0.0,,,,
55,PT06M27.00S,2022-11-26T03:48:48.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,13.452693823915894,43.872549019607845,1610612743,12,17,2022-11-26T03:48:56Z,550000,False,31.0,74.0,1,left,B. Brown 8' floating Jump Shot (4 PTS) (N. Jokic 3 AST),"[1628971, 203999]",1610612743.0,DEN,floating,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,8.01,Made,4.0,N. Jokic,203999.0,3.0,,,,,,,,,,,,,,
57,PT06M07.00S,2022-11-26T03:49:10.9Z,1,REGULAR,foul,personal,[],203484,,,1610612746,12,17,2022-11-26T03:49:21Z,570000,False,,,0,,K. Caldwell-Pope personal FOUL (1 PF),"[203484, 1629599]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Center,,,,,,,202035.0,1.0,0.0,Coffey,1629599.0,,,,,,,,,
59,PT06M07.00S,2022-11-26T03:49:22.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,12,17,2022-11-26T03:49:22Z,590000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M07.00S,2022-11-26T03:51:47.7Z,1,REGULAR,substitution,out,[],1628971,,,1610612746,12,17,2022-11-26T03:51:58Z,600000,False,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M07.00S,2022-11-26T03:51:47.7Z,1,REGULAR,substitution,in,[],1628427,,,1610612746,12,17,2022-11-26T03:51:58Z,610000,False,,,0,,SUB in: V. Cancar,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M02.00S,2022-11-26T03:52:17.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,86.38304862023654,64.95098039215686,1610612746,14,17,2022-11-26T03:52:43Z,620000,False,75.0,75.0,1,right,R. Jackson 10' floating Jump Shot (2 PTS),[202704],1610612746.0,LAC,floating,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),8-16 Right,10.63,Made,2.0,,,,,,,,,,,,,,,,,
63,PT05M39.00S,2022-11-26T03:52:39.6Z,1,REGULAR,3pt,Jump Shot,[],203999,28.038764783180028,79.16666666666666,1610612743,14,17,2022-11-26T03:52:44Z,630000,False,-146.0,211.0,1,left,MISS N. Jokic 25' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Left Center,25.66,Missed,,,,,,,,,,,,,,,,,,
64,PT05M37.00S,2022-11-26T03:52:41.6Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,14,17,2022-11-26T03:52:44Z,640000,False,,,0,,T. Mann REBOUND (Off:0 Def:2),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,63.0,2.0,2.0,0.0,,,,
65,PT05M28.00S,2022-11-26T03:52:51.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,83.36070959264126,60.049019607843135,1610612746,16,17,2022-11-26T03:52:55Z,650000,False,50.0,104.0,1,right,R. Jackson 11' floating Jump Shot (4 PTS),[202704],1610612746.0,LAC,floating,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),8-16 Center,11.54,Made,4.0,,,,,,,,,,,,,,,,,
66,PT05M15.00S,2022-11-26T03:53:05.4Z,1,REGULAR,foul,personal,['2freethrow'],202704,,,1610612743,16,17,2022-11-26T03:53:13Z,660000,False,,,0,,R. Jackson shooting personal FOUL (1 PF) (Caldwell-Pope 2 FT),"[202704, 203484]",1610612746.0,LAC,shooting,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,2714.0,1.0,0.0,Caldwell-Pope,203484.0,,,,,,,,,
68,PT05M15.00S,2022-11-26T03:53:42.3Z,1,REGULAR,freethrow,1 of 2,[],203484,,,1610612743,16,17,2022-11-26T03:53:42Z,680000,False,,,0,,MISS K. Caldwell-Pope Free Throw 1 of 2,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
69,PT05M15.00S,2022-11-26T03:53:42.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,16,17,2022-11-26T03:53:42Z,690000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,,,
70,PT05M15.00S,2022-11-26T03:53:55.3Z,1,REGULAR,freethrow,2 of 2,[],203484,,,1610612743,16,18,2022-11-26T03:53:55Z,700000,False,,,0,,K. Caldwell-Pope Free Throw 2 of 2 (1 PTS),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
71,PT05M04.00S,2022-11-26T03:54:09.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,93.2161629434954,53.431372549019606,1610612746,18,18,2022-11-26T03:54:15Z,710000,False,17.0,11.0,1,right,T. Mann driving Layup (7 PTS) (R. Jackson 2 AST),"[1629611, 202704]",1610612746.0,LAC,driving,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,2.06,Made,7.0,R. Jackson,202704.0,2.0,,,,,,,,,,,,,,
73,PT04M51.00S,2022-11-26T03:54:22.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,10.298948751642584,45.833333333333336,1610612743,18,20,2022-11-26T03:55:02Z,730000,False,21.0,44.0,1,left,N. Jokic cutting Layup (4 PTS) (J. Murray 1 AST),"[203999, 1627750]",1610612743.0,DEN,cutting,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,4.89,Made,4.0,J. Murray,1627750.0,1.0,,,,,,,,,,,,,,
75,PT04M38.00S,2022-11-26T03:54:41.8Z,1,REGULAR,turnover,out-of-bounds,[],202694,,,1610612746,18,20,2022-11-26T03:54:47Z,750000,False,,,0,,M. Morris Sr. bad pass out-of-bounds TURNOVER (1 TO),[202694],1610612746.0,LAC,bad pass,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,8-16 Center,,,,,,,202035.0,,,,,1.0,,,,,,,,
77,PT04M29.00S,2022-11-26T03:55:20.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627750,10.167542706964511,61.029411764705884,1610612743,18,20,2022-11-26T03:55:28Z,770000,False,-55.0,43.0,1,left,MISS J. Murray 7' fadeaway Shot,[1627750],1610612743.0,DEN,fadeaway,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,7.0,Missed,,,,,,,,,,,,,,,,,,
78,PT04M22.00S,2022-11-26T03:55:27.4Z,1,REGULAR,rebound,offensive,[],203932,,,1610612743,18,20,2022-11-26T03:55:28Z,780000,False,,,0,,A. Gordon REBOUND (Off:1 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,77.0,2.0,1.0,1.0,,,,
79,PT04M22.00S,2022-11-26T03:55:26.7Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203932,5.590000152587891,50.0,1610612743,18,22,2022-11-26T03:55:30Z,790000,False,0.0,0.0,1,left,A. Gordon tip DUNK (8 PTS),[203932],1610612743.0,DEN,tip,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,0.0,Made,8.0,,,,,,,,,,,,,,,,,
80,PT04M16.00S,2022-11-26T03:55:33.0Z,1,REGULAR,turnover,lost ball,[],1627826,,,1610612746,18,22,2022-11-26T03:55:37Z,800000,False,,,0,,I. Zubac lost ball TURNOVER (1 TO),"[1627826, 203932]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1.0,,,,,Gordon,203932.0,,
81,PT04M16.00S,2022-11-26T03:55:33.0Z,1,REGULAR,steal,,[],203932,,,1610612743,18,22,2022-11-26T03:55:34Z,810000,False,,,0,,A. Gordon STEAL (2 STL),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
82,PT04M02.00S,2022-11-26T03:55:47.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203484,29.09001314060447,25.24509803921569,1610612743,18,25,2022-11-26T03:55:52Z,820000,False,124.0,221.0,1,left,K. Caldwell-Pope 25' 3PT  (4 PTS) (J. Murray 2 AST),"[203484, 1627750]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,25.32,Made,4.0,J. Murray,1627750.0,2.0,,,,,,,,,,,,,,
84,PT03M41.00S,2022-11-26T03:56:07.2Z,1,REGULAR,2pt,Jump Shot,[],202694,82.70367936925098,72.05882352941177,1610612746,18,25,2022-11-26T03:58:14Z,840000,False,110.0,110.0,1,right,MISS M. Morris Sr. 15' step back Shot,[202694],1610612746.0,LAC,step back,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,8-16 Right,15.58,Missed,,,,,,,,,,,,,,,,,,
85,PT03M40.00S,2022-11-26T03:56:08.2Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,18,25,2022-11-26T03:56:15Z,850000,False,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,84.0,2.0,1.0,1.0,,,,
86,PT03M40.00S,2022-11-26T03:56:14.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627826,94.40999984741211,50.0,1610612746,18,25,2022-11-26T03:56:18Z,860000,False,0.0,0.0,1,right,MISS I. Zubac tip Layup - blocked,"[1627826, 203932]",1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,Gordon,203932.0
