actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
18,PT11M01.00S,2023-01-15T20:13:56.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,89.27398160315374,54.65686274509804,1610612746,0,0,2023-01-15T20:14:00Z,180000,False,23.0,48.0,1,right,MISS K. Leonard driving floating Shot,[202695],1610612746.0,LAC,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,,,Leonard,K. Leonard,,,5.36,Missed,,,,,,,,,,,,,,
19,PT10M59.00S,2023-01-15T20:13:58.5Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,0,0,2023-01-15T20:13:58Z,190000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Smith Jr.,J. Smith Jr.,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,
20,PT10M56.00S,2023-01-15T20:14:02.9Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630231,7.145203679369246,52.450980392156865,1610612745,0,2,2023-01-15T20:15:36Z,200000,False,-12.0,15.0,1,left,K. Martin Jr. running DUNK (2 PTS) (A. Sengun 1 AST),"[1630231, 1630578]",1610612745.0,HOU,running,,,,,,Restricted Area,0-8 Center,,,,Martin Jr.,K. Martin Jr.,,,1.92,Made,,,,,2.0,A. Sengun,1630578.0,1.0,,,,,,
22,PT10M40.00S,2023-01-15T20:14:17.4Z,1,REGULAR,3pt,Jump Shot,[],1629611,66.40932982917215,62.00980392156863,1610612746,3,2,2023-01-15T20:16:31Z,220000,False,60.0,263.0,1,right,T. Mann 27' 3PT pullup (3 PTS),[1629611],1610612746.0,LAC,pullup,,,,,,Above the Break 3,24+ Center,,,,Mann,T. Mann,,,27.0,Made,,,,,3.0,,,,,,,,,
23,PT10M32.00S,2023-01-15T20:14:28.4Z,1,REGULAR,turnover,out-of-bounds,[],201569,,,1610612745,3,2,2023-01-15T20:14:33Z,230000,False,,,0,,E. Gordon lost ball out-of-bounds TURNOVER (1 TO),[201569],1610612745.0,HOU,lost ball,,,,,,Mid-Range,8-16 Left,1193.0,,,Gordon,E. Gordon,,,,,,,,,,,,,1.0,,,,,
24,PT10M12.00S,2023-01-15T20:14:53.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627826,92.95335085413929,37.254901960784316,1610612746,5,2,2023-01-15T20:14:57Z,240000,False,-64.0,14.0,1,right,I. Zubac 6' turnaround Hook (2 PTS),[1627826],1610612746.0,LAC,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,,,,Zubac,I. Zubac,,,6.52,Made,,,,,2.0,,,,,,,,,
25,PT09M51.00S,2023-01-15T20:15:15.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630231,9.116294349540084,51.71568627450981,1610612745,5,4,2023-01-15T20:15:19Z,250000,False,-9.0,33.0,1,left,K. Martin Jr. cutting DUNK (4 PTS) (A. Sengun 2 AST),"[1630231, 1630578]",1610612745.0,HOU,cutting,,,,,,Restricted Area,0-8 Center,,,,Martin Jr.,K. Martin Jr.,,,3.43,Made,,,,,4.0,A. Sengun,1630578.0,2.0,,,,,,
27,PT09M32.00S,2023-01-15T20:15:41.3Z,1,REGULAR,3pt,Jump Shot,[],1629599,72.84822601839684,16.42156862745098,1610612746,5,4,2023-01-15T20:15:46Z,270000,False,-168.0,203.0,1,right,MISS A. Coffey 26' 3PT,[1629599],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,,Coffey,A. Coffey,,,26.32,Missed,,,,,,,,,,,,,,
28,PT09M30.00S,2023-01-15T20:15:43.3Z,1,REGULAR,rebound,defensive,[],201569,,,1610612745,5,4,2023-01-15T20:15:46Z,280000,False,,,0,,E. Gordon REBOUND (Off:0 Def:1),[201569],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,,Gordon,E. Gordon,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,
29,PT09M23.00S,2023-01-15T20:15:49.7Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",201569,8.459264126149804,48.774509803921575,1610612745,5,6,2023-01-15T20:19:09Z,290000,False,6.0,27.0,1,left,E. Gordon running DUNK (2 PTS),[201569],1610612745.0,HOU,running,,,,,,Restricted Area,0-8 Center,,,,Gordon,E. Gordon,,,2.77,Made,,,,,2.0,,,,,,,,,
30,PT09M06.00S,2023-01-15T20:16:07.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202695,92.42772667542707,50.0,1610612746,7,6,2023-01-15T20:19:49Z,300000,False,0.0,19.0,1,right,K. Leonard driving Layup (2 PTS),[202695],1610612746.0,LAC,driving,,,,,,Restricted Area,0-8 Center,,,,Leonard,K. Leonard,,,1.87,Made,,,,,2.0,,,,,,,,,
31,PT08M57.00S,2023-01-15T20:16:16.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201569,7.621550591327193,43.17938112745098,1610612745,7,8,2023-01-15T20:16:24Z,310000,False,34.0,19.0,1,left,E. Gordon fadeaway bank Jump Shot (4 PTS),[201569],1610612745.0,HOU,fadeaway bank,,,,,,Restricted Area,0-8 Center,,,,Gordon,E. Gordon,,,3.91,Made,,,,,4.0,,,,,,,,,
32,PT08M39.00S,2023-01-15T20:16:33.8Z,1,REGULAR,2pt,Jump Shot,[],202695,75.47634691195795,36.274509803921575,1610612746,7,8,2023-01-15T20:16:37Z,320000,False,-69.0,178.0,1,right,MISS K. Leonard 19' turnaround fadeaway Shot,[202695],1610612746.0,LAC,turnaround fadeaway,,,,,,Mid-Range,16-24 Left Center,,,,Leonard,K. Leonard,,,19.08,Missed,,,,,,,,,,,,,,
33,PT08M37.00S,2023-01-15T20:16:35.8Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,7,8,2023-01-15T20:16:37Z,330000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:2),[1631095],1610612745.0,HOU,,,,,,,Mid-Range,16-24 Left Center,,,,Smith Jr.,J. Smith Jr.,,,,,32.0,2.0,2.0,0.0,,,,,,,,,,
34,PT08M33.00S,2023-01-15T20:16:42.6Z,1,REGULAR,foul,personal,['2freethrow'],202695,,,1610612745,7,8,2023-01-15T20:16:49Z,340000,False,,,0,,K. Leonard shooting personal FOUL (1 PF) (Gordon 2 FT),"[202695, 201569]",1610612746.0,LAC,shooting,,,,,,Restricted Area,0-8 Center,1193.0,1.0,0.0,Leonard,K. Leonard,Gordon,201569.0,,,,,,,,,,,,,,,,
36,PT08M33.00S,2023-01-15T20:17:15.5Z,1,REGULAR,freethrow,1 of 2,[],201569,,,1610612745,7,9,2023-01-15T20:17:15Z,360000,False,,,0,,E. Gordon Free Throw 1 of 2 (5 PTS),[201569],1610612745.0,HOU,,,,,,,,,,,,Gordon,E. Gordon,,,,Made,,,,,5.0,,,,,,,,,
37,PT08M33.00S,2023-01-15T20:17:31.3Z,1,REGULAR,freethrow,2 of 2,[],201569,,,1610612745,7,10,2023-01-15T20:17:31Z,370000,False,,,0,,E. Gordon Free Throw 2 of 2 (6 PTS),[201569],1610612745.0,HOU,,,,,,,,,,,,Gordon,E. Gordon,,,,Made,,,,,6.0,,,,,,,,,
38,PT08M20.00S,2023-01-15T20:17:44.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,92.95335085413929,46.568627450980394,1610612746,9,10,2023-01-15T20:17:49Z,380000,False,-17.0,14.0,1,right,T. Mann reverse Layup (5 PTS) (N. Batum 1 AST),"[1629611, 201587]",1610612746.0,LAC,reverse,,,,,,Restricted Area,0-8 Center,,,,Mann,T. Mann,,,2.2,Made,,,,,5.0,N. Batum,201587.0,1.0,,,,,,
40,PT08M08.00S,2023-01-15T20:17:56.7Z,1,REGULAR,2pt,Jump Shot,[],1631095,25.936268068331145,45.833333333333336,1610612745,9,10,2023-01-15T20:18:02Z,400000,False,21.0,191.0,1,left,MISS J. Smith Jr. 19' pullup Shot,[1631095],1610612745.0,HOU,pullup,,,,,,Mid-Range,16-24 Center,,,,Smith Jr.,J. Smith Jr.,,,19.24,Missed,,,,,,,,,,,,,,
41,PT08M03.00S,2023-01-15T20:18:01.1Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,9,10,2023-01-15T20:18:01Z,410000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,,,,Mid-Range,16-24 Center,,,,Leonard,K. Leonard,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,
42,PT07M55.00S,2023-01-15T20:18:09.6Z,1,REGULAR,3pt,Jump Shot,[],1629611,73.63666228646518,85.5392156862745,1610612746,9,10,2023-01-15T20:18:17Z,420000,False,178.0,195.0,1,right,MISS T. Mann 26' 3PT,[1629611],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,,,,Mann,T. Mann,,,26.4,Missed,,,,,,,,,,,,,,
43,PT07M54.00S,2023-01-15T20:18:10.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,9,10,2023-01-15T20:18:17Z,430000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,42.0,,,,,,,,,,,,,
45,PT07M47.00S,2023-01-15T20:18:32.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630231,7.670827858081481,48.529411764705884,1610612745,9,12,2023-01-15T20:18:36Z,450000,False,7.0,20.0,1,left,K. Martin Jr. cutting DUNK (6 PTS) (J. Smith Jr. 1 AST),"[1630231, 1631095]",1610612745.0,HOU,cutting,,,,,,Restricted Area,0-8 Center,,,,Martin Jr.,K. Martin Jr.,,,2.1,Made,,,,,6.0,J. Smith Jr.,1631095.0,1.0,,,,,,
47,PT07M47.00S,2023-01-15T20:18:38.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,9,12,2023-01-15T20:18:38Z,470000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M30.00S,2023-01-15T20:21:53.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,92.95335085413929,41.91176470588235,1610612746,9,12,2023-01-15T20:22:06Z,480000,False,-40.0,14.0,1,right,MISS I. Zubac Layup,[1627826],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Zubac,I. Zubac,,,4.27,Missed,,,,,,,,,,,,,,
49,PT07M28.00S,2023-01-15T20:21:55.5Z,1,REGULAR,rebound,offensive,[],1629599,,,1610612746,9,12,2023-01-15T20:21:57Z,490000,False,,,0,,A. Coffey REBOUND (Off:1 Def:0),[1629599],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Coffey,A. Coffey,,,,,48.0,1.0,0.0,1.0,,,,,,,,,,
50,PT07M26.00S,2023-01-15T20:21:58.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629599,93.2161629434954,50.245098039215684,1610612746,9,12,2023-01-15T20:22:03Z,500000,False,1.0,11.0,1,right,MISS A. Coffey driving Layup,[1629599],1610612746.0,LAC,driving,,,,,,Restricted Area,0-8 Center,,,,Coffey,A. Coffey,,,1.14,Missed,,,,,,,,,,,,,,
51,PT07M24.00S,2023-01-15T20:22:00.0Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,9,12,2023-01-15T20:22:03Z,510000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:3),[1631095],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,,Smith Jr.,J. Smith Jr.,,,,,50.0,3.0,3.0,0.0,,,,,,,,,,
52,PT07M17.00S,2023-01-15T20:22:07.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,8.196452036793687,50.245098039215684,1610612745,9,14,2023-01-15T20:22:11Z,520000,False,-1.0,25.0,1,left,E. Gordon driving finger roll Layup (8 PTS),[201569],1610612745.0,HOU,driving finger roll,,,,,,Restricted Area,0-8 Center,,,,Gordon,E. Gordon,,,2.45,Made,,,,,8.0,,,,,,,,,
53,PT06M56.00S,2023-01-15T20:22:27.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,82.30946123521682,57.35294117647059,1610612746,11,14,2023-01-15T20:22:30Z,530000,False,37.0,114.0,1,right,K. Leonard 11' pullup Jump Shot (4 PTS) (T. Mann 1 AST),"[202695, 1629611]",1610612746.0,LAC,pullup,,,,,,In The Paint (Non-RA),8-16 Center,,,,Leonard,K. Leonard,,,11.96,Made,,,,,4.0,T. Mann,1629611.0,1.0,,,,,,
55,PT06M48.00S,2023-01-15T20:22:35.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,19.628777923784497,35.049019607843135,1610612745,11,16,2023-01-15T20:22:40Z,550000,False,75.0,132.0,1,left,J. Smith Jr. 15' pullup Jump Shot (2 PTS) (E. Gordon 1 AST),"[1631095, 201569]",1610612745.0,HOU,pullup,,,,,,In The Paint (Non-RA),8-16 Center,,,,Smith Jr.,J. Smith Jr.,,,15.17,Made,,,,,2.0,E. Gordon,201569.0,1.0,,,,,,
57,PT06M36.00S,2023-01-15T20:22:47.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,94.21813403416557,50.34466911764706,1610612746,13,16,2023-01-15T20:22:52Z,570000,False,2.0,2.0,1,right,I. Zubac DUNK (4 PTS) (K. Leonard 1 AST),"[1627826, 202695]",1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,,Zubac,I. Zubac,,,0.25,Made,,,,,4.0,K. Leonard,202695.0,1.0,,,,,,
59,PT06M21.00S,2023-01-15T20:23:02.2Z,1,REGULAR,3pt,Jump Shot,[],201569,28.038764783180028,82.35294117647058,1610612745,13,16,2023-01-15T20:23:09Z,590000,False,-162.0,211.0,1,left,MISS E. Gordon 26' step back 3PT,[201569],1610612745.0,HOU,step back,,,,,,Above the Break 3,24+ Left Center,,,,Gordon,E. Gordon,,,26.6,Missed,,,,,,,,,,,,,,
60,PT06M18.00S,2023-01-15T20:23:05.0Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,13,16,2023-01-15T20:23:05Z,600000,False,,,0,,K. Leonard REBOUND (Off:0 Def:2),[202695],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,,Leonard,K. Leonard,,,,,59.0,2.0,2.0,0.0,,,,,,,,,,
61,PT06M02.00S,2023-01-15T20:23:21.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629599,82.57227332457293,50.98039215686275,1610612746,15,16,2023-01-15T20:23:26Z,610000,False,5.0,111.0,1,right,A. Coffey 11' pullup Jump Shot (2 PTS),[1629599],1610612746.0,LAC,pullup,,,,,,In The Paint (Non-RA),8-16 Center,,,,Coffey,A. Coffey,,,11.14,Made,,,,,2.0,,,,,,,,,
62,PT05M47.00S,2023-01-15T20:23:36.6Z,1,REGULAR,turnover,bad pass,[],1630578,,,1610612745,15,16,2023-01-15T20:23:40Z,620000,False,,,0,,A. Sengun bad pass TURNOVER (1 TO),"[1630578, 201587]",1610612745.0,HOU,,,,,,,Mid-Range,8-16 Left,,,,Sengun,A. Sengun,,,,,,,,,,,,,1.0,Batum,201587.0,,,
63,PT05M47.00S,2023-01-15T20:23:36.6Z,1,REGULAR,steal,,[],201587,,,1610612746,15,16,2023-01-15T20:23:38Z,630000,False,,,0,,N. Batum STEAL (1 STL),[201587],1610612746.0,LAC,,,,,,,Mid-Range,8-16 Left,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,
64,PT05M41.00S,2023-01-15T20:23:42.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629599,94.7437582128778,94.82996323529412,1610612746,15,16,2023-01-15T20:26:58Z,640000,False,224.0,-3.0,1,right,MISS A. Coffey running 3PT,[1629599],1610612746.0,LAC,running,,,,,,Right Corner 3,24+ Right,,,,Coffey,A. Coffey,,,22.41,Missed,,,,,,,,,,,,,,
65,PT05M36.00S,2023-01-15T20:23:47.9Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,15,16,2023-01-15T20:29:22Z,650000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,,,,Right Corner 3,24+ Right,,,,Sengun,A. Sengun,,,,,64.0,1.0,1.0,0.0,,,,,,,,,,
66,PT05M34.00S,2023-01-15T20:23:53.4Z,1,REGULAR,foul,personal,['2freethrow'],202695,,,1610612745,15,16,2023-01-15T20:24:07Z,660000,False,,,0,,K. Leonard shooting personal FOUL (2 PF) (Martin Jr. 2 FT),"[202695, 1630231]",1610612746.0,LAC,shooting,,,,,,Restricted Area,0-8 Center,1628159.0,2.0,0.0,Leonard,K. Leonard,Martin Jr.,1630231.0,,,,,,,,,,,,,,,,
68,PT05M34.00S,2023-01-15T20:24:23.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630231,,,1610612745,15,17,2023-01-15T20:24:23Z,680000,False,,,0,,K. Martin Jr. Free Throw 1 of 2 (7 PTS),[1630231],1610612745.0,HOU,,,,,,,,,,,,Martin Jr.,K. Martin Jr.,,,,Made,,,,,7.0,,,,,,,,,
69,PT05M34.00S,2023-01-15T20:24:24.3Z,1,REGULAR,substitution,out,[],1629599,,,1610612745,15,17,2023-01-15T20:24:37Z,690000,False,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,,,,,,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,
70,PT05M34.00S,2023-01-15T20:24:24.3Z,1,REGULAR,substitution,out,[],201569,,,1610612745,15,17,2023-01-15T20:24:37Z,700000,False,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,,,,,,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,
71,PT05M34.00S,2023-01-15T20:24:24.3Z,1,REGULAR,substitution,in,[],1626181,,,1610612745,15,17,2023-01-15T20:24:37Z,710000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,,,,,,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,
72,PT05M34.00S,2023-01-15T20:24:24.3Z,1,REGULAR,substitution,in,[],1630528,,,1610612745,15,17,2023-01-15T20:24:37Z,720000,False,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,,,,,,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,
73,PT05M34.00S,2023-01-15T20:24:48.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630231,,,1610612745,15,18,2023-01-15T20:24:48Z,730000,False,,,0,,K. Martin Jr. Free Throw 2 of 2 (8 PTS),[1630231],1610612745.0,HOU,,,,,,,,,,,,Martin Jr.,K. Martin Jr.,,,,Made,,,,,8.0,,,,,,,,,
74,PT05M22.00S,2023-01-15T20:25:01.5Z,1,REGULAR,turnover,bad pass,[],1627826,,,1610612746,15,18,2023-01-15T20:25:05Z,740000,False,,,0,,I. Zubac bad pass TURNOVER (1 TO),"[1627826, 1630578]",1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,,,,Zubac,I. Zubac,,,,,,,,,,,,,1.0,Sengun,1630578.0,,,
75,PT05M22.00S,2023-01-15T20:25:01.5Z,1,REGULAR,steal,,[],1630578,,,1610612745,15,18,2023-01-15T20:25:04Z,750000,False,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
76,PT05M11.00S,2023-01-15T20:25:12.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630231,12.00722733245729,47.30392156862745,1610612745,15,18,2023-01-15T20:30:48Z,760000,False,13.0,60.0,1,left,MISS K. Martin Jr. 6' floating Shot,[1630231],1610612745.0,HOU,floating,,,,,,In The Paint (Non-RA),0-8 Center,,,,Martin Jr.,K. Martin Jr.,,,6.19,Missed,,,,,,,,,,,,,,
77,PT05M10.00S,2023-01-15T20:25:13.1Z,1,REGULAR,rebound,offensive,[],1630231,,,1610612745,15,18,2023-01-15T20:25:16Z,770000,False,,,0,,K. Martin Jr. REBOUND (Off:1 Def:1),[1630231],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Martin Jr.,K. Martin Jr.,,,,,76.0,2.0,1.0,1.0,,,,,,,,,,
78,PT05M09.00S,2023-01-15T20:25:15.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630231,7.670827858081481,48.28431372549019,1610612745,15,20,2023-01-15T20:25:22Z,780000,False,9.0,20.0,1,left,K. Martin Jr. putback DUNK (10 PTS),[1630231],1610612745.0,HOU,putback,,,,,,Restricted Area,0-8 Center,,,,Martin Jr.,K. Martin Jr.,,,2.14,Made,,,,,10.0,,,,,,,,,
79,PT04M58.00S,2023-01-15T20:25:26.0Z,1,REGULAR,3pt,Jump Shot,[],201587,78.10446780551905,7.35294117647058,1610612746,15,20,2023-01-15T20:25:29Z,790000,False,-213.0,153.0,1,right,MISS N. Batum 26' 3PT,[201587],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,,Batum,N. Batum,,,26.26,Missed,,,,,,,,,,,,,,
80,PT04M56.00S,2023-01-15T20:25:28.0Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,15,20,2023-01-15T20:25:29Z,800000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:4),[1631095],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,,Smith Jr.,J. Smith Jr.,,,,,79.0,4.0,4.0,0.0,,,,,,,,,,
81,PT04M42.00S,2023-01-15T20:25:41.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,7.670827858081481,51.96078431372549,1610612745,15,20,2023-01-15T20:25:47Z,810000,False,-10.0,20.0,1,left,MISS A. Sengun floating Shot,[1630578],1610612745.0,HOU,floating,,,,,,Restricted Area,0-8 Center,,,,Sengun,A. Sengun,,,2.19,Missed,,,,,,,,,,,,,,
82,PT04M39.00S,2023-01-15T20:25:44.9Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612746,15,20,2023-01-15T20:25:47Z,820000,False,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,,Powell,N. Powell,,,,,81.0,1.0,1.0,0.0,,,,,,,,,,
