actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
82,PT05M06.00S,2022-12-03T21:26:07.2Z,1,REGULAR,substitution,out,[],1628368,,,1610612746,8,20,2022-12-03T21:26:24Z,810000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M06.00S,2022-12-03T21:26:07.2Z,1,REGULAR,substitution,out,[],1631099,,,1610612746,8,20,2022-12-03T21:26:24Z,820000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M06.00S,2022-12-03T21:26:07.2Z,1,REGULAR,substitution,in,[],1630558,,,1610612746,8,20,2022-12-03T21:26:24Z,830000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M06.00S,2022-12-03T21:26:07.2Z,1,REGULAR,substitution,in,[],1629644,,,1610612746,8,20,2022-12-03T21:26:24Z,840000,False,,,0,,SUB in: K. Okpala,[1629644],1610612758.0,SAC,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M49.00S,2022-12-03T21:26:43.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,93.47897503285151,45.833333333333336,1610612746,10,20,2022-12-03T21:26:48Z,850000,False,-21.0,9.0,1,right,I. Zubac Layup (4 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,2.26,Made,4.0,,,,,,,,,,,,,,
88,PT04M34.00S,2022-12-03T21:26:59.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,8.327858081471746,48.0392156862745,1610612758,10,22,2022-12-03T21:27:03Z,870000,False,10.0,26.0,1,left,H. Barnes Layup (3 PTS) (D. Sabonis 3 AST),"[203084, 1627734]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,2.76,Made,3.0,,,,,,,,,,D. Sabonis,1627734.0,3.0,,
90,PT04M18.00S,2022-12-03T21:27:15.2Z,1,REGULAR,3pt,Jump Shot,[],202694,95.18725361366623,2.6960784313725554,1610612746,10,22,2022-12-03T21:27:19Z,890000,False,-237.0,-7.0,1,right,MISS M. Morris Sr. 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Left Corner 3,24+ Left,,,,23.66,Missed,,,,,,,,,,,,,,,
91,PT04M16.00S,2022-12-03T21:27:17.2Z,1,REGULAR,rebound,offensive,[],1629611,,,1610612746,10,22,2022-12-03T21:27:19Z,900000,False,,,0,,T. Mann REBOUND (Off:2 Def:0),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,90.0,2.0,0.0,2.0,,,,,
92,PT04M06.00S,2022-12-03T21:27:27.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629599,71.7969776609724,86.02941176470588,1610612746,10,22,2022-12-03T21:27:33Z,910000,False,180.0,213.0,1,right,MISS A. Coffey 27' 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Right Center,,,,27.86,Missed,,,,,,,,,,,,,,,
93,PT04M01.00S,2022-12-03T21:27:32.2Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,10,22,2022-12-03T21:27:33Z,920000,False,,,0,,H. Barnes REBOUND (Off:0 Def:3),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,92.0,3.0,3.0,0.0,,,,,
94,PT03M54.00S,2022-12-03T21:27:41.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,8.722076215505908,51.22549019607843,1610612758,10,24,2022-12-03T21:28:39Z,930000,False,-6.0,29.0,1,left,K. Huerter cutting finger roll Layup (4 PTS) (D. Sabonis 4 AST),"[1628989, 1627734]",1610612758.0,SAC,cutting finger roll,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,,3.01,Made,4.0,,,,,,,,,,D. Sabonis,1627734.0,4.0,,
96,PT03M54.00S,2022-12-03T21:27:44.8Z,1,REGULAR,foul,personal,['1freethrow'],1629611,,,1610612758,10,24,2022-12-03T21:27:53Z,950000,False,,,0,,T. Mann shooting personal FOUL (2 PF) (Huerter 1 FT),"[1629611, 1628989]",1610612746.0,LAC,shooting,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,202056.0,2.0,0.0,Huerter,1628989.0,,,,,,,,,
98,PT03M54.00S,2022-12-03T21:27:54.9Z,1,REGULAR,substitution,out,[],202694,,,1610612758,10,24,2022-12-03T21:28:11Z,970000,False,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M54.00S,2022-12-03T21:27:54.9Z,1,REGULAR,substitution,out,[],1629611,,,1610612758,10,24,2022-12-03T21:28:11Z,980000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M54.00S,2022-12-03T21:27:54.9Z,1,REGULAR,substitution,out,[],203084,,,1610612758,10,24,2022-12-03T21:28:11Z,990000,False,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M54.00S,2022-12-03T21:27:54.9Z,1,REGULAR,substitution,in,[],201587,,,1610612758,10,24,2022-12-03T21:28:11Z,1000000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M54.00S,2022-12-03T21:27:54.9Z,1,REGULAR,substitution,in,[],203496,,,1610612758,10,24,2022-12-03T21:28:11Z,1010000,False,,,0,,SUB in: R. Covington,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M54.00S,2022-12-03T21:27:54.9Z,1,REGULAR,substitution,in,[],1628370,,,1610612758,10,24,2022-12-03T21:28:11Z,1020000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M54.00S,2022-12-03T21:27:54.9Z,1,REGULAR,substitution,out,[],1629599,,,1610612758,10,24,2022-12-03T21:28:28Z,1030000,False,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M54.00S,2022-12-03T21:27:54.9Z,1,REGULAR,substitution,in,[],1630527,,,1610612758,10,24,2022-12-03T21:28:28Z,1040000,False,,,0,,SUB in: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M54.00S,2022-12-03T21:28:37.8Z,1,REGULAR,freethrow,1 of 1,[],1628989,,,1610612758,10,25,2022-12-03T21:28:37Z,1050000,False,,,0,,K. Huerter Free Throw 1 of 1 (5 PTS),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
162,PT03M45.00S,2022-12-03T21:29:01.7Z,1,REGULAR,foul,personal,[],1630558,,,1610612746,10,25,2022-12-03T21:37:13Z,1075000,False,,,0,,D. Mitchell personal FOUL (1 PF),"[1630558, 202322]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,,,1626300.0,1.0,0.0,Wall,202322.0,,,,,,,,,
111,PT03M42.00S,2022-12-03T21:29:25.6Z,1,REGULAR,foul,personal,['2freethrow'],1630558,,,1610612746,10,25,2022-12-03T21:30:04Z,1100000,False,,,0,,D. Mitchell personal FOUL (2 PF) (Wall 2 FT),"[1630558, 202322]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,1626300.0,2.0,0.0,Wall,202322.0,,,,,,,,,
113,PT03M42.00S,2022-12-03T21:29:56.2Z,1,REGULAR,freethrow,1 of 2,[],202322,,,1610612746,11,25,2022-12-03T21:36:22Z,1120000,False,,,0,,J. Wall Free Throw 1 of 2 (1 PTS),[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
114,PT03M42.00S,2022-12-03T21:30:13.6Z,1,REGULAR,freethrow,2 of 2,[],202322,,,1610612746,12,25,2022-12-03T21:36:22Z,1130000,False,,,0,,J. Wall Free Throw 2 of 2 (2 PTS),[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
115,PT03M21.00S,2022-12-03T21:30:37.4Z,1,REGULAR,3pt,Jump Shot,[],1630558,9.641918528252305,3.1862745098039227,1610612758,12,25,2022-12-03T21:30:41Z,1140000,False,234.0,38.0,1,left,MISS D. Mitchell 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Right Corner 3,24+ Right,,,,23.72,Missed,,,,,,,,,,,,,,,
116,PT03M18.00S,2022-12-03T21:30:40.4Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,12,25,2022-12-03T21:30:41Z,1150000,False,,,0,,I. Zubac REBOUND (Off:2 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,115.0,5.0,3.0,2.0,,,,,
117,PT03M13.00S,2022-12-03T21:30:45.5Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1630527,82.04664914586071,22.058823529411768,1610612746,14,25,2022-12-03T21:30:55Z,1160000,False,-140.0,116.0,1,right,B. Boston Jr. 18' step back Jump Shot (2 PTS) (R. Covington 1 AST),"[1630527, 203496]",1610612746.0,LAC,step back,,,Boston Jr.,B. Boston Jr.,,,,,Mid-Range,16-24 Left Center,,,,18.18,Made,2.0,,,,,,,,,,R. Covington,203496.0,1.0,,
119,PT02M52.00S,2022-12-03T21:31:05.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,9.247700394218143,58.33333333333333,1610612758,14,25,2022-12-03T21:31:10Z,1180000,False,-42.0,34.0,1,left,MISS M. Monk driving floating Shot,[1628370],1610612758.0,SAC,driving floating,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,,,,5.41,Missed,,,,,,,,,,,,,,,
120,PT02M50.00S,2022-12-03T21:31:07.8Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,14,25,2022-12-03T21:31:07Z,1190000,False,,,0,,I. Zubac REBOUND (Off:2 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,119.0,6.0,4.0,2.0,,,,,
121,PT02M33.00S,2022-12-03T21:31:26.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203496,90.5880420499343,49.26470588235294,1610612746,16,25,2022-12-03T21:31:30Z,1200000,False,-4.0,36.0,1,right,R. Covington floating Jump Shot (2 PTS),[203496],1610612746.0,LAC,floating,,,Covington,R. Covington,,,,,Restricted Area,0-8 Center,,,,3.62,Made,2.0,,,,,,,,,,,,,,
122,PT02M12.00S,2022-12-03T21:31:46.1Z,1,REGULAR,2pt,Jump Shot,[],1628370,22.125492772667542,27.941176470588232,1610612758,16,27,2022-12-03T21:31:49Z,1210000,False,110.0,155.0,1,left,M. Monk 19' pullup Jump Shot (2 PTS) (D. Sabonis 5 AST),"[1628370, 1627734]",1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Mid-Range,16-24 Right Center,,,,19.06,Made,2.0,,,,,,,,,,D. Sabonis,1627734.0,5.0,,
124,PT02M01.00S,2022-12-03T21:32:00.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202322,88.61695137976346,44.85294117647059,1610612746,16,27,2022-12-03T21:50:15Z,1230000,False,-26.0,55.0,1,right,MISS J. Wall 6' driving Layup - blocked,"[202322, 1627734]",1610612746.0,LAC,driving,,,Wall,J. Wall,,,,,In The Paint (Non-RA),0-8 Center,,,,6.03,Missed,,,,,,,,,,,,,,Sabonis,1627734.0
125,PT02M01.00S,2022-12-03T21:32:00.3Z,1,REGULAR,block,,[],1627734,,,1610612746,16,27,2022-12-03T21:32:03Z,1240000,False,,,0,,D. Sabonis BLOCK (1 BLK),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
126,PT01M59.00S,2022-12-03T21:32:02.3Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,16,27,2022-12-03T21:50:15Z,1250000,False,,,0,,I. Zubac REBOUND (Off:3 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,124.0,7.0,4.0,3.0,,,,,
127,PT01M58.00S,2022-12-03T21:32:08.2Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1627826,94.40999984741211,50.0,1610612746,18,27,2022-12-03T21:50:25Z,1260000,False,0.0,0.0,1,right,I. Zubac putback DUNK (6 PTS),[1627826],1610612746.0,LAC,putback,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,0.0,Made,6.0,,,,,,,,,,,,,,
128,PT01M40.00S,2022-12-03T21:32:20.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,8.065045992115643,49.26470588235294,1610612758,18,29,2022-12-03T21:32:32Z,1270000,False,4.0,23.0,1,left,D. Sabonis Layup (14 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,2.36,Made,14.0,,,,,,,,,,,,,,
129,PT01M40.00S,2022-12-03T21:32:23.7Z,1,REGULAR,foul,personal,['1freethrow'],1627826,,,1610612758,18,29,2022-12-03T21:32:30Z,1280000,False,,,0,,I. Zubac shooting personal FOUL (1 PF) (Sabonis 1 FT),"[1627826, 1627734]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,202056.0,1.0,0.0,Sabonis,1627734.0,,,,,,,,,
131,PT01M40.00S,2022-12-03T21:32:40.3Z,1,REGULAR,substitution,out,[],1627826,,,1610612758,18,29,2022-12-03T21:33:15Z,1300000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M40.00S,2022-12-03T21:32:40.3Z,1,REGULAR,substitution,out,[],1628989,,,1610612758,18,29,2022-12-03T21:33:15Z,1310000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M40.00S,2022-12-03T21:32:40.3Z,1,REGULAR,substitution,in,[],1631217,,,1610612758,18,29,2022-12-03T21:33:15Z,1320000,False,,,0,,SUB in: M. Diabate,[1631217],1610612746.0,LAC,,,,Diabate,M. Diabate,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M40.00S,2022-12-03T21:32:40.3Z,1,REGULAR,substitution,in,[],1629056,,,1610612758,18,29,2022-12-03T21:33:15Z,1330000,False,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M40.00S,2022-12-03T21:32:56.2Z,1,REGULAR,freethrow,1 of 1,[],1627734,,,1610612758,18,30,2022-12-03T21:32:56Z,1340000,False,,,0,,D. Sabonis Free Throw 1 of 1 (15 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
136,PT01M30.00S,2022-12-03T21:33:15.5Z,1,REGULAR,foul,offensive,[],1631217,,,1610612746,18,30,2022-12-03T21:33:23Z,1350000,False,,,0,,M. Diabate offensive FOUL (1 PF),"[1631217, 1629056]",1610612746.0,LAC,,,,Diabate,M. Diabate,,,,,Above the Break 3,24+ Center,,,,,,,1662.0,1.0,0.0,Davis,1629056.0,,,,,,,,,
138,PT01M30.00S,2022-12-03T21:33:15.5Z,1,REGULAR,turnover,offensive foul,[],1631217,,,1610612746,18,30,2022-12-03T21:33:15Z,1370000,False,,,0,,M. Diabate offensive foul TURNOVER (1 TO),[1631217],1610612746.0,LAC,,,,Diabate,M. Diabate,,,,,Above the Break 3,24+ Center,1.0,,,,,,1662.0,,,,,,,,,,,,,
139,PT01M30.00S,2022-12-03T21:33:23.5Z,1,REGULAR,substitution,out,[],1627734,,,1610612758,18,30,2022-12-03T21:33:25Z,1380000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M30.00S,2022-12-03T21:33:23.5Z,1,REGULAR,substitution,in,[],1629002,,,1610612758,18,30,2022-12-03T21:33:25Z,1390000,False,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M22.00S,2022-12-03T21:33:34.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629056,7.276609724047319,46.32352941176471,1610612758,18,30,2022-12-03T21:51:50Z,1400000,False,18.0,16.0,1,left,MISS T. Davis driving Layup,[1629056],1610612758.0,SAC,driving,,,Davis,T. Davis,,,,,Restricted Area,0-8 Center,,,,2.43,Missed,,,,,,,,,,,,,,,
142,PT01M20.00S,2022-12-03T21:33:36.3Z,1,REGULAR,rebound,offensive,[],1629002,,,1610612758,18,30,2022-12-03T21:33:36Z,1410000,False,,,0,,C. Metu REBOUND (Off:1 Def:0),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,141.0,1.0,0.0,1.0,,,,,
143,PT01M18.00S,2022-12-03T21:33:38.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628370,18.446123521681997,93.87254901960785,1610612758,18,33,2022-12-03T21:33:49Z,1420000,False,-219.0,121.0,1,left,M. Monk 25' 3PT  (5 PTS) (D. Mitchell 1 AST),"[1628370, 1630558]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,,,,25.05,Made,5.0,,,,,,,,,,D. Mitchell,1630558.0,1.0,,
145,PT01M00.00S,2022-12-03T21:33:56.8Z,1,REGULAR,3pt,Jump Shot,[],202322,68.11760840998686,76.9607843137255,1610612746,21,33,2022-12-03T21:34:00Z,1440000,False,135.0,247.0,1,right,J. Wall 28' 3PT  (5 PTS) (R. Covington 2 AST),"[202322, 203496]",1610612746.0,LAC,,,,Wall,J. Wall,,,,,Above the Break 3,24+ Right Center,,,,28.16,Made,5.0,,,,,,,,,,R. Covington,203496.0,2.0,,
147,PT00M50.60S,2022-12-03T21:34:10.6Z,1,REGULAR,3pt,Jump Shot,[],1628370,29.61563731931669,85.5392156862745,1610612758,21,36,2022-12-03T21:34:32Z,1460000,False,-178.0,226.0,1,left,M. Monk 28' 3PT  (8 PTS) (D. Mitchell 2 AST),"[1628370, 1630558]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,,,,28.74,Made,8.0,,,,,,,,,,D. Mitchell,1630558.0,2.0,,
149,PT00M37.60S,2022-12-03T21:34:24.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203496,89.53679369250986,52.450980392156865,1610612746,21,36,2022-12-03T21:53:22Z,1480000,False,12.0,46.0,1,right,MISS R. Covington cutting Layup,[203496],1610612746.0,LAC,cutting,,,Covington,R. Covington,,,,,In The Paint (Non-RA),0-8 Center,,,,4.75,Missed,,,,,,,,,,,,,,,
150,PT00M37.60S,2022-12-03T21:34:24.1Z,1,REGULAR,rebound,defensive,[],1629056,,,1610612758,21,36,2022-12-03T21:34:38Z,1490000,False,,,0,,T. Davis REBOUND (Off:0 Def:1),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,149.0,1.0,1.0,0.0,,,,,
152,PT00M30.80S,2022-12-03T21:34:35.7Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629002,9.379106438896187,51.470588235294116,1610612758,21,38,2022-12-03T21:39:34Z,1510000,False,-7.0,36.0,1,left,C. Metu running alley-oop DUNK (2 PTS) (T. Davis 1 AST),"[1629002, 1629056]",1610612758.0,SAC,running alley-oop,,,Metu,C. Metu,,,,,Restricted Area,0-8 Center,,,,3.65,Made,2.0,,,,,,,,,,T. Davis,1629056.0,1.0,,
154,PT00M19.00S,2022-12-03T21:34:48.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202322,92.16491458607096,46.568627450980394,1610612746,23,38,2022-12-03T21:34:55Z,1530000,False,-17.0,21.0,1,right,J. Wall driving Layup (7 PTS),[202322],1610612746.0,LAC,driving,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,,,,2.72,Made,7.0,,,,,,,,,,,,,,
155,PT00M19.00S,2022-12-03T21:34:53.5Z,1,REGULAR,foul,personal,['1freethrow'],1629002,,,1610612746,23,38,2022-12-03T21:35:46Z,1540000,False,,,0,,C. Metu shooting personal FOUL (1 PF) (Wall 1 FT),"[1629002, 202322]",1610612758.0,SAC,shooting,,,Metu,C. Metu,,,,,Restricted Area,0-8 Center,,,,,,,202056.0,1.0,0.0,Wall,202322.0,,,,,,,,,
157,PT00M19.00S,2022-12-03T21:35:09.3Z,1,REGULAR,substitution,out,[],1630558,,,1610612746,23,38,2022-12-03T21:35:46Z,1560000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M19.00S,2022-12-03T21:35:09.3Z,1,REGULAR,substitution,out,[],1629644,,,1610612746,23,38,2022-12-03T21:35:46Z,1570000,False,,,0,,SUB out: K. Okpala,[1629644],1610612758.0,SAC,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M19.00S,2022-12-03T21:35:09.3Z,1,REGULAR,substitution,in,[],1628989,,,1610612746,23,38,2022-12-03T21:35:46Z,1580000,False,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M19.00S,2022-12-03T21:35:09.3Z,1,REGULAR,substitution,in,[],1628368,,,1610612746,23,38,2022-12-03T21:35:46Z,1590000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M19.00S,2022-12-03T21:35:34.8Z,1,REGULAR,freethrow,1 of 1,[],202322,,,1610612746,24,38,2022-12-03T21:35:34Z,1600000,False,,,0,,J. Wall Free Throw 1 of 1 (8 PTS),[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
165,PT00M03.30S,2022-12-03T21:36:28.2Z,1,REGULAR,turnover,out-of-bounds,[],1628368,,,1610612758,24,38,2022-12-03T21:36:34Z,1610000,False,,,0,,D. Fox bad pass out-of-bounds TURNOVER (1 TO),[1628368],1610612758.0,SAC,bad pass,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,1.0,,,,,,202056.0,,,,,,,,,,,,,
166,PT00M03.30S,2022-12-03T21:36:33.1Z,1,REGULAR,substitution,out,[],1628989,,,1610612746,24,38,2022-12-03T21:36:42Z,1620000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M03.30S,2022-12-03T21:36:33.1Z,1,REGULAR,substitution,out,[],1628368,,,1610612746,24,38,2022-12-03T21:36:42Z,1630000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M03.30S,2022-12-03T21:36:33.1Z,1,REGULAR,substitution,in,[],1630558,,,1610612746,24,38,2022-12-03T21:36:42Z,1640000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M03.30S,2022-12-03T21:36:33.1Z,1,REGULAR,substitution,in,[],1629644,,,1610612746,24,38,2022-12-03T21:36:42Z,1650000,False,,,0,,SUB in: K. Okpala,[1629644],1610612758.0,SAC,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT00M00.70S,2022-12-03T21:37:24.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201587,74.81931668856767,12.990196078431367,1610612746,24,38,2022-12-03T21:37:57Z,1670000,False,-185.0,184.0,1,right,MISS N. Batum 26' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Left Center,,,,26.11,Missed,,,,,,,,,,,,,,,
172,PT00M00.10S,2022-12-03T21:37:24.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,24,38,2022-12-03T21:37:57Z,1680000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,171.0,,,,,,,,
173,PT00M00.00S,2022-12-03T21:37:28.7Z,1,REGULAR,period,end,[],0,,,1610612746,24,38,2022-12-03T21:37:28Z,1690000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-12-03T21:40:09.8Z,2,REGULAR,period,start,[],0,,,1610612746,24,38,2022-12-03T21:40:14Z,1700000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT11M46.00S,2022-12-03T21:40:22.9Z,2,REGULAR,turnover,bad pass,[],1630527,,,1610612746,24,38,2022-12-03T21:40:32Z,1710000,False,,,0,,B. Boston Jr. bad pass TURNOVER (1 TO),"[1630527, 1629056]",1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,Above the Break 3,24+ Right Center,1.0,Davis,1629056.0,,,,,,,,,,,,,,,,,
176,PT11M46.00S,2022-12-03T21:40:22.9Z,2,REGULAR,steal,,[],1629056,,,1610612758,24,38,2022-12-03T21:40:25Z,1720000,False,,,0,,T. Davis STEAL (1 STL),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
