actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
255,PT04M09.00S,2023-03-06T04:00:31.0Z,2,REGULAR,3pt,Jump Shot,[],1626145,72.9796320630749,81.61764705882354,1610612763,55,49,2023-03-06T04:00:34Z,2520000,False,158.0,201.0,1,right,MISS T. Jones 25' 3PT,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,25.61,Missed,,,,,,,,,,,,,,,
256,PT04M07.00S,2023-03-06T04:00:33.0Z,2,REGULAR,rebound,defensive,[],202331,,,1610612746,55,49,2023-03-06T04:00:34Z,2530000,False,,,0,,P. George REBOUND (Off:0 Def:4),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,255.0,4.0,4.0,0.0,,
257,PT03M54.00S,2023-03-06T04:00:49.8Z,2,REGULAR,turnover,out-of-bounds,[],202695,,,1610612746,55,49,2023-03-06T04:00:55Z,2540000,False,,,0,,K. Leonard lost ball out-of-bounds TURNOVER (1 TO),[202695],1610612746.0,LAC,lost ball,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Left,1.0,,,,,,201639.0,,,,,,,,,,,,,
258,PT03M48.00S,2023-03-06T04:00:58.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628379,69.1688567674113,30.392156862745097,1610612763,55,52,2023-03-06T04:01:02Z,2550000,False,-98.0,237.0,1,right,L. Kennard 25' 3PT  (9 PTS) (J. Konchar 2 AST),"[1628379, 1629723]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,,,,25.67,Made,9.0,,,,,,J. Konchar,1629723.0,2.0,,,,,,
260,PT03M48.00S,2023-03-06T04:01:03.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,55,52,2023-03-06T04:01:03Z,2570000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT03M34.00S,2023-03-06T04:04:39.0Z,2,REGULAR,3pt,Jump Shot,[],202695,31.84954007884363,66.66666666666667,1610612746,58,52,2023-03-06T04:12:38Z,2580000,False,-83.0,247.0,1,left,K. Leonard 26' 3PT pullup (12 PTS),[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,,,,26.06,Made,12.0,,,,,,,,,,,,,,
262,PT03M14.00S,2023-03-06T04:05:02.8Z,2,REGULAR,foul,personal,[],202331,,,1610612763,58,52,2023-03-06T04:05:18Z,2590000,False,,,0,,P. George personal FOUL (2 PF),"[202331, 1628991]",1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1193.0,2.0,0.0,Jackson Jr.,1628991.0,,,,,,,,,
264,PT03M08.00S,2023-03-06T04:05:23.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,92.95335085413929,47.05882352941176,1610612763,58,54,2023-03-06T04:05:27Z,2610000,False,-15.0,14.0,1,right,J. Jackson Jr. driving Layup (8 PTS) (L. Kennard 1 AST),"[1628991, 1628379]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,2.01,Made,8.0,,,,,,L. Kennard,1628379.0,1.0,,,,,,
266,PT02M53.00S,2023-03-06T04:05:39.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,12.270039421813408,49.50980392156863,1610612746,58,54,2023-03-06T04:14:43Z,2630000,False,2.0,63.0,1,left,MISS P. George 6' driving floating Shot,[202331],1610612746.0,LAC,driving floating,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,,6.28,Missed,,,,,,,,,,,,,,,
267,PT02M51.00S,2023-03-06T04:05:41.5Z,2,REGULAR,rebound,offensive,[],202331,,,1610612746,58,54,2023-03-06T04:05:44Z,2640000,False,,,0,,P. George REBOUND (Off:1 Def:4),[202331],1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,266.0,5.0,4.0,1.0,,
268,PT02M50.00S,2023-03-06T04:05:42.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202331,8.065045992115643,50.0,1610612746,60,54,2023-03-06T04:05:47Z,2650000,False,0.0,23.0,1,left,P. George Layup (19 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,2.33,Made,19.0,,,,,,,,,,,,,,
269,PT02M50.00S,2023-03-06T04:05:51.7Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612763,60,54,2023-03-06T04:05:59Z,2660000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,1193.0,,,,,,,,,,,,,
270,PT02M34.00S,2023-03-06T04:06:20.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,91.06438896189225,45.630361519607845,1610612763,60,54,2023-03-06T04:18:18Z,2670000,False,-22.0,31.0,1,right,MISS J. Jackson Jr. driving Layup - blocked,"[1628991, 1627826]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,3.83,Missed,,,,,,,,,,,,,,Zubac,1627826.0
271,PT02M34.00S,2023-03-06T04:06:20.7Z,2,REGULAR,block,,[],1627826,,,1610612763,60,54,2023-03-06T04:06:23Z,2680000,False,,,0,,I. Zubac BLOCK (2 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
272,PT02M34.00S,2023-03-06T04:06:20.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,60,54,2023-03-06T04:06:24Z,2690000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,270.0,,,,,
274,PT02M34.00S,2023-03-06T04:06:26.7Z,2,REGULAR,substitution,out,[],201566,,,1610612763,60,54,2023-03-06T04:06:29Z,2710000,False,,,0,,SUB out: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT02M34.00S,2023-03-06T04:06:26.7Z,2,REGULAR,substitution,in,[],201569,,,1610612763,60,54,2023-03-06T04:06:29Z,2720000,False,,,0,,SUB in: E. Gordon,[201569],1610612746.0,LAC,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT02M34.00S,2023-03-06T04:06:26.7Z,2,REGULAR,substitution,out,[],1631223,,,1610612763,60,54,2023-03-06T04:06:35Z,2730000,False,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT02M34.00S,2023-03-06T04:06:26.7Z,2,REGULAR,substitution,out,[],1629723,,,1610612763,60,54,2023-03-06T04:06:35Z,2740000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT02M34.00S,2023-03-06T04:06:26.7Z,2,REGULAR,substitution,in,[],1630214,,,1610612763,60,54,2023-03-06T04:06:35Z,2750000,False,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT02M34.00S,2023-03-06T04:06:26.7Z,2,REGULAR,substitution,in,[],1630217,,,1610612763,60,54,2023-03-06T04:06:35Z,2760000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT02M26.00S,2023-03-06T04:06:56.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630214,66.01511169513799,48.0392156862745,1610612763,60,54,2023-03-06T04:18:35Z,2770000,False,-10.0,267.0,1,right,MISS X. Tillman 26' step back 3PT,[1630214],1610612763.0,MEM,step back,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Center,,,,26.72,Missed,,,,,,,,,,,,,,,
281,PT02M23.00S,2023-03-06T04:06:59.7Z,2,REGULAR,rebound,defensive,[],202695,,,1610612746,60,54,2023-03-06T04:07:00Z,2780000,False,,,0,,K. Leonard REBOUND (Off:0 Def:4),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,280.0,4.0,4.0,0.0,,
282,PT02M13.00S,2023-03-06T04:07:08.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202695,7.670827858081481,45.34313725490197,1610612746,60,54,2023-03-06T04:19:45Z,2790000,False,23.0,20.0,1,left,MISS K. Leonard driving Layup,[202695],1610612746.0,LAC,driving,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,3.04,Missed,,,,,,,,,,,,,,,
283,PT02M11.00S,2023-03-06T04:07:10.8Z,2,REGULAR,rebound,offensive,[],202695,,,1610612746,60,54,2023-03-06T04:07:10Z,2800000,False,,,0,,K. Leonard REBOUND (Off:1 Def:4),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,282.0,5.0,4.0,1.0,,
284,PT02M11.00S,2023-03-06T04:07:10.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202695,5.590000152587891,50.0,1610612746,60,54,2023-03-06T04:07:10Z,2810000,False,0.0,0.0,1,left,MISS K. Leonard tip Layup,[202695],1610612746.0,LAC,tip,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
285,PT02M09.00S,2023-03-06T04:07:12.3Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,60,54,2023-03-06T04:07:12Z,2820000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,284.0,3.0,3.0,0.0,,
286,PT02M07.00S,2023-03-06T04:07:18.2Z,2,REGULAR,foul,personal,[],202331,,,1610612763,60,54,2023-03-06T04:07:27Z,2830000,False,,,0,,P. George personal FOUL (3 PF),"[202331, 1630217]",1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,,,,,,,1193.0,3.0,0.0,Bane,1630217.0,,,,,,,,,
288,PT02M07.00S,2023-03-06T04:07:28.5Z,2,REGULAR,substitution,out,[],202331,,,1610612763,60,54,2023-03-06T04:07:31Z,2850000,False,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M07.00S,2023-03-06T04:07:28.5Z,2,REGULAR,substitution,in,[],201587,,,1610612763,60,54,2023-03-06T04:07:31Z,2860000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT02M01.00S,2023-03-06T04:07:48.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626145,92.82194480946123,48.529411764705884,1610612763,60,56,2023-03-06T04:20:41Z,2870000,False,-7.0,15.0,1,right,T. Jones driving Layup (5 PTS) (X. Tillman 3 AST),"[1626145, 1630214]",1610612763.0,MEM,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,1.67,Made,5.0,,,,,,X. Tillman,1630214.0,3.0,,,,,,
292,PT01M48.00S,2023-03-06T04:08:01.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,7.408015768725363,54.65686274509804,1610612746,62,56,2023-03-06T04:08:07Z,2890000,False,-23.0,17.0,1,left,I. Zubac cutting DUNK (4 PTS) (E. Gordon 1 AST),"[1627826, 201569]",1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,2.89,Made,4.0,,,,,,E. Gordon,201569.0,1.0,,,,,,
294,PT01M33.00S,2023-03-06T04:08:16.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,87.77923784494087,61.668964460784316,1610612763,62,56,2023-03-06T04:08:21Z,2910000,False,58.0,62.0,1,right,MISS T. Jones 8' floating Shot,[1626145],1610612763.0,MEM,floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Right,,,,8.54,Missed,,,,,,,,,,,,,,,
295,PT01M31.00S,2023-03-06T04:08:18.1Z,2,REGULAR,rebound,defensive,[],202695,,,1610612746,62,56,2023-03-06T04:08:21Z,2920000,False,,,0,,K. Leonard REBOUND (Off:1 Def:5),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,294.0,6.0,5.0,1.0,,
296,PT01M24.00S,2023-03-06T04:08:25.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202695,8.196452036793687,50.0,1610612746,62,56,2023-03-06T04:21:25Z,2930000,False,0.0,25.0,1,left,MISS K. Leonard driving Layup,[202695],1610612746.0,LAC,driving,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,2.45,Missed,,,,,,,,,,,,,,,
297,PT01M24.00S,2023-03-06T04:08:25.7Z,2,REGULAR,rebound,offensive,[],202695,,,1610612746,62,56,2023-03-06T04:08:29Z,2940000,False,,,0,,K. Leonard REBOUND (Off:2 Def:5),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,296.0,7.0,5.0,2.0,,
298,PT01M24.00S,2023-03-06T04:08:30.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630214,,,1610612746,62,56,2023-03-06T04:08:36Z,2950000,False,,,0,,X. Tillman shooting personal FOUL (2 PF) (Leonard 2 FT),"[1630214, 202695]",1610612763.0,MEM,shooting,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,,,,,,,201639.0,2.0,0.0,Leonard,202695.0,,,,,,,,,
300,PT01M24.00S,2023-03-06T04:08:56.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],202695,,,1610612746,63,56,2023-03-06T04:08:56Z,2970000,False,,,0,,K. Leonard Free Throw 1 of 2 (13 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
301,PT01M24.00S,2023-03-06T04:09:15.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],202695,,,1610612746,64,56,2023-03-06T04:09:15Z,2980000,False,,,0,,K. Leonard Free Throw 2 of 2 (14 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
302,PT01M08.00S,2023-03-06T04:09:33.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,87.77923784494087,47.67156862745098,1610612763,64,56,2023-03-06T04:22:10Z,2990000,False,-12.0,62.0,1,right,MISS T. Jones 6' driving floating Shot,[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,6.35,Missed,,,,,,,,,,,,,,,
303,PT01M05.00S,2023-03-06T04:09:36.2Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,64,56,2023-03-06T04:09:40Z,3000000,False,,,0,,I. Zubac REBOUND (Off:1 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,302.0,5.0,4.0,1.0,,
304,PT01M01.00S,2023-03-06T04:09:40.0Z,2,REGULAR,turnover,lost ball,[],202695,,,1610612746,64,56,2023-03-06T04:09:43Z,3010000,False,,,0,,K. Leonard lost ball TURNOVER (2 TO),"[202695, 1628991]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,2.0,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,,,
305,PT01M01.00S,2023-03-06T04:09:40.0Z,2,REGULAR,steal,,[],1628991,,,1610612763,64,56,2023-03-06T04:09:41Z,3020000,False,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
306,PT00M59.80S,2023-03-06T04:09:43.8Z,2,REGULAR,foul,personal,[],201569,,,1610612763,64,56,2023-03-06T04:09:51Z,3030000,False,,,0,,E. Gordon personal FOUL (1 PF),"[201569, 1630217]",1610612746.0,LAC,,,,Gordon,E. Gordon,,,,,Mid-Range,16-24 Right,,,,,,,201639.0,1.0,0.0,Bane,1630217.0,,,,,,,,,
308,PT00M51.60S,2023-03-06T04:10:12.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630214,83.62352168199737,53.67647058823529,1610612763,64,56,2023-03-06T04:10:16Z,3050000,False,18.0,101.0,1,right,MISS X. Tillman 10' floating Shot,[1630214],1610612763.0,MEM,floating,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),8-16 Center,,,,10.31,Missed,,,,,,,,,,,,,,,
309,PT00M49.70S,2023-03-06T04:10:14.3Z,2,REGULAR,rebound,defensive,[],202695,,,1610612746,64,56,2023-03-06T04:10:14Z,3060000,False,,,0,,K. Leonard REBOUND (Off:2 Def:6),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,308.0,8.0,6.0,2.0,,
310,PT00M43.40S,2023-03-06T04:10:20.6Z,2,REGULAR,3pt,Jump Shot,[],201569,32.37516425755584,25.980392156862735,1610612746,67,56,2023-03-06T04:10:25Z,3070000,False,120.0,252.0,1,left,E. Gordon 27' 3PT  (15 PTS) (K. Leonard 2 AST),"[201569, 202695]",1610612746.0,LAC,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,,,,27.9,Made,15.0,,,,,,K. Leonard,202695.0,2.0,,,,,,
312,PT00M32.90S,2023-03-06T04:10:37.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,92.69053876478318,48.774509803921575,1610612763,67,58,2023-03-06T04:10:41Z,3090000,False,-6.0,16.0,1,right,D. Bane driving Layup (12 PTS),[1630217],1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,1.73,Made,12.0,,,,,,,,,,,,,,
313,PT00M23.40S,2023-03-06T04:10:53.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,18.446123521681997,54.90196078431372,1610612746,67,58,2023-03-06T04:10:59Z,3100000,False,-25.0,121.0,1,left,MISS M. Morris Sr. 12' Jump Shot,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),8-16 Center,,,,12.34,Missed,,,,,,,,,,,,,,,
314,PT00M20.90S,2023-03-06T04:10:56.3Z,2,REGULAR,rebound,defensive,[],1630214,,,1610612763,67,58,2023-03-06T04:10:59Z,3110000,False,,,0,,X. Tillman REBOUND (Off:0 Def:4),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,313.0,4.0,4.0,0.0,,
315,PT00M01.90S,2023-03-06T04:11:16.3Z,2,REGULAR,3pt,Jump Shot,[],1628379,78.63009198423127,12.009803921568633,1610612763,67,61,2023-03-06T04:11:20Z,3120000,False,-190.0,148.0,1,right,L. Kennard 24' 3PT  (12 PTS) (D. Bane 4 AST),"[1628379, 1630217]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,,,,24.11,Made,12.0,,,,,,D. Bane,1630217.0,4.0,,,,,,
317,PT00M01.50S,2023-03-06T04:11:25.0Z,2,REGULAR,3pt,Jump Shot,[],201569,49.326544021024965,51.96078431372549,1610612746,67,61,2023-03-06T04:24:27Z,3140000,False,-10.0,411.0,1,left,MISS E. Gordon 41' pullup bank 3PT,[201569],1610612746.0,LAC,pullup bank,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Center,,,,41.13,Missed,,,,,,,,,,,,,,,
318,PT00M01.00S,2023-03-06T04:11:25.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,67,61,2023-03-06T04:11:53Z,3150000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,317.0,,,,,
319,PT00M00.00S,2023-03-06T04:11:27.8Z,2,REGULAR,period,end,[],0,,,1610612746,67,61,2023-03-06T04:11:27Z,3160000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2023-03-06T04:26:29.2Z,3,REGULAR,substitution,out,['startperiod'],202694,,,1610612746,67,61,2023-03-06T04:26:46Z,3170000,False,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2023-03-06T04:26:29.2Z,3,REGULAR,substitution,out,['startperiod'],201569,,,1610612746,67,61,2023-03-06T04:26:46Z,3180000,False,,,0,,SUB out: E. Gordon,[201569],1610612746.0,LAC,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2023-03-06T04:26:29.2Z,3,REGULAR,substitution,out,['startperiod'],1628379,,,1610612746,67,61,2023-03-06T04:26:46Z,3190000,False,,,0,,SUB out: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2023-03-06T04:26:29.2Z,3,REGULAR,substitution,in,['startperiod'],201566,,,1610612746,67,61,2023-03-06T04:26:46Z,3200000,False,,,0,,SUB in: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2023-03-06T04:26:29.2Z,3,REGULAR,substitution,in,['startperiod'],202331,,,1610612746,67,61,2023-03-06T04:26:46Z,3210000,False,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2023-03-06T04:26:29.2Z,3,REGULAR,substitution,in,['startperiod'],1631223,,,1610612746,67,61,2023-03-06T04:26:46Z,3220000,False,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2023-03-06T04:26:46.9Z,3,REGULAR,period,start,[],0,,,1610612763,67,61,2023-03-06T04:26:46Z,3230000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT11M38.00S,2023-03-06T04:27:07.0Z,3,REGULAR,3pt,Jump Shot,[],1630214,6.225361366622863,94.8529411764706,1610612763,67,61,2023-03-06T04:28:27Z,3240000,False,-224.0,6.0,1,left,MISS X. Tillman 3PT,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Left Corner 3,24+ Left,,,,22.44,Missed,,,,,,,,,,,,,,,
335,PT11M38.00S,2023-03-06T04:27:07.0Z,3,REGULAR,rebound,defensive,[],201587,,,1610612746,67,61,2023-03-06T04:27:33Z,3245000,False,,,0,,N. Batum REBOUND (Off:1 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,327.0,2.0,1.0,1.0,,
328,PT11M31.00S,2023-03-06T04:27:14.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202331,93.29829172141919,55.12408088235294,1610612746,67,61,2023-03-06T04:29:38Z,3250000,False,26.0,10.0,1,right,MISS P. George running Layup,[202331],1610612746.0,LAC,running,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,2.77,Missed,,,,,,,,,,,,,,,
329,PT11M28.00S,2023-03-06T04:27:17.5Z,3,REGULAR,rebound,offensive,[],1627826,,,1610612746,67,61,2023-03-06T04:29:38Z,3260000,False,,,0,,I. Zubac REBOUND (Off:2 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,328.0,6.0,4.0,2.0,,
330,PT11M28.00S,2023-03-06T04:27:17.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627826,94.40999984741211,50.0,1610612746,67,61,2023-03-06T04:27:17Z,3270000,False,0.0,0.0,1,right,MISS I. Zubac tip Layup,[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
331,PT11M28.00S,2023-03-06T04:27:17.6Z,3,REGULAR,rebound,offensive,[],1627826,,,1610612746,67,61,2023-03-06T04:27:17Z,3280000,False,,,0,,I. Zubac REBOUND (Off:3 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,330.0,7.0,4.0,3.0,,
332,PT11M26.00S,2023-03-06T04:27:19.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202331,93.34756898817345,2.941176470588232,1610612746,70,61,2023-03-06T04:27:36Z,3290000,False,-235.0,10.0,1,right,P. George 3PT  (22 PTS) (I. Zubac 1 AST),"[202331, 1627826]",1610612746.0,LAC,,,,George,P. George,,,,,Left Corner 3,24+ Left,,,,23.55,Made,22.0,,,,,,I. Zubac,1627826.0,1.0,,,,,,
334,PT11M13.00S,2023-03-06T04:27:32.2Z,3,REGULAR,3pt,Jump Shot,[],1631223,27.11892247043363,13.480392156862735,1610612763,70,61,2023-03-06T04:27:40Z,3310000,False,183.0,202.0,1,left,MISS D. Roddy 27' 3PT,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Right Center,,,,27.26,Missed,,,,,,,,,,,,,,,
336,PT11M13.00S,2023-03-06T04:27:32.2Z,3,REGULAR,rebound,defensive,[],201566,,,1610612746,70,61,2023-03-06T04:27:40Z,3320000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:3),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,334.0,3.0,3.0,0.0,,
