actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
255,PT04M04.00S,2022-10-24T02:58:39.1Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629028,88.87976346911958,45.34313725490197,1610612756,29,46,2022-10-24T02:58:42Z,2520000,-23.0,52.0,1,right,MISS D. Ayton turnaround Hook,[1629028],1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,5.7,Missed,,,,,,,,,,,,,,,,,,
256,PT04M02.00S,2022-10-24T02:58:41.1Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612746,29,46,2022-10-24T02:58:42Z,2530000,,,0,,N. Powell REBOUND (Off:0 Def:2),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,255.0,2.0,2.0,0.0,,,,,,,,,,,,,,
257,PT03M56.00S,2022-10-24T02:58:47.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,6.619579500657039,53.67647058823529,1610612746,31,46,2022-10-24T02:58:51Z,2540000,-18.0,10.0,1,left,N. Powell driving Layup (6 PTS),[1626181],1610612746.0,LAC,driving,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,2.08,Made,,,,,,,,,,,6.0,,,,,,,
258,PT03M32.00S,2022-10-24T02:59:11.5Z,2,REGULAR,turnover,lost ball,[],1629028,,,1610612756,31,46,2022-10-24T02:59:15Z,2550000,,,0,,D. Ayton lost ball TURNOVER (3 TO),"[1629028, 202695]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,3.0,,,,,Leonard,202695.0,,
259,PT03M32.00S,2022-10-24T02:59:11.5Z,2,REGULAR,steal,,[],202695,,,1610612746,31,46,2022-10-24T04:26:57Z,2560000,,,0,,K. Leonard STEAL (2 STL),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
260,PT03M28.00S,2022-10-24T02:59:14.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626181,6.750985545335084,49.26470588235294,1610612746,33,46,2022-10-24T02:59:20Z,2570000,4.0,11.0,1,left,N. Powell running DUNK (8 PTS) (K. Leonard 1 AST),"[1626181, 202695]",1610612746.0,LAC,running,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,1.16,Made,,,,,,,,,,,8.0,K. Leonard,202695.0,1.0,,,,
262,PT03M28.00S,2022-10-24T02:59:23.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,33,46,2022-10-24T02:59:23Z,2590000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT03M08.00S,2022-10-24T03:02:46.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,93.2161629434954,52.94117647058824,1610612756,33,46,2022-10-24T03:03:01Z,2600000,15.0,11.0,1,right,MISS C. Payne driving Layup,[1626166],1610612756.0,PHX,driving,,,Payne,C. Payne,,,,,Restricted Area,0-8 Center,1.85,Missed,,,,,,,,,,,,,,,,,,
264,PT03M07.00S,2022-10-24T03:02:47.1Z,2,REGULAR,rebound,offensive,[],1629028,,,1610612756,33,46,2022-10-24T03:02:51Z,2610000,,,0,,D. Ayton REBOUND (Off:1 Def:4),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,263.0,5.0,4.0,1.0,,,,,,,,,,,,,,
265,PT03M07.00S,2022-10-24T03:02:48.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629028,93.34756898817345,48.774509803921575,1610612756,33,46,2022-10-24T03:03:04Z,2620000,-6.0,10.0,1,right,MISS D. Ayton putback Layup,[1629028],1610612756.0,PHX,putback,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,1.17,Missed,,,,,,,,,,,,,,,,,,
266,PT03M07.00S,2022-10-24T03:02:48.4Z,2,REGULAR,rebound,offensive,[],1629028,,,1610612756,33,46,2022-10-24T03:03:04Z,2630000,,,0,,D. Ayton REBOUND (Off:2 Def:4),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,265.0,6.0,4.0,2.0,,,,,,,,,,,,,,
267,PT03M07.00S,2022-10-24T03:02:51.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629028,93.61038107752957,50.98039215686275,1610612756,33,48,2022-10-24T03:03:07Z,2640000,5.0,8.0,1,right,D. Ayton putback Layup (4 PTS),[1629028],1610612756.0,PHX,putback,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,0.9,Made,,,,,,,,,,,4.0,,,,,,,
268,PT03M07.00S,2022-10-24T03:02:53.7Z,2,REGULAR,foul,personal,['1freethrow'],202695,,,1610612756,33,48,2022-10-24T03:03:00Z,2650000,,,0,,K. Leonard shooting personal FOUL (1 PF) (Ayton 1 FT),"[202695, 1629028]",1610612746.0,LAC,shooting,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,,,,1627524.0,1.0,0.0,Ayton,1629028.0,,,,,,,,,
270,PT03M07.00S,2022-10-24T03:03:23.7Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1629028,,,1610612756,33,49,2022-10-24T03:03:23Z,2670000,,,0,,D. Ayton Free Throw 1 of 1 (5 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,Made,,,,,,,,,,,5.0,,,,,,,
271,PT02M54.00S,2022-10-24T03:03:34.7Z,2,REGULAR,3pt,Jump Shot,[],202704,23.176741130091983,89.4607843137255,1610612746,33,49,2022-10-24T03:03:39Z,2680000,-197.0,165.0,1,left,MISS R. Jackson 25' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Left Center,25.75,Missed,,,,,,,,,,,,,,,,,,
272,PT02M51.00S,2022-10-24T03:03:37.7Z,2,REGULAR,rebound,defensive,[],1628470,,,1610612756,33,49,2022-10-24T03:03:39Z,2690000,,,0,,T. Craig REBOUND (Off:1 Def:2),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Left Center,,,271.0,3.0,2.0,1.0,,,,,,,,,,,,,,
273,PT02M39.00S,2022-10-24T03:03:49.5Z,2,REGULAR,3pt,Jump Shot,[],1626166,75.607752956636,86.51960784313725,1610612756,33,52,2022-10-24T03:03:54Z,2700000,183.0,177.0,1,right,C. Payne 25' 3PT  (6 PTS) (T. Craig 1 AST),"[1626166, 1628470]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,25.42,Made,,,,,,,,,,,6.0,T. Craig,1628470.0,1.0,,,,
275,PT02M14.00S,2022-10-24T03:04:17.7Z,2,REGULAR,foul,personal,['2freethrow'],1629028,,,1610612746,33,52,2022-10-24T03:04:30Z,2720000,,,0,,D. Ayton shooting personal FOUL (2 PF) (George 2 FT),"[1629028, 202331]",1610612756.0,PHX,shooting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,2004.0,2.0,0.0,George,202331.0,,,,,,,,,
277,PT02M14.00S,2022-10-24T03:04:50.0Z,2,REGULAR,freethrow,1 of 2,[],202331,,,1610612746,34,52,2022-10-24T03:04:50Z,2740000,,,0,,P. George Free Throw 1 of 2 (5 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,Made,,,,,,,,,,,5.0,,,,,,,
278,PT02M14.00S,2022-10-24T03:04:50.7Z,2,REGULAR,substitution,out,[],202704,,,1610612746,34,52,2022-10-24T03:04:57Z,2750000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT02M14.00S,2022-10-24T03:04:50.7Z,2,REGULAR,substitution,in,[],202322,,,1610612746,34,52,2022-10-24T03:04:57Z,2760000,,,0,,SUB in: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT02M14.00S,2022-10-24T03:05:11.3Z,2,REGULAR,freethrow,2 of 2,[],202331,,,1610612746,35,52,2022-10-24T03:05:11Z,2770000,,,0,,P. George Free Throw 2 of 2 (6 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,Made,,,,,,,,,,,6.0,,,,,,,
281,PT01M56.00S,2022-10-24T03:05:31.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,92.82194480946123,46.07843137254902,1610612756,35,54,2022-10-24T03:05:35Z,2780000,-20.0,15.0,1,right,D. Ayton alley-oop Layup (7 PTS) (C. Payne 1 AST),"[1629028, 1626166]",1610612756.0,PHX,alley-oop,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,2.47,Made,,,,,,,,,,,7.0,C. Payne,1626166.0,1.0,,,,
283,PT01M41.00S,2022-10-24T03:05:46.7Z,2,REGULAR,turnover,lost ball,[],202695,,,1610612746,35,54,2022-10-24T03:05:50Z,2800000,,,0,,K. Leonard lost ball TURNOVER (1 TO),"[202695, 1626166]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1.0,,,,,Payne,1626166.0,,
284,PT01M41.00S,2022-10-24T03:05:46.7Z,2,REGULAR,steal,,[],1626166,,,1610612756,35,54,2022-10-24T03:05:48Z,2810000,,,0,,C. Payne STEAL (1 STL),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
285,PT01M39.00S,2022-10-24T03:05:49.6Z,2,REGULAR,turnover,bad pass,[],1626166,,,1610612756,35,54,2022-10-24T03:05:54Z,2820000,,,0,,C. Payne bad pass TURNOVER (1 TO),"[1626166, 202694]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,1.0,,,,,Morris Sr.,202694.0,,
286,PT01M39.00S,2022-10-24T03:05:49.6Z,2,REGULAR,steal,,[],202694,,,1610612746,35,54,2022-10-24T03:05:53Z,2830000,,,0,,M. Morris Sr. STEAL (1 STL),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
287,PT01M33.00S,2022-10-24T03:05:54.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202331,8.065045992115643,47.79411764705882,1610612746,35,54,2022-10-24T03:07:32Z,2840000,11.0,23.0,1,left,MISS P. George running alley-oop Layup,[202331],1610612746.0,LAC,running alley-oop,,,George,P. George,,,,,Restricted Area,0-8 Center,2.58,Missed,,,,,,,,,,,,,,,,,,
288,PT01M28.00S,2022-10-24T03:05:59.7Z,2,REGULAR,rebound,offensive,[],202695,,,1610612746,35,54,2022-10-24T03:06:38Z,2850000,,,0,,K. Leonard REBOUND (Off:1 Def:0),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,287.0,1.0,0.0,1.0,,,,,,,,,,,,,,
289,PT01M28.00S,2022-10-24T03:06:00.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",202695,5.590000152587891,50.0,1610612746,35,54,2022-10-24T03:06:57Z,2860000,0.0,0.0,1,left,MISS K. Leonard tip Layup,[202695],1610612746.0,LAC,tip,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
290,PT01M27.00S,2022-10-24T03:06:01.2Z,2,REGULAR,rebound,offensive,[],202695,,,1610612746,35,54,2022-10-24T03:06:57Z,2870000,,,0,,K. Leonard REBOUND (Off:2 Def:0),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,289.0,2.0,0.0,2.0,,,,,,,,,,,,,,
291,PT01M20.00S,2022-10-24T03:06:07.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202695,6.8823915900131425,47.549019607843135,1610612746,37,54,2022-10-24T04:18:45Z,2880000,12.0,12.0,1,left,K. Leonard driving Layup (5 PTS) (M. Morris Sr. 1 AST),"[202695, 202694]",1610612746.0,LAC,driving,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,,,,,,,5.0,M. Morris Sr.,202694.0,1.0,,,,
293,PT01M10.00S,2022-10-24T03:06:19.7Z,2,REGULAR,2pt,Jump Shot,[],1626164,75.34494086727989,58.82352941176471,1610612756,37,56,2022-10-24T03:16:35Z,2900000,44.0,179.0,1,right,D. Booker 18' pullup Jump Shot (16 PTS) (C. Payne 2 AST),"[1626164, 1626166]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Center,18.46,Made,,,,,,,,,,,16.0,C. Payne,1626166.0,2.0,,,,
294,PT01M09.00S,2022-10-24T03:06:35.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629028,,,1610612746,37,56,2022-10-24T03:07:14Z,2910000,,,0,,D. Ayton loose ball personal FOUL (3 PF) (George 2 FT),"[1629028, 202331]",1610612756.0,PHX,loose ball,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,2004.0,3.0,0.0,George,202331.0,,,,,,,,,
296,PT01M09.00S,2022-10-24T03:07:29.2Z,2,REGULAR,freethrow,1 of 2,[],202331,,,1610612746,38,56,2022-10-24T03:07:29Z,2930000,,,0,,P. George Free Throw 1 of 2 (7 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,Made,,,,,,,,,,,7.0,,,,,,,
297,PT01M09.00S,2022-10-24T03:07:30.0Z,2,REGULAR,substitution,out,[],1626166,,,1610612746,38,56,2022-10-24T03:07:40Z,2940000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT01M09.00S,2022-10-24T03:07:30.0Z,2,REGULAR,substitution,out,[],1629028,,,1610612746,38,56,2022-10-24T03:07:40Z,2950000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT01M09.00S,2022-10-24T03:07:30.0Z,2,REGULAR,substitution,in,[],101108,,,1610612746,38,56,2022-10-24T03:07:40Z,2960000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT01M09.00S,2022-10-24T03:07:30.0Z,2,REGULAR,substitution,in,[],1629111,,,1610612746,38,56,2022-10-24T03:07:40Z,2970000,,,0,,SUB in: J. Landale,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT01M09.00S,2022-10-24T03:07:29.2Z,2,REGULAR,freethrow,2 of 2,[],202331,,,1610612746,39,56,2022-10-24T03:08:34Z,2980000,,,0,,P. George Free Throw 2 of 2 (8 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,Made,,,,,,,,,,,8.0,,,,,,,
302,PT00M47.60S,2022-10-24T03:08:21.5Z,2,REGULAR,3pt,Jump Shot,[],1628969,79.54993429697765,89.95098039215686,1610612756,39,59,2022-10-24T03:08:25Z,2990000,200.0,140.0,1,right,M. Bridges 24' 3PT  (7 PTS) (C. Paul 6 AST),"[1628969, 101108]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,24.38,Made,,,,,,,,,,,7.0,C. Paul,101108.0,6.0,,,,
304,PT00M38.40S,2022-10-24T03:08:33.5Z,2,REGULAR,2pt,Jump Shot,[],1626181,6.750985545335084,86.51960784313725,1610612746,39,59,2022-10-24T03:08:38Z,3010000,-183.0,11.0,1,left,MISS N. Powell 18' pullup Shot,[1626181],1610612746.0,LAC,pullup,,,Powell,N. Powell,,,,,Mid-Range,16-24 Left,18.29,Missed,,,,,,,,,,,,,,,,,,
305,PT00M36.40S,2022-10-24T03:08:35.5Z,2,REGULAR,rebound,defensive,[],101108,,,1610612756,39,59,2022-10-24T03:08:35Z,3020000,,,0,,C. Paul REBOUND (Off:1 Def:4),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Mid-Range,16-24 Left,,,304.0,5.0,4.0,1.0,,,,,,,,,,,,,,
306,PT00M29.70S,2022-10-24T03:08:42.2Z,2,REGULAR,3pt,Jump Shot,[],101108,77.84165571616295,89.4607843137255,1610612756,39,59,2022-10-24T04:27:25Z,3030000,197.0,156.0,1,right,MISS C. Paul 25' step back 3PT,[101108],1610612756.0,PHX,step back,,,Paul,C. Paul,,,,,Above the Break 3,24+ Right Center,25.14,Missed,,,,,,,,,,,,,,,,,,
307,PT00M26.80S,2022-10-24T03:08:45.1Z,2,REGULAR,rebound,offensive,[],101108,,,1610612756,39,59,2022-10-24T03:08:46Z,3040000,,,0,,C. Paul REBOUND (Off:2 Def:4),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Right Center,,,306.0,6.0,4.0,2.0,,,,,,,,,,,,,,
308,PT00M15.20S,2022-10-24T03:08:59.4Z,2,REGULAR,foul,personal,['2freethrow'],202322,,,1610612756,39,59,2022-10-24T03:09:07Z,3050000,,,0,,J. Wall shooting personal FOUL (1 PF) (Booker 2 FT),"[202322, 1626164]",1610612746.0,LAC,shooting,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,,,,,,,203593.0,1.0,0.0,Booker,1626164.0,,,,,,,,,
310,PT00M15.20S,2022-10-24T03:08:59.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1626164,,,1610612756,39,60,2022-10-24T03:26:13Z,3062500,,,0,,D. Booker Free Throw 1 of 2 (17 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,,,,,,,17.0,,,,,,,
328,PT00M15.20S,2022-10-24T03:09:10.6Z,2,REGULAR,substitution,out,[],1629111,,,1610612756,39,60,2022-10-24T03:22:55Z,3063125,,,0,,SUB out: J. Landale,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT00M15.20S,2022-10-24T03:09:10.6Z,2,REGULAR,substitution,in,[],1627814,,,1610612756,39,60,2022-10-24T03:22:55Z,3063437,,,0,,SUB in: D. Lee,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M15.20S,2022-10-24T03:08:59.5Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1626164,,,1610612756,39,61,2022-10-24T03:26:13Z,3063750,,,0,,D. Booker Free Throw 2 of 2 (18 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,,,,,,,18.0,,,,,,,
325,PT00M05.60S,2022-10-24T03:09:11.5Z,2,REGULAR,foul,personal,"['2freethrow', 'inpenalty']",1628470,,,1610612746,39,61,2022-10-24T03:21:50Z,3065000,,,0,,T. Craig personal FOUL (1 PF) (Leonard 2 FT),"[1628470, 202695]",1610612756.0,PHX,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Left Center,,,,,,,1627524.0,1.0,0.0,Leonard,202695.0,,,,,,,,,
316,PT00M05.60S,2022-10-24T03:10:42.6Z,2,REGULAR,freethrow,1 of 2,[],202695,,,1610612746,40,61,2022-10-24T03:26:50Z,3130000,,,0,,K. Leonard Free Throw 1 of 2 (6 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,,,,,,,6.0,,,,,,,
360,PT00M05.60S,2022-10-24T03:10:54.5Z,2,REGULAR,substitution,out,[],1628470,,,1610612746,40,61,2022-10-24T03:29:23Z,3145000,,,0,,SUB out: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT00M05.60S,2022-10-24T03:10:54.5Z,2,REGULAR,substitution,in,[],1629111,,,1610612746,40,61,2022-10-24T03:29:23Z,3152500,,,0,,SUB in: J. Landale,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT00M05.60S,2022-10-24T03:10:42.6Z,2,REGULAR,freethrow,2 of 2,[],202695,,,1610612746,41,61,2022-10-24T03:26:50Z,3160000,,,0,,K. Leonard Free Throw 2 of 2 (7 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,,,,,,,7.0,,,,,,,
330,PT00M00.40S,2022-10-24T03:11:06.4Z,2,REGULAR,3pt,Jump Shot,[],101108,62.20433639947437,74.01960784313725,1610612756,41,61,2022-10-24T03:27:28Z,3175000,120.0,303.0,1,right,MISS C. Paul 32' pullup 3PT,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,Above the Break 3,24+ Right Center,32.57,Missed,,,,,,,,,,,,,,,,,,
331,PT00M00.10S,2022-10-24T03:11:06.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,41,61,2022-10-24T03:24:16Z,3182500,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Left Center,,,330.0,,,,,,,,,,,,,,,,,
322,PT00M00.00S,2022-10-24T03:11:28.7Z,2,REGULAR,period,end,[],0,,,1610612756,41,61,2022-10-24T03:11:28Z,3190000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2022-10-24T03:26:06.8Z,3,REGULAR,substitution,out,['startperiod'],202694,,,1610612756,41,61,2022-10-24T03:27:00Z,3200000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-10-24T03:26:06.8Z,3,REGULAR,substitution,out,['startperiod'],1627814,,,1610612756,41,61,2022-10-24T03:27:00Z,3210000,,,0,,SUB out: D. Lee,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-10-24T03:26:06.8Z,3,REGULAR,substitution,out,['startperiod'],1629111,,,1610612756,41,61,2022-10-24T03:27:00Z,3220000,,,0,,SUB out: J. Landale,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2022-10-24T03:26:06.8Z,3,REGULAR,substitution,in,['startperiod'],1627826,,,1610612756,41,61,2022-10-24T03:27:00Z,3230000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2022-10-24T03:26:06.8Z,3,REGULAR,substitution,in,['startperiod'],1629028,,,1610612756,41,61,2022-10-24T03:27:00Z,3240000,,,0,,SUB in: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2022-10-24T03:26:06.8Z,3,REGULAR,substitution,in,['startperiod'],1629661,,,1610612756,41,61,2022-10-24T03:27:00Z,3250000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-10-24T03:26:55.5Z,3,REGULAR,period,start,[],0,,,1610612746,41,61,2022-10-24T03:27:00Z,3260000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT11M39.00S,2022-10-24T03:27:16.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,93.2161629434954,53.67647058823529,1610612746,41,61,2022-10-24T03:27:23Z,3270000,18.0,11.0,1,right,MISS I. Zubac Hook - blocked,"[1627826, 1629028]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,2.16,Missed,,,,,,,,,,,,,,,,,Ayton,1629028.0
340,PT11M39.00S,2022-10-24T03:27:16.3Z,3,REGULAR,block,,[],1629028,,,1610612746,41,61,2022-10-24T03:27:19Z,3280000,,,0,,D. Ayton BLOCK (1 BLK),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
341,PT11M39.00S,2022-10-24T03:27:16.3Z,3,REGULAR,rebound,defensive,[],101108,,,1610612756,41,61,2022-10-24T03:27:23Z,3290000,,,0,,C. Paul REBOUND (Off:2 Def:5),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,,,339.0,7.0,5.0,2.0,,,,,,,,,,,,,,
342,PT11M39.00S,2022-10-24T03:27:22.0Z,3,REGULAR,foul,personal,[],202695,,,1610612756,41,61,2022-10-24T03:27:40Z,3300000,,,0,,K. Leonard personal FOUL (2 PF),"[202695, 101108]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,203593.0,2.0,0.0,Paul,101108.0,,,,,,,,,
344,PT11M39.00S,2022-10-24T03:27:29.8Z,3,REGULAR,substitution,out,[],1626181,,,1610612756,41,61,2022-10-24T03:27:33Z,3320000,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT11M39.00S,2022-10-24T03:27:29.8Z,3,REGULAR,substitution,in,[],202694,,,1610612756,41,61,2022-10-24T03:27:33Z,3330000,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT11M26.00S,2022-10-24T03:27:54.5Z,3,REGULAR,2pt,Jump Shot,[],1626164,20.285808147174762,66.17647058823529,1610612756,41,61,2022-10-24T03:27:59Z,3340000,-81.0,138.0,1,left,MISS D. Booker 16' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Left Center,16.01,Missed,,,,,,,,,,,,,,,,,,
347,PT11M22.00S,2022-10-24T03:27:58.5Z,3,REGULAR,rebound,defensive,[],202331,,,1610612746,41,61,2022-10-24T03:27:59Z,3350000,,,0,,P. George REBOUND (Off:0 Def:4),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Mid-Range,16-24 Left Center,,,346.0,4.0,4.0,0.0,,,,,,,,,,,,,,
