actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-01-09T02:10:25.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-09T02:10:25Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2023-01-09T02:10:29.5Z,1,REGULAR,jumpball,recovered,[],1629611,,,1610612746,0,0,2023-01-09T02:10:29Z,40000,False,,,0,,Jump Ball I. Zubac vs. O. Okongwu: Tip to T. Mann,"[1629611, 1627826, 1630168]",1610612746.0,LAC,startperiod,T. Mann,1629611.0,Mann,T. Mann,Zubac,1627826.0,Okongwu,1630168.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2023-01-09T02:10:47.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627826,93.08475689881735,40.68627450980392,1610612746,0,0,2023-01-09T02:10:52Z,70000,False,-47.0,13.0,1,right,MISS I. Zubac Jump Shot - blocked,"[1627826, 1630168]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,4.82,Missed,Okongwu,1630168.0,,,,,,,,,,,,,,,,
8,PT11M36.00S,2023-01-09T02:10:47.5Z,1,REGULAR,block,,[],1630168,,,1610612746,0,0,2023-01-09T02:10:50Z,80000,False,,,0,,O. Okongwu BLOCK (1 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M33.00S,2023-01-09T02:10:50.5Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,0,0,2023-01-09T02:10:52Z,90000,False,,,0,,I. Zubac REBOUND (Off:1 Def:0),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,
10,PT11M30.00S,2023-01-09T02:10:53.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629611,67.85479632063075,35.5392156862745,1610612746,3,0,2023-01-09T02:11:19Z,100000,False,-72.0,250.0,1,right,T. Mann 26' 3PT pullup (3 PTS) (I. Zubac 1 AST),"[1629611, 1627826]",1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,26.0,Made,,,,,,,3.0,I. Zubac,1627826.0,1.0,,,,,,,,
12,PT11M20.00S,2023-01-09T02:11:04.3Z,1,REGULAR,turnover,bad pass,[],1627749,,,1610612737,3,0,2023-01-09T02:11:09Z,120000,False,,,0,,D. Murray bad pass TURNOVER (1 TO),"[1627749, 202695]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,Leonard,202695.0,,,,,
13,PT11M20.00S,2023-01-09T02:11:04.3Z,1,REGULAR,steal,,[],202695,,,1610612746,3,0,2023-01-09T02:11:06Z,130000,False,,,0,,K. Leonard STEAL (1 STL),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
14,PT11M15.00S,2023-01-09T02:11:09.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629611,92.69053876478318,53.18627450980392,1610612746,5,0,2023-01-09T02:11:15Z,140000,False,16.0,16.0,1,right,T. Mann cutting Layup (5 PTS) (K. Leonard 1 AST),"[1629611, 202695]",1610612746.0,LAC,cutting,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,2.27,Made,,,,,,,5.0,K. Leonard,202695.0,1.0,,,,,,,,
16,PT10M59.00S,2023-01-09T02:11:25.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,20.154402102496718,50.0,1610612737,5,0,2023-01-09T02:11:30Z,160000,False,0.0,137.0,1,left,MISS T. Young 13' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,13.7,Missed,,,,,,,,,,,,,,,,,,
