actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
15,PT10M30.00S,2023-01-18T03:04:38.5Z,1,REGULAR,block,,[],1629611,,,1610612755,0,2,2023-01-18T03:04:41Z,150000,False,,,0,,T. Mann BLOCK (1 BLK),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
16,PT10M26.00S,2023-01-18T03:04:42.5Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,0,2,2023-01-18T03:04:51Z,160000,False,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,14.0,2.0,2.0,0.0,,,,,,,,,,,,,,
17,PT10M23.00S,2023-01-18T03:04:44.9Z,1,REGULAR,3pt,Jump Shot,[],202694,77.71024967148489,7.35294117647058,1610612746,0,2,2023-01-18T03:04:57Z,170000,False,-213.0,157.0,1,right,MISS M. Morris Sr. 26' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Left Center,26.48,Missed,,,,,,,,,,,,,,,,,,
18,PT10M22.00S,2023-01-18T03:04:48.2Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,0,2,2023-01-18T03:04:48Z,180000,False,,,0,,I. Zubac REBOUND (Off:1 Def:0),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,17.0,1.0,0.0,1.0,,,,,,,,,,,,,,
19,PT10M22.00S,2023-01-18T03:04:49.1Z,1,REGULAR,foul,personal,['2freethrow'],1629001,,,1610612746,0,2,2023-01-18T03:05:02Z,190000,False,,,0,,D. Melton shooting personal FOUL (1 PF) (Zubac 2 FT),"[1629001, 1627826]",1610612755.0,PHI,shooting,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,,,,,,202049.0,1.0,0.0,Zubac,1627826.0,,,,,,
21,PT10M22.00S,2023-01-18T03:05:12.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1627826,,,1610612746,1,2,2023-01-18T03:05:12Z,210000,False,,,0,,I. Zubac Free Throw 1 of 2 (1 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
22,PT10M22.00S,2023-01-18T03:05:29.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1627826,,,1610612746,2,2,2023-01-18T03:05:29Z,220000,False,,,0,,I. Zubac Free Throw 2 of 2 (2 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
23,PT09M59.00S,2023-01-18T03:05:54.7Z,1,REGULAR,foul,personal,['3freethrow'],1629611,,,1610612755,2,2,2023-01-18T03:06:03Z,230000,False,,,0,,T. Mann shooting personal FOUL (1 PF) (Embiid 3 FT),"[1629611, 203954]",1610612746.0,LAC,shooting,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,201246.0,1.0,0.0,Embiid,203954.0,,,,,,
25,PT09M59.00S,2023-01-18T03:06:23.6Z,1,REGULAR,freethrow,1 of 3,[],203954,,,1610612755,2,2,2023-01-18T03:06:23Z,250000,False,,,0,,MISS J. Embiid Free Throw 1 of 3,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
26,PT09M59.00S,2023-01-18T03:06:23.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,2,2,2023-01-18T03:06:23Z,260000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,
27,PT09M59.00S,2023-01-18T03:06:36.3Z,1,REGULAR,freethrow,2 of 3,[],203954,,,1610612755,2,3,2023-01-18T03:06:36Z,270000,False,,,0,,J. Embiid Free Throw 2 of 3 (3 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
28,PT09M59.00S,2023-01-18T03:06:53.5Z,1,REGULAR,freethrow,3 of 3,[],203954,,,1610612755,2,4,2023-01-18T03:06:53Z,280000,False,,,0,,J. Embiid Free Throw 3 of 3 (4 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
29,PT09M41.00S,2023-01-18T03:07:14.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202695,93.34756898817345,52.69607843137255,1610612746,2,4,2023-01-18T03:07:19Z,290000,False,13.0,10.0,1,right,MISS K. Leonard driving reverse Layup,[202695],1610612746.0,LAC,driving reverse,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,1.68,Missed,,,,,,,,,,,,,,,,,,
30,PT09M38.00S,2023-01-18T03:07:17.6Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,2,4,2023-01-18T03:21:35Z,300000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,
31,PT09M35.00S,2023-01-18T03:07:20.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629001,18.31471747700394,93.87254901960785,1610612755,2,4,2023-01-18T03:07:29Z,310000,False,-219.0,120.0,1,left,MISS D. Melton 24' running pullup 3PT,[1629001],1610612755.0,PHI,running pullup,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,24.99,Missed,,,,,,,,,,,,,,,,,,
32,PT09M30.00S,2023-01-18T03:07:25.2Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,2,4,2023-01-18T03:07:29Z,320000,False,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,31.0,2.0,1.0,1.0,,,,,,,,,,,,,,
33,PT09M21.00S,2023-01-18T03:07:33.3Z,1,REGULAR,3pt,Jump Shot,[],202694,69.56307490144546,77.20588235294117,1610612746,2,4,2023-01-18T03:07:38Z,330000,False,136.0,234.0,1,right,MISS M. Morris Sr. 27' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Right Center,27.03,Missed,,,,,,,,,,,,,,,,,,
34,PT09M18.00S,2023-01-18T03:07:36.3Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,2,4,2023-01-18T03:07:38Z,340000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,
35,PT09M16.00S,2023-01-18T03:07:39.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629001,7.013797634691201,48.774509803921575,1610612755,2,6,2023-01-18T03:07:44Z,350000,False,6.0,13.0,1,left,D. Melton running Layup (2 PTS) (J. Harden 1 AST),"[1629001, 201935]",1610612755.0,PHI,running,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,2.0,,,,,,,,J. Harden,201935.0,1.0,,,
37,PT09M01.00S,2023-01-18T03:07:54.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,83.36070959264126,50.0,1610612746,4,6,2023-01-18T03:08:17Z,370000,False,0.0,104.0,1,right,P. George 10' pullup Jump Shot (2 PTS) (T. Mann 1 AST),"[202331, 1629611]",1610612746.0,LAC,pullup,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,10.39,Made,,,,,2.0,,,,,,,,T. Mann,1629611.0,1.0,,,
38,PT08M47.00S,2023-01-18T03:08:12.4Z,1,REGULAR,turnover,bad pass,[],201935,,,1610612755,4,6,2023-01-18T03:08:28Z,380000,False,,,0,,J. Harden bad pass TURNOVER (1 TO),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,1.0,,
39,PT08M47.00S,2023-01-18T03:08:21.6Z,1,REGULAR,foul,personal,[],203954,,,1610612746,4,6,2023-01-18T03:08:33Z,390000,False,,,0,,J. Embiid loose ball personal FOUL (1 PF),"[203954, 202694]",1610612755.0,PHI,loose ball,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,202049.0,1.0,0.0,Morris Sr.,202694.0,,,,,,
41,PT08M35.00S,2023-01-18T03:08:38.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",202331,93.87319316688567,50.0,1610612746,6,6,2023-01-18T03:08:46Z,410000,False,0.0,5.0,1,right,P. George driving DUNK (4 PTS) (K. Leonard 1 AST),"[202331, 202695]",1610612746.0,LAC,driving,,,George,P. George,,,,,Restricted Area,0-8 Center,0.51,Made,,,,,4.0,,,,,,,,K. Leonard,202695.0,1.0,,,
44,PT08M26.00S,2023-01-18T03:08:47.3Z,1,REGULAR,2pt,Jump Shot,[],201935,7.802233902759525,67.64705882352942,1610612755,6,8,2023-01-18T03:08:52Z,430000,False,-88.0,21.0,1,left,J. Harden 9' step back Jump Shot (2 PTS),[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Mid-Range,8-16 Left,9.06,Made,,,,,2.0,,,,,,,,,,,,,
45,PT08M13.00S,2023-01-18T03:09:00.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,87.0400788436268,58.82352941176471,1610612746,8,8,2023-01-18T03:09:03Z,440000,False,44.0,69.0,1,right,M. Morris Sr. 8' pullup Jump Shot (2 PTS),[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),8-16 Right,8.21,Made,,,,,2.0,,,,,,,,,,,,,
46,PT08M03.00S,2023-01-18T03:09:11.4Z,1,REGULAR,3pt,Jump Shot,[],203954,31.192509855453352,34.06862745098039,1610612755,8,11,2023-01-18T03:09:16Z,450000,False,80.0,241.0,1,left,J. Embiid 25' 3PT  (7 PTS) (D. Melton 1 AST),"[203954, 1629001]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,25.36,Made,,,,,7.0,,,,,,,,D. Melton,1629001.0,1.0,,,
48,PT07M43.00S,2023-01-18T03:09:30.6Z,1,REGULAR,3pt,Jump Shot,[],202331,68.9060446780552,29.65686274509804,1610612746,11,11,2023-01-18T03:09:34Z,470000,False,-102.0,240.0,1,right,P. George 26' 3PT pullup (7 PTS),[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Above the Break 3,24+ Left Center,26.05,Made,,,,,7.0,,,,,,,,,,,,,
50,PT07M25.00S,2023-01-18T03:09:48.3Z,1,REGULAR,3pt,Jump Shot,[],200782,7.933639947437584,96.32352941176471,1610612755,11,14,2023-01-18T03:09:53Z,490000,False,-232.0,22.0,1,left,P. Tucker 3PT  (3 PTS) (T. Harris 1 AST),"[200782, 202699]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Left Corner 3,24+ Left,23.27,Made,,,,,3.0,,,,,,,,T. Harris,202699.0,1.0,,,
52,PT07M11.00S,2023-01-18T03:10:02.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,83.75492772667542,60.78431372549019,1610612746,13,14,2023-01-18T03:10:07Z,510000,False,54.0,100.0,1,right,K. Leonard 11' step back Jump Shot (2 PTS),[202695],1610612746.0,LAC,step back,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,11.38,Made,,,,,2.0,,,,,,,,,,,,,
53,PT06M51.00S,2023-01-18T03:10:21.9Z,1,REGULAR,3pt,Jump Shot,[],1629001,7.013797634691201,4.166666666666657,1610612755,13,17,2023-01-18T03:10:27Z,520000,False,229.0,13.0,1,left,D. Melton 3PT  (5 PTS) (J. Embiid 1 AST),"[1629001, 203954]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Right Corner 3,24+ Right,22.96,Made,,,,,5.0,,,,,,,,J. Embiid,203954.0,1.0,,,
55,PT06M35.00S,2023-01-18T03:10:38.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,93.34756898817345,51.470588235294116,1610612746,15,17,2023-01-18T03:10:46Z,540000,False,7.0,10.0,1,right,I. Zubac DUNK (4 PTS) (T. Mann 2 AST),"[1627826, 1629611]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,1.24,Made,,,,,4.0,,,,,,,,T. Mann,1629611.0,2.0,,,
57,PT06M15.00S,2023-01-18T03:10:59.4Z,1,REGULAR,3pt,Jump Shot,[],202699,7.408015768725363,3.4313725490196134,1610612755,15,17,2023-01-18T03:11:03Z,560000,False,233.0,17.0,1,left,MISS T. Harris 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,23.34,Missed,,,,,,,,,,,,,,,,,,
58,PT06M13.00S,2023-01-18T03:11:01.0Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,15,17,2023-01-18T03:11:01Z,570000,False,,,0,,J. Embiid REBOUND (Off:1 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Right Corner 3,24+ Right,,,57.0,2.0,1.0,1.0,,,,,,,,,,,,,,
59,PT06M12.00S,2023-01-18T03:11:02.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203954,6.093955321944804,49.01960784313726,1610612755,15,19,2023-01-18T03:11:09Z,580000,False,5.0,5.0,1,left,J. Embiid putback Layup (9 PTS),[203954],1610612755.0,PHI,putback,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,0.69,Made,,,,,9.0,,,,,,,,,,,,,
60,PT06M11.00S,2023-01-18T03:11:06.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,15,19,2023-01-18T03:11:06Z,590000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT05M52.00S,2023-01-18T03:15:08.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,82.70367936925098,61.51960784313725,1610612746,15,19,2023-01-18T03:15:22Z,610000,False,58.0,110.0,1,right,MISS P. George 12' pullup Shot,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,12.43,Missed,,,,,,,,,,,,,,,,,,
63,PT05M50.00S,2023-01-18T03:15:10.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,15,19,2023-01-18T03:15:22Z,620000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,62.0,,,,,,,,,,,,,,,,,
65,PT05M42.00S,2023-01-18T03:15:40.8Z,1,REGULAR,foul,personal,['2freethrow'],201935,,,1610612746,15,19,2023-01-18T03:15:47Z,640000,False,,,0,,J. Harden shooting personal FOUL (1 PF) (Morris Sr. 2 FT),"[201935, 202694]",1610612755.0,PHI,shooting,,,Harden,J. Harden,,,,,Mid-Range,8-16 Right,,,,,,,,,,202037.0,1.0,0.0,Morris Sr.,202694.0,,,,,,
67,PT05M42.00S,2023-01-18T03:16:11.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202694,,,1610612746,16,19,2023-01-18T03:16:11Z,660000,False,,,0,,M. Morris Sr. Free Throw 1 of 2 (3 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
68,PT05M42.00S,2023-01-18T03:16:28.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202694,,,1610612746,17,19,2023-01-18T03:16:28Z,670000,False,,,0,,M. Morris Sr. Free Throw 2 of 2 (4 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
69,PT05M29.00S,2023-01-18T03:16:43.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,8.984888304862025,63.72549019607843,1610612755,17,19,2023-01-18T03:27:32Z,680000,False,-69.0,32.0,1,left,MISS J. Embiid 7' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,7.57,Missed,,,,,,,,,,,,,,,,,,
70,PT05M26.00S,2023-01-18T03:16:46.3Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,17,19,2023-01-18T03:16:51Z,690000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,,,69.0,1.0,1.0,0.0,,,,,,,,,,,,,,
71,PT05M22.00S,2023-01-18T03:16:50.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629611,92.95335085413929,2.6960784313725554,1610612746,17,19,2023-01-18T03:16:57Z,700000,False,-237.0,14.0,1,right,MISS T. Mann running 3PT,[1629611],1610612746.0,LAC,running,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,23.69,Missed,,,,,,,,,,,,,,,,,,
72,PT05M19.00S,2023-01-18T03:16:53.0Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612755,17,19,2023-01-18T03:16:57Z,710000,False,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Left Corner 3,24+ Left,,,71.0,1.0,1.0,0.0,,,,,,,,,,,,,,
73,PT05M15.00S,2023-01-18T03:16:59.4Z,1,REGULAR,foul,personal,[],202331,,,1610612755,17,19,2023-01-18T03:17:06Z,720000,False,,,0,,P. George personal FOUL (1 PF),"[202331, 201935]",1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,202049.0,1.0,0.0,Harden,201935.0,,,,,,
75,PT05M15.00S,2023-01-18T03:17:15.7Z,1,REGULAR,substitution,out,[],202331,,,1610612755,17,19,2023-01-18T03:17:26Z,740000,False,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M15.00S,2023-01-18T03:17:15.7Z,1,REGULAR,substitution,out,[],1629001,,,1610612755,17,19,2023-01-18T03:17:26Z,750000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M15.00S,2023-01-18T03:17:15.7Z,1,REGULAR,substitution,in,[],1626181,,,1610612755,17,19,2023-01-18T03:17:26Z,760000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M15.00S,2023-01-18T03:17:15.7Z,1,REGULAR,substitution,in,[],1630178,,,1610612755,17,19,2023-01-18T03:17:26Z,770000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M00.00S,2023-01-18T03:18:08.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203954,6.225361366622863,50.245098039215684,1610612755,17,21,2023-01-18T03:18:13Z,790000,False,-1.0,6.0,1,left,J. Embiid cutting DUNK (11 PTS) (J. Harden 2 AST),"[203954, 201935]",1610612755.0,PHI,cutting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,11.0,,,,,,,,J. Harden,201935.0,2.0,,,
82,PT04M39.00S,2023-01-18T03:18:29.1Z,1,REGULAR,2pt,Jump Shot,[],202695,74.03088042049934,65.19607843137254,1610612746,19,21,2023-01-18T03:18:47Z,810000,False,76.0,192.0,1,right,K. Leonard 20' pullup Jump Shot (4 PTS),[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Right Center,20.61,Made,,,,,4.0,,,,,,,,,,,,,
83,PT04M21.00S,2023-01-18T03:18:47.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,8.853482260183966,46.81372549019608,1610612755,19,21,2023-01-18T03:18:56Z,820000,False,16.0,31.0,1,left,MISS J. Embiid Layup - blocked,"[203954, 202695]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,3.46,Missed,,,,,,Leonard,202695.0,,,,,,,,,,,
84,PT04M21.00S,2023-01-18T03:18:47.3Z,1,REGULAR,block,,[],202695,,,1610612755,19,21,2023-01-18T03:18:49Z,830000,False,,,0,,K. Leonard BLOCK (1 BLK),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
85,PT04M19.00S,2023-01-18T03:18:49.3Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,19,21,2023-01-18T03:18:56Z,840000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,83.0,1.0,1.0,0.0,,,,,,,,,,,,,,
86,PT04M07.00S,2023-01-18T03:19:01.8Z,1,REGULAR,3pt,Jump Shot,[],1626181,70.74572930354796,27.696078431372555,1610612746,19,21,2023-01-18T03:19:06Z,850000,False,-112.0,222.0,1,right,MISS N. Powell 24' 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,24.89,Missed,,,,,,,,,,,,,,,,,,
87,PT04M03.00S,2023-01-18T03:19:05.8Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,19,21,2023-01-18T03:19:06Z,860000,False,,,0,,J. Embiid REBOUND (Off:1 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,86.0,3.0,2.0,1.0,,,,,,,,,,,,,,
88,PT03M57.00S,2023-01-18T03:19:14.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,19,21,2023-01-18T03:19:14Z,870000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
