shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
12:00,2,PT12M00.00S,2022-12-15T03:16:26.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-15T03:16:26Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:56,4,PT11M56.00S,2022-12-15T03:16:29.5Z,1,REGULAR,jumpball,recovered,[],203085,,,1610612750,0,0,2022-12-15T03:16:29Z,40000,False,,,0,,Jump Ball R. Gobert vs. I. Zubac: Tip to A. Rivers,"[203085, 203497, 1627826]",25,1610612750.0,MIN,startperiod,A. Rivers,203085.0,Rivers,A. Rivers,Gobert,203497.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
11:37,7,PT11M37.00S,2022-12-15T03:16:48.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203937,12.795663600525614,55.88235294117647,1610612750,0,2,2022-12-15T03:16:52Z,70000,False,-29.0,68.0,1,left,K. Anderson 7' driving Hook (2 PTS) (A. Edwards 1 AST),"[203937, 1630162]",5,1610612750.0,MIN,driving,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,7.39,Made,2.0,A. Edwards,1630162.0,1.0,,,,,,,,,,,,,,
11:12,9,PT11M12.00S,2022-12-15T03:17:13.1Z,1,REGULAR,turnover,lost ball,[],202694,,,1610612746,0,2,2022-12-15T03:17:17Z,90000,False,,,0,,M. Morris Sr. lost ball TURNOVER (1 TO),"[202694, 203937]",8,1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,8-16 Left,,,,,,,1.0,Anderson,203937.0,,,,,,,,,,,
11:12,10,PT11M12.00S,2022-12-15T03:17:13.1Z,1,REGULAR,steal,,[],203937,,,1610612750,0,2,2022-12-15T03:17:15Z,100000,False,,,0,,K. Anderson STEAL (1 STL),[203937],5,1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
11:07,11,PT11M07.00S,2022-12-15T03:17:18.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630183,7.670827858081481,54.90196078431372,1610612750,0,2,2022-12-15T03:17:24Z,110000,False,-25.0,20.0,1,left,MISS J. McDaniels running Layup - blocked,"[1630183, 202695]",3,1610612750.0,MIN,running,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,3.14,Missed,,,,,,,,Leonard,202695.0,,,,,,,,,
11:07,12,PT11M07.00S,2022-12-15T03:17:18.2Z,1,REGULAR,block,,[],202695,,,1610612750,0,2,2022-12-15T03:17:20Z,120000,False,,,0,,K. Leonard BLOCK (1 BLK),[202695],2,1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
11:04,13,PT11M04.00S,2022-12-15T03:17:21.2Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,0,2,2022-12-15T03:17:24Z,130000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],8,1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,
10:59,14,PT10M59.00S,2022-12-15T03:17:27.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202331,93.08475689881735,59.80392156862745,1610612746,0,2,2022-12-15T03:17:38Z,140000,False,49.0,13.0,1,right,MISS P. George Hook,[202331],13,1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,5.06,Missed,,,,,,,,,,,,,,,,,,
10:55,15,PT10M55.00S,2022-12-15T03:17:29.7Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,0,2,2022-12-15T03:17:29Z,150000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],3,1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,
