actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
86,PT04M01.00S,2022-11-07T03:26:44.2Z,1,REGULAR,substitution,out,[],201144,,,1610612762,19,21,2022-11-07T03:27:04Z,850000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M01.00S,2022-11-07T03:26:44.2Z,1,REGULAR,substitution,out,[],1628374,,,1610612762,19,21,2022-11-07T03:27:04Z,860000,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M01.00S,2022-11-07T03:26:44.2Z,1,REGULAR,substitution,in,[],202322,,,1610612762,19,21,2022-11-07T03:27:04Z,870000,,,0,,SUB in: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M01.00S,2022-11-07T03:26:44.2Z,1,REGULAR,substitution,in,[],1626181,,,1610612762,19,21,2022-11-07T03:27:04Z,880000,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M01.00S,2022-11-07T03:26:44.2Z,1,REGULAR,substitution,in,[],1627826,,,1610612762,19,21,2022-11-07T03:27:04Z,890000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M01.00S,2022-11-07T03:26:44.2Z,1,REGULAR,substitution,in,[],203903,,,1610612762,19,21,2022-11-07T03:27:04Z,900000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M01.00S,2022-11-07T03:26:44.2Z,1,REGULAR,substitution,in,[],200752,,,1610612762,19,21,2022-11-07T03:27:04Z,910000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M00.00S,2022-11-07T03:27:13.2Z,1,REGULAR,turnover,out-of-bounds,[],200752,,,1610612762,19,21,2022-11-07T03:27:21Z,930000,,,0,,R. Gay bad pass out-of-bounds TURNOVER (1 TO),[200752],1610612762.0,UTA,bad pass,,,Gay,R. Gay,,,,,Mid-Range,8-16 Left,,,,,,,1.0,,,1627526.0,,,,,,,,,,
95,PT03M46.00S,2022-11-07T03:27:35.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202331,34.74047306176085,51.22549019607843,1610612746,22,21,2022-11-07T03:27:40Z,940000,-6.0,274.0,1,left,P. George 27' 3PT  (10 PTS) (J. Wall 1 AST),"[202331, 202322]",1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Center,27.42,Made,10.0,J. Wall,202322.0,1.0,,,,,,,,,,,,,,
97,PT03M28.00S,2022-11-07T03:27:55.5Z,1,REGULAR,foul,personal,['2freethrow'],1626181,,,1610612762,22,21,2022-11-07T03:28:02Z,960000,,,0,,N. Powell shooting personal FOUL (1 PF) (Sexton 2 FT),"[1626181, 1629012]",1610612746.0,LAC,shooting,,,Powell,N. Powell,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,2003.0,1.0,0.0,Sexton,1629012.0,,,,,,
99,PT03M28.00S,2022-11-07T03:28:20.1Z,1,REGULAR,freethrow,1 of 2,[],1629012,,,1610612762,22,22,2022-11-07T03:28:35Z,980000,,,0,,C. Sexton Free Throw 1 of 2 (4 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
100,PT03M28.00S,2022-11-07T03:28:20.1Z,1,REGULAR,freethrow,2 of 2,[],1629012,,,1610612762,22,22,2022-11-07T03:28:35Z,990000,,,0,,MISS C. Sexton Free Throw 2 of 2,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
101,PT03M25.00S,2022-11-07T03:28:23.1Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612746,22,22,2022-11-07T03:28:35Z,1000000,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,100.0,1.0,1.0,0.0,,
102,PT03M12.00S,2022-11-07T03:28:48.6Z,1,REGULAR,3pt,Jump Shot,[],202331,29.61563731931669,25.0,1610612746,25,22,2022-11-07T03:28:55Z,1010000,125.0,226.0,1,left,P. George 25' 3PT pullup (13 PTS) (J. Wall 2 AST),"[202331, 202322]",1610612746.0,LAC,pullup,,,George,P. George,,,,,Above the Break 3,24+ Right Center,25.82,Made,13.0,J. Wall,202322.0,2.0,,,,,,,,,,,,,,
103,PT02M58.00S,2022-11-07T03:29:00.9Z,1,REGULAR,3pt,Jump Shot,[],203903,92.42772667542707,1.9607843137254974,1610612762,25,22,2022-11-07T03:31:19Z,1020000,-240.0,19.0,1,right,MISS J. Clarkson 24' step back 3PT,[203903],1610612762.0,UTA,step back,,,Clarkson,J. Clarkson,,,,,Left Corner 3,24+ Left,24.09,Missed,,,,,,,,,,,,,,,,,,
104,PT02M53.00S,2022-11-07T03:29:05.9Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612746,25,22,2022-11-07T03:29:08Z,1030000,,,0,,N. Powell REBOUND (Off:0 Def:2),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,103.0,2.0,2.0,0.0,,
105,PT02M41.00S,2022-11-07T03:29:18.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,6.750985545335084,47.549019607843135,1610612746,27,22,2022-11-07T03:29:24Z,1040000,12.0,11.0,1,left,I. Zubac cutting DUNK (2 PTS) (J. Wall 3 AST),"[1627826, 202322]",1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,1.65,Made,2.0,J. Wall,202322.0,3.0,,,,,,,,,,,,,,
107,PT02M32.00S,2022-11-07T03:29:28.4Z,1,REGULAR,turnover,bad pass,[],200752,,,1610612762,27,22,2022-11-07T03:29:31Z,1060000,,,0,,R. Gay bad pass TURNOVER (2 TO),"[200752, 1626181]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,Above the Break 3,24+ Left Center,,,,,,,2.0,Powell,1626181.0,,,,,,,,,,,
108,PT02M32.00S,2022-11-07T03:29:28.4Z,1,REGULAR,steal,,[],1626181,,,1610612746,27,22,2022-11-07T03:29:30Z,1070000,,,0,,N. Powell STEAL (1 STL),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
109,PT02M26.00S,2022-11-07T03:29:33.8Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",201587,15.029566360052556,4.411764705882348,1610612746,27,22,2022-11-07T03:29:40Z,1080000,228.0,89.0,1,left,MISS N. Batum 24' running 3PT,[201587],1610612746.0,LAC,running,,,Batum,N. Batum,,,,,Right Corner 3,24+ Right,24.46,Missed,,,,,,,,,,,,,,,,,,
110,PT02M22.00S,2022-11-07T03:29:37.8Z,1,REGULAR,rebound,defensive,[],1629659,,,1610612762,27,22,2022-11-07T03:29:40Z,1090000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:1),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,109.0,1.0,1.0,0.0,,
111,PT02M15.00S,2022-11-07T03:29:44.6Z,1,REGULAR,3pt,Jump Shot,[],1629012,79.02431011826545,7.35294117647058,1610612762,27,22,2022-11-07T03:29:50Z,1100000,-213.0,145.0,1,right,MISS C. Sexton 25' 3PT,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Left Center,25.77,Missed,,,,,,,,,,,,,,,,,,
112,PT02M12.00S,2022-11-07T03:29:47.6Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,27,22,2022-11-07T03:29:50Z,1110000,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,111.0,2.0,2.0,0.0,,
113,PT02M06.00S,2022-11-07T03:29:54.1Z,1,REGULAR,3pt,Jump Shot,[],202331,29.09001314060447,77.69607843137254,1610612746,27,22,2022-11-07T03:30:02Z,1120000,-138.0,221.0,1,left,MISS P. George 26' pullup 3PT,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Above the Break 3,24+ Left Center,26.07,Missed,,,,,,,,,,,,,,,,,,
114,PT02M02.00S,2022-11-07T03:29:58.1Z,1,REGULAR,rebound,defensive,[],200752,,,1610612762,27,22,2022-11-07T03:29:58Z,1130000,,,0,,R. Gay REBOUND (Off:0 Def:1),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,113.0,1.0,1.0,0.0,,
115,PT01M53.00S,2022-11-07T03:30:07.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,85.06898817345598,52.205882352941174,1610612762,27,24,2022-11-07T03:30:12Z,1140000,11.0,88.0,1,right,J. Clarkson 8' driving floating Jump Shot (8 PTS),[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,8.86,Made,8.0,,,,,,,,,,,,,,,,,
117,PT01M36.00S,2022-11-07T03:30:25.6Z,1,REGULAR,turnover,out-of-bounds,[],201587,,,1610612746,27,24,2022-11-07T03:30:32Z,1160000,,,0,,N. Batum bad pass out-of-bounds TURNOVER (1 TO),[201587],1610612746.0,LAC,bad pass,,,Batum,N. Batum,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,,,1627526.0,,,,,,,,,,
118,PT01M22.00S,2022-11-07T03:30:45.5Z,1,REGULAR,turnover,palming,[],203903,,,1610612762,27,24,2022-11-07T04:54:45Z,1170000,,,0,,J. Clarkson palming TURNOVER (1 TO),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Mid-Range,8-16 Right,,,,,,,1.0,,,204059.0,,,,,,,,,,
119,PT01M08.00S,2022-11-07T03:31:13.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202331,7.276609724047319,25.735294117647058,1610612746,29,24,2022-11-07T03:31:17Z,1180000,121.0,16.0,1,left,P. George 12' turnaround fadeaway Jump Shot (15 PTS),[202331],1610612746.0,LAC,turnaround fadeaway,,,George,P. George,,,,,Mid-Range,8-16 Right,12.23,Made,15.0,,,,,,,,,,,,,,,,,
120,PT00M56.60S,2022-11-07T03:31:25.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629012,92.42772667542707,45.58823529411765,1610612762,29,24,2022-11-07T03:31:32Z,1190000,-22.0,19.0,1,right,MISS C. Sexton driving DUNK - blocked,"[1629012, 201587]",1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,2.89,Missed,,,,,,,,,,,,,,,,,Batum,201587.0
122,PT00M56.60S,2022-11-07T03:31:25.6Z,1,REGULAR,block,,[],201587,,,1610612762,29,24,2022-11-07T03:31:27Z,1200000,,,0,,N. Batum BLOCK (1 BLK),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
123,PT00M53.10S,2022-11-07T03:31:29.1Z,1,REGULAR,rebound,defensive,[],202322,,,1610612746,29,24,2022-11-07T03:31:32Z,1210000,,,0,,J. Wall REBOUND (Off:0 Def:1),[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,120.0,1.0,1.0,0.0,,
124,PT00M43.30S,2022-11-07T03:31:38.8Z,1,REGULAR,turnover,bad pass,[],202322,,,1610612746,29,24,2022-11-07T03:31:41Z,1220000,,,0,,J. Wall bad pass TURNOVER (1 TO),"[202322, 1629012]",1610612746.0,LAC,,,,Wall,J. Wall,,,,,Above the Break 3,24+ Center,,,,,,,1.0,Sexton,1629012.0,,,,,,,,,,,
125,PT00M43.30S,2022-11-07T03:31:38.8Z,1,REGULAR,steal,,[],1629012,,,1610612762,29,24,2022-11-07T03:31:41Z,1230000,,,0,,C. Sexton STEAL (1 STL),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
126,PT00M38.60S,2022-11-07T03:31:44.1Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629012,69.30026281208936,29.65686274509804,1610612762,29,27,2022-11-07T03:31:49Z,1240000,-102.0,236.0,1,right,C. Sexton 25' 3PT running pullup (7 PTS),[1629012],1610612762.0,UTA,running pullup,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Left Center,25.71,Made,7.0,,,,,,,,,,,,,,,,,
127,PT00M32.20S,2022-11-07T03:31:52.9Z,1,REGULAR,3pt,Jump Shot,[],202322,33.30116622864652,24.731924019607845,1610612746,29,27,2022-11-07T03:32:08Z,1250000,126.0,261.0,1,left,MISS J. Wall 28' pullup 3PT,[202322],1610612746.0,LAC,pullup,,,Wall,J. Wall,,,,,Above the Break 3,24+ Right Center,28.95,Missed,,,,,,,,,,,,,,,,,,
128,PT00M31.00S,2022-11-07T03:31:54.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,29,27,2022-11-07T03:32:00Z,1260000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,127.0,,,,,
130,PT00M31.00S,2022-11-07T03:32:02.5Z,1,REGULAR,substitution,out,[],202331,,,1610612762,29,27,2022-11-07T03:32:13Z,1280000,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT00M31.00S,2022-11-07T03:32:02.5Z,1,REGULAR,substitution,in,[],203496,,,1610612762,29,27,2022-11-07T03:32:13Z,1290000,,,0,,SUB in: R. Covington,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT00M09.10S,2022-11-07T03:32:46.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,87.17148488830486,65.68627450980392,1610612762,29,29,2022-11-07T03:32:51Z,1300000,78.0,68.0,1,right,J. Clarkson 10' Jump Shot (10 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Right,10.38,Made,10.0,,,,,,,,,,,,,,,,,
133,PT00M01.30S,2022-11-07T03:32:59.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202322,19.49737187910644,39.4607843137255,1610612746,29,29,2022-11-07T03:33:06Z,1310000,53.0,131.0,1,left,MISS J. Wall 14' pullup Shot,[202322],1610612746.0,LAC,pullup,,,Wall,J. Wall,,,,,In The Paint (Non-RA),8-16 Center,14.1,Missed,,,,,,,,,,,,,,,,,,
134,PT00M00.50S,2022-11-07T03:33:05.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,29,29,2022-11-07T03:33:05Z,1320000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,133.0,,,,,
135,PT00M00.50S,2022-11-07T03:33:07.2Z,1,REGULAR,foul,personal,[],200752,,,1610612746,29,29,2022-11-07T03:33:14Z,1330000,,,0,,R. Gay loose ball personal FOUL (1 PF),"[200752, 201587]",1610612762.0,UTA,loose ball,,,Gay,R. Gay,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,204059.0,1.0,0.0,Batum,201587.0,,,,,,
139,PT00M00.00S,2022-11-07T03:33:33.0Z,1,REGULAR,period,end,[],0,,,1610612746,29,29,2022-11-07T03:33:33Z,1370000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2022-11-07T03:35:58.4Z,2,REGULAR,substitution,out,['startperiod'],201587,,,1610612746,29,29,2022-11-07T03:36:19Z,1380000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2022-11-07T03:35:58.4Z,2,REGULAR,substitution,out,['startperiod'],1629012,,,1610612746,29,29,2022-11-07T03:36:19Z,1390000,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2022-11-07T03:35:58.4Z,2,REGULAR,substitution,in,['startperiod'],202694,,,1610612746,29,29,2022-11-07T03:36:19Z,1400000,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2022-11-07T03:35:58.4Z,2,REGULAR,substitution,in,['startperiod'],1629638,,,1610612746,29,29,2022-11-07T03:36:19Z,1410000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2022-11-07T03:36:22.7Z,2,REGULAR,period,start,[],0,,,1610612746,29,29,2022-11-07T03:36:22Z,1420000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT11M42.00S,2022-11-07T03:36:39.7Z,2,REGULAR,3pt,Jump Shot,[],1626181,13.058475689881732,3.67647058823529,1610612746,29,29,2022-11-07T03:36:44Z,1430000,232.0,70.0,1,left,MISS N. Powell 24' 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Right Corner 3,24+ Right,24.2,Missed,,,,,,,,,,,,,,,,,,
146,PT11M38.00S,2022-11-07T03:36:43.1Z,2,REGULAR,rebound,defensive,[],1629659,,,1610612762,29,29,2022-11-07T03:36:43Z,1440000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:2),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,145.0,2.0,2.0,0.0,,
147,PT11M26.00S,2022-11-07T03:36:55.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,89.14257555847568,61.27450980392157,1610612762,29,29,2022-11-07T03:37:01Z,1450000,56.0,50.0,1,right,MISS J. Clarkson 7' driving floating Shot,[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,7.51,Missed,,,,,,,,,,,,,,,,,,
148,PT11M22.00S,2022-11-07T03:36:59.9Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,29,29,2022-11-07T03:37:01Z,1460000,,,0,,I. Zubac REBOUND (Off:2 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,147.0,3.0,1.0,2.0,,
149,PT11M15.00S,2022-11-07T03:37:10.0Z,2,REGULAR,turnover,traveling,[],1627826,,,1610612746,29,29,2022-11-07T03:37:16Z,1470000,,,0,,I. Zubac traveling TURNOVER (1 TO),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,2003.0,,,,,,,,,,
150,PT10M59.00S,2022-11-07T03:37:38.2Z,2,REGULAR,turnover,lost ball,[],1629638,,,1610612762,29,29,2022-11-07T03:37:42Z,1480000,,,0,,N. Alexander-Walker lost ball TURNOVER (1 TO),"[1629638, 202322]",1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Wall,202322.0,,,,,,,,,,,
151,PT10M59.00S,2022-11-07T03:37:38.2Z,2,REGULAR,steal,,[],202322,,,1610612746,29,29,2022-11-07T03:37:39Z,1490000,,,0,,J. Wall STEAL (1 STL),[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
152,PT10M46.00S,2022-11-07T03:37:51.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202322,13.452693823915894,34.31372549019608,1610612746,29,29,2022-11-07T03:37:53Z,1500000,78.0,74.0,1,left,MISS J. Wall 10' pullup Shot,[202322],1610612746.0,LAC,pullup,,,Wall,J. Wall,,,,,In The Paint (Non-RA),8-16 Right,10.78,Missed,,,,,,,,,,,,,,,,,,
153,PT10M44.00S,2022-11-07T03:37:53.0Z,2,REGULAR,rebound,defensive,[],1631117,,,1610612762,29,29,2022-11-07T03:37:53Z,1510000,,,0,,W. Kessler REBOUND (Off:0 Def:2),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,152.0,2.0,2.0,0.0,,
154,PT10M32.00S,2022-11-07T03:38:04.9Z,2,REGULAR,3pt,Jump Shot,[],1629659,68.11760840998686,31.862745098039213,1610612762,29,32,2022-11-07T03:38:12Z,1520000,-91.0,247.0,1,right,T. Horton-Tucker 26' 3PT step back (3 PTS),[1629659],1610612762.0,UTA,step back,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,26.33,Made,3.0,,,,,,,,,,,,,,,,,
155,PT10M13.00S,2022-11-07T03:38:23.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,7.933639947437584,53.67647058823529,1610612746,31,32,2022-11-07T03:38:28Z,1530000,-18.0,22.0,1,left,N. Powell driving Layup (2 PTS) (J. Wall 4 AST),"[1626181, 202322]",1610612746.0,LAC,driving,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,2.88,Made,2.0,J. Wall,202322.0,4.0,,,,,,,,,,,,,,
157,PT09M56.00S,2022-11-07T03:38:39.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200752,85.46320630749014,36.51960784313726,1610612762,31,34,2022-11-07T03:38:45Z,1550000,-67.0,84.0,1,right,R. Gay 10' turnaround fadeaway Jump Shot (2 PTS),[200752],1610612762.0,UTA,turnaround fadeaway,,,Gay,R. Gay,,,,,In The Paint (Non-RA),8-16 Left,10.78,Made,2.0,,,,,,,,,,,,,,,,,
158,PT09M43.00S,2022-11-07T03:38:54.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626181,9.904730617608408,57.1078431372549,1610612746,31,34,2022-11-07T03:39:25Z,1560000,-36.0,41.0,1,left,MISS N. Powell driving Hook - blocked,"[1626181, 1631117]",1610612746.0,LAC,driving,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,5.39,Missed,,,,,,,,,,,,,,,,,Kessler,1631117.0
159,PT09M43.00S,2022-11-07T03:38:54.9Z,2,REGULAR,block,,[],1631117,,,1610612746,31,34,2022-11-07T03:38:57Z,1570000,,,0,,W. Kessler BLOCK (1 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
160,PT09M42.00S,2022-11-07T03:38:55.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,31,34,2022-11-07T03:39:25Z,1580000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,158.0,,,,,
162,PT09M42.00S,2022-11-07T03:39:00.1Z,2,REGULAR,substitution,out,[],202322,,,1610612746,31,34,2022-11-07T03:39:38Z,1600000,,,0,,SUB out: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT09M42.00S,2022-11-07T03:39:00.1Z,2,REGULAR,substitution,in,[],202704,,,1610612746,31,34,2022-11-07T03:39:38Z,1610000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT09M28.00S,2022-11-07T03:39:39.2Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1627826,12.927069645203687,58.33333333333333,1610612746,31,34,2022-11-07T03:39:42Z,1620000,-42.0,69.0,1,left,MISS I. Zubac 8' turnaround Hook - blocked,"[1627826, 1631117]",1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,8.06,Missed,,,,,,,,,,,,,,,,,Kessler,1631117.0
165,PT09M28.00S,2022-11-07T03:39:39.2Z,2,REGULAR,block,,[],1631117,,,1610612746,31,34,2022-11-07T03:39:41Z,1630000,,,0,,W. Kessler BLOCK (2 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
166,PT09M25.00S,2022-11-07T03:39:42.2Z,2,REGULAR,rebound,defensive,[],1631117,,,1610612762,31,34,2022-11-07T03:39:42Z,1640000,,,0,,W. Kessler REBOUND (Off:0 Def:3),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,164.0,3.0,3.0,0.0,,
167,PT09M20.00S,2022-11-07T03:39:46.4Z,2,REGULAR,3pt,Jump Shot,[],1629659,88.61695137976346,95.83333333333333,1610612762,31,34,2022-11-07T03:39:52Z,1650000,229.0,55.0,1,right,MISS T. Horton-Tucker 3PT,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Right Corner 3,24+ Right,23.56,Missed,,,,,,,,,,,,,,,,,,
168,PT09M19.00S,2022-11-07T03:39:47.4Z,2,REGULAR,rebound,defensive,[],202694,,,1610612746,31,34,2022-11-07T03:39:52Z,1660000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,167.0,1.0,1.0,0.0,,
169,PT09M19.00S,2022-11-07T03:39:53.9Z,2,REGULAR,foul,personal,[],1629638,,,1610612746,31,34,2022-11-07T03:40:00Z,1670000,,,0,,N. Alexander-Walker personal FOUL (1 PF),"[1629638, 202694]",1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,204059.0,1.0,0.0,Morris Sr.,202694.0,,,,,,
