actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
83,PT04M43.00S,2022-11-18T03:56:24.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,91.11366622864652,52.69607843137255,1610612746,11,12,2022-11-18T03:57:05Z,830000,False,13.0,31.0,1,right,MISS M. Morris Sr. pullup Shot - blocked,"[202694, 1630165]",1610612746.0,LAC,pullup,,,,,,Restricted Area,0-8 Center,,,,Morris Sr.,M. Morris Sr.,,,3.38,Missed,,,,,,,,,,,,Hayes,1630165.0,
84,PT04M43.00S,2022-11-18T03:56:24.3Z,1,REGULAR,block,,[],1630165,,,1610612746,11,12,2022-11-18T03:56:28Z,840000,False,,,0,,K. Hayes BLOCK (1 BLK),[1630165],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,
92,PT04M43.00S,2022-11-18T03:56:24.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,11,12,2022-11-18T03:57:21Z,845000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,83.0,,,,,,,,,,,,,
85,PT04M43.00S,2022-11-18T03:56:37.6Z,1,REGULAR,substitution,out,[],202704,,,1610612765,11,12,2022-11-18T03:57:03Z,850000,False,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,,,,,,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,
86,PT04M43.00S,2022-11-18T03:56:37.6Z,1,REGULAR,substitution,out,[],1630180,,,1610612765,11,12,2022-11-18T03:57:03Z,860000,False,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,,,,,,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,
87,PT04M43.00S,2022-11-18T03:56:37.6Z,1,REGULAR,substitution,in,[],202322,,,1610612765,11,12,2022-11-18T03:57:03Z,870000,False,,,0,,SUB in: J. Wall,[202322],1610612746.0,LAC,,,,,,,,,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,
88,PT04M43.00S,2022-11-18T03:56:37.6Z,1,REGULAR,substitution,in,[],1628977,,,1610612765,11,12,2022-11-18T03:57:03Z,880000,False,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,,,,,,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,
89,PT04M40.00S,2022-11-18T03:57:03.7Z,1,REGULAR,jumpball,recovered,[],1631105,,,1610612765,11,12,2022-11-18T03:57:03Z,890000,False,,,0,,Jump Ball K. Hayes vs. M. Morris Sr.: Tip to J. Duren,"[1631105, 1630165, 202694]",1610612765.0,DET,heldball,J. Duren,Hayes,1630165.0,Morris Sr.,202694.0,,,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,1631105.0
93,PT04M34.00S,2022-11-18T03:57:13.5Z,1,REGULAR,foul,personal,[],1629611,,,1610612765,11,12,2022-11-18T03:57:23Z,920000,False,,,0,,T. Mann personal FOUL (1 PF),"[1629611, 1631093]",1610612746.0,LAC,,,,,,,Above the Break 3,24+ Center,1627962.0,1.0,0.0,Mann,T. Mann,Ivey,1631093.0,,,,,,,,,,,,,,,,
95,PT04M26.00S,2022-11-18T03:57:42.1Z,1,REGULAR,foul,offensive,['inpenalty'],1631105,,,1610612765,11,12,2022-11-18T03:57:55Z,940000,False,,,0,,J. Duren offensive FOUL (1 PF),"[1631105, 202331]",1610612765.0,DET,,,,,,,Mid-Range,16-24 Left Center,1627962.0,1.0,0.0,Duren,J. Duren,George,202331.0,,,,,,,,,,,,,,,,
97,PT04M26.00S,2022-11-18T03:57:42.1Z,1,REGULAR,turnover,offensive foul,[],1631105,,,1610612765,11,12,2022-11-18T03:57:42Z,960000,False,,,0,,J. Duren offensive foul TURNOVER (1 TO),[1631105],1610612765.0,DET,,,,,,,Mid-Range,16-24 Left Center,1627962.0,,,Duren,J. Duren,,,,,,,,,,1.0,,,,,,,,
98,PT04M14.00S,2022-11-18T03:58:03.0Z,1,REGULAR,turnover,bad pass,[],202322,,,1610612746,11,12,2022-11-18T03:58:08Z,970000,False,,,0,,J. Wall bad pass TURNOVER (1 TO),"[202322, 202711]",1610612746.0,LAC,,,,,,,Mid-Range,16-24 Right,,,,Wall,J. Wall,,,,,,,,,,1.0,Bogdanovic,202711.0,,,,,,
99,PT04M14.00S,2022-11-18T03:58:03.0Z,1,REGULAR,steal,,[],202711,,,1610612765,11,12,2022-11-18T03:58:05Z,980000,False,,,0,,B. Bogdanovic STEAL (2 STL),[202711],1610612765.0,DET,,,,,,,Mid-Range,16-24 Right,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,
100,PT04M09.00S,2022-11-18T03:58:09.9Z,1,REGULAR,foul,personal,['2freethrow'],1629611,,,1610612765,11,12,2022-11-18T04:02:49Z,990000,False,,,0,,T. Mann shooting personal FOUL (2 PF) (Bogdanovic 2 FT),"[1629611, 202711]",1610612746.0,LAC,shooting,,,,,,In The Paint (Non-RA),0-8 Center,202037.0,2.0,0.0,Mann,T. Mann,Bogdanovic,202711.0,,,,,,,,,,,,,,,,
102,PT04M09.00S,2022-11-18T03:58:38.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],202711,,,1610612765,11,13,2022-11-18T03:59:07Z,1010000,False,,,0,,B. Bogdanovic Free Throw 1 of 2 (7 PTS),[202711],1610612765.0,DET,,,,,,,,,,,,Bogdanovic,B. Bogdanovic,,,,Made,,,,,7.0,,,,,,,,,
103,PT04M09.00S,2022-11-18T03:58:39.3Z,1,REGULAR,substitution,out,[],202694,,,1610612765,11,13,2022-11-18T03:58:51Z,1020000,False,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,,,,,,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,
104,PT04M09.00S,2022-11-18T03:58:39.3Z,1,REGULAR,substitution,out,[],1627826,,,1610612765,11,13,2022-11-18T03:58:51Z,1030000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,,,,,,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,
105,PT04M09.00S,2022-11-18T03:58:39.3Z,1,REGULAR,substitution,out,[],1630165,,,1610612765,11,13,2022-11-18T03:58:51Z,1040000,False,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,,,,,,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,
106,PT04M09.00S,2022-11-18T03:58:39.3Z,1,REGULAR,substitution,in,[],1626181,,,1610612765,11,13,2022-11-18T03:58:51Z,1050000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,,,,,,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,
107,PT04M09.00S,2022-11-18T03:58:39.3Z,1,REGULAR,substitution,in,[],201587,,,1610612765,11,13,2022-11-18T03:58:51Z,1060000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,,,,,,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,
108,PT04M09.00S,2022-11-18T03:58:39.3Z,1,REGULAR,substitution,in,[],202692,,,1610612765,11,13,2022-11-18T03:58:51Z,1070000,False,,,0,,SUB in: A. Burks,[202692],1610612765.0,DET,,,,,,,,,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,
109,PT04M09.00S,2022-11-18T03:58:38.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],202711,,,1610612765,11,13,2022-11-18T03:59:07Z,1080000,False,,,0,,MISS B. Bogdanovic Free Throw 2 of 2,[202711],1610612765.0,DET,,,,,,,,,,,,Bogdanovic,B. Bogdanovic,,,,Missed,,,,,,,,,,,,,,
110,PT04M07.00S,2022-11-18T03:58:40.2Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,11,13,2022-11-18T03:59:07Z,1090000,False,,,0,,P. George REBOUND (Off:0 Def:4),[202331],1610612746.0,LAC,,,,,,,,,,,,George,P. George,,,,,109.0,4.0,4.0,0.0,,,,,,,,,,
111,PT03M54.00S,2022-11-18T03:59:18.3Z,1,REGULAR,3pt,Jump Shot,[],201587,64.1754270696452,45.58823529411765,1610612746,11,13,2022-11-18T03:59:22Z,1100000,False,-22.0,284.0,1,right,MISS N. Batum 28' 3PT,[201587],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Center,,,,Batum,N. Batum,,,28.52,Missed,,,,,,,,,,,,,,
112,PT03M52.00S,2022-11-18T03:59:20.3Z,1,REGULAR,rebound,defensive,[],1628977,,,1610612765,11,13,2022-11-18T03:59:22Z,1110000,False,,,0,,H. Diallo REBOUND (Off:0 Def:1),[1628977],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,,Diallo,H. Diallo,,,,,111.0,1.0,1.0,0.0,,,,,,,,,,
113,PT03M40.00S,2022-11-18T03:59:36.1Z,1,REGULAR,foul,personal,['2freethrow'],202322,,,1610612765,11,13,2022-11-18T03:59:43Z,1120000,False,,,0,,J. Wall shooting personal FOUL (1 PF) (Bogdanovic 2 FT),"[202322, 202711]",1610612746.0,LAC,shooting,,,,,,In The Paint (Non-RA),0-8 Center,2004.0,1.0,0.0,Wall,J. Wall,Bogdanovic,202711.0,,,,,,,,,,,,,,,,
115,PT03M40.00S,2022-11-18T03:59:55.8Z,1,REGULAR,freethrow,1 of 2,[],202711,,,1610612765,11,14,2022-11-18T03:59:55Z,1140000,False,,,0,,B. Bogdanovic Free Throw 1 of 2 (8 PTS),[202711],1610612765.0,DET,,,,,,,,,,,,Bogdanovic,B. Bogdanovic,,,,Made,,,,,8.0,,,,,,,,,
116,PT03M40.00S,2022-11-18T04:00:09.0Z,1,REGULAR,freethrow,2 of 2,[],202711,,,1610612765,11,15,2022-11-18T04:00:09Z,1150000,False,,,0,,B. Bogdanovic Free Throw 2 of 2 (9 PTS),[202711],1610612765.0,DET,,,,,,,,,,,,Bogdanovic,B. Bogdanovic,,,,Made,,,,,9.0,,,,,,,,,
117,PT03M26.00S,2022-11-18T04:00:26.9Z,1,REGULAR,turnover,out-of-bounds,[],202322,,,1610612746,11,15,2022-11-18T04:00:40Z,1160000,False,,,0,,J. Wall bad pass out-of-bounds TURNOVER (2 TO),[202322],1610612746.0,LAC,bad pass,,,,,,Above the Break 3,24+ Right Center,202037.0,,,Wall,J. Wall,,,,,,,,,,2.0,,,,,,,,
118,PT03M14.00S,2022-11-18T04:00:43.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202692,32.24375821287779,34.803921568627445,1610612765,11,15,2022-11-18T04:00:51Z,1170000,False,76.0,251.0,1,left,MISS A. Burks 26' 3PT,[202692],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,,Burks,A. Burks,,,26.19,Missed,,,,,,,,,,,,,,
119,PT03M12.00S,2022-11-18T04:00:45.7Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,11,15,2022-11-18T04:00:51Z,1180000,False,,,0,,J. Duren REBOUND (Off:1 Def:0),[1631105],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,,Duren,J. Duren,,,,,118.0,1.0,0.0,1.0,,,,,,,,,,
120,PT03M11.00S,2022-11-18T04:00:46.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631105,6.8823915900131425,50.49019607843137,1610612765,11,17,2022-11-18T04:00:57Z,1190000,False,-2.0,12.0,1,left,J. Duren putback DUNK (2 PTS),[1631105],1610612765.0,DET,putback,,,,,,Restricted Area,0-8 Center,,,,Duren,J. Duren,,,1.25,Made,,,,,2.0,,,,,,,,,
121,PT02M46.00S,2022-11-18T04:01:11.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202331,91.24507227332458,48.774509803921575,1610612746,11,17,2022-11-18T04:01:16Z,1200000,False,-6.0,30.0,1,right,MISS P. George driving Layup - blocked,"[202331, 1628977]",1610612746.0,LAC,driving,,,,,,Restricted Area,0-8 Center,,,,George,P. George,,,3.04,Missed,,,,,,,,,,,,Diallo,1628977.0,
122,PT02M46.00S,2022-11-18T04:01:11.2Z,1,REGULAR,block,,[],1628977,,,1610612746,11,17,2022-11-18T04:01:13Z,1210000,False,,,0,,H. Diallo BLOCK (1 BLK),[1628977],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,
123,PT02M44.00S,2022-11-18T04:01:13.2Z,1,REGULAR,rebound,defensive,[],202692,,,1610612765,11,17,2022-11-18T04:01:16Z,1220000,False,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,Burks,A. Burks,,,,,121.0,1.0,1.0,0.0,,,,,,,,,,
124,PT02M28.00S,2022-11-18T04:01:29.5Z,1,REGULAR,3pt,Jump Shot,[],202711,35.79172141918528,47.549019607843135,1610612765,11,17,2022-11-18T04:05:34Z,1230000,False,12.0,284.0,1,left,MISS B. Bogdanovic 28' pullup 3PT,[202711],1610612765.0,DET,pullup,,,,,,Above the Break 3,24+ Center,,,,Bogdanovic,B. Bogdanovic,,,28.42,Missed,,,,,,,,,,,,,,
125,PT02M25.00S,2022-11-18T04:01:32.5Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,11,17,2022-11-18T04:01:34Z,1240000,False,,,0,,P. George REBOUND (Off:0 Def:5),[202331],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Center,,,,George,P. George,,,,,124.0,5.0,5.0,0.0,,,,,,,,,,
126,PT02M19.00S,2022-11-18T04:01:38.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,95.05584756898817,45.58823529411765,1610612746,11,17,2022-11-18T04:01:43Z,1250000,False,-22.0,-6.0,1,right,MISS N. Powell driving Layup - blocked,"[1626181, 1631105]",1610612746.0,LAC,driving,,,,,,Restricted Area,0-8 Center,,,,Powell,N. Powell,,,2.29,Missed,,,,,,,,,,,,Duren,1631105.0,
127,PT02M19.00S,2022-11-18T04:01:38.5Z,1,REGULAR,block,,[],1631105,,,1610612746,11,17,2022-11-18T04:01:40Z,1260000,False,,,0,,J. Duren BLOCK (1 BLK),[1631105],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,
128,PT02M17.00S,2022-11-18T04:01:40.5Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,11,17,2022-11-18T04:01:43Z,1270000,False,,,0,,J. Ivey REBOUND (Off:0 Def:2),[1631093],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,Ivey,J. Ivey,,,,,126.0,2.0,2.0,0.0,,,,,,,,,,
129,PT02M15.00S,2022-11-18T04:01:43.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631093,5.831143232588701,46.81372549019608,1610612765,11,19,2022-11-18T04:01:48Z,1280000,False,16.0,2.0,1,left,J. Ivey running Layup (6 PTS),[1631093],1610612765.0,DET,running,,,,,,Restricted Area,0-8 Center,,,,Ivey,J. Ivey,,,1.61,Made,,,,,6.0,,,,,,,,,
130,PT01M54.00S,2022-11-18T04:02:03.6Z,1,REGULAR,2pt,Jump Shot,[],1626181,75.73915900131406,32.59803921568627,1610612746,11,19,2022-11-18T04:02:07Z,1290000,False,-87.0,176.0,1,right,MISS N. Powell 19' pullup Shot,[1626181],1610612746.0,LAC,pullup,,,,,,Mid-Range,16-24 Left Center,,,,Powell,N. Powell,,,19.6,Missed,,,,,,,,,,,,,,
131,PT01M51.00S,2022-11-18T04:02:06.6Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,11,19,2022-11-18T04:02:07Z,1300000,False,,,0,,J. Duren REBOUND (Off:1 Def:1),[1631105],1610612765.0,DET,,,,,,,Mid-Range,16-24 Left Center,,,,Duren,J. Duren,,,,,130.0,2.0,1.0,1.0,,,,,,,,,,
132,PT01M40.00S,2022-11-18T04:02:18.2Z,1,REGULAR,3pt,Jump Shot,[],1631093,32.37516425755584,31.127450980392155,1610612765,11,19,2022-11-18T04:07:21Z,1310000,False,94.0,252.0,1,left,MISS J. Ivey 26' pullup 3PT,[1631093],1610612765.0,DET,pullup,,,,,,Above the Break 3,24+ Right Center,,,,Ivey,J. Ivey,,,26.89,Missed,,,,,,,,,,,,,,
133,PT01M38.00S,2022-11-18T04:02:20.2Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,11,19,2022-11-18T04:02:24Z,1320000,False,,,0,,J. Duren REBOUND (Off:2 Def:1),[1631105],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,,Duren,J. Duren,,,,,132.0,3.0,1.0,2.0,,,,,,,,,,
134,PT01M38.00S,2022-11-18T04:02:22.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202331,,,1610612765,11,19,2022-11-18T04:02:27Z,1330000,False,,,0,,P. George shooting personal FOUL (1 PF) (Duren 2 FT),"[202331, 1631105]",1610612746.0,LAC,shooting,,,,,,Restricted Area,0-8 Center,1627962.0,1.0,0.0,George,P. George,Duren,1631105.0,,,,,,,,,,,,,,,,
136,PT01M38.00S,2022-11-18T04:02:35.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,11,19,2022-11-18T04:02:35Z,1350000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M38.00S,2022-11-18T04:05:19.1Z,1,REGULAR,substitution,out,[],1631093,,,1610612765,11,19,2022-11-18T04:05:35Z,1360000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,,,,,,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,
138,PT01M38.00S,2022-11-18T04:05:19.1Z,1,REGULAR,substitution,out,[],202711,,,1610612765,11,19,2022-11-18T04:05:35Z,1370000,False,,,0,,SUB out: B. Bogdanovic,[202711],1610612765.0,DET,,,,,,,,,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,
139,PT01M38.00S,2022-11-18T04:05:19.1Z,1,REGULAR,substitution,in,[],1630165,,,1610612765,11,19,2022-11-18T04:05:35Z,1380000,False,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,,,,,,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,
140,PT01M38.00S,2022-11-18T04:05:19.1Z,1,REGULAR,substitution,in,[],1630587,,,1610612765,11,19,2022-11-18T04:05:35Z,1390000,False,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,,,,,,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,
141,PT01M38.00S,2022-11-18T04:05:48.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631105,,,1610612765,11,20,2022-11-18T04:05:48Z,1400000,False,,,0,,J. Duren Free Throw 1 of 2 (3 PTS),[1631105],1610612765.0,DET,,,,,,,,,,,,Duren,J. Duren,,,,Made,,,,,3.0,,,,,,,,,
142,PT01M38.00S,2022-11-18T04:06:06.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631105,,,1610612765,11,21,2022-11-18T04:06:06Z,1410000,False,,,0,,J. Duren Free Throw 2 of 2 (4 PTS),[1631105],1610612765.0,DET,,,,,,,,,,,,Duren,J. Duren,,,,Made,,,,,4.0,,,,,,,,,
143,PT01M19.00S,2022-11-18T04:06:29.2Z,1,REGULAR,3pt,Jump Shot,[],1629611,94.66162943495401,96.56862745098039,1610612746,11,21,2022-11-18T04:06:33Z,1420000,False,233.0,-2.0,1,right,MISS T. Mann 3PT,[1629611],1610612746.0,LAC,,,,,,,Right Corner 3,24+ Right,,,,Mann,T. Mann,,,23.28,Missed,,,,,,,,,,,,,,
144,PT01M17.00S,2022-11-18T04:06:31.2Z,1,REGULAR,rebound,defensive,[],1628977,,,1610612765,11,21,2022-11-18T04:06:33Z,1430000,False,,,0,,H. Diallo REBOUND (Off:0 Def:2),[1628977],1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,,,,Diallo,H. Diallo,,,,,143.0,2.0,2.0,0.0,,,,,,,,,,
145,PT01M12.00S,2022-11-18T04:06:36.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631105,6.8823915900131425,45.34313725490197,1610612765,11,21,2022-11-18T04:08:07Z,1440000,False,23.0,12.0,1,left,MISS J. Duren running alley-oop Layup,[1631105],1610612765.0,DET,running alley-oop,,,,,,Restricted Area,0-8 Center,,,,Duren,J. Duren,,,2.63,Missed,,,,,,,,,,,,,,
146,PT01M12.00S,2022-11-18T04:06:36.0Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,11,21,2022-11-18T04:06:59Z,1450000,False,,,0,,J. Duren REBOUND (Off:3 Def:1),[1631105],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,Duren,J. Duren,,,,,145.0,4.0,1.0,3.0,,,,,,,,,,
147,PT01M12.00S,2022-11-18T04:06:39.1Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', '2ndchance']",1631105,6.093955321944804,47.30392156862745,1610612765,11,23,2022-11-18T04:07:27Z,1460000,False,13.0,5.0,1,left,J. Duren putback DUNK (6 PTS),[1631105],1610612765.0,DET,putback,,,,,,Restricted Area,0-8 Center,,,,Duren,J. Duren,,,1.43,Made,,,,,6.0,,,,,,,,,
148,PT01M12.00S,2022-11-18T04:06:42.8Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202331,,,1610612765,11,23,2022-11-18T04:06:49Z,1470000,False,,,0,,P. George shooting personal FOUL (2 PF) (Duren 1 FT),"[202331, 1631105]",1610612746.0,LAC,shooting,,,,,,Restricted Area,0-8 Center,202037.0,2.0,0.0,George,P. George,Duren,1631105.0,,,,,,,,,,,,,,,,
150,PT01M12.00S,2022-11-18T04:06:59.8Z,1,REGULAR,substitution,out,[],202331,,,1610612765,11,23,2022-11-18T04:07:04Z,1490000,False,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,,,,,,,,,George,P. George,,,,,,,,,,,,,,,,,,
151,PT01M12.00S,2022-11-18T04:06:59.8Z,1,REGULAR,substitution,in,[],1627826,,,1610612765,11,23,2022-11-18T04:07:04Z,1500000,False,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,,,,,,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,
152,PT01M12.00S,2022-11-18T04:07:24.0Z,1,REGULAR,freethrow,1 of 1,"['2ndchance', 'fastbreak']",1631105,,,1610612765,11,23,2022-11-18T04:07:24Z,1510000,False,,,0,,MISS J. Duren Free Throw 1 of 1,[1631105],1610612765.0,DET,,,,,,,,,,,,Duren,J. Duren,,,,Missed,,,,,,,,,,,,,,
153,PT01M09.00S,2022-11-18T04:07:25.0Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,11,23,2022-11-18T04:07:25Z,1520000,False,,,0,,I. Zubac REBOUND (Off:2 Def:2),[1627826],1610612746.0,LAC,,,,,,,,,,,,Zubac,I. Zubac,,,,,152.0,4.0,2.0,2.0,,,,,,,,,,
154,PT01M00.00S,2022-11-18T04:07:36.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,93.87319316688567,50.245098039215684,1610612746,13,23,2022-11-18T04:10:45Z,1530000,False,1.0,5.0,1,right,N. Powell driving Layup (2 PTS) (J. Wall 1 AST),"[1626181, 202322]",1610612746.0,LAC,driving,,,,,,Restricted Area,0-8 Center,,,,Powell,N. Powell,,,0.52,Made,,,,,2.0,,,,J. Wall,202322.0,1.0,,,
157,PT00M48.80S,2022-11-18T04:07:49.1Z,1,REGULAR,2pt,Jump Shot,[],1630165,23.833771353482263,51.22549019607843,1610612765,13,23,2022-11-18T04:11:04Z,1560000,False,-6.0,172.0,1,left,MISS K. Hayes 17' pullup Shot,[1630165],1610612765.0,DET,pullup,,,,,,Mid-Range,16-24 Center,,,,Hayes,K. Hayes,,,17.16,Missed,,,,,,,,,,,,,,
158,PT00M45.10S,2022-11-18T04:07:52.8Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,13,23,2022-11-18T04:07:56Z,1570000,False,,,0,,I. Zubac REBOUND (Off:2 Def:3),[1627826],1610612746.0,LAC,,,,,,,Mid-Range,16-24 Center,,,,Zubac,I. Zubac,,,,,157.0,5.0,3.0,2.0,,,,,,,,,,
159,PT00M35.50S,2022-11-18T04:08:02.6Z,1,REGULAR,3pt,Jump Shot,[],1629611,67.9862023653088,30.637254901960787,1610612746,13,23,2022-11-18T04:08:09Z,1580000,False,-97.0,248.0,1,right,MISS T. Mann 26' 3PT,[1629611],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,,Mann,T. Mann,,,26.66,Missed,,,,,,,,,,,,,,
160,PT00M32.20S,2022-11-18T04:08:05.9Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,13,23,2022-11-18T04:08:09Z,1590000,False,,,0,,J. Duren REBOUND (Off:3 Def:2),[1631105],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,,Duren,J. Duren,,,,,159.0,5.0,2.0,3.0,,,,,,,,,,
161,PT00M22.40S,2022-11-18T04:08:15.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202692,18.05190538764782,59.31372549019608,1610612765,13,23,2022-11-18T04:08:23Z,1600000,False,-47.0,117.0,1,left,MISS A. Burks 12' pullup Shot,[202692],1610612765.0,DET,pullup,,,,,,In The Paint (Non-RA),8-16 Center,,,,Burks,A. Burks,,,12.61,Missed,,,,,,,,,,,,,,
162,PT00M20.10S,2022-11-18T04:08:17.8Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,13,23,2022-11-18T04:08:17Z,1610000,False,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Batum,N. Batum,,,,,161.0,1.0,1.0,0.0,,,,,,,,,,
163,PT00M01.70S,2022-11-18T04:08:37.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,88.74835742444152,44.36274509803921,1610612746,15,23,2022-11-18T04:08:42Z,1620000,False,-28.0,53.0,1,right,N. Powell 6' driving floating bank Jump Shot (4 PTS),[1626181],1610612746.0,LAC,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,,,,Powell,N. Powell,,,6.03,Made,,,,,4.0,,,,,,,,,
164,PT00M00.00S,2022-11-18T04:08:44.3Z,1,REGULAR,period,end,[],0,,,1610612765,15,23,2022-11-18T04:08:44Z,1630000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-11-18T04:11:01.4Z,2,REGULAR,substitution,out,['startperiod'],1629611,,,1610612765,15,23,2022-11-18T04:11:16Z,1640000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,,,,,,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,
