actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
263,PT03M06.00S,2023-03-28T03:27:34.7Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",201566,9.247700394218143,54.411764705882355,1610612746,54,46,2023-03-28T03:27:46Z,2580000,False,-22.0,34.0,1,left,R. Westbrook running DUNK (6 PTS) (N. Batum 3 AST),"[201566, 201587]",1610612746.0,LAC,running,,,,,,Restricted Area,0-8 Center,4.09,Made,6.0,Westbrook,R. Westbrook,N. Batum,201587.0,3.0,,,,,,,,,,,,,,
265,PT02M56.00S,2023-03-28T03:27:49.1Z,2,REGULAR,foul,personal,[],201587,,,1610612741,54,46,2023-03-28T03:27:55Z,2600000,False,,,0,,N. Batum personal FOUL (1 PF),"[201587, 203897]",1610612746.0,LAC,,,,,,,Above the Break 3,24+ Center,,,,Batum,N. Batum,,,,202058.0,1.0,0.0,LaVine,203897.0,,,,,,,,,
267,PT02M51.00S,2023-03-28T03:28:14.3Z,2,REGULAR,foul,personal,['2freethrow'],202695,,,1610612741,54,46,2023-03-28T03:28:23Z,2620000,False,,,0,,K. Leonard shooting personal FOUL (1 PF) (DeRozan 2 FT),"[202695, 201942]",1610612746.0,LAC,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Leonard,K. Leonard,,,,202058.0,1.0,0.0,DeRozan,201942.0,,,,,,,,,
269,PT02M51.00S,2023-03-28T03:28:37.4Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,54,47,2023-03-28T03:28:37Z,2640000,False,,,0,,D. DeRozan Free Throw 1 of 2 (9 PTS),[201942],1610612741.0,CHI,,,,,,,,,,Made,9.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,
270,PT02M51.00S,2023-03-28T03:28:52.0Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,54,48,2023-03-28T03:28:52Z,2650000,False,,,0,,D. DeRozan Free Throw 2 of 2 (10 PTS),[201942],1610612741.0,CHI,,,,,,,,,,Made,10.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,
271,PT02M26.00S,2023-03-28T03:29:18.0Z,2,REGULAR,3pt,Jump Shot,[],201587,28.95860709592641,81.61764705882354,1610612746,57,48,2023-03-28T03:29:22Z,2660000,False,-158.0,220.0,1,left,N. Batum 27' 3PT  (15 PTS) (K. Leonard 3 AST),"[201587, 202695]",1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,27.07,Made,15.0,Batum,N. Batum,K. Leonard,202695.0,3.0,,,,,,,,,,,,,,
273,PT02M18.00S,2023-03-28T03:29:29.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627826,,,1610612741,57,48,2023-03-28T03:29:36Z,2680000,False,,,0,,I. Zubac shooting personal FOUL (2 PF) (LaVine 2 FT),"[1627826, 203897]",1610612746.0,LAC,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Zubac,I. Zubac,,,,1626300.0,2.0,0.0,LaVine,203897.0,,,,,,,,,
275,PT02M18.00S,2023-03-28T03:29:58.8Z,2,REGULAR,freethrow,1 of 2,[],203897,,,1610612741,57,48,2023-03-28T03:29:58Z,2700000,False,,,0,,MISS Z. LaVine Free Throw 1 of 2,[203897],1610612741.0,CHI,,,,,,,,,,Missed,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
276,PT02M18.00S,2023-03-28T03:29:58.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,57,48,2023-03-28T03:29:58Z,2710000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,275.0,,,,,,,,
277,PT02M18.00S,2023-03-28T03:29:58.8Z,2,REGULAR,freethrow,2 of 2,[],203897,,,1610612741,57,48,2023-03-28T03:30:16Z,2720000,False,,,0,,MISS Z. LaVine Free Throw 2 of 2,[203897],1610612741.0,CHI,,,,,,,,,,Missed,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
278,PT02M15.00S,2023-03-28T03:30:01.8Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,57,48,2023-03-28T03:30:16Z,2730000,False,,,0,,I. Zubac REBOUND (Off:0 Def:4),[1627826],1610612746.0,LAC,,,,,,,,,,,,Zubac,I. Zubac,,,,,,,,,277.0,4.0,4.0,0.0,,,,,
279,PT01M58.00S,2023-03-28T03:30:32.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,17.526281208935615,38.23529411764706,1610612746,57,48,2023-03-28T03:30:43Z,2740000,False,59.0,112.0,1,left,MISS R. Westbrook 12' turnaround fadeaway Shot,[201566],1610612746.0,LAC,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,12.67,Missed,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,
280,PT01M54.00S,2023-03-28T03:30:36.8Z,2,REGULAR,rebound,offensive,[],202695,,,1610612746,57,48,2023-03-28T03:30:43Z,2750000,False,,,0,,K. Leonard REBOUND (Off:1 Def:4),[202695],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Leonard,K. Leonard,,,,,,,,,279.0,5.0,4.0,1.0,,,,,
282,PT01M41.00S,2023-03-28T03:31:14.6Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612746,57,48,2023-03-28T03:31:45Z,2770000,False,,,0,,LAC shot clock Team TURNOVER,[],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Center,,,,,,,,,202058.0,,,,,,,,,,,,,
283,PT01M21.00S,2023-03-28T03:31:43.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201942,79.41852825229961,77.45098039215686,1610612741,57,48,2023-03-28T03:31:48Z,2780000,False,137.0,141.0,1,right,MISS D. DeRozan 19' pullup Shot,[201942],1610612741.0,CHI,pullup,,,,,,Mid-Range,16-24 Right Center,19.68,Missed,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,
284,PT01M19.00S,2023-03-28T03:31:45.9Z,2,REGULAR,rebound,defensive,[],201566,,,1610612746,57,48,2023-03-28T03:31:45Z,2790000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:2),[201566],1610612746.0,LAC,,,,,,,Mid-Range,16-24 Right Center,,,,Westbrook,R. Westbrook,,,,,,,,,283.0,2.0,2.0,0.0,,,,,
285,PT01M13.00S,2023-03-28T03:31:51.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201566,7.539421813403408,51.71568627450981,1610612746,59,48,2023-03-28T03:32:02Z,2800000,False,-9.0,18.0,1,left,R. Westbrook running finger roll Layup (8 PTS),[201566],1610612746.0,LAC,running finger roll,,,,,,Restricted Area,0-8 Center,2.03,Made,8.0,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,
286,PT00M57.20S,2023-03-28T03:32:11.6Z,2,REGULAR,2pt,Jump Shot,[],203897,84.1491458607096,67.40196078431373,1610612741,59,50,2023-03-28T03:32:15Z,2810000,False,87.0,96.0,1,right,Z. LaVine 12' step back Jump Shot (12 PTS) (N. Vucevic 4 AST),"[203897, 202696]",1610612741.0,CHI,step back,,,,,,Mid-Range,8-16 Right,12.99,Made,12.0,LaVine,Z. LaVine,N. Vucevic,202696.0,4.0,,,,,,,,,,,,,,
288,PT00M42.50S,2023-03-28T03:32:26.3Z,2,REGULAR,2pt,Jump Shot,[],202695,24.227989487516425,71.07843137254902,1610612746,59,50,2023-03-28T03:34:46Z,2830000,False,-105.0,175.0,1,left,MISS K. Leonard 20' pullup Shot,[202695],1610612746.0,LAC,pullup,,,,,,Mid-Range,16-24 Left Center,20.45,Missed,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,
289,PT00M38.80S,2023-03-28T03:32:30.0Z,2,REGULAR,rebound,defensive,[],203897,,,1610612741,59,50,2023-03-28T03:32:34Z,2840000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:3),[203897],1610612741.0,CHI,,,,,,,Mid-Range,16-24 Left Center,,,,LaVine,Z. LaVine,,,,,,,,,288.0,3.0,3.0,0.0,,,,,
290,PT00M36.10S,2023-03-28T03:32:33.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203897,90.19382391590013,51.96078431372549,1610612741,59,52,2023-03-28T03:32:43Z,2850000,False,10.0,40.0,1,right,Z. LaVine running Layup (14 PTS),[203897],1610612741.0,CHI,running,,,,,,Restricted Area,0-8 Center,4.09,Made,14.0,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
291,PT00M22.70S,2023-03-28T03:32:48.7Z,2,REGULAR,3pt,Jump Shot,[],201569,31.980946123521676,25.24509803921569,1610612746,62,52,2023-03-28T03:32:54Z,2860000,False,124.0,248.0,1,left,E. Gordon 27' 3PT  (16 PTS) (N. Batum 4 AST),"[201569, 201587]",1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,27.73,Made,16.0,Gordon,E. Gordon,N. Batum,201587.0,4.0,,,,,,,,,,,,,,
293,PT00M03.60S,2023-03-28T03:33:14.2Z,2,REGULAR,3pt,Jump Shot,[],202696,70.74572930354796,73.2843137254902,1610612741,62,55,2023-03-28T03:33:18Z,2880000,False,116.0,222.0,1,right,N. Vucevic 25' 3PT  (14 PTS) (D. DeRozan 4 AST),"[202696, 201942]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,25.11,Made,14.0,Vucevic,N. Vucevic,D. DeRozan,201942.0,4.0,,,,,,,,,,,,,,
295,PT00M00.40S,2023-03-28T03:33:23.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201569,12.270039421813408,48.0392156862745,1610612746,62,55,2023-03-28T03:35:38Z,2900000,False,10.0,63.0,1,left,MISS E. Gordon 6' driving finger roll Layup,[201569],1610612746.0,LAC,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,6.36,Missed,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,
296,PT00M00.10S,2023-03-28T03:33:23.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,62,55,2023-03-28T03:33:48Z,2910000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,295.0,,,,,,,,
297,PT00M00.00S,2023-03-28T03:33:26.0Z,2,REGULAR,period,end,[],0,,,1610612746,62,55,2023-03-28T03:33:26Z,2920000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT12M00.00S,2023-03-28T03:48:37.9Z,3,REGULAR,period,start,[],0,,,1610612746,62,55,2023-03-28T03:48:40Z,2930000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT11M50.00S,2023-03-28T03:48:47.7Z,3,REGULAR,3pt,Jump Shot,[],201569,73.242444152431,85.5392156862745,1610612746,62,55,2023-03-28T03:48:54Z,2940000,False,178.0,199.0,1,right,MISS E. Gordon 26' 3PT,[201569],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,26.68,Missed,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,
300,PT11M46.00S,2023-03-28T03:48:51.3Z,3,REGULAR,rebound,offensive,[],201566,,,1610612746,62,55,2023-03-28T03:48:51Z,2950000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:2),[201566],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,,,,Westbrook,R. Westbrook,,,,,,,,,299.0,3.0,2.0,1.0,,,,,
301,PT11M42.00S,2023-03-28T03:48:55.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202695,71.27135348226018,21.813725490196077,1610612746,62,55,2023-03-28T03:48:59Z,2960000,False,-141.0,218.0,1,right,MISS K. Leonard 25' 3PT,[202695],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,25.92,Missed,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,
302,PT11M39.00S,2023-03-28T03:48:58.1Z,3,REGULAR,rebound,defensive,[],203897,,,1610612741,62,55,2023-03-28T03:48:59Z,2970000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:4),[203897],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,,LaVine,Z. LaVine,,,,,,,,,301.0,4.0,4.0,0.0,,,,,
303,PT11M33.00S,2023-03-28T03:49:08.9Z,3,REGULAR,foul,personal,[],201587,,,1610612741,62,55,2023-03-28T03:49:31Z,2980000,False,,,0,,N. Batum personal FOUL (2 PF),"[201587, 201942]",1610612746.0,LAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Batum,N. Batum,,,,202058.0,2.0,0.0,DeRozan,201942.0,,,,,,,,,
305,PT11M18.00S,2023-03-28T03:49:36.8Z,3,REGULAR,3pt,Jump Shot,[],203897,27.90735873850197,84.80392156862746,1610612741,62,55,2023-03-28T03:49:47Z,3000000,False,-174.0,210.0,1,left,MISS Z. LaVine 27' 3PT,[203897],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,27.26,Missed,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
306,PT11M11.00S,2023-03-28T03:49:43.8Z,3,REGULAR,rebound,offensive,[],203897,,,1610612741,62,55,2023-03-28T03:51:50Z,3010000,False,,,0,,Z. LaVine REBOUND (Off:1 Def:4),[203897],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,,LaVine,Z. LaVine,,,,,,,,,305.0,5.0,4.0,1.0,,,,,
307,PT11M06.00S,2023-03-28T03:49:49.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201976,23.04533508541394,90.44117647058823,1610612741,62,55,2023-03-28T03:49:54Z,3020000,False,-202.0,164.0,1,left,MISS P. Beverley 26' 3PT,[201976],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,26.04,Missed,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,
308,PT11M01.00S,2023-03-28T03:49:54.3Z,3,REGULAR,rebound,defensive,[],201566,,,1610612746,62,55,2023-03-28T03:49:54Z,3030000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:3),[201566],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,,Westbrook,R. Westbrook,,,,,,,,,307.0,4.0,3.0,1.0,,,,,
309,PT10M56.00S,2023-03-28T03:49:58.1Z,3,REGULAR,3pt,Jump Shot,[],201569,73.63666228646518,88.97058823529412,1610612746,62,55,2023-03-28T03:50:05Z,3040000,False,195.0,195.0,1,right,MISS E. Gordon 27' 3PT,[201569],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,27.59,Missed,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,
310,PT10M53.00S,2023-03-28T03:50:02.3Z,3,REGULAR,rebound,offensive,[],1627826,,,1610612746,62,55,2023-03-28T03:50:02Z,3050000,False,,,0,,I. Zubac REBOUND (Off:1 Def:4),[1627826],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,,,,Zubac,I. Zubac,,,,,,,,,309.0,5.0,4.0,1.0,,,,,
311,PT10M51.00S,2023-03-28T03:50:08.4Z,3,REGULAR,foul,offensive,[],202695,,,1610612746,62,55,2023-03-28T03:50:22Z,3060000,False,,,0,,K. Leonard charge offensive FOUL (2 PF),"[202695, 201976]",1610612746.0,LAC,charge,,,,,,In The Paint (Non-RA),8-16 Center,,,,Leonard,K. Leonard,,,,202058.0,2.0,0.0,Beverley,201976.0,,,,,,,,,
313,PT10M51.00S,2023-03-28T03:50:08.4Z,3,REGULAR,turnover,offensive foul,[],202695,,,1610612746,62,55,2023-03-28T03:50:08Z,3080000,False,,,0,,K. Leonard offensive foul TURNOVER (1 TO),[202695],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Leonard,K. Leonard,,,,202058.0,,,,,,,,,,,1.0,,
314,PT10M40.00S,2023-03-28T03:50:33.9Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],201942,21.0742444152431,47.30392156862745,1610612741,62,57,2023-03-28T03:50:42Z,3090000,False,13.0,146.0,1,left,D. DeRozan 14' turnaround Jump Shot (12 PTS),[201942],1610612741.0,CHI,turnaround,,,,,,Mid-Range,8-16 Center,14.62,Made,12.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,
315,PT10M40.00S,2023-03-28T03:50:40.6Z,3,REGULAR,foul,personal,['1freethrow'],201569,,,1610612741,62,57,2023-03-28T03:50:53Z,3100000,False,,,0,,E. Gordon shooting personal FOUL (2 PF) (DeRozan 1 FT),"[201569, 201942]",1610612746.0,LAC,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,,Gordon,E. Gordon,,,,1628171.0,2.0,0.0,DeRozan,201942.0,,,,,,,,,
317,PT10M40.00S,2023-03-28T03:50:54.0Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],201942,,,1610612741,62,58,2023-03-28T03:50:54Z,3120000,False,,,0,,D. DeRozan Free Throw 1 of 1 (13 PTS),[201942],1610612741.0,CHI,,,,,,,,,,Made,13.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,
318,PT10M28.00S,2023-03-28T03:51:07.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201566,92.82194480946123,45.833333333333336,1610612746,64,58,2023-03-28T03:51:11Z,3130000,False,-21.0,15.0,1,right,R. Westbrook driving Layup (10 PTS),[201566],1610612746.0,LAC,driving,,,,,,Restricted Area,0-8 Center,2.56,Made,10.0,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,
319,PT10M13.00S,2023-03-28T03:51:21.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,18.577529566360056,47.05882352941176,1610612741,64,60,2023-03-28T03:51:26Z,3140000,False,15.0,122.0,1,left,D. DeRozan 12' turnaround Jump Shot (15 PTS),[201942],1610612741.0,CHI,turnaround,,,,,,In The Paint (Non-RA),8-16 Center,12.3,Made,15.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,
320,PT10M02.00S,2023-03-28T03:51:37.5Z,3,REGULAR,foul,personal,[],201976,,,1610612746,64,60,2023-03-28T03:51:52Z,3150000,False,,,0,,P. Beverley personal FOUL (2 PF),"[201976, 202695]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,,,,Beverley,P. Beverley,,,,202058.0,2.0,0.0,Leonard,202695.0,,,,,,,,,
322,PT09M52.00S,2023-03-28T03:51:59.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,91.63929040735874,53.67647058823529,1610612746,66,60,2023-03-28T03:52:04Z,3170000,False,18.0,26.0,1,right,I. Zubac cutting DUNK (6 PTS) (K. Leonard 4 AST),"[1627826, 202695]",1610612746.0,LAC,cutting,,,,,,Restricted Area,0-8 Center,3.19,Made,6.0,Zubac,I. Zubac,K. Leonard,202695.0,4.0,,,,,,,,,,,,,,
324,PT09M29.00S,2023-03-28T03:52:21.8Z,3,REGULAR,2pt,Jump Shot,[],203897,8.722076215505908,10.294117647058826,1610612741,66,60,2023-03-28T03:52:28Z,3190000,False,199.0,29.0,1,left,MISS Z. LaVine 20' fadeaway Shot,[203897],1610612741.0,CHI,fadeaway,,,,,,Mid-Range,16-24 Right,20.07,Missed,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
325,PT09M27.00S,2023-03-28T03:52:23.8Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,66,60,2023-03-28T03:52:28Z,3200000,False,,,0,,I. Zubac REBOUND (Off:1 Def:5),[1627826],1610612746.0,LAC,,,,,,,Mid-Range,16-24 Right,,,,Zubac,I. Zubac,,,,,,,,,324.0,6.0,5.0,1.0,,,,,
326,PT09M13.00S,2023-03-28T03:52:38.7Z,3,REGULAR,3pt,Jump Shot,[],201587,89.79960578186596,96.32352941176471,1610612746,69,60,2023-03-28T03:52:43Z,3210000,False,232.0,43.0,1,right,N. Batum 3PT  (18 PTS) (K. Leonard 5 AST),"[201587, 202695]",1610612746.0,LAC,,,,,,,Right Corner 3,24+ Right,23.56,Made,18.0,Batum,N. Batum,K. Leonard,202695.0,5.0,,,,,,,,,,,,,,
328,PT08M55.00S,2023-03-28T03:52:55.8Z,3,REGULAR,turnover,lost ball,[],201942,,,1610612741,69,60,2023-03-28T03:53:00Z,3230000,False,,,0,,D. DeRozan lost ball TURNOVER (2 TO),"[201942, 202695]",1610612741.0,CHI,,,,,,,Mid-Range,16-24 Left Center,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,2.0,Leonard,202695.0
329,PT08M55.00S,2023-03-28T03:52:55.8Z,3,REGULAR,steal,,[],202695,,,1610612746,69,60,2023-03-28T03:52:58Z,3240000,False,,,0,,K. Leonard STEAL (1 STL),[202695],1610612746.0,LAC,,,,,,,Mid-Range,16-24 Left Center,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,
330,PT08M51.00S,2023-03-28T03:52:59.4Z,3,REGULAR,turnover,bad pass,[],201587,,,1610612746,69,60,2023-03-28T03:53:03Z,3250000,False,,,0,,N. Batum bad pass TURNOVER (1 TO),"[201587, 201976]",1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,,,,Batum,N. Batum,,,,,,,,,,,,,,,1.0,Beverley,201976.0
331,PT08M51.00S,2023-03-28T03:52:59.4Z,3,REGULAR,steal,,[],201976,,,1610612741,69,60,2023-03-28T03:53:01Z,3260000,False,,,0,,P. Beverley STEAL (2 STL),[201976],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,
332,PT08M49.00S,2023-03-28T03:53:05.3Z,3,REGULAR,turnover,traveling,[],203897,,,1610612741,69,60,2023-03-28T03:53:12Z,3270000,False,,,0,,Z. LaVine traveling TURNOVER (2 TO),[203897],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,LaVine,Z. LaVine,,,,1628171.0,,,,,,,,,,,2.0,,
333,PT08M47.00S,2023-03-28T03:53:42.8Z,3,REGULAR,foul,technical,['1freethrow'],201942,,,1610612746,69,60,2023-03-28T03:54:12Z,3280000,False,,,0,,D. DeRozan technical FOUL (1 Tech),[201942],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,,DeRozan,D. DeRozan,,,,1628171.0,0.0,1.0,,,,,,,,,,,
334,PT08M47.00S,2023-03-28T03:53:54.7Z,3,REGULAR,freethrow,1 of 1,[],202695,,,1610612746,70,60,2023-03-28T03:53:54Z,3290000,False,,,0,,K. Leonard technical Free Throw 1 of 1 (8 PTS),[202695],1610612746.0,LAC,technical,,,,,,,,,Made,8.0,Leonard,K. Leonard,,,,,,,,,,,,,,,,,
336,PT08M36.00S,2023-03-28T03:54:28.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201569,93.95532194480946,2.4280024509803866,1610612746,73,60,2023-03-28T03:54:34Z,3310000,False,-238.0,4.0,1,right,E. Gordon 3PT  (19 PTS) (R. Westbrook 6 AST),"[201569, 201566]",1610612746.0,LAC,,,,,,,Left Corner 3,24+ Left,23.79,Made,19.0,Gordon,E. Gordon,R. Westbrook,201566.0,6.0,,,,,,,,,,,,,,
338,PT08M17.00S,2023-03-28T03:54:47.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630172,11.613009198423129,55.3921568627451,1610612741,73,62,2023-03-28T03:54:52Z,3330000,False,-27.0,57.0,1,left,P. Williams 6' cutting DUNK (9 PTS) (N. Vucevic 5 AST),"[1630172, 202696]",1610612741.0,CHI,cutting,,,,,,In The Paint (Non-RA),0-8 Center,6.28,Made,9.0,Williams,P. Williams,N. Vucevic,202696.0,5.0,,,,,,,,,,,,,,
340,PT08M08.00S,2023-03-28T03:54:57.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202695,89.53679369250986,52.450980392156865,1610612746,75,62,2023-03-28T03:55:02Z,3350000,False,12.0,46.0,1,right,K. Leonard driving Layup (10 PTS),[202695],1610612746.0,LAC,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.75,Made,10.0,Leonard,K. Leonard,,,,,,,,,,,,,,,,,
342,PT07M40.00S,2023-03-28T03:55:24.5Z,3,REGULAR,3pt,Jump Shot,[],201976,7.013797634691201,95.58823529411765,1610612741,75,62,2023-03-28T03:55:29Z,3370000,False,-228.0,13.0,1,left,MISS P. Beverley step back 3PT,[201976],1610612741.0,CHI,step back,,,,,,Left Corner 3,24+ Left,22.83,Missed,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,
343,PT07M38.00S,2023-03-28T03:55:26.5Z,3,REGULAR,rebound,defensive,[],202695,,,1610612746,75,62,2023-03-28T03:55:29Z,3380000,False,,,0,,K. Leonard REBOUND (Off:1 Def:5),[202695],1610612746.0,LAC,,,,,,,Left Corner 3,24+ Left,,,,Leonard,K. Leonard,,,,,,,,,342.0,6.0,5.0,1.0,,,,,
344,PT07M29.00S,2023-03-28T03:55:38.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,92.95335085413929,50.49019607843137,1610612746,77,62,2023-03-28T03:55:47Z,3390000,False,2.0,14.0,1,right,I. Zubac reverse Layup (8 PTS) (K. Leonard 6 AST),"[1627826, 202695]",1610612746.0,LAC,reverse,,,,,,Restricted Area,0-8 Center,1.39,Made,8.0,Zubac,I. Zubac,K. Leonard,202695.0,6.0,,,,,,,,,,,,,,
346,PT07M29.00S,2023-03-28T03:55:42.8Z,3,REGULAR,foul,personal,['1freethrow'],202696,,,1610612746,77,62,2023-03-28T03:55:51Z,3410000,False,,,0,,N. Vucevic shooting personal FOUL (1 PF) (Zubac 1 FT),"[202696, 1627826]",1610612741.0,CHI,shooting,,,,,,Restricted Area,0-8 Center,,,,Vucevic,N. Vucevic,,,,1628171.0,1.0,0.0,Zubac,1627826.0,,,,,,,,,
348,PT07M29.00S,2023-03-28T03:56:03.5Z,3,REGULAR,freethrow,1 of 1,[],1627826,,,1610612746,77,62,2023-03-28T03:56:05Z,3430000,False,,,0,,MISS I. Zubac Free Throw 1 of 1,[1627826],1610612746.0,LAC,,,,,,,,,,Missed,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,
349,PT07M26.00S,2023-03-28T03:56:06.5Z,3,REGULAR,rebound,defensive,[],201942,,,1610612741,77,62,2023-03-28T03:56:05Z,3440000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:4),[201942],1610612741.0,CHI,,,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,348.0,4.0,4.0,0.0,,,,,
350,PT07M08.00S,2023-03-28T03:56:21.7Z,3,REGULAR,2pt,Jump Shot,[],1630172,15.949408672798953,31.372549019607845,1610612741,77,64,2023-03-28T03:56:29Z,3450000,False,93.0,97.0,1,left,P. Williams 13' pullup bank Jump Shot (11 PTS) (Z. LaVine 2 AST),"[1630172, 203897]",1610612741.0,CHI,pullup bank,,,,,,Mid-Range,8-16 Right,13.47,Made,11.0,Williams,P. Williams,Z. LaVine,203897.0,2.0,,,,,,,,,,,,,,
