actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-24T02:42:14.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-24T02:42:14Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-03-24T02:42:18.1Z,1,REGULAR,jumpball,recovered,[],1630581,,,1610612760,0,0,2023-03-24T02:42:18Z,40000,False,,,0,,Jump Ball J. Williams vs. I. Zubac: Tip to J. Giddey,"[1630581, 1631119, 1627826]",1610612760.0,OKC,startperiod,J. Giddey,1630581.0,Giddey,J. Giddey,Williams,1631119.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2023-03-24T02:42:26.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,12.401445466491452,44.85294117647059,1610612760,0,2,2023-03-24T02:42:31Z,70000,False,26.0,64.0,1,left,J. Giddey 6' driving floating Jump Shot (2 PTS),[1630581],1610612760.0,OKC,driving floating,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,6.91,Made,2.0,,,,,,,,,,,,,,,,,
9,PT11M24.00S,2023-03-24T02:43:03.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,93.74178712220763,53.92156862745098,1610612746,0,2,2023-03-24T02:43:09Z,90000,False,20.0,6.0,1,right,MISS E. Gordon driving Layup,[201569],1610612746.0,LAC,driving,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,2.06,Missed,,,,,,,,,,,,,,,,,,
10,PT11M22.00S,2023-03-24T02:43:05.0Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,0,2,2023-03-24T02:43:09Z,100000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,
11,PT11M15.00S,2023-03-24T02:43:12.2Z,1,REGULAR,3pt,Jump Shot,[],1631119,32.24375821287779,59.55882352941176,1610612760,0,2,2023-03-24T02:43:17Z,110000,False,-48.0,251.0,1,left,MISS J. Williams 25' 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,25.51,Missed,,,,,,,,,,,,,,,,,,
12,PT11M11.00S,2023-03-24T02:43:16.2Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,0,2,2023-03-24T02:43:17Z,120000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Center,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,
13,PT10M51.00S,2023-03-24T02:43:36.5Z,1,REGULAR,2pt,Jump Shot,[],202695,78.36727989487517,34.803921568627445,1610612746,2,2,2023-03-24T02:43:40Z,130000,False,-76.0,151.0,1,right,K. Leonard 16' pullup Jump Shot (2 PTS) (R. Westbrook 1 AST),"[202695, 201566]",1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Left Center,16.89,Made,2.0,,,,,R. Westbrook,201566.0,1.0,,,,,,,,,,
15,PT10M38.00S,2023-03-24T02:43:49.0Z,1,REGULAR,turnover,bad pass,[],1628983,,,1610612760,2,2,2023-03-24T02:43:56Z,150000,False,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (1 TO),"[1628983, 202695]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Center,,,,,,,,,,,1.0,Leonard,202695.0,,,,,,,
16,PT10M38.00S,2023-03-24T02:43:49.0Z,1,REGULAR,steal,,[],202695,,,1610612746,2,2,2023-03-24T02:43:51Z,160000,False,,,0,,K. Leonard STEAL (1 STL),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
