actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
357,PT08M03.00S,2023-12-02T04:35:10.1Z,3,REGULAR,block,,[],1629008,,,1610612756,70,79,2023-12-02T04:35:12Z,3540000,False,,,0,,M. Porter Jr. BLOCK (1 BLK),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
358,PT08M01.00S,2023-12-02T04:35:12.1Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,70,79,2023-12-02T04:35:24Z,3550000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:5),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,356.0,,,,,,,,5.0,5.0,0.0,,,
359,PT07M57.00S,2023-12-02T04:35:16.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203200,69.07030223390277,75.0,1610612743,70,82,2023-12-02T04:38:37Z,3560000,False,125.0,238.0,1,right,J. Holiday 26' 3PT running (13 PTS) (M. Porter Jr. 3 AST),"[203200, 1629008]",1610612743.0,DEN,running,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,26.9,Made,13.0,M. Porter Jr.,1629008.0,3.0,,,,,,,,,,,,,,
361,PT07M41.00S,2023-12-02T04:35:31.7Z,3,REGULAR,turnover,lost ball,[],201569,,,1610612756,70,82,2023-12-02T04:35:35Z,3580000,False,,,0,,E. Gordon lost ball TURNOVER (2 TO),"[201569, 203484]",1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,2.0,Caldwell-Pope,203484.0
362,PT07M41.00S,2023-12-02T04:35:31.7Z,3,REGULAR,steal,,[],203484,,,1610612743,70,82,2023-12-02T04:35:33Z,3590000,False,,,0,,K. Caldwell-Pope STEAL (3 STL),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
363,PT07M37.00S,2023-12-02T04:35:36.2Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'fromturnover']",1629008,86.02168199737189,16.666666666666664,1610612743,70,82,2023-12-02T04:39:21Z,3600000,False,-167.0,79.0,1,right,MISS M. Porter Jr. 18' running pullup Shot,[1629008],1610612743.0,DEN,running pullup,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left,18.44,Missed,,,,,,,,,,,,,,,,,,
364,PT07M33.00S,2023-12-02T04:35:40.2Z,3,REGULAR,rebound,defensive,[],203994,,,1610612756,70,82,2023-12-02T04:35:43Z,3610000,False,,,0,,J. Nurkic REBOUND (Off:2 Def:2),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Mid-Range,16-24 Left,,,,,,,363.0,,,,,,,,4.0,2.0,2.0,,,
365,PT07M27.00S,2023-12-02T04:35:46.4Z,3,REGULAR,3pt,Jump Shot,[],201569,19.92444152431012,4.166666666666666,1610612756,73,82,2023-12-02T04:35:51Z,3620000,False,229.0,135.0,1,left,E. Gordon 26' 3PT  (16 PTS) (K. Durant 7 AST),"[201569, 201142]",1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,26.59,Made,16.0,K. Durant,201142.0,7.0,,,,,,,,,,,,,,
367,PT07M27.00S,2023-12-02T04:35:51.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,73,82,2023-12-02T04:35:51Z,3640000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT07M13.00S,2023-12-02T04:39:32.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203999,94.30026281208936,52.450980392156865,1610612743,73,84,2023-12-02T04:39:41Z,3650000,False,12.0,1.0,1,right,N. Jokic reverse Layup (10 PTS) (R. Jackson 3 AST),"[203999, 202704]",1610612743.0,DEN,reverse,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,1.23,Made,10.0,R. Jackson,202704.0,3.0,,,,,,,,,,,,,,
370,PT07M00.00S,2023-12-02T04:39:49.1Z,3,REGULAR,foul,personal,['2freethrow'],202704,,,1610612756,73,84,2023-12-02T04:40:10Z,3670000,False,,,0,,R. Jackson shooting personal FOUL (3 PF) (Allen 2 FT),"[202704, 1628960]",1610612743.0,DEN,shooting,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,203592.0,3.0,0.0,Allen,1628960.0,,,,,,,,
372,PT07M00.00S,2023-12-02T04:40:12.6Z,3,REGULAR,freethrow,1 of 2,[],1628960,,,1610612756,74,84,2023-12-02T04:40:12Z,3690000,False,,,0,,G. Allen Free Throw 1 of 2 (5 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
373,PT07M00.00S,2023-12-02T04:40:32.2Z,3,REGULAR,freethrow,2 of 2,[],1628960,,,1610612756,75,84,2023-12-02T04:40:32Z,3700000,False,,,0,,G. Allen Free Throw 2 of 2 (6 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
374,PT06M37.00S,2023-12-02T04:40:56.2Z,3,REGULAR,2pt,Jump Shot,[],203999,95.0886990801577,77.94117647058823,1610612743,75,86,2023-12-02T04:41:01Z,3710000,False,140.0,-6.0,1,right,N. Jokic 13' step back Jump Shot (12 PTS),[203999],1610612743.0,DEN,step back,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Right,13.98,Made,12.0,,,,,,,,,,,,,,,,,
375,PT06M19.00S,2023-12-02T04:41:17.4Z,3,REGULAR,foul,personal,['2freethrow'],203200,,,1610612756,75,86,2023-12-02T04:41:43Z,3720000,False,,,0,,J. Holiday shooting personal FOUL (2 PF) (Durant 2 FT),"[203200, 201142]",1610612743.0,DEN,shooting,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,,,,,,,,202026.0,2.0,0.0,Durant,201142.0,,,,,,,,
377,PT06M19.00S,2023-12-02T04:41:44.0Z,3,REGULAR,freethrow,1 of 2,[],201142,,,1610612756,76,86,2023-12-02T04:41:44Z,3740000,False,,,0,,K. Durant Free Throw 1 of 2 (23 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,23.0,,,,,,,,,,,,,,,,,
378,PT06M19.00S,2023-12-02T04:41:51.4Z,3,REGULAR,substitution,out,[],202704,,,1610612756,76,86,2023-12-02T04:41:54Z,3750000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT06M19.00S,2023-12-02T04:41:51.4Z,3,REGULAR,substitution,in,[],1631128,,,1610612756,76,86,2023-12-02T04:41:54Z,3760000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT06M19.00S,2023-12-02T04:41:55.5Z,3,REGULAR,substitution,out,[],1628966,,,1610612756,76,86,2023-12-02T04:42:01Z,3770000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT06M19.00S,2023-12-02T04:41:55.5Z,3,REGULAR,substitution,out,[],201569,,,1610612756,76,86,2023-12-02T04:42:01Z,3780000,False,,,0,,SUB out: E. Gordon,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT06M19.00S,2023-12-02T04:41:55.5Z,3,REGULAR,substitution,in,[],1629642,,,1610612756,76,86,2023-12-02T04:42:01Z,3790000,False,,,0,,SUB in: N. Little,[1629642],1610612756.0,PHX,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT06M19.00S,2023-12-02T04:41:55.5Z,3,REGULAR,substitution,in,[],1630692,,,1610612756,76,86,2023-12-02T04:42:01Z,3800000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT06M19.00S,2023-12-02T04:42:03.6Z,3,REGULAR,freethrow,2 of 2,[],201142,,,1610612756,77,86,2023-12-02T04:42:03Z,3810000,False,,,0,,K. Durant Free Throw 2 of 2 (24 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,24.0,,,,,,,,,,,,,,,,,
385,PT06M08.00S,2023-12-02T04:42:16.2Z,3,REGULAR,turnover,lost ball,[],203999,,,1610612743,77,86,2023-12-02T04:42:20Z,3820000,False,,,0,,N. Jokic lost ball TURNOVER (3 TO),"[203999, 1628960]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,3.0,Allen,1628960.0
386,PT06M08.00S,2023-12-02T04:42:16.2Z,3,REGULAR,steal,,[],1628960,,,1610612756,77,86,2023-12-02T04:42:17Z,3830000,False,,,0,,G. Allen STEAL (1 STL),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
387,PT06M03.00S,2023-12-02T04:42:20.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628960,5.338370565045992,51.225490196078425,1610612756,79,86,2023-12-02T04:42:49Z,3840000,False,-6.0,-2.0,1,left,G. Allen running Layup (8 PTS),[1628960],1610612756.0,PHX,running,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,0.65,Made,8.0,,,,,,,,,,,,,,,,,
388,PT05M53.00S,2023-12-02T04:42:33.8Z,3,REGULAR,violation,kicked ball,[],203994,,,1610612743,79,86,2023-12-02T04:42:40Z,3850000,False,,,0,,J. Nurkic kicked ball VIOLATION,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,203592.0,,,,,,,,,,,,
389,PT05M53.00S,2023-12-02T04:42:39.5Z,3,REGULAR,substitution,out,[],203200,,,1610612743,79,86,2023-12-02T04:42:41Z,3860000,False,,,0,,SUB out: J. Holiday,[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT05M53.00S,2023-12-02T04:42:39.5Z,3,REGULAR,substitution,in,[],1631212,,,1610612743,79,86,2023-12-02T04:42:41Z,3870000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT05M41.00S,2023-12-02T04:43:00.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203999,88.38699080157687,44.36274509803921,1610612743,79,86,2023-12-02T04:43:05Z,3880000,False,-28.0,57.0,1,right,MISS N. Jokic 6' turnaround Hook,[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,6.33,Missed,,,,,,,,,,,,,,,,,,
392,PT05M39.00S,2023-12-02T04:43:02.1Z,3,REGULAR,rebound,offensive,[],1629008,,,1610612743,79,86,2023-12-02T04:43:02Z,3890000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:5),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,391.0,,,,,,,,6.0,5.0,1.0,,,
393,PT05M30.00S,2023-12-02T04:43:11.4Z,3,REGULAR,2pt,Hook,['2ndchance'],203999,94.95729303547962,74.26470588235294,1610612743,79,88,2023-12-02T04:43:16Z,3900000,False,121.0,-5.0,1,right,N. Jokic 12' turnaround Hook (14 PTS),[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Right,12.14,Made,14.0,,,,,,,,,,,,,,,,,
394,PT05M09.00S,2023-12-02T04:43:32.6Z,3,REGULAR,3pt,Jump Shot,[],203994,26.62614980289093,82.1078431372549,1610612756,79,88,2023-12-02T04:43:36Z,3910000,False,-161.0,198.0,1,left,MISS J. Nurkic 25' 3PT,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,25.47,Missed,,,,,,,,,,,,,,,,,,
395,PT05M07.00S,2023-12-02T04:43:34.6Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,79,88,2023-12-02T04:43:36Z,3920000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:6),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,394.0,,,,,,,,7.0,6.0,1.0,,,
396,PT04M56.00S,2023-12-02T04:43:45.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,91.27792378449409,61.51960784313726,1610612743,79,88,2023-12-02T04:43:50Z,3930000,False,58.0,29.0,1,right,MISS N. Jokic 6' Jump Shot - blocked,"[203999, 201142]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,6.47,Missed,,,,,,,,,,,Durant,201142.0,,,,,,
397,PT04M56.00S,2023-12-02T04:43:45.5Z,3,REGULAR,block,,[],201142,,,1610612743,79,88,2023-12-02T04:43:47Z,3940000,False,,,0,,K. Durant BLOCK (2 BLK),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
398,PT04M54.00S,2023-12-02T04:43:47.5Z,3,REGULAR,rebound,defensive,[],1628960,,,1610612756,79,88,2023-12-02T04:43:50Z,3950000,False,,,0,,G. Allen REBOUND (Off:0 Def:5),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,396.0,,,,,,,,5.0,5.0,0.0,,,
399,PT04M44.00S,2023-12-02T04:43:59.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203994,6.389618922470433,47.794117647058826,1610612756,81,88,2023-12-02T04:44:04Z,3960000,False,11.0,8.0,1,left,J. Nurkic cutting Layup (20 PTS) (K. Durant 8 AST),"[203994, 201142]",1610612756.0,PHX,cutting,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,1.34,Made,20.0,K. Durant,201142.0,8.0,,,,,,,,,,,,,,
401,PT04M44.00S,2023-12-02T04:44:04.0Z,3,REGULAR,foul,personal,['1freethrow'],1629008,,,1610612756,81,88,2023-12-02T04:44:29Z,3980000,False,,,0,,M. Porter Jr. shooting personal FOUL (1 PF) (Nurkic 1 FT),"[1629008, 203994]",1610612743.0,DEN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,203592.0,1.0,0.0,Nurkic,203994.0,,,,,,,,
403,PT04M44.00S,2023-12-02T04:44:30.6Z,3,REGULAR,freethrow,1 of 1,[],203994,,,1610612756,82,88,2023-12-02T04:44:30Z,4000000,False,,,0,,J. Nurkic Free Throw 1 of 1 (21 PTS),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
404,PT04M31.00S,2023-12-02T04:44:41.3Z,3,REGULAR,3pt,Jump Shot,[],1629008,69.85873850197109,72.05882352941177,1610612743,82,88,2023-12-02T04:44:45Z,4010000,False,110.0,231.0,1,right,MISS M. Porter Jr. 25' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,25.58,Missed,,,,,,,,,,,,,,,,,,
405,PT04M29.00S,2023-12-02T04:44:43.3Z,3,REGULAR,rebound,defensive,[],203994,,,1610612756,82,88,2023-12-02T04:44:45Z,4020000,False,,,0,,J. Nurkic REBOUND (Off:2 Def:3),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Right Center,,,,,,,404.0,,,,,,,,5.0,3.0,2.0,,,
406,PT04M08.00S,2023-12-02T04:45:04.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203994,9.411957950065702,42.15686274509804,1610612756,82,88,2023-12-02T04:45:14Z,4030000,False,39.0,36.0,1,left,MISS J. Nurkic turnaround Hook,[203994],1610612756.0,PHX,turnaround,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,5.32,Missed,,,,,,,,,,,,,,,,,,
407,PT04M06.00S,2023-12-02T04:45:06.2Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,82,88,2023-12-02T04:45:09Z,4040000,False,,,0,,N. Jokic REBOUND (Off:0 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,406.0,,,,,,,,4.0,4.0,0.0,,,
408,PT04M02.00S,2023-12-02T04:45:09.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629008,68.28186596583443,27.696078431372552,1610612743,82,88,2023-12-02T04:45:52Z,4050000,False,-112.0,246.0,1,right,MISS M. Porter Jr. 26' running 3PT,[1629008],1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,26.98,Missed,,,,,,,,,,,,,,,,,,
409,PT03M58.00S,2023-12-02T04:45:13.9Z,3,REGULAR,rebound,defensive,[],1628960,,,1610612756,82,88,2023-12-02T04:45:26Z,4060000,False,,,0,,G. Allen REBOUND (Off:0 Def:6),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,,408.0,,,,,,,,6.0,6.0,0.0,,,
410,PT03M57.00S,2023-12-02T04:45:19.1Z,3,REGULAR,foul,personal,['2freethrow'],203484,,,1610612756,82,88,2023-12-02T04:45:26Z,4070000,False,,,0,,K. Caldwell-Pope shooting personal FOUL (2 PF) (Nurkic 2 FT),"[203484, 203994]",1610612743.0,DEN,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,,,,,,1830.0,2.0,0.0,Nurkic,203994.0,,,,,,,,
412,PT03M57.00S,2023-12-02T04:45:56.2Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],203994,,,1610612756,82,88,2023-12-02T04:45:56Z,4090000,False,,,0,,MISS J. Nurkic Free Throw 1 of 2,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
413,PT03M57.00S,2023-12-02T04:45:56.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,82,88,2023-12-02T04:45:56Z,4100000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,412.0,,,,,,,,,,,,,
414,PT03M57.00S,2023-12-02T04:45:57.5Z,3,REGULAR,substitution,out,[],1628960,,,1610612756,82,88,2023-12-02T04:46:01Z,4110000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT03M57.00S,2023-12-02T04:45:57.5Z,3,REGULAR,substitution,out,[],1629008,,,1610612756,82,88,2023-12-02T04:46:01Z,4120000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT03M57.00S,2023-12-02T04:45:57.5Z,3,REGULAR,substitution,in,[],1629006,,,1610612756,82,88,2023-12-02T04:46:01Z,4130000,False,,,0,,SUB in: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT03M57.00S,2023-12-02T04:45:57.5Z,3,REGULAR,substitution,in,[],1631124,,,1610612756,82,88,2023-12-02T04:46:01Z,4140000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT03M57.00S,2023-12-02T04:46:18.5Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],203994,,,1610612756,83,88,2023-12-02T04:46:18Z,4150000,False,,,0,,J. Nurkic Free Throw 2 of 2 (22 PTS),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
419,PT03M39.00S,2023-12-02T04:46:38.6Z,3,REGULAR,3pt,Jump Shot,[],203999,67.36202365308804,74.26470588235294,1610612743,83,88,2023-12-02T04:46:43Z,4160000,False,121.0,254.0,1,right,MISS N. Jokic 28' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Right Center,28.17,Missed,,,,,,,,,,,,,,,,,,
420,PT03M35.00S,2023-12-02T04:46:42.6Z,3,REGULAR,rebound,defensive,[],1629642,,,1610612756,83,88,2023-12-02T04:46:43Z,4170000,False,,,0,,N. Little REBOUND (Off:0 Def:1),[1629642],1610612756.0,PHX,,,,Little,N. Little,,,,,Above the Break 3,24+ Right Center,,,,,,,419.0,,,,,,,,1.0,1.0,0.0,,,
421,PT03M25.00S,2023-12-02T04:46:56.5Z,3,REGULAR,foul,offensive,[],203994,,,1610612756,83,88,2023-12-02T04:47:03Z,4180000,False,,,0,,J. Nurkic charge offensive FOUL (3 PF),"[203994, 203999]",1610612756.0,PHX,charge,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,203592.0,3.0,0.0,Jokic,203999.0,,,,,,,,
423,PT03M25.00S,2023-12-02T04:46:56.5Z,3,REGULAR,turnover,offensive foul,[],203994,,,1610612756,83,88,2023-12-02T04:46:56Z,4200000,False,,,0,,J. Nurkic offensive foul TURNOVER (5 TO),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,203592.0,,,,,,,,,,5.0,,
424,PT03M15.00S,2023-12-02T04:47:24.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203999,66.44218134034165,59.31372549019608,1610612743,83,88,2023-12-02T04:47:29Z,4210000,False,47.0,263.0,1,right,MISS N. Jokic 26' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Center,26.7,Missed,,,,,,,,,,,,,,,,,,
425,PT03M11.00S,2023-12-02T04:47:28.5Z,3,REGULAR,rebound,defensive,[],1629642,,,1610612756,83,88,2023-12-02T04:47:29Z,4220000,False,,,0,,N. Little REBOUND (Off:0 Def:2),[1629642],1610612756.0,PHX,,,,Little,N. Little,,,,,Above the Break 3,24+ Center,,,,,,,424.0,,,,,,,,2.0,2.0,0.0,,,
426,PT03M00.00S,2023-12-02T04:47:39.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203994,11.777266754270697,55.63725490196079,1610612756,85,88,2023-12-02T04:47:44Z,4230000,False,-28.0,58.0,1,left,J. Nurkic 6' turnaround Hook (24 PTS),[203994],1610612756.0,PHX,turnaround,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,6.47,Made,24.0,,,,,,,,,,,,,,,,,
427,PT02M52.00S,2023-12-02T04:47:47.6Z,3,REGULAR,3pt,Jump Shot,[],1631124,66.5735873850197,32.59803921568628,1610612743,85,91,2023-12-02T04:47:52Z,4240000,False,-87.0,262.0,1,right,J. Strawther 27' 3PT  (11 PTS) (N. Jokic 13 AST),"[1631124, 203999]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Left Center,27.58,Made,11.0,N. Jokic,203999.0,13.0,,,,,,,,,,,,,,
429,PT02M28.00S,2023-12-02T04:48:11.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203994,8.360709592641262,61.51960784313726,1610612756,87,91,2023-12-02T04:48:15Z,4260000,False,-58.0,26.0,1,left,J. Nurkic 6' turnaround Hook (26 PTS),[203994],1610612756.0,PHX,turnaround,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,6.32,Made,26.0,,,,,,,,,,,,,,,,,
430,PT02M11.00S,2023-12-02T04:48:28.1Z,3,REGULAR,2pt,Jump Shot,[],203999,84.1819973718791,66.66666666666666,1610612743,87,91,2023-12-02T04:48:33Z,4270000,False,83.0,96.0,1,right,MISS N. Jokic 12' Jump Shot - blocked,"[203999, 1629006]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Right,12.73,Missed,,,,,,,,,,,Okogie,1629006.0,,,,,,
431,PT02M11.00S,2023-12-02T04:48:28.1Z,3,REGULAR,block,,[],1629006,,,1610612743,87,91,2023-12-02T04:48:39Z,4280000,False,,,0,,J. Okogie BLOCK (1 BLK),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
432,PT02M09.00S,2023-12-02T04:48:30.1Z,3,REGULAR,rebound,defensive,[],1630692,,,1610612756,87,91,2023-12-02T04:48:33Z,4290000,False,,,0,,J. Goodwin REBOUND (Off:1 Def:2),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Mid-Range,8-16 Right,,,,,,,430.0,,,,,,,,3.0,2.0,1.0,,,
433,PT02M06.00S,2023-12-02T04:48:33.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629642,8.09789750328515,49.50980392156863,1610612756,89,91,2023-12-02T05:00:53Z,4292500,False,2.0,24.0,1,left,N. Little running Layup (2 PTS) (K. Durant 9 AST),"[1629642, 201142]",1610612756.0,PHX,running,,,Little,N. Little,,,,,Restricted Area,0-8 Center,2.37,Made,2.0,K. Durant,201142.0,9.0,,,,,,,,,,,,,,
435,PT02M06.00S,2023-12-02T04:48:41.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,89,91,2023-12-02T05:00:53Z,4295000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT02M06.00S,2023-12-02T04:50:04.5Z,3,REGULAR,substitution,out,[],203994,,,1610612743,89,91,2023-12-02T05:00:53Z,4297500,False,,,0,,SUB out: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT02M06.00S,2023-12-02T04:50:04.5Z,3,REGULAR,substitution,out,[],203484,,,1610612743,89,91,2023-12-02T05:00:53Z,4298750,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
