actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
19,PT10M29.00S,2024-03-03T02:12:04.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630224,83.919185282523,22.30392156862745,1610612745,2,2,2024-03-03T02:12:09Z,190000,False,-138.0,99.0,1,right,MISS J. Green 17' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Left,17.01,Missed,,,,,,,,,,,,,,,,,,
20,PT10M24.00S,2024-03-03T02:12:09.1Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,2,2,2024-03-03T02:12:09Z,200000,False,,,0,,J. Nurkic REBOUND (Off:0 Def:2),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Mid-Range,16-24 Left,,,,19.0,2.0,2.0,0.0,,,,,,,,,,,,,
21,PT10M13.00S,2024-03-03T02:12:19.4Z,1,REGULAR,2pt,Jump Shot,[],1626164,8.492115637319317,73.0392156862745,1610612756,4,2,2024-03-03T02:12:27Z,210000,False,-115.0,27.0,1,left,D. Booker 11' turnaround Jump Shot (2 PTS),[1626164],1610612756.0,PHX,turnaround,,,Booker,D. Booker,,,,,Mid-Range,8-16 Left,11.84,Made,2.0,,,,,,,,,,,,,,,,,
22,PT10M02.00S,2024-03-03T02:12:32.4Z,1,REGULAR,foul,personal,['2freethrow'],203994,,,1610612745,4,2,2024-03-03T02:12:37Z,220000,False,,,0,,J. Nurkic shooting personal FOUL (1 PF) (Sengun 2 FT),"[203994, 1630578]",1610612756.0,PHX,shooting,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2714.0,,1.0,0.0,Sengun,1630578.0,,,,
24,PT10M02.00S,2024-03-03T02:13:01.9Z,1,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,4,3,2024-03-03T02:13:01Z,240000,False,,,0,,A. Sengun Free Throw 1 of 2 (1 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
25,PT10M02.00S,2024-03-03T02:13:25.0Z,1,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,4,4,2024-03-03T02:13:25Z,250000,False,,,0,,A. Sengun Free Throw 2 of 2 (2 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
26,PT09M49.00S,2024-03-03T02:13:40.7Z,1,REGULAR,2pt,Jump Shot,[],201142,21.632720105124836,44.85294117647059,1610612756,4,4,2024-03-03T02:13:48Z,260000,False,26.0,151.0,1,left,MISS K. Durant 15' Jump Shot,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Center,15.3,Missed,,,,,,,,,,,,,,,,,,
27,PT09M45.00S,2024-03-03T02:13:44.7Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612745,4,4,2024-03-03T02:13:48Z,270000,False,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Center,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,
28,PT09M36.00S,2024-03-03T02:13:54.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,88.25558475689881,38.23529411764706,1610612745,4,6,2024-03-03T02:14:01Z,280000,False,-59.0,58.0,1,right,A. Sengun 8' floating Jump Shot (4 PTS) (D. Brooks 1 AST),"[1630578, 1628415]",1610612745.0,HOU,floating,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Left,8.25,Made,4.0,,,,,D. Brooks,1628415.0,1.0,,,,,,,,,,
30,PT09M21.00S,2024-03-03T02:14:08.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,14.011169513797633,38.48039215686275,1610612756,6,6,2024-03-03T02:14:13Z,300000,False,58.0,79.0,1,left,K. Durant 9' pullup Jump Shot (2 PTS),[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Right,9.79,Made,2.0,,,,,,,,,,,,,,,,,
31,PT09M11.00S,2024-03-03T02:14:20.6Z,1,REGULAR,foul,personal,['2freethrow'],1626164,,,1610612745,6,6,2024-03-03T02:14:25Z,310000,False,,,0,,D. Booker shooting personal FOUL (1 PF) (Green 2 FT),"[1626164, 1630224]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202037.0,,1.0,0.0,Green,1630224.0,,,,
33,PT09M11.00S,2024-03-03T02:14:43.9Z,1,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,6,7,2024-03-03T02:14:43Z,330000,False,,,0,,J. Green Free Throw 1 of 2 (3 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
34,PT09M11.00S,2024-03-03T02:14:58.8Z,1,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,6,8,2024-03-03T02:14:58Z,340000,False,,,0,,J. Green Free Throw 2 of 2 (4 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
35,PT08M58.00S,2024-03-03T02:15:12.4Z,1,REGULAR,turnover,bad pass,[],1626164,,,1610612756,6,8,2024-03-03T02:15:16Z,350000,False,,,0,,D. Booker bad pass TURNOVER (2 TO),"[1626164, 1627832]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,2.0,,,,,VanVleet,1627832.0,,
36,PT08M58.00S,2024-03-03T02:15:12.4Z,1,REGULAR,steal,,[],1627832,,,1610612745,6,8,2024-03-03T02:15:13Z,360000,False,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
37,PT08M54.00S,2024-03-03T02:15:16.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630224,94.43166885676742,48.03921568627451,1610612745,6,10,2024-03-03T02:15:24Z,370000,False,-10.0,0.0,1,right,J. Green running Layup (6 PTS),[1630224],1610612745.0,HOU,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,0.98,Made,6.0,,,,,,,,,,,,,,,,,
38,PT08M44.00S,2024-03-03T02:15:26.3Z,1,REGULAR,2pt,Hook,[],203994,7.703679369250986,31.61764705882353,1610612756,6,10,2024-03-03T02:16:11Z,380000,False,92.0,20.0,1,left,MISS J. Nurkic 9' Hook,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Mid-Range,8-16 Right,9.4,Missed,,,,,,,,,,,,,,,,,,
39,PT08M42.00S,2024-03-03T02:15:28.3Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,6,10,2024-03-03T02:15:32Z,390000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Right,,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,
40,PT08M40.00S,2024-03-03T02:15:30.5Z,1,REGULAR,turnover,lost ball,[],1630578,,,1610612745,6,10,2024-03-03T02:15:34Z,400000,False,,,0,,A. Sengun lost ball TURNOVER (1 TO),"[1630578, 1628960]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,1.0,,,,,Allen,1628960.0,,
41,PT08M40.00S,2024-03-03T02:15:30.5Z,1,REGULAR,steal,,[],1628960,,,1610612756,6,10,2024-03-03T02:18:13Z,410000,False,,,0,,G. Allen STEAL (1 STL),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
42,PT08M35.00S,2024-03-03T02:15:35.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628960,32.276609724047304,73.77450980392157,1610612756,6,10,2024-03-03T02:15:40Z,420000,False,-119.0,251.0,1,left,MISS G. Allen 27' 3PT,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,27.76,Missed,,,,,,,,,,,,,,,,,,
43,PT08M33.00S,2024-03-03T02:15:37.5Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,6,10,2024-03-03T02:15:37Z,430000,False,,,0,,A. Sengun REBOUND (Off:0 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,,42.0,2.0,2.0,0.0,,,,,,,,,,,,,
44,PT08M30.00S,2024-03-03T02:15:40.5Z,1,REGULAR,2pt,Jump Shot,[],1627832,79.71419185282524,68.87254901960785,1610612745,6,12,2024-03-03T02:15:46Z,440000,False,94.0,138.0,1,right,F. VanVleet 16' pullup Jump Shot (2 PTS),[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Right Center,16.74,Made,2.0,,,,,,,,,,,,,,,,,
45,PT08M13.00S,2024-03-03T02:15:56.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,11.777266754270697,39.46078431372549,1610612756,8,12,2024-03-03T02:16:01Z,450000,False,53.0,58.0,1,left,D. Booker 7' driving floating Jump Shot (4 PTS),[1626164],1610612756.0,PHX,driving floating,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,7.85,Made,4.0,,,,,,,,,,,,,,,,,
46,PT08M04.00S,2024-03-03T02:16:07.0Z,1,REGULAR,3pt,Jump Shot,[],1630578,65.1281208935611,49.26470588235294,1610612745,8,12,2024-03-03T02:16:14Z,460000,False,-4.0,275.0,1,right,MISS A. Sengun 27' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,27.53,Missed,,,,,,,,,,,,,,,,,,
47,PT08M01.00S,2024-03-03T02:16:10.0Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,8,12,2024-03-03T02:16:14Z,470000,False,,,0,,J. Nurkic REBOUND (Off:0 Def:3),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Center,,,,46.0,3.0,3.0,0.0,,,,,,,,,,,,,
48,PT07M56.00S,2024-03-03T02:16:15.1Z,1,REGULAR,3pt,Jump Shot,[],1626164,24.917871222076215,7.352941176470589,1610612756,11,12,2024-03-03T02:16:21Z,480000,False,213.0,182.0,1,left,D. Booker 28' 3PT pullup (7 PTS) (J. Nurkic 2 AST),"[1626164, 203994]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,28.01,Made,7.0,,,,,J. Nurkic,203994.0,2.0,,,,,,,,,,
49,PT07M39.00S,2024-03-03T02:16:30.9Z,1,REGULAR,3pt,Jump Shot,[],1627832,70.38436268068331,70.09803921568627,1610612745,11,15,2024-03-03T02:16:36Z,490000,False,100.0,226.0,1,right,F. VanVleet 24' 3PT pullup (5 PTS),[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,24.72,Made,5.0,,,,,,,,,,,,,,,,,
50,PT07M38.00S,2024-03-03T02:16:36.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,11,15,2024-03-03T02:16:36Z,500000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M25.00S,2024-03-03T02:19:46.9Z,1,REGULAR,3pt,Jump Shot,[],1628960,5.469776609724048,96.07843137254902,1610612756,11,15,2024-03-03T02:19:54Z,510000,False,-230.0,-1.0,1,left,MISS G. Allen 3PT,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Left Corner 3,24+ Left,23.04,Missed,,,,,,,,,,,,,,,,,,
53,PT07M20.00S,2024-03-03T02:19:51.9Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612745,11,15,2024-03-03T02:19:54Z,520000,False,,,0,,D. Brooks REBOUND (Off:0 Def:2),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Left Corner 3,24+ Left,,,,52.0,2.0,2.0,0.0,,,,,,,,,,,,,
54,PT07M06.00S,2024-03-03T02:20:05.1Z,1,REGULAR,2pt,Jump Shot,[],1627832,78.26872536136662,24.509803921568626,1610612745,11,15,2024-03-03T02:20:15Z,530000,False,-127.0,152.0,1,right,MISS F. VanVleet 19' pullup Shot,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Left Center,19.82,Missed,,,,,,,,,,,,,,,,,,
55,PT07M02.00S,2024-03-03T02:20:09.1Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,11,15,2024-03-03T02:20:15Z,540000,False,,,0,,A. Sengun REBOUND (Off:1 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Left Center,,,,54.0,3.0,2.0,1.0,,,,,,,,,,,,,
56,PT06M59.00S,2024-03-03T02:20:12.8Z,1,REGULAR,turnover,bad pass,[],1630578,,,1610612745,11,15,2024-03-03T02:20:18Z,550000,False,,,0,,A. Sengun bad pass TURNOVER (2 TO),"[1630578, 203994]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,2.0,,,,,Nurkic,203994.0,,
57,PT06M59.00S,2024-03-03T02:20:12.8Z,1,REGULAR,steal,,[],203994,,,1610612756,11,15,2024-03-03T02:20:14Z,560000,False,,,0,,J. Nurkic STEAL (1 STL),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
58,PT06M47.00S,2024-03-03T02:20:24.2Z,1,REGULAR,turnover,lost ball,[],203078,,,1610612756,11,15,2024-03-03T02:20:28Z,570000,False,,,0,,B. Beal lost ball TURNOVER (1 TO),"[203078, 1628415]",1610612756.0,PHX,,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,,,,,Brooks,1628415.0,,
59,PT06M47.00S,2024-03-03T02:20:24.2Z,1,REGULAR,steal,,[],1628415,,,1610612745,11,15,2024-03-03T02:22:26Z,580000,False,,,0,,D. Brooks STEAL (1 STL),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
60,PT06M44.00S,2024-03-03T02:20:29.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630224,89.83245729303549,46.32352941176471,1610612745,11,15,2024-03-03T02:20:42Z,590000,False,-18.0,43.0,1,right,MISS J. Green running Layup - blocked,"[1630224, 201142]",1610612745.0,HOU,running,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,4.69,Missed,,,,,,,,,,,,,,,,,Durant,201142.0
61,PT06M44.00S,2024-03-03T02:20:29.1Z,1,REGULAR,block,,[],201142,,,1610612745,11,15,2024-03-03T02:20:32Z,600000,False,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
62,PT06M44.00S,2024-03-03T02:20:29.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,11,15,2024-03-03T02:20:42Z,610000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,60.0,,,,,,,,,,,,,,,,
64,PT06M30.00S,2024-03-03T02:20:54.6Z,1,REGULAR,turnover,bad pass,[],201142,,,1610612756,11,15,2024-03-03T02:20:58Z,630000,False,,,0,,K. Durant bad pass TURNOVER (1 TO),"[201142, 1628415]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,1.0,,,,,Brooks,1628415.0,,
65,PT06M30.00S,2024-03-03T02:20:54.6Z,1,REGULAR,steal,,[],1628415,,,1610612745,11,15,2024-03-03T02:20:56Z,640000,False,,,0,,D. Brooks STEAL (2 STL),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
66,PT06M27.00S,2024-03-03T02:20:57.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630224,95.22010512483574,48.77450980392157,1610612745,11,17,2024-03-03T02:21:12Z,650000,False,-6.0,-8.0,1,right,J. Green running DUNK (8 PTS) (D. Brooks 2 AST),"[1630224, 1628415]",1610612745.0,HOU,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,0.97,Made,8.0,,,,,D. Brooks,1628415.0,2.0,,,,,,,,,,
68,PT06M14.00S,2024-03-03T02:21:10.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203994,4.681340341655716,48.77450980392157,1610612756,13,17,2024-03-03T02:21:17Z,670000,False,6.0,-8.0,1,left,J. Nurkic cutting DUNK (2 PTS) (D. Booker 1 AST),"[203994, 1626164]",1610612756.0,PHX,cutting,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,1.05,Made,2.0,,,,,D. Booker,1626164.0,1.0,,,,,,,,,,
70,PT05M50.00S,2024-03-03T02:21:34.1Z,1,REGULAR,2pt,Jump Shot,[],1630578,77.87450722733246,57.107843137254896,1610612745,13,19,2024-03-03T02:21:40Z,690000,False,36.0,155.0,1,right,A. Sengun 15' Jump Shot (6 PTS) (F. VanVleet 1 AST),"[1630578, 1627832]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Center,15.95,Made,6.0,,,,,F. VanVleet,1627832.0,1.0,,,,,,,,,,
72,PT05M41.00S,2024-03-03T02:21:45.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,4.944152431011826,47.794117647058826,1610612756,13,19,2024-03-03T02:24:11Z,710000,False,11.0,-6.0,1,left,MISS D. Booker driving Layup,[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,1.25,Missed,,,,,,,,,,,,,,,,,,
73,PT05M40.00S,2024-03-03T02:21:46.4Z,1,REGULAR,rebound,offensive,[],203994,,,1610612756,13,19,2024-03-03T02:24:11Z,720000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:3),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,72.0,4.0,3.0,1.0,,,,,,,,,,,,,
74,PT05M39.00S,2024-03-03T02:21:49.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203994,5.590000152587891,50.0,1610612756,15,19,2024-03-03T02:24:20Z,730000,False,0.0,0.0,1,left,J. Nurkic tip Layup (4 PTS),[203994],1610612756.0,PHX,tip,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,0.0,Made,4.0,,,,,,,,,,,,,,,,,
75,PT05M16.00S,2024-03-03T02:22:08.9Z,1,REGULAR,3pt,Jump Shot,[],1630224,64.60249671484888,45.588235294117645,1610612745,15,22,2024-03-03T02:22:14Z,740000,False,-22.0,280.0,1,right,J. Green 28' 3PT  (11 PTS) (A. Sengun 1 AST),"[1630224, 1630578]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,28.11,Made,11.0,,,,,A. Sengun,1630578.0,1.0,,,,,,,,,,
77,PT05M00.00S,2024-03-03T02:22:24.5Z,1,REGULAR,3pt,Jump Shot,[],1628960,2.7102496714848883,1.715686274509804,1610612756,15,22,2024-03-03T02:22:30Z,760000,False,241.0,-27.0,1,left,MISS G. Allen 24' 3PT,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Right Corner 3,24+ Right,24.29,Missed,,,,,,,,,,,,,,,,,,
78,PT04M58.00S,2024-03-03T02:22:26.5Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612745,15,22,2024-03-03T02:22:30Z,770000,False,,,0,,D. Brooks REBOUND (Off:0 Def:3),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Right Corner 3,24+ Right,,,,77.0,3.0,3.0,0.0,,,,,,,,,,,,,
79,PT04M54.00S,2024-03-03T02:22:31.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627832,94.03745072273325,96.81372549019608,1610612745,15,25,2024-03-03T02:22:38Z,780000,False,234.0,4.0,1,right,F. VanVleet 3PT running (8 PTS) (J. Green 1 AST),"[1627832, 1630224]",1610612745.0,HOU,running,,,VanVleet,F. VanVleet,,,,,Right Corner 3,24+ Right,23.41,Made,8.0,,,,,J. Green,1630224.0,1.0,,,,,,,,,,
81,PT04M42.00S,2024-03-03T02:22:44.2Z,1,REGULAR,foul,personal,[],1628415,,,1610612756,15,25,2024-03-03T02:22:53Z,800000,False,,,0,,D. Brooks personal FOUL (1 PF),"[1628415, 1626164]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,2714.0,,1.0,0.0,Booker,1626164.0,,,,
83,PT04M42.00S,2024-03-03T02:22:50.2Z,1,REGULAR,substitution,out,[],203078,,,1610612756,15,25,2024-03-03T02:23:03Z,820000,False,,,0,,SUB out: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M42.00S,2024-03-03T02:22:50.2Z,1,REGULAR,substitution,out,[],1631095,,,1610612756,15,25,2024-03-03T02:23:03Z,830000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
