actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
329,PT11M33.00S,2024-02-07T04:22:46.1Z,3,REGULAR,foul,personal,['2freethrow'],203994,,,1610612749,50,49,2024-02-07T04:22:53Z,3210000,False,,,0,,J. Nurkic shooting personal FOUL (2 PF) (Antetokounmpo 2 FT),"[203994, 203507]",1610612756.0,PHX,shooting,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2882.0,,,,,,,2.0,0.0,Antetokounmpo,203507.0,,
331,PT11M33.00S,2024-02-07T04:23:26.0Z,3,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,50,50,2024-02-07T04:23:26Z,3230000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (15 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
332,PT11M33.00S,2024-02-07T04:23:46.3Z,3,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,50,51,2024-02-07T04:23:46Z,3240000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (16 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
333,PT11M12.00S,2024-02-07T04:24:09.1Z,3,REGULAR,3pt,Jump Shot,[],1626164,4.385676741130098,97.30392156862744,1610612756,53,51,2024-02-07T04:24:12Z,3250000,False,-237.0,-11.0,1,left,D. Booker 3PT  (19 PTS) (B. Beal 1 AST),"[1626164, 203078]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Left Corner 3,24+ Left,23.68,Made,,,,,19.0,,,,,B. Beal,203078.0,1.0,,,,,,
335,PT11M01.00S,2024-02-07T04:24:23.0Z,3,REGULAR,foul,personal,[],203994,,,1610612749,53,51,2024-02-07T04:24:30Z,3270000,False,,,0,,J. Nurkic personal FOUL (3 PF),"[203994, 203507]",1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Mid-Range,16-24 Left Center,,,,,,,,203591.0,,,,,,,3.0,0.0,Antetokounmpo,203507.0,,
337,PT10M55.00S,2024-02-07T04:24:43.9Z,3,REGULAR,3pt,Jump Shot,[],1627736,69.69448094612352,74.75490196078431,1610612749,53,51,2024-02-07T04:24:48Z,3290000,False,124.0,232.0,1,right,MISS M. Beasley 26' 3PT,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,26.33,Missed,,,,,,,,,,,,,,,,,,
338,PT10M51.00S,2024-02-07T04:24:47.9Z,3,REGULAR,rebound,defensive,[],203994,,,1610612756,53,51,2024-02-07T04:24:48Z,3300000,False,,,0,,J. Nurkic REBOUND (Off:4 Def:3),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Right Center,,,337.0,7.0,3.0,4.0,,,,,,,,,,,,,,
339,PT10M39.00S,2024-02-07T04:24:58.5Z,3,REGULAR,2pt,Jump Shot,[],1626164,20.942838370565042,71.07843137254902,1610612756,53,51,2024-02-07T04:25:19Z,3310000,False,-105.0,144.0,1,left,MISS D. Booker 17' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Left Center,17.88,Missed,,,,,,,,,,,,,,,,,,
340,PT10M38.00S,2024-02-07T04:25:00.2Z,3,REGULAR,rebound,offensive,[],203994,,,1610612756,53,51,2024-02-07T04:25:00Z,3320000,False,,,0,,J. Nurkic REBOUND (Off:5 Def:3),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Mid-Range,16-24 Left Center,,,339.0,8.0,3.0,5.0,,,,,,,,,,,,,,
341,PT10M37.00S,2024-02-07T04:25:01.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203994,9.510512483574246,43.38235294117647,1610612756,55,51,2024-02-07T04:25:06Z,3330000,False,33.0,37.0,1,left,J. Nurkic floating Jump Shot (8 PTS),[203994],1610612756.0,PHX,floating,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,4.96,Made,,,,,8.0,,,,,,,,,,,,,
342,PT10M20.00S,2024-02-07T04:25:18.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201577,87.69710906701708,63.970588235294116,1610612749,55,51,2024-02-07T04:25:39Z,3340000,False,70.0,63.0,1,right,MISS R. Lopez 9' driving Hook,[201577],1610612749.0,MIL,driving,,,Lopez,R. Lopez,,,,,In The Paint (Non-RA),8-16 Right,9.42,Missed,,,,,,,,,,,,,,,,,,
343,PT10M18.00S,2024-02-07T04:25:20.9Z,3,REGULAR,rebound,defensive,[],1628960,,,1610612756,55,51,2024-02-07T04:25:21Z,3350000,False,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),8-16 Right,,,342.0,1.0,1.0,0.0,,,,,,,,,,,,,,
344,PT10M04.00S,2024-02-07T04:25:34.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203078,6.356767411300922,46.568627450980394,1610612756,55,51,2024-02-07T04:26:09Z,3360000,False,17.0,7.0,1,left,MISS B. Beal driving Layup,[203078],1610612756.0,PHX,driving,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,1.87,Missed,,,,,,,,,,,,,,,,,,
345,PT10M02.00S,2024-02-07T04:25:36.4Z,3,REGULAR,rebound,defensive,[],1626192,,,1610612749,55,51,2024-02-07T04:25:37Z,3370000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:2),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Restricted Area,0-8 Center,,,344.0,2.0,2.0,0.0,,,,,,,,,,,,,,
346,PT09M51.00S,2024-02-07T04:25:47.9Z,3,REGULAR,3pt,Jump Shot,[],203109,95.05584756898817,99.26470588235294,1610612749,55,51,2024-02-07T04:25:51Z,3380000,False,246.0,-6.0,1,right,MISS J. Crowder 24' 3PT,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Right Corner 3,24+ Right,24.64,Missed,,,,,,,,,,,,,,,,,,
347,PT09M49.00S,2024-02-07T04:25:49.9Z,3,REGULAR,rebound,defensive,[],1628960,,,1610612756,55,51,2024-02-07T04:25:51Z,3390000,False,,,0,,G. Allen REBOUND (Off:0 Def:2),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Right Corner 3,24+ Right,,,346.0,2.0,2.0,0.0,,,,,,,,,,,,,,
348,PT09M45.00S,2024-02-07T04:25:56.0Z,3,REGULAR,turnover,out-of-bounds,[],203078,,,1610612756,55,51,2024-02-07T04:26:03Z,3400000,False,,,0,,B. Beal step out-of-bounds TURNOVER (1 TO),[203078],1610612756.0,PHX,step,,,Beal,B. Beal,,,,,Left Corner 3,24+ Left,,,,,,,,1628954.0,1.0,,,,,,,,,,,
349,PT09M33.00S,2024-02-07T04:26:16.8Z,3,REGULAR,turnover,out-of-bounds,[],203507,,,1610612749,55,51,2024-02-07T04:26:21Z,3410000,False,,,0,,G. Antetokounmpo step out-of-bounds TURNOVER (4 TO),[203507],1610612749.0,MIL,step,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628954.0,4.0,,,,,,,,,,,
350,PT09M21.00S,2024-02-07T04:26:40.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201142,34.477660972404735,55.63725490196079,1610612756,55,51,2024-02-07T04:26:43Z,3420000,False,-28.0,272.0,1,left,MISS K. Durant 27' pullup 3PT,[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,27.31,Missed,,,,,,,,,,,,,,,,,,
351,PT09M20.00S,2024-02-07T04:26:41.0Z,3,REGULAR,rebound,defensive,[],1626192,,,1610612749,55,51,2024-02-07T04:26:43Z,3430000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:3),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Center,,,350.0,3.0,3.0,0.0,,,,,,,,,,,,,,
352,PT09M06.00S,2024-02-07T04:26:55.2Z,3,REGULAR,3pt,Jump Shot,[],1627736,90.8508541392904,3.4313725490196134,1610612749,55,51,2024-02-07T04:27:02Z,3440000,False,-233.0,34.0,1,right,MISS M. Beasley 3PT,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Left Corner 3,24+ Left,23.52,Missed,,,,,,,,,,,,,,,,,,
353,PT09M03.00S,2024-02-07T04:26:58.2Z,3,REGULAR,rebound,defensive,[],203078,,,1610612756,55,51,2024-02-07T04:27:02Z,3450000,False,,,0,,B. Beal REBOUND (Off:1 Def:5),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Left Corner 3,24+ Left,,,352.0,6.0,5.0,1.0,,,,,,,,,,,,,,
354,PT09M00.00S,2024-02-07T04:27:04.7Z,3,REGULAR,foul,personal,['2freethrow'],1626192,,,1610612756,55,51,2024-02-07T04:27:13Z,3460000,False,,,0,,P. Connaughton shooting personal FOUL (1 PF) (Booker 2 FT),"[1626192, 1626164]",1610612749.0,MIL,shooting,,,Connaughton,P. Connaughton,,,,,Restricted Area,0-8 Center,,,,,,,,2882.0,,,,,,,1.0,0.0,Booker,1626164.0,,
356,PT09M00.00S,2024-02-07T04:27:26.9Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1626164,,,1610612756,56,51,2024-02-07T04:27:44Z,3480000,False,,,0,,D. Booker Free Throw 1 of 2 (20 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
357,PT09M00.00S,2024-02-07T04:27:26.9Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1626164,,,1610612756,56,51,2024-02-07T04:27:44Z,3490000,False,,,0,,MISS D. Booker Free Throw 2 of 2,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
358,PT08M59.00S,2024-02-07T04:27:27.9Z,3,REGULAR,rebound,defensive,[],203109,,,1610612749,56,51,2024-02-07T04:27:44Z,3500000,False,,,0,,J. Crowder REBOUND (Off:0 Def:4),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,,,,,357.0,4.0,4.0,0.0,,,,,,,,,,,,,,
359,PT08M59.00S,2024-02-07T04:27:44.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,56,51,2024-02-07T04:27:44Z,3510000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT08M45.00S,2024-02-07T04:31:26.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201577,88.87976346911958,52.205882352941174,1610612749,56,53,2024-02-07T04:32:03Z,3520000,False,11.0,52.0,1,right,R. Lopez turnaround Hook (4 PTS) (P. Connaughton 1 AST),"[201577, 1626192]",1610612749.0,MIL,turnaround,,,Lopez,R. Lopez,,,,,In The Paint (Non-RA),0-8 Center,5.32,Made,,,,,4.0,,,,,P. Connaughton,1626192.0,1.0,,,,,,
362,PT08M27.00S,2024-02-07T04:31:46.3Z,3,REGULAR,foul,personal,[],1627736,,,1610612756,56,53,2024-02-07T04:31:54Z,3540000,False,,,0,,M. Beasley personal FOUL (1 PF),"[1627736, 201142]",1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,2882.0,,,,,,,1.0,0.0,Durant,201142.0,,
364,PT08M15.00S,2024-02-07T04:32:15.6Z,3,REGULAR,3pt,Jump Shot,[],1628960,32.11235216819975,76.9607843137255,1610612756,59,53,2024-02-07T04:32:19Z,3560000,False,-135.0,249.0,1,left,G. Allen 28' 3PT  (3 PTS) (D. Booker 3 AST),"[1628960, 1626164]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,28.35,Made,,,,,3.0,,,,,D. Booker,1626164.0,3.0,,,,,,
366,PT07M49.00S,2024-02-07T04:32:49.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201577,94.13600525624179,36.274509803921575,1610612749,59,55,2024-02-07T04:32:55Z,3580000,False,-69.0,3.0,1,right,R. Lopez 6' Hook (6 PTS) (G. Antetokounmpo 3 AST),"[201577, 203507]",1610612749.0,MIL,,,,Lopez,R. Lopez,,,,,In The Paint (Non-RA),0-8 Center,6.86,Made,,,,,6.0,,,,,G. Antetokounmpo,203507.0,3.0,,,,,,
368,PT07M40.00S,2024-02-07T04:32:58.1Z,3,REGULAR,3pt,Jump Shot,[],1626164,32.11235216819975,26.715686274509807,1610612756,62,55,2024-02-07T04:33:04Z,3600000,False,116.0,249.0,1,left,D. Booker 27' 3PT pullup (23 PTS) (J. Nurkic 2 AST),"[1626164, 203994]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,27.52,Made,,,,,23.0,,,,,J. Nurkic,203994.0,2.0,,,,,,
369,PT07M29.00S,2024-02-07T04:33:09.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,91.90210249671485,53.431372549019606,1610612749,62,55,2024-02-07T04:33:14Z,3610000,False,17.0,24.0,1,right,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.92,Missed,,,,,,,,,,,,,,,,,,
370,PT07M27.00S,2024-02-07T04:33:11.7Z,3,REGULAR,rebound,defensive,[],201142,,,1610612756,62,55,2024-02-07T04:33:14Z,3620000,False,,,0,,K. Durant REBOUND (Off:0 Def:5),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,369.0,5.0,5.0,0.0,,,,,,,,,,,,,,
371,PT07M19.00S,2024-02-07T04:33:19.5Z,3,REGULAR,3pt,Jump Shot,[],203078,8.327858081471746,2.6960784313725554,1610612756,62,55,2024-02-07T04:33:23Z,3630000,False,237.0,26.0,1,left,MISS B. Beal 3PT,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Right Corner 3,24+ Right,23.79,Missed,,,,,,,,,,,,,,,,,,
372,PT07M16.00S,2024-02-07T04:33:22.5Z,3,REGULAR,rebound,defensive,[],1627736,,,1610612749,62,55,2024-02-07T04:33:23Z,3640000,False,,,0,,M. Beasley REBOUND (Off:2 Def:1),[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Right Corner 3,24+ Right,,,371.0,3.0,1.0,2.0,,,,,,,,,,,,,,
373,PT07M12.00S,2024-02-07T04:33:25.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203507,92.69053876478318,50.49019607843137,1610612749,62,57,2024-02-07T04:34:01Z,3650000,False,2.0,16.0,1,right,G. Antetokounmpo running finger roll Layup (18 PTS) (M. Beasley 2 AST),"[203507, 1627736]",1610612749.0,MIL,running finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.64,Made,,,,,18.0,,,,,M. Beasley,1627736.0,2.0,,,,,,
374,PT06M56.00S,2024-02-07T04:33:41.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,5.436925098554539,48.529411764705884,1610612756,64,57,2024-02-07T04:33:45Z,3660000,False,7.0,-1.0,1,left,D. Booker driving Layup (25 PTS),[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,0.75,Made,,,,,25.0,,,,,,,,,,,,,
376,PT06M44.00S,2024-02-07T04:33:53.9Z,3,REGULAR,3pt,Jump Shot,[],1626192,69.82588699080158,69.36274509803921,1610612749,64,60,2024-02-07T04:34:34Z,3670000,False,97.0,231.0,1,right,P. Connaughton 25' 3PT pullup (6 PTS),[1626192],1610612749.0,MIL,pullup,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Right Center,25.06,Made,,,,,6.0,,,,,,,,,,,,,
377,PT06M25.00S,2024-02-07T04:34:13.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203078,8.065045992115643,53.67647058823529,1610612756,66,60,2024-02-07T04:34:18Z,3680000,False,-18.0,23.0,1,left,B. Beal driving Layup (11 PTS) (J. Nurkic 3 AST),"[203078, 203994]",1610612756.0,PHX,driving,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,2.97,Made,,,,,11.0,,,,,J. Nurkic,203994.0,3.0,,,,,,
379,PT06M13.00S,2024-02-07T04:34:25.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201577,87.30289093298292,55.14705882352941,1610612749,66,60,2024-02-07T04:34:56Z,3700000,False,26.0,67.0,1,right,MISS R. Lopez 7' driving Hook,[201577],1610612749.0,MIL,driving,,,Lopez,R. Lopez,,,,,In The Paint (Non-RA),0-8 Center,7.17,Missed,,,,,,,,,,,,,,,,,,
380,PT06M11.00S,2024-02-07T04:34:27.3Z,3,REGULAR,rebound,defensive,[],201142,,,1610612756,66,60,2024-02-07T04:34:28Z,3710000,False,,,0,,K. Durant REBOUND (Off:0 Def:6),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,379.0,6.0,6.0,0.0,,,,,,,,,,,,,,
381,PT06M03.00S,2024-02-07T04:34:34.9Z,3,REGULAR,3pt,Jump Shot,[],203078,7.670827858081481,4.901960784313729,1610612756,66,60,2024-02-07T04:34:38Z,3720000,False,225.0,20.0,1,left,MISS B. Beal 3PT,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Right Corner 3,24+ Right,22.64,Missed,,,,,,,,,,,,,,,,,,
382,PT06M01.00S,2024-02-07T04:34:36.9Z,3,REGULAR,rebound,defensive,[],1627736,,,1610612749,66,60,2024-02-07T04:34:38Z,3730000,False,,,0,,M. Beasley REBOUND (Off:2 Def:2),[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Right Corner 3,24+ Right,,,381.0,4.0,2.0,2.0,,,,,,,,,,,,,,
383,PT05M49.00S,2024-02-07T04:34:49.6Z,3,REGULAR,turnover,bad pass,[],203507,,,1610612749,66,60,2024-02-07T04:34:53Z,3740000,False,,,0,,G. Antetokounmpo bad pass TURNOVER (5 TO),"[203507, 203078]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,5.0,Beal,203078.0,,,,,,,,,
384,PT05M49.00S,2024-02-07T04:34:49.6Z,3,REGULAR,steal,,[],203078,,,1610612756,66,60,2024-02-07T04:34:51Z,3750000,False,,,0,,B. Beal STEAL (2 STL),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
385,PT05M45.00S,2024-02-07T04:34:53.7Z,3,REGULAR,turnover,out-of-bounds,[],203078,,,1610612756,66,60,2024-02-07T04:35:02Z,3760000,False,,,0,,B. Beal bad pass out-of-bounds TURNOVER (2 TO),[203078],1610612756.0,PHX,bad pass,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628954.0,2.0,,,,,,,,,,,
386,PT05M45.00S,2024-02-07T04:34:58.8Z,3,REGULAR,substitution,out,[],201577,,,1610612749,66,60,2024-02-07T04:35:06Z,3770000,False,,,0,,SUB out: R. Lopez,[201577],1610612749.0,MIL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT05M45.00S,2024-02-07T04:34:58.8Z,3,REGULAR,substitution,in,[],1626171,,,1610612749,66,60,2024-02-07T04:35:06Z,3780000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT05M32.00S,2024-02-07T04:35:26.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203507,94.26741130091985,43.627450980392155,1610612749,66,62,2024-02-07T04:36:47Z,3790000,False,-32.0,1.0,1,right,G. Antetokounmpo driving Layup (20 PTS) (P. Connaughton 2 AST),"[203507, 1626192]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,3.19,Made,,,,,20.0,,,,,P. Connaughton,1626192.0,2.0,,,,,,
389,PT05M32.00S,2024-02-07T04:35:36.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,66,62,2024-02-07T04:35:36Z,3800000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT05M32.00S,2024-02-07T04:38:02.8Z,3,REGULAR,substitution,out,[],203078,,,1610612756,66,62,2024-02-07T04:38:59Z,3810000,False,,,0,,SUB out: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT05M32.00S,2024-02-07T04:38:02.8Z,3,REGULAR,substitution,out,[],203994,,,1610612756,66,62,2024-02-07T04:38:59Z,3820000,False,,,0,,SUB out: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT05M32.00S,2024-02-07T04:38:02.8Z,3,REGULAR,substitution,in,[],1629234,,,1610612756,66,62,2024-02-07T04:38:59Z,3830000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT05M32.00S,2024-02-07T04:38:02.8Z,3,REGULAR,substitution,in,[],201569,,,1610612756,66,62,2024-02-07T04:38:59Z,3840000,False,,,0,,SUB in: E. Gordon,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT05M17.00S,2024-02-07T04:39:16.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,18.05190538764782,51.470588235294116,1610612756,68,62,2024-02-07T04:39:52Z,3850000,False,-7.0,117.0,1,left,D. Booker 11' turnaround fadeaway Jump Shot (27 PTS),[1626164],1610612756.0,PHX,turnaround fadeaway,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,11.74,Made,,,,,27.0,,,,,,,,,,,,,
397,PT04M58.00S,2024-02-07T04:39:39.1Z,3,REGULAR,foul,personal,[],201142,,,1610612749,68,62,2024-02-07T04:39:43Z,3860000,False,,,0,,K. Durant personal FOUL (2 PF),"[201142, 203507]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Center,,,,,,,,1628954.0,,,,,,,2.0,0.0,Antetokounmpo,203507.0,,
399,PT04M58.00S,2024-02-07T04:39:47.5Z,3,REGULAR,substitution,out,[],1626192,,,1610612749,68,62,2024-02-07T04:39:54Z,3880000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT04M58.00S,2024-02-07T04:39:47.5Z,3,REGULAR,substitution,in,[],1626166,,,1610612749,68,62,2024-02-07T04:39:54Z,3890000,False,,,0,,SUB in: C. Payne,[1626166],1610612749.0,MIL,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT04M43.00S,2024-02-07T04:40:17.8Z,3,REGULAR,2pt,Jump Shot,[],1626166,97.42115637319317,25.0,1610612749,68,62,2024-02-07T04:40:47Z,3900000,False,-125.0,-28.0,1,right,MISS C. Payne 12' step back Shot,[1626166],1610612749.0,MIL,step back,,,Payne,C. Payne,,,,,Mid-Range,8-16 Left,12.82,Missed,,,,,,,,,,,,,,,,,,
402,PT04M41.00S,2024-02-07T04:40:19.8Z,3,REGULAR,rebound,defensive,[],1626164,,,1610612756,68,62,2024-02-07T04:40:21Z,3910000,False,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,8-16 Left,,,401.0,1.0,1.0,0.0,,,,,,,,,,,,,,
403,PT04M40.00S,2024-02-07T04:40:23.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626164,6.8823915900131425,50.245098039215684,1610612756,70,62,2024-02-07T04:41:24Z,3920000,False,-1.0,12.0,1,left,D. Booker running finger roll Layup (29 PTS),[1626164],1610612756.0,PHX,running finger roll,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,29.0,,,,,,,,,,,,,
404,PT04M40.00S,2024-02-07T04:40:29.6Z,3,REGULAR,foul,personal,['1freethrow'],203109,,,1610612756,70,62,2024-02-07T04:40:48Z,3930000,False,,,0,,J. Crowder shooting personal FOUL (3 PF) (Booker 1 FT),"[203109, 1626164]",1610612749.0,MIL,shooting,,,Crowder,J. Crowder,,,,,Restricted Area,0-8 Center,,,,,,,,1628954.0,,,,,,,3.0,0.0,Booker,1626164.0,,
406,PT04M40.00S,2024-02-07T04:40:51.5Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1626164,,,1610612756,71,62,2024-02-07T04:40:51Z,3950000,False,,,0,,D. Booker Free Throw 1 of 1 (30 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,30.0,,,,,,,,,,,,,
407,PT04M25.00S,2024-02-07T04:41:13.2Z,3,REGULAR,foul,personal,[],1626164,,,1610612749,71,62,2024-02-07T04:41:17Z,3960000,False,,,0,,D. Booker personal FOUL (2 PF),"[1626164, 203109]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,,,,,,203591.0,,,,,,,2.0,0.0,Crowder,203109.0,,
409,PT04M17.00S,2024-02-07T04:41:47.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627736,89.27398160315374,44.11764705882353,1610612749,71,62,2024-02-07T04:41:54Z,3980000,False,-29.0,48.0,1,right,MISS M. Beasley driving Layup - blocked,"[1627736, 1628960]",1610612749.0,MIL,driving,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),0-8 Center,5.65,Missed,,,,,,,,,,,,,,,,,Allen,1628960.0
410,PT04M17.00S,2024-02-07T04:41:47.0Z,3,REGULAR,block,,[],1628960,,,1610612749,71,62,2024-02-07T04:41:49Z,3990000,False,,,0,,G. Allen BLOCK (1 BLK),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
411,PT04M17.00S,2024-02-07T04:41:47.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612749,71,62,2024-02-07T04:41:54Z,4000000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,409.0,,,,,,,,,,,,,,,,,
