actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
91,PT04M55.00S,2024-04-10T02:27:15.8Z,1,REGULAR,turnover,out-of-bounds,[],201142,,,1610612756,4,26,2024-04-10T02:27:24Z,890000,False,,,0,,K. Durant lost ball out-of-bounds TURNOVER (1 TO),[201142],1610612756.0,PHX,lost ball,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,,,201246.0,,,,,,,,1.0,,
92,PT04M55.00S,2024-04-10T02:27:23.8Z,1,REGULAR,substitution,out,[],1626181,,,1610612746,4,26,2024-04-10T02:27:28Z,900000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M55.00S,2024-04-10T02:27:23.8Z,1,REGULAR,substitution,in,[],1629599,,,1610612746,4,26,2024-04-10T02:27:28Z,910000,False,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M39.00S,2024-04-10T02:27:46.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202331,78.66294349540078,65.68627450980392,1610612746,4,26,2024-04-10T02:32:54Z,920000,False,78.0,148.0,1,right,MISS P. George 16' pullup Shot,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Mid-Range,16-24 Right Center,16.76,Missed,,,,,,,,,,,,,,,,,,
95,PT04M35.00S,2024-04-10T02:27:50.8Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612756,4,26,2024-04-10T02:28:24Z,930000,False,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Mid-Range,16-24 Right Center,,,94.0,1.0,1.0,0.0,,,,,,,,,,,,,,
96,PT04M31.00S,2024-04-10T02:27:55.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626164,5.863994743758213,48.529411764705884,1610612756,4,26,2024-04-10T02:28:28Z,940000,False,7.0,3.0,1,left,MISS D. Booker running reverse Layup,[1626164],1610612756.0,PHX,running reverse,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,0.78,Missed,,,,,,,,,,,,,,,,,,
97,PT04M29.00S,2024-04-10T02:27:57.3Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,4,26,2024-04-10T02:28:00Z,950000,False,,,0,,I. Zubac REBOUND (Off:1 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,96.0,4.0,3.0,1.0,,,,,,,,,,,,,,
98,PT04M23.00S,2024-04-10T02:28:02.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627826,92.9862023653088,49.754901960784316,1610612746,4,28,2024-04-10T02:34:07Z,960000,False,-1.0,13.0,1,right,I. Zubac running DUNK (7 PTS) (P. George 1 AST),"[1627826, 202331]",1610612746.0,LAC,running,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,1.35,Made,,,,,,,7.0,,,,,,P. George,202331.0,1.0,,,
100,PT04M18.00S,2024-04-10T02:28:11.6Z,1,REGULAR,timeout,full,['team'],0,,,1610612756,4,28,2024-04-10T02:28:11Z,980000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M18.00S,2024-04-10T02:29:23.1Z,1,REGULAR,substitution,out,[],1628960,,,1610612756,4,28,2024-04-10T02:29:50Z,990000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M18.00S,2024-04-10T02:29:23.1Z,1,REGULAR,substitution,out,[],1629626,,,1610612756,4,28,2024-04-10T02:29:50Z,1000000,False,,,0,,SUB out: B. Bol,[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M18.00S,2024-04-10T02:29:23.1Z,1,REGULAR,substitution,in,[],201152,,,1610612756,4,28,2024-04-10T02:29:50Z,1010000,False,,,0,,SUB in: T. Young,[201152],1610612756.0,PHX,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M18.00S,2024-04-10T02:29:23.1Z,1,REGULAR,substitution,in,[],203078,,,1610612756,4,28,2024-04-10T02:29:50Z,1020000,False,,,0,,SUB in: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M01.00S,2024-04-10T02:30:21.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,12.828515111695138,50.49019607843137,1610612756,4,28,2024-04-10T02:30:24Z,1030000,False,-2.0,68.0,1,left,MISS K. Durant 6' turnaround fadeaway Shot,[201142],1610612756.0,PHX,turnaround fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,6.81,Missed,,,,,,,,,,,,,,,,,,
106,PT03M59.00S,2024-04-10T02:30:23.2Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,4,28,2024-04-10T02:30:24Z,1040000,False,,,0,,I. Zubac REBOUND (Off:1 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,105.0,5.0,4.0,1.0,,,,,,,,,,,,,,
107,PT03M59.00S,2024-04-10T02:30:24.1Z,1,REGULAR,turnover,bad pass,[],1627826,,,1610612746,4,28,2024-04-10T02:30:27Z,1050000,False,,,0,,I. Zubac bad pass TURNOVER (1 TO),"[1627826, 201569]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,1.0,Gordon,201569.0
108,PT03M59.00S,2024-04-10T02:30:24.1Z,1,REGULAR,steal,,[],201569,,,1610612756,4,28,2024-04-10T02:30:26Z,1060000,False,,,0,,E. Gordon STEAL (1 STL),[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
109,PT03M55.00S,2024-04-10T02:30:27.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201569,25.18068331143233,12.990196078431374,1610612756,4,28,2024-04-10T02:35:25Z,1070000,False,185.0,184.0,1,left,MISS E. Gordon 26' pullup 3PT,[201569],1610612756.0,PHX,pullup,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,26.11,Missed,,,,,,,,,,,,,,,,,,
110,PT03M52.00S,2024-04-10T02:30:30.8Z,1,REGULAR,rebound,offensive,[],201152,,,1610612756,4,28,2024-04-10T02:30:30Z,1080000,False,,,0,,T. Young REBOUND (Off:1 Def:0),[201152],1610612756.0,PHX,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,109.0,1.0,0.0,1.0,,,,,,,,,,,,,,
111,PT03M51.00S,2024-04-10T02:30:31.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201569,29.25427069645204,13.23529411764706,1610612756,4,28,2024-04-10T02:30:36Z,1090000,False,184.0,222.0,1,left,MISS E. Gordon 28' 3PT,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,28.86,Missed,,,,,,,,,,,,,,,,,,
112,PT03M47.00S,2024-04-10T02:30:35.9Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,4,28,2024-04-10T02:30:36Z,1100000,False,,,0,,T. Mann REBOUND (Off:1 Def:3),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,111.0,4.0,3.0,1.0,,,,,,,,,,,,,,
113,PT03M36.00S,2024-04-10T02:30:46.4Z,1,REGULAR,2pt,Jump Shot,[],201566,78.26872536136662,46.07843137254902,1610612746,4,30,2024-04-10T02:30:50Z,1110000,False,-20.0,152.0,1,right,R. Westbrook 15' pullup Jump Shot (6 PTS) (T. Mann 1 AST),"[201566, 1629611]",1610612746.0,LAC,pullup,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Center,15.31,Made,,,,,,,6.0,,,,,,T. Mann,1629611.0,1.0,,,
115,PT03M24.00S,2024-04-10T02:30:58.0Z,1,REGULAR,2pt,Jump Shot,[],201142,21.369908015768726,67.40196078431373,1610612756,4,30,2024-04-10T02:31:02Z,1130000,False,-87.0,148.0,1,left,MISS K. Durant 17' pullup Shot,[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,17.2,Missed,,,,,,,,,,,,,,,,,,
116,PT03M21.00S,2024-04-10T02:31:01.0Z,1,REGULAR,rebound,defensive,[],201566,,,1610612746,4,30,2024-04-10T02:31:02Z,1140000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:5),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Left Center,,,115.0,5.0,5.0,0.0,,,,,,,,,,,,,,
118,PT03M02.00S,2024-04-10T02:31:21.2Z,1,REGULAR,turnover,bad pass,[],1627826,,,1610612746,4,30,2024-04-10T02:31:24Z,1150000,False,,,0,,I. Zubac bad pass TURNOVER (2 TO),"[1627826, 201569]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,2.0,Gordon,201569.0
119,PT03M02.00S,2024-04-10T02:31:21.2Z,1,REGULAR,steal,,[],201569,,,1610612756,4,30,2024-04-10T02:31:23Z,1160000,False,,,0,,E. Gordon STEAL (2 STL),[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
120,PT02M57.00S,2024-04-10T02:31:28.6Z,1,REGULAR,foul,personal,[],201566,,,1610612756,4,30,2024-04-10T02:31:33Z,1170000,False,,,0,,R. Westbrook personal FOUL (1 PF),"[201566, 201152]",1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1627963.0,1.0,0.0,Young,201152.0,,,,,,
122,PT02M57.00S,2024-04-10T02:31:36.2Z,1,REGULAR,substitution,out,[],201566,,,1610612756,4,30,2024-04-10T02:31:39Z,1190000,False,,,0,,SUB out: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M57.00S,2024-04-10T02:31:36.2Z,1,REGULAR,substitution,in,[],1630538,,,1610612756,4,30,2024-04-10T02:31:39Z,1200000,False,,,0,,SUB in: B. Hyland,[1630538],1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M45.00S,2024-04-10T02:31:55.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201152,19.136005256241788,56.86274509803921,1610612756,4,30,2024-04-10T02:31:59Z,1210000,False,-34.0,127.0,1,left,MISS T. Young 13' floating Shot,[201152],1610612756.0,PHX,floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,13.19,Missed,,,,,,,,,,,,,,,,,,
125,PT02M42.00S,2024-04-10T02:31:58.4Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,4,30,2024-04-10T02:31:59Z,1220000,False,,,0,,T. Mann REBOUND (Off:1 Def:4),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,,,124.0,5.0,4.0,1.0,,,,,,,,,,,,,,
126,PT02M34.00S,2024-04-10T02:32:06.6Z,1,REGULAR,2pt,Jump Shot,[],202331,81.42247043363994,68.62745098039215,1610612746,4,32,2024-04-10T02:32:09Z,1230000,False,93.0,122.0,1,right,P. George 15' pullup Jump Shot (10 PTS),[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Mid-Range,8-16 Right,15.35,Made,,,,,,,10.0,,,,,,,,,,,
127,PT02M16.00S,2024-04-10T02:32:24.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,10.726018396846255,62.00980392156863,1610612756,4,32,2024-04-10T02:32:34Z,1240000,False,-60.0,48.0,1,left,MISS K. Durant 7' step back Shot,[201142],1610612756.0,PHX,step back,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,7.7,Missed,,,,,,,,,,,,,,,,,,
128,PT02M14.00S,2024-04-10T02:32:26.4Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,4,32,2024-04-10T02:32:28Z,1250000,False,,,0,,I. Zubac REBOUND (Off:1 Def:5),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,127.0,6.0,5.0,1.0,,,,,,,,,,,,,,
129,PT02M05.00S,2024-04-10T02:32:40.9Z,1,REGULAR,foul,personal,[],201142,,,1610612746,4,32,2024-04-10T02:32:45Z,1260000,False,,,0,,K. Durant personal FOUL (1 PF),"[201142, 202331]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,1146.0,1.0,0.0,George,202331.0,,,,,,
131,PT02M05.00S,2024-04-10T02:32:46.4Z,1,REGULAR,substitution,out,[],201142,,,1610612746,4,32,2024-04-10T02:32:57Z,1280000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M05.00S,2024-04-10T02:32:46.4Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,4,32,2024-04-10T02:32:57Z,1290000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M05.00S,2024-04-10T02:32:46.4Z,1,REGULAR,substitution,in,[],1626220,,,1610612746,4,32,2024-04-10T02:32:57Z,1300000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M05.00S,2024-04-10T02:32:46.4Z,1,REGULAR,substitution,in,[],203486,,,1610612746,4,32,2024-04-10T02:32:57Z,1310000,False,,,0,,SUB in: M. Plumlee,[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M01.00S,2024-04-10T02:33:07.3Z,1,REGULAR,3pt,Jump Shot,[],202331,68.28186596583443,72.30392156862744,1610612746,4,35,2024-04-10T02:33:19Z,1320000,False,112.0,246.0,1,right,P. George 26' 3PT pullup (13 PTS) (B. Hyland 1 AST),"[202331, 1630538]",1610612746.0,LAC,pullup,,,George,P. George,,,,,Above the Break 3,24+ Right Center,26.98,Made,,,,,,,13.0,,,,,,B. Hyland,1630538.0,1.0,,,
137,PT01M39.00S,2024-04-10T02:33:29.0Z,1,REGULAR,2pt,Jump Shot,[],203078,22.552562417871222,26.715686274509803,1610612756,4,35,2024-04-10T02:33:31Z,1340000,False,116.0,159.0,1,left,MISS B. Beal 19' pullup Shot,[203078],1610612756.0,PHX,pullup,,,Beal,B. Beal,,,,,Mid-Range,16-24 Right Center,19.75,Missed,,,,,,,,,,,,,,,,,,
138,PT01M37.00S,2024-04-10T02:33:31.0Z,1,REGULAR,rebound,defensive,[],1630538,,,1610612746,4,35,2024-04-10T02:33:31Z,1350000,False,,,0,,B. Hyland REBOUND (Off:0 Def:1),[1630538],1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,Mid-Range,16-24 Right Center,,,137.0,1.0,1.0,0.0,,,,,,,,,,,,,,
139,PT01M29.00S,2024-04-10T02:33:39.3Z,1,REGULAR,2pt,Jump Shot,[],202331,89.70105124835742,30.392156862745097,1610612746,4,35,2024-04-10T02:39:48Z,1360000,False,-98.0,44.0,1,right,MISS P. George 10' driving floating Shot,[202331],1610612746.0,LAC,driving floating,,,George,P. George,,,,,Mid-Range,8-16 Left,10.75,Missed,,,,,,,,,,,,,,,,,,
140,PT01M23.00S,2024-04-10T02:33:45.3Z,1,REGULAR,rebound,offensive,[],1629611,,,1610612746,4,35,2024-04-10T02:40:38Z,1370000,False,,,0,,T. Mann REBOUND (Off:2 Def:4),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Mid-Range,8-16 Left,,,139.0,6.0,4.0,2.0,,,,,,,,,,,,,,
141,PT01M16.00S,2024-04-10T02:33:51.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629611,81.8166885676741,63.23529411764706,1610612746,4,35,2024-04-10T02:33:55Z,1380000,False,66.0,118.0,1,right,MISS T. Mann 13' fadeaway Shot,[1629611],1610612746.0,LAC,fadeaway,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,13.57,Missed,,,,,,,,,,,,,,,,,,
142,PT01M13.00S,2024-04-10T02:33:54.3Z,1,REGULAR,rebound,defensive,[],201152,,,1610612756,4,35,2024-04-10T02:33:55Z,1390000,False,,,0,,T. Young REBOUND (Off:1 Def:1),[201152],1610612756.0,PHX,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,141.0,2.0,1.0,1.0,,,,,,,,,,,,,,
143,PT01M08.00S,2024-04-10T02:34:01.9Z,1,REGULAR,foul,personal,['2freethrow'],1629599,,,1610612756,4,35,2024-04-10T02:34:08Z,1400000,False,,,0,,A. Coffey shooting personal FOUL (1 PF) (Booker 2 FT),"[1629599, 1626164]",1610612746.0,LAC,shooting,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,,,,,,,,,,1146.0,1.0,0.0,Booker,1626164.0,,,,,,
145,PT01M08.00S,2024-04-10T02:34:22.5Z,1,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,5,35,2024-04-10T02:34:22Z,1420000,False,,,0,,D. Booker Free Throw 1 of 2 (1 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
146,PT01M08.00S,2024-04-10T02:34:34.9Z,1,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,6,35,2024-04-10T02:34:34Z,1430000,False,,,0,,D. Booker Free Throw 2 of 2 (2 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
147,PT00M50.70S,2024-04-10T02:34:57.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630538,85.3646517739816,63.48039215686274,1610612746,6,37,2024-04-10T02:41:29Z,1440000,False,67.0,85.0,1,right,B. Hyland 10' pullup Jump Shot (2 PTS),[1630538],1610612746.0,LAC,pullup,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),8-16 Right,10.86,Made,,,,,,,2.0,,,,,,,,,,,
148,PT00M36.10S,2024-04-10T02:35:16.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630538,,,1610612756,6,37,2024-04-10T02:35:22Z,1450000,False,,,0,,B. Hyland personal FOUL (1 PF) (Booker 2 FT),"[1630538, 1626164]",1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,201246.0,1.0,0.0,Booker,1626164.0,,,,,,
150,PT00M36.10S,2024-04-10T02:35:38.1Z,1,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,7,37,2024-04-10T02:35:38Z,1470000,False,,,0,,D. Booker Free Throw 1 of 2 (3 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
151,PT00M36.10S,2024-04-10T02:35:57.6Z,1,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,8,37,2024-04-10T02:35:57Z,1480000,False,,,0,,D. Booker Free Throw 2 of 2 (4 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
152,PT00M18.70S,2024-04-10T02:36:20.8Z,1,REGULAR,foul,personal,[],1626220,,,1610612746,8,37,2024-04-10T02:36:27Z,1490000,False,,,0,,R. O'Neale personal FOUL (1 PF),"[1626220, 202331]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,201246.0,1.0,0.0,George,202331.0,,,,,,
154,PT00M08.20S,2024-04-10T02:36:47.9Z,1,REGULAR,2pt,Jump Shot,[],202331,85.49605781865965,71.56862745098039,1610612746,8,37,2024-04-10T02:42:19Z,1510000,False,108.0,84.0,1,right,MISS P. George 13' fadeaway Shot,[202331],1610612746.0,LAC,fadeaway,,,George,P. George,,,,,Mid-Range,8-16 Right,13.65,Missed,,,,,,,,,,,,,,,,,,
155,PT00M05.20S,2024-04-10T02:36:50.9Z,1,REGULAR,rebound,offensive,[],1630538,,,1610612746,8,37,2024-04-10T02:42:19Z,1520000,False,,,0,,B. Hyland REBOUND (Off:1 Def:1),[1630538],1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,Mid-Range,8-16 Right,,,154.0,2.0,1.0,1.0,,,,,,,,,,,,,,
156,PT00M04.70S,2024-04-10T02:36:55.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612746,8,37,2024-04-10T02:37:51Z,1530000,False,,,0,,LAC shot clock Team TURNOVER,[],1610612746.0,LAC,,,,,,,,,,Mid-Range,16-24 Left,,,,,,,,,,201246.0,,,,,,,,,,
157,PT00M04.70S,2024-04-10T02:37:05.9Z,1,REGULAR,substitution,out,[],203486,,,1610612756,8,37,2024-04-10T02:37:15Z,1540000,False,,,0,,SUB out: M. Plumlee,[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M04.70S,2024-04-10T02:37:05.9Z,1,REGULAR,substitution,in,[],201566,,,1610612756,8,37,2024-04-10T02:37:15Z,1550000,False,,,0,,SUB in: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M01.00S,2024-04-10T02:37:23.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201566,,,1610612756,8,37,2024-04-10T02:37:39Z,1560000,False,,,0,,R. Westbrook shooting personal FOUL (2 PF) (Beal 2 FT),"[201566, 203078]",1610612746.0,LAC,shooting,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,201246.0,2.0,0.0,Beal,203078.0,,,,,,
161,PT00M01.00S,2024-04-10T02:37:51.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203078,,,1610612756,9,37,2024-04-10T02:37:51Z,1580000,False,,,0,,B. Beal Free Throw 1 of 2 (1 PTS),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
162,PT00M01.00S,2024-04-10T02:38:08.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203078,,,1610612756,10,37,2024-04-10T02:38:08Z,1590000,False,,,0,,B. Beal Free Throw 2 of 2 (2 PTS),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
163,PT00M00.20S,2024-04-10T02:38:13.2Z,1,REGULAR,3pt,Jump Shot,[],1630538,48.439553219448094,83.33333333333334,1610612746,10,37,2024-04-10T02:43:16Z,1600000,False,167.0,432.0,1,right,MISS B. Hyland 46' floating 3PT,[1630538],1610612746.0,LAC,floating,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Left Center,46.32,Missed,,,,,,,,,,,,,,,,,,
164,PT00M00.10S,2024-04-10T02:38:13.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,10,37,2024-04-10T02:38:20Z,1610000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,163.0,,,,,,,,,,,,,,,,,
165,PT00M00.00S,2024-04-10T02:38:17.0Z,1,REGULAR,period,end,[],0,,,1610612746,10,37,2024-04-10T02:38:17Z,1620000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-04-10T02:40:43.9Z,2,REGULAR,substitution,out,['startperiod'],1626164,,,1610612746,10,37,2024-04-10T02:40:59Z,1630000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-04-10T02:40:43.9Z,2,REGULAR,substitution,out,['startperiod'],202331,,,1610612746,10,37,2024-04-10T02:40:59Z,1640000,False,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2024-04-10T02:40:43.9Z,2,REGULAR,substitution,out,['startperiod'],1629611,,,1610612746,10,37,2024-04-10T02:40:59Z,1650000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2024-04-10T02:40:43.9Z,2,REGULAR,substitution,in,['startperiod'],1629626,,,1610612746,10,37,2024-04-10T02:40:59Z,1660000,False,,,0,,SUB in: B. Bol,[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2024-04-10T02:40:43.9Z,2,REGULAR,substitution,in,['startperiod'],203486,,,1610612746,10,37,2024-04-10T02:40:59Z,1670000,False,,,0,,SUB in: M. Plumlee,[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2024-04-10T02:40:43.9Z,2,REGULAR,substitution,in,['startperiod'],1626181,,,1610612746,10,37,2024-04-10T02:40:59Z,1680000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2024-04-10T02:41:08.9Z,2,REGULAR,period,start,[],0,,,1610612746,10,37,2024-04-10T02:41:08Z,1690000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M49.00S,2024-04-10T02:41:19.6Z,2,REGULAR,3pt,Jump Shot,[],1629599,66.96780551905388,67.8921568627451,1610612746,10,40,2024-04-10T02:41:23Z,1700000,False,89.0,258.0,1,right,A. Coffey 27' 3PT  (3 PTS) (R. Westbrook 5 AST),"[1629599, 201566]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Right Center,27.31,Made,,,,,,,3.0,,,,,,R. Westbrook,201566.0,5.0,,,
