actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-12-18T01:10:28.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-18T01:10:28Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-12-18T01:10:30.3Z,1,REGULAR,jumpball,recovered,[],1626164,,,1610612756,0,0,2023-12-18T01:10:30Z,40000,False,,,0,,Jump Ball J. Nurkic vs. D. Gafford: Tip to D. Booker,"[1626164, 203994, 1629655]",1610612756.0,PHX,startperiod,D. Booker,1626164.0,Booker,D. Booker,Nurkic,203994.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2023-12-18T01:10:41.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,6.521024967148489,46.07843137254902,1610612756,2,0,2023-12-18T01:10:45Z,70000,False,20.0,9.0,1,left,G. Allen reverse Layup (2 PTS) (J. Nurkic 1 AST),"[1628960, 203994]",1610612756.0,PHX,reverse,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,2.15,Made,2.0,J. Nurkic,203994.0,1.0,,,,,,,,,,,,,,
9,PT11M28.00S,2023-12-18T01:10:59.2Z,1,REGULAR,3pt,Jump Shot,[],1628398,82.34231274638634,2.696078431372549,1610612764,2,0,2023-12-18T01:11:04Z,90000,False,-237.0,113.0,1,right,MISS K. Kuzma 26' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,26.23,Missed,,,,,,,,,,,,,,,,,,
10,PT11M24.00S,2023-12-18T01:11:03.2Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612756,2,0,2023-12-18T01:11:04Z,100000,False,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M23.00S,2023-12-18T01:11:07.0Z,1,REGULAR,turnover,out-of-bounds,[],1626164,,,1610612756,2,0,2023-12-18T01:11:13Z,110000,False,,,0,,D. Booker lost ball out-of-bounds TURNOVER (1 TO),[1626164],1610612756.0,PHX,lost ball,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,2002.0,1.0,,,,,,,,
12,PT11M13.00S,2023-12-18T01:11:25.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626145,88.12417871222075,40.68627450980392,1610612764,2,0,2023-12-18T01:11:30Z,120000,False,-47.0,59.0,1,right,MISS T. Jones 7' driving floating Shot,[1626145],1610612764.0,WAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,7.53,Missed,,,,,,,,,,,,,,,,,,
13,PT11M10.00S,2023-12-18T01:11:28.3Z,1,REGULAR,rebound,defensive,[],1629642,,,1610612756,2,0,2023-12-18T01:11:30Z,130000,False,,,0,,N. Little REBOUND (Off:0 Def:1),[1629642],1610612756.0,PHX,,,,Little,N. Little,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,
14,PT11M02.00S,2023-12-18T01:11:35.6Z,1,REGULAR,2pt,Jump Shot,[],201142,21.107095926412615,33.82352941176471,1610612756,2,0,2023-12-18T01:11:40Z,140000,False,81.0,146.0,1,left,MISS K. Durant 16' pullup Shot,[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,16.68,Missed,,,,,,,,,,,,,,,,,,
15,PT10M59.00S,2023-12-18T01:11:38.6Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,2,0,2023-12-18T01:11:40Z,150000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Right Center,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M54.00S,2023-12-18T01:11:44.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,91.40932982917214,39.46078431372549,1610612764,2,0,2023-12-18T01:12:31Z,160000,False,-53.0,28.0,1,right,MISS K. Kuzma driving floating bank Shot,[1628398],1610612764.0,WAS,driving floating bank,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,5.98,Missed,,,,,,,,,,,,,,,,,,
17,PT10M50.00S,2023-12-18T01:11:48.3Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,2,0,2023-12-18T01:11:50Z,170000,False,,,0,,J. Nurkic REBOUND (Off:0 Def:1),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,
