actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-01-02T02:10:26.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-02T02:10:26Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-01-02T02:10:30.2Z,1,REGULAR,jumpball,recovered,[],1626164,,,1610612756,0,0,2024-01-02T02:10:30Z,40000,False,,,0,,Jump Ball J. Nurkic vs. M. Brown: Tip to D. Booker,"[1626164, 203994, 1629650]",1610612756.0,PHX,startperiod,D. Booker,1626164.0,Booker,D. Booker,Nurkic,203994.0,Brown,1629650.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2024-01-02T02:10:43.6Z,1,REGULAR,foul,personal,['2freethrow'],1629650,,,1610612756,0,0,2024-01-02T02:10:55Z,70000,False,,,0,,M. Brown shooting personal FOUL (1 PF) (Nurkic 2 FT),"[1629650, 203994]",1610612757.0,POR,shooting,,,Brown,M. Brown,,,,,In The Paint (Non-RA),0-8 Center,1628953.0,1.0,0.0,Nurkic,203994.0,,,,,,,,,,,,,,,
9,PT11M44.00S,2024-01-02T02:11:05.1Z,1,REGULAR,freethrow,1 of 2,[],203994,,,1610612756,1,0,2024-01-02T02:11:05Z,90000,False,,,0,,J. Nurkic Free Throw 1 of 2 (1 PTS),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
10,PT11M44.00S,2024-01-02T02:11:16.2Z,1,REGULAR,freethrow,2 of 2,[],203994,,,1610612756,2,0,2024-01-02T02:11:16Z,100000,False,,,0,,J. Nurkic Free Throw 2 of 2 (2 PTS),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
11,PT11M24.00S,2024-01-02T02:11:36.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203924,6.1268068331143235,47.05882352941176,1610612757,2,2,2024-01-02T02:11:42Z,110000,False,15.0,5.0,1,left,J. Grant driving Layup (2 PTS),[203924],1610612757.0,POR,driving,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.56,,,,,,,,,,,,
12,PT11M10.00S,2024-01-02T02:11:50.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,84.57621550591328,53.18627450980392,1610612756,4,2,2024-01-02T02:11:54Z,120000,False,16.0,92.0,1,right,B. Beal 9' driving floating Jump Shot (2 PTS) (J. Nurkic 1 AST),"[203078, 203994]",1610612756.0,PHX,driving floating,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,2.0,9.39,J. Nurkic,203994.0,1.0,,,,,,,,,
14,PT11M01.00S,2024-01-02T02:12:00.3Z,1,REGULAR,3pt,Jump Shot,[],203924,29.77989487516426,73.0392156862745,1610612757,4,2,2024-01-02T02:12:24Z,140000,False,-115.0,227.0,1,left,MISS J. Grant 25' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.49,,,,,,,,,,,,
15,PT11M01.00S,2024-01-02T02:12:00.3Z,1,REGULAR,rebound,offensive,[],1629680,,,1610612757,4,2,2024-01-02T02:12:24Z,150000,False,,,0,,M. Thybulle REBOUND (Off:1 Def:0),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,14.0,1.0,0.0,1.0,,,,,
16,PT10M52.00S,2024-01-02T02:12:09.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629680,26.49474375821288,15.931372549019606,1610612757,4,2,2024-01-02T02:12:13Z,160000,False,170.0,197.0,1,left,MISS M. Thybulle 26' 3PT,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,26.01,,,,,,,,,,,,
17,PT10M49.00S,2024-01-02T02:12:12.0Z,1,REGULAR,rebound,defensive,[],203078,,,1610612756,4,2,2024-01-02T02:12:13Z,170000,False,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,
18,PT10M41.00S,2024-01-02T02:12:20.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,82.47371879106439,37.745098039215684,1610612756,4,2,2024-01-02T02:12:24Z,180000,False,-61.0,112.0,1,right,MISS D. Booker 12' driving floating Shot,[1626164],1610612756.0,PHX,driving floating,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,12.79,,,,,,,,,,,,
19,PT10M38.00S,2024-01-02T02:12:23.3Z,1,REGULAR,rebound,offensive,[],1626164,,,1610612756,4,2,2024-01-02T02:12:23Z,190000,False,,,0,,D. Booker REBOUND (Off:1 Def:0),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,18.0,1.0,0.0,1.0,,,,,
20,PT10M35.00S,2024-01-02T02:12:26.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203078,93.9060446780552,45.588235294117645,1610612756,4,2,2024-01-02T02:12:31Z,200000,False,-22.0,5.0,1,right,MISS B. Beal driving bank Shot,[203078],1610612756.0,PHX,driving bank,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.26,,,,,,,,,,,,
21,PT10M30.00S,2024-01-02T02:12:31.3Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612757,4,2,2024-01-02T02:12:55Z,210000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,20.0,1.0,1.0,0.0,,,,,
22,PT10M28.00S,2024-01-02T02:12:33.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627763,32.14520367936925,52.69607843137255,1610612757,4,2,2024-01-02T02:12:37Z,220000,False,-13.0,250.0,1,left,MISS M. Brogdon 25' running pullup 3PT,[1627763],1610612757.0,POR,running pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,,,,,,Missed,,25.01,,,,,,,,,,,,
23,PT10M25.00S,2024-01-02T02:12:36.1Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,4,2,2024-01-02T02:12:37Z,230000,False,,,0,,D. Booker REBOUND (Off:1 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,22.0,2.0,1.0,1.0,,,,,
24,PT10M23.00S,2024-01-02T02:12:38.1Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203078,93.51182654402102,47.30392156862745,1610612756,4,2,2024-01-02T02:19:49Z,240000,False,-13.0,8.0,1,right,MISS B. Beal running DUNK - blocked,"[203078, 1629650]",1610612756.0,PHX,running,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.6,,,,,,,,Brown,1629650.0,,,
25,PT10M23.00S,2024-01-02T02:12:38.1Z,1,REGULAR,block,,[],1629650,,,1610612756,4,2,2024-01-02T02:12:40Z,250000,False,,,0,,M. Brown BLOCK (1 BLK),[1629650],1610612757.0,POR,,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
26,PT10M23.00S,2024-01-02T02:12:38.1Z,1,REGULAR,rebound,defensive,[],1630703,,,1610612757,4,2,2024-01-02T02:12:43Z,260000,False,,,0,,S. Henderson REBOUND (Off:0 Def:1),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,24.0,1.0,1.0,0.0,,,,,
